name,count,rank,pctapi,pctblack,pctaian,pctwhite,pcttworace,pcthispanic,prop100k,year
Waddell,20885,1576,0.38,13.87,0.28,82.81,1.14,1.53,7.74,2000
Dukes,20870,1577,0.24,49.93,0.34,46.28,1.54,1.66,7.74,2000
Diamond,20860,1578,0.73,7.59,0.4,87.87,1.58,1.84,7.73,2000
Bui,20852,1579,93.79,0.47,0.04,2.86,2.11,0.72,7.73,2000
Finn,20852,1721,0.65,3.8,0.44,90.9,1.31,2.89,7.07,2010
Venegas,20851,1722,0.76,0.2,0.19,3.73,0.17,94.95,7.07,2010
Madrid,20834,1580,2.6,0.4,0.72,9.86,0.72,85.69,7.72,2000
Alonso,20802,1581,0.92,0.2,0.17,9.28,0.4,89.02,7.71,2000
Sheets,20786,1582,0.37,1.51,0.38,95.39,0.98,1.37,7.71,2000
Mcneal,20778,1723,0.44,51.03,0.57,42.97,3.14,1.85,7.04,2010
Irvin,20776,1583,0.33,25.41,0.59,70.56,1.7,1.41,7.7,2000
Metzger,20771,1724,0.55,1.01,0.37,94.88,1.22,1.96,7.04,2010
Coulter,20757,1725,0.53,9.28,0.39,85.65,2.11,2.03,7.04,2010
Hurt,20753,1584,0.36,22.05,0.83,73.77,1.66,1.33,7.69,2000
Beal,20752,1726,0.57,16.85,0.69,77.31,1.96,2.62,7.04,2010
Ferris,20743,1585,0.52,2.27,1.06,92.85,1.29,2.02,7.69,2000
Crump,20737,1727,0.38,35.77,0.32,59.11,2.18,2.24,7.03,2010
Sewell,20736,1586,0.54,23.42,0.71,72.12,1.71,1.5,7.69,2000
Jorgensen,20731,1728,0.68,0.35,0.37,94.59,1.39,2.63,7.03,2010
Carlton,20727,1587,0.4,14.2,0.57,81.77,1.41,1.65,7.68,2000
Aragon,20723,1588,3.15,0.25,2,10.95,0.99,82.67,7.68,2000
Blackmon,20711,1589,0.21,45.9,0.44,51.07,1.33,1.05,7.68,2000
Hadley,20710,1590,0.71,14.99,1.49,79.8,1.41,1.59,7.68,2000
Maurer,20707,1729,0.7,0.35,0.11,95.9,1.06,1.88,7.02,2010
Hoyt,20707,1591,0.47,2.16,0.55,93.98,1.3,1.55,7.68,2000
Kearney,20706,1730,0.62,19.71,0.22,75.45,1.84,2.16,7.02,2010
Cummins,20705,1731,0.63,3.97,1.04,90,2.11,2.26,7.02,2010
Mcgraw,20704,1592,0.39,11.45,0.53,84.47,1.25,1.92,7.67,2000
Ferris,20703,1732,0.79,2.21,1.25,91.23,1.55,2.98,7.02,2010
Milton,20703,1732,0.68,46.52,0.59,46.75,2.58,2.87,7.02,2010
Pagan,20702,1593,0.71,2.39,0.13,15.18,0.72,80.87,7.67,2000
Land,20687,1594,0.43,11.85,0.6,83.58,1.49,2.05,7.67,2000
Tidwell,20681,1595,0.25,10.44,0.87,85.64,1.39,1.41,7.67,2000
Timmons,20671,1734,0.51,26.7,0.61,67.76,2.08,2.35,7.01,2010
Palma,20636,1735,5.64,0.8,0.19,20.07,0.78,72.53,7.0,2010
Lovell,20628,1596,0.83,5.72,1.11,89.11,1.61,1.63,7.65,2000
Miner,20627,1597,0.75,5.58,1.32,88.93,1.65,1.77,7.65,2000
Escalante,20626,1736,2.09,0.48,1.24,5.48,0.47,90.24,6.99,2010
Cahill,20623,1737,0.64,1,0.33,94.54,1.33,2.15,6.99,2010
Doss,20623,1598,0.74,22.03,0.4,74.01,1.36,1.45,7.64,2000
Dahl,20616,1599,0.64,0.38,0.7,95.98,1.19,1.1,7.64,2000
Delatorre,20614,1600,2.1,0.1,0.15,5.96,0.34,91.35,7.64,2000
Schaffer,20614,1738,0.49,3.33,0.4,92.55,1.19,2.04,6.99,2010
Stanford,20610,1601,0.39,22.34,0.53,73.37,1.74,1.63,7.64,2000
Guidry,20600,1739,0.43,18.6,1.06,76.54,1.53,1.84,6.98,2010
Yee,20591,1740,83.54,0.58,0.05,5.58,6.99,3.26,6.98,2010
Kruse,20584,1741,0.89,0.21,0.27,95.02,1.39,2.22,6.98,2010
Kauffman,20576,1602,0.52,0.46,0.17,96.91,0.89,1.05,7.63,2000
Vela,20569,1603,0.49,0.25,0.23,7.45,0.42,91.16,7.62,2000
Gagnon,20567,1604,0.52,0.21,0.75,96.02,1.23,1.27,7.62,2000
Mcmullen,20545,1742,0.42,12.5,0.44,82.76,1.74,2.13,6.96,2010
Hurd,20540,1743,0.66,19.24,0.74,74.55,2.42,2.4,6.96,2010
Winston,20537,1605,0.52,62.65,0.31,32.37,2.71,1.45,7.61,2000
Castle,20534,1744,0.59,6.74,0.38,88.04,1.61,2.64,6.96,2010
Gomes,20532,1606,6.56,8.34,0.41,51.42,16.03,17.24,7.61,2000
Thacker,20531,1607,0.72,5,0.58,91.29,1.2,1.22,7.61,2000
Valdes,20527,1745,0.85,0.57,0.08,8.74,0.17,89.59,6.96,2010
Mcwilliams,20523,1746,0.56,17.64,0.62,76.7,1.95,2.53,6.96,2010
Coronado,20503,1608,1.02,0.24,0.64,5.8,0.36,91.93,7.6,2000
Ash,20500,1609,0.59,12.75,0.57,82.9,1.56,1.64,7.6,2000
Leung,20496,1747,94.34,,,1.82,2.21,1.02,6.95,2010
Holliday,20491,1748,0.39,25.88,0.88,68.89,2.11,1.84,6.95,2010
Houser,20484,1749,0.51,8.27,0.48,87.06,1.45,2.23,6.94,2010
Bassett,20482,1750,0.63,9.67,0.77,84.38,1.89,2.66,6.94,2010
Thomason,20478,1751,0.47,7.05,1.03,87.16,1.94,2.35,6.94,2010
Jarrett,20449,1610,0.38,24.44,0.57,71.36,1.9,1.35,7.58,2000
Sapp,20448,1752,0.46,20.31,0.56,75.15,1.92,1.6,6.93,2010
Tripp,20434,1753,0.63,10.9,0.78,83.48,2.03,2.18,6.93,2010
Galvez,20425,1754,5.93,0.65,0.18,4.63,0.54,88.07,6.92,2010
Eubanks,20424,1755,0.36,20.99,0.94,73.58,2.33,1.8,6.92,2010
Samuels,20422,1611,0.5,51.04,1.14,42.39,2.79,2.14,7.57,2000
Hager,20422,1611,0.45,1.27,0.45,95.49,1.08,1.26,7.57,2000
Metzger,20386,1613,0.49,0.56,0.27,96.58,0.93,1.17,7.56,2000
Hilliard,20377,1756,0.52,30.2,0.44,64.88,2.26,1.7,6.91,2010
Raines,20373,1614,0.4,14.46,0.75,81.53,1.47,1.39,7.55,2000
Crocker,20370,1757,0.39,8.24,0.62,87.26,1.42,2.07,6.91,2010
Alonzo,20367,1758,5.82,2.37,0.97,10.35,0.76,79.73,6.9,2010
Caruso,20367,1758,0.49,0.3,0.14,94.73,1,3.33,6.9,2010
Deal,20366,1760,0.75,9.27,1.65,84.57,1.56,2.2,6.9,2010
Barnard,20366,1760,0.63,4.76,0.66,89.88,1.54,2.52,6.9,2010
Metz,20366,1760,0.56,2.48,0.44,92.54,1.48,2.5,6.9,2010
Carlisle,20365,1763,0.53,15.07,0.8,79.31,2.16,2.14,6.9,2010
Hargrove,20360,1764,0.35,44.79,0.56,49.4,2.36,2.55,6.9,2010
Keenan,20353,1765,0.65,2.22,0.43,92.87,1.54,2.29,6.9,2010
Spivey,20349,1615,0.29,26.83,0.36,69.62,1.56,1.35,7.54,2000
North,20343,1766,0.67,9.43,0.62,85.18,1.84,2.26,6.9,2010
Dasilva,20338,1767,2.26,9.28,0.3,77.76,1.86,8.54,6.89,2010
Maurer,20333,1616,0.54,0.22,0.13,97.02,0.81,1.29,7.54,2000
Han,20318,1617,90.59,0.5,0.06,5.79,2.14,0.93,7.53,2000
Ledesma,20311,1768,3.74,0.21,0.29,7.01,0.36,88.39,6.89,2010
Messer,20306,1769,0.51,1.1,0.94,93.73,1.82,1.9,6.88,2010
Voss,20291,1618,0.45,2.29,0.3,94.64,0.97,1.35,7.52,2000
Root,20284,1770,1.11,0.61,0.76,93.58,1.6,2.34,6.88,2010
Westbrook,20284,1770,0.47,22.75,0.9,71.22,2.39,2.28,6.88,2010
Hackett,20278,1772,0.63,17.13,0.53,77.26,2.06,2.39,6.87,2010
Henley,20276,1619,0.36,22.5,0.46,73.25,1.4,2.04,7.52,2000
Caballero,20270,1620,3.05,0.99,0.32,7.52,0.63,87.49,7.51,2000
Posey,20263,1773,0.34,21.85,1.1,72.87,2.12,1.72,6.87,2010
Caruso,20257,1621,0.33,0.16,0.14,95.77,1.2,2.39,7.51,2000
Coulter,20252,1622,0.4,9.07,0.31,87.47,1.34,1.42,7.51,2000
North,20238,1623,0.54,9.17,0.66,86.69,1.47,1.47,7.5,2000
Finn,20218,1624,0.51,3.66,0.36,92.32,0.98,2.16,7.49,2000
Fountain,20193,1774,0.42,32.19,0.53,61.91,2.37,2.58,6.85,2010
Lanier,20181,1625,0.33,27.1,0.41,69.82,1.2,1.13,7.48,2000
Cahill,20181,1625,0.54,1.13,0.15,95.59,1.08,1.51,7.48,2000
Souza,20168,1627,2.77,0.75,0.42,78.96,10.08,7.02,7.48,2000
Cornelius,20160,1775,0.87,19.81,2.57,72.22,2.15,2.38,6.83,2010
Benoit,20160,1775,0.48,12.76,0.5,81.64,1.86,2.76,6.83,2010
Barnhart,20157,1777,0.55,1.53,0.53,93.41,1.34,2.65,6.83,2010
Rendon,20143,1778,0.84,0.33,0.32,7.62,0.41,90.48,6.83,2010
Hannah,20138,1779,0.69,26.02,0.59,68.46,2.26,1.98,6.83,2010
Pedersen,20135,1780,0.79,0.34,0.47,94.35,1.74,2.3,6.83,2010
Mcwilliams,20135,1628,0.39,16.68,0.47,79.61,1.24,1.61,7.46,2000
Stubbs,20134,1781,0.42,29.6,0.58,63.97,2.14,3.29,6.83,2010
Starks,20130,1782,0.38,61.78,0.45,31.36,3.71,2.32,6.82,2010
Deal,20128,1629,0.37,8.74,1.69,86.44,1.3,1.47,7.46,2000
Urban,20117,1630,0.54,0.27,0.22,93.71,0.82,4.43,7.46,2000
Schaffer,20117,1630,0.37,3.08,0.33,93.67,1.18,1.37,7.46,2000
Sizemore,20116,1783,0.36,2.3,0.85,93.1,1.9,1.49,6.82,2010
Epps,20112,1784,0.25,61.87,1.25,30.98,3.12,2.52,6.82,2010
Olivas,20106,1785,0.94,0.24,0.63,6.13,0.34,91.71,6.82,2010
Houser,20078,1632,0.36,7.67,0.55,88.76,1.25,1.41,7.44,2000
Bergeron,20073,1786,0.49,2.32,0.58,93.33,1.27,2.01,6.8,2010
Cummins,20072,1633,0.53,3.68,0.93,91.9,1.53,1.43,7.44,2000
Romo,20066,1634,0.44,0.26,0.58,9.13,0.49,89.09,7.44,2000
Hightower,20065,1787,0.43,43.18,0.65,50.22,3,2.52,6.8,2010
Roper,20065,1787,0.53,20.59,0.76,73.04,2.12,2.96,6.8,2010
Paige,20063,1789,0.52,52.06,0.37,41.68,3.07,2.31,6.8,2010
Urban,20058,1790,0.86,0.37,0.31,91.96,0.89,5.61,6.8,2010
Boucher,20050,1791,0.7,2.02,0.61,93.21,1.6,1.86,6.8,2010
Crocker,20047,1635,0.42,7.93,0.62,88.56,1.13,1.33,7.43,2000
Fontenot,20035,1792,0.4,18.7,0.42,76.68,1.6,2.21,6.79,2010
Bassett,20032,1636,0.62,9.21,0.62,86.42,1.33,1.79,7.43,2000
Washburn,20030,1793,0.49,1.35,1.89,92.53,1.79,1.96,6.79,2010
Kruse,20019,1637,0.76,0.14,0.29,96.42,0.98,1.4,7.42,2000
Bolden,20015,1638,0.14,74.15,0.27,21.65,2.34,1.43,7.42,2000
Ybarra,20013,1639,0.28,0.28,0.53,9.55,0.64,88.71,7.42,2000
Farr,20011,1794,0.73,11.81,0.36,83.02,1.83,2.24,6.78,2010
Metz,20010,1640,0.39,2.11,0.43,94.35,1.2,1.51,7.42,2000
Melvin,20008,1795,0.59,27.14,0.52,67.64,1.85,2.24,6.78,2010
Root,20001,1641,0.68,0.68,0.96,95.08,1.34,1.25,7.41,2000
Cullen,20000,1796,0.99,1.77,0.33,92.68,1.9,2.34,6.78,2010
Hu,19999,1797,94.93,0.37,0.04,2.22,1.63,0.81,6.78,2010
Mcmullen,19998,1642,0.35,11.92,0.5,84.7,1.17,1.37,7.41,2000
Mccollum,19990,1798,0.56,17.63,0.6,76.94,1.97,2.3,6.78,2010
Betts,19983,1799,0.62,24.46,0.54,69.34,2.52,2.53,6.77,2010
Hagan,19973,1643,0.67,8.07,0.5,88.19,1.13,1.45,7.4,2000
Crump,19973,1643,0.25,34.84,0.35,61.47,1.72,1.38,7.4,2000
Guidry,19967,1645,0.27,18.08,1.04,78.16,1.29,1.17,7.4,2000
Brantley,19953,1646,0.32,34.03,0.61,62.14,1.6,1.29,7.4,2000
Kearney,19938,1647,0.46,18.85,0.17,77.79,1.38,1.35,7.39,2000
Coyle,19931,1800,0.72,1.18,0.68,94.13,1.44,1.85,6.76,2010
Trotter,19927,1801,0.52,32.11,0.52,61.68,2.84,2.34,6.76,2010
Beal,19922,1648,0.38,16.13,0.63,79.65,1.34,1.87,7.39,2000
Toth,19918,1649,0.52,0.23,0.22,96.77,1.02,1.24,7.38,2000
Wilhelm,19913,1802,0.77,0.31,0.28,94.64,1.66,2.33,6.75,2010
Jorgensen,19906,1650,0.45,0.29,0.4,96.16,1.05,1.65,7.38,2000
Timmons,19900,1651,0.31,26.14,0.61,70.38,1.24,1.33,7.38,2000
Milton,19899,1652,0.38,45.38,0.62,49.93,1.82,1.86,7.38,2000
Tripp,19886,1653,0.55,10.89,0.77,84.57,1.58,1.63,7.37,2000
Blount,19878,1803,0.34,47.09,0.52,47.28,2.58,2.2,6.74,2010
Murdock,19873,1804,0.46,14.08,1.2,79.86,1.93,2.48,6.74,2010
Street,19866,1805,0.45,20.61,1.12,74.06,2.04,1.71,6.73,2010
Lockwood,19865,1806,0.66,6.58,1.47,87.08,2.03,2.17,6.73,2010
Hinson,19857,1807,0.44,12.97,0.48,82.79,1.48,1.84,6.73,2010
Hurd,19856,1654,0.44,18.16,0.63,76.82,1.84,2.1,7.36,2000
Rudolph,19854,1808,0.88,21.41,0.42,72.86,1.77,2.65,6.73,2010
Waiters,19853,1809,0.4,20.03,0.73,74.48,1.83,2.52,6.73,2010
Sepulveda,19851,1810,0.42,0.29,0.3,7.17,0.23,91.59,6.73,2010
Sapp,19847,1655,0.4,19.32,0.5,77.36,1.48,0.94,7.36,2000
Duvall,19844,1811,0.55,5.85,0.76,88.96,1.73,2.15,6.73,2010
Smiley,19829,1812,0.42,30.74,1.89,62.45,2.32,2.18,6.72,2010
Whitman,19827,1656,0.54,4.28,1.55,90.56,1.37,1.7,7.35,2000
Messer,19819,1657,0.35,1,0.7,95.49,1.07,1.38,7.35,2000
Burgos,19816,1658,2.64,1.49,0.16,6.37,0.67,88.67,7.35,2000
Major,19791,1659,0.43,32.17,0.43,63.37,1.95,1.65,7.34,2000
Westbrook,19781,1660,0.38,21.31,0.82,74.28,1.63,1.58,7.33,2000
Casas,19777,1813,1.58,0.18,0.15,5.77,0.27,92.05,6.7,2010
Castle,19768,1661,0.42,6.44,0.35,89.65,1.4,1.73,7.33,2000
Doan,19760,1814,66.31,0.51,0.19,29.86,2.2,0.93,6.7,2010
Mcqueen,19760,1814,0.39,36.75,0.64,57.66,2.33,2.22,6.7,2010
Serna,19751,1662,1.03,0.14,0.46,7.74,0.46,90.18,7.32,2000
Langston,19742,1816,0.37,22.41,0.71,71.65,2.42,2.43,6.69,2010
Sheffield,19738,1817,0.42,18.8,0.77,76.36,1.77,1.88,6.69,2010
Tackett,19737,1818,0.32,0.92,0.94,94.34,1.55,1.94,6.69,2010
Carlisle,19718,1663,0.37,14.36,0.58,81.98,1.58,1.14,7.31,2000
Locklear,19716,1819,0.11,3,72.9,18.67,3.96,1.36,6.68,2010
Polanco,19688,1820,0.44,0.73,0.14,3.67,0.17,94.85,6.67,2010
Linares,19688,1820,0.48,0.53,0.03,5.52,0.23,93.21,6.67,2010
Varela,19672,1664,0.42,0.54,0.6,9.01,1.02,88.4,7.29,2000
Cullen,19665,1665,0.97,1.73,0.31,94.09,1.39,1.52,7.29,2000
Wilhelm,19664,1666,0.8,0.19,0.16,96.12,1.26,1.45,7.29,2000
Marroquin,19661,1822,0.23,0.2,0.21,4.62,0.17,94.58,6.67,2010
Bergeron,19655,1667,0.35,2.07,0.43,94.8,1.07,1.29,7.29,2000
Burger,19654,1668,0.42,2.04,0.48,94.44,1.11,1.51,7.29,2000
Posey,19648,1669,0.27,20.8,1.15,75.21,1.44,1.14,7.28,2000
Barnhart,19642,1670,0.45,1.59,0.54,94.61,0.91,1.89,7.28,2000
Hackett,19637,1671,0.41,16.65,0.4,79.49,1.43,1.62,7.28,2000
Connors,19637,1823,0.68,2.93,0.61,92.36,1.48,1.94,6.66,2010
Madrigal,19632,1672,1.07,0.12,0.34,5.4,0.32,92.75,7.28,2000
Trent,19630,1824,0.5,15.34,0.47,79.67,2.08,1.94,6.65,2010
Carmichael,19628,1825,0.59,22.18,0.47,72.33,2.2,2.24,6.65,2010
Eubanks,19616,1673,0.32,20.24,0.73,76.01,1.52,1.19,7.27,2000
Sizemore,19607,1674,0.24,2.19,0.75,94.53,1.34,0.94,7.27,2000
Toth,19606,1826,0.67,0.28,0.19,95.78,1.1,1.98,6.65,2010
Rushing,19604,1827,0.36,18.28,0.54,76.57,1.96,2.3,6.65,2010
Cody,19600,1828,0.45,14.46,3.08,77.45,2.38,2.17,6.64,2010
Gamboa,19577,1829,7.15,1.08,0.3,6.13,0.63,84.71,6.64,2010
Brewster,19564,1830,0.49,20.2,0.75,72.72,2.18,3.68,6.63,2010
Hilliard,19564,1675,0.38,29.59,0.28,67.11,1.49,1.15,7.25,2000
Shipley,19563,1831,0.51,2.93,0.82,91.72,1.72,2.29,6.63,2010
Hargrove,19555,1676,0.28,43.04,0.46,52.69,1.68,1.85,7.25,2000
Boucher,19554,1677,0.47,1.47,0.56,94.87,1.28,1.36,7.25,2000
Thomason,19549,1678,0.26,6.5,0.73,89.55,1.41,1.57,7.25,2000
Melvin,19523,1679,0.4,26.95,0.55,69.43,1.38,1.29,7.24,2000
Mena,19522,1832,1.15,1.16,0.23,8,0.34,89.12,6.62,2010
Prieto,19520,1833,1.37,0.57,0.28,7.4,0.29,90.09,6.62,2010
Roper,19520,1680,0.53,19.5,0.58,75.77,1.79,1.83,7.24,2000
Barnard,19517,1681,0.32,4,0.58,92.27,1.19,1.64,7.23,2000
Gifford,19514,1834,0.59,2.2,0.69,92.37,1.84,2.3,6.62,2010
Oliva,19513,1835,2.84,0.67,0.18,21.82,0.6,73.89,6.62,2010
Fonseca,19513,1682,1,1.78,0.2,19.52,2.85,74.64,7.23,2000
Pedersen,19510,1683,0.58,0.25,0.65,95.65,1.37,1.5,7.23,2000
Quiroz,19507,1684,0.8,0.24,0.42,4.93,0.49,93.13,7.23,2000
Washburn,19505,1685,0.48,1.38,1.65,93.66,1.44,1.39,7.23,2000
Layton,19504,1836,0.47,5.9,0.71,88.18,1.44,3.31,6.61,2010
Gaston,19502,1837,0.73,41.15,0.43,49.26,2.73,5.7,6.61,2010
Holliday,19488,1686,0.31,24.66,0.75,71.24,1.58,1.46,7.22,2000
Goodrich,19487,1838,0.57,4.86,0.88,89.51,1.63,2.54,6.61,2010
Prater,19484,1839,0.41,13.76,0.78,81.2,1.99,1.86,6.61,2010
Yee,19483,1687,86.48,0.48,0.1,5.14,5.49,2.31,7.22,2000
Burger,19480,1840,0.59,2.12,0.61,93.19,1.36,2.15,6.6,2010
Toledo,19474,1841,5.76,0.49,6.09,8.49,0.75,78.42,6.6,2010
Lovett,19471,1842,0.4,29.78,0.37,64.34,2.4,2.71,6.6,2010
Gipson,19470,1843,0.32,45.57,1.04,48.17,2.82,2.07,6.6,2010
Arce,19464,1844,3.95,0.65,0.19,6.94,0.58,87.69,6.6,2010
Rudolph,19462,1688,0.58,19.9,0.34,75.94,1.58,1.66,7.21,2000
Bermudez,19451,1689,3.17,1.01,0.19,6.51,0.63,88.48,7.21,2000
Wiseman,19439,1845,0.5,6.54,0.5,88.71,1.62,2.12,6.59,2010
Coyle,19424,1690,0.49,1.18,0.47,95.41,1.23,1.23,7.2,2000
Dobson,19419,1846,0.51,17.25,0.77,76.93,2.09,2.46,6.58,2010
Ledbetter,19417,1847,0.44,10.81,0.64,84.31,1.69,2.1,6.58,2010
Arteaga,19410,1848,0.18,0.28,0.15,3.61,0.19,95.6,6.58,2010
Penn,19409,1849,1.8,38.5,1.27,50.56,3.39,4.49,6.58,2010
Jiang,19409,1849,97.88,,,0.87,0.86,0.19,6.58,2010
Gil,19403,1691,1.58,0.88,0.22,12.42,0.7,84.21,7.19,2000
Pina,19399,1692,0.5,3.94,0.85,10.41,5.87,78.43,7.19,2000
Whitman,19399,1851,0.72,4.23,1.6,89.26,1.7,2.5,6.58,2010
Goodrich,19399,1692,0.43,4.58,0.76,91.33,1.32,1.58,7.19,2000
Elias,19394,1694,1.09,3.81,0.36,47.48,2.06,45.21,7.19,2000
Lockwood,19386,1695,0.52,6.02,1.44,89.02,1.46,1.53,7.19,2000
Cabral,19384,1696,3.34,1.86,0.32,49,4.16,41.33,7.19,2000
Carranza,19375,1697,0.92,0.25,0.16,4.52,0.36,93.79,7.18,2000
Duvall,19369,1698,0.43,5.64,0.68,90.22,1.5,1.53,7.18,2000
Burkett,19369,1852,0.44,8.44,0.57,86.89,1.57,2.09,6.57,2010
Koehler,19368,1853,0.58,0.23,0.36,95.61,1.19,2.04,6.57,2010
Cornelius,19342,1699,0.51,18.65,2.66,75.21,1.56,1.41,7.17,2000
Mccollum,19341,1700,0.37,17.19,0.52,79.28,1.34,1.3,7.17,2000
Christiansen,19340,1854,0.73,0.44,0.95,93.69,1.37,2.82,6.56,2010
Sheldon,19339,1855,0.87,1.84,1.6,90.74,2.37,2.58,6.56,2010
Pritchett,19334,1856,0.38,25.17,1.92,68.23,2.3,2,6.55,2010
Paulson,19331,1857,1.08,0.59,0.52,94.3,1.37,2.15,6.55,2010
Street,19322,1701,0.36,20.51,1.03,75.37,1.61,1.12,7.16,2000
Mcneal,19321,1702,0.33,50,0.69,45.72,2.15,1.1,7.16,2000
Eddy,19321,1858,0.65,3.13,0.92,91.09,1.5,2.71,6.55,2010
Connors,19320,1703,0.48,2.83,0.77,93.64,0.99,1.29,7.16,2000
Angel,19316,1704,1.2,2.89,0.42,53.17,0.99,41.33,7.16,2000
Rock,19313,1859,0.7,8.71,2.5,83.62,2,2.48,6.55,2010
Roland,19311,1860,0.62,22.1,0.78,70.95,2.25,3.3,6.55,2010
Paulson,19299,1705,0.8,0.44,0.55,95.69,1.16,1.36,7.15,2000
Aranda,19298,1861,2.3,0.61,0.23,5.74,0.35,90.78,6.54,2010
Hinson,19293,1706,0.24,12.37,0.36,84.69,1.04,1.3,7.15,2000
Mccracken,19287,1862,0.5,3.26,0.48,92.2,1.69,1.87,6.54,2010
Hyatt,19280,1863,0.53,6.77,0.84,87.99,1.9,1.98,6.54,2010
Keenan,19275,1707,0.42,2.13,0.43,94.5,1.13,1.39,7.15,2000
Sheldon,19246,1708,0.82,1.9,1.28,92.67,1.56,1.76,7.13,2000
Farr,19242,1709,0.52,10.82,0.51,85.43,1.47,1.25,7.13,2000
Hanley,19240,1864,0.61,5.78,1,87.99,1.59,3.02,6.52,2010
Arriaga,19236,1865,0.31,0.24,0.15,4.25,0.11,94.94,6.52,2010
Eddy,19230,1710,0.41,2.88,1.05,92.84,1.2,1.62,7.13,2000
Engle,19226,1866,0.63,0.63,0.6,94.3,1.55,2.29,6.52,2010
Samuel,19225,1711,11.86,55.58,0.97,25.19,3.46,2.94,7.13,2000
Ledbetter,19222,1712,0.37,10.13,0.52,86.19,1.39,1.4,7.13,2000
Ring,19222,1712,0.99,7.22,0.71,87.95,1.57,1.56,7.13,2000
Story,19218,1867,0.38,11.42,0.63,83.27,1.74,2.55,6.52,2010
Valentin,19211,1868,1.54,3.15,0.07,8.93,0.52,85.78,6.51,2010
Yost,19210,1869,0.59,0.69,0.32,95,1.32,2.09,6.51,2010
Betts,19209,1714,0.53,23.56,0.47,72.07,1.87,1.5,7.12,2000
Langford,19208,1870,0.53,16.03,0.36,78.88,1.96,2.24,6.51,2010
Fontenot,19203,1715,0.27,18.39,0.29,78.36,1.26,1.43,7.12,2000
Herndon,19183,1871,0.5,15.88,0.78,78.48,2.13,2.23,6.5,2010
Napier,19182,1872,0.5,10.94,0.46,84.3,1.92,1.88,6.5,2010
Gifford,19171,1716,0.48,2.11,0.64,93.66,1.43,1.68,7.11,2000
Hannah,19164,1717,0.47,25.32,0.56,70.59,1.71,1.35,7.1,2000
Hanley,19160,1718,0.47,5.7,1.12,89.68,1.26,1.77,7.1,2000
Lai,19157,1873,91.72,0.31,0.04,3.48,3.24,1.22,6.49,2010
Reeder,19155,1874,0.6,10.36,1.08,84.66,1.44,1.87,6.49,2010
Mcneill,19152,1875,0.43,29.85,1.81,63.78,2.05,2.09,6.49,2010
Landers,19144,1876,0.49,11.47,0.63,82.56,2.07,2.79,6.49,2010
Levin,19144,1876,0.69,0.76,0.07,95.35,0.91,2.2,6.49,2010
Mims,19139,1878,0.26,51.94,0.25,42.49,2.8,2.26,6.49,2010
Brand,19135,1879,0.49,9.52,0.51,83.14,1.44,4.92,6.49,2010
Delossantos,19131,1880,14.83,0.39,0.17,4.11,1.47,79.02,6.49,2010
Person,19129,1719,1.54,39.88,1.65,47.92,1.72,7.29,7.09,2000
Vallejo,19117,1881,1.71,0.34,0.18,6.1,0.46,91.21,6.48,2010
Lima,19109,1882,1.97,5.47,0.14,45.4,1.32,45.7,6.48,2010
Fountain,19094,1720,0.41,31.06,0.52,64.97,1.63,1.41,7.08,2000
Cronin,19078,1883,0.68,0.27,0.28,95.3,1.44,2.03,6.47,2010
Muhammad,19076,1884,7.54,82.86,0.32,2.78,3.78,2.72,6.47,2010
Levin,19070,1721,0.51,0.79,0.08,96.18,1.03,1.41,7.07,2000
Stubbs,19068,1722,0.34,28.05,0.52,67.52,1.59,1.98,7.07,2000
Fitch,19060,1885,0.55,8.97,1.46,83.83,2.03,3.16,6.46,2010
Gupta,19057,1886,93.78,0.26,0.31,3.14,2.02,0.48,6.46,2010
Oliveira,19055,1887,1.86,4.81,0.26,83.93,2.61,6.53,6.46,2010
Hightower,19054,1723,0.29,42.3,0.69,53.2,1.98,1.55,7.06,2000
Murdock,19041,1724,0.4,13.72,1.16,81.56,1.5,1.65,7.06,2000
Koehler,19037,1725,0.49,0.2,0.25,96.75,0.95,1.36,7.06,2000
Mccain,19032,1888,0.59,29.07,0.47,64.8,2.39,2.68,6.45,2010
Medeiros,19031,1889,2.75,0.55,0.17,85.33,5.75,5.44,6.45,2010
Ma,19030,1726,94,0.44,0.05,2.42,1.76,1.33,7.05,2000
Kraus,19028,1890,0.55,0.39,0.27,95.51,1.17,2.11,6.45,2010
Engle,19022,1727,0.56,0.56,0.62,95.67,1.13,1.47,7.05,2000
Smiley,19014,1728,0.36,29.78,1.88,64.61,2.06,1.3,7.05,2000
Carmichael,19011,1729,0.56,20.96,0.5,74.95,1.58,1.45,7.05,2000
Stacy,19010,1891,0.63,4.68,1.13,89.58,2.13,1.85,6.44,2010
Pettit,19004,1892,0.66,2.84,1.12,91.15,1.72,2.53,6.44,2010
Bateman,19001,1893,0.54,7.66,0.5,87.28,1.74,2.28,6.44,2010
Sheffield,18983,1730,0.25,17.49,0.57,79.22,1.28,1.19,7.04,2000
Langston,18979,1731,0.32,22.22,0.75,73.71,1.66,1.34,7.04,2000
Mccracken,18975,1732,0.35,2.99,0.37,93.84,1.24,1.21,7.03,2000
Yost,18959,1733,0.51,0.62,0.25,96.51,0.95,1.17,7.03,2000
Trotter,18946,1734,0.38,31.46,0.5,64.28,2.03,1.35,7.02,2000
Pulido,18942,1894,3.57,0.22,0.21,4.77,0.43,90.8,6.42,2010
