,generalcommodity,datetime,tons
742,Refuse,2018-01-13,80.0
743,Refuse,2018-01-14,43.0
744,Refuse,2018-01-15,3760.0
745,Refuse,2018-01-16,3578.0
746,Refuse,2018-01-17,3649.0
747,Refuse,2018-01-18,3399.0
748,Refuse,2018-01-19,3332.0
749,Refuse,2018-01-20,65.0
750,Refuse,2018-01-21,27.0
751,Refuse,2018-01-22,3816.0
752,Refuse,2018-01-23,3434.0
753,Refuse,2018-01-24,3563.0
754,Refuse,2018-01-25,3093.0
755,Refuse,2018-01-26,3160.0
756,Refuse,2018-01-27,75.0
757,Refuse,2018-01-28,11.0
758,Refuse,2018-01-29,3348.0
759,Refuse,2018-01-30,3240.0
760,Refuse,2018-01-31,3295.0
761,Refuse,2018-02-01,3001.0
762,Refuse,2018-02-02,3057.0
763,Refuse,2018-02-03,66.0
764,Refuse,2018-02-04,33.0
765,Refuse,2018-02-05,3525.0
766,Refuse,2018-02-06,3324.0
767,Refuse,2018-02-07,3323.0
768,Refuse,2018-02-08,2929.0
769,Refuse,2018-02-09,3213.0
770,Refuse,2018-02-10,51.0
771,Refuse,2018-02-11,34.0
772,Refuse,2018-02-12,3680.0
773,Refuse,2018-02-13,3245.0
774,Refuse,2018-02-14,3187.0
775,Refuse,2018-02-15,2986.0
776,Refuse,2018-02-16,3011.0
777,Refuse,2018-02-17,49.0
778,Refuse,2018-02-18,40.0
779,Refuse,2018-02-19,3320.0
780,Refuse,2018-02-20,3030.0
781,Refuse,2018-02-21,3086.0
782,Refuse,2018-02-22,2985.0
783,Refuse,2018-02-23,2913.0
784,Refuse,2018-02-24,61.0
785,Refuse,2018-02-25,39.0
786,Refuse,2018-02-26,3459.0
787,Refuse,2018-02-27,3337.0
788,Refuse,2018-02-28,3203.0
789,Refuse,2018-03-01,2984.0
790,Refuse,2018-03-02,3059.0
791,Refuse,2018-03-03,79.0
792,Refuse,2018-03-04,25.0
793,Refuse,2018-03-05,3366.0
794,Refuse,2018-03-06,3371.0
795,Refuse,2018-03-07,3321.0
796,Refuse,2018-03-08,3058.0
797,Refuse,2018-03-09,3177.0
798,Refuse,2018-03-10,60.0
799,Refuse,2018-03-11,47.0
800,Refuse,2018-03-12,3444.0
801,Refuse,2018-03-13,3360.0
802,Refuse,2018-03-14,3309.0
803,Refuse,2018-03-15,3088.0
804,Refuse,2018-03-16,3169.0
805,Refuse,2018-03-17,84.0
806,Refuse,2018-03-18,39.0
807,Refuse,2018-03-19,3598.0
808,Refuse,2018-03-20,3305.0
809,Refuse,2018-03-21,3475.0
810,Refuse,2018-03-22,3055.0
811,Refuse,2018-03-23,3167.0
812,Refuse,2018-03-24,66.0
813,Refuse,2018-03-25,50.0
814,Refuse,2018-03-26,3532.0
815,Refuse,2018-03-27,3342.0
816,Refuse,2018-03-28,3345.0
817,Refuse,2018-03-29,3241.0
818,Refuse,2018-03-30,3353.0
819,Refuse,2018-03-31,67.0
820,Refuse,2018-04-01,50.0
821,Refuse,2018-04-02,3668.0
822,Refuse,2018-04-03,3510.0
823,Refuse,2018-04-04,3594.0
824,Refuse,2018-04-05,3265.0
825,Refuse,2018-04-06,3297.0
826,Refuse,2018-04-07,63.0
827,Refuse,2018-04-08,33.0
828,Refuse,2018-04-09,3736.0
829,Refuse,2018-04-10,3595.0
830,Refuse,2018-04-11,3392.0
831,Refuse,2018-04-12,3178.0
832,Refuse,2018-04-13,3153.0
833,Refuse,2018-04-14,72.0
834,Refuse,2018-04-15,29.0
835,Refuse,2018-04-16,3531.0
836,Refuse,2018-04-17,3425.0
837,Refuse,2018-04-18,3440.0
838,Refuse,2018-04-19,3269.0
839,Refuse,2018-04-20,3027.0
840,Refuse,2018-04-21,61.0
841,Refuse,2018-04-22,46.0
842,Refuse,2018-04-23,3576.0
843,Refuse,2018-04-24,3453.0
844,Refuse,2018-04-25,3401.0
845,Refuse,2018-04-26,3223.0
846,Refuse,2018-04-27,3211.0
847,Refuse,2018-04-28,59.0
848,Refuse,2018-04-29,37.0
849,Refuse,2018-04-30,3693.0
850,Refuse,2018-05-01,3483.0
851,Refuse,2018-05-02,3407.0
852,Refuse,2018-05-03,3105.0
853,Refuse,2018-05-04,3169.0
854,Refuse,2018-05-05,64.0
855,Refuse,2018-05-06,48.0
856,Refuse,2018-05-07,3622.0
857,Refuse,2018-05-08,3312.0
858,Refuse,2018-05-09,3380.0
859,Refuse,2018-05-10,3184.0
860,Refuse,2018-05-11,3145.0
861,Refuse,2018-05-12,65.0
862,Refuse,2018-05-13,44.0
863,Refuse,2018-05-14,3698.0
864,Refuse,2018-05-15,3341.0
865,Refuse,2018-05-16,3586.0
866,Refuse,2018-05-17,3159.0
867,Refuse,2018-05-18,3651.0
868,Refuse,2018-05-19,66.0
869,Refuse,2018-05-20,45.0
870,Refuse,2018-05-21,3518.0
871,Refuse,2018-05-22,3425.0
872,Refuse,2018-05-23,3491.0
873,Refuse,2018-05-24,3224.0
874,Refuse,2018-05-25,3353.0
875,Refuse,2018-05-26,63.0
876,Refuse,2018-05-27,37.0
877,Refuse,2018-05-28,3269.0
878,Refuse,2018-05-29,3286.0
879,Refuse,2018-05-30,3366.0
880,Refuse,2018-05-31,3245.0
881,Refuse,2018-06-01,3193.0
882,Refuse,2018-06-02,70.0
883,Refuse,2018-06-03,36.0
884,Refuse,2018-06-04,4093.0
885,Refuse,2018-06-05,3741.0
886,Refuse,2018-06-06,3588.0
887,Refuse,2018-06-07,3217.0
888,Refuse,2018-06-08,3411.0
889,Refuse,2018-06-09,73.0
890,Refuse,2018-06-10,37.0
891,Refuse,2018-06-11,3739.0
892,Refuse,2018-06-12,3350.0
893,Refuse,2018-06-13,3589.0
894,Refuse,2018-06-14,3297.0
895,Refuse,2018-06-15,3236.0
896,Refuse,2018-06-16,77.0
897,Refuse,2018-06-17,34.0
898,Refuse,2018-06-18,3878.0
899,Refuse,2018-06-19,3483.0
900,Refuse,2018-06-20,3563.0
901,Refuse,2018-06-21,2910.0
902,Refuse,2018-06-22,3377.0
903,Refuse,2018-06-23,66.0
904,Refuse,2018-06-24,60.0
905,Refuse,2018-06-25,3816.0
906,Refuse,2018-06-26,3573.0
907,Refuse,2018-06-27,3425.0
908,Refuse,2018-06-28,3266.0
909,Refuse,2018-06-29,3228.0
910,Refuse,2018-06-30,88.0
911,Refuse,2018-07-01,51.0
912,Refuse,2018-07-02,3776.0
913,Refuse,2018-07-03,3403.0
914,Refuse,2018-07-04,69.0
915,Refuse,2018-07-05,3794.0
916,Refuse,2018-07-06,3369.0
917,Refuse,2018-07-07,3602.0
918,Refuse,2018-07-08,41.0
919,Refuse,2018-07-09,3679.0
920,Refuse,2018-07-10,3556.0
921,Refuse,2018-07-11,3268.0
922,Refuse,2018-07-12,3106.0
923,Refuse,2018-07-13,2895.0
924,Refuse,2018-07-14,97.0
925,Refuse,2018-07-15,50.0
926,Refuse,2018-07-16,3728.0
927,Refuse,2018-07-17,3660.0
928,Refuse,2018-07-18,3498.0
929,Refuse,2018-07-19,3278.0
930,Refuse,2018-07-20,3318.0
931,Refuse,2018-07-21,67.0
932,Refuse,2018-07-22,49.0
933,Refuse,2018-07-23,3594.0
934,Refuse,2018-07-24,3414.0
935,Refuse,2018-07-25,3361.0
936,Refuse,2018-07-26,3210.0
937,Refuse,2018-07-27,3049.0
938,Refuse,2018-07-28,78.0
939,Refuse,2018-07-29,52.0
940,Refuse,2018-07-30,3654.0
941,Refuse,2018-07-31,3426.0
942,Refuse,2018-08-01,3438.0
943,Refuse,2018-08-02,3233.0
944,Refuse,2018-08-03,3163.0
945,Refuse,2018-08-04,84.0
946,Refuse,2018-08-05,43.0
947,Refuse,2018-08-06,3702.0
948,Refuse,2018-08-07,3352.0
949,Refuse,2018-08-08,3345.0
950,Refuse,2018-08-09,3202.0
951,Refuse,2018-08-10,3306.0
952,Refuse,2018-08-11,68.0
953,Refuse,2018-08-12,53.0
954,Refuse,2018-08-13,3639.0
955,Refuse,2018-08-14,3395.0
956,Refuse,2018-08-15,3432.0
957,Refuse,2018-08-16,3121.0
958,Refuse,2018-08-17,3197.0
959,Refuse,2018-08-18,73.0
960,Refuse,2018-08-19,40.0
961,Refuse,2018-08-20,3738.0
962,Refuse,2018-08-21,3540.0
963,Refuse,2018-08-22,3287.0
964,Refuse,2018-08-23,3193.0
965,Refuse,2018-08-24,3133.0
966,Refuse,2018-08-25,81.0
967,Refuse,2018-08-26,36.0
968,Refuse,2018-08-27,3629.0
969,Refuse,2018-08-28,3434.0
970,Refuse,2018-08-29,3406.0
971,Refuse,2018-08-30,3027.0
972,Refuse,2018-08-31,3134.0
973,Refuse,2018-09-01,72.0
974,Refuse,2018-09-02,23.0
975,Refuse,2018-09-03,62.0
976,Refuse,2018-09-04,4018.0
977,Refuse,2018-09-05,3752.0
978,Refuse,2018-09-06,3768.0
979,Refuse,2018-09-07,3520.0
980,Refuse,2018-09-08,3499.0
981,Refuse,2018-09-09,35.0
982,Refuse,2018-09-10,3285.0
983,Refuse,2018-09-11,3054.0
984,Refuse,2018-09-12,3034.0
985,Refuse,2018-09-13,2743.0
986,Refuse,2018-09-14,2936.0
987,Refuse,2018-09-15,70.0
988,Refuse,2018-09-16,41.0
989,Refuse,2018-09-17,3276.0
990,Refuse,2018-09-18,3385.0
991,Refuse,2018-09-19,3272.0
992,Refuse,2018-09-20,3004.0
993,Refuse,2018-09-21,3202.0
994,Refuse,2018-09-22,68.0
995,Refuse,2018-09-23,45.0
996,Refuse,2018-09-24,3513.0
997,Refuse,2018-09-25,3391.0
998,Refuse,2018-09-26,3325.0
999,Refuse,2018-09-27,3168.0
1000,Refuse,2018-09-28,3025.0
1001,Refuse,2018-09-29,66.0
1002,Refuse,2018-09-30,42.0
1003,Refuse,2018-10-01,3573.0
1004,Refuse,2018-10-02,3327.0
1005,Refuse,2018-10-03,3338.0
1006,Refuse,2018-10-04,3161.0
1007,Refuse,2018-10-05,3221.0
1008,Refuse,2018-10-06,72.0
1009,Refuse,2018-10-07,37.0
1010,Refuse,2018-10-08,3483.0
1011,Refuse,2018-10-09,3472.0
1012,Refuse,2018-10-10,2992.0
1013,Refuse,2018-10-11,3180.0
1014,Refuse,2018-10-12,3099.0
1015,Refuse,2018-10-13,87.0
1016,Refuse,2018-10-14,50.0
1017,Refuse,2018-10-15,3638.0
1018,Refuse,2018-10-16,3343.0
1019,Refuse,2018-10-17,3306.0
1020,Refuse,2018-10-18,3006.0
1021,Refuse,2018-10-19,3182.0
1022,Refuse,2018-10-20,64.0
1023,Refuse,2018-10-21,42.0
1024,Refuse,2018-10-22,3488.0
1025,Refuse,2018-10-23,3306.0
1026,Refuse,2018-10-24,3274.0
1027,Refuse,2018-10-25,3105.0
1028,Refuse,2018-10-26,3122.0
1029,Refuse,2018-10-27,71.0
1030,Refuse,2018-10-28,43.0
1031,Refuse,2018-10-29,3515.0
1032,Refuse,2018-10-30,3286.0
1033,Refuse,2018-10-31,3269.0
1034,Refuse,2018-11-01,3026.0
1035,Refuse,2018-11-02,3214.0
1036,Refuse,2018-11-03,59.0
1037,Refuse,2018-11-04,34.0
1038,Refuse,2018-11-05,3714.0
1039,Refuse,2018-11-06,3418.0
1040,Refuse,2018-11-07,3273.0
1041,Refuse,2018-11-08,3183.0
1042,Refuse,2018-11-09,3098.0
1043,Refuse,2018-11-10,62.0
1044,Refuse,2018-11-11,40.0
1045,Refuse,2018-11-12,3526.0
1046,Refuse,2018-11-13,3082.0
1047,Refuse,2018-11-14,3161.0
1048,Refuse,2018-11-15,2996.0
1049,Refuse,2018-11-16,3060.0
1050,Refuse,2018-11-17,68.0
1051,Refuse,2018-11-18,41.0
1052,Refuse,2018-11-19,3511.0
1053,Refuse,2018-11-20,3419.0
1054,Refuse,2018-11-21,3282.0
1055,Refuse,2018-11-22,75.0
1056,Refuse,2018-11-23,3501.0
1057,Refuse,2018-11-24,3511.0
1058,Refuse,2018-11-25,49.0
1059,Refuse,2018-11-26,3830.0
1060,Refuse,2018-11-27,3787.0
1061,Refuse,2018-11-28,3788.0
1062,Refuse,2018-11-29,3028.0
1063,Refuse,2018-11-30,3236.0
1064,Refuse,2018-12-01,73.0
1065,Refuse,2018-12-02,44.0
1066,Refuse,2018-12-03,3743.0
1067,Refuse,2018-12-04,3475.0
1068,Refuse,2018-12-05,3538.0
1069,Refuse,2018-12-06,3105.0
1070,Refuse,2018-12-07,3266.0
1071,Refuse,2018-12-08,52.0
1072,Refuse,2018-12-09,45.0
1073,Refuse,2018-12-10,3658.0
1074,Refuse,2018-12-11,3337.0
1075,Refuse,2018-12-12,3357.0
1076,Refuse,2018-12-13,3425.0
1077,Refuse,2018-12-14,3117.0
1078,Refuse,2018-12-15,72.0
1079,Refuse,2018-12-16,33.0
1080,Refuse,2018-12-17,3723.0
1081,Refuse,2018-12-18,3381.0
1082,Refuse,2018-12-19,3383.0
1083,Refuse,2018-12-20,3104.0
1084,Refuse,2018-12-21,3242.0
1085,Refuse,2018-12-22,77.0
1086,Refuse,2018-12-23,45.0
1087,Refuse,2018-12-24,3447.0
1088,Refuse,2018-12-25,50.0
1089,Refuse,2018-12-26,3556.0
1090,Refuse,2018-12-27,3688.0
1091,Refuse,2018-12-28,3578.0
1092,Refuse,2018-12-29,3702.0
1093,Refuse,2018-12-30,36.0
1094,Refuse,2018-12-31,3619.0
1095,Refuse,2019-01-01,65.0
1096,Refuse,2019-01-02,3509.0
1097,Refuse,2019-01-03,3786.0
1098,Refuse,2019-01-04,3380.0
1099,Refuse,2019-01-05,3339.0
1100,Refuse,2019-01-06,30.0
1101,Refuse,2019-01-07,3841.0
1102,Refuse,2019-01-08,3303.0
1103,Refuse,2019-01-09,3393.0
1104,Refuse,2019-01-10,3146.0
1105,Refuse,2019-01-11,3216.0
1106,Refuse,2019-01-12,72.0
1107,Refuse,2019-01-13,40.0
1108,Refuse,2019-01-14,3450.0
1109,Refuse,2019-01-15,3392.0
1110,Refuse,2019-01-16,3286.0
1111,Refuse,2019-01-17,3020.0
1112,Refuse,2019-01-18,3338.0
1113,Refuse,2019-01-19,82.0
1114,Refuse,2019-01-20,38.0
1115,Refuse,2019-01-21,3315.0
1116,Refuse,2019-01-22,3710.0
1117,Refuse,2019-01-23,3567.0
1118,Refuse,2019-01-24,3489.0
1119,Refuse,2019-01-25,3548.0
1120,Refuse,2019-01-26,61.0
1121,Refuse,2019-01-27,41.0
1122,Refuse,2019-01-28,3764.0
1123,Refuse,2019-01-29,3479.0
1124,Refuse,2019-01-30,3419.0
1125,Refuse,2019-01-31,3371.0
1126,Refuse,2019-02-01,3228.0
1127,Refuse,2019-02-02,75.0
1128,Refuse,2019-02-03,41.0
1129,Refuse,2019-02-04,3482.0
1130,Refuse,2019-02-05,3362.0
1131,Refuse,2019-02-06,3323.0
1132,Refuse,2019-02-07,3164.0
1133,Refuse,2019-02-08,3240.0
1134,Refuse,2019-02-09,67.0
1135,Refuse,2019-02-10,50.0
1136,Refuse,2019-02-11,3589.0
1137,Refuse,2019-02-12,3377.0
1138,Refuse,2019-02-13,3427.0
1139,Refuse,2019-02-14,3041.0
1140,Refuse,2019-02-15,3128.0
1141,Refuse,2019-02-16,72.0
1142,Refuse,2019-02-17,46.0
1143,Refuse,2019-02-18,3528.0
1144,Refuse,2019-02-19,3326.0
1145,Refuse,2019-02-20,3307.0
1146,Refuse,2019-02-21,3236.0
1147,Refuse,2019-02-22,3107.0
1148,Refuse,2019-02-23,66.0
1149,Refuse,2019-02-24,40.0
1150,Refuse,2019-02-25,3779.0
1151,Refuse,2019-02-26,3389.0
1152,Refuse,2019-02-27,3334.0
1153,Refuse,2019-02-28,3115.0
1154,Refuse,2019-03-01,3268.0
1155,Refuse,2019-03-02,65.0
1156,Refuse,2019-03-03,40.0
1157,Refuse,2019-03-04,3552.0
1158,Refuse,2019-03-05,3479.0
1159,Refuse,2019-03-06,3482.0
1160,Refuse,2019-03-07,3088.0
1161,Refuse,2019-03-08,3220.0
1162,Refuse,2019-03-09,67.0
1163,Refuse,2019-03-10,43.0
1164,Refuse,2019-03-11,3683.0
1165,Refuse,2019-03-12,3402.0
1166,Refuse,2019-03-13,3558.0
1167,Refuse,2019-03-14,3351.0
1168,Refuse,2019-03-15,3376.0
1169,Refuse,2019-03-16,85.0
1170,Refuse,2019-03-17,53.0
1171,Refuse,2019-03-18,3588.0
1172,Refuse,2019-03-19,3434.0
1173,Refuse,2019-03-20,3454.0
1174,Refuse,2019-03-21,3227.0
1175,Refuse,2019-03-22,3213.0
1176,Refuse,2019-03-23,70.0
1177,Refuse,2019-03-24,34.0
1178,Refuse,2019-03-25,3628.0
1179,Refuse,2019-03-26,3364.0
1180,Refuse,2019-03-27,3567.0
1181,Refuse,2019-03-28,3371.0
1182,Refuse,2019-03-29,3388.0
1183,Refuse,2019-03-30,75.0
1184,Refuse,2019-03-31,50.0
1185,Refuse,2019-04-01,3791.0
1186,Refuse,2019-04-02,3525.0
1187,Refuse,2019-04-03,3462.0
1188,Refuse,2019-04-04,3391.0
1189,Refuse,2019-04-05,3264.0
1190,Refuse,2019-04-06,196.0
1191,Refuse,2019-04-07,53.0
1192,Refuse,2019-04-08,3901.0
1193,Refuse,2019-04-09,3494.0
1194,Refuse,2019-04-10,3627.0
1195,Refuse,2019-04-11,3435.0
1196,Refuse,2019-04-12,3346.0
1197,Refuse,2019-04-13,168.0
1198,Refuse,2019-04-14,81.0
1199,Refuse,2019-04-15,3631.0
1200,Refuse,2019-04-16,3868.0
1201,Refuse,2019-04-17,3592.0
1202,Refuse,2019-04-18,3604.0
1203,Refuse,2019-04-19,3563.0
1204,Refuse,2019-04-20,166.0
1205,Refuse,2019-04-21,88.0
1206,Refuse,2019-04-22,3689.0
1207,Refuse,2019-04-23,3696.0
1208,Refuse,2019-04-24,3611.0
1209,Refuse,2019-04-25,3434.0
1210,Refuse,2019-04-26,3411.0
1211,Refuse,2019-04-27,148.0
1212,Refuse,2019-04-28,38.0
1213,Refuse,2019-04-29,3867.0
1214,Refuse,2019-04-30,3502.0
1215,Refuse,2019-05-01,3479.0
1216,Refuse,2019-05-02,3274.0
1217,Refuse,2019-05-03,3436.0
1218,Refuse,2019-05-04,228.0
1219,Refuse,2019-05-05,27.0
1220,Refuse,2019-05-06,3642.0
1221,Refuse,2019-05-07,3576.0
1222,Refuse,2019-05-08,3681.0
1223,Refuse,2019-05-09,3251.0
1224,Refuse,2019-05-10,3368.0
1225,Refuse,2019-05-11,241.0
1226,Refuse,2019-05-12,28.0
1227,Refuse,2019-05-13,3625.0
1228,Refuse,2019-05-14,3706.0
1229,Refuse,2019-05-15,3547.0
1230,Refuse,2019-05-16,3296.0
1231,Refuse,2019-05-17,3389.0
1232,Refuse,2019-05-18,231.0
1233,Refuse,2019-05-19,46.0
1234,Refuse,2019-05-20,3776.0
1235,Refuse,2019-05-21,3440.0
1236,Refuse,2019-05-22,3500.0
1237,Refuse,2019-05-23,3182.0
1238,Refuse,2019-05-24,3392.0
1239,Refuse,2019-05-25,217.0
1240,Refuse,2019-05-26,51.0
1241,Refuse,2019-05-27,3035.0
1242,Refuse,2019-05-28,3335.0
1243,Refuse,2019-05-29,3355.0
1244,Refuse,2019-05-30,3294.0
1245,Refuse,2019-05-31,3354.0
1246,Refuse,2019-06-01,161.0
1247,Refuse,2019-06-02,42.0
1248,Refuse,2019-06-03,4038.0
1249,Refuse,2019-06-04,3437.0
1250,Refuse,2019-06-05,3628.0
1251,Refuse,2019-06-06,3273.0
1252,Refuse,2019-06-07,3553.0
1253,Refuse,2019-06-08,83.0
1254,Refuse,2019-06-09,49.0
1255,Refuse,2019-06-10,3598.0
1256,Refuse,2019-06-11,3316.0
1257,Refuse,2019-06-12,3541.0
1258,Refuse,2019-06-13,3471.0
1259,Refuse,2019-06-14,3436.0
1260,Refuse,2019-06-15,158.0
1261,Refuse,2019-06-16,44.0
1262,Refuse,2019-06-17,3721.0
1263,Refuse,2019-06-18,3486.0
1264,Refuse,2019-06-19,3446.0
1265,Refuse,2019-06-20,3349.0
1266,Refuse,2019-06-21,3404.0
1267,Refuse,2019-06-22,228.0
1268,Refuse,2019-06-23,47.0
1269,Refuse,2019-06-24,3579.0
1270,Refuse,2019-06-25,3517.0
1271,Refuse,2019-06-26,3570.0
1272,Refuse,2019-06-27,3371.0
1273,Refuse,2019-06-28,3299.0
1274,Refuse,2019-06-29,242.0
1275,Refuse,2019-06-30,53.0
1276,Refuse,2019-07-01,3643.0
1277,Refuse,2019-07-02,3511.0
1278,Refuse,2019-07-03,3503.0
1279,Refuse,2019-07-04,52.0
1280,Refuse,2019-07-05,3581.0
1281,Refuse,2019-07-06,3644.0
1282,Refuse,2019-07-07,42.0
1283,Refuse,2019-07-08,3704.0
1284,Refuse,2019-07-09,3659.0
1285,Refuse,2019-07-10,3446.0
1286,Refuse,2019-07-11,3220.0
1287,Refuse,2019-07-12,3190.0
1288,Refuse,2019-07-13,86.0
1289,Refuse,2019-07-14,35.0
1290,Refuse,2019-07-15,3918.0
1291,Refuse,2019-07-16,3528.0
1292,Refuse,2019-07-17,3262.0
1293,Refuse,2019-07-18,3252.0
1294,Refuse,2019-07-19,3284.0
1295,Refuse,2019-07-20,83.0
1296,Refuse,2019-07-21,39.0
1297,Refuse,2019-07-22,3807.0
1298,Refuse,2019-07-23,3416.0
1299,Refuse,2019-07-24,3286.0
1300,Refuse,2019-07-25,3401.0
1301,Refuse,2019-07-26,3210.0
1302,Refuse,2019-07-27,79.0
1303,Refuse,2019-07-28,58.0
1304,Refuse,2019-07-29,3579.0
1305,Refuse,2019-07-30,3433.0
1306,Refuse,2019-07-31,3230.0
1307,Refuse,2019-08-01,3227.0
1308,Refuse,2019-08-02,3239.0
1309,Refuse,2019-08-03,102.0
1310,Refuse,2019-08-04,59.0
1311,Refuse,2019-08-05,3554.0
1312,Refuse,2019-08-06,3512.0
1313,Refuse,2019-08-07,3427.0
1314,Refuse,2019-08-08,3253.0
1315,Refuse,2019-08-09,3374.0
1316,Refuse,2019-08-10,88.0
1317,Refuse,2019-08-11,44.0
1318,Refuse,2019-08-12,3670.0
1319,Refuse,2019-08-13,3562.0
1320,Refuse,2019-08-14,3308.0
1321,Refuse,2019-08-15,3146.0
1322,Refuse,2019-08-16,3370.0
1323,Refuse,2019-08-17,91.0
1324,Refuse,2019-08-18,44.0
1325,Refuse,2019-08-19,3489.0
1326,Refuse,2019-08-20,3565.0
1327,Refuse,2019-08-21,3489.0
1328,Refuse,2019-08-22,3133.0
1329,Refuse,2019-08-23,3370.0
1330,Refuse,2019-08-24,74.0
1331,Refuse,2019-08-25,44.0
1332,Refuse,2019-08-26,3580.0
1333,Refuse,2019-08-27,3392.0
1334,Refuse,2019-08-28,3304.0
1335,Refuse,2019-08-29,3088.0
1336,Refuse,2019-08-30,3151.0
1337,Refuse,2019-08-31,76.0
1338,Refuse,2019-09-01,46.0
1339,Refuse,2019-09-02,57.0
1340,Refuse,2019-09-03,3894.0
1341,Refuse,2019-09-04,3620.0
1342,Refuse,2019-09-05,3851.0
1343,Refuse,2019-09-06,3691.0
1344,Refuse,2019-09-07,3382.0
1345,Refuse,2019-09-08,29.0
1346,Refuse,2019-09-09,3281.0
1347,Refuse,2019-09-10,3168.0
1348,Refuse,2019-09-11,3149.0
1349,Refuse,2019-09-12,2951.0
1350,Refuse,2019-09-13,2879.0
1351,Refuse,2019-09-14,90.0
1352,Refuse,2019-09-15,47.0
1353,Refuse,2019-09-16,3518.0
1354,Refuse,2019-09-17,3332.0
1355,Refuse,2019-09-18,3529.0
1356,Refuse,2019-09-19,3153.0
1357,Refuse,2019-09-20,3094.0
1358,Refuse,2019-09-21,74.0
1359,Refuse,2019-09-22,46.0
1360,Refuse,2019-09-23,3453.0
1361,Refuse,2019-09-24,3439.0
1362,Refuse,2019-09-25,982.0
