created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.text,retweeted_status.truncated,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.possibly_sensitive,retweeted_status.lang,user.profile_banner_url,user.entities.url.urls
Wed Oct 21 12:10:49 +0000 2020,1318887464489156610,1318887464489156610,RT @VoteNoOnHolly: Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board of S…,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1008,0,False,False,en,[],[],"[{'screen_name': 'VoteNoOnHolly', 'name': 'Vote No On Holly Mitchell', 'id': 1316727133314543618, 'id_str': '1316727133314543618', 'indices': [3, 17]}]",[],1317104002379763717,1317104002379763717,Meshok,Nel12143644,,,,[],False,1,4,0,Fri Oct 16 14:04:13 +0000 2020,1,,,False,False,14,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1317104181203881989/ny8B_tTs_normal.jpg,https://pbs.twimg.com/profile_images/1317104181203881989/ny8B_tTs_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Thu Oct 15 19:23:18 +0000 2020,1316821974115479552,1316821974115479552,Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board… https://t.co/PztDdsZzjH,True,[],[],[],"[{'url': 'https://t.co/PztDdsZzjH', 'expanded_url': 'https://twitter.com/i/web/status/1316821974115479552', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1316727133314543618,1316727133314543618,Vote No On Holly Mitchell,VoteNoOnHolly,,https://t.co/23UNWXYjZi,https://t.co/23UNWXYjZi,"[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]",False,4,0,0,Thu Oct 15 13:06:34 +0000 2020,0,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_banners/1316727133314543618/1602767349,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1008,399,False,False,False,en,https://pbs.twimg.com/profile_banners/1317104002379763717/1602857149,
Wed Oct 21 12:10:23 +0000 2020,1318887352840966148,1318887352840966148,RT @VoteNoOnHolly: Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board of S…,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1008,0,False,False,en,[],[],"[{'screen_name': 'VoteNoOnHolly', 'name': 'Vote No On Holly Mitchell', 'id': 1316727133314543618, 'id_str': '1316727133314543618', 'indices': [3, 17]}]",[],1303939439283056641,1303939439283056641,николяй,lBelD1R3YhdcPrJ,,,,[],False,1,155,0,Thu Sep 10 06:15:31 +0000 2020,31,,,False,False,112,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1303941109698236417/umuNMot4_normal.jpg,https://pbs.twimg.com/profile_images/1303941109698236417/umuNMot4_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Thu Oct 15 19:23:18 +0000 2020,1316821974115479552,1316821974115479552,Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board… https://t.co/PztDdsZzjH,True,[],[],[],"[{'url': 'https://t.co/PztDdsZzjH', 'expanded_url': 'https://twitter.com/i/web/status/1316821974115479552', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1316727133314543618,1316727133314543618,Vote No On Holly Mitchell,VoteNoOnHolly,,https://t.co/23UNWXYjZi,https://t.co/23UNWXYjZi,"[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]",False,4,0,0,Thu Oct 15 13:06:34 +0000 2020,0,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_banners/1316727133314543618/1602767349,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1008,399,False,False,False,en,,
Wed Oct 21 12:01:11 +0000 2020,1318885037983629312,1318885037983629312,RT @VoteNoOnHolly: Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board of S…,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1008,0,False,False,en,[],[],"[{'screen_name': 'VoteNoOnHolly', 'name': 'Vote No On Holly Mitchell', 'id': 1316727133314543618, 'id_str': '1316727133314543618', 'indices': [3, 17]}]",[],233727802,233727802,Александр Александрович!!!,Sylvester_161,,"Играю в игры с детства, люблю играть в разные игры. I've been playing games since I was a kid, and I like to play different games. МЫ ЛЮБИМ ИГРЫ - WE LOVE GAMES",https://t.co/wfjXxPDohZ,[],False,2,47,0,Mon Jan 03 23:51:58 +0000 2011,9,,,False,False,93,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1317825663114596355/8abM6dFL_normal.jpg,https://pbs.twimg.com/profile_images/1317825663114596355/8abM6dFL_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Thu Oct 15 19:23:18 +0000 2020,1316821974115479552,1316821974115479552,Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board… https://t.co/PztDdsZzjH,True,[],[],[],"[{'url': 'https://t.co/PztDdsZzjH', 'expanded_url': 'https://twitter.com/i/web/status/1316821974115479552', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1316727133314543618,1316727133314543618,Vote No On Holly Mitchell,VoteNoOnHolly,,https://t.co/23UNWXYjZi,https://t.co/23UNWXYjZi,"[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]",False,4,0,0,Thu Oct 15 13:06:34 +0000 2020,0,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_banners/1316727133314543618/1602767349,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1008,399,False,False,False,en,https://pbs.twimg.com/profile_banners/233727802/1603029192,"[{'url': 'https://t.co/wfjXxPDohZ', 'expanded_url': 'https://www.twitch.tv/sylvester161', 'display_url': 'twitch.tv/sylvester161', 'indices': [0, 23]}]"
Wed Oct 21 11:57:05 +0000 2020,1318884005677355018,1318884005677355018,RT @VoteNoOnHolly: Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board of S…,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1008,0,False,False,en,[],[],"[{'screen_name': 'VoteNoOnHolly', 'name': 'Vote No On Holly Mitchell', 'id': 1316727133314543618, 'id_str': '1316727133314543618', 'indices': [3, 17]}]",[],1301815245497872385,1301815245497872385,Dje Bensoultane,DBensoultane,,Earn btc,,[],False,5,193,1,Fri Sep 04 09:32:30 +0000 2020,108,,,False,False,155,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1301815734746714113/fK09yA6d_normal.jpg,https://pbs.twimg.com/profile_images/1301815734746714113/fK09yA6d_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Thu Oct 15 19:23:18 +0000 2020,1316821974115479552,1316821974115479552,Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board… https://t.co/PztDdsZzjH,True,[],[],[],"[{'url': 'https://t.co/PztDdsZzjH', 'expanded_url': 'https://twitter.com/i/web/status/1316821974115479552', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1316727133314543618,1316727133314543618,Vote No On Holly Mitchell,VoteNoOnHolly,,https://t.co/23UNWXYjZi,https://t.co/23UNWXYjZi,"[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]",False,4,0,0,Thu Oct 15 13:06:34 +0000 2020,0,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_banners/1316727133314543618/1602767349,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1008,399,False,False,False,en,,
Wed Oct 21 11:52:36 +0000 2020,1318882878114156547,1318882878114156547,RT @VoteNoOnHolly: Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board of S…,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1008,0,False,False,en,[],[],"[{'screen_name': 'VoteNoOnHolly', 'name': 'Vote No On Holly Mitchell', 'id': 1316727133314543618, 'id_str': '1316727133314543618', 'indices': [3, 17]}]",[],1312614589633302529,1312614589633302529,Vakjjon,vakjjon,,,,[],False,0,57,0,Sun Oct 04 04:44:48 +0000 2020,12,,,False,False,43,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1312614693622743041/q6PALIez_normal.jpg,https://pbs.twimg.com/profile_images/1312614693622743041/q6PALIez_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Thu Oct 15 19:23:18 +0000 2020,1316821974115479552,1316821974115479552,Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board… https://t.co/PztDdsZzjH,True,[],[],[],"[{'url': 'https://t.co/PztDdsZzjH', 'expanded_url': 'https://twitter.com/i/web/status/1316821974115479552', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1316727133314543618,1316727133314543618,Vote No On Holly Mitchell,VoteNoOnHolly,,https://t.co/23UNWXYjZi,https://t.co/23UNWXYjZi,"[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]",False,4,0,0,Thu Oct 15 13:06:34 +0000 2020,0,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_banners/1316727133314543618/1602767349,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1008,399,False,False,False,en,,
Wed Oct 21 11:51:29 +0000 2020,1318882595220967429,1318882595220967429,RT @VoteNoOnHolly: Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board of S…,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1008,0,False,False,en,[],[],"[{'screen_name': 'VoteNoOnHolly', 'name': 'Vote No On Holly Mitchell', 'id': 1316727133314543618, 'id_str': '1316727133314543618', 'indices': [3, 17]}]",[],1240938600797212674,1240938600797212674,Ольга Смирнова,smirnovlya,,Самая любимая!,,[],False,10,640,0,Fri Mar 20 09:50:00 +0000 2020,46,,,False,False,163,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1240938803621171202/8e0FQr6G_normal.jpg,https://pbs.twimg.com/profile_images/1240938803621171202/8e0FQr6G_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Thu Oct 15 19:23:18 +0000 2020,1316821974115479552,1316821974115479552,Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board… https://t.co/PztDdsZzjH,True,[],[],[],"[{'url': 'https://t.co/PztDdsZzjH', 'expanded_url': 'https://twitter.com/i/web/status/1316821974115479552', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1316727133314543618,1316727133314543618,Vote No On Holly Mitchell,VoteNoOnHolly,,https://t.co/23UNWXYjZi,https://t.co/23UNWXYjZi,"[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]",False,4,0,0,Thu Oct 15 13:06:34 +0000 2020,0,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_banners/1316727133314543618/1602767349,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1008,399,False,False,False,en,,
Wed Oct 21 11:49:07 +0000 2020,1318882000720322563,1318882000720322563,RT @VoteNoOnHolly: Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board of S…,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1008,0,False,False,en,[],[],"[{'screen_name': 'VoteNoOnHolly', 'name': 'Vote No On Holly Mitchell', 'id': 1316727133314543618, 'id_str': '1316727133314543618', 'indices': [3, 17]}]",[],1311741015330566144,1311741015330566144,Tofik Tofikov,TTofikov,,Я пенсионер,,[],False,1,73,0,Thu Oct 01 18:53:38 +0000 2020,2,,,False,False,13,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1311741285812899840/avp3zG9w_normal.jpg,https://pbs.twimg.com/profile_images/1311741285812899840/avp3zG9w_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Thu Oct 15 19:23:18 +0000 2020,1316821974115479552,1316821974115479552,Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board… https://t.co/PztDdsZzjH,True,[],[],[],"[{'url': 'https://t.co/PztDdsZzjH', 'expanded_url': 'https://twitter.com/i/web/status/1316821974115479552', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1316727133314543618,1316727133314543618,Vote No On Holly Mitchell,VoteNoOnHolly,,https://t.co/23UNWXYjZi,https://t.co/23UNWXYjZi,"[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]",False,4,0,0,Thu Oct 15 13:06:34 +0000 2020,0,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_banners/1316727133314543618/1602767349,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1008,399,False,False,False,en,,
Wed Oct 21 11:46:59 +0000 2020,1318881466068197379,1318881466068197379,RT @VoteNoOnHolly: Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board of S…,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1008,0,False,False,en,[],[],"[{'screen_name': 'VoteNoOnHolly', 'name': 'Vote No On Holly Mitchell', 'id': 1316727133314543618, 'id_str': '1316727133314543618', 'indices': [3, 17]}]",[],1259913162243149831,1259913162243149831,Надежда,NTQddHgMrqUyJk4,,,,[],False,0,57,0,Mon May 11 18:28:16 +0000 2020,13,,,False,False,30,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1259913546818781185/Cuwi1F_p_normal.jpg,https://pbs.twimg.com/profile_images/1259913546818781185/Cuwi1F_p_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Thu Oct 15 19:23:18 +0000 2020,1316821974115479552,1316821974115479552,Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board… https://t.co/PztDdsZzjH,True,[],[],[],"[{'url': 'https://t.co/PztDdsZzjH', 'expanded_url': 'https://twitter.com/i/web/status/1316821974115479552', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1316727133314543618,1316727133314543618,Vote No On Holly Mitchell,VoteNoOnHolly,,https://t.co/23UNWXYjZi,https://t.co/23UNWXYjZi,"[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]",False,4,0,0,Thu Oct 15 13:06:34 +0000 2020,0,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_banners/1316727133314543618/1602767349,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1008,399,False,False,False,en,,
Wed Oct 21 11:42:09 +0000 2020,1318880247216001030,1318880247216001030,RT @VoteNoOnHolly: Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board of S…,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1008,0,False,False,en,[],[],"[{'screen_name': 'VoteNoOnHolly', 'name': 'Vote No On Holly Mitchell', 'id': 1316727133314543618, 'id_str': '1316727133314543618', 'indices': [3, 17]}]",[],1313365409198989312,1313365409198989312,Andrei,Andrei11629185,Тирасполь,Люблю фйтбол,,[],False,0,49,1,Tue Oct 06 06:28:28 +0000 2020,8,,,False,False,83,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1313365564035944448/_reuRWQ0_normal.jpg,https://pbs.twimg.com/profile_images/1313365564035944448/_reuRWQ0_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Thu Oct 15 19:23:18 +0000 2020,1316821974115479552,1316821974115479552,Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board… https://t.co/PztDdsZzjH,True,[],[],[],"[{'url': 'https://t.co/PztDdsZzjH', 'expanded_url': 'https://twitter.com/i/web/status/1316821974115479552', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1316727133314543618,1316727133314543618,Vote No On Holly Mitchell,VoteNoOnHolly,,https://t.co/23UNWXYjZi,https://t.co/23UNWXYjZi,"[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]",False,4,0,0,Thu Oct 15 13:06:34 +0000 2020,0,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_banners/1316727133314543618/1602767349,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1008,399,False,False,False,en,,
Wed Oct 21 11:41:41 +0000 2020,1318880130983514117,1318880130983514117,RT @VoteNoOnHolly: Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board of S…,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1008,0,False,False,en,[],[],"[{'screen_name': 'VoteNoOnHolly', 'name': 'Vote No On Holly Mitchell', 'id': 1316727133314543618, 'id_str': '1316727133314543618', 'indices': [3, 17]}]",[],1306219387330932736,1306219387330932736,Gregorio,Gregori36124866,,,,[],False,2,242,0,Wed Sep 16 13:12:39 +0000 2020,60,,,False,False,185,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1306220548113018881/kVJQVeJQ_normal.jpg,https://pbs.twimg.com/profile_images/1306220548113018881/kVJQVeJQ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Thu Oct 15 19:23:18 +0000 2020,1316821974115479552,1316821974115479552,Why are special interest billionaires spending millions of dollars to buy Holly Mitchell a seat on the County Board… https://t.co/PztDdsZzjH,True,[],[],[],"[{'url': 'https://t.co/PztDdsZzjH', 'expanded_url': 'https://twitter.com/i/web/status/1316821974115479552', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1316727133314543618,1316727133314543618,Vote No On Holly Mitchell,VoteNoOnHolly,,https://t.co/23UNWXYjZi,https://t.co/23UNWXYjZi,"[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/23UNWXYjZi', 'expanded_url': 'http://www.HollyMitchell.com', 'display_url': 'HollyMitchell.com', 'indices': [0, 23]}]",False,4,0,0,Thu Oct 15 13:06:34 +0000 2020,0,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_images/1316727266047483904/y4miQTy7_normal.jpg,https://pbs.twimg.com/profile_banners/1316727133314543618/1602767349,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1008,399,False,False,False,en,,
