,slug,area_sq_ft,sqmi,lots_area_sq_mile,lots_pct
70,florence-firestone,1311616.662613851,3.5794859999999873,0.047045073981845445,1.3142969125132942
71,gardena,1993942.4967183229,5.843891999999992,0.07151874091529135,1.2238203737387934
72,glassell-park,388156.0660115345,2.75291,0.01392238400328316,0.5057333513730256
73,glendale,3718737.6924074534,30.62798300000018,0.13338370489266332,0.43549620911263576
74,glendora,995924.9613133818,19.541339999999995,0.03572184222788313,0.1828013955434128
75,gramercy-park,227538.72783210207,1.1340389999999998,0.0081613603956995,0.7196719333020736
76,granada-hills,125599.55547365404,15.111432000000006,0.004505005576529915,0.02981190383896055
77,green-meadows,213959.8078413246,2.2198520000000017,0.007674311615542489,0.3457127599291522
78,hacienda-heights,275019.69092820253,11.887054000000001,0.009864407852518025,0.08298446236147346
79,hancock-park,232715.54034942295,1.5179800000000006,0.008347042336779877,0.5498782814516577
80,harbor-city,824066.6021184209,2.5813210000000018,0.02955762561400362,1.14505811613525
81,harbor-gateway,881285.936380771,5.140922999999998,0.031609969023700536,0.614869528753894
82,harvard-heights,310093.20846192475,0.791829,0.011122424980700313,1.4046498651476913
83,harvard-park,122817.85153597317,0.6406659999999997,0.00440523140372931,0.6876018711355546
84,hawaiian-gardens,576637.3372379709,0.9850730000000001,0.02068283132130455,2.0996242229057693
85,hawthorne,2225278.1354486975,6.229634000000009,0.0798162889328801,1.2812356060224404
86,hermosa-beach,228176.93901755856,1.477626999999999,0.008184251758162071,0.553878059764885
87,highland-park,595080.8423624219,3.419418000000001,0.021344363068953442,0.6242104085827891
88,historic-south-central,1452319.5080662759,2.553518999999995,0.052091804450009896,2.0400006598740794
89,hollywood,4734259.466479436,3.506390000000009,0.16980844571303572,4.842828256783624
90,hollywood-hills,477891.7077847215,7.047641,0.017141022517385994,0.24321645380895532
91,hollywood-hills-west,148910.48699229743,4.874574,0.0053411222020192765,0.10957105589163847
92,huntington-park,1636449.8979627972,3.034667000000008,0.0586961943315207,1.9341889680653774
93,hyde-park,388123.4849952835,2.8846460000000027,0.01392121538720529,0.4825970114601679
94,industry,3852755.2299098326,12.350357000000002,0.13819064669690934,1.1189202603366795
95,inglewood,4172408.67966623,9.122683000000036,0.1496559784672249,1.6404820650594163
96,irwindale,620995.9283052522,9.582260000000002,0.02227388552027447,0.2324491875640451
97,jefferson-park,231993.33846696105,1.4190200000000002,0.008321138395515102,0.5864003604963356
98,koreatown,2014038.1870053876,2.700483000000007,0.07223953324983456,2.675059730049565
99,la-canada-flintridge,420225.9699410706,8.604603,0.01507266750147312,0.17516981900818807
100,la-crescenta-montrose,143509.89999366202,3.4264440000000014,0.0051474139165588965,0.1502261212078439
101,la-mirada,1213100.2223003895,7.841250000000001,0.04351148573530809,0.5549049671328944
102,la-puente,198064.68301708458,3.4868499999999987,0.007104185187126419,0.20374220821447503
103,la-verne,523192.12468826224,8.57295,0.018765858130855892,0.21889615745870314
104,ladera-heights,122227.68221156334,2.939738,0.004384063207014467,0.149131086070067
105,lake-balboa,193404.15876246573,3.125853999999999,0.006937021476415557,0.2219240398436894
106,lake-view-terrace,11131.536760054565,4.231047,0.00039926602439220105,0.009436577385980374
107,lakewood,1159734.8023828573,9.512486999999997,0.04159737454744825,0.4372923142754178
108,lancaster,3772487.2913569226,102.39967299999991,0.13531159581624544,0.13214065226189303
109,larchmont,141571.3727311631,0.48633200000000015,0.005077882809582608,1.0441185876279182
110,lawndale,355540.3717904425,1.9684649999999986,0.012752524095783447,0.6478410383615384
111,leimert-park,120305.93695180202,1.19253,0.004315134037008681,0.36184700066318504
112,lennox,167602.05102291255,1.0646160000000005,0.00601155132793804,0.5646685122089127
113,lincoln-heights,1039175.8545486238,2.5105540000000044,0.03727316551465652,1.4846589842184814
114,littlerock,137636.3013839878,1.812873,0.004936739647919218,0.2723158019298218
115,lomita,351420.8843248072,1.9171819999999988,0.012604766295724792,0.657463208799415
116,long-beach,11494691.52385851,52.100366999999274,0.41229166154442287,0.7913411848796164
117,lopezkagel-canyons,3614.208029422969,3.574419,0.00012963443434085254,0.003626727430132073
118,los-feliz,322073.6070118466,2.6079549999999996,0.011552137984642993,0.4429577191570788
119,lynwood,925673.4428771364,4.900226999999992,0.03320206036144679,0.6775616795190681
120,malibu,209162.4582849202,19.886330999999995,0.007502240254121958,0.03772561290527629
121,manchester-square,47552.72284791323,1.0126410000000001,0.0017056213360083655,0.16843297239676897
122,manhattan-beach,992107.1539080988,3.970713999999995,0.035584905089960504,0.8961840386882698
123,mar-vista,187489.36587609586,2.895254000000001,0.006724869651222951,0.23227218237926445
124,mayflower-village,20545.294473819376,1.215379,0.0007369187400939518,0.060632834703738654
125,maywood,338194.94602177694,1.1880680000000008,0.012130378264769618,1.021017169452389
126,mid-city,447895.29222174705,3.4681089999999988,0.016065110911827368,0.4632239330374961
127,mid-wilshire,823423.9078082829,2.7811690000000033,0.029534573450799243,1.0619481754182938
128,mission-hills,352206.7765161062,3.1874979999999997,0.012632954681352447,0.396328238679756
129,monrovia,1579544.127528293,13.92996199999999,0.05665509783100047,0.40671394387867327
130,montebello,2502940.742679673,8.454299999999991,0.08977549292251337,1.0618914980839746
131,montecito-heights,2645.738829707175,2.409644,9.489737552751702e-05,0.00393823218398722
132,monterey-park,1609645.28773133,7.660885000000007,0.05773476641790997,0.7536305063698244
133,north-hills,691582.399381324,5.308118000000004,0.024805681469918364,0.46731593890562245
134,north-hollywood,1568328.3746472725,5.869114999999997,0.05625281114229815,0.9584547438974731
135,northridge,420209.741153644,9.467487000000002,0.015072085407232568,0.15919837447078158
136,norwalk,2197584.1218205723,9.763759000000013,0.07882295989313387,0.8073013671592444
137,pacific-palisades,218852.9610853623,22.837601000000003,0.007849819264180857,0.034372346132944764
138,pacoima,1091028.139764049,7.137554000000009,0.03913300357833749,0.5482691070125345
139,palmdale,3437192.6424264135,134.41768200000018,0.12328524542418987,0.09171802666868611
140,palms,329729.56731380103,1.9453590000000003,0.011826742012690137,0.6079465030716765
141,palos-verdes-estates,20511.442464855187,4.727204,0.0007357045360421516,0.015563206835206424
142,panorama-city,1841978.299879827,3.6479960000000036,0.06606808823098376,1.8110789658481996
143,paramount,1449272.9748036147,4.854626999999995,0.05198253137746107,1.070783221398083
144,pasadena,5749707.411002245,25.146063999999928,0.20623053841471467,0.8201304920512223
145,pico-rivera,1687795.9544071641,8.786882999999992,0.06053787497873616,0.6889573353683691
146,pico-robertson,184443.0129706855,1.0315559999999993,0.0066156030477290345,0.6413227248670008
147,pico-union,1011633.872766057,1.669468999999999,0.03628528955401926,2.1734629126997436
148,playa-del-rey,77367.84911765807,2.754292999999999,0.0027750304561570327,0.10075291394768217
149,playa-vista,906910.9539922493,1.2992920000000006,0.03252908730244797,2.5036009844167406
150,pomona,4926067.085857814,22.920385999999873,0.17668820250566047,0.7708779533890112
151,quartz-hill,89772.29034449809,3.778774,0.0032199530252689417,0.08521157987402639
152,rancho-dominguez,1119314.742827359,2.6664279999999985,0.040147587619345726,1.5056692931272004
153,rancho-palos-verdes,130136.323079497,13.394048,0.004667730383052259,0.03484928815435229
154,rancho-park,191422.30666130842,0.599121,0.006865936393877633,1.1460016246931142
155,redondo-beach,593202.4241915662,6.245559000000011,0.02127698795522117,0.3406738765132334
156,reseda,1162945.9666101853,5.86549100000001,0.041712552604382544,0.7111519326239265
157,ridge-route,461484.659023601,292.673207,0.016552534398264023,0.005655637073148286
158,rolling-hills-estates,134194.0191659663,3.8143479999999994,0.004813271849568376,0.12618858713385292
159,rosemead,958999.2838665115,5.156639999999995,0.03439739181730673,0.6670504789418451
160,rowland-heights,311123.2353202907,13.185349,0.011159369989967386,0.08463461975839537
161,san-dimas,1059775.8327293596,15.628203999999991,0.038012045650263976,0.24322721696148833
162,san-fernando,1537755.3373924226,2.387761000000001,0.05515621726658618,2.3099555301634522
163,san-gabriel,821889.4093431561,4.166897000000004,0.029479534051045773,0.7074697082996231
164,san-marino,91246.91805539187,3.784168999999999,0.0032728449804659927,0.08648781226382843
165,san-pasqual,44897.91308749775,0.259127,0.001610398604286146,0.6214707862500418
166,san-pedro,848414.6799236926,12.058718,0.030430942608453825,0.2523563666424061
167,santa-clarita,4930713.25409198,57.35137899999999,0.17685485129454734,0.3083707042066894
168,santa-fe-springs,2649110.021674698,8.85545200000001,0.09501829346035504,1.0729920218680529
169,santa-monica,3625365.4241064824,8.56505599999996,0.13003462783739175,1.5181993887417942
170,sawtelle,813809.7040748629,2.6911809999999994,0.029189731136114165,1.0846439216133799
171,shadow-hills,179342.48642693623,12.806872,0.0064326573323865216,0.050228169160951415
172,sherman-oaks,917306.451250377,9.146937999999988,0.03290195305776101,0.35970455968719867
173,sierra-madre,209384.03984330237,2.968794000000001,0.00751018794272964,0.25297100245856186
174,signal-hill,1088190.1665936415,2.2233959999999997,0.039031211140374514,1.7554772582290565
175,silver-lake,218465.93158452713,2.749105999999999,0.007835937287823785,0.2850358366619471
176,south-el-monte,958297.8276358792,2.9277800000000016,0.03437223198120083,1.1740032373061096
177,south-gate,1481914.765639298,7.448372999999979,0.053153327318482706,0.7136233284568705
178,south-park,359682.37715947937,1.4093519999999988,0.012901089568130537,0.9153915819561435
179,south-pasadena,383799.3422189843,3.4164190000000008,0.013766117009289251,0.4029399499677659
180,south-san-gabriel,177634.14889347187,1.419003,0.006371382671932276,0.4490041720794302
181,south-san-jose-hills,25775.967377384506,1.48445,0.0009245325458172348,0.0622811509863744
182,south-whittier,237073.0112284311,5.372318000000003,0.008503336127275147,0.15828058069673356
183,studio-city,915852.8149566759,6.307924999999999,0.03284981402283629,0.5207705231567639
184,sun-valley,1961105.4561048187,9.423923999999968,0.07034094175411831,0.7464082027202104
185,sun-village,28500.993218353517,10.229076,0.00102227378831971,0.009993803822747139
186,sunland,87318.80037329557,4.004116999999998,0.0031319512329015626,0.07821827466334186
187,sylmar,2178415.797471186,12.456388,0.07813543032536535,0.6272719694133271
188,tarzana,747886.0109275363,8.790901999999997,0.02682517973197763,0.30514706832106236
189,temple-city,273707.1513192459,3.9799919999999993,0.00981732967429146,0.2466670705441484
190,toluca-lake,164182.04701167234,1.2172279999999995,0.0058888826044358805,0.48379454008911094
191,torrance,3792745.354796408,20.583239999999975,0.13603821215195153,0.6609173878939939
192,tujunga,222858.13077243822,10.015818000000007,0.007993476713502088,0.07980852600858046
193,tujunga-canyons,59921.86257744025,229.893374,0.002149277710812061,0.0009349019823477213
194,unincorporated-santa-monica-mountains,291791.33057465823,89.256083,0.01046597311960754,0.011725781333701973
195,unincorporated-santa-susana-mountains,2891452.7857248257,78.10786899999997,0.10371064511208127,0.13277874104090756
196,university-park,822817.5420035685,1.1671440000000002,0.029512824318635885,2.5286360824916105
197,valley-glen,985077.776361562,4.8055439999999985,0.03533277533578056,0.7352502720978222
198,valley-village,238150.5781235638,2.0854,0.008541986302853796,0.40960901039866676
199,van-nuys,3084364.1108448673,8.99090900000002,0.11062998962858205,1.2304650133660768
200,venice,606568.1712122218,3.170765999999994,0.021756390646062475,0.6861556685691255
201,vermont-knolls,253254.84015264647,1.1417089999999994,0.009083746059994494,0.7956270871119084
202,vermont-slauson,282302.39185164694,1.4424530000000002,0.010125623811034682,0.7019725295059652
203,vermont-square,404188.65987118083,2.54438,0.014497441171850102,0.5697828615163656
204,vermont-vista,159412.08149516245,1.6455330000000001,0.00571779345391544,0.34747364251676743
205,vernon,3776052.9612946413,5.22380299999999,0.13543948928603447,2.5927373081648506
206,view-park-windsor-hills,137223.85822990548,1.8419750000000001,0.004921946134501631,0.26721025716970265
207,vincent,19187.86497918622,1.4790280000000002,0.0006882304511903235,0.04653261812422235
208,walnut,224311.69170682432,9.013031,0.008045613045438462,0.08926645260000174
209,walnut-park,116140.49341858986,0.734516,0.004165727884454443,0.56713916163221
210,watts,141949.77621681205,2.122397,0.0050914553879774765,0.23989175389795012
211,west-adams,305491.8100327883,1.4820080000000002,0.01095738199543717,0.7393605159646351
212,west-carson,203791.98978749337,2.2790609999999996,0.0073096122592357735,0.32072911866930176
213,west-compton,736828.871267691,1.6543640000000006,0.02642858218320269,1.5975070893227052
214,west-covina,1438767.217832924,16.11455899999999,0.051605710826145054,0.3202427744137776
215,west-hills,765616.1445672419,8.528078,0.027461124267117713,0.322008361873774
216,west-hollywood,815543.9803089249,1.8873000000000033,0.029251936166030307,1.5499356841005805
217,west-los-angeles,161523.48841602428,1.0495729999999996,0.005793525409470025,0.5519888001568283
218,west-puente-valley,29618.481261319797,1.856624,0.0010623558558579553,0.05721976317541706
219,west-whittier-los-nietos,107916.95978747825,2.614248,0.003870766132979851,0.14806422852689766
220,westchester,7449697.575270912,10.809211999999969,0.2672057953827443,2.4720191942090235
221,westlake,3441052.862950532,2.7173060000000056,0.12342370383610231,4.542134887866956
222,westlake-village,257715.16492994333,5.646422,0.00924372901470385,0.16370949629170206
223,westmont,145918.79946674829,1.8438159999999997,0.005233816336683942,0.28385784355293275
224,westwood,313404.0579042814,3.6757769999999974,0.011241178547499333,0.3058177508455856
225,whittier,2023276.6483156383,14.740641000000027,0.07257089843312907,0.4923184713142999
226,willowbrook,980477.4392667249,3.7663609999999994,0.035167770418462155,0.9337333946072126
227,wilmington,2642647.6254964406,9.141292999999981,0.09478650019714636,1.0369047376246068
228,windsor-square,118519.93386066478,0.6834640000000002,0.004251073667886111,0.62198940513123
229,winnetka,233504.5400706905,4.777241000000002,0.008375342183310276,0.17531755637428115
230,woodland-hills,2139646.3932074895,14.768310000000012,0.07674484911074209,0.5196589800101842
