,slug,area_sq_ft,sqmi,lots_area_sq_mile,lots_pct
0,acton,118090.57413284438,39.339109,0.004235673390704605,0.010767080135710762
1,adams-normandie,144921.6570533217,0.8053500000000003,0.005198050826876675,0.6454399735365584
2,agoura-hills,288277.65722692903,8.14676,0.010339944663806637,0.1269209435874708
3,agua-dulce,445644.2107880823,31.462632,0.01598436911004599,0.050804297332931306
4,alhambra,1990790.9399710288,7.623814000000017,0.071405700859793,0.936613889842969
5,altadena,237969.05916698126,8.710338000000004,0.008535475579877376,0.09799247262135376
6,arcadia,1769038.854494997,11.15079700000001,0.06345189578532988,0.5690346240302808
7,arleta,32142.977547188653,3.096179,0.001152904503127283,0.03723636466519808
8,arlington-heights,204985.44974580125,1.0314149999999995,0.007352419287869485,0.7128478146885093
9,artesia,491677.13622958487,1.6322040000000009,0.017635478343959284,1.080470231904791
10,athens,318780.74253189965,1.332753,0.011434029502578897,0.8579256248216208
11,atwater-village,283970.32950892084,1.776893999999999,0.010185449408497879,0.5732164894753364
12,avalon,8450.65290704191,2.744697,0.0003031080669670699,0.011043407231001088
13,avocado-heights,103510.26665993205,2.948459,0.003712706838591537,0.12592024642674485
14,azusa,1692501.497785375,9.871436000000005,0.06070665343563038,0.614972871582517
15,baldwin-hillscrenshaw,927380.8817641743,2.8837050000000004,0.03326330278924585,1.153491872062012
16,baldwin-park,662897.0591931976,6.778016,0.023776795523428897,0.3507928503477846
17,bel-air,114713.08593137356,6.373321,0.004114529624511247,0.06455864414347319
18,bell,348954.56407479744,2.554029,0.012516304306843523,0.490061166370606
19,bell-gardens,1232430.691772231,2.480285000000001,0.04420483112525936,1.782248053157574
20,bellflower,1257459.7388936635,6.195311999999993,0.04510257313104962,0.728011327452914
21,beverly-grove,556700.5022840642,1.648683000000001,0.019967736810762703,1.2111325713167838
22,beverly-hills,1143306.0743081602,5.702241000000004,0.0410081088345825,0.7191577633176582
23,boyle-heights,2791136.2460296783,6.519005000000026,0.10011249089059104,1.5357020111288555
24,brentwood,381376.3447072845,15.223701000000004,0.013679208920634307,0.08985468724480535
25,broadway-manchester,367429.33122481627,1.558486000000001,0.013178957361004887,0.8456256495730394
26,burbank,5181491.758647995,17.341841999999893,0.18584977613515047,1.071684173660166
27,calabasas,356326.11689079687,18.542614000000004,0.012780707205552255,0.0689261352555376
28,canoga-park,1082690.479355258,4.348518000000004,0.03883394832694612,0.8930386933421016
29,carson,5678509.479214934,19.149587999999998,0.20367681058877093,1.0636093611453727
30,carthay,52000.73664805288,0.504676,0.0018651627205183959,0.36957626685604145
31,castaic,81585.22880302486,5.476575,0.0029262994549148083,0.05343302072764105
32,castaic-canyons,78315.42093373345,192.702637,0.002809017967494026,0.0014576956554538617
33,central-alameda,1195515.312767809,2.182694999999997,0.04288075009927579,1.9645781980201469
34,century-city,412090.8207019408,0.7006110000000001,0.01478087592187736,2.109712225739727
35,cerritos,956170.8331272374,8.858254999999998,0.0342959409299583,0.38716362229308493
36,charter-oak,37149.42452913299,0.921541,0.0013324757722070657,0.1445921312461481
37,chatsworth,1245829.889122491,15.243597000000005,0.04468543361271488,0.2931423181334095
38,chesterfield-square,227093.6062239058,0.6333859999999999,0.008145394771302217,1.2860080221700856
39,cheviot-hills,34322.76825436805,1.536433,0.001231089248721953,0.0801264519000798
40,chinatown,836433.5988119723,0.909367000000001,0.030001205122380643,3.2991306174933346
41,claremont,728308.6450975329,16.66168700000001,0.026122978662034897,0.15678471610968853
42,commerce,2990734.13670899,6.5805669999999825,0.10727166917894512,1.6301280600736292
43,compton,2617104.238681145,10.260411000000007,0.09387030985226488,0.9148786520565777
44,covina,1380732.9269329356,7.604025999999988,0.04952413654709238,0.6512883641782979
45,cudahy,220549.0223621899,1.2290360000000002,0.007910653599791604,0.6436470209002504
46,culver-city,1688585.6868101552,5.1927610000000115,0.060566201105098826,1.1663583420284256
47,cypress-park,127726.87543287328,0.7244620000000003,0.004581308301035627,0.6323738582611131
48,del-aire,3217.603355676293,0.989829,0.00011540901562683978,0.011659490237893593
49,del-rey,245350.64143859185,2.4526479999999986,0.008800238215157527,0.35880559359343583
50,diamond-bar,581293.2367673067,15.126032000000002,0.02084982915234242,0.13784070503316678
51,downey,4321792.022111838,12.529477999999996,0.15501406105135718,1.2371948859430315
52,downtown,13633169.083408725,5.838169999999992,0.48899458692283804,8.37581959625771
53,duarte,861354.9530182625,6.688907999999999,0.030895084398072543,0.4618853241526502
54,eagle-rock,282578.6397495676,4.250755999999998,0.010135532272222655,0.23844069789521347
55,east-compton,73138.33505631528,0.8343589999999997,0.0026233262215321117,0.31441216808737155
56,east-hollywood,1498167.8283015552,2.378736000000003,0.05373629226332695,2.259027158260811
57,east-los-angeles,1907728.99266516,7.465963999999987,0.06842643445714347,0.9165117117781921
58,east-pasadena,220020.175687785,1.3079269999999996,0.00789168492423906,0.6033735005270984
59,east-san-gabriel,1249.0202865620597,2.182742,4.4799866806386646e-05,0.002052458183623472
60,echo-park,385341.65419178543,2.398280999999998,0.013821436663980826,0.5763059734860443
61,el-monte,2760846.6545468373,9.69174799999998,0.09902606364945614,1.021756484479955
62,el-segundo,4242653.837056713,5.459008000000007,0.15217553217563534,2.7876041246987575
63,el-sereno,1147974.134876247,4.167778999999998,0.04117554285782809,0.9879492856465784
64,elysian-park,25674.030691230902,1.645084,0.0009208762801732748,0.05597746255955774
65,elysian-valley,135738.35300828918,0.789759,0.00486866402468756,0.6164746491888741
66,encino,500724.7347550522,9.499707,0.017959997659793836,0.18905843790544102
67,exposition-park,424670.816283655,1.846791000000001,0.015232095275597381,0.8247871727551939
68,fairfax,470236.6814453845,1.2339649999999998,0.01686645198871537,1.3668501123383057
69,florence,1005728.6173002322,2.7976790000000014,0.0360734798170815,1.2894073915228117
