flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
652895654,9015456,B18771,B77L,CAL5117,CI5117,LAX,TPE,TPE,
652895999,7701795,RPC3504,A359,PAL102,PR102,MNL,LAX,LAX,
652902034,7785914,9VSMZ,A359,SIA38,SQ38,SIN,LAX,LAX,
652884362,4960655,TCLLO,B789,THY9,TK9,IST,LAX,LAX,
652917406,11365340,N964JT,A321,JBU387,B6387,BOS,LAX,LAX,
652910555,7454840,HL8078,A359,AAR2067,OZ2067,ICN,LAX,LAX,
652906628,7454852,HL8084,B789,KAL9013,KE9013,ICN,LAX,LAX,
652920371,11118416,N721AN,B77W,AAL9714,AA9714,LHR,LAX,LAX,
652907423,7866166,B6136,A388,CSN327,CZ327,CAN,LAX,LAX,
652915787,4223857,GVNYL,B789,VIR23J,VS23,LHR,LAX,LAX,
652918267,10796150,N404KZ,B744,GTI7101,KZ7101,LAX,NRT,NRT,
652920812,7866449,B6546,A332,CES7809,MU7809,SZX,LAX,LAX,
652919989,7455241,HL8209,B77W,KAL8015,KE8015,ICN,LAX,LAX,
652927325,4222842,GZBKN,B789,BAW269,BA269,LHR,LAX,LAX,
652922565,434669,A7BFP,B77L,QTR8178,QR8178,LAX,OST,OST,
652926721,11360737,N96AV,BE99,AMF1150,A81150,RNO,LAX,LAX,
652923642,4342940,VQBWS,B744,ELY831,LY831,LGG,LAX,LAX,
652922777,4342785,VQBQM,B77W,AFL106,SU106,SVO,LAX,LAX,
652936586,15204882,CCCXC,B763,LPE2476,LA2476,LAX,,,
652931448,9015323,B18001,B77W,CAL008,CI8,TPE,LAX,LAX,
652935272,9015514,B16711,B77W,EVA016,BR16,TPE,LAX,LAX,
652945706,11343200,N942JB,A321,JBU1473,B61473,EWR,LAX,LAX,
652942171,10579337,N191SY,E75L,SKW3421,AS3421,LAX,,,
652949430,11226772,N828AA,B789,AAL9736,AA9736,PVG,LAX,LAX,
652952439,10790006,N399CM,B763,ATN7001,8C7001,LAX,HNL,HNL,
652954453,10664120,N2747U,B77W,UAL2804,UA2804,LAX,TPE,TPE,
652951678,7454217,HL7609,B748,KAL213D,KE213D,ICN,LAX,LAX,
652958599,10569884,N182FE,B763,FDX3013,FX3013,EWR,LAX,LAX,
652955836,10817087,N425AN,A21N,AAL1572,AA1572,LAX,PHL,PHL,
652957529,10964602,N570AS,B738,ASA298,AS298,LAX,SJO,SJO,
