flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
652248146,4960641,TCLLA,B789,THY9,TK9,IST,LAX,LAX,
652261331,7785914,9VSMZ,A359,SIA38,SQ38,SIN,LAX,LAX,
652276381,9015460,B18772,B77L,CAL5108,CI5108,TPE,LAX,LAX,
652268987,7701115,RPC7773,B77W,PAL102,PR102,MNL,LAX,LAX,
652278267,11121269,N724AN,B77W,AAL9714,AA9714,LHR,LAX,LAX,
652268182,9015461,B18773,B77L,CAL5137,CI5137,LAX,TPE,TPE,
652274488,7867320,B2097,B77L,CAO1059,CA1059,PVG,LAX,LAX,
652272232,7455584,HL8360,A359,AAR2067,OZ2067,ICN,LAX,LAX,
652272618,4222010,GVYUM,B789,VIR681B,VS23,LHR,LAX,LAX,
652286193,9015322,B18055,B77W,CAL008,CI8,TPE,LAX,LAX,
652282761,4222328,GZBKB,B789,BAW269,BA269,LHR,LAX,LAX,
652291775,15204882,CCCXC,B763,LPE2477,LA2477,LAX,,,
652290201,10799003,N407KZ,B744,GTI7101,KZ7101,LAX,NRT,NRT,
652294635,7865940,B2081,B77L,CSN446,CZ446,LAX,PVG,PVG,
652288572,7901745,BLXK,A35K,CPA880,CX880,HKG,LAX,LAX,
652298010,11252517,N853GT,B748,PAC9697,D09697,LAX,ICN,ICN,
652298001,10613425,N2243U,B77W,UAL2775,UA2775,LHR,LAX,LAX,
652299755,7454265,HL7639,B748,KAL207,KE207,ICN,LAX,LAX,
652303702,10795914,N404AN,A21N,AAL1480,AA1480,HNL,LAX,LAX,
652302379,5046534,LXVCF,B748,CLX83N,,LUX,LAX,LAX,
652300924,11221078,N822AN,B789,AAL9736,AA9736,PVG,LAX,LAX,
652307872,10810780,N419AN,A21N,AAL143,AA143,LAX,HNL,HNL,
652307138,10664190,N2749U,B77W,UAL2804,UA2804,LAX,TPE,TPE,
652306503,11207867,N809QS,C700,EJA809,1I809,BNA,LAX,LAX,
652306484,7453719,HL7417,B744,AAR282,OZ282,ICN,LAX,LAX,
652311948,11252999,N8531Q,B738,SWA479,WN479,BWI,LAX,LAX,
652310658,7455558,HL8346,B77W,KAL018,KE18,LAX,ICN,ICN,
652310048,10809829,N418AN,A21N,AAL1572,AA1572,LAX,PHL,PHL,
652309712,7454737,HL8011,B77W,KAL017,KE17,ICN,LAX,LAX,
652309673,10951988,N558AS,B738,ASA298,AS298,LAX,SJO,SJO,
652312279,10864793,N472AS,B739,ASA282,AS282,LAX,LIR,LIR,
652309890,11240349,N841AN,B789,AAL9706,AA9706,PVG,LAX,LAX,
652315105,10556660,N169UW,A321,AAL1175,AA1175,PHL,LAX,LAX,
652312489,11172822,N775CK,B77L,CKS259,K4259,LAX,SYD,SYD,
652317230,8819114,JA784A,B77W,ANA5,NH5,LAX,NRT,NRT,
652318459,10869809,N477MC,B744,GTI8679,5Y8679,ICN,LAX,LAX,
652316756,3428875,ECMLB,A332,IBE6178,IB6178,LAX,MAD,MAD,
652317960,11365340,N964JT,A321,JBU1088,B61088,LAX,BOS,BOS,
652320859,11227810,N829DN,B739,DAL638,DL638,LAX,CUN,CUN,
652319146,11089681,N693NK,A320,NKS185,NK185,CLE,LAX,LAX,
652320788,11127576,N730AN,B77W,AAL9742,AA9742,LAX,NRT,NRT,
652319694,8814508,JA733J,B77W,JAL061,JL61,LAX,NRT,NRT,
652320783,11097290,N700CK,B744,CKS843,K4843,ANC,LAX,LAX,
652321685,11029015,N633NK,A320,NKS709,NK709,LAX,DTW,DTW,
652322661,10518908,N13110,B752,UAL751,UA751,EWR,LAX,LAX,
652322878,10568319,N180US,A321,AAL2604,AA2604,CLT,LAX,LAX,
652321485,11323929,N923JB,A321,JBU2800,B62800,LAX,FLL,FLL,
652322503,10785286,N394DX,A321,DAL791,DL791,LAX,DTW,DTW,
