flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
717142327,7785913,9VSMY,A359,SIA37,SQ37,LAX,SIN,SIN,
717175901,7869378,B1282,B77W,CCA681,CA681,PEK,LAX,LAX,
717168161,8159335,VHZND,B789,QFA11,QF11,SYD,LAX,LAX,
717162855,4960582,TCLJF,B77W,THY9,TK9,IST,LAX,LAX,
717170981,10798052,N406KZ,B744,GTI8028,5Y8028,LAX,ICN,ICN,
717179734,7785793,9VSJA,A359,SIA38,SQ38,SIN,LAX,LAX,
717185323,4595539,OHLWL,A359,FIN3,AY3,ARN,LAX,LAX,
717184750,7866449,B6546,A332,CES7577,MU7577,PVG,LAX,LAX,
717204959,3754488,FGSPY,B772,AFR076,AF76,CDG,LAX,LAX,
717204656,7701754,RPC7782,B77W,PAL102,PR102,MNL,LAX,LAX,
717195744,7867109,B2039,B77W,CCA655,CA655,PEK,LAX,LAX,
717197518,4224665,GVPRD,A35K,VIR23J,VS23,LHR,LAX,LAX,
717195042,7867319,B2096,B77L,CAO8415,CAO8415,PVG,LAX,LAX,
717202380,11226772,N828AA,B789,AAL9726,AA9726,LAX,ICN,ICN,
717198210,8678895,JA15KZ,B748,NCA101,KZ101,LAX,NRT,NRT,
717208534,4219420,GSTBB,B77W,BAW269,BA269,LHR,LAX,LAX,
717210003,9015327,B18006,B77W,CAL008,CI8,TPE,LAX,LAX,
717211330,7868379,B7879,B789,CCA601,CA601,PEK,LAX,LAX,
717220914,7453719,HL7417,B744,AAR286,OZ286,ICN,LAX,LAX,
717218989,4901032,SEREH,A333,SAS932,SK932,LAX,CPH,CPH,
717227717,8836610,JA824J,B788,TZP23,ZG23,LAX,NRT,NRT,
717225366,10851228,N459AS,B739,ASA817,AS817,LAX,HNL,HNL,
717225299,11391862,N990JL,A321,JBU687,B6687,BOS,LAX,LAX,
717224197,9015461,B18773,B77L,CAL5117,CI5117,LAX,TPE,TPE,
717232318,10603269,N2142J,A21N,JBU324,B6324,LAX,JFK,JFK,
717235913,11384611,N983JT,A321,JBU424,B6424,LAX,JFK,JFK,
717231633,10498613,N111ZM,A321,AAL1379,AA1379,LAX,BOS,BOS,
717230531,11173773,N776CK,B77L,CKS232,K4232,LAX,SYD,SYD,
717230696,8131705,VHEBV,A332,QFA7780,QF7780,LAX,MEL,MEL,
717234128,11103104,N706GT,B77L,GTI097,5Y97,LAX,LEJ,LEJ,
717236531,11345118,N944JT,A321,JBU2223,B62223,JFK,LAX,LAX,
717230307,10493934,N107NN,A321,AAL238,AA238,LAX,JFK,JFK,
717233713,7870017,B307A,A359,CCA625,CA625,PEK,LAX,LAX,
717234606,10794963,N403AN,A21N,AAL271,AA271,LAX,OGG,OGG,
717240697,11153503,N756AM,B772,AAL344,AA344,MIA,LAX,LAX,
717238771,10638551,N24973,B789,UAL32,UA32,LAX,NRT,NRT,
717240286,10502143,N115NN,A321,AAL274,AA274,LAX,JFK,JFK,
717239926,10833963,N441UW,A21N,AAL658,AA658,LAX,PHL,PHL,
717239367,11231884,N8323C,B738,SWA1333,WN1333,LAX,KOA,KOA,
717241128,7454244,HL7624,B748,KAL213D,KE213,ICN,LAX,LAX,
717242795,10564497,N177DZ,B763,DAL439,DL439,JFK,LAX,LAX,
717242711,10590753,N202HA,A21N,HAL61,HA61,LAX,KOA,KOA,
717241302,11120318,N723AN,B77W,AAL1536,AA1536,MIA,LAX,LAX,
717241942,11347955,N947JB,A321,JBU1388,B61388,LAX,BOS,BOS,
717242734,11066041,N67PW,FA50,N67PW,,LAX,OPF,OPF,
717241314,10784414,N393HA,A332,HAL3,HA3,LAX,HNL,HNL,
717240772,10732752,N342AV,A332,AVA084,AV84,BOG,LAX,LAX,
717242100,11388415,N987JT,A321,JBU823,B6823,JFK,LAX,LAX,
717244683,10825296,N433AN,A21N,AAL2851,AA2851,LAX,TPA,TPA,
717246161,10518986,N13138,B752,UAL786,UA786,LAX,EWR,EWR,
717245961,11387448,N986JB,A321,JBU2885,B62885,LAX,MIA,MIA,
717246308,11385546,N984JB,A321,JBU524,B6524,LAX,JFK,JFK,
717249321,10813741,N421UW,A21N,AAL2459,AA2459,DFW,LAX,LAX,
717248112,11232410,N833MH,B764,DAL562,DL562,LAX,JFK,JFK,
717250147,10901433,N508AS,B738,ASA6,AS6,LAX,DCA,DCA,
717248004,7701484,RPC7779,B77W,PAL5102,PR5102,MNL,LAX,LAX,
717248699,10489179,N102NN,A321,AAL32,AA32,LAX,JFK,JFK,
717249184,8820166,JA798A,B77W,ANA5,NH5,LAX,NRT,NRT,
717250241,11251566,N852GT,B748,PAC716,PO716,ANC,LAX,LAX,
717249180,10972995,N57852,B753,UAL1221,UA1221,HNL,LAX,LAX,
717252623,10528986,N14102,B752,UAL751,UA751,EWR,LAX,LAX,
717252078,12590082,CFKPT,A320,ACA792,AC792,LAX,YYZ,YYZ,
717251788,10507291,N120EE,A321,AAL352,AA352,CLT,LAX,LAX,
717254268,10785854,N39415,B739,UAL1677,UA1677,MCO,LAX,LAX,
717254300,10497088,N110AN,A321,AAL341,AA341,JFK,LAX,LAX,
717253497,10769810,N379DN,A321,DAL483,DL483,LAX,ATL,ATL,
717253918,8815424,JA743J,B77W,JAL061,JL61,LAX,NRT,NRT,
717255085,10850711,N458UA,A320,UAL1074,UA1074,IAD,LAX,LAX,
717255210,11334991,N934JB,A321,JBU487,B6487,LAX,,,
717255479,854775,XAMAO,B38M,AMX642,AM642,MEX,LAX,LAX,
717255494,10957798,N563UW,A321,AAL319,AA319,ORD,LAX,LAX,
717255359,11024827,N629XB,,O01,,LAX,,,
717256761,10827198,N435AN,A21N,AAL1799,AA1799,PHL,LAX,LAX,
717257437,10493709,N107DN,A321,DAL1200,DL1200,LAX,DTW,DTW,
717257209,8815390,JA742J,B77W,JAL15,JL15,LAX,HND,HND,
717257921,11117465,N720AN,B77W,AAL2286,AA2286,LAX,MIA,MIA,
717257697,11294783,N895DN,B739,DAL652,DL652,MCO,LAX,LAX,
717259199,11155860,N758US,A319,AAL539,AA539,AUS,LAX,LAX,
717259430,7871007,B220E,B77L,CKK224,CK224,LAX,PVG,PVG,
717258445,11126242,N729KF,GLEX,N729KF,,APA,LAX,LAX,
717258885,10599570,N2105J,A21N,JBU1524,B61524,LAX,JFK,JFK,
717258788,10741980,N351DN,A321,DAL335,DL335,ATL,LAX,LAX,
717259697,11236214,N837MH,B764,DAL563,DL563,JFK,LAX,LAX,
717259595,10967568,N573FE,MD11,FDX3402,FX3402,LAX,IND,IND,
717259581,10499941,N113AN,A321,AAL306,AA306,JFK,LAX,LAX,
717260191,10668819,N27958,B789,UAL1069,UA1069,LAX,ORD,ORD,
717261840,10548264,N16009,B78X,UAL1497,UA1497,LAX,EWR,EWR,
717260811,10867342,N47414,B739,UAL1877,UA1877,IAH,LAX,LAX,
717261249,11229950,N8302F,B738,SWA675,WN675,LAX,HNL,HNL,
717262681,10814234,N422AN,A21N,AAL2188,AA2188,DCA,LAX,LAX,
717261959,10901627,N508JL,A320,JBU536,B6536,LAX,SFO,SFO,
717262302,10515875,N129FE,B763,FDX3013,FX3013,EWR,LAX,LAX,
717262747,10926529,N532VL,A20N,VOI922,Y4922,ZCL,LAX,LAX,
717262191,11064740,N66897,B739,UAL1635,UA1635,LAX,IAD,IAD,
717262260,11104898,N708CK,B744,CKS361,K4361,SWF,LAX,LAX,
717262867,10834456,N442AN,A21N,AAL143,AA143,LAX,HNL,HNL,
717263708,11219260,N820DX,B752,DAL567,DL567,LAX,ATL,ATL,
717263255,10530013,N14228,B738,UAL1757,UA1757,LAX,CLE,CLE,
717263224,10583189,N195UW,A321,AAL2190,AA2190,LAX,PVR,PVR,
717264244,10875338,N482UA,A320,UAL481,UA481,PVR,LAX,LAX,
717264613,11088730,N692NK,A320,NKS953,NK953,LAX,DTW,DTW,
717264512,11381758,N980JT,A321,JBU187,B6187,BOS,LAX,LAX,
717265157,10755628,N36447,B739,UAL312,UA312,LAX,DEN,DEN,
717265075,10915291,N521NK,A319,NKS461,NK461,IAH,LAX,LAX,
717265041,10766648,N37530,B39M,UAL1219,UA1219,LAX,OGG,OGG,
717264856,11371742,N970NN,B738,AAL1995,AA1995,SJD,LAX,LAX,
717264991,10863842,N471AS,B739,ASA78,AS78,LAX,FLL,FLL,
717265156,11214174,N815QS,C700,EJA815,1I815,LAX,,,
717266012,11237165,N838MH,B764,DAL323,DL323,LAX,JFK,JFK,
717266108,11213177,N814NW,A333,DAL8861,DL8861,LAX,ATL,ATL,
717266305,10973036,N57868,B753,UAL1431,UA1431,LAX,HNL,HNL,
717265607,10999733,N604SK,CRJ7,SKW6252,AA6252,OKC,LAX,LAX,
717266100,10931265,N537US,B752,DAL428,DL428,LAX,LIH,LIH,
717266791,10518378,N131FE,B763,FDX3014,FX3014,LAX,EWR,IND,
717267131,10904390,N510UW,A321,AAL2437,AA2437,DFW,LAX,LAX,
717266586,11241763,N842VA,A320,ASA267,AS267,SJD,LAX,LAX,
717267028,10579995,N192FE,B763,FDX3729,FX3729,IND,LAX,LAX,
717267490,10495617,N109DU,BCS1,DAL947,DL947,SAT,LAX,LAX,
717267819,11211926,N813AW,A319,AAL2546,AA2546,MEX,LAX,LAX,
717267463,10558208,N170US,A321,AAL2184,AA2184,LAX,ORD,ORD,
717267844,10756271,N365UP,B763,UPS2900,5X2900,SDF,LAX,LAX,
717267782,10661484,N272FE,B763,FDX3161,FX3161,AFW,LAX,LAX,
717268506,11368193,N967JT,A321,JBU623,B6623,JFK,LAX,LAX,
717268184,10934719,N540US,B752,DAL533,DL533,LAX,OGG,OGG,
717268465,10989883,N595NW,B753,DAL330,DL330,LAX,HNL,HNL,
717268850,11160638,N76265,B738,UAL586,UA586,LAX,TPA,TPA,
717269003,11178781,N78013,B772,UAL1683,UA1683,LAX,IAH,IAH,
717269206,10492983,N106NN,A321,AAL255,AA255,LAX,,,
717269150,10762435,N371NW,A320,DAL816,DL816,LAX,AUS,AUS,
717269696,11427591,02,GLF5,C202,,LAX,DCA,DCA,
717269410,10773252,N382DA,B738,DAL705,DL705,LAX,SEA,SEA,
717269401,10544177,N157AA,A321,AAL2947,AA2947,CLT,LAX,LAX,
717269795,10818038,N426AN,A21N,AAL2532,AA2532,LAX,DCA,DCA,
717270297,10906789,N513AS,B738,ASA282,AS282,LAX,LIR,LIR,
717270362,10573616,N186CH,E55P,EJA443,1I443,LAX,DAL,DAL,
