flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
716833118,7455349,HL8275,B77W,KAL8015,KE8015,ICN,LAX,LAX,
716825423,7785911,9VSMW,A359,SIA38,SQ38,SIN,LAX,LAX,
716823337,7869135,B1368,B789,CCA681,CA681,PEK,LAX,LAX,
716824179,11304472,N904AR,B744,KYE4855,GG4855,LAX,WUH,WUH,
716830917,11140587,N743CK,B744,CKS237,K4237,LAX,ICN,ICN,
716829016,7867188,B5931,A332,CES7577,MU7577,PVG,LAX,LAX,
716834984,7454209,HL7601,B744,KAL207,KE207,ICN,LAX,LAX,
716822185,4921627,HBJNF,B77W,SWR40,LX40,ZRH,LAX,LAX,
716836260,7866736,B2036,B77W,CCA655,CA655,PEK,LAX,LAX,
716829814,10799003,N407KZ,B744,GTI7101,KZ7101,LAX,NRT,NRT,
716833684,7867318,B2095,B77L,CAO1059,CA1059,PVG,LAX,LAX,
716833232,7455584,HL8360,A359,AAR2067,OZ2067,ICN,LAX,LAX,
716823870,8159332,VHZNA,B789,QFA93,QF93,MEL,LAX,LAX,
716828093,7701115,RPC7773,B77W,PAL102,PR102,MNL,LAX,LAX,
716814824,4958549,TCJJU,B77W,THY9,TK9,IST,LAX,LAX,
716838245,4224664,GVJAM,A35K,VIR23J,VS23,LHR,LAX,LAX,
716844101,4219419,GSTBA,B77W,BAW269,BA269,LHR,LAX,LAX,
716853282,7868686,B7836,B789,CXA829,MF829,XMN,LAX,LAX,
716848143,9015325,B18003,B77W,CAL008,CI8,TPE,LAX,LAX,
716851762,434634,A7CGE,GLF6,QQE727,QE727,FAB,LAX,LAX,
716853676,9015587,B16782,B77L,EVA609,BR609,LAX,TPE,TPE,
716848059,9015518,B16716,B77W,EVA016,BR16,TPE,LAX,LAX,
716851888,9015461,B18773,B77L,CAL5108,CI5108,TPE,LAX,LAX,
716850661,7870018,B307C,A359,CCA601,CA601,PEK,LAX,LAX,
716855187,4901032,SEREH,A333,SAS932,SK932,LAX,CPH,CPH,
716860819,11346069,N945JT,A321,JBU324,B6324,LAX,JFK,JFK,
716858187,10889080,N496MC,B744,GTI8133,5Y8133,LAX,ICN,ICN,
716860497,10806023,N414AL,A21N,AAL271,AA271,LAX,OGG,OGG,
716862706,11235456,N836VA,A320,ASA1196,AS1196,LAX,,,
716861827,11171871,N774CK,B77L,CKS232,K4232,LAX,SYD,SYD,
716867308,10746876,N356KD,B744,WGN9356,KD9356,LAX,TPE,TPE,
716862584,11251566,N852GT,B748,PAC9697,PO9697,LAX,ICN,ICN,
716861722,7866923,BKPZ,B77W,CPA885,CX885,LAX,HKG,HKG,
716862773,11320884,N920AK,B39M,ASA817,AS817,LAX,HNL,HNL,
716863682,10499941,N113AN,A321,AAL1379,AA1379,LAX,BOS,BOS,
716871709,11399572,N998NN,B738,AAL1007,AA1007,LAX,ORD,ORD,
716868456,10489179,N102NN,A321,AAL238,AA238,LAX,JFK,JFK,
716870202,10603269,N2142J,A21N,JBU424,B6424,LAX,JFK,JFK,
716873211,3754473,FGSPJ,B772,AFR077,AF77,PPT,LAX,LAX,
716870563,11273390,N8736J,B38M,SWA1333,WN1333,LAX,KOA,KOA,
716867987,10543592,N156QS,GLEX,N156QS,,KOA,LAX,LAX,
716876722,11363438,N962JT,A321,JBU524,B6524,LAX,JFK,JFK,
716875341,11326890,N926NK,A20N,NKS1047,NK1047,FLL,LAX,LAX,
716879084,10813741,N421UW,A21N,AAL658,AA658,LAX,PHL,PHL,
