flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
652714535,4960644,TCLLD,B789,THY9,TK9,IST,LAX,LAX,
652728084,7785910,9VSMV,A359,SIA38,SQ38,SIN,LAX,LAX,
652722286,7701797,RPC3501,A359,PAL102,PR102,MNL,LAX,LAX,
652743424,4344683,MLWCW,GL7T,MLWCW,,ZRH,LAX,LAX,
652733465,9015460,B18772,B77L,CAL5155,CI5155,LAX,KIX,KIX,
652743849,7454249,HL7629,B748,KAL213,KE213,ICN,LAX,LAX,
652740344,7455586,HL8362,A359,AAR2067,OZ2067,ICN,LAX,LAX,
652744326,3754506,FGSQK,B77W,AFR5392,AF5392,CDG,LAX,LAX,
652744189,7867320,B2097,B77L,CAO1060,CAO1060,LAX,PVG,PVG,
652740192,11125073,N728AN,B77W,AAL2289,AA2289,MIA,LAX,LAX,
652741059,4221768,GVAHH,B789,VIR681B,,LHR,LAX,LAX,
652749380,10844880,N452PA,B744,PAC717,PO717,LAX,NRT,NRT,
652754569,9015320,B18052,B77W,CAL008,CI8,TPE,LAX,LAX,
652752811,4222328,GZBKB,B789,BAW269,BA269,LHR,LAX,LAX,
652756949,7453728,HL7420,B744,AAR284,OZ284,ICN,LAX,LAX,
652750203,7867188,B5931,A332,CES7809,MU7809,SZX,LAX,LAX,
652761786,10559159,N171US,A321,AAL2910,AA2910,CLT,LAX,LAX,
652764199,11172822,N775CK,B77L,CKS259,K4259,LAX,SYD,SYD,
652775526,11225833,N827AN,B789,AAL9736,AA9736,PVG,LAX,LAX,
652775715,10817087,N425AN,A21N,AAL481,AA481,PHL,LAX,LAX,
652780095,434496,A7BFG,B77L,QTR8176,QR8176,LAX,LUX,LUX,
652783269,7453186,HL7202,B77W,KAL018,KE18,LAX,ICN,ICN,
652782239,4451049,MATEX,FA8X,MATEX,,SNN,LAX,LAX,
652782411,10602538,N2138U,B77W,UAL2804,UA2804,LAX,TPE,TPE,
652783638,10910593,N517AS,B738,ASA298,AS298,LAX,SJO,SJO,
652785778,7867115,B2041,B77L,CSN443,CZ443,PVG,LAX,LAX,
652785166,10536097,N149FE,B763,FDX3013,FX3013,EWR,LAX,LAX,
652787523,10825300,N433AS,B739,ASA282,AS282,LAX,LIR,LIR,
652788361,11221078,N822AN,B789,AAL9706,AA9706,PVG,LAX,LAX,
652786147,11183837,N786AN,B772,AAL2283,AA2283,MIA,LAX,LAX,
652787977,7865821,B2077,B77L,CKK222,CK222,LAX,PVG,PVG,
652786470,11252999,N8531Q,B738,SWA479,WN479,BWI,LAX,LAX,
652791763,11391862,N990JL,A321,JBU324,B6324,LAX,JFK,JFK,
652791653,8819148,JA785A,B77W,ANA5,NH5,LAX,NRT,NRT,
652791542,7864882,BLJB,B748,CPA2091,CX2091,LAX,ANC,ANC,
652794559,11265096,N86534,B738,UAL1209,UA1209,IAD,LAX,LAX,
652792788,11185855,N788FD,B752,FDX1359,FX1359,FAT,LAX,MEM,
652792782,10712830,N322NV,A319,AAY306,G4306,LAX,MEM,MEM,
652795041,11327051,N926UW,A321,AAL2604,AA2604,CLT,LAX,LAX,
652796193,8815356,JA741J,B77W,JAL061,JL61,LAX,NRT,NRT,
652795615,10806976,N415AN,A21N,AAL143,AA143,LAX,HNL,HNL,
