flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
717004059,7865278,B6545,A332,CES7577,MU7577,PVG,LAX,LAX,
717009748,7453189,HL7205,B77W,KAL8015,KE8015,ICN,LAX,LAX,
716987393,9015456,B18771,B77L,CAL5117,CI5117,LAX,TPE,TPE,
716994528,7866140,B2083,B77L,CKK230,CK230,LAX,SZX,SZX,
717004025,10797101,N405KZ,B744,GTI7101,KZ7101,LAX,NRT,NRT,
716981690,8145185,VHOQB,A388,QFA11,QF11,SYD,LAX,LAX,
717005567,7701116,RPC7772,B77W,PAL102,PR102,MNL,LAX,LAX,
717008549,7867320,B2097,B77L,CAO1051,CA1051,PVG,LAX,LAX,
717009434,7454840,HL8078,A359,AAR2067,OZ2067,ICN,LAX,LAX,
716997132,7868425,B7800,B789,CCA681,CA681,PEK,LAX,LAX,
716996501,4921633,HBJNL,B77W,SWR40,LX40,ZRH,LAX,LAX,
717000734,7785913,9VSMY,A359,SIA38,SQ38,SIN,LAX,LAX,
716973759,4958546,TCJJR,B77W,THY9,TK9,IST,LAX,LAX,
717024960,4221701,GSTBL,B77W,BAW269,BA269,LHR,LAX,LAX,
717017112,4595541,OHLWN,A359,FIN1,AY1,HEL,LAX,LAX,
717026251,9015516,B16713,B77W,EVA016,BR16,TPE,LAX,LAX,
717015971,4224979,GVTEA,A35K,VIR23J,VS23,LHR,LAX,LAX,
717019297,7453731,HL7423,B744,AAR284,OZ284,ICN,LAX,LAX,
717017941,7866219,B2085,B77W,CCA655,CA655,PEK,LAX,LAX,
717028793,7870133,B308M,A359,CCA601,CA601,PEK,LAX,LAX,
717031689,11234042,N835AN,B789,AAL9726,AA9726,LAX,ICN,ICN,
717027002,9015326,B18005,B77W,CAL008,CI8,TPE,LAX,LAX,
717026922,9015460,B18772,B77L,CAL5137,CI5137,LAX,TPE,TPE,
717034087,10648696,N25982,B789,UAL32,UA32,LAX,NRT,NRT,
717030610,7867116,B2042,B77L,CSN442,CZ442,LAX,PVG,PVG,
717034650,11169969,N772CK,B77L,CKS259,K4259,LAX,SYD,SYD,
717037770,10837574,N445MC,B744,PAC717,PO717,LAX,ICN,ICN,
717041039,4342912,VQBFL,B77W,AFL108,SU108,SVO,LAX,LAX,
717041996,10808878,N417AN,A21N,AAL271,AA271,LAX,OGG,OGG,
717035715,11365340,N964JT,A321,JBU1700,B61700,LAX,FLL,FLL,
717042999,10488228,N101NN,A321,AAL1379,AA1379,LAX,BOS,BOS,
717045686,10599570,N2105J,A21N,JBU424,B6424,LAX,JFK,JFK,
717043246,11343200,N942JB,A321,JBU324,B6324,LAX,JFK,JFK,
717046293,7871853,B221S,B77L,CKK224,CK224,LAX,PVG,PVG,
717043005,8836644,JA825J,B788,TZP23,ZG23,LAX,NRT,NRT,
717045948,10825430,N433FX,E545,LXJ433,LXJ433,LAX,VRB,VRB,
717048812,11273390,N8736J,B38M,SWA1333,WN1333,LAX,KOA,KOA,
717048462,11066747,N670UA,B763,UAL786,UA786,LAX,EWR,EWR,
717051821,10795914,N404AN,A21N,AAL658,AA658,LAX,PHL,PHL,
717049913,10495836,N109NN,A321,AAL238,AA238,LAX,JFK,JFK,
717052428,434662,A7BFI,B77L,QTR8174,QR8174,LAX,STN,STN,
717047732,7454224,HL7610,B748,KAL213D,KE213,ICN,LAX,LAX,
717052335,11318381,N918AK,B39M,ASA817,AS817,LAX,HNL,HNL,
717056361,7454785,HL8041,B77W,KAL018,KE18,LAX,ICN,ICN,
717055931,11390317,N989JT,A321,JBU1388,B61388,LAX,BOS,BOS,
717054994,12589353,CFJNS,CL60,CFJNS,,YOW,LAX,LAX,
717053761,7865769,B2073,B77L,CSN443,CZ443,PVG,LAX,LAX,
717058115,10498990,N112AN,A321,AAL274,AA274,LAX,JFK,JFK,
717059328,10493934,N107NN,A321,AAL32,AA32,LAX,JFK,JFK,
717059769,11239668,N840MH,B764,DAL326,DL326,JFK,LAX,LAX,
717056935,434634,A7CGE,GLF6,QQE727,QE727,LAX,LTN,LTN,
717059953,11345118,N944JT,A321,JBU2223,B62223,JFK,LAX,LAX,
717057646,10817087,N425AN,A21N,AAL2851,AA2851,LAX,TPA,TPA,
717058734,10600864,N212HA,A21N,HAL61,HA61,LAX,KOA,KOA,
717057556,10572695,N185DN,B763,DAL439,DL439,JFK,LAX,LAX,
717056733,11121269,N724AN,B77W,AAL1536,AA1536,MIA,LAX,LAX,
717062219,11244423,N845MH,B764,DAL562,DL562,LAX,JFK,JFK,
717060492,11156194,N75851,B753,UAL1221,UA1221,HNL,LAX,LAX,
717062161,11388415,N987JT,A321,JBU524,B6524,LAX,JFK,JFK,
717064602,11265401,N866DN,B739,DAL910,DL910,LAX,TPA,TPA,
717064150,8819114,JA784A,B77W,ANA5,NH5,LAX,NRT,NRT,
717065737,9003376,A6EFJ,B77L,UAE9936,EK9936,LAX,FRA,FRA,
717066411,11347955,N947JB,A321,JBU2885,B62885,LAX,MIA,MIA,
717066870,8814508,JA733J,B77W,JAL061,JL61,LAX,NRT,NRT,
717066308,10991481,N597AS,B738,ASA290,AS290,LAX,GDL,GDL,
717067162,10918305,N524UW,A321,AAL2184,AA2184,LAX,ORD,ORD,
717067405,10783375,N392DN,A321,DAL483,DL483,LAX,ATL,ATL,
717067686,10508771,N12109,B752,UAL751,UA751,EWR,LAX,LAX,
717066996,11376657,N975UY,A321,AAL352,AA352,CLT,LAX,LAX,
717068574,854859,XAMAT,B38M,AMX642,AM642,MEX,LAX,LAX,
717069356,11059126,N663DN,B752,DAL8928,DL8928,LAX,MEM,MEM,
717069618,12587072,CFGDZ,B789,ACA792,AC792,LAX,YYZ,YYZ,
717070487,10912964,N519VL,A320,VOI663,Y4663,LAX,OAX,OAX,
717069721,10755700,N36469,B739,UAL1677,UA1677,MCO,LAX,LAX,
717070477,10502794,N116AN,A321,AAL341,AA341,JFK,LAX,LAX,
717070631,11029858,N634JB,A320,JBU536,B6536,LAX,SFO,SFO,
717069903,10902390,N509AY,A321,AAL319,AA319,ORD,LAX,LAX,
717072102,10504781,N118DY,A321,DAL335,DL335,ATL,LAX,LAX,
717071549,10603269,N2142J,A21N,JBU2123,B62123,LAX,,,
717071281,10497172,N110DX,A321,DAL1200,DL1200,LAX,DTW,DTW,
717071950,10931016,N537JT,A320,JBU1464,B61464,SJD,LAX,LAX,
717070978,11382709,N981JT,A321,JBU688,B6688,LAX,BOS,BOS,
717071415,11192997,N795AN,B772,AAL2286,AA2286,LAX,MIA,MIA,
717072035,11004388,N609NK,A320,NKS3501,NK3501,ORD,LAX,LAX,
717072500,10948638,N554UW,A321,AAL1925,AA1925,LAX,CLT,CLT,
717073253,10812332,N420AN,A21N,AAL2532,AA2532,LAX,DCA,DCA,
717072810,10933167,N539US,B752,L,DL630,MEX,LAX,LAX,
717073621,11095036,N69885,B739,UAL1877,UA1877,IAH,LAX,LAX,
717073718,10700961,N310UP,B763,UPS2900,5X2900,SDF,LAX,LAX,
717073640,8814474,JA732J,B77W,JAL15,JL15,LAX,HND,HND,
717074081,7454240,HL7620,B744,AAR281,OZ281,LAX,ICN,ICN,
717075494,10901627,N508JL,A320,JBU817,B6817,AUS,LAX,LAX,
717075644,7454789,HL8045,B77L,KAL274,KE274,LAX,ICN,ICN,
717074886,854463,XAVLR,A320,VOI924,Y4924,AGU,LAX,LAX,
717074967,10658735,N26960,B789,UAL1069,UA1069,LAX,ORD,ORD,
717075286,11043881,N648NK,A320,NKS956,NK956,LAX,MSP,MSP,
717076188,11285623,N886DN,B739,DAL703,DL703,MCO,LAX,LAX,
717076571,11387448,N986JB,A321,JBU187,B6187,BOS,LAX,LAX,
717076334,10929363,N535US,B752,DAL370,DL370,LAX,KOA,KOA,
717075816,10733429,N34222,B738,UAL1757,UA1757,LAX,CLE,CLE,
717076381,10785855,N39416,B739,UAL1635,UA1635,LAX,IAD,IAD,
717076582,10722709,N332DN,A321,DAL567,DL567,LAX,ATL,ATL,
717077178,10906789,N513AS,B738,ASA6,AS6,LAX,DCA,DCA,
717077308,10710696,N320DN,A321,DAL2174,DL2174,DTW,LAX,LAX,
717077067,10507814,N12003,B78X,UAL1497,UA1497,LAX,EWR,EWR,
717077116,7701754,RPC7782,B77W,PAL113,PR113,LAX,MNL,MNL,
717076803,11026294,N630TS,F2TH,EDG63,EDG63,LAX,GYY,GYY,
717078191,11232410,N833MH,B764,DAL323,DL323,LAX,JFK,JFK,
717077536,7786231,9VSWW,B77W,SIA11,SQ11,LAX,NRT,NRT,
717077465,11386608,N985NN,B738,AAL1995,AA1995,SJD,LAX,LAX,
717078137,10809829,N418AN,A21N,AAL143,AA143,LAX,HNL,HNL,
717077792,10492032,N105NN,A321,AAL306,AA306,JFK,LAX,LAX,
717077804,10505947,N119NN,A321,AAL2364,AA2364,ORD,LAX,LAX,
717078053,10509139,N122CA,DC3,N122CA,,PVR,LAX,LAX,
717078555,11176457,N77867,B753,UAL1431,UA1431,LAX,HNL,HNL,
717078468,11215730,N817AW,A319,AAL947,AA947,LAX,PHX,PHX,
717079686,11215730,N817AW,A319,AAL539,AA539,AUS,LAX,LAX,
717079060,8841970,JA880J,B789,JAL6721,JL6721,LAX,NRT,NRT,
717079296,15204879,CCBBJ,B788,LAN603,LA603,LAX,SCL,SCL,
717079724,10503745,N117AN,A321,AAL302,AA302,JFK,LAX,LAX,
717079030,11230129,N8307K,B738,SWA675,WN675,LAX,HNL,HNL,
717079510,11147905,N750EV,CRJ7,SKW6252,AA6252,OKC,LAX,LAX,
717080370,5046546,LXVCI,B748,CLX6691,CV6691,MEX,LAX,LAX,
717080138,11368193,N967JT,A321,JBU823,B6823,JFK,LAX,LAX,
717080482,10939474,N545US,B752,DAL533,DL533,LAX,OGG,OGG,
717080967,10489179,N102NN,A321,AAL382,AA382,LAX,BOS,BOS,
717080992,10983576,N589NW,B753,DAL330,DL330,LAX,HNL,HNL,
717080632,10908033,N514NK,A319,NKS461,NK461,IAH,LAX,LAX,
717081332,10766545,N37502,B39M,UAL1219,UA1219,LAX,OGG,OGG,
717081820,10764898,N3738B,B738,DAL868,DL868,SEA,LAX,LAX,
717081882,11158592,N76021,B772,UAL1683,UA1683,LAX,IAH,IAH,
717081506,10827198,N435AN,A21N,AAL2188,AA2188,DCA,LAX,LAX,
717081479,11221162,N822DX,B752,DAL1056,DL1056,LAX,MSP,MSP,
717082204,10926727,N5322P,C172,N5322P,,LAX,,,
717082020,12595175,CFSDQ,B38M,ACA554,AC554,YVR,LAX,LAX,
717082187,10848809,N456UA,A320,UAL1074,UA1074,IAD,LAX,LAX,
717083024,10904958,N511DN,A359,DAL325,DL325,ATL,LAX,LAX,
717082633,15204930,CCCXG,B763,LPE2476,LA2476,LAX,,,
717082848,10520244,N133DU,BCS1,DAL947,DL947,SAT,LAX,LAX,
717083140,11175982,N778QS,CL35,N778QS,,MHH,LAX,LAX,
717083129,10766821,N3758Y,B738,DAL705,DL705,LAX,SEA,SEA,
717083234,854775,XAMAO,B38M,AMX647,AM647,LAX,MEX,MEX,
717083338,11210102,N811DZ,B739,DAL920,DL920,MSP,LAX,LAX,
717083779,11373804,N972UY,A321,AAL2190,AA2190,LAX,PVR,PVR,
717083848,11176036,N778SW,B737,SWA1573,WN1573,LAX,DEN,DEN,
717084121,11081588,N685TA,A320,TAI523,AV523,LAX,SAL,SAL,
717084630,10798052,N406KZ,B744,GTI8028,5Y8028,SCL,LAX,LAX,
717084614,11168678,N7702A,B737,SWA3035,WN3035,LAX,DAL,DAL,
717084663,11385546,N984JB,A321,JBU1124,B61124,LAX,JFK,JFK,
717084552,10898986,N505SY,E75L,SKW6261,AA6261,LAX,SEA,SEA,
