year,state_zone,count,days,name,state,pop_share
2011,SD059,2,5.9799999999999995,Davison,SD,20663.0
2011,SD060,1,5.47,Hanson,SD,3333.0
2011,SD061,1,5.47,McCook,SD,5880.0
2011,SD062,1,5.64,Minnehaha,SD,199894.0
2011,SD063,2,5.9799999999999995,Charles Mix,SD,9171.0
2011,SD064,2,5.9799999999999995,Douglas,SD,3024.0
2011,SD065,2,5.9799999999999995,Hutchinson,SD,7490.0
2011,SD066,1,5.64,Turner,SD,8809.0
2011,SD067,1,5.64,Lincoln,SD,63243.0
2011,SD068,2,5.9799999999999995,Bon Homme,SD,7214.0
2011,SD069,2,6.1499999999999995,Yankton,SD,23315.0
2011,SD070,2,6.1499999999999995,Clay,SD,14687.0
2011,SD071,2,6.1499999999999995,Union,SD,16644.0
2011,TN001,7,18.19,Lake,TN,7715.0
2011,TN002,7,18.19,Obion,TN,31136.0
2011,TN003,6,16.85,Weakley,TN,33765.0
2011,TN004,6,14.36,Henry,TN,33271.0
2011,TN005,2,2.44,Stewart,TN,13559.0
2011,TN006,2,2.44,Montgomery,TN,211276.0
2011,TN019,7,15.74,Dyer,TN,37737.0
2011,TN020,7,15.18,Gibson,TN,49640.0
2011,TN021,4,10.370000000000001,Carroll,TN,28654.0
2011,TN022,2,2.44,Benton,TN,16312.0
2011,TN023,2,2.44,Houston,TN,8421.0
2011,TN024,2,2.44,Humphreys,TN,18723.0
2011,TN025,1,0.27,Dickson,TN,56022.0
2011,TN048,7,17.37,Lauderdale,TN,26735.0
2011,TN049,8,17.71,Tipton,TN,65133.0
2011,TN050,7,16.990000000000002,Haywood,TN,17862.0
2011,TN051,7,15.69,Crockett,TN,14363.0
2011,TN052,5,11.2,Madison,TN,99184.0
2011,TN053,6,11.2,Chester,TN,17605.0
2011,TN054,4,10.37,Henderson,TN,28309.0
2011,TN055,4,10.37,Decatur,TN,11850.0
2011,TN056,1,0.27,Perry,TN,8260.0
2011,TN057,1,0.27,Hickman,TN,26030.0
2011,TN058,1,0.27,Lewis,TN,12801.0
2011,TN088,8,17.96,Shelby,TN,941334.0
2011,TN089,7,15.65,Fayette,TN,44386.0
2011,TN090,6,11.2,Hardeman,TN,26075.0
2011,TN091,6,11.2,McNairy,TN,25943.0
2011,TN092,5,10.37,Hardin,TN,25712.0
2011,TN093,1,0.27,Wayne,TN,16939.0
2011,TN094,1,0.27,Lawrence,TN,44513.0
2011,TX082,1,0.87,Terrell,TX,1023.0
2011,TX083,1,7.81,Hardeman,TX,4065.0
2011,TX084,1,7.81,Foard,TX,1280.0
2011,TX085,1,7.81,Wilbarger,TX,13347.0
2011,TX086,1,7.81,Wichita,TX,132886.0
2011,TX087,1,7.81,Knox,TX,3647.0
2011,TX088,1,7.81,Baylor,TX,3772.0
2011,TX089,1,7.81,Archer,TX,9242.0
2011,TX090,1,7.81,Clay,TX,11204.0
2011,TX091,2,6.5,Montague,TX,20876.0
2011,TX092,2,6.5,Cooke,TX,42640.0
2011,TX093,2,6.5,Grayson,TX,140516.0
2011,TX094,2,6.5,Fannin,TX,37659.0
2011,TX095,2,6.5,Lamar,TX,51695.0
2011,TX096,1,6.13,Red River,TX,12761.0
2011,TX097,1,6.13,Bowie,TX,96817.0
2011,TX100,2,6.5,Young,TX,18434.0
2011,TX101,2,6.5,Jack,TX,9453.0
2011,TX102,2,6.5,Wise,TX,71376.0
2011,TX103,2,6.5,Denton,TX,939829.0
2011,TX104,2,6.5,Collin,TX,1092426.0
2011,TX105,2,6.5,Hunt,TX,99634.0
2011,TX106,2,6.5,Delta,TX,5529.0
2011,TX107,2,6.5,Hopkins,TX,37816.0
2011,TX108,1,6.13,Franklin,TX,12000.0
2011,TX109,1,6.13,Titus,TX,34138.0
2011,TX110,1,6.13,Camp,TX,13292.0
2011,TX111,1,6.13,Morris,TX,12970.0
2011,TX112,1,6.13,Cass,TX,31366.0
2011,TX115,2,6.5,Stephens,TX,9922.0
2011,TX116,2,6.5,Palo Pinto,TX,30375.0
2011,TX117,2,6.5,Parker,TX,142234.0
2011,TX118,2,6.5,Tarrant,TX,2115643.0
2011,TX119,2,6.5,Dallas,TX,2696739.0
2011,TX120,2,6.5,Rockwall,TX,109567.0
2011,TX121,2,6.5,Kaufman,TX,136008.0
2011,TX122,2,6.5,Van Zandt,TX,58147.0
2011,TX123,2,6.5,Rains,TX,12755.0
2011,TX124,1,6.13,Wood,TX,47943.0
2011,TX125,1,6.13,Upshur,TX,43275.0
2011,TX126,1,6.13,Marion,TX,10483.0
2011,TX129,1,1.02,Eastland,TX,19465.0
2011,TX130,1,1.02,Erath,TX,45169.0
2011,TX131,2,6.5,Hood,TX,61798.0
2011,TX132,2,6.5,Somervell,TX,9448.0
2011,TX133,2,6.5,Johnson,TX,183307.0
2011,TX134,2,6.5,Ellis,TX,191824.0
2011,TX135,2,6.5,Henderson,TX,87150.0
2011,TX136,1,6.13,Smith,TX,237859.0
2011,TX137,1,6.13,Gregg,TX,126763.0
2011,TX138,1,6.13,Harrison,TX,69533.0
2011,TX141,1,1.02,Comanche,TX,14569.0
2011,TX142,1,1.02,Mills,TX,5070.0
2011,TX143,1,1.02,Hamilton,TX,9135.0
2011,TX144,1,1.02,Bosque,TX,19883.0
2011,TX145,2,6.5,Hill,TX,38051.0
2011,TX146,2,6.5,Navarro,TX,52662.0
2011,TX147,2,6.5,Freestone,TX,20999.0
2011,TX148,2,6.5,Anderson,TX,61421.0
2011,TX149,1,6.13,Cherokee,TX,55756.0
2011,TX150,1,6.13,Rusk,TX,56058.0
2011,TX151,1,6.13,Panola,TX,24953.0
2011,TX152,1,6.13,Nacogdoches,TX,68114.0
2011,TX153,1,6.13,Shelby,TX,27934.0
2011,TX156,1,1.02,Lampasas,TX,22569.0
2011,TX157,1,1.02,Coryell,TX,81831.0
2011,TX158,2,6.5,Bell,TX,375266.0
2011,TX159,2,6.5,McLennan,TX,264093.0
2011,TX160,2,6.5,Falls,TX,18403.0
2011,TX161,2,6.5,Limestone,TX,24553.0
2011,TX162,2,6.5,Leon,TX,17860.0
2011,TX165,1,6.13,Angelina,TX,90191.0
2011,TX166,1,6.13,San Augustine,TX,8766.0
2011,TX167,1,6.13,Sabine,TX,11611.0
2011,TX174,2,6.5,Milam,TX,26920.0
2011,TX175,2,6.5,Robertson,TX,18753.0
2011,VA025,3,4.33,Augusta,VA,119415.0
2011,VA026,3,4.33,Rockingham,VA,133662.0
2011,VA027,3,4.52,Shenandoah,VA,44483.0
2011,VA028,3,4.52,Frederick,VA,121654.0
2011,VA029,3,4.52,Page,VA,19734.0
2011,VA030,3,4.52,Warren,VA,38565.0
2011,VA031,3,4.52,Clarke,VA,15244.0
2011,VA036,4,6.78,Nelson,VA,12761.0
2011,VA037,4,6.78,Albemarle,VA,153821.0
2011,VA038,4,6.78,Greene,VA,15428.0
2011,VA039,4,6.779999999999999,Madison,VA,11224.0
2011,VA040,4,6.779999999999999,Rappahannock,VA,5983.0
2011,VA046,1,1.19,Appomattox,VA,16327.0
2011,VA047,1,1.19,Buckingham,VA,18165.0
2011,VA048,2,3.69,Fluvanna,VA,28347.0
2011,VA050,4,6.84,Orange,VA,37992.0
2011,VA051,4,6.84,Culpeper,VA,53322.0
2011,VA052,4,6.84,Prince William/Manassas/Manassas Park,VA,523937.0
2011,VA053,4,6.84,Fairfax,VA,1167043.0
2011,VA054,4,6.84,Arlington/Falls Church/Alexandria,VA,405208.0
2011,VA055,4,6.84,Stafford,VA,156658.0
2011,VA056,4,6.84,Spotsylvania,VA,167311.0
2011,VA057,4,6.84,King George,VA,26527.0
2011,VA059,1,1.19,Charlotte,VA,12626.0
2011,VA060,2,3.69,Prince Edward,VA,23592.0
2011,VA061,2,3.69,Cumberland,VA,10355.0
2011,VA062,2,3.69,Goochland,VA,25495.0
2011,VA064,2,3.69,Caroline,VA,32455.0
2011,VA065,2,3.69,Mecklenburg,VA,32072.0
2011,VA066,2,3.69,Lunenburg,VA,13418.0
2011,VA067,2,3.69,Nottoway,VA,15997.0
2011,VA068,2,3.69,Amelia,VA,13604.0
2011,VA069,2,3.69,Powhatan,VA,31378.0
2011,VA075,2,3.69,Westmoreland,VA,18748.0
2011,VA076,2,3.69,Richmond,VA,10100.0
2011,VA077,2,3.69,Northumberland,VA,13602.0
2011,VA078,2,3.69,Lancaster,VA,12114.0
2011,VA079,2,3.69,Brunswick,VA,17458.0
2011,VA080,2,3.69,Dinwiddie,VA,29321.0
2011,VA081,2,3.69,Prince George,VA,92992.0
2011,VA082,2,3.69,Charles City,VA,7512.0
2011,VA083,2,3.69,New Kent,VA,23915.0
2011,VA084,2,3.69,Gloucester,VA,40060.0
2011,VA085,2,3.69,Middlesex,VA,11009.0
2011,VA086,2,3.69,Mathews,VA,8793.0
2011,VA087,2,3.69,Greensville,VA,17901.0
2011,VA088,2,3.69,Sussex,VA,12145.0
2011,VA089,2,3.69,Surry,VA,7500.0
2011,VA090,2,3.69,James City,VA,93151.0
2011,VA092,2,3.69,Southampton,VA,26616.0
2011,VA093,2,3.69,Isle of Wight,VA,38612.0
2011,VA095,2,3.69,Norfolk/Portsmouth,VA,341450.0
2011,VA096,2,3.69,Suffolk,VA,96400.0
2011,VA097,2,3.69,Chesapeake,VA,250168.0
2011,VA098,2,3.6900000000000004,Virginia Beach,VA,448514.0
2011,VA099,2,3.6900000000000004,Accomack,VA,31141.0
2011,VA100,2,3.6900000000000004,Northampton,VA,11518.0
2011,VA501,4,6.78,Northern Fauquier,VA,40687.0
2011,VA502,4,6.84,Southern Fauquier,VA,32880.0
2011,WI001,2,5.77,Douglas,WI,44230.0
2011,WI002,2,5.77,Bayfield,WI,15303.0
2011,WI003,2,5.77,Ashland,WI,15587.0
2011,WI004,2,5.77,Iron,WI,5696.0
2011,WI006,2,5.77,Burnett,WI,15534.0
2011,WI007,2,5.77,Washburn,WI,16289.0
2011,WI008,2,5.77,Sawyer,WI,16837.0
2011,WI009,2,5.77,Price,WI,13644.0
2011,WI014,2,5.7299999999999995,Polk,WI,45095.0
2011,WI015,2,5.73,Barron,WI,46386.0
2011,WI016,2,5.73,Rusk,WI,15011.0
2011,WI017,2,5.880000000000001,Taylor,WI,20778.0
2011,WI020,1,4.2,Menominee,WI,4567.0
2011,WI023,2,5.7299999999999995,St. Croix,WI,92756.0
2011,WI024,2,5.73,Pierce,WI,43497.0
2011,WI025,2,5.73,Dunn,WI,45718.0
2011,WI026,2,5.73,Pepin,WI,7505.0
2011,WI027,2,5.73,Chippewa,WI,65837.0
2011,WI028,2,5.73,Eau Claire,WI,106271.0
2011,WI029,2,5.880000000000001,Clark,WI,35366.0
2011,WI030,2,5.18,Marathon,WI,136306.0
2011,WI031,2,5.18,Shawano,WI,41845.0
2011,WI032,3,6.4,Buffalo,WI,13538.0
2011,WI033,3,6.4,Trempealeau,WI,30173.0
2011,WI034,3,6.4,Jackson,WI,20255.0
2011,WI035,2,5.18,Wood,WI,74919.0
2011,WI036,2,5.18,Portage,WI,72271.0
2011,WI037,2,5.18,Waupaca,WI,51987.0
2011,WI038,2,5.18,Outagamie,WI,189812.0
2011,WI039,2,5.18,Brown,WI,265316.0
2011,WI041,3,6.4,La Crosse,WI,120351.0
2011,WI042,3,6.4,Monroe,WI,46970.0
2011,WI043,3,6.4,Juneau,WI,27110.0
2011,WI044,3,6.4,Adams,WI,21272.0
2011,WI045,2,5.18,Waushara,WI,24639.0
2011,WI046,2,5.43,Marquette,WI,15920.0
2011,WI047,2,5.43,Green Lake,WI,19339.0
2011,WI048,2,5.18,Winnebago,WI,173592.0
2011,WI049,2,5.18,Calumet,WI,52738.0
2011,WI053,3,6.4,Vernon,WI,31030.0
2011,WI054,3,6.4,Crawford,WI,16561.0
2011,WI055,3,6.4,Richland,WI,17681.0
2011,WI056,2,5.87,Sauk,WI,64844.0
2011,WI057,2,5.43,Columbia,WI,58530.0
2011,WI058,1,3.5,Dodge,WI,90330.0
2011,WI061,3,6.4,Grant,WI,52573.0
2011,WI062,2,5.97,Iowa,WI,24342.0
2011,WI063,2,5.529999999999999,Dane,WI,557753.0
2011,WI064,1,3.5,Jefferson,WI,85812.0
2011,WI067,2,5.97,Lafayette,WI,16840.0
2011,WI068,2,5.529999999999999,Green,WI,37306.0
2011,WI069,2,5.529999999999999,Rock,WI,163782.0
2011,WI070,1,3.5,Walworth,WI,105427.0
2011,WV001,3,1.84,Hancock,WV,29137.0
2011,WV002,3,1.84,Brooke,WV,22659.0
2011,WV003,3,1.84,Ohio,WV,42416.0
2011,WV004,3,1.84,Marshall,WV,31944.0
2011,WV005,2,1.6700000000000002,Wayne,WV,43522.0
2011,WV006,2,1.6700000000000002,Cabell,WV,94093.0
2011,WV007,2,1.6700000000000002,Mason,WV,27416.0
2011,WV008,2,1.6700000000000002,Jackson,WV,28924.0
2011,WV009,2,1.6700000000000002,Wood,WV,84140.0
2011,WV010,2,1.6700000000000002,Pleasants,WV,7844.0
2011,WV011,2,1.6700000000000002,Tyler,WV,9289.0
2011,WV012,3,1.84,Wetzel,WV,15820.0
2011,WV013,1,1.35,Lincoln,WV,21375.0
2011,WV014,2,1.6700000000000002,Putnam,WV,58143.0
2011,WV015,1,1.35,Kanawha,WV,182797.0
2011,WV016,1,1.35,Roane,WV,14305.0
2011,WV017,1,1.35,Wirt,WV,5771.0
2011,WV018,1,1.35,Calhoun,WV,7818.0
2011,WV019,1,1.35,Ritchie,WV,9887.0
2011,WV020,1,1.35,Doddridge,WV,8301.0
2011,WV021,2,1.58,Marion,WV,55615.0
2011,WV024,1,1.35,Mingo,WV,29125.0
2011,WV025,1,1.35,Logan,WV,37779.0
2011,WV026,1,1.35,Boone,WV,25409.0
2011,WV027,1,1.35,Clay,WV,9456.0
2011,WV028,1,1.35,Braxton,WV,13939.0
2011,WV029,1,1.35,Gilmer,WV,8355.0
2011,WV030,1,1.35,Lewis,WV,16110.0
2011,WV031,1,1.35,Harrison,WV,69717.0
2011,WV032,1,1.35,Taylor,WV,17127.0
2011,WV051,3,4.52,Morgan,WV,18790.0
2011,WV052,3,4.52,Berkeley,WV,124255.0
2011,WV053,3,4.52,Jefferson,WV,58923.0
2012,AL001,3,3.24,Lauderdale,AL,94535.0
2012,AL002,3,3.24,Colbert,AL,56523.0
2012,AL003,3,3.0,Franklin,AL,31586.0
2012,AL004,3,3.0,Lawrence,AL,34680.0
2012,AL005,3,2.3400000000000003,Limestone,AL,96933.0
2012,AL006,3,2.34,Madison,AL,380512.0
2012,AL007,3,2.34,Morgan,AL,121507.0
2012,AL008,1,0.3,Marshall,AL,97653.0
2012,AL009,1,0.3,Jackson,AL,53751.0
2012,AL010,1,0.3,DeKalb,AL,73273.0
2012,AL011,1,1.4,Marion,AL,30752.0
2012,AL012,1,1.4,Lamar,AL,14710.0
2012,AL013,1,1.4,Fayette,AL,16747.0
2012,AL014,1,1.4,Winston,AL,24356.0
2012,AL015,1,1.4,Walker,AL,66024.0
2012,AL016,3,2.34,Cullman,AL,85722.0
2012,AL017,1,1.4,Blount,AL,60084.0
2012,AL018,1,1.4,Etowah,AL,103308.0
2012,AL019,1,1.4,Calhoun,AL,116542.0
2012,AL020,1,1.4,Cherokee,AL,26463.0
2012,AL021,1,1.4,Cleburne,AL,15562.0
2012,AL022,1,1.4,Pickens,AL,20704.0
2012,AL023,1,1.4,Tuscaloosa,AL,210879.0
2012,AL024,1,1.4,Jefferson,AL,671851.0
2012,AL025,1,1.4,Shelby,AL,221377.0
2012,AL026,1,1.4,St. Clair,AL,93126.0
2012,AL027,1,1.4,Talladega,AL,82155.0
2012,AL028,1,1.4,Clay,AL,13566.0
2012,AL029,1,1.4,Randolph,AL,23587.0
2012,AL030,1,1.4,Sumter,AL,13644.0
2012,AL031,1,1.4,Greene,AL,8365.0
2012,AL032,1,1.4,Hale,AL,15249.0
2012,AL033,1,1.4,Perry,AL,10225.0
2012,AL034,1,1.4,Bibb,AL,23096.0
2012,AL035,1,1.4,Chilton,AL,45586.0
2012,AL036,1,1.4,Coosa,AL,11449.0
2012,AL037,1,1.4,Tallapoosa,AL,42131.0
2012,AL038,1,1.4,Chambers,AL,33468.0
2012,AL039,1,1.4,Marengo,AL,20443.0
2012,AL040,1,1.4,Dallas,AL,40988.0
2012,AL041,1,1.4,Autauga,AL,58230.0
2012,AL042,1,1.4,Lowndes,AL,11352.0
2012,AL043,1,1.4,Elmore,AL,85785.0
2012,AL044,1,1.4,Montgomery,AL,233217.0
2012,AL045,1,1.4,Macon,AL,20627.0
2012,AL046,1,1.4,Bullock,AL,10945.0
2012,AL047,1,1.4,Lee,AL,163117.0
2012,AL048,1,1.4,Russell,AL,58944.0
2012,AL049,1,1.4,Pike,AL,33790.0
2012,AL050,1,1.4,Barbour,AL,26333.0
2012,AL065,2,0.64,Coffee,AL,52923.0
2012,AL066,2,0.64,Dale,AL,50739.0
2012,AL067,2,0.64,Henry,AL,18035.0
2012,AL068,2,0.64,Geneva,AL,27080.0
2012,AL069,2,0.64,Houston,AL,107527.0
2012,AR001,1,5.14,Benton,AR,282576.0
2012,AR008,1,0.66,Randolph,AR,18351.0
2012,AR009,1,0.66,Clay,AR,15332.0
2012,AR010,1,5.14,Washington,AR,244221.0
2012,AR017,2,0.8500000000000001,Lawrence,AR,17218.0
2012,AR018,1,0.66,Greene,AR,45883.0
2012,AR019,1,7.64,Crawford,AR,66396.0
2012,AR025,1,0.51,Jackson,AR,18389.0
2012,AR026,4,1.73,Craighead,AR,113593.0
2012,AR027,4,1.73,Poinsett,AR,24458.0
2012,AR028,3,1.54,Mississippi,AR,44005.0
2012,AR029,5,16.98,Sebastian,AR,131600.0
2012,AR034,1,0.51,Woodruff,AR,6832.0
2012,AR035,3,1.07,Cross,AR,17302.0
2012,AR036,2,0.88,Crittenden,AR,48749.0
2012,AR044,1,0.51,Pulaski,AR,395185.0
2012,AR045,1,0.51,Lonoke,AR,75832.0
2012,AR046,1,0.51,Prairie,AR,9140.0
2012,AR047,1,0.51,Monroe,AR,7486.0
2012,AR048,4,2.07,St. Francis,AR,27726.0
2012,AR049,4,2.0700000000000003,Lee,AR,10124.0
2012,AR056,1,0.51,Jefferson,AR,75060.0
2012,AR057,1,0.51,Arkansas,AR,17935.0
2012,AR058,4,2.07,Phillips,AR,20773.0
2012,AR063,1,0.51,Cleveland,AR,9213.0
2012,AR064,1,0.51,Lincoln,AR,14026.0
2012,AR065,1,0.51,Desha,AR,12669.0
2012,AR068,1,0.51,Bradley,AR,10991.0
2012,AR069,1,0.51,Drew,AR,18570.0
2012,AR074,1,2.72,Ashley,AR,20809.0
2012,AR075,1,2.72,Chicot,AR,11265.0
2012,AZ001,1,0.25,Northwest Plateau,AZ,72720.0
2012,AZ002,6,10.9,Lake Havasu and Fort Mohave,AZ,9169.0
2012,AZ003,6,10.9,Northwest Deserts,AZ,112138.0
2012,AZ006,3,4.75,Grand Canyon Country,AZ,9330.0
2012,AZ018,3,5.359999999999999,Northern Gila County,AZ,30183.0
2012,AZ036,6,10.9,Lake Mead National Recreation Area,AZ,29854.0
2012,AZ037,3,5.36,Yavapai County Valleys and Basins,AZ,145529.0
2012,CA048,4,5.220000000000001,San Bernardino and Riverside County Valleys-The Inland Empire,CA,503253.0
2012,CA053,5,5.43,Ventura County Mountains,CA,433717.0
2012,CA054,5,5.43,Los Angeles County Mountains,CA,3120952.0
2012,CA060,2,3.7,Apple and Lucerne Valleys,CA,238672.0
2012,CA061,4,10.11,Coachella Valley,CA,259834.0
2012,CA062,4,10.11,San Diego County Deserts,CA,743069.0
2012,CA088,5,5.43,Santa Clarita Valley,CA,475120.0
2012,CA520,1,0.09,Owens Valley,CA,2825.0
2012,CA522,6,10.9,Death Valley National Park,CA,12894.0
2012,CA523,6,10.9,Western Mojave Desert,CA,535599.0
2012,CA524,6,10.9,"Eastern Mojave Desert, Including the Mojave National Preserve",CA,665578.0
2012,CA525,6,10.9,Morongo Basin,CA,186916.0
2012,CA526,6,10.9,Cadiz Basin,CA,283473.0
2012,CA527,6,10.9,San Bernardino County-Upper Colorado River Valley,CA,100492.0
2012,CA547,5,5.43,Los Angeles County San Fernando Valley,CA,883420.0
2012,CA548,4,4.13,Los Angeles County San Gabriel Valley,CA,1042608.0
2012,DC001,6,4.91,District of Columbia,DC,700751.0
2012,DE001,12,25.6,New Castle,DE,569031.0
2012,DE002,3,3.5100000000000002,Kent,DE,183142.0
2012,DE003,3,3.5100000000000002,Inland Sussex,DE,237530.0
2012,DE004,3,3.5100000000000002,Delaware Beaches,DE,13411.0
2012,GA025,1,0.76,Jackson,GA,73864.0
2012,GA027,2,2.24,Madison,GA,31194.0
2012,GA029,2,1.88,Elbert,GA,20118.0
2012,GA035,1,0.76,Barrow,GA,85045.0
2012,GA036,2,2.24,Clarke,GA,128546.0
2012,GA037,2,2.24,Oconee,GA,40989.0
2012,GA038,2,2.24,Oglethorpe,GA,16353.0
2012,GA039,2,2.24,Wilkes,GA,10255.0
2012,GA046,1,0.76,Rockdale,GA,91870.0
2012,GA047,1,0.76,Walton,GA,96394.0
2012,GA048,1,0.76,Newton,GA,112901.0
2012,GA049,2,2.24,Morgan,GA,19507.0
2012,GA050,2,2.24,Greene,GA,18506.0
2012,GA051,2,2.24,Taliaferro,GA,1637.0
2012,GA056,1,0.76,Spalding,GA,68695.0
2012,GA057,1,0.76,Henry,GA,242020.0
2012,GA058,1,0.76,Butts,GA,27670.0
2012,GA059,2,2.24,Jasper,GA,14986.0
2012,GA060,2,2.24,Putnam,GA,22512.0
2012,GA061,2,2.24,Hancock,GA,9416.0
2012,GA062,2,2.24,Warren,GA,5608.0
2012,GA068,1,0.76,Pike,GA,19312.0
2012,GA069,1,0.76,Upson,GA,26729.0
2012,GA070,1,0.76,Lamar,GA,19365.0
2012,GA071,2,1.27,Monroe,GA,28914.0
2012,GA072,2,2.24,Jones,GA,29763.0
2012,GA073,2,2.24,Baldwin,GA,46666.0
2012,GA074,2,2.24,Washington,GA,21093.0
2012,GA075,2,2.24,Glascock,GA,3099.0
2012,GA076,2,2.24,Jefferson,GA,16906.0
2012,GA079,1,0.76,Talbot,GA,7518.0
2012,GA080,2,1.27,Taylor,GA,8913.0
2012,GA081,2,1.27,Crawford,GA,12936.0
2012,GA082,2,2.24,Bibb,GA,155521.0
2012,GA083,2,2.24,Twiggs,GA,9169.0
2012,GA084,2,2.24,Wilkinson,GA,9624.0
2012,GA085,2,2.24,Johnson,GA,10300.0
2012,GA086,2,2.24,Emanuel,GA,22971.0
2012,GA087,3,1.92,Jenkins,GA,9191.0
2012,GA088,3,1.92,Screven,GA,14632.0
2012,GA089,1,0.76,Muscogee,GA,190165.0
2012,GA090,1,0.76,Chattahoochee,GA,10649.0
2012,GA091,2,1.27,Marion,GA,9149.0
2012,GA092,2,1.27,Schley,GA,5619.0
2012,GA093,2,1.27,Macon,GA,14236.0
2012,GA094,2,2.24,Peach,GA,28413.0
2012,GA095,2,2.24,Houston,GA,159600.0
2012,GA096,2,2.24,Bleckley,GA,13280.0
2012,GA097,2,2.24,Laurens,GA,48683.0
2012,GA098,2,2.24,Treutlen,GA,7001.0
2012,GA099,3,1.92,Candler,GA,11343.0
2012,GA100,3,1.92,Bulloch,GA,79097.0
2012,GA101,4,3.31,Effingham,GA,66709.0
2012,GA102,2,1.27,Stewart,GA,6147.0
2012,GA103,2,1.27,Webster,GA,2860.0
2012,GA104,2,1.27,Sumter,GA,31137.0
2012,GA105,2,2.24,Dooly,GA,14490.0
2012,GA106,2,2.24,Crisp,GA,22903.0
2012,GA107,2,2.24,Pulaski,GA,12508.0
2012,GA108,2,2.24,Wilcox,GA,9230.0
2012,GA109,2,2.24,Dodge,GA,21251.0
2012,GA110,2,2.24,Telfair,GA,16170.0
2012,GA111,2,2.24,Wheeler,GA,8388.0
2012,GA112,2,2.24,Montgomery,GA,10072.0
2012,GA113,2,2.24,Toombs,GA,27354.0
2012,GA114,3,1.92,Tattnall,GA,25368.0
2012,GA115,3,1.92,Evans,GA,11104.0
2012,GA116,4,3.31,Inland Bryan,GA,36777.0
2012,GA117,4,3.31,Coastal Bryan,GA,3848.0
2012,GA118,4,3.31,Inland Chatham,GA,150338.0
2012,GA119,4,3.31,Coastal Chatham,GA,139494.0
2012,GA120,2,0.64,Quitman,GA,2312.0
2012,GA121,2,0.64,Clay,GA,3261.0
2012,GA122,2,0.64,Randolph,GA,7667.0
2012,GA123,2,0.64,Calhoun,GA,6625.0
2012,GA124,2,0.64,Terrell,GA,8861.0
2012,GA125,2,0.64,Dougherty,GA,93469.0
2012,GA126,2,0.64,Lee,GA,30955.0
2012,GA127,2,0.64,Worth,GA,21066.0
2012,GA128,2,0.64,Turner,GA,8946.0
2012,GA129,2,0.64,Tift,GA,41666.0
2012,GA130,2,0.64,Ben Hill,GA,17208.0
2012,GA131,2,0.64,Irwin,GA,9978.0
2012,GA132,7,3.16,Coffee,GA,43671.0
2012,GA133,7,3.16,Jeff Davis,GA,15564.0
2012,GA134,7,3.16,Bacon,GA,11527.0
2012,GA135,7,3.5300000000000002,Appling,GA,18474.0
2012,GA136,7,3.5300000000000002,Wayne,GA,30143.0
2012,GA137,4,3.31,Long,GA,19660.0
2012,GA138,4,3.31,Inland Liberty,GA,58609.0
2012,GA139,4,3.31,Coastal Liberty,GA,6433.0
2012,GA140,4,3.31,Inland McIntosh,GA,8477.0
2012,GA141,4,3.31,Coastal McIntosh,GA,6132.0
2012,GA142,2,0.64,Early,GA,10803.0
2012,GA143,2,0.64,Miller,GA,5752.0
2012,GA144,2,0.64,Baker,GA,3665.0
2012,GA145,2,0.64,Mitchell,GA,22837.0
2012,GA146,2,0.64,Colquitt,GA,47002.0
2012,GA147,2,0.64,Cook,GA,17701.0
2012,GA148,2,0.64,Berrien,GA,20431.0
2012,GA149,6,2.5999999999999996,Atkinson,GA,10216.0
2012,GA151,7,3.53,Pierce,GA,20044.0
2012,GA152,7,3.5300000000000002,Brantley,GA,20201.0
2012,GA153,7,3.5300000000000002,Inland Glynn,GA,46377.0
2012,GA154,7,3.5300000000000002,Coastal Glynn,GA,36840.0
2012,GA155,1,0.32,Seminole,GA,8821.0
2012,GA156,1,0.32,Decatur,GA,27110.0
2012,GA157,1,0.32,Grady,GA,24733.0
2012,GA158,1,0.32,Thomas,GA,45413.0
2012,GA159,1,0.32,Brooks,GA,16529.0
2012,GA160,1,0.32,Lowndes,GA,119129.0
2012,GA161,1,0.32,Lanier,GA,10839.0
2012,GA162,3,1.33,Echols,GA,4380.0
2012,GA163,3,1.33,Clinch,GA,6660.0
2012,GA165,1,0.59,Inland Camden,GA,32993.0
2012,GA166,1,0.59,Coastal Camden,GA,22304.0
2012,IA001,1,2.15,Lyon,IA,11979.0
2012,IA002,1,2.15,Osceola,IA,6124.0
2012,IA003,1,2.15,Dickinson,IA,17611.0
2012,IA004,1,2.24,Emmet,IA,9482.0
2012,IA005,1,2.24,Kossuth,IA,15163.0
2012,IA006,1,2.24,Winnebago,IA,10580.0
2012,IA007,1,2.24,Worth,IA,7487.0
2012,IA008,1,3.75,Mitchell,IA,10817.0
2012,IA009,1,3.75,Howard,IA,9349.0
2012,IA010,1,3.75,Winneshiek,IA,20745.0
2012,IA011,1,3.75,Allamakee,IA,14444.0
2012,IA012,1,2.15,Sioux,IA,35455.0
2012,IA013,1,2.15,O'Brien,IA,14383.0
2012,IA014,1,2.15,Clay,IA,16791.0
2012,IA015,1,2.24,Palo Alto,IA,9243.0
2012,IA016,1,2.24,Hancock,IA,11042.0
2012,IA017,1,2.24,Cerro Gordo,IA,43245.0
2012,IA018,1,3.75,Floyd,IA,16119.0
2012,IA019,1,3.75,Chickasaw,IA,12033.0
2012,IA020,1,2.15,Plymouth,IA,26354.0
2012,IA021,1,2.15,Cherokee,IA,11666.0
