snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1644506672,0,90,51.46917,-0.48227,2697,2,6231
1644506683,0,87,51.46917,-0.48248,2697,3,6231
1644506694,0,87,51.46916,-0.48269,2697,2,6231
1644506708,0,101,51.46912,-0.48290,2697,2,6231
1644506723,0,126,51.46906,-0.48310,2697,2,6231
1644506736,0,151,51.46908,-0.48332,2697,2,6231
1644506754,0,182,51.46919,-0.48353,2697,1,6231
1644506846,0,182,51.46915,-0.48273,2697,0,6231
1644506911,0,182,51.46920,-0.48353,2697,0,6231
1644506995,0,182,51.46899,-0.48353,2697,3,6231
1644507009,0,180,51.46874,-0.48353,2697,4,6231
1644507020,0,180,51.46851,-0.48353,2697,5,6231
1644507028,0,180,51.46828,-0.48353,2697,6,6231
1644507034,0,180,51.46807,-0.48353,2697,7,6231
1644507041,0,180,51.46787,-0.48353,2697,7,6231
1644507058,0,143,51.46743,-0.48325,2697,6,6231
1644507064,0,112,51.46741,-0.48290,2697,7,6231
1644507068,0,98,51.46743,-0.48269,2697,7,6231
1644507072,0,92,51.46743,-0.48246,2697,8,6231
1644507075,0,92,51.46743,-0.48225,2697,8,6231
1644507080,0,90,51.46743,-0.48191,2697,9,6231
1644507083,0,90,51.46743,-0.48169,2697,9,6231
1644507091,0,90,51.46743,-0.48119,2697,10,6231
1644507094,0,90,51.46743,-0.48097,2697,10,6231
1644507097,0,90,51.46743,-0.48073,2697,10,6231
1644507103,0,90,51.46743,-0.48026,2697,11,6231
1644507120,0,90,51.46744,-0.47888,2697,12,6231
1644507128,0,90,51.46744,-0.47811,2697,12,6231
1644507135,0,90,51.46744,-0.47746,2697,13,6231
1644507142,0,90,51.46744,-0.47677,2697,13,6231
1644507148,0,90,51.46744,-0.47616,2697,14,6231
1644507154,0,90,51.46746,-0.47555,2697,14,6231
1644507160,0,90,51.46746,-0.47488,2697,13,6231
1644507166,0,90,51.46746,-0.47428,2697,14,6231
1644507172,0,90,51.46746,-0.47364,2697,14,6231
1644507179,0,90,51.46747,-0.47295,2697,14,6231
1644507185,0,90,51.46747,-0.47234,2697,14,6231
1644507191,0,90,51.46747,-0.47175,2697,13,6231
1644507197,0,90,51.46747,-0.47110,2697,14,6231
1644507203,0,90,51.46747,-0.47045,2697,15,6231
1644507209,0,90,51.46748,-0.46978,2697,15,6231
1644507215,0,90,51.46748,-0.46915,2697,15,6231
1644507221,0,90,51.46748,-0.46844,2697,15,6231
1644507229,0,90,51.46748,-0.46753,2697,15,6231
1644507235,0,90,51.46748,-0.46686,2697,15,6231
1644507243,0,90,51.46749,-0.46608,2697,14,6231
1644507249,0,90,51.46749,-0.46543,2697,14,6231
1644507262,0,92,51.46748,-0.46396,2697,16,6231
1644507268,0,90,51.46747,-0.46320,2697,17,6231
1644507280,0,90,51.46748,-0.46165,2697,16,6231
1644507287,0,90,51.46748,-0.46080,2697,16,6231
1644507293,0,90,51.46748,-0.46009,2697,16,6231
1644507302,0,90,51.46749,-0.45902,2697,15,6231
1644507317,0,90,51.46749,-0.45744,2697,15,6231
1644507340,0,90,51.46750,-0.45463,2697,16,6231
1644507355,0,90,51.46750,-0.45265,2697,17,6231
1644507361,0,90,51.46749,-0.45183,2697,17,6231
1644507372,0,90,51.46751,-0.45042,2697,17,6231
1644507393,0,90,51.46753,-0.44756,2697,18,6231
1644507404,0,90,51.46753,-0.44619,2697,17,6231
1644507413,0,90,51.46754,-0.44500,2697,17,6231
1644507418,0,90,51.46754,-0.44428,2697,17,6231
1644507425,0,90,51.46754,-0.44337,2697,17,6231
1644507431,0,90,51.46754,-0.44276,2697,15,6231
1644507453,0,78,51.46762,-0.44064,2697,11,6231
1644507456,0,78,51.46766,-0.44039,2697,11,6231
1644507465,0,84,51.46773,-0.43962,2697,12,6231
1644507476,0,90,51.46772,-0.43867,2697,11,6231
1644507479,0,90,51.46772,-0.43845,2697,11,6231
1644507481,0,90,51.46771,-0.43823,2697,11,6231
1644507484,0,90,51.46772,-0.43796,2697,12,6231
1644507490,0,90,51.46772,-0.43745,2697,12,6231
1644507496,0,90,51.46772,-0.43695,2697,12,6231
1644507502,0,90,51.46772,-0.43641,2697,13,6231
1644507508,0,90,51.46772,-0.43587,2697,12,6231
1644507514,0,90,51.46772,-0.43537,2697,10,6231
1644507520,0,95,51.46770,-0.43500,2697,9,6231
1644507524,0,106,51.46764,-0.43480,2697,8,6231
1644507529,0,129,51.46749,-0.43459,2697,8,6231
1644507537,0,151,51.46722,-0.43444,2697,8,6231
1644507543,0,163,51.46701,-0.43436,2697,8,6231
1644507550,0,171,51.46681,-0.43432,2697,8,6231
1644507554,0,177,51.46660,-0.43431,2697,8,6231
1644507561,0,180,51.46636,-0.43434,2697,8,6231
1644507567,0,180,51.46613,-0.43433,2697,8,6231
