snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1614434914,0,313,41.97550,-87.89945,40063,0,0000
1614436263,0,225,41.97570,-87.89922,4374,2,0000
1614436358,0,115,41.97614,-87.89845,40063,1,6510
1614436529,0,109,41.97585,-87.89738,4374,6,6510
1614436537,0,109,41.97578,-87.89710,42607,7,6510
1614436553,0,109,41.97562,-87.89652,40063,6,6510
1614436560,0,109,41.97555,-87.89627,4374,6,6510
1614436565,0,109,41.97548,-87.89600,1905,9,6510
1614436572,0,109,41.97538,-87.89565,4374,10,6510
1614436576,0,118,41.97530,-87.89545,1905,9,6510
1614436582,0,146,41.97510,-87.89529,1905,9,6510
1614436587,0,168,41.97487,-87.89524,1905,9,6510
1614436592,0,177,41.97465,-87.89524,4374,10,6510
1614436600,0,188,41.97432,-87.89531,4374,10,6510
1614436605,0,196,41.97403,-87.89542,4374,11,6510
1614436610,0,205,41.97377,-87.89559,4374,12,6510
1614436616,0,213,41.97356,-87.89578,4374,12,6510
1614436620,0,222,41.97333,-87.89604,4374,12,6510
1614436624,0,227,41.97320,-87.89626,4374,12,6510
1614436628,0,236,41.97306,-87.89653,4374,13,6510
1614436632,0,239,41.97295,-87.89682,40063,13,6510
1614436636,0,239,41.97285,-87.89704,4374,13,6510
1614436640,0,239,41.97274,-87.89727,4374,13,6510
1614436644,0,241,41.97263,-87.89755,4374,13,6510
1614436650,0,241,41.97244,-87.89801,4374,13,6510
1614436656,0,241,41.97225,-87.89848,4374,14,6510
1614436661,0,250,41.97216,-87.89883,4374,14,6510
1614436665,0,255,41.97210,-87.89918,4374,14,6510
1614436667,0,261,41.97208,-87.89941,4374,14,6510
1614436670,0,267,41.97207,-87.89968,4374,14,6510
1614436677,0,270,41.97207,-87.90019,4374,13,6510
1614436680,0,270,41.97207,-87.90044,4374,13,6510
1614436683,0,270,41.97207,-87.90072,4374,12,6510
1614436687,0,267,41.97206,-87.90094,4374,9,6510
1614436692,0,247,41.97197,-87.90121,40063,9,6510
1614436697,0,210,41.97176,-87.90132,4374,10,6510
1614436702,0,188,41.97156,-87.90133,4374,10,6510
1614436710,0,180,41.97121,-87.90133,4374,10,6510
