,employerfull,type,employercounty,year,adjusted_overtime,adjusted_wages,adjusted_basewages,overtime,wages,ot_share_wages
16,ALBANY_CITY,CITY,ALAMEDA,2011,582144.5106717822,3299425.4387767357,2717280.928104954,512198.0,2902989.0,17.64
17,ALBANY_CITY,CITY,ALAMEDA,2012,784938.7228150562,3223780.942550764,2438842.219735707,704918.0,2895132.0,24.35
18,ALBANY_CITY,CITY,ALAMEDA,2013,649930.9121898033,3157094.0339247165,2507163.121734912,592223.0,2876773.0,20.59
19,ALBANY_CITY,CITY,ALAMEDA,2014,615708.1389395784,3379168.989519972,2763460.8505803943,570140.0,3129079.0,18.22
20,ALBANY_CITY,CITY,ALAMEDA,2015,660769.8544872309,3390949.7873781207,2730179.9328908897,612593.0,3143715.0,19.49
21,ALBANY_CITY,CITY,ALAMEDA,2017,809076.389564295,3590546.742726011,2781470.3531617164,775730.0,3442561.0,22.53
22,ALBANY_CITY,CITY,ALAMEDA,2018,941091.8785657112,3613507.6179835685,2672415.7394178575,924343.0,3549197.0,26.04
23,ALBANY_CITY,CITY,ALAMEDA,2019,913016.0,3719353.0,2806337.0,913016.0,3719353.0,24.55
24,ALBION-LITTLE_RIVER_FIRE_PROTECTION_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2013,0.0,3862.9989225479376,3862.9989225479376,0.0,3520.0,0.0
25,ALBION-LITTLE_RIVER_FIRE_PROTECTION_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2019,0.0,13835.0,13835.0,0.0,13835.0,0.0
26,ALHAMBRA_CITY,CITY,LOS ANGELES,2011,2422368.2315694485,8747377.125638505,6325008.89406906,2131313.0,7696352.0,27.69
27,ALHAMBRA_CITY,CITY,LOS ANGELES,2012,2620874.537980086,8626074.784253944,6005200.246273858,2353689.0,7746688.0,30.38
28,ALHAMBRA_CITY,CITY,LOS ANGELES,2013,2478488.0368351247,8716863.653386677,6238375.616551554,2258421.0,7942886.0,28.43
29,ALHAMBRA_CITY,CITY,LOS ANGELES,2014,2548420.8899280215,8531589.082370237,5983168.192442214,2359814.0,7900172.0,29.87
30,ALHAMBRA_CITY,CITY,LOS ANGELES,2015,2214888.971917627,8262582.44131012,6047693.4693924915,2053401.0,7660156.0,26.81
31,ALHAMBRA_CITY,CITY,LOS ANGELES,2016,3013561.667613861,9334614.869924627,6321053.202310764,2829087.0,8763198.0,32.28
32,ALHAMBRA_CITY,CITY,LOS ANGELES,2017,3504914.3721687337,10142331.01063561,6637416.638466874,3360458.0,9724311.0,34.56
33,ALHAMBRA_CITY,CITY,LOS ANGELES,2018,3780844.7645505704,9891681.04772866,6110836.283178087,3713556.0,9715636.0,38.22
34,ALHAMBRA_CITY,CITY,LOS ANGELES,2019,2818008.0,9183996.0,6365988.0,2818008.0,9183996.0,30.68
35,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2011,315726.54669488175,1780613.345035765,1464886.7983408836,277791.0,1566667.0,17.73
36,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2012,308182.74695767317,1766554.7496493813,1458372.002691708,276765.0,1586463.0,17.45
37,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2013,360225.746970471,1805191.4683782847,1444965.7214078133,328241.0,1644907.0,19.95
38,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2014,426134.95720549475,1921824.952453366,1495689.9952478711,394597.0,1779592.0,22.17
39,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2015,496365.0707544184,2040502.4152402573,1544137.3444858384,460175.0,1891729.0,24.33
40,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2016,432012.5767956768,1980594.7739899254,1548582.1971942484,405567.0,1859353.0,21.81
41,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2017,524753.9318782637,2248500.8118309397,1723746.8799526768,503126.0,2155828.0,23.34
42,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2018,463755.589505669,2134641.824827663,1670886.2353219942,455502.0,2096651.0,21.73
43,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2019,337157.0,1876942.0,1539785.0,337157.0,1876942.0,17.96
44,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2011,0.0,50740.650167378735,50740.650167378735,0.0,44644.0,0.0
45,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2012,0.0,23364.943469777085,23364.943469777085,0.0,20983.0,0.0
46,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2013,0.0,35239.988182368426,35239.988182368426,0.0,32111.0,0.0
47,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2014,0.0,77823.67721005678,77823.67721005678,0.0,72064.0,0.0
48,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2015,0.0,101854.20959677998,101854.20959677998,0.0,94428.0,0.0
49,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2016,0.0,314729.08786410384,314729.08786410384,0.0,295463.0,0.0
50,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2017,0.0,158906.38686765663,158906.38686765663,0.0,152357.0,0.0
51,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2018,0.0,353862.796357728,353862.796357728,0.0,347565.0,0.0
52,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2019,0.0,401943.0,401943.0,0.0,401943.0,0.0
53,ALTA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,PLACER,2011,0.0,681.936880665425,681.936880665425,0.0,600.0,0.0
54,ALTA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,PLACER,2019,0.0,275.0,275.0,0.0,275.0,0.0
55,ALTURAS_CITY,CITY,MODOC,2011,0.0,57920.30895931786,57920.30895931786,0.0,50961.0,0.0
56,ALTURAS_CITY,CITY,MODOC,2012,0.0,60930.57912227672,60930.57912227672,0.0,54719.0,0.0
57,ALTURAS_CITY,CITY,MODOC,2013,0.0,42319.59217366295,42319.59217366295,0.0,38562.0,0.0
58,ALTURAS_CITY,CITY,MODOC,2014,0.0,52121.474756691,52121.474756691,0.0,48264.0,0.0
59,ALTURAS_CITY,CITY,MODOC,2015,0.0,54765.99932072384,54765.99932072384,0.0,50773.0,0.0
60,ALTURAS_CITY,CITY,MODOC,2016,0.0,34756.62065273096,34756.62065273096,0.0,32629.0,0.0
61,ALTURAS_CITY,CITY,MODOC,2017,0.0,51529.82107539165,51529.82107539165,0.0,49406.0,0.0
62,ALTURAS_CITY,CITY,MODOC,2018,0.0,51791.752480018484,51791.752480018484,0.0,50870.0,0.0
63,ALTURAS_CITY,CITY,MODOC,2019,0.0,52883.0,52883.0,0.0,52883.0,0.0
64,AMADOR_COUNTY,COUNTY,AMADOR,2017,510179.2300261097,2544738.3542428194,2034559.1242167098,489152.0,2439856.0,20.05
65,AMADOR_COUNTY,COUNTY,AMADOR,2018,470262.39292811445,2516057.9964039237,2045795.6034758096,461893.0,2471279.0,18.69
66,AMADOR_COUNTY,COUNTY,AMADOR,2019,401231.0,2619043.0,2217812.0,401231.0,2619043.0,15.32
67,ANAHEIM_CITY,CITY,ORANGE,2011,6454713.28877162,34736025.74464189,28281312.45587026,5679159.0,30562382.0,18.58
68,ANAHEIM_CITY,CITY,ORANGE,2012,7651611.995605284,34295031.28751625,26643419.291910965,6871567.0,30798818.0,22.31
69,ANAHEIM_CITY,CITY,ORANGE,2013,10234764.33087223,35880732.40024553,25645968.069373325,9326011.0,32694852.0,28.52
70,ANAHEIM_CITY,CITY,ORANGE,2014,10314220.409671534,35422811.05873632,25108590.649064798,9550872.0,32801193.0,29.12
71,ANAHEIM_CITY,CITY,ORANGE,2015,11124450.802284226,36511012.81813542,25386562.015851192,10313365.0,33848988.0,30.47
72,ANAHEIM_CITY,CITY,ORANGE,2016,11905776.067623027,39494379.77586486,27588603.708241828,11176966.0,37076738.0,30.15
73,ANAHEIM_CITY,CITY,ORANGE,2017,12685051.184823759,40119209.397099406,27434158.212275647,12162232.0,38465681.0,31.62
74,ANAHEIM_CITY,CITY,ORANGE,2018,11430707.537838452,38516480.71039042,27085773.172551945,11227272.0,37830992.0,29.68
75,ANAHEIM_CITY,CITY,ORANGE,2019,10355495.0,38522401.0,28166906.0,10355495.0,38522401.0,26.88
76,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2011,39726.23298316433,499674.474008509,459948.24102534476,34953.0,439637.0,7.95
77,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2012,79672.1967908569,570925.0605590739,491252.86376821704,71550.0,512722.0,13.95
78,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2013,66994.49779143791,605475.6961799819,538481.198388544,61046.0,551715.0,11.06
79,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2014,107359.6115419708,629127.2804389698,521767.6688969993,99414.0,582566.0,17.06
80,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2015,147980.26929291993,671224.0735685625,523243.8042756427,137191.0,622285.0,22.05
81,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2016,168909.783839638,779877.0411238008,610967.2572841624,158570.0,732137.0,21.66
82,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2017,10332.87328247389,79161.67853704309,68828.80525456919,9907.0,75899.0,13.05
83,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2018,49139.55049042839,438802.4921686771,389662.9416782487,48265.0,430993.0,11.2
84,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2019,0.0,231606.0,231606.0,0.0,231606.0,0.0
85,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2011,0.0,69484.82189393569,69484.82189393569,0.0,61136.0,0.0
86,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2012,0.0,101161.9763277786,101161.9763277786,0.0,90849.0,0.0
87,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2013,0.0,90532.45258996297,90532.45258996297,0.0,82494.0,0.0
88,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2014,0.0,96711.55623986213,96711.55623986213,0.0,89554.0,0.0
89,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2015,0.0,93016.87809313256,93016.87809313256,0.0,86235.0,0.0
90,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2016,0.0,142189.08050598527,142189.08050598527,0.0,133485.0,0.0
91,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2017,0.0,104890.08452594645,104890.08452594645,0.0,100567.0,0.0
92,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2018,0.0,238619.78384115145,238619.78384115145,0.0,234373.0,0.0
93,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2019,0.0,152546.0,152546.0,0.0,152546.0,0.0
94,ANGELS_CITY,CITY,CALAVERAS,2011,0.0,104207.91129595134,104207.91129595134,0.0,91687.0,0.0
95,ANGELS_CITY,CITY,CALAVERAS,2012,21092.253691298552,273181.5427406639,252089.28904936535,18942.0,245332.0,7.72
96,ANGELS_CITY,CITY,CALAVERAS,2013,18033.181333894237,169659.18137252796,151626.00003863376,16432.0,154595.0,10.63
97,ANGELS_CITY,CITY,CALAVERAS,2014,25586.650534772914,322566.9604876318,296980.30995285884,23693.0,298694.0,7.93
98,ANGELS_CITY,CITY,CALAVERAS,2015,15107.489935321097,197254.89125674532,182147.40132142423,14006.0,182873.0,7.66
99,ANGELS_CITY,CITY,CALAVERAS,2016,47975.83246738637,245971.0779185607,197995.24545117436,45039.0,230914.0,19.5
100,ANGELS_CITY,CITY,CALAVERAS,2017,14622.679259138382,184078.8807278068,169456.2014686684,14020.0,176492.0,7.94
101,ANGELS_CITY,CITY,CALAVERAS,2018,136727.3758119049,479237.11866256216,342509.74285065726,134294.0,470708.0,28.53
102,ANGELS_CITY,CITY,CALAVERAS,2019,41314.0,396075.0,354761.0,41314.0,396075.0,10.43
103,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2011,0.0,32960.28256549554,32960.28256549554,0.0,29000.0,0.0
104,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2012,0.0,31623.90480587472,31623.90480587472,0.0,28400.0,0.0
105,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2013,0.0,32923.286271715384,32923.286271715384,0.0,30000.0,0.0
106,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2014,0.0,32397.734184914843,32397.734184914843,0.0,30000.0,0.0
107,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2015,0.0,32359.324436643787,32359.324436643787,0.0,30000.0,0.0
108,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2016,0.0,31956.192944372455,31956.192944372455,0.0,30000.0,0.0
109,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2017,0.0,190474.47767624023,190474.47767624023,0.0,182624.0,0.0
110,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2018,0.0,185115.55391526327,185115.55391526327,0.0,181821.0,0.0
111,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2019,0.0,425948.0,425948.0,0.0,425948.0,0.0
112,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2011,739890.1499073083,4313584.91928034,3573694.76937303,650990.0,3795294.0,17.15
113,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2012,526713.950826241,3764315.875998502,3237601.925172261,473018.0,3380562.0,13.99
114,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2013,583814.3686989446,3268487.7781393146,2684673.40944037,531977.0,2978276.0,17.86
115,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2014,484233.8139193026,3460903.073246149,2976669.259326847,448396.0,3204764.0,13.99
116,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2015,846847.8350835594,3800533.6218583477,2953685.786774787,785104.0,3523436.0,22.28
117,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2016,718756.5612919625,3886401.4044257044,3167644.8431337415,674758.0,3648496.0,18.49
118,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2017,1078336.027431462,4528650.024477803,3450313.997046346,1033892.0,4342000.0,23.81
119,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2018,1493683.5082255774,5291800.674600867,3798117.166375291,1467100.0,5197621.0,28.23
120,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2019,1586140.0,5749061.0,4162921.0,1586140.0,5749061.0,27.59
121,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2011,660098.9886235824,5161375.668692403,4501276.68006882,580786.0,4541220.0,12.79
122,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2012,772196.7389173934,5188648.753830675,4416452.0149132805,693475.0,4659691.0,14.88
123,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2013,796470.2644994571,5188070.107225796,4391599.842726341,725751.0,4727417.0,15.35
124,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2014,753523.7804643146,4745800.4507932905,3992276.670328975,697756.0,4394567.0,15.88
125,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2015,689444.5305146889,4972772.801102875,4283328.270588186,639177.0,4610207.0,13.86
126,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2016,779940.9535096893,6055745.432041564,5275804.478531874,732197.0,5685044.0,12.88
127,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2017,862850.718896867,5808844.733873202,4945994.014976339,827288.0,5569431.0,14.85
128,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2018,1061284.989383012,5808498.491921772,4747213.502538758,1042397.0,5705123.0,18.27
129,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2019,924912.0,5573431.0,4648519.0,924912.0,5573431.0,16.6
130,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2011,0.0,175953.35394929294,175953.35394929294,0.0,154812.0,0.0
131,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2012,0.0,179924.4290965792,179924.4290965792,0.0,161582.0,0.0
132,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2013,0.0,187302.77048554027,187302.77048554027,0.0,170672.0,0.0
133,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2014,0.0,86871.28444343066,86871.28444343066,0.0,80442.0,0.0
134,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2015,0.0,91945.78445427967,91945.78445427967,0.0,85242.0,0.0
135,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2016,0.0,101269.17544071632,101269.17544071632,0.0,95070.0,0.0
136,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2017,0.0,260109.5119655679,260109.5119655679,0.0,249389.0,0.0
137,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2018,0.0,280230.3386643941,280230.3386643941,0.0,275243.0,0.0
138,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2019,0.0,248605.0,248605.0,0.0,248605.0,0.0
139,ARCADIA_CITY,CITY,LOS ANGELES,2011,1323267.829771627,7404502.47398628,6081234.644214653,1164273.0,6514828.0,17.87
140,ARCADIA_CITY,CITY,LOS ANGELES,2012,1254749.6883106702,7422885.42299015,6168135.73467948,1126834.0,6666158.0,16.9
141,ARCADIA_CITY,CITY,LOS ANGELES,2013,1331428.6712569278,7735288.796481755,6403860.125224828,1213210.0,7048466.0,17.21
142,ARCADIA_CITY,CITY,LOS ANGELES,2014,1494740.741636253,8020369.035799374,6525628.294163118,1384116.0,7426787.0,18.64
143,ARCADIA_CITY,CITY,LOS ANGELES,2015,1480983.8082711368,8330023.588012674,6849039.779741536,1373005.0,7722680.0,17.78
144,ARCADIA_CITY,CITY,LOS ANGELES,2016,1268309.3417691984,8034804.178357298,6766494.8365881,1190670.0,7542955.0,15.79
145,ARCADIA_CITY,CITY,LOS ANGELES,2017,1450105.6532433091,8291246.877610965,6841141.224367656,1390339.0,7949520.0,17.49
146,ARCADIA_CITY,CITY,LOS ANGELES,2018,1908807.5890038905,7701691.178079464,5792883.589075573,1874836.0,7564622.0,24.78
147,ARCADIA_CITY,CITY,LOS ANGELES,2019,1719108.0,7886664.0,6167556.0,1719108.0,7886664.0,21.8
148,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2011,121102.89751443725,1353307.1493649394,1232204.2518505016,106552.0,1190703.0,8.95
149,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2012,123954.57166128035,986179.2226756795,862224.6510143992,111318.0,885643.0,12.57
150,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2013,201887.78630391016,1211016.141489631,1009128.3551857212,183962.0,1103489.0,16.67
151,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2014,269576.14653031225,1691107.728228913,1421531.581698601,249625.0,1565950.0,15.94
152,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2015,207595.85270254881,1840001.8837425164,1632406.031039968,192460.0,1705847.0,11.28
153,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2016,329807.08490169037,2047475.8902032028,1717668.8053015124,309618.0,1922140.0,16.11
154,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2017,375770.5243594974,2016802.2686969647,1641031.7443374672,360283.0,1933679.0,18.63
155,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2018,515760.12901671405,2030600.1659730717,1514840.0369563575,506581.0,1994461.0,25.4
156,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2019,429697.0,1918772.0,1489075.0,429697.0,1918772.0,22.39
157,ARROWBEAR_PARK_COUNTY_WATER_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2011,0.0,30471.212951066736,30471.212951066736,0.0,26810.0,0.0
