date,Los Angeles County,West Hollywood
2020-11-15,154.9957338884493,211.09036291304702
2020-11-16,166.21510327410732,202.97150280100675
2020-11-17,169.03632597358356,224.62179643311416
2020-11-18,187.64047635179978,216.50293632107383
2020-11-19,208.29233702623398,248.97837676923493
2020-11-20,186.5872779259697,208.3840762090336
2020-11-21,229.99153797124288,216.50293632107383
2020-11-22,225.66111820165244,211.09036291304702
2020-11-23,255.489879941079,227.32808313712758
2020-11-24,263.8137419516728,202.97150280100675
2020-11-25,262.5534956545564,197.55892939297988
2020-11-26,265.2398437322374,165.0834889448188
2020-11-27,308.4307261995243,186.7337825769262
2020-11-28,260.35592322156157,154.25834212876512
2020-11-29,278.57968035530234,154.25834212876512
2020-11-30,270.9736709584812,129.9017617926443
2020-12-01,305.8752455569767,146.13948201672488
2020-12-02,320.12278498372257,148.84576872073828
2020-12-03,344.78258996091876,167.78977564883223
2020-12-04,381.2407032083334,170.49606235284566
2020-12-05,433.69549519918684,173.2023490568591
2020-12-06,483.2827030180094,167.78977564883223
2020-12-07,506.6440000855222,186.7337825769262
2020-12-08,515.340833853612,200.2652160969933
2020-12-09,540.5595704275992,208.3840762090336
2020-12-10,584.1397146736256,224.62179643311416
2020-12-11,627.3331304997209,262.5098102893021
2020-12-12,650.6966715428947,278.74753051338257
2020-12-13,668.0098071260632,338.2858380016778
2020-12-14,659.6070401073449,338.2858380016778
2020-12-15,686.1279191972034,335.57955129766447
2020-12-16,806.8100272881126,378.88013856187933
2020-12-17,814.1178617443171,362.6424183377987
2020-12-18,831.678740471225,343.6984114097048
2020-12-19,846.5275529540928,346.4046981137181
2020-12-20,856.055395055195,313.92925766555715
2020-12-21,901.0376189745363,322.0481177775973
2020-12-22,903.8779247730695,340.9921247056913
2020-12-23,848.2847946362584,305.8103975535168
2020-12-24,843.6794891377283,327.46069118562417
2020-12-25,703.2761988700229,284.16010392140936
2020-12-26,850.0650358127618,340.9921247056913
2020-12-27,847.9567788946987,322.0481177775973
2020-12-28,862.1218807680757,319.34183107358393
2020-12-29,861.0467089695779,327.46069118562417
2020-12-30,809.172454244778,340.9921247056913
2020-12-31,824.7010619496937,332.87326459365113
2021-01-01,1035.4686736382919,370.76127844983904
2021-01-02,911.2667764697242,322.0481177775973
2021-01-03,902.9577748898432,338.2858380016778
2021-01-04,865.3528436855709,327.46069118562417
2021-01-05,865.1136943935253,297.69153744147656
2021-01-06,881.0460145000951,330.1669778896376
2021-01-07,915.6531396919983,357.2298449297718
2021-01-08,865.1487701969036,397.8241454899732
2021-01-09,874.9411004878903,414.0618657140538
2021-01-10,890.7324090879067,386.9989986739195
2021-01-11,923.5973699743305,403.23671889800005
2021-01-12,928.3637508055178,403.23671889800005
2021-01-13,930.7855674062357,376.1738518578658
2021-01-14,913.6998781742786,343.6984114097048
2021-01-15,881.0700503958354,308.51668425753024
