date,Los Angeles County,Malibu
2020-11-15,154.9957338884493,100.30090270812435
2020-11-16,166.21510327410732,84.86999459918216
2020-11-17,169.03632597358356,92.58544865365327
2020-11-18,187.64047635179978,69.43908649023993
2020-11-19,208.29233702623398,92.58544865365327
2020-11-20,186.5872779259697,77.15454054471104
2020-11-21,229.99153797124288,84.86999459918216
2020-11-22,225.66111820165244,84.86999459918216
2020-11-23,255.489879941079,92.58544865365327
2020-11-24,263.8137419516728,100.30090270812435
2020-11-25,262.5534956545564,84.86999459918216
2020-11-26,265.2398437322374,84.86999459918216
2020-11-27,308.4307261995243,100.30090270812435
2020-11-28,260.35592322156157,84.86999459918216
2020-11-29,278.57968035530234,92.58544865365327
2020-11-30,270.9736709584812,84.86999459918216
2020-12-01,305.8752455569767,69.43908649023993
2020-12-02,320.12278498372257,108.01635676259548
2020-12-03,344.78258996091876,84.86999459918216
2020-12-04,381.2407032083334,69.43908649023993
2020-12-05,433.69549519918684,69.43908649023993
2020-12-06,483.2827030180094,69.43908649023993
2020-12-07,506.6440000855222,108.01635676259548
2020-12-08,515.340833853612,100.30090270812435
2020-12-09,540.5595704275992,100.30090270812435
2020-12-10,584.1397146736256,131.1627189260088
2020-12-11,627.3331304997209,131.1627189260088
2020-12-12,650.6966715428947,123.44726487153768
2020-12-13,668.0098071260632,123.44726487153768
2020-12-14,659.6070401073449,84.86999459918216
2020-12-15,686.1279191972034,84.86999459918216
2020-12-16,806.8100272881126,77.15454054471104
2020-12-17,814.1178617443171,84.86999459918216
2020-12-18,831.678740471225,84.86999459918216
2020-12-19,846.5275529540928,84.86999459918216
2020-12-20,856.055395055195,100.30090270812435
2020-12-21,901.0376189745363,131.1627189260088
2020-12-22,903.8779247730695,154.30908108942208
2020-12-23,848.2847946362584,146.593627034951
2020-12-24,843.6794891377283,138.87817298047992
2020-12-25,703.2761988700229,138.87817298047992
2020-12-26,850.0650358127618,154.30908108942208
2020-12-27,847.9567788946987,154.30908108942208
2020-12-28,862.1218807680757,131.1627189260088
2020-12-29,861.0467089695779,115.73181081706659
2020-12-30,809.172454244778,115.73181081706659
2020-12-31,824.7010619496937,123.44726487153768
2021-01-01,1035.4686736382919,146.593627034951
2021-01-02,911.2667764697242,162.02453514389322
2021-01-03,902.9577748898432,138.87817298047992
2021-01-04,865.3528436855709,138.87817298047992
2021-01-05,865.1136943935253,131.1627189260088
2021-01-06,881.0460145000951,115.73181081706659
2021-01-07,915.6531396919983,138.87817298047992
2021-01-08,865.1487701969036,162.02453514389322
2021-01-09,874.9411004878903,146.593627034951
2021-01-10,890.7324090879067,177.45544325283544
2021-01-11,923.5973699743305,185.17089730730652
2021-01-12,928.3637508055178,200.60180541624874
2021-01-13,930.7855674062357,223.748167579662
2021-01-14,913.6998781742786,231.46362163413318
2021-01-15,881.0700503958354,208.31725947071985
