year,geo_level,state,state_fips,county,county_fips,data_item,value
2017,County,Colorado,08,El Paso,041,Lettuce - Acres Harvested,3
2017,County,Colorado,08,Elbert,039,Lettuce - Acres Harvested,2
2017,County,Colorado,08,Boulder,013,Lettuce - Acres Harvested,17
2017,County,Colorado,08,Jefferson,059,Lettuce - Acres Harvested,1
2017,County,Colorado,08,Larimer,069,Lettuce - Acres Harvested,1
2017,County,Colorado,08,Morgan,087,Lettuce - Acres Harvested,2
2017,County,Colorado,08,Weld,123,Lettuce - Acres Harvested,0
2017,County,Colorado,08,Chaffee,015,Lettuce - Acres Harvested,0
2017,County,Colorado,08,Eagle,037,Lettuce - Acres Harvested,0
2017,County,Colorado,08,Gunnison,051,Lettuce - Acres Harvested,1
2017,County,Colorado,08,Park,093,Lettuce - Acres Harvested,0
2017,County,Colorado,08,Routt,107,Lettuce - Acres Harvested,0
2017,County,Colorado,08,Teller,119,Lettuce - Acres Harvested,0
2017,County,Colorado,08,Rio Grande,105,Lettuce - Acres Harvested,0
2017,County,Colorado,08,Saguache,109,Lettuce - Acres Harvested,1746
2017,County,Colorado,08,Fremont,043,Lettuce - Acres Harvested,5
2017,County,Colorado,08,Huerfano,055,Lettuce - Acres Harvested,0
2017,County,Colorado,08,Las Animas,071,Lettuce - Acres Harvested,0
2017,County,Colorado,08,Delta,029,Lettuce - Acres Harvested,2
2017,County,Colorado,08,Dolores,033,Lettuce - Acres Harvested,0
2017,County,Colorado,08,Garfield,045,Lettuce - Acres Harvested,0
2017,County,Colorado,08,La Plata,067,Lettuce - Acres Harvested,4
2017,County,Colorado,08,Mesa,077,Lettuce - Acres Harvested,3
2017,County,Colorado,08,Montezuma,083,Lettuce - Acres Harvested,8
2017,County,Colorado,08,Montrose,085,Lettuce - Acres Harvested,1
2017,County,Colorado,08,Ouray,091,Lettuce - Acres Harvested,1
2017,County,Colorado,08,San Miguel,113,Lettuce - Acres Harvested,0
2017,County,Connecticut,09,Fairfield,001,Lettuce - Acres Harvested,11
2017,County,Connecticut,09,Hartford,003,Lettuce - Acres Harvested,27
2017,County,Connecticut,09,Litchfield,005,Lettuce - Acres Harvested,26
2017,County,Connecticut,09,Middlesex,007,Lettuce - Acres Harvested,7
2017,County,Connecticut,09,New Haven,009,Lettuce - Acres Harvested,31
2017,County,Connecticut,09,New London,011,Lettuce - Acres Harvested,13
2017,County,Connecticut,09,Tolland,013,Lettuce - Acres Harvested,6
2017,County,Connecticut,09,Windham,015,Lettuce - Acres Harvested,9
2017,County,Delaware,10,Kent,001,Lettuce - Acres Harvested,1
2017,County,Delaware,10,New Castle,003,Lettuce - Acres Harvested,5
2017,County,Delaware,10,Sussex,005,Lettuce - Acres Harvested,3
2017,County,Florida,12,Alachua,001,Lettuce - Acres Harvested,8
2017,County,Florida,12,Bradford,007,Lettuce - Acres Harvested,1
2017,County,Florida,12,Hernando,053,Lettuce - Acres Harvested,2
2017,County,Florida,12,Hillsborough,057,Lettuce - Acres Harvested,15
2017,County,Florida,12,Lake,069,Lettuce - Acres Harvested,0
2017,County,Florida,12,Levy,075,Lettuce - Acres Harvested,0
2017,County,Florida,12,Marion,083,Lettuce - Acres Harvested,6
2017,County,Florida,12,Orange,095,Lettuce - Acres Harvested,1
2017,County,Florida,12,Osceola,097,Lettuce - Acres Harvested,0
2017,County,Florida,12,Pasco,101,Lettuce - Acres Harvested,2
2017,County,Florida,12,Pinellas,103,Lettuce - Acres Harvested,0
2017,County,Florida,12,Polk,105,Lettuce - Acres Harvested,15
2017,County,Florida,12,Seminole,117,Lettuce - Acres Harvested,1
2017,County,Florida,12,St. Johns,109,Lettuce - Acres Harvested,1
2017,County,Florida,12,Union,125,Lettuce - Acres Harvested,0
2017,County,Florida,12,Volusia,127,Lettuce - Acres Harvested,0
2017,County,Florida,12,Columbia,023,Lettuce - Acres Harvested,1
2017,County,Florida,12,Duval,031,Lettuce - Acres Harvested,0
2017,County,Florida,12,Madison,079,Lettuce - Acres Harvested,1
2017,County,Florida,12,Nassau,089,Lettuce - Acres Harvested,0
2017,County,Florida,12,Suwannee,121,Lettuce - Acres Harvested,16
2017,County,Florida,12,Gadsden,039,Lettuce - Acres Harvested,3
2017,County,Florida,12,Gulf,045,Lettuce - Acres Harvested,0
2017,County,Florida,12,Jackson,063,Lettuce - Acres Harvested,0
2017,County,Florida,12,Leon,073,Lettuce - Acres Harvested,2
2017,County,Florida,12,Wakulla,129,Lettuce - Acres Harvested,0
2017,County,Florida,12,Walton,131,Lettuce - Acres Harvested,0
2017,County,Florida,12,Washington,133,Lettuce - Acres Harvested,0
2017,County,Florida,12,Broward,011,Lettuce - Acres Harvested,0
2017,County,Florida,12,Collier,021,Lettuce - Acres Harvested,0
2017,County,Florida,12,De Soto,027,Lettuce - Acres Harvested,4
2017,County,Florida,12,Highlands,055,Lettuce - Acres Harvested,0
2017,County,Florida,12,Indian River,061,Lettuce - Acres Harvested,20
2017,County,Florida,12,Lee,071,Lettuce - Acres Harvested,2
2017,County,Florida,12,Manatee,081,Lettuce - Acres Harvested,0
2017,County,Florida,12,Martin,085,Lettuce - Acres Harvested,5
2017,County,Florida,12,Miami-Dade,086,Lettuce - Acres Harvested,17
2017,County,Florida,12,Palm Beach,099,Lettuce - Acres Harvested,0
2017,County,Florida,12,Sarasota,115,Lettuce - Acres Harvested,4
2017,County,Florida,12,St. Lucie,111,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Crawford,079,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Hancock,141,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Jasper,159,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Johnson,167,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Morgan,211,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Newton,217,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Peach,225,Lettuce - Acres Harvested,1
2017,County,Georgia,13,Taliaferro,265,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Twiggs,289,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Wilkinson,319,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Burke,033,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Candler,043,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Effingham,103,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Jefferson,163,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Richmond,245,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Barrow,013,Lettuce - Acres Harvested,2
2017,County,Georgia,13,Cherokee,057,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Clarke,059,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Cobb,067,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Dawson,085,Lettuce - Acres Harvested,0
2017,County,Georgia,13,De Kalb,089,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Fannin,111,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Forsyth,117,Lettuce - Acres Harvested,1
2017,County,Georgia,13,Fulton,121,Lettuce - Acres Harvested,2
2017,County,Georgia,13,Gwinnett,135,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Hall,139,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Jackson,157,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Oconee,219,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Pickens,227,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Union,291,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Walton,297,Lettuce - Acres Harvested,1
2017,County,Georgia,13,Franklin,119,Lettuce - Acres Harvested,1
2017,County,Georgia,13,Habersham,137,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Hart,147,Lettuce - Acres Harvested,4
2017,County,Georgia,13,Madison,195,Lettuce - Acres Harvested,1
2017,County,Georgia,13,Oglethorpe,221,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Rabun,241,Lettuce - Acres Harvested,1
2017,County,Georgia,13,Wilkes,317,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Bartow,015,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Catoosa,047,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Dade,083,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Floyd,115,Lettuce - Acres Harvested,1
2017,County,Georgia,13,Gordon,129,Lettuce - Acres Harvested,1
2017,County,Georgia,13,Polk,233,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Walker,295,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Whitfield,313,Lettuce - Acres Harvested,1
2017,County,Georgia,13,Atkinson,003,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Lanier,173,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Bacon,005,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Camden,039,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Charlton,049,Lettuce - Acres Harvested,1
2017,County,Georgia,13,Chatham,051,Lettuce - Acres Harvested,1
2017,County,Georgia,13,Tattnall,267,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Early,099,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Quitman,239,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Carroll,045,Lettuce - Acres Harvested,2
2017,County,Georgia,13,Coweta,077,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Haralson,143,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Harris,145,Lettuce - Acres Harvested,3
2017,County,Georgia,13,Henry,151,Lettuce - Acres Harvested,1
2017,County,Georgia,13,Lamar,171,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Pike,231,Lettuce - Acres Harvested,0
2017,County,Georgia,13,Spalding,255,Lettuce - Acres Harvested,0
2017,County,Hawaii,15,Hawaii,001,Lettuce - Acres Harvested,143
2017,County,Hawaii,15,Kauai,007,Lettuce - Acres Harvested,54
2017,County,Hawaii,15,Maui & Kalwao,009,Lettuce - Acres Harvested,66
2017,County,Hawaii,15,Honolulu,003,Lettuce - Acres Harvested,26
2017,County,Idaho,16,Bingham,011,Lettuce - Acres Harvested,3
2017,County,Idaho,16,Fremont,043,Lettuce - Acres Harvested,0
2017,County,Idaho,16,Teton,081,Lettuce - Acres Harvested,6
2017,County,Idaho,16,Bonner,017,Lettuce - Acres Harvested,8
2017,County,Idaho,16,Clearwater,035,Lettuce - Acres Harvested,0
2017,County,Idaho,16,Idaho,049,Lettuce - Acres Harvested,0
2017,County,Idaho,16,Kootenai,055,Lettuce - Acres Harvested,2
2017,County,Idaho,16,Latah,057,Lettuce - Acres Harvested,1
2017,County,Idaho,16,Nez Perce,069,Lettuce - Acres Harvested,0
2017,County,Idaho,16,Blaine,013,Lettuce - Acres Harvested,1
2017,County,Idaho,16,Camas,025,Lettuce - Acres Harvested,0
2017,County,Idaho,16,Jerome,053,Lettuce - Acres Harvested,0
2017,County,Idaho,16,Twin Falls,083,Lettuce - Acres Harvested,1
2017,County,Idaho,16,Ada,001,Lettuce - Acres Harvested,51
2017,County,Idaho,16,Adams,003,Lettuce - Acres Harvested,1
2017,County,Idaho,16,Canyon,027,Lettuce - Acres Harvested,1
2017,County,Idaho,16,Owyhee,073,Lettuce - Acres Harvested,0
2017,County,Idaho,16,Valley,085,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Macon,115,Lettuce - Acres Harvested,1
2017,County,Illinois,17,Marshall,123,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Mclean,113,Lettuce - Acres Harvested,4
2017,County,Illinois,17,Peoria,143,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Tazewell,179,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Woodford,203,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Champaign,019,Lettuce - Acres Harvested,7
2017,County,Illinois,17,Kankakee,091,Lettuce - Acres Harvested,1
2017,County,Illinois,17,Livingston,105,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Clark,023,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Clay,025,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Coles,029,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Cumberland,035,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Edgar,045,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Fayette,051,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Boone,007,Lettuce - Acres Harvested,8
2017,County,Illinois,17,Cook,031,Lettuce - Acres Harvested,2
2017,County,Illinois,17,De Kalb,037,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Du Page,043,Lettuce - Acres Harvested,1
2017,County,Illinois,17,Kane,089,Lettuce - Acres Harvested,11
2017,County,Illinois,17,Kendall,093,Lettuce - Acres Harvested,0
2017,County,Illinois,17,La Salle,099,Lettuce - Acres Harvested,1
2017,County,Illinois,17,Lake,097,Lettuce - Acres Harvested,15
2017,County,Illinois,17,Mchenry,111,Lettuce - Acres Harvested,3
2017,County,Illinois,17,Will,197,Lettuce - Acres Harvested,3
2017,County,Illinois,17,Bureau,011,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Carroll,015,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Jo Daviess,085,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Ogle,141,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Rock Island,161,Lettuce - Acres Harvested,1
2017,County,Illinois,17,Stephenson,177,Lettuce - Acres Harvested,1
2017,County,Illinois,17,Winnebago,201,Lettuce - Acres Harvested,2
2017,County,Illinois,17,Franklin,055,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Massac,127,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Wabash,185,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Jackson,077,Lettuce - Acres Harvested,1
2017,County,Illinois,17,Johnson,087,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Monroe,133,Lettuce - Acres Harvested,1
2017,County,Illinois,17,Perry,145,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Randolph,157,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Union,181,Lettuce - Acres Harvested,2
2017,County,Illinois,17,Williamson,199,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Fulton,057,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Hancock,067,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Knox,095,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Mcdonough,109,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Bond,005,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Jersey,083,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Macoupin,117,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Madison,119,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Montgomery,135,Lettuce - Acres Harvested,0
2017,County,Illinois,17,Sangamon,167,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Bartholomew,005,Lettuce - Acres Harvested,2
2017,County,Indiana,18,Boone,011,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Grant,053,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Hancock,059,Lettuce - Acres Harvested,3
2017,County,Indiana,18,Hendricks,063,Lettuce - Acres Harvested,1
2017,County,Indiana,18,Johnson,081,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Marion,097,Lettuce - Acres Harvested,2
2017,County,Indiana,18,Morgan,109,Lettuce - Acres Harvested,1
2017,County,Indiana,18,Rush,139,Lettuce - Acres Harvested,1
2017,County,Indiana,18,Shelby,145,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Delaware,035,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Henry,065,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Wayne,177,Lettuce - Acres Harvested,1
2017,County,Indiana,18,Cass,017,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Elkhart,039,Lettuce - Acres Harvested,2
2017,County,Indiana,18,Kosciusko,085,Lettuce - Acres Harvested,0
2017,County,Indiana,18,St. Joseph,141,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Wabash,169,Lettuce - Acres Harvested,3
2017,County,Indiana,18,Allen,003,Lettuce - Acres Harvested,0
2017,County,Indiana,18,De Kalb,033,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Lagrange,087,Lettuce - Acres Harvested,1
2017,County,Indiana,18,Noble,113,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Wells,179,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Whitley,183,Lettuce - Acres Harvested,2
2017,County,Indiana,18,Benton,007,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Jasper,073,Lettuce - Acres Harvested,0
2017,County,Indiana,18,La Porte,091,Lettuce - Acres Harvested,2
2017,County,Indiana,18,Porter,127,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Pulaski,131,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Starke,149,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Brown,013,Lettuce - Acres Harvested,1
2017,County,Indiana,18,Lawrence,093,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Monroe,105,Lettuce - Acres Harvested,2
2017,County,Indiana,18,Washington,175,Lettuce - Acres Harvested,1
2017,County,Indiana,18,Dearborn,029,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Franklin,047,Lettuce - Acres Harvested,2
2017,County,Indiana,18,Ripley,137,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Scott,143,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Switzerland,155,Lettuce - Acres Harvested,1
2017,County,Indiana,18,Daviess,027,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Dubois,037,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Gibson,051,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Greene,055,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Posey,129,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Spencer,147,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Vanderburgh,163,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Fountain,045,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Montgomery,107,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Parke,121,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Putnam,133,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Tippecanoe,157,Lettuce - Acres Harvested,0
2017,County,Indiana,18,Vigo,167,Lettuce - Acres Harvested,0
2017,County,Iowa,19,Boone,015,Lettuce - Acres Harvested,0
2017,County,Iowa,19,Dallas,049,Lettuce - Acres Harvested,0
2017,County,Iowa,19,Grundy,075,Lettuce - Acres Harvested,0
2017,County,Iowa,19,Jasper,099,Lettuce - Acres Harvested,0
2017,County,Iowa,19,Marshall,127,Lettuce - Acres Harvested,1
2017,County,Iowa,19,Polk,153,Lettuce - Acres Harvested,2
2017,County,Iowa,19,Poweshiek,157,Lettuce - Acres Harvested,1
2017,County,Iowa,19,Story,169,Lettuce - Acres Harvested,1
2017,County,Iowa,19,Benton,011,Lettuce - Acres Harvested,1
2017,County,Iowa,19,Cedar,031,Lettuce - Acres Harvested,2
2017,County,Iowa,19,Iowa,095,Lettuce - Acres Harvested,0
