officer_name,title,department_name,state_abbreviation,cause,eow_date,eow_year,eow_weekday,police_dog,url,photo_url
Thomas Lindsey,Police,Utica Police Department,NY,Gunfire,2007-04-12,2007,Thursday,False,https://www.odmp.org/officer/18842-police-officer-thomas-lindsey,https://www.odmp.org/media/image/officer/18842/125/18842.jpg
Delmar Teagan,Lieutenant,Florida Fish and Wildlife Conservation Commission,FL,Automobile crash,2007-04-13,2007,Friday,False,https://www.odmp.org/officer/18844-lieutenant-delmar-teagan,https://www.odmp.org/media/image/officer/18844/125/18844.jpg
Andrew Esparza,Police,Irving Police Department,TX,Automobile crash,2007-04-13,2007,Friday,False,https://www.odmp.org/officer/18843-police-officer-andrew-esparza,https://www.odmp.org/media/image/officer/18843/125/18843.jpg
Special  Patrick Dillon,Agent,California Department of Justice,CA,Duty related illness,2007-04-14,2007,Saturday,False,https://www.odmp.org/officer/20102-special-agent-patrick-dillon,https://www.odmp.org/media/image/officer/20102/125/20102.jpg
Jason Campbell,Police,Greenville Police Department,NC,Automobile crash,2007-04-14,2007,Saturday,False,https://www.odmp.org/officer/18845-police-officer-jason-campbell,https://www.odmp.org/media/image/officer/18845/125/18845.jpg
Philip Anthony Rodriguez,Deputy,Mohave County Sheriff's Office,AZ,Automobile crash,2007-04-21,2007,Saturday,False,https://www.odmp.org/officer/18852-deputy-sheriff-philip-anthony-rodriguez,https://www.odmp.org/media/image/officer/18852/125/18852.jpg
Nick Samuel Polizzotto,Corporal,South Bend Police Department,IN,Gunfire,2007-04-24,2007,Tuesday,False,https://www.odmp.org/officer/18853-corporal-nick-samuel-polizzotto,https://www.odmp.org/media/image/officer/18853/125/corporal-nick-polizzott.jpg
Luke Timothy Hoffman,Police,Montgomery County Police Department,MD,Struck by vehicle,2007-04-25,2007,Wednesday,False,https://www.odmp.org/officer/18857-police-officer-iii-luke-timothy-hoffman,https://www.odmp.org/media/image/officer/18857/125/hoffman%2C-luke-2007.jpg
David Brinkerhoff,Trooper,New York State Police,NY,Gunfire (Inadvertent),2007-04-25,2007,Wednesday,False,https://www.odmp.org/officer/18854-trooper-david-brinkerhoff,https://www.odmp.org/media/image/officer/18854/125/18854.jpg
Air Interdiction  Clinton B. Thrasher,Agent,United States Department of Homeland Security - Customs and Border Protection - Air and Marine Operations,US,Aircraft accident,2007-04-25,2007,Wednesday,False,https://www.odmp.org/officer/18856-air-interdiction-agent-clinton-b-thrasher,https://www.odmp.org/media/image/officer/18856/125/air-interdiction-agent-clinton-thrasher.jpg
Michael B. Wagner,Sergeant,New York City Police Department,NY,9/11 related illness,2007-04-27,2007,Friday,False,https://www.odmp.org/officer/24074-sergeant-michael-b-wagner,https://www.odmp.org/media/image/officer/24074/125/wagner.jpg
Lisa Renee Ligda-Beaulieu,Police,Beaumont Police Department,TX,Vehicular assault,2007-04-27,2007,Friday,False,https://www.odmp.org/officer/18858-police-officer-lisa-renee-ligda-beaulieu,https://www.odmp.org/media/image/officer/18858/125/c_beaulieu-2.jpg
Raul V. Gama,Deputy,Los Angeles County Sheriff's Department,CA,Automobile crash,2007-05-01,2007,Tuesday,False,https://www.odmp.org/officer/18861-deputy-sheriff-raul-v-gama,https://www.odmp.org/media/image/officer/18861/125/18861.jpg
Alan Christopher Silver,Police,Rocky Mount Police Department,NC,Automobile crash,2007-05-02,2007,Wednesday,False,https://www.odmp.org/officer/18862-police-officer-alan-christopher-silver,https://www.odmp.org/media/image/officer/18862/125/18862.jpg
David Young,Police,Florence Police Department,AL,Motorcycle crash,2007-05-03,2007,Thursday,False,https://www.odmp.org/officer/18865-police-officer-david-young,https://www.odmp.org/media/image/officer/18865/125/18865.jpg
"Alex Roy ""Al"" Suarez, Sr.",Chief,Boston Police Department,GA,Gunfire (Inadvertent),2007-05-04,2007,Friday,False,https://www.odmp.org/officer/18866-chief-investigator-alex-roy-al-suarez-sr,https://www.odmp.org/media/image/officer/18866/125/18866.jpg
Kevin George Hawkins,Detective,New York City Police Department,NY,9/11 related illness,2007-05-07,2007,Monday,False,https://www.odmp.org/officer/19117-detective-kevin-george-hawkins,https://www.odmp.org/media/image/officer/19117/125/19117.jpg
Robert Buckman,Police,Macksville Police Department,KS,Weather/Natural disaster,2007-05-08,2007,Tuesday,False,https://www.odmp.org/officer/18871-police-officer-robert-buckman,https://www.odmp.org/media/image/officer/18871/125/c_police_officer_robert_buckman.jpg
Patrol  John Peter Georges,Officer,Tyngsborough Police Department,MA,Duty related illness,2007-05-08,2007,Tuesday,False,https://www.odmp.org/officer/19806-patrol-officer-john-peter-georges,https://www.odmp.org/media/image/officer/19806/125/19806.jpg
Border Patrol  Richard Goldstein,Agent,United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol,US,Drowned,2007-05-11,2007,Friday,False,https://www.odmp.org/officer/18881-border-patrol-agent-richard-goldstein,https://www.odmp.org/media/image/officer/18881/125/18881.jpg
"N. Bruce McKay,",Corporal,Franconia Police Department,NH,Gunfire,2007-05-11,2007,Friday,False,https://www.odmp.org/officer/18880-corporal-n-bruce-mckay-iii,https://www.odmp.org/media/image/officer/18880/125/18880.jpg
Robert W. Williamson,Detective,New York City Police Department,NY,9/11 related illness,2007-05-13,2007,Sunday,False,https://www.odmp.org/officer/19094-detective-robert-w-williamson,https://www.odmp.org/media/image/officer/19094/125/williamson-robert.jpg
Rafael Santana-Cruz,Agent,Puerto Rico Police Department,PR,Gunfire,2007-05-13,2007,Sunday,False,https://www.odmp.org/officer/18898-agent-rafael-santana-cruz,https://www.odmp.org/media/image/officer/18898/125/18898.jpg
Town  Louis Dixon Beam,Marshal,Cayuga Town Marshal's Office,IN,Accidental,2007-05-14,2007,Monday,False,https://www.odmp.org/officer/19223-town-marshal-louis-dixon-beam,https://www.odmp.org/media/image/officer/19223/125/19223.jpg
"William ""Nichie"" Preslar",Police,Lakewood Police Department,NJ,Automobile crash,2007-05-14,2007,Monday,False,https://www.odmp.org/officer/18882-police-officer-william-nichie-preslar,https://www.odmp.org/media/image/officer/18882/125/18882.jpg
State  Robert Lee Bailey,Constable,South Carolina State Constable,SC,Gunfire,2007-05-14,2007,Monday,False,https://www.odmp.org/officer/18894-state-constable-robert-lee-bailey,https://www.odmp.org/media/image/officer/18894/125/18894.jpg
Paul Steven Habelt,Deputy,Henderson County Sheriff's Office,TX,Gunfire,2007-05-17,2007,Thursday,False,https://www.odmp.org/officer/18885-deputy-sheriff-paul-steven-habelt,https://www.odmp.org/media/image/officer/18885/125/18885.jpg
Tony Price Ogburn,Deputy,Henderson County Sheriff's Office,TX,Gunfire,2007-05-17,2007,Thursday,False,https://www.odmp.org/officer/18886-deputy-sheriff-tony-price-ogburn,https://www.odmp.org/media/image/officer/18886/125/18886.jpg
"Frank Fabiano, Jr.",Deputy,Kenosha County Sheriff's Department,WI,Gunfire,2007-05-17,2007,Thursday,False,https://www.odmp.org/officer/18883-deputy-sheriff-frank-fabiano-jr,https://www.odmp.org/media/image/officer/18883/125/18883.jpg
Lee Stewart Newbill,Police,Moscow Police Department,ID,Gunfire,2007-05-19,2007,Saturday,False,https://www.odmp.org/officer/18892-police-officer-lee-stewart-newbill,https://www.odmp.org/media/image/officer/18892/125/18892.jpg
Marvin Jerome Scarlett,Deputy,Henry County Sheriff's Office,GA,Automobile crash,2007-05-20,2007,Sunday,False,https://www.odmp.org/officer/18891-deputy-sheriff-marvin-jerome-scarlett,https://www.odmp.org/media/image/officer/18891/125/deputy-sheriff-marvin-scarlett.jpg
Harry Joseph Coelho,Officer,Honolulu Police Department,HI,Heart attack,2007-05-20,2007,Sunday,False,https://www.odmp.org/officer/18919-officer-harry-joseph-coelho,https://www.odmp.org/media/image/officer/18919/125/18919.jpg
Probation  David Poling,Officer,Gallipolis Municipal Court,OH,Drowned,2007-05-22,2007,Tuesday,False,https://www.odmp.org/officer/18896-probation-officer-david-poling,https://www.odmp.org/media/image/officer/18896/125/18896.jpg
José Fontañez-Correa,Agent,Puerto Rico Police Department,PR,Gunfire,2007-05-22,2007,Tuesday,False,https://www.odmp.org/officer/18897-agent-jos-fontaez-correa,https://www.odmp.org/media/image/officer/18897/125/18897.jpg
Air Interdiction  Robert F. Smith,Agent,United States Department of Homeland Security - Customs and Border Protection - Air and Marine Operations,US,Aircraft accident,2007-05-22,2007,Tuesday,False,https://www.odmp.org/officer/18895-air-interdiction-agent-robert-f-smith,https://www.odmp.org/media/image/officer/18895/125/18895.jpg
Jason West,Officer,Cleveland Heights Police Department,OH,Gunfire,2007-05-26,2007,Saturday,False,https://www.odmp.org/officer/18900-officer-jason-west,https://www.odmp.org/media/image/officer/18900/125/c_police_officer_jason_west.jpg
"Game  Teyran Micah ""Ty"" Patterson",Warden,Texas Parks and Wildlife Department - Law Enforcement Division,TX,Drowned,2007-05-30,2007,Wednesday,False,https://www.odmp.org/officer/18902-game-warden-teyran-micah-ty-patterson,https://www.odmp.org/media/image/officer/18902/125/game-warden-ty-patterson.jpg
Jeffrey Howard McCoy,Officer,Abilene Police Department,TX,Vehicular assault,2007-06-05,2007,Tuesday,False,https://www.odmp.org/officer/18908-officer-jeffrey-howard-mccoy,https://www.odmp.org/media/image/officer/18908/125/18908.jpg
Special  Ryan A. Balmer,Agent,United States Air Force Office of Special Investigations,US,Bomb,2007-06-05,2007,Tuesday,False,https://www.odmp.org/officer/18909-special-agent-ryan-a-balmer,https://www.odmp.org/media/image/officer/18909/125/18909.jpg
Special  Matthew Joseph Kuglics,Agent,United States Air Force Office of Special Investigations,US,Bomb,2007-06-05,2007,Tuesday,False,https://www.odmp.org/officer/18910-special-agent-matthew-joseph-kuglics,https://www.odmp.org/media/image/officer/18910/125/18910.jpg
Bernard Joseph Berghager,Sheriff,Ralls County Sheriff's Office,MO,Heart attack,2007-06-08,2007,Friday,False,https://www.odmp.org/officer/23216-sheriff-bernard-joseph-berghager,https://www.odmp.org/media/image/officer/23216/125/sheriff-bernard-beghager.jpg
"Hilery A. Mayo, Jr.",Deputy,St. Tammany Parish Sheriff's Office,LA,Automobile crash,2007-06-09,2007,Saturday,False,https://www.odmp.org/officer/18911-deputy-first-class-hilery-a-mayo-jr,https://www.odmp.org/media/image/officer/18911/125/18911.jpg
Special  Michael Walter Thyssen,Agent,United States Air Force Office of Special Investigations,US,Motorcycle crash,2007-06-09,2007,Saturday,False,https://www.odmp.org/officer/19220-special-agent-michael-walter-thyssen,https://www.odmp.org/media/image/officer/19220/125/19220.jpg
Robert Franklin Dickey,Officer,California Highway Patrol,CA,Automobile crash,2007-06-10,2007,Sunday,False,https://www.odmp.org/officer/18912-officer-robert-franklin-dickey,https://www.odmp.org/media/image/officer/18912/125/18912.jpg
of  Randy Lacy,Chief,Clay City Police Department,KY,Gunfire,2007-06-13,2007,Wednesday,False,https://www.odmp.org/officer/18913-chief-of-police-randy-lacy,https://www.odmp.org/media/image/officer/18913/125/18913.jpg
"Linden ""Beau"" Raimer",Sergeant,St. Tammany Parish Sheriff's Office,LA,Automobile crash,2007-06-13,2007,Wednesday,False,https://www.odmp.org/officer/18914-sergeant-linden-beau-raimer,https://www.odmp.org/media/image/officer/18914/125/sergeant-linden-beau-raimer.jpg
Christopher Mirabal,Patrolman,New Mexico State Police,NM,Motorcycle crash,2007-06-13,2007,Wednesday,False,https://www.odmp.org/officer/18915-patrolman-christopher-mirabal,https://www.odmp.org/media/image/officer/18915/125/18915.jpg
Jerome Jackson,Deputy,McDuffie County Sheriff's Office,GA,Automobile crash,2007-06-15,2007,Friday,False,https://www.odmp.org/officer/19219-deputy-sheriff-jerome-jackson,https://www.odmp.org/media/image/officer/19219/125/19219.jpg
Kelly James Fredinburg,Deputy,Marion County Sheriff's Office,OR,Vehicular assault,2007-06-16,2007,Saturday,False,https://www.odmp.org/officer/18923-deputy-kelly-james-fredinburg,https://www.odmp.org/media/image/officer/18923/125/deputy-sheriff-kelly-fredinburg.jpg
Frank Charles Denzinger,Officer,Floyd County Sheriff's Office,IN,Gunfire,2007-06-18,2007,Monday,False,https://www.odmp.org/officer/18926-officer-frank-charles-denzinger,https://www.odmp.org/media/image/officer/18926/125/officer-charles-denzinger.jpg
Scott Wheeler,Corporal,Howard County Police Department,MD,Struck by vehicle,2007-06-18,2007,Monday,False,https://www.odmp.org/officer/18924-corporal-scott-wheeler,https://www.odmp.org/media/image/officer/18924/125/corporal-scott-wheeler.jpg
Justin Thompson,Sergeant,Lincoln County Sheriff's Office,WV,Automobile crash,2007-06-20,2007,Wednesday,False,https://www.odmp.org/officer/18928-sergeant-justin-thompson,https://www.odmp.org/media/image/officer/18928/125/deputy-sheriff-justin-thompson.jpg
Senior  Fred Ghussin,Investigator,New York County District Attorney's Office,NY,9/11 related illness,2007-06-22,2007,Friday,False,https://www.odmp.org/officer/19118-senior-investigator-fred-ghussin,https://www.odmp.org/media/image/officer/19118/125/19118.jpg
Matthew Allen Lovejoy,Police,Murfreesboro Police Department,TN,Heart attack,2007-06-22,2007,Friday,False,https://www.odmp.org/officer/20760-police-officer-matthew-allen-lovejoy,https://www.odmp.org/media/image/officer/20760/125/c_police_officer_matthew_allen_lovejoy.jpg
David Leon Gwin,Chief,Macon County Sheriff's Office,MO,Heart attack,2007-06-24,2007,Sunday,False,https://www.odmp.org/officer/19077-chief-jailer-david-leon-gwin,https://www.odmp.org/media/image/officer/19077/125/19077.jpg
Corrections  Stephen Anderson,Officer,Utah Department of Corrections,UT,Gunfire,2007-06-25,2007,Monday,False,https://www.odmp.org/officer/18933-corrections-officer-stephen-anderson,https://www.odmp.org/media/image/officer/18933/125/18933.jpg
Charles Cook,Deputy,Buchanan County Sheriff's Office,MO,Vehicle pursuit,2007-06-28,2007,Thursday,False,https://www.odmp.org/officer/18938-deputy-sheriff-charles-cook,https://www.odmp.org/media/image/officer/18938/125/c_charles-cook.jpg
Michael Page,Deputy,Bowie County Sheriff's Office,TX,Gunfire,2007-06-30,2007,Saturday,False,https://www.odmp.org/officer/18939-deputy-sheriff-michael-page,https://www.odmp.org/media/image/officer/18939/125/18939.jpg
Adam Joseph Menuez,Police,Fallon Paiute-Shoshone Tribal Police Department,TR,Automobile crash,2007-07-04,2007,Wednesday,False,https://www.odmp.org/officer/18943-police-officer-adam-joseph-menuez,https://www.odmp.org/media/image/officer/18943/125/18943.jpg
Master  David Edward Rich,Trooper,Indiana State Police,IN,Gunfire,2007-07-05,2007,Thursday,False,https://www.odmp.org/officer/18944-master-trooper-david-edward-rich,https://www.odmp.org/media/image/officer/18944/125/18944.jpg
Joshua Everett Norris,Deputy,Jefferson Parish Sheriff's Office,LA,Gunfire,2007-07-05,2007,Thursday,False,https://www.odmp.org/officer/18945-deputy-sheriff-joshua-everett-norris,https://www.odmp.org/media/image/officer/18945/125/18945.jpg
"Dayle Weston ""Wes"" Hardy",Police,Plano Police Department,TX,Motorcycle crash,2007-07-07,2007,Saturday,False,https://www.odmp.org/officer/18947-police-officer-dayle-weston-wes-hardy,https://www.odmp.org/media/image/officer/18947/125/18947.jpg
Robert Anthony Kozminski,Police,Grand Rapids Police Department,MI,Gunfire,2007-07-08,2007,Sunday,False,https://www.odmp.org/officer/18950-police-officer-robert-anthony-kozminski,https://www.odmp.org/media/image/officer/18950/125/c_kozminski.jpg
Karl Strohsal,Sergeant,Longwood Police Department,FL,Vehicular assault,2007-07-14,2007,Saturday,False,https://www.odmp.org/officer/18951-sergeant-karl-strohsal,https://www.odmp.org/media/image/officer/18951/125/sergeant-karl-strohsal.jpg
Russel Timoshenko,Detective,New York City Police Department,NY,Gunfire,2007-07-14,2007,Saturday,False,https://www.odmp.org/officer/18952-detective-russel-timoshenko,https://www.odmp.org/media/image/officer/18952/125/18952.jpg
William John Walters,Deputy,Kemper County Sheriff's Office,MS,Automobile crash,2007-07-15,2007,Sunday,False,https://www.odmp.org/officer/18961-deputy-sheriff-william-john-walters,https://www.odmp.org/media/image/officer/18961/125/18961.jpg
Madeline Carlo,Police,New York City Police Department,NY,9/11 related illness,2007-07-15,2007,Sunday,False,https://www.odmp.org/officer/19095-police-officer-madeline-carlo,https://www.odmp.org/media/image/officer/19095/125/19095.jpg
Tommy Kent Martin,Chief,Douglas County Sheriff's Department,IL,Gunfire,2007-07-17,2007,Tuesday,False,https://www.odmp.org/officer/18960-chief-deputy-tommy-kent-martin,https://www.odmp.org/media/image/officer/18960/125/18960.jpg
Peter D. Garland,Sergeant,Klickitat County Sheriff's Office,WA,Automobile crash,2007-07-18,2007,Wednesday,False,https://www.odmp.org/officer/19305-sergeant-peter-d-garland,https://www.odmp.org/media/image/officer/19305/125/19305.jpg
Christopher A. Vidro,Sergeant,Montclair State University Police Department,NJ,9/11 related illness,2007-07-25,2007,Wednesday,False,https://www.odmp.org/officer/23602-sergeant-christopher-a-vidro,https://www.odmp.org/media/image/officer/23602/125/vidro%2C-christipher-.jpg
Border Patrol  Eric N. Cabral,Agent,United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol,US,Heatstroke,2007-07-26,2007,Thursday,False,https://www.odmp.org/officer/18962-border-patrol-agent-eric-n-cabral,https://www.odmp.org/media/image/officer/18962/125/18962.jpg
"George Valentino Cortez, Jr.",Police,Phoenix Police Department,AZ,Gunfire,2007-07-27,2007,Friday,False,https://www.odmp.org/officer/18963-police-officer-george-valentino-cortez-jr,https://www.odmp.org/media/image/officer/18963/125/18963.jpg
Probation / Parole   Daniel Morris Jones,Officer,Iowa Department of Corrections,IA,Automobile crash,2007-07-27,2007,Friday,False,https://www.odmp.org/officer/21795-probation-parole-officer-ii-daniel-morris-jones,https://www.odmp.org/media/image/officer/21795/125/probation-parole-officer-daniel-morris-jones.jpg
Robert Bernard Helmke,Police,New York City Police Department,NY,9/11 related illness,2007-07-28,2007,Saturday,False,https://www.odmp.org/officer/19959-police-officer-robert-bernard-helmke,https://www.odmp.org/media/image/officer/19959/125/19959.jpg
Douglas Scott Russell,Officer,California Highway Patrol,CA,Vehicular assault,2007-07-31,2007,Tuesday,False,https://www.odmp.org/officer/18965-officer-douglas-scott-russell,https://www.odmp.org/media/image/officer/18965/125/18965.jpg
Special  Kimberly D. Place,Agent,"United States Department of Justice - Bureau of Alcohol, Tobacco, Firearms and Explosives",US,Automobile crash,2007-08-01,2007,Wednesday,False,https://www.odmp.org/officer/18966-special-agent-kimberly-d-place,https://www.odmp.org/media/image/officer/18966/125/18966.jpg
of  David Gerald Richard,Chief,Port Barre Police Department,LA,Vehicle pursuit,2007-08-05,2007,Sunday,False,https://www.odmp.org/officer/18967-chief-of-police-david-gerald-richard,https://www.odmp.org/media/image/officer/18967/125/18967.jpg
Special  Stephen Bollinger,Deputy,Franklin County Sheriff's Office,OH,Automobile crash,2007-08-05,2007,Sunday,False,https://www.odmp.org/officer/18968-special-deputy-stephen-bollinger,https://www.odmp.org/media/image/officer/18968/125/18968.jpg
Christopher Reyka,Sergeant,Broward County Sheriff's Office,FL,Gunfire,2007-08-10,2007,Friday,False,https://www.odmp.org/officer/18969-sergeant-christopher-reyka,https://www.odmp.org/media/image/officer/18969/125/18969.jpg
John Russell Smith,Detective,Bastrop Police Department,LA,Gunfire,2007-08-10,2007,Friday,False,https://www.odmp.org/officer/18970-detective-john-russell-smith,https://www.odmp.org/media/image/officer/18970/125/18970.jpg
"Charles ""Chuck"" Wilson",Detective,Bastrop Police Department,LA,Gunfire,2007-08-10,2007,Friday,False,https://www.odmp.org/officer/18971-detective-charles-chuck-wilson,https://www.odmp.org/media/image/officer/18971/125/18971.jpg
"Benjamin ""BJ"" Wilcher, Jr.",Patrolman,Gary Police Department,IN,Vehicle pursuit,2007-08-12,2007,Sunday,False,https://www.odmp.org/officer/18972-patrolman-benjamin-bj-wilcher-jr,https://www.odmp.org/media/image/officer/18972/125/18972.jpg
"George ""Bill"" Stanford",Deputy,Cheyenne Police Department,WY,Heart attack,2007-08-13,2007,Monday,False,https://www.odmp.org/officer/18973-deputy-chief-george-bill-stanford,https://www.odmp.org/media/image/officer/18973/125/18973.jpg
Ronald Hamlin Harrison,Sergeant,Hillsborough County Sheriff's Office,FL,Gunfire,2007-08-15,2007,Wednesday,False,https://www.odmp.org/officer/18974-sergeant-ronald-hamlin-harrison,https://www.odmp.org/media/image/officer/18974/125/18974.jpg
Norvelle Brown,Police,St. Louis Metropolitan Police Department,MO,Gunfire,2007-08-15,2007,Wednesday,False,https://www.odmp.org/officer/18976-police-officer-norvelle-brown,https://www.odmp.org/media/image/officer/18976/125/18976.jpg
Kenneth Armstrong,Detective,Montgomery Police Department,AL,Automobile crash,2007-08-17,2007,Friday,False,https://www.odmp.org/officer/18978-detective-corporal-kenneth-armstrong,https://www.odmp.org/media/image/officer/18978/125/18978.jpg
"Walter Thomas Barclay, Jr.",Police,Philadelphia Police Department,PA,Gunfire,2007-08-19,2007,Sunday,False,https://www.odmp.org/officer/18982-police-officer-walter-thomas-barclay-jr,https://www.odmp.org/media/image/officer/18982/125/18982.jpg
Reserve  Joe Bill Galloway,Deputy,Holmes County Sheriff's Office,FL,Vehicle pursuit,2007-08-20,2007,Monday,False,https://www.odmp.org/officer/18981-reserve-deputy-joe-bill-galloway,https://www.odmp.org/media/image/officer/18981/125/18981.jpg
"Jack P. Holland,",Trooper,Ohio State Highway Patrol,OH,Animal related,2007-08-21,2007,Tuesday,False,https://www.odmp.org/officer/18983-trooper-jack-p-holland-ii,https://www.odmp.org/media/image/officer/18983/125/18983.jpg
Lawrence W. Lakeman,Trooper,New York State Police,NY,9/11 related illness,2007-08-24,2007,Friday,False,https://www.odmp.org/officer/26788-trooper-lawrence-w-lakeman,https://www.odmp.org/media/image/officer/26788/125/c_larry-lakeman.jpg
Germaine Ferris Casey,Police,Rio Rancho Police Department,NM,Motorcycle crash,2007-08-27,2007,Monday,False,https://www.odmp.org/officer/18990-police-officer-germaine-ferris-casey,https://www.odmp.org/media/image/officer/18990/125/18990.jpg
Claire T. Hanrahan,Sergeant,New York City Police Department,NY,9/11 related illness,2007-08-28,2007,Tuesday,False,https://www.odmp.org/officer/19960-sergeant-claire-t-hanrahan,https://www.odmp.org/media/image/officer/19960/125/19960.jpg
Frank Gerard Macri,Police,New York City Police Department,NY,9/11 related illness,2007-09-03,2007,Monday,False,https://www.odmp.org/officer/19455-police-officer-frank-gerard-macri,https://www.odmp.org/media/image/officer/19455/125/19455.jpg
Arlie Jones,Corporal,Odessa Police Department,TX,Gunfire,2007-09-08,2007,Saturday,False,https://www.odmp.org/officer/18994-corporal-arlie-jones,https://www.odmp.org/media/image/officer/18994/125/18994.jpg
"John  ""Scott"" Gardner",Corporal,Odessa Police Department,TX,Gunfire,2007-09-08,2007,Saturday,False,https://www.odmp.org/officer/18995-corporal-john-scott-gardner,https://www.odmp.org/media/image/officer/18995/125/18995.jpg
Jesus  Fernandez-Hernandez,Lieutenant,Puerto Rico Police Department,PR,Gunfire,2007-09-12,2007,Wednesday,False,https://www.odmp.org/officer/25425-lieutenant-jesus-fernandez-hernandez,https://www.odmp.org/media/image/officer/25425/125/c_fernandez-hernandez.jpg
Abel Marquez,Corporal,Odessa Police Department,TX,Gunfire,2007-09-12,2007,Wednesday,False,https://www.odmp.org/officer/18997-corporal-abel-marquez,https://www.odmp.org/media/image/officer/18997/125/18997.jpg
Jose Lazaro Somohano,Police,Miami-Dade Police Department,FL,Gunfire,2007-09-13,2007,Thursday,False,https://www.odmp.org/officer/18998-police-officer-jose-lazaro-somohano,https://www.odmp.org/media/image/officer/18998/125/18998.jpg
David Camden,Police,Temple Police Department,TX,Motorcycle crash,2007-09-14,2007,Friday,False,https://www.odmp.org/officer/19000-police-officer-david-camden,https://www.odmp.org/media/image/officer/19000/125/19000.jpg
"Nicki James ""Nick"" Erfle",Police,Phoenix Police Department,AZ,Gunfire,2007-09-18,2007,Tuesday,False,https://www.odmp.org/officer/19001-police-officer-nicki-james-nick-erfle,https://www.odmp.org/media/image/officer/19001/125/19001.jpg
U.S.  Bucky E. Burke,Deputy,United States Department of Justice - United States Marshals Service,US,Heart attack,2007-09-18,2007,Tuesday,False,https://www.odmp.org/officer/19002-deputy-us-marshal-bucky-e-burke,https://www.odmp.org/media/image/officer/19002/125/19002.jpg
Mario Moreno,Detective,San Antonio Police Department,TX,Gunfire,2007-09-21,2007,Friday,False,https://www.odmp.org/officer/19003-detective-mario-moreno,https://www.odmp.org/media/image/officer/19003/125/19003.jpg
"Enrico Aquino Garcia, Jr.",Deputy,Vigo County Sheriff's Office,IN,Heart attack,2007-09-23,2007,Sunday,False,https://www.odmp.org/officer/19326-deputy-sheriff-enrico-aquino-garcia-jr,https://www.odmp.org/media/image/officer/19326/125/c_deputy_sheriff_enrico_aquino_garcia.jpg
Air Interdiction  Julio Enrique Baray,Agent,United States Department of Homeland Security - Customs and Border Protection - Air and Marine Operations,US,Aircraft accident,2007-09-24,2007,Monday,False,https://www.odmp.org/officer/19011-air-interdiction-agent-julio-enrique-baray,https://www.odmp.org/media/image/officer/19011/125/19011.jpg
Corrections  Susan Louise Canfield,Officer,Texas Department of Criminal Justice - Correctional Institutions Division,TX,Vehicular assault,2007-09-24,2007,Monday,False,https://www.odmp.org/officer/19010-corrections-officer-susan-louise-canfield,https://www.odmp.org/media/image/officer/19010/125/19010.jpg
Daniel Talbot,Police,Revere Police Department,MA,Gunfire,2007-09-29,2007,Saturday,False,https://www.odmp.org/officer/19021-police-officer-daniel-talbot,https://www.odmp.org/media/image/officer/19021/125/19021.jpg
Jason Norling,Deputy,Harris County Constable's Office - Precinct 5,TX,Struck by vehicle,2007-10-01,2007,Monday,False,https://www.odmp.org/officer/19022-deputy-constable-jason-norling,https://www.odmp.org/media/image/officer/19022/125/deputy-constable-jason-norling.png
"Alfred L. Gordon, Sr.",Police,Orlando Police Department,FL,Gunfire,2007-10-04,2007,Thursday,False,https://www.odmp.org/officer/19025-police-officer-alfred-l-gordon-sr,https://www.odmp.org/media/image/officer/19025/125/19025.jpg
Gary D. McCormack,Deputy,Greene County Sheriff's Office,MO,Automobile crash,2007-10-06,2007,Saturday,False,https://www.odmp.org/officer/19024-deputy-sheriff-gary-d-mccormack,https://www.odmp.org/media/image/officer/19024/125/19024.jpg
David A. Graham,Trooper,Montana Highway Patrol,MT,Automobile crash,2007-10-09,2007,Tuesday,False,https://www.odmp.org/officer/19026-trooper-david-a-graham,https://www.odmp.org/media/image/officer/19026/125/c_graham-david.jpg
Gary Wayne Henderson,Sergeant,Shelbyville Police Department,IN,Accidental,2007-10-10,2007,Wednesday,False,https://www.odmp.org/officer/19028-sergeant-gary-wayne-henderson,https://www.odmp.org/media/image/officer/19028/125/19028.jpg
George Brentar,Police,Euclid Police Department,OH,Automobile crash,2007-10-10,2007,Wednesday,False,https://www.odmp.org/officer/19027-police-officer-george-brentar,https://www.odmp.org/media/image/officer/19027/125/police-officer-george-brentar.jpg
Zachariah Earl Templeton,Trooper,Colorado State Patrol,CO,Struck by vehicle,2007-10-12,2007,Friday,False,https://www.odmp.org/officer/19029-trooper-zachariah-earl-templeton,https://www.odmp.org/media/image/officer/19029/125/19029.jpg
Scott Eric Bell,Officer,Jacksonville Sheriff's Office,FL,Vehicular assault,2007-10-12,2007,Friday,False,https://www.odmp.org/officer/19030-officer-scott-eric-bell,https://www.odmp.org/media/image/officer/19030/125/19030.jpg
Sergio Carrera,Officer,Rialto Police Department,CA,Gunfire,2007-10-18,2007,Thursday,False,https://www.odmp.org/officer/19031-officer-sergio-carrera,https://www.odmp.org/media/image/officer/19031/125/19031.jpg
Jerry Wayne Hudgins,Deputy,Coahoma County Sheriff's Office,MS,Automobile crash,2007-10-19,2007,Friday,False,https://www.odmp.org/officer/19033-deputy-sheriff-jerry-wayne-hudgins,https://www.odmp.org/media/image/officer/19033/125/19033.jpg
