County Code,Perm ID,Facility Name,City,Building Nbr,Building Name,Building Status,SPC Rating *,Building URL,Height (ft),Stories,Building Code,Building Code Year,Year Completed,Latitude,Longitude,Count
10 - Fresno,13018,Kaiser Foundation Hospital - Fresno,Fresno,BLD-06502,Medical Waste Enclosure,Proposed,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=19CAP&capID2=00000&capID3=005I1&agencyCode=OSHPD,,1,2016 California Building Code (CBC),2016,,36.8428688,-119.7812424,1
10 - Fresno,13018,Kaiser Foundation Hospital - Fresno,Fresno,BLD-06503,Med Gas Cylinder Canopy,Proposed,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=19CAP&capID2=00000&capID3=005I3&agencyCode=OSHPD,,1,2016 California Building Code (CBC),2016,,36.8428688,-119.7812424,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-00500,Main Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=74HIS&capID2=00000&capID3=00008&agencyCode=OSHPD,92,6,1970 Uniform Building Code (UBC),1970,1974,36.8353767,-119.765625,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-00501,West Addition,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,,3,1973 California Building Code (CBC),1973,1979,36.8353767,-119.765625,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-00502,Cogeneration Building,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=83HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,25,1,1979 California Building Code (CBC),1979,1983,36.8353767,-119.765625,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-00503,Chapel,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00015&agencyCode=OSHPD,,2,1985 California Building Code (CBC),1985,1990,36.8353767,-119.765625,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-00504,Northwest Addition,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,,6,1985 California Building Code (CBC),1985,1990,36.8353767,-119.765625,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-00505,East Addition,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=96HIS&capID2=00000&capID3=00006&agencyCode=OSHPD,,4,1985 California Building Code (CBC),1985,1996,36.8353767,-119.765625,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-00506,Central Plant,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=74HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,26,1,1970 Uniform Building Code (UBC),1970,1974,36.8353767,-119.765625,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-03307,Cath Recovery Building,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=03HIS&capID2=00000&capID3=00036&agencyCode=OSHPD,32.2,2,1998 California Building Code (CBC),1998,2002,36.8353767,-119.765625,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-03308,North Addition,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00304&agencyCode=OSHPD,,,1998 California Building Code (CBC),1998,2010,36.8353767,-119.765625,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-05548,Canopy and Bridges,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=00EUD&agencyCode=OSHPD,14,1,1970 Uniform Building Code (UBC),1970,1974,36.8353767,-119.765625,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-05877,UPS Flywheel Enclosure,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=004NE&agencyCode=OSHPD,8.5,1,2010 California Building Code (CBC),2010,2015,36.8353767,-119.765625,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-06564,21 KV Switchgear Building,Proposed,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=19CAP&capID2=00000&capID3=00AOH&agencyCode=OSHPD,,1,2016 California Building Code (CBC),2016,,36.8353767,-119.765625,1
10 - Fresno,10155,Saint Agnes Medical Center,Fresno,BLD-06600,Fire Pump / Chiller Building,Proposed,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=19CAP&capID2=00000&capID3=00CIQ&agencyCode=OSHPD,,,Unknown,,,36.8353767,-119.765625,1
10 - Fresno,16404,San Joaquin Valley Rehabilitation Hospital,Fresno,BLD-02531,Hospital Building,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=93HIS&capID2=00000&capID3=00043&agencyCode=OSHPD,,2,1985 California Building Code (CBC),1985,1991,36.8399296,-119.7595395,1
11 - Glenn,10175,Glenn Medical Center,Willows,BLD-00519,Main Hospital Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=50HIS&capID2=00000&capID3=00001&agencyCode=OSHPD,10,1,1949 Uniform Building Code (UBC),1949,1950,39.5205112,-122.2077231,1
11 - Glenn,10175,Glenn Medical Center,Willows,BLD-00520,Garage Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=49HIS&capID2=00000&capID3=00004&agencyCode=OSHPD,11,1,1949 Uniform Building Code (UBC),1949,1949,39.5205112,-122.2077231,1
11 - Glenn,10175,Glenn Medical Center,Willows,BLD-00521,600 Wing (Accounting) Addition,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=64HIS&capID2=00000&capID3=00008&agencyCode=OSHPD,11,1,1961 Uniform Building Code (UBC),1961,1964,39.5205112,-122.2077231,1
11 - Glenn,10175,Glenn Medical Center,Willows,BLD-00522,Nurses Locker Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=84HIS&capID2=00000&capID3=00007&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1984,39.5205112,-122.2077231,1
11 - Glenn,10175,Glenn Medical Center,Willows,BLD-02884,Hospital,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00144&agencyCode=OSHPD,,,2010 California Building Code (CBC),2010,,39.5205112,-122.2077231,1
11 - Glenn,10175,Glenn Medical Center,Willows,BLD-03773,Main Building - ICU Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=84HIS&capID2=00000&capID3=00037&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1984,39.5205112,-122.2077231,1
11 - Glenn,10175,Glenn Medical Center,Willows,BLD-03774,Main Building - Dietary / Purchasing,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=50HIS&capID2=00000&capID3=00020&agencyCode=OSHPD,10,1,1949 Uniform Building Code (UBC),1949,1950,39.5205112,-122.2077231,1
11 - Glenn,10175,Glenn Medical Center,Willows,BLD-03775,Main Building - 700 Wing South,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=50HIS&capID2=00000&capID3=00021&agencyCode=OSHPD,10,1,1949 Uniform Building Code (UBC),1949,1950,39.5205112,-122.2077231,1
11 - Glenn,10175,Glenn Medical Center,Willows,BLD-03776,Main Building - 700 Wing North,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=50HIS&capID2=00000&capID3=00022&agencyCode=OSHPD,10,1,1949 Uniform Building Code (UBC),1949,1950,39.5205112,-122.2077231,1
11 - Glenn,10175,Glenn Medical Center,Willows,BLD-03777,Main Building - 800 Wing,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=50HIS&capID2=00000&capID3=00023&agencyCode=OSHPD,10,1,1949 Uniform Building Code (UBC),1949,1950,39.5205112,-122.2077231,1
11 - Glenn,10175,Glenn Medical Center,Willows,BLD-03778,Main Building - Medical / Surgery,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=50HIS&capID2=00000&capID3=00024&agencyCode=OSHPD,10,1,1949 Uniform Building Code (UBC),1949,1950,39.5205112,-122.2077231,1
11 - Glenn,10175,Glenn Medical Center,Willows,BLD-03825,Shop & Maint. Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=49HIS&capID2=00000&capID3=00020&agencyCode=OSHPD,11,1,1949 Uniform Building Code (UBC),1949,1949,39.5205112,-122.2077231,1
12 - Humboldt,10186,Jerold Phelps Community Hospital,Garberville,BLD-00751,Main Building and Additions,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=30HIS&capID2=00000&capID3=00000&agencyCode=OSHPD,9.6,1,1961 Uniform Building Code (UBC),1961,1962,40.1016769,-123.7919312,1
12 - Humboldt,10186,Jerold Phelps Community Hospital,Garberville,BLD-03334,ER Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=86HIS&capID2=00000&capID3=00059&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1986,40.1016769,-123.7919312,1
12 - Humboldt,10186,Jerold Phelps Community Hospital,Garberville,BLD-05453,Clinic Building and Additions,Outpatient Only,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=006DI&agencyCode=OSHPD,,1,1927 Uniform Building Code (UBC),1927,1930,40.1016769,-123.7919312,1
12 - Humboldt,13087,Mad River Community Hospital,Arcata,BLD-00186,Main Hospital,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00002&agencyCode=OSHPD,16,1,1967 Uniform Building Code (UBC),1967,1971,40.8962479,-124.0914459,1
12 - Humboldt,13087,Mad River Community Hospital,Arcata,BLD-00187,Central Plant,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00003&agencyCode=OSHPD,11,1,1967 Uniform Building Code (UBC),1967,1971,40.8962479,-124.0914459,1
12 - Humboldt,13087,Mad River Community Hospital,Arcata,BLD-00188,Administration/Urgent Care,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00006&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1979,40.8962479,-124.0914459,1
12 - Humboldt,13087,Mad River Community Hospital,Arcata,BLD-00189,Short Stay Surgery,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=85HIS&capID2=00000&capID3=00000&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1985,40.8962479,-124.0914459,1
12 - Humboldt,13087,Mad River Community Hospital,Arcata,BLD-00190,Obstetrics Addition,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=87HIS&capID2=00000&capID3=00005&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1987,40.8962479,-124.0914459,1
12 - Humboldt,13087,Mad River Community Hospital,Arcata,BLD-05471,AHU Platform,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=009G0&agencyCode=OSHPD,,,2010 California Building Code (CBC),2010,,40.8962479,-124.0914459,1
12 - Humboldt,13087,Mad River Community Hospital,Arcata,BLD-05715,Conference Room Addition,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=14CAP&capID2=00000&capID3=0006H&agencyCode=OSHPD,,,1979 California Building Code (CBC),1979,1985,40.8962479,-124.0914459,1
12 - Humboldt,10183,Redwood Memorial Hospital,Fortuna,BLD-00529,Original Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=55HIS&capID2=00000&capID3=00006&agencyCode=OSHPD,13.5,1,1955 Uniform Building Code (UBC),1955,1955,40.5823402,-124.1365204,1
12 - Humboldt,10183,Redwood Memorial Hospital,Fortuna,BLD-00530,O.B. Addition,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=82HIS&capID2=00000&capID3=00006&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1982,40.5823402,-124.1365204,1
12 - Humboldt,10183,Redwood Memorial Hospital,Fortuna,BLD-00531,Generator Building,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=88HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,,1,1985 California Building Code (CBC),1985,1991,40.5823402,-124.1365204,1
12 - Humboldt,10183,Redwood Memorial Hospital,Fortuna,BLD-00532,East Wing Expansion,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1996,40.5823402,-124.1365204,1
12 - Humboldt,10183,Redwood Memorial Hospital,Fortuna,BLD-00533,E. Wing Canopy,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00018&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1996,40.5823402,-124.1365204,1
12 - Humboldt,10183,Redwood Memorial Hospital,Fortuna,BLD-03890,Surgery Department - Structurally connected to BLD-00529,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=02HIS&capID2=00000&capID3=00050&agencyCode=OSHPD,,,1995 California Building Code (CBC),1995,2002,40.5823402,-124.1365204,1
12 - Humboldt,10183,Redwood Memorial Hospital,Fortuna,BLD-05824,Rehab. Addition,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=14CAP&capID2=00000&capID3=00BQP&agencyCode=OSHPD,,1,2013 California Building Code (CBC),2013,,40.5823402,-124.1365204,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-00535,Original Hospital and Central Plant,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=53HIS&capID2=00000&capID3=00002&agencyCode=OSHPD,50,4,1949 Uniform Building Code (UBC),1949,1953,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-00536,Linear Accelerator (Phase II),In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=78HIS&capID2=00000&capID3=00008&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1978,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-00537,Phase III Addition Building,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=78HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,,4,1976 California Building Code (CBC),1976,1978,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-00538,Emergency Entrance Vestibule,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=78HIS&capID2=00000&capID3=00010&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1978,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-00539,Radiation Oncology Addition,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=94HIS&capID2=00000&capID3=00011&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1994,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-00540,Heart Center,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=98HIS&capID2=00000&capID3=00008&agencyCode=OSHPD,,2,1992 California Building Code (CBC),1992,1998,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-00541,East Wing,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=99HIS&capID2=00000&capID3=00019&agencyCode=OSHPD,,3,1992 California Building Code (CBC),1992,2001,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-00542,Emergency Entrance Vestibule Addition,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=01HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,,1,1995 California Building Code (CBC),1995,2001,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-02735,Emergency Generator #1 CMU Building,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00047&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1979,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-02736,Emergency Generator #2 Enclosure Shed,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=93HIS&capID2=00000&capID3=00045&agencyCode=OSHPD,,1,1989 California Building Code (CBC),1989,1993,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-03375,Northeast Building Entry Link,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00352&agencyCode=OSHPD,10.92,1,2001 California Building Code (CBC),2001,,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-03376,Fire Pump House,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00353&agencyCode=OSHPD,10.34,1,2001 California Building Code (CBC),2001,,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-03625,Northeast Building,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00495&agencyCode=OSHPD,,2,2001 California Building Code (CBC),2001,,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-05767,Northeast Building Ambulance Canopy,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=14CAP&capID2=00000&capID3=004YM&agencyCode=OSHPD,,1,2001 California Building Code (CBC),2001,,40.7836571,-124.1424637,1
12 - Humboldt,10184,St. Joseph Hospital,Eureka,BLD-05768,Northeast Building Entry Canopy,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=14CAP&capID2=00000&capID3=004YN&agencyCode=OSHPD,16.25,1,2001 California Building Code (CBC),2001,,40.7836571,-124.1424637,1
12 - Humboldt,10180,The General Hospital,Eureka,BLD-00523,Original Hospital Building,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=29HIS&capID2=00000&capID3=00000&agencyCode=OSHPD,34.84,3,1927 Uniform Building Code (UBC),1927,1929,40.7880232,-124.1396894,1
12 - Humboldt,10180,The General Hospital,Eureka,BLD-00524,1950 Addition Building,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=50HIS&capID2=00000&capID3=00002&agencyCode=OSHPD,33.5,3,1949 Uniform Building Code (UBC),1949,1950,40.7880232,-124.1396894,1
12 - Humboldt,10180,The General Hospital,Eureka,BLD-00525,1955 Addition Building,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=55HIS&capID2=00000&capID3=00005&agencyCode=OSHPD,31.2,3,1949 Uniform Building Code (UBC),1949,1955,40.7880232,-124.1396894,1
12 - Humboldt,10180,The General Hospital,Eureka,BLD-00526,Center Building - 1957 Addition,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=57HIS&capID2=00000&capID3=00004&agencyCode=OSHPD,32.5,3,1955 Uniform Building Code (UBC),1955,1957,40.7880232,-124.1396894,1
12 - Humboldt,10180,The General Hospital,Eureka,BLD-02651,West Side Building - 1957 Addition,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=57HIS&capID2=00000&capID3=00052&agencyCode=OSHPD,35.33,3,1955 Uniform Building Code (UBC),1955,1957,40.7880232,-124.1396894,1
12 - Humboldt,10180,The General Hospital,Eureka,BLD-02652,Stair #1,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00059&agencyCode=OSHPD,,2,1973 California Building Code (CBC),1973,1977,40.7880232,-124.1396894,1
12 - Humboldt,10180,The General Hospital,Eureka,BLD-02653,Nursery,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00060&agencyCode=OSHPD,,2,1973 California Building Code (CBC),1973,1977,40.7880232,-124.1396894,1
12 - Humboldt,10180,The General Hospital,Eureka,BLD-02654,Stair #2,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00061&agencyCode=OSHPD,,3,1973 California Building Code (CBC),1973,1977,40.7880232,-124.1396894,1
12 - Humboldt,10180,The General Hospital,Eureka,BLD-02655,Stair #3,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00062&agencyCode=OSHPD,,2,1973 California Building Code (CBC),1973,1977,40.7880232,-124.1396894,1
12 - Humboldt,10180,The General Hospital,Eureka,BLD-02656,Radiology Wing,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00063&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1977,40.7880232,-124.1396894,1
12 - Humboldt,10180,The General Hospital,Eureka,BLD-02657,Lobby,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00064&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1977,40.7880232,-124.1396894,1
13 - Imperial,10190,El Centro Regional Medical Center,El Centro,BLD-00752,South Wing,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=55HIS&capID2=00000&capID3=00008&agencyCode=OSHPD,,1,1952 Uniform Building Code (UBC),1952,1955,32.7804451,-115.5685196,1
13 - Imperial,10190,El Centro Regional Medical Center,El Centro,BLD-00753,L/D Bldg,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=55HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,,1,1952 Uniform Building Code (UBC),1952,1955,32.7804451,-115.5685196,1
13 - Imperial,10190,El Centro Regional Medical Center,El Centro,BLD-00754,Central Wing,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=63HIS&capID2=00000&capID3=00006&agencyCode=OSHPD,,1,1961 Uniform Building Code (UBC),1961,1963,32.7804451,-115.5685196,1
13 - Imperial,10190,El Centro Regional Medical Center,El Centro,BLD-00755,West Addition - Structurally connected to BLD-00754,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=63HIS&capID2=00000&capID3=00007&agencyCode=OSHPD,,1,1961 Uniform Building Code (UBC),1961,1963,32.7804451,-115.5685196,1
13 - Imperial,10190,El Centro Regional Medical Center,El Centro,BLD-00756,Central Plant,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=63HIS&capID2=00000&capID3=00008&agencyCode=OSHPD,,1,1961 Uniform Building Code (UBC),1961,1963,32.7804451,-115.5685196,1
13 - Imperial,10190,El Centro Regional Medical Center,El Centro,BLD-00757,North Wing,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=63HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,,1,1961 Uniform Building Code (UBC),1961,1963,32.7804451,-115.5685196,1
