loc_name,geo_lat,geo_lon,count
Spivakivka,49.1819,37.0624,1
Sribne,48.1055,37.0142,2
Sribne,50.6638,32.9187,1
Stakhanov,48.5682,38.6435,45
Stanislav,46.5790,32.1496,7
Stanyshivka,50.2176,28.7235,1
Stanytsia Luhanska,48.6543,39.4794,1
Stara Hnylytsia,49.7368,36.6874,14
Stara Huta,52.3100,33.7949,1
Stara Mykolaivka,48.3288,37.6786,4
Stara Zburivka,46.4706,32.4193,3
Stari Vyrky,51.2224,34.2207,8
Starobilsk,49.2783,38.9107,9
Starodubivka,47.1042,37.0396,6
Starodubivka,48.8902,37.7949,13
Starohnativka,47.5418,37.7809,1
Starokostiantyniv,49.7576,27.2034,3
Staromlynivka,47.6975,36.8247,6
Staromykhaylivka,47.9914,37.5860,66
Starosillia,47.3807,33.3806,3
Starosillia,52.0098,31.6260,1
Staroukrainka,47.6691,36.1458,6
Starovirivka,49.6888,37.4277,1
Staryi Bykiv,50.5906,31.6382,2
Staryi Karavan,48.9218,37.7816,17
Staryi Krym,47.1614,37.4869,3
Staryi Saltiv,50.0761,36.7936,62
Starykove,51.6209,34.1471,15
Starytsia,50.2405,36.7931,2
Stavky,49.0484,37.8349,1
Stavyshche,49.3912,30.1902,1
Stavyshe,50.4046,29.5231,1
Stepanivka,46.6935,32.5806,3
Stepanky,49.9718,36.5086,1
Stepano-Krynka,47.9186,38.3434,1
Stepne,47.7949,37.5521,12
Stepne,47.7980,35.3078,2
Stepne,52.0911,33.7439,1
Stepnohirsk,47.5867,35.3560,33
Stepova Dolyna,46.7785,32.1822,52
Stepove,47.1048,32.3815,1
Stepove,47.1681,32.5658,1
Stepove,47.7117,36.5954,15
Stepove,47.8871,36.4540,4
Stepove,48.1952,37.6776,6
Stetskivka,51.0099,34.7769,1
Stohnii,50.3697,35.9428,1
Storozheve,47.8001,36.7980,1
Stoyanka,50.4540,30.2261,4
Strilecha,50.3014,36.3994,22
Stryapivka,48.6707,38.1502,5
Stryi,49.2622,23.8561,1
Studenok,49.0889,37.4900,7
Studenok,51.6924,34.1259,5
Stukalivka,51.2093,34.2886,7
Suhodil,51.7859,34.2533,2
Sukha Balka,48.3225,37.7604,16
Sukha Kamyanka,49.0893,37.3466,5
Sukholuchchia,50.9429,30.4387,1
Sukhyi Stavok,47.1557,33.1031,28
Sulyhivka,49.0266,37.2432,24
Sumy,50.9216,34.8003,46
Svarkove,51.6142,34.0307,2
Svatove,49.4103,38.1504,17
Svitilnya,50.5638,31.1514,1
Svitle,48.3088,37.2340,1
Svitle,48.4036,37.1177,2
Svitlichne,48.2822,39.5661,2
Svitlodarsk,48.4380,38.2235,43
Svitlychne,50.3251,36.0542,28
Svobodne,47.5313,37.5637,2
Svyatohirsk,49.0333,37.5666,30
Sydorove,48.9853,37.6022,18
Syhnalne,47.8456,37.6438,7
Synelnykove,48.3204,35.5179,24
Synetskyi,48.9480,38.4113,3
Synychene,49.1066,37.3764,1
Syrotyne,48.9144,38.5115,12
Taborivka,47.6038,31.3679,1
Tairove,46.3676,30.6522,2
Talakivka,47.1924,37.7252,1
Talalayivka,50.8391,33.1437,1
Taramchuk,47.8051,37.5769,1
Tarasivka,50.6222,31.0061,1
Tarasivshchyna,50.7111,30.2094,1
Tavilzhanka,49.8393,37.7755,3
Tavriiske,46.7245,32.1024,15
Tavriiske,46.9850,33.0919,6
Tavriysk,46.7550,33.4251,2
Tavriyske,46.3732,32.5624,28
Tavriyske,46.6919,35.6093,4
Tavriyske,47.6518,35.6959,6
Tekstylnyk,47.9442,37.6928,1
Temyrivka,47.8235,36.5722,28
Teplychne,48.5842,39.2249,2
Terekhivka,51.5948,31.4072,1
Ternivka,47.1980,33.0078,13
Ternopil,49.5559,25.6056,2
Ternova,50.1852,36.6755,18
Ternove,48.4535,39.4109,1
Ternovi Pody,46.8593,32.3848,25
Ternuvate,47.8299,36.1270,6
Terny,49.0969,37.9631,5
Terny,49.8864,38.0268,2
Terpinnia,46.9754,35.4206,1
Tetyanivka,47.3807,32.7786,1
Tetyanivka,49.0363,37.5910,36
Tokareve,47.3010,33.1657,12
Tokarivka,46.7504,32.9513,1
Tokmak,47.2552,35.7124,19
Tolokun,50.8892,30.4368,1
Tomyna Balka,46.6244,32.3078,3
Tonenke,48.1386,37.6431,24
Topolivka,48.8611,38.3270,1
Topolske,49.1311,37.2345,3
Topolyne,47.5339,33.5560,17
Toretsk,48.3934,37.8453,69
Torske,49.0173,37.9613,10
Toshkivka,48.7806,38.5768,41
Tovstodubove,51.8469,34.2477,11
Travneve,48.4254,38.1016,30
Travneve,49.4521,38.2872,1
Trebukhiv,50.4843,30.9030,2
Troitske,48.2626,37.8579,17
Troitske,48.5337,38.4000,8
Trostianets,50.4848,34.9657,17
Trudoliubivka,46.9207,32.6098,16
Trudolyubivka,47.4467,33.6970,30
Trudove,47.3157,36.5873,1
Trudove,47.8990,37.2175,4
Tryfonivka,47.2533,33.5138,1
Trykhaty,47.1436,31.8210,1
Tryokhizbenka,48.7568,38.9631,1
Trypillia,48.6736,38.2691,3
Trypillia,50.1180,30.7814,1
Tsapivka,50.2679,35.8613,2
Tsupivka,50.2700,36.1727,17
Tsvitokha,50.2489,26.9438,1
Tsyrkuny,50.0824,36.3857,59
Turia,50.8952,35.3546,5
Turove,50.3099,36.1498,2
Tuzly,45.8650,30.0977,3
Tverdomedove,47.3520,33.2852,2
Tykhonivka,48.7186,37.7837,1
Tykhotske,49.0811,37.3611,3
Tymofiivka,50.3579,35.7861,4
Udachne,48.2405,36.9911,2
Udy,50.3846,36.0606,70
Uhroyidy,50.8629,35.2782,1
Ukrainka,46.7369,31.1843,7
Ukrainka,46.8245,32.1416,10
Ukrainka,47.3251,33.7816,1
Ukrainka,47.8758,33.9833,1
Ukrainka,50.1158,36.7105,11
Ukrainka,50.1532,30.7425,3
Ukrainske,47.2859,37.9307,1
Ukrainske,52.2867,33.5069,1
Ulakly,47.9974,37.0851,1
Ulanove,51.7554,34.3011,6
Ulytsia,52.3076,33.6189,1
Uman,48.7484,30.2218,6
Umanske,48.1544,37.5653,7
Ushomyr,50.8597,28.4657,1
Uspenivka,47.7830,36.3958,11
Uspenivka,47.9170,37.2297,3
Ustynivka,48.8217,38.5654,25
Uzhivka,47.1446,37.8563,2
Valentynivka,48.3119,37.7617,2
Valeryanivka,47.6390,37.3796,2
Valuiky,49.0887,38.8090,1
Vapnyarka,46.5755,30.8852,2
Varvarivka,47.7357,36.1946,4
Varvarivka,49.0727,38.4052,3
Varvarivka,50.1892,36.7227,4
Vasylenkove,49.7789,37.0419,2
Vasylivka,47.4369,35.2742,25
Vasylivka,47.5773,37.6785,7
Vasylivka,48.1716,37.8597,15
Vasylivka,48.7262,38.2577,11
Vasylivka Persha,48.8772,37.1664,1
Vasylivske,52.2820,33.4896,1
Vasylkiv,50.1869,30.3135,12
Vasyshcheve,49.8361,36.3308,1
Vasyukivka,48.7400,37.9954,6
Vavylove,46.9245,32.4703,1
Velikiy Sambir,51.0572,33.1361,1
Velyka Babka,49.9816,36.7463,8
Velyka Bilozerka,47.2776,34.7062,1
Velyka Doroha,50.8736,32.0028,1
Velyka Dymerka,50.5927,30.9102,5
Velyka Komyshuvakha,49.1142,36.9899,58
Velyka Kostromka,47.5336,33.7212,47
Velyka Novosilka,47.8453,36.8353,86
Velyka Oleksandrivka,47.3197,33.3037,8
Velyka Pysarivka,50.4243,35.4799,39
Velyka Rybytsia,51.0086,35.1765,1
Velyka Znamyanka,47.4454,34.3508,1
Velyke Artakove,47.2211,33.0632,33
Velyki Khutory,49.8171,37.1899,1
Velyki Korovyntsi,49.9808,28.2881,1
Velyki Prokhody,50.2001,36.3362,31
Velykodolynske,46.3466,30.5759,3
Velykomykhailivka,47.9751,36.4561,14
Velykyi Burluk,50.0617,37.3837,4
Velykyi Dalnyk,46.4749,30.5610,1
Velykyi Prykil,50.9291,35.2543,2
Verbivka,49.4870,36.8300,3
Verbove,48.0644,35.3190,1
Veremiivka,47.4039,33.5671,2
Verhnya Rohanka,50.0242,36.5542,4
Verhnya Syrovatka,50.8309,34.9412,1
Verkhni Sirohozy,46.9107,34.4086,1
Verkhnia Krynytsia,47.4900,35.2802,3
Verkhnia Tersa,47.6957,36.0827,4
Verkhniy Rohachyk,47.2505,34.3380,1
Verkhniy Saltiv,50.1304,36.8037,48
Verkhniy Tokmak,47.1816,36.3630,1
Verkhnokamianske,48.8590,38.1962,90
Verkhnya Pozhnya,50.5621,35.3529,2
Verkhnyokamianka,48.8548,38.2707,16
Verkhnyoshyrokivske,47.2352,37.8638,1
Verkhnyotoretske,48.2138,37.8797,46
Vershyna,48.5188,38.1194,49
Vesela Dolyna,48.5502,38.0658,69
Vesele,46.7923,33.3516,3
Vesele,47.1718,37.9014,2
Vesele,47.6918,36.3959,5
Vesele,48.0612,37.7121,11
Vesele,48.1873,37.7555,22
Vesele,48.7455,38.1514,45
Vesele,48.9061,37.1043,6
Vesele,50.1664,36.5318,5
Veselogorovka,48.4733,38.4570,2
Veselyanka,47.6832,35.3676,5
Veselyi Kut,47.5981,32.8816,11
Vesniane,46.9795,31.8832,2
Veterynarne,50.3907,36.1953,7
Vidrodzhenivske,50.3322,35.7547,1
Vidrodzhennya,48.5254,38.2204,8
Viktorivka,47.6354,37.8086,1
Viktorivka,51.2971,31.4058,1
Vilkhivka,49.9871,36.5105,4
Vilkhuvatka,50.1842,37.5156,4
Vilna Sloboda,51.8139,34.2283,2
Vilne,50.4302,35.4021,1
Vilne Pole,47.8766,36.6843,14
Vilniansk,47.9438,35.4354,1
Vilnoandriivka,47.9669,35.1422,2
Vilshanka,50.9802,34.9875,1
Vinnytsia,49.2296,28.4659,5
Virnopillia,49.0319,37.1253,63
Vitrivka,49.3220,36.9752,1
Vladyslavivka,45.1649,35.3772,1
Vodolahy,51.1787,34.9206,1
Vodyane,47.1478,37.7881,13
Vodyane,48.0960,37.6666,55
Volfyne,51.2430,34.4629,11
Volnovakha,47.6010,37.4967,30
Volobuivka,49.3323,36.8690,4
Volodymyr-Volynskyi,50.8525,24.3236,1
Volodymyrivka,47.7260,37.4014,60
Volodymyrivka,51.1678,34.8792,3
Volodymyrivske,48.1709,35.5081,1
Volokhiv Yar,49.5965,36.9846,4
Volokhivka,50.3084,37.1392,1
Volovets,48.7109,23.1851,1
Voronizh,51.7757,33.4594,1
Voronove,48.8989,38.5698,10
Voronovytsia,49.1029,28.6894,1
Vorozhba,51.1733,34.2192,3
Vorzel,50.5444,30.1530,8
Voskresenske,47.0133,32.1454,3
Vovchansk,50.2908,36.9411,24
Vovchoyarivka,48.8358,38.3648,11
Vovchyi Yar,49.2021,37.6650,1
Vovkivka,51.5200,34.2598,8
Voyevodivka,48.9800,38.4444,9
Vozdvyzhenka,48.4977,38.2900,4
Vozdvyzhivka,47.7472,36.0797,1
Voznesenka,46.8697,35.4620,1
Voznesensk,47.5850,31.3321,16
Voznesenske,49.7557,32.1571,1
Vremivka,47.8340,36.8146,82
Vrubivka,48.7383,38.3866,28
Vuhledar,47.7789,37.2481,116
Vuhlehirsk,48.3119,38.2609,7
Vyimka,48.8043,38.1474,50
Vynohradne,46.4825,32.1686,1
Vyshchetarasivka,47.5673,34.8807,6
Vyshenky,50.3043,30.7147,2
Vyshevychi,50.6276,29.3993,1
Vyshhorod,50.5848,30.4898,13
Vyshneve,50.3891,30.3705,3
Vyskryva,48.5920,38.3012,2
Vysoka Yaruha,50.2733,36.3185,3
Vysoke,49.8373,38.2518,1
Vysokopillia,47.4919,33.5306,33
Vysunsk,47.2611,32.8232,9
Vysuntsi,46.7254,32.5832,1
Yablukove,47.7279,36.3257,3
Yablunivka,48.4234,37.6602,2
Yablunivka,50.8937,29.3402,1
Yahidne,48.6302,37.9821,2
Yahidne,51.3456,31.2764,3
Yakovenkove,49.5262,36.9072,1
Yakovlivka,47.1655,32.9320,3
Yakovlivka,48.0902,37.8253,33
Yakovlivka,48.7065,38.1486,90
Yakovlivka,49.8271,36.1387,3
Yakymivka,46.6997,35.1592,1
Yampil,48.9322,37.9425,21
Yampil,51.9477,33.7876,1
Yampolivka,49.0708,37.9546,2
Yanvarske,47.9442,36.5876,3
Yanzhulivka,52.2935,32.5600,7
Yaremivka,49.0853,37.4540,3
Yarmolyntsi,49.1924,26.8373,1
Yarova,49.0596,37.6402,17
Yaselka,46.6439,31.6956,1
Yasna Polyana,47.8800,37.0303,2
Yasna Polyana,52.3168,33.1485,1
Yasne,47.7741,37.6340,9
Yasnobrodivka,48.1371,37.5452,1
Yasnohirka,48.7784,37.5545,1
Yasnohorodka,50.3532,30.0114,6
Yastrubyne,51.1430,34.6287,7
Yasunivka,48.1341,37.9476,2
Yasynuvata,48.1298,37.8594,169
Yatskivka,49.1716,37.5477,8
Yavirske,49.5518,36.7527,9
Yavkine,47.2719,32.6125,5
Yavoriv,49.9386,23.3825,1
Yavoriv Combat Training Center,49.9243,23.3852,2
Yehorivka,47.6257,35.9381,7
Yehorivka,47.7068,37.2249,6
Yelyzavetivka,47.8858,37.3024,4
Yelyzavetivka,48.3035,37.4493,6
Yenakijeve,48.2362,38.2073,3
Yevhenivka,47.0863,32.9020,1
Yevhenivka,47.6705,37.0852,2
Yizdetske,50.4807,35.4026,1
Yulivka,47.7035,35.4388,4
Yunakivka,51.1213,35.0342,20
Yunakivka Border Crossing,51.1689,35.1293,2
Yurieve,51.2903,34.0940,1
Yurivka,48.3140,37.8322,22
Yurivka,48.7384,36.0177,1
Yurivka,50.1308,37.3997,1
Yurivka,50.7831,29.2872,1
Yurkivka,47.6545,35.6550,5
Yuvileine,46.4860,33.2111,1
Yuzhna-Lomuvatka,48.4379,38.5311,1
Yuzhnoukrainsk,47.8230,31.1842,1
Zabavne,49.2921,37.2276,1
Zabuyannya,50.5623,29.6411,2
Zachativka,47.4737,37.1982,2
Zahirne,47.5686,36.1745,1
Zahradivka,47.5169,33.2778,5
Zaitseve,48.4292,38.0094,143
Zakharivka,50.8965,29.5003,1
Zakitne,48.8964,37.9646,30
Zalissia,51.2648,29.1945,2
Zalizna Balka,48.3200,37.9215,49
Zalizne,48.3718,37.8884,31
Zaliznychne,47.6451,36.1696,70
Zaliznychne,49.7266,36.8668,3
Zaliznyi Mist,52.2129,32.7025,10
Zaliznyi Port,46.1231,32.2948,1
Zalyman,49.3700,37.0578,23
Zamiske,49.7805,35.5617,1
Zamulivka,50.1357,36.7655,17
Zaozerne,45.1561,33.2754,1
Zaporizhia,47.8479,35.1602,100
Zaporozhets,47.3746,37.9720,1
Zapsillia,51.0256,35.2211,6
Zarichne,47.4437,33.3764,11
Zarichne,47.8525,36.1831,7
Zarichne,49.0194,37.9208,9
Zarutske,51.6559,34.0266,2
Zasillia,47.0249,32.4204,7
Zatoka,46.0725,30.4653,11
Zatyshshia,47.6852,36.3284,1
Zavhorodnye,49.2005,36.9116,3
Zavody,49.1502,37.0783,6
Zavorychi,50.7063,31.1370,1
Zayichenko,47.1808,37.8614,1
Zazymia,50.5669,30.6791,3
Zdolbuniv,50.5206,26.2425,1
Zdvyzhivka,50.6750,30.0664,5
Zelena Dolyna,49.1303,37.8067,6
Zelene,47.9438,38.1688,1
Zelene,50.2187,36.5834,2
Zelene Pole,47.8300,36.6237,22
Zelene Pole,48.3294,37.5767,4
Zelenodolsk,47.5668,33.6474,73
Zelenopillia,48.4715,37.9630,3
Zelenotropynske,46.2725,32.4382,1
Zelenyi Hai,46.8288,32.4175,6
Zelenyi Hai,47.4552,32.5220,6
Zelenyi Hai,47.6778,36.3869,5
Zelenyi Pid,46.6782,33.7848,1
Zelenyy Hay,47.2388,31.5690,2
Zemlyanky,48.1319,37.9127,6
Zhelanne,48.2084,37.4443,5
Zhelanne Druhe,48.0591,37.4170,2
Zherebyanky,47.5013,35.4300,1
Zhmerynka,49.0371,28.1120,1
Zholobok,48.7146,38.6996,1
Zhukovsky,50.0517,36.2880,1
Zhuravka,48.2259,37.3678,1
Zhuravka,50.4756,32.5917,1
Zhuravka,51.2161,34.9866,4
Zhytomyr,50.2649,28.6767,22
Zirka,51.2153,29.4325,1
Zmiiv,49.6745,36.3478,2
Zmiivka,46.8646,33.5835,1
Zmiyinyy Island,45.2549,30.2037,21
Znob-Novhorodske,52.2629,33.6016,16
Znob-Trubchevska,52.2921,33.5768,1
Zolochiv,49.8057,24.8989,2
Zolochiv,50.2799,35.9818,87
Zolota Balka,47.3784,33.9647,2
Zolota Nyva,47.7943,36.9905,33
Zolotarivka,48.0046,38.1871,1
Zolotarivka,48.8769,38.2726,9
Zolote,48.6926,38.5145,48
Zolote-4,48.6793,38.5145,4
Zolote-5,48.6719,38.5600,33
Zolotynka,51.3355,31.2077,1
Zoria,47.5393,33.0778,7
Zorya,46.8966,32.2885,14
Zorya,47.2958,37.6081,3
Zoryane,48.0355,37.3966,3
Zrubanka,50.2900,36.0038,2
Zuhres,48.0179,38.2698,1
Zvanivka,48.8141,38.0760,36
Zybyne,50.3056,37.0812,1
Zymohiria,48.5855,38.9277,2
