date,close
2022-03-24,37200.0
2022-03-23,32355.0
2022-03-22,30800.0
2022-03-21,31580.0
2022-03-18,37115.0
2022-03-17,42150.0
2022-03-16,45795.0
2022-03-15,48196.0
2022-03-14,48211.0
2022-03-11,48226.0
2022-03-10,48241.0
2022-03-09,48211.0
2022-03-08,42995.0
2022-03-07,42995.0
2022-03-04,29775.0
2022-03-03,28797.5
2022-03-02,26997.5
2022-03-01,25438.5
2022-02-28,25249.0
2022-02-25,24695.0
2022-02-24,26101.5
2022-02-23,24944.0
2022-02-22,25647.5
2022-02-21,24870.0
2022-02-18,24499.0
2022-02-17,24147.5
2022-02-16,23902.5
2022-02-15,23950.0
2022-02-14,23529.0
2022-02-11,23701.5
2022-02-10,24054.0
2022-02-09,23544.0
2022-02-08,23538.5
2022-02-07,23638.5
2022-02-04,23461.5
2022-02-03,23213.5
2022-02-02,23388.5
2022-02-01,23299.0
2022-01-31,22796.5
2022-01-28,22738.5
2022-01-27,22860.0
2022-01-26,23413.5
2022-01-25,22526.0
2022-01-24,23500.0
2022-01-21,23988.5
2022-01-20,23900.0
2022-01-19,22795.0
2022-01-18,22738.5
2022-01-17,22461.5
2022-01-14,22845.0
2022-01-13,22130.0
2022-01-10,21042.5
2022-01-07,20713.5
2022-01-06,20475.0
2022-01-05,20894.0
2022-01-04,20725.0
