id,seniority,full_name,apstate,first_name,last_name,chamber,session,state,party,dw_nominate,votes_with_party_pct
N000181,20,Devin Nunes,Calif.,Devin,Nunes,house,117,CA,R,0.45,98.16
O000171,6,Tom O'Halleran,Ariz.,Tom,O'Halleran,house,117,AZ,D,-0.194,97.59
O000019,2,Jay Obernolte,Calif.,Jay,Obernolte,house,117,CA,R,,94.51
O000172,4,Alexandria Ocasio-Cortez,N.Y.,Alexandria,Ocasio-Cortez,house,117,NY,D,,95.6
O000173,4,Ilhan Omar,Minn.,Ilhan,Omar,house,117,MN,D,,95.62
O000086,2,Burgess Owens,,Burgess,Owens,house,117,UT,R,,97.37
P000601,12,Steven Palazzo,Miss.,Steven,Palazzo,house,117,MS,R,0.534,95.39
P000034,36,Frank Pallone,N.J.,Frank,Pallone,house,117,NJ,D,-0.404,98.92
P000609,8,Gary Palmer,Ala.,Gary,Palmer,house,117,AL,R,0.693,94.68
P000613,6,Jimmy Panetta,Calif.,Jimmy,Panetta,house,117,CA,D,-0.308,98.49
P000614,4,Chris Pappas,N.H.,Chris,Pappas,house,117,NH,D,,96.95
P000096,26,Bill Pascrell,N.J.,Bill,Pascrell,house,117,NJ,D,-0.366,99.56
P000604,12,Donald Payne,N.J.,Donald,Payne,house,117,NJ,D,-0.518,98.48
P000197,34,Nancy Pelosi,Calif.,Nancy,Pelosi,house,117,CA,D,-0.49,98.46
P000615,4,Greg Pence,Ind.,Greg,Pence,house,117,IN,R,,96.63
P000593,16,Ed Perlmutter,Colo.,Ed,Perlmutter,house,117,CO,D,-0.282,98.49
P000605,10,Scott Perry,Pa.,Scott,Perry,house,117,PA,R,0.65,82.84
P000608,10,Scott Peters,Calif.,Scott,Peters,house,117,CA,D,-0.182,97.58
P000048,2,August Pfluger,Texas,August,Pfluger,house,117,TX,R,,97.32
P000616,4,Dean Phillips,Minn.,Dean,Phillips,house,117,MN,D,,98.04
P000597,14,Chellie Pingree,Maine,Chellie,Pingree,house,117,ME,D,-0.42,98.7
P000610,8,Stacey Plaskett,,Stacey,Plaskett,house,117,VI,D,,
P000607,10,Mark Pocan,Wis.,Mark,Pocan,house,117,WI,D,-0.539,98.26
P000618,4,Katie Porter,Calif.,Katie,Porter,house,117,CA,D,,97.84
P000599,14,Bill Posey,Fla.,Bill,Posey,house,117,FL,R,0.527,91.47
P000617,4,Ayanna Pressley,Mass.,Ayanna,Pressley,house,117,MA,D,,96.3
P000523,34,David Price,N.C.,David,Price,house,117,NC,D,-0.343,99.35
Q000023,14,Mike Quigley,Ill.,Mike,Quigley,house,117,IL,D,-0.322,99.35
R000600,8,Amata Radewagen,,Amata,Radewagen,house,117,AS,R,,
R000606,6,Jamie Raskin,Md.,Jamie,Raskin,house,117,MD,D,-0.538,98.89
R000585,14,Tom Reed,N.Y.,Tom,Reed,house,117,NY,R,0.273,89.65
R000610,4,Guy Reschenthaler,Pa.,Guy,Reschenthaler,house,117,PA,R,,97.13
R000602,8,Kathleen Rice,N.Y.,Kathleen,Rice,house,117,NY,D,-0.287,98.65
R000597,10,Tom Rice,S.C.,Tom,Rice,house,117,SC,R,0.586,93.42
R000588,12,Cedric Richmond,La.,Cedric,Richmond,house,117,LA,D,-0.486,92.86
R000575,22,Mike Rogers,Ala.,Mike,Rogers,house,117,AL,R,0.359,97.01
R000395,42,Harold Rogers,Ky.,Harold,Rogers,house,117,KY,R,0.338,97.12
R000612,4,John Rose,Tenn.,John,Rose,house,117,TN,R,,95.23
R000103,2,Matt Rosendale,Mont.,Matt,Rosendale,house,117,MT,R,,80.62
R000305,2,Deborah Ross,N.C.,Deborah,Ross,house,117,NC,D,,98.7
R000603,8,David Rouzer,N.C.,David,Rouzer,house,117,NC,R,0.57,96.25
R000614,4,Chip Roy,Texas,Chip,Roy,house,117,TX,R,,70.02
R000486,30,Lucille Roybal-Allard,Calif.,Lucille,Roybal-Allard,house,117,CA,D,-0.469,99.56
R000599,10,Raul Ruiz,Calif.,Raul,Ruiz,house,117,CA,D,-0.245,99.13
R000576,20,C.A. Dutch Ruppersberger,Md.,C.A. Dutch,Ruppersberger,house,117,MD,D,-0.295,99.12
R000515,30,Bobby Rush,Ill.,Bobby,Rush,house,117,IL,D,-0.479,98.7
R000609,6,John Rutherford,Fla.,John,Rutherford,house,117,FL,R,0.424,94.22
R000577,20,Tim Ryan,Ohio,Tim,Ryan,house,117,OH,D,-0.402,99.34
S001177,14,Gregorio Sablan,,Gregorio,Sablan,house,117,MP,D,,
S000168,2,Maria Salazar,Fla.,Maria,Salazar,house,117,FL,R,,91.86
S001204,4,Michael San Nicolas,,Michael,San Nicolas,house,117,GU,D,,
S001156,20,Linda Sánchez,Calif.,Linda,Sánchez,house,117,CA,D,-0.508,99.13
S001168,16,John Sarbanes,Md.,John,Sarbanes,house,117,MD,D,-0.467,98.91
S001176,16,Steve Scalise,La.,Steve,Scalise,house,117,LA,R,0.558,98.66
S001205,6,Mary Scanlon,Pa.,Mary,Scanlon,house,117,PA,D,,98.91
S001145,24,Jan Schakowsky,Ill.,Jan,Schakowsky,house,117,IL,D,-0.606,98.9
S001150,22,Adam Schiff,Calif.,Adam,Schiff,house,117,CA,D,-0.35,99.13
S001190,6,Brad Schneider,Ill.,Brad,Schneider,house,117,IL,D,-0.178,97.61
S001180,14,Kurt Schrader,Ore.,Kurt,Schrader,house,117,OR,D,-0.185,96.47
S001216,4,Kim Schrier,Wash.,Kim,Schrier,house,117,WA,D,,96.97
S001183,12,David Schweikert,Ariz.,David,Schweikert,house,117,AZ,R,0.577,94.34
S001157,20,David Scott,Ga.,David,Scott,house,117,GA,D,-0.302,98.46
S000185,30,Robert Scott,Va.,Robert,Scott,house,117,VA,D,-0.45,98.92
S001189,12,Austin Scott,Ga.,Austin,Scott,house,117,GA,R,0.564,97.47
S000250,2,Pete Sessions,Texas,Pete,Sessions,house,117,TX,R,0.591,93.3
S001185,12,Terri Sewell,Ala.,Terri,Sewell,house,117,AL,D,-0.392,98.47
S000344,26,Brad Sherman,Calif.,Brad,Sherman,house,117,CA,D,-0.342,99.13
S001207,4,Mikie Sherrill,N.J.,Mikie,Sherrill,house,117,NJ,D,,97.28
S001148,24,Mike Simpson,Idaho,Mike,Simpson,house,117,ID,R,0.297,94.12
S001165,18,Albio Sires,N.J.,Albio,Sires,house,117,NJ,D,-0.403,98.45
S001208,4,Elissa Slotkin,Mich.,Elissa,Slotkin,house,117,MI,D,,96.16
S001195,10,Jason Smith,Mo.,Jason,Smith,house,117,MO,R,0.595,97.37
S001172,16,Adrian Smith,Neb.,Adrian,Smith,house,117,NE,R,0.516,98.87
S000510,26,Adam Smith,Wash.,Adam,Smith,house,117,WA,D,-0.285,98.7
S000522,42,Christopher Smith,N.J.,Christopher,Smith,house,117,NJ,R,0.167,88.22
S001199,6,Lloyd Smucker,Pa.,Lloyd,Smucker,house,117,PA,R,0.425,97.81
S001200,6,Darren Soto,Fla.,Darren,Soto,house,117,FL,D,-0.379,98.91
S001209,4,Abigail Spanberger,Va.,Abigail,Spanberger,house,117,VA,D,,96.51
S000929,2,Victoria Spartz,Ind.,Victoria,Spartz,house,117,IN,R,,96.72
S001175,16,Jackie Speier,Calif.,Jackie,Speier,house,117,CA,D,-0.381,98.88
S001218,2,Melanie Stansbury,N.M.,Melanie,Stansbury,house,117,NM,D,,98.7
S001211,4,Greg Stanton,Ariz.,Greg,Stanton,house,117,AZ,D,,98.92
S001212,4,Pete Stauber,Minn.,Pete,Stauber,house,117,MN,R,,94.3
S001135,2,Michelle Steel,Calif.,Michelle,Steel,house,117,CA,R,,96.24
S001196,8,Elise Stefanik,N.Y.,Elise,Stefanik,house,117,NY,R,0.244,97.57
S001213,4,Bryan Steil,Wis.,Bryan,Steil,house,117,WI,R,,97.16
S001214,4,Greg Steube,Fla.,Greg,Steube,house,117,FL,R,,89.23
S001215,4,Haley Stevens,Mich.,Haley,Stevens,house,117,MI,D,,98.05
S001192,10,Chris Stewart,,Chris,Stewart,house,117,UT,R,0.52,96.26
S001187,12,Steve Stivers,Ohio,Steve,Stivers,house,117,OH,R,0.3,92.0
S001159,2,Marilyn Strickland,Wash.,Marilyn,Strickland,house,117,WA,D,,98.49
S001201,6,Thomas Suozzi,N.Y.,Thomas,Suozzi,house,117,NY,D,-0.215,98.68
S001193,10,Eric Swalwell,Calif.,Eric,Swalwell,house,117,CA,D,-0.365,98.91
T000472,10,Mark Takano,Calif.,Mark,Takano,house,117,CA,D,-0.464,98.24
T000479,4,Van Taylor,Texas,Van,Taylor,house,117,TX,R,,91.92
T000478,4,Claudia Tenney,N.Y.,Claudia,Tenney,house,117,NY,R,0.38,95.79
T000460,24,Mike Thompson,Calif.,Mike,Thompson,house,117,CA,D,-0.395,98.92
T000193,30,Bennie Thompson,Miss.,Bennie,Thompson,house,117,MS,D,-0.516,98.27
T000467,14,Glenn Thompson,Pa.,Glenn,Thompson,house,117,PA,R,0.316,96.67
T000165,4,Tom Tiffany,Wis.,Tom,Tiffany,house,117,WI,R,,91.75
T000480,4,William Timmons,S.C.,William,Timmons,house,117,SC,R,,98.03
T000468,10,Dina Titus,Nev.,Dina,Titus,house,117,NV,D,-0.303,99.35
T000481,4,Rashida Tlaib,Mich.,Rashida,Tlaib,house,117,MI,D,,94.76
T000469,14,Paul Tonko,N.Y.,Paul,Tonko,house,117,NY,D,-0.42,99.35
T000474,8,Norma Torres,Calif.,Norma,Torres,house,117,CA,D,-0.362,98.7
T000486,2,Ritchie Torres,N.Y.,Ritchie,Torres,house,117,NY,D,,98.03
T000482,4,Lori Trahan,Mass.,Lori,Trahan,house,117,MA,D,,99.13
T000483,4,David Trone,Md.,David,Trone,house,117,MD,D,,98.24
T000463,20,Michael Turner,Ohio,Michael,Turner,house,117,OH,R,0.276,96.88
U000040,4,Lauren Underwood,Ill.,Lauren,Underwood,house,117,IL,D,,98.26
U000031,36,Fred Upton,Mich.,Fred,Upton,house,117,MI,R,0.329,86.71
V000129,2,David Valadao,Calif.,David,Valadao,house,117,CA,R,0.259,94.37
V000133,4,Jefferson Van Drew,N.J.,Jefferson,Van Drew,house,117,NJ,R,,86.95
V000134,2,Beth Van Duyne,Texas,Beth,Van Duyne,house,117,TX,R,,97.16
V000130,10,Juan Vargas,Calif.,Juan,Vargas,house,117,CA,D,-0.4,99.34
V000131,10,Marc Veasey,Texas,Marc,Veasey,house,117,TX,D,-0.401,98.47
V000132,10,Filemon Vela,Texas,Filemon,Vela,house,117,TX,D,-0.312,98.16
V000081,30,Nydia Velázquez,N.Y.,Nydia,Velázquez,house,117,NY,D,-0.547,98.47
W000812,10,Ann Wagner,Mo.,Ann,Wagner,house,117,MO,R,0.431,96.5
W000798,12,Tim Walberg,Mich.,Tim,Walberg,house,117,MI,R,0.513,98.03
W000813,10,Jackie Walorski,Ind.,Jackie,Walorski,house,117,IN,R,0.426,98.03
W000823,4,Michael Waltz,Fla.,Michael,Waltz,house,117,FL,R,,97.35
W000797,18,Debbie Wasserman Schultz,Fla.,Debbie,Wasserman Schultz,house,117,FL,D,-0.42,98.48
W000187,32,Maxine Waters,Calif.,Maxine,Waters,house,117,CA,D,-0.655,95.51
W000822,8,Bonnie Watson Coleman,N.J.,Bonnie,Watson Coleman,house,117,NJ,D,-0.621,98.48
W000814,10,Randy Weber,Texas,Randy,Weber,house,117,TX,R,0.726,87.64
W000806,12,Daniel Webster,Fla.,Daniel,Webster,house,117,FL,R,0.514,95.31
W000800,16,Peter Welch,Vt.,Peter,Welch,house,117,VT,D,-0.409,98.69
W000815,10,Brad Wenstrup,Ohio,Brad,Wenstrup,house,117,OH,R,0.542,97.79
W000821,8,Bruce Westerman,Ark.,Bruce,Westerman,house,117,AR,R,0.551,97.57
W000825,4,Jennifer Wexton,Va.,Jennifer,Wexton,house,117,VA,D,,98.27
W000826,6,Susan Wild,Pa.,Susan,Wild,house,117,PA,D,,97.39
W000816,10,Roger Williams,Texas,Roger,Williams,house,117,TX,R,0.583,98.11
W000788,2,Nikema Williams,Ga.,Nikema,Williams,house,117,GA,D,,98.92
W000808,12,Frederica Wilson,Fla.,Frederica,Wilson,house,117,FL,D,-0.478,98.92
W000795,22,Joe Wilson,S.C.,Joe,Wilson,house,117,SC,R,0.534,97.7
W000804,16,Robert Wittman,Va.,Robert,Wittman,house,117,VA,R,0.445,98.2
W000809,12,Steve Womack,Ark.,Steve,Womack,house,117,AR,R,0.354,96.08
W000827,4,Ron Wright,Texas,Ron,Wright,house,117,TX,R,,93.33
Y000062,16,John Yarmuth,Ky.,John,Yarmuth,house,117,KY,D,-0.378,99.09
Y000033,50,Don Young,Alaska,Don,Young,house,117,AK,R,0.283,88.86
Z000017,8,Lee Zeldin,N.Y.,Lee,Zeldin,house,117,NY,R,0.396,95.36
B001230,9,Tammy Baldwin,Wis.,Tammy,Baldwin,senate,117,WI,D,-0.492,99.11
B001261,15,John Barrasso,Wyo,John,Barrasso,senate,117,WY,R,0.538,95.15
B001267,13,Michael Bennet,Colo.,Michael,Bennet,senate,117,CO,D,-0.229,98.75
B001243,3,Marsha Blackburn,Tenn.,Marsha,Blackburn,senate,117,TN,R,0.624,92.28
B001277,11,Richard Blumenthal,Conn.,Richard,Blumenthal,senate,117,CT,D,-0.437,99.29
B000575,11,Roy Blunt,Mo.,Roy,Blunt,senate,117,MO,R,0.411,80.35
B001288,9,Cory Booker,N.J.,Cory,Booker,senate,117,NJ,D,-0.592,98.71
B001236,11,John Boozman,Ark.,John,Boozman,senate,117,AR,R,0.418,96.25
B001310,1,Mike Braun,Ind.,Mike,Braun,senate,117,IN,R,,90.7
B000944,15,Sherrod Brown,Ohio,Sherrod,Brown,senate,117,OH,D,-0.428,99.64
B001135,17,Richard Burr,N.C.,Richard,Burr,senate,117,NC,R,0.438,81.71
C000127,21,Maria Cantwell,Wash.,Maria,Cantwell,senate,117,WA,D,-0.305,99.82
C001047,7,Shelley Capito,W.Va.,Shelley,Capito,senate,117,WV,R,0.27,79.43
C000141,15,Benjamin Cardin,Md.,Benjamin,Cardin,senate,117,MD,D,-0.319,99.11
C000174,21,Thomas Carper,Del.,Thomas,Carper,senate,117,DE,D,-0.177,98.58
C001070,15,Bob Casey,Pa.,Bob,Casey,senate,117,PA,D,-0.314,99.29
C001075,7,Bill Cassidy,La.,Bill,Cassidy,senate,117,LA,R,0.462,88.76
C001035,25,Susan Collins,Maine,Susan,Collins,senate,117,ME,R,0.115,52.72
C001088,13,Christopher Coons,Del.,Christopher,Coons,senate,117,DE,D,-0.23,99.47
C001056,19,John Cornyn,Texas,John,Cornyn,senate,117,TX,R,0.477,87.07
C001113,1,Catherine Cortez Masto,Nev.,Catherine,Cortez Masto,senate,117,NV,D,-0.366,98.58
C001095,7,Tom Cotton,Ark.,Tom,Cotton,senate,117,AR,R,0.615,90.68
C001096,3,Kevin Cramer,N.D.,Kevin,Cramer,senate,117,ND,R,0.399,90.54
C000880,23,Michael Crapo,Idaho,Michael,Crapo,senate,117,ID,R,0.501,91.62
C001098,9,Ted Cruz,Texas,Ted,Cruz,senate,117,TX,R,0.837,88.89
D000618,7,Steve Daines,Mont.,Steve,Daines,senate,117,MT,R,0.573,94.74
D000622,5,Tammy Duckworth,Ill.,Tammy,Duckworth,senate,117,IL,D,-0.335,99.47
D000563,25,Richard Durbin,Ill.,Richard,Durbin,senate,117,IL,D,-0.348,99.82
E000295,7,Joni Ernst,Iowa,Joni,Ernst,senate,117,IA,R,0.542,92.4
F000062,29,Dianne Feinstein,Calif.,Dianne,Feinstein,senate,117,CA,D,-0.268,99.37
F000463,9,Deb Fischer,Neb.,Deb,Fischer,senate,117,NE,R,0.448,91.81
G000555,13,Kirsten Gillibrand,N.Y.,Kirsten,Gillibrand,senate,117,NY,D,-0.474,99.1
G000359,19,Lindsey Graham,S.C.,Lindsey,Graham,senate,117,SC,R,0.387,69.65
G000386,41,Charles Grassley,Iowa,Charles,Grassley,senate,117,IA,R,0.35,81.8
H000601,1,Bill Hagerty,Tenn.,Bill,Hagerty,senate,117,TN,R,,92.78
H001075,3,Kamala Harris,Calif.,Kamala,Harris,senate,117,CA,D,-0.709,100.0
H001076,1,Margaret Hassan,N.H.,Margaret,Hassan,senate,117,NH,D,-0.231,97.85
H001089,1,Joshua Hawley,Mo.,Joshua,Hawley,senate,117,MO,R,,86.82
H001046,9,Martin Heinrich,N.M.,Martin,Heinrich,senate,117,NM,D,-0.33,99.09
H000273,1,John Hickenlooper,Colo.,John,Hickenlooper,senate,117,CO,D,,99.11
H001042,9,Mazie Hirono,Hawaii,Mazie,Hirono,senate,117,HI,D,-0.512,99.46
H001061,11,John Hoeven,N.D.,John,Hoeven,senate,117,ND,R,0.367,92.17
H001079,4,Cindy Hyde-Smith,Miss.,Cindy,Hyde-Smith,senate,117,MS,R,0.428,92.56
I000024,29,James Inhofe,Okla.,James,Inhofe,senate,117,OK,R,0.554,95.66
J000293,11,Ron Johnson,Wis.,Ron,Johnson,senate,117,WI,R,0.603,93.11
K000384,9,Tim Kaine,Va.,Tim,Kaine,senate,117,VA,D,-0.244,99.44
K000377,1,Mark Kelly,Ariz.,Mark,Kelly,senate,117,AZ,D,,97.68
K000393,1,John Kennedy,La.,John,Kennedy,senate,117,LA,R,0.594,91.81
K000383,9,Angus King,Maine,Angus,King,senate,117,ME,ID,-0.159,98.56
K000367,15,Amy Klobuchar,Minn.,Amy,Klobuchar,senate,117,MN,D,-0.285,99.46
L000575,7,James Lankford,Okla.,James,Lankford,senate,117,OK,R,0.598,93.77
L000174,47,Patrick Leahy,Vt.,Patrick,Leahy,senate,117,VT,D,-0.36,99.64
L000577,11,Mike Lee,,Mike,Lee,senate,117,UT,R,0.897,88.47
L000594,1,Kelly Loeffler,Ga.,Kelly,Loeffler,senate,117,GA,R,,100.0
L000570,1,Ben Luján,N.M.,Ben,Luján,senate,117,NM,D,-0.368,99.07
L000571,1,Cynthia Lummis,Wyo,Cynthia,Lummis,senate,117,WY,R,0.68,94.53
M001183,13,Joe Manchin,W.Va.,Joe,Manchin,senate,117,WV,D,-0.058,92.59
M000133,9,Edward Markey,Mass.,Edward,Markey,senate,117,MA,D,-0.513,97.85
M001198,1,Roger Marshall,Kan.,Roger,Marshall,senate,117,KS,R,0.562,92.46
M000355,37,Mitch McConnell,Ky.,Mitch,McConnell,senate,117,KY,R,0.406,87.52
M000639,16,Robert Menendez,N.J.,Robert,Menendez,senate,117,NJ,D,-0.367,98.92
M001176,13,Jeff Merkley,Ore.,Jeff,Merkley,senate,117,OR,D,-0.441,98.39
M000934,11,Jerry Moran,Kan.,Jerry,Moran,senate,117,KS,R,0.416,92.84
M001153,21,Lisa Murkowski,Alaska,Lisa,Murkowski,senate,117,AK,R,0.21,58.75
M001169,9,Christopher Murphy,Conn.,Christopher,Murphy,senate,117,CT,D,-0.27,99.29
M001111,29,Patty Murray,Wash.,Patty,Murray,senate,117,WA,D,-0.352,99.63
O000174,1,Jon Ossoff,Ga.,Jon,Ossoff,senate,117,GA,D,,99.06
P000145,1,Alex Padilla,Calif.,Alex,Padilla,senate,117,CA,D,,99.46
P000603,11,Rand Paul,Ky.,Rand,Paul,senate,117,KY,R,0.88,85.86
P000595,7,Gary Peters,Mich.,Gary,Peters,senate,117,MI,D,-0.246,99.46
P000449,11,Rob Portman,Ohio,Rob,Portman,senate,117,OH,R,0.372,76.81
R000122,25,Jack Reed,R.I.,Jack,Reed,senate,117,RI,D,-0.367,99.29
R000584,13,Jim Risch,Idaho,Jim,Risch,senate,117,ID,R,0.577,92.44
R000615,1,Mitt Romney,,Mitt,Romney,senate,117,UT,R,,78.99
R000608,3,Jacky Rosen,Nev.,Jacky,Rosen,senate,117,NV,D,-0.285,98.58
R000605,7,Mike Rounds,S.D.,Mike,Rounds,senate,117,SD,R,0.38,80.22
R000595,11,Marco Rubio,Fla.,Marco,Rubio,senate,117,FL,R,0.597,90.5
S000033,15,Bernard Sanders,Vt.,Bernard,Sanders,senate,117,VT,ID,-0.532,96.06
S001197,7,Ben Sasse,Neb.,Ben,Sasse,senate,117,NE,R,0.71,93.39
S001194,9,Brian Schatz,Hawaii,Brian,Schatz,senate,117,HI,D,-0.443,99.1
S000148,23,Charles Schumer,N.Y.,Charles,Schumer,senate,117,NY,D,-0.358,98.76
S001217,1,Rick Scott,Fla.,Rick,Scott,senate,117,FL,R,,89.06
S001184,9,Tim Scott,S.C.,Tim,Scott,senate,117,SC,R,0.625,92.59
S001181,13,Jeanne Shaheen,N.H.,Jeanne,Shaheen,senate,117,NH,D,-0.237,99.1
S000320,35,Richard Shelby,Ala.,Richard,Shelby,senate,117,AL,R,0.445,91.23
S001191,3,Kyrsten Sinema,Ariz.,Kyrsten,Sinema,senate,117,AZ,D,-0.103,97.16
S001203,4,Tina Smith,Minn.,Tina,Smith,senate,117,MN,D,-0.398,99.28
S000770,21,Debbie Stabenow,Mich.,Debbie,Stabenow,senate,117,MI,D,-0.343,99.64
S001198,7,Dan Sullivan,Alaska,Dan,Sullivan,senate,117,AK,R,0.473,87.4
T000464,15,Jon Tester,Mont.,Jon,Tester,senate,117,MT,D,-0.215,97.86
T000250,17,John Thune,S.D.,John,Thune,senate,117,SD,R,0.421,95.43
T000476,7,Thom Tillis,N.C.,Thom,Tillis,senate,117,NC,R,0.416,82.77
T000461,11,Patrick Toomey,Pa.,Patrick,Toomey,senate,117,PA,R,0.628,88.82
T000278,1,Tommy Tuberville,Ala.,Tommy,Tuberville,senate,117,AL,R,,88.93
V000128,5,Chris Van Hollen,Md.,Chris,Van Hollen,senate,117,MD,D,-0.391,99.64
W000805,13,Mark Warner,Va.,Mark,Warner,senate,117,VA,D,-0.203,99.64
W000790,1,Raphael Warnock,Ga.,Raphael,Warnock,senate,117,GA,D,,98.91
W000817,9,Elizabeth Warren,Mass.,Elizabeth,Warren,senate,117,MA,D,-0.759,98.04
W000802,15,Sheldon Whitehouse,R.I.,Sheldon,Whitehouse,senate,117,RI,D,-0.355,99.11
W000437,15,Roger Wicker,Miss.,Roger,Wicker,senate,117,MS,R,0.378,90.41
W000779,26,Ron Wyden,Ore.,Ron,Wyden,senate,117,OR,D,-0.33,98.93
Y000064,5,Todd Young,Ind.,Todd,Young,senate,117,IN,R,0.464,88.61
