state_fips,county_fips,year,county_name,state_name,ap_name,population
04,025,2000,Yavapai County,Arizona,Ariz.,167517
04,027,2000,Yuma County,Arizona,Ariz.,160026
05,001,2000,Arkansas County,Arkansas,Ark.,20749
05,003,2000,Ashley County,Arkansas,Ark.,24209
05,005,2000,Baxter County,Arkansas,Ark.,38386
05,007,2000,Benton County,Arkansas,Ark.,153406
05,009,2000,Boone County,Arkansas,Ark.,33948
05,011,2000,Bradley County,Arkansas,Ark.,12600
05,013,2000,Calhoun County,Arkansas,Ark.,5744
05,015,2000,Carroll County,Arkansas,Ark.,25357
05,017,2000,Chicot County,Arkansas,Ark.,14117
05,019,2000,Clark County,Arkansas,Ark.,23546
05,021,2000,Clay County,Arkansas,Ark.,17609
05,023,2000,Cleburne County,Arkansas,Ark.,24046
05,025,2000,Cleveland County,Arkansas,Ark.,8571
05,027,2000,Columbia County,Arkansas,Ark.,25603
05,029,2000,Conway County,Arkansas,Ark.,20336
05,031,2000,Craighead County,Arkansas,Ark.,82148
05,033,2000,Crawford County,Arkansas,Ark.,53247
05,035,2000,Crittenden County,Arkansas,Ark.,50866
05,037,2000,Cross County,Arkansas,Ark.,19526
05,039,2000,Dallas County,Arkansas,Ark.,9210
05,041,2000,Desha County,Arkansas,Ark.,15341
05,043,2000,Drew County,Arkansas,Ark.,18723
05,045,2000,Faulkner County,Arkansas,Ark.,86014
05,047,2000,Franklin County,Arkansas,Ark.,17771
05,049,2000,Fulton County,Arkansas,Ark.,11642
05,051,2000,Garland County,Arkansas,Ark.,88068
05,053,2000,Grant County,Arkansas,Ark.,16464
05,055,2000,Greene County,Arkansas,Ark.,37331
05,057,2000,Hempstead County,Arkansas,Ark.,23587
05,059,2000,Hot Spring County,Arkansas,Ark.,30353
05,061,2000,Howard County,Arkansas,Ark.,14300
05,063,2000,Independence County,Arkansas,Ark.,34233
05,065,2000,Izard County,Arkansas,Ark.,13249
05,067,2000,Jackson County,Arkansas,Ark.,18418
05,069,2000,Jefferson County,Arkansas,Ark.,84278
05,071,2000,Johnson County,Arkansas,Ark.,22781
05,073,2000,Lafayette County,Arkansas,Ark.,8559
05,075,2000,Lawrence County,Arkansas,Ark.,17774
05,077,2000,Lee County,Arkansas,Ark.,12580
05,079,2000,Lincoln County,Arkansas,Ark.,14492
05,081,2000,Little River County,Arkansas,Ark.,13628
05,083,2000,Logan County,Arkansas,Ark.,22486
05,085,2000,Lonoke County,Arkansas,Ark.,52828
05,087,2000,Madison County,Arkansas,Ark.,14243
05,089,2000,Marion County,Arkansas,Ark.,16140
05,091,2000,Miller County,Arkansas,Ark.,40443
05,093,2000,Mississippi County,Arkansas,Ark.,51979
05,095,2000,Monroe County,Arkansas,Ark.,10254
05,097,2000,Montgomery County,Arkansas,Ark.,9245
05,099,2000,Nevada County,Arkansas,Ark.,9955
05,101,2000,Newton County,Arkansas,Ark.,8608
05,103,2000,Ouachita County,Arkansas,Ark.,28790
05,105,2000,Perry County,Arkansas,Ark.,10209
05,107,2000,Phillips County,Arkansas,Ark.,26445
05,109,2000,Pike County,Arkansas,Ark.,11303
05,111,2000,Poinsett County,Arkansas,Ark.,25614
05,113,2000,Polk County,Arkansas,Ark.,20229
05,115,2000,Pope County,Arkansas,Ark.,54469
05,117,2000,Prairie County,Arkansas,Ark.,9539
05,119,2000,Pulaski County,Arkansas,Ark.,361474
05,121,2000,Randolph County,Arkansas,Ark.,18195
05,123,2000,St. Francis County,Arkansas,Ark.,29329
05,125,2000,Saline County,Arkansas,Ark.,83529
05,127,2000,Scott County,Arkansas,Ark.,10996
05,129,2000,Searcy County,Arkansas,Ark.,8261
05,131,2000,Sebastian County,Arkansas,Ark.,115071
05,133,2000,Sevier County,Arkansas,Ark.,15757
05,135,2000,Sharp County,Arkansas,Ark.,17119
05,137,2000,Stone County,Arkansas,Ark.,11499
05,139,2000,Union County,Arkansas,Ark.,45629
05,141,2000,Van Buren County,Arkansas,Ark.,16192
05,143,2000,Washington County,Arkansas,Ark.,157715
05,145,2000,White County,Arkansas,Ark.,67165
05,147,2000,Woodruff County,Arkansas,Ark.,8741
05,149,2000,Yell County,Arkansas,Ark.,21139
06,001,2000,Alameda County,California,Calif.,1443741
06,003,2000,Alpine County,California,Calif.,1208
06,005,2000,Amador County,California,Calif.,35100
06,007,2000,Butte County,California,Calif.,203171
06,009,2000,Calaveras County,California,Calif.,40554
06,011,2000,Colusa County,California,Calif.,18804
06,013,2000,Contra Costa County,California,Calif.,948816
06,015,2000,Del Norte County,California,Calif.,27507
06,017,2000,El Dorado County,California,Calif.,156299
06,019,2000,Fresno County,California,Calif.,799407
06,021,2000,Glenn County,California,Calif.,26453
06,023,2000,Humboldt County,California,Calif.,126518
06,025,2000,Imperial County,California,Calif.,142361
06,027,2000,Inyo County,California,Calif.,17945
06,029,2000,Kern County,California,Calif.,661645
06,031,2000,Kings County,California,Calif.,129461
06,033,2000,Lake County,California,Calif.,58309
06,035,2000,Lassen County,California,Calif.,33828
06,037,2000,Los Angeles County,California,Calif.,9519338
06,039,2000,Madera County,California,Calif.,123109
06,041,2000,Marin County,California,Calif.,247289
06,043,2000,Mariposa County,California,Calif.,17130
06,045,2000,Mendocino County,California,Calif.,86265
06,047,2000,Merced County,California,Calif.,210554
06,049,2000,Modoc County,California,Calif.,9449
06,051,2000,Mono County,California,Calif.,12853
06,053,2000,Monterey County,California,Calif.,401762
06,055,2000,Napa County,California,Calif.,124279
06,057,2000,Nevada County,California,Calif.,92033
06,059,2000,Orange County,California,Calif.,2846289
06,061,2000,Placer County,California,Calif.,248399
06,063,2000,Plumas County,California,Calif.,20824
06,065,2000,Riverside County,California,Calif.,1545387
06,067,2000,Sacramento County,California,Calif.,1223499
06,069,2000,San Benito County,California,Calif.,53234
06,071,2000,San Bernardino County,California,Calif.,1709434
06,073,2000,San Diego County,California,Calif.,2813833
06,075,2000,San Francisco County,California,Calif.,776733
06,077,2000,San Joaquin County,California,Calif.,563598
06,079,2000,San Luis Obispo County,California,Calif.,246681
06,081,2000,San Mateo County,California,Calif.,707161
06,083,2000,Santa Barbara County,California,Calif.,399347
06,085,2000,Santa Clara County,California,Calif.,1682585
06,087,2000,Santa Cruz County,California,Calif.,255602
06,089,2000,Shasta County,California,Calif.,163256
06,091,2000,Sierra County,California,Calif.,3555
06,093,2000,Siskiyou County,California,Calif.,44301
06,095,2000,Solano County,California,Calif.,394542
06,097,2000,Sonoma County,California,Calif.,458614
06,099,2000,Stanislaus County,California,Calif.,446997
06,101,2000,Sutter County,California,Calif.,78930
06,103,2000,Tehama County,California,Calif.,56039
06,105,2000,Trinity County,California,Calif.,13022
06,107,2000,Tulare County,California,Calif.,368021
06,109,2000,Tuolumne County,California,Calif.,54501
06,111,2000,Ventura County,California,Calif.,753197
06,113,2000,Yolo County,California,Calif.,168660
06,115,2000,Yuba County,California,Calif.,60219
08,001,2000,Adams County,Colorado,Colo.,363857
08,003,2000,Alamosa County,Colorado,Colo.,14966
08,005,2000,Arapahoe County,Colorado,Colo.,487967
08,007,2000,Archuleta County,Colorado,Colo.,9898
08,009,2000,Baca County,Colorado,Colo.,4517
08,011,2000,Bent County,Colorado,Colo.,5998
08,013,2000,Boulder County,Colorado,Colo.,291288
08,015,2000,Chaffee County,Colorado,Colo.,16242
08,017,2000,Cheyenne County,Colorado,Colo.,2231
08,019,2000,Clear Creek County,Colorado,Colo.,9322
08,021,2000,Conejos County,Colorado,Colo.,8400
08,023,2000,Costilla County,Colorado,Colo.,3663
08,025,2000,Crowley County,Colorado,Colo.,5518
08,027,2000,Custer County,Colorado,Colo.,3503
08,029,2000,Delta County,Colorado,Colo.,27834
08,031,2000,Denver County,Colorado,Colo.,554636
08,033,2000,Dolores County,Colorado,Colo.,1844
08,035,2000,Douglas County,Colorado,Colo.,175766
08,037,2000,Eagle County,Colorado,Colo.,41659
08,039,2000,Elbert County,Colorado,Colo.,19872
08,041,2000,El Paso County,Colorado,Colo.,516929
08,043,2000,Fremont County,Colorado,Colo.,46145
08,045,2000,Garfield County,Colorado,Colo.,43791
08,047,2000,Gilpin County,Colorado,Colo.,4757
08,049,2000,Grand County,Colorado,Colo.,12442
08,051,2000,Gunnison County,Colorado,Colo.,13956
08,053,2000,Hinsdale County,Colorado,Colo.,790
08,055,2000,Huerfano County,Colorado,Colo.,7862
08,057,2000,Jackson County,Colorado,Colo.,1577
08,059,2000,Jefferson County,Colorado,Colo.,527056
08,061,2000,Kiowa County,Colorado,Colo.,1622
08,063,2000,Kit Carson County,Colorado,Colo.,8011
08,065,2000,Lake County,Colorado,Colo.,7812
08,067,2000,La Plata County,Colorado,Colo.,43941
08,069,2000,Larimer County,Colorado,Colo.,251494
08,071,2000,Las Animas County,Colorado,Colo.,15207
08,073,2000,Lincoln County,Colorado,Colo.,6087
08,075,2000,Logan County,Colorado,Colo.,20504
08,077,2000,Mesa County,Colorado,Colo.,116255
08,079,2000,Mineral County,Colorado,Colo.,831
08,081,2000,Moffat County,Colorado,Colo.,13184
08,083,2000,Montezuma County,Colorado,Colo.,23830
08,085,2000,Montrose County,Colorado,Colo.,33432
08,087,2000,Morgan County,Colorado,Colo.,27171
08,089,2000,Otero County,Colorado,Colo.,20311
08,091,2000,Ouray County,Colorado,Colo.,3742
08,093,2000,Park County,Colorado,Colo.,14523
08,095,2000,Phillips County,Colorado,Colo.,4480
08,097,2000,Pitkin County,Colorado,Colo.,14872
08,099,2000,Prowers County,Colorado,Colo.,14483
08,101,2000,Pueblo County,Colorado,Colo.,141472
08,103,2000,Rio Blanco County,Colorado,Colo.,5986
08,105,2000,Rio Grande County,Colorado,Colo.,12413
08,107,2000,Routt County,Colorado,Colo.,19690
08,109,2000,Saguache County,Colorado,Colo.,5917
08,111,2000,San Juan County,Colorado,Colo.,558
08,113,2000,San Miguel County,Colorado,Colo.,6594
08,115,2000,Sedgwick County,Colorado,Colo.,2747
08,117,2000,Summit County,Colorado,Colo.,23548
08,119,2000,Teller County,Colorado,Colo.,20555
08,121,2000,Washington County,Colorado,Colo.,4926
08,123,2000,Weld County,Colorado,Colo.,180936
08,125,2000,Yuma County,Colorado,Colo.,9841
09,001,2000,Fairfield County,Connecticut,Conn.,882567
09,003,2000,Hartford County,Connecticut,Conn.,857183
09,005,2000,Litchfield County,Connecticut,Conn.,182193
09,007,2000,Middlesex County,Connecticut,Conn.,155071
09,009,2000,New Haven County,Connecticut,Conn.,824008
09,011,2000,New London County,Connecticut,Conn.,259088
09,013,2000,Tolland County,Connecticut,Conn.,136364
09,015,2000,Windham County,Connecticut,Conn.,109091
10,001,2000,Kent County,Delaware,Del.,126697
10,003,2000,New Castle County,Delaware,Del.,500265
10,005,2000,Sussex County,Delaware,Del.,156638
11,001,2000,District of Columbia,District of Columbia,D.C.,572059
12,001,2000,Alachua County,Florida,Fla.,217955
12,003,2000,Baker County,Florida,Fla.,22259
12,005,2000,Bay County,Florida,Fla.,148217
12,007,2000,Bradford County,Florida,Fla.,26088
12,009,2000,Brevard County,Florida,Fla.,476230
12,011,2000,Broward County,Florida,Fla.,1623018
12,013,2000,Calhoun County,Florida,Fla.,13017
12,015,2000,Charlotte County,Florida,Fla.,141627
12,017,2000,Citrus County,Florida,Fla.,118085
12,019,2000,Clay County,Florida,Fla.,140814
12,021,2000,Collier County,Florida,Fla.,251377
12,023,2000,Columbia County,Florida,Fla.,56513
12,027,2000,DeSoto County,Florida,Fla.,32209
12,029,2000,Dixie County,Florida,Fla.,13827
12,031,2000,Duval County,Florida,Fla.,778879
12,033,2000,Escambia County,Florida,Fla.,294410
12,035,2000,Flagler County,Florida,Fla.,49832
12,037,2000,Franklin County,Florida,Fla.,11057
12,039,2000,Gadsden County,Florida,Fla.,45087
12,041,2000,Gilchrist County,Florida,Fla.,14437
12,043,2000,Glades County,Florida,Fla.,10576
12,045,2000,Gulf County,Florida,Fla.,13332
12,047,2000,Hamilton County,Florida,Fla.,13327
12,049,2000,Hardee County,Florida,Fla.,26938
12,051,2000,Hendry County,Florida,Fla.,36210
12,053,2000,Hernando County,Florida,Fla.,130802
12,055,2000,Highlands County,Florida,Fla.,87366
12,057,2000,Hillsborough County,Florida,Fla.,998948
12,059,2000,Holmes County,Florida,Fla.,18564
12,061,2000,Indian River County,Florida,Fla.,112947
12,063,2000,Jackson County,Florida,Fla.,46755
12,065,2000,Jefferson County,Florida,Fla.,12902
12,067,2000,Lafayette County,Florida,Fla.,7022
12,069,2000,Lake County,Florida,Fla.,210528
12,071,2000,Lee County,Florida,Fla.,440888
12,073,2000,Leon County,Florida,Fla.,239452
12,075,2000,Levy County,Florida,Fla.,34450
12,077,2000,Liberty County,Florida,Fla.,7021
12,079,2000,Madison County,Florida,Fla.,18733
12,081,2000,Manatee County,Florida,Fla.,264002
12,083,2000,Marion County,Florida,Fla.,258916
12,085,2000,Martin County,Florida,Fla.,126731
12,086,2000,Miami-Dade County,Florida,Fla.,2253362
12,087,2000,Monroe County,Florida,Fla.,79589
12,089,2000,Nassau County,Florida,Fla.,57663
12,091,2000,Okaloosa County,Florida,Fla.,170498
12,093,2000,Okeechobee County,Florida,Fla.,35910
12,095,2000,Orange County,Florida,Fla.,896344
12,097,2000,Osceola County,Florida,Fla.,172493
12,099,2000,Palm Beach County,Florida,Fla.,1131184
12,101,2000,Pasco County,Florida,Fla.,344765
12,103,2000,Pinellas County,Florida,Fla.,921482
12,105,2000,Polk County,Florida,Fla.,483924
12,107,2000,Putnam County,Florida,Fla.,70423
12,109,2000,St. Johns County,Florida,Fla.,123135
12,111,2000,St. Lucie County,Florida,Fla.,192695
12,113,2000,Santa Rosa County,Florida,Fla.,117743
12,115,2000,Sarasota County,Florida,Fla.,325957
12,117,2000,Seminole County,Florida,Fla.,365196
12,119,2000,Sumter County,Florida,Fla.,53345
12,121,2000,Suwannee County,Florida,Fla.,34844
12,123,2000,Taylor County,Florida,Fla.,19256
12,125,2000,Union County,Florida,Fla.,13442
12,127,2000,Volusia County,Florida,Fla.,443343
12,129,2000,Wakulla County,Florida,Fla.,22863
12,131,2000,Walton County,Florida,Fla.,40601
12,133,2000,Washington County,Florida,Fla.,20973
13,001,2000,Appling County,Georgia,Ga.,17419
13,003,2000,Atkinson County,Georgia,Ga.,7609
13,005,2000,Bacon County,Georgia,Ga.,10103
13,007,2000,Baker County,Georgia,Ga.,4074
13,009,2000,Baldwin County,Georgia,Ga.,44700
13,011,2000,Banks County,Georgia,Ga.,14422
13,013,2000,Barrow County,Georgia,Ga.,46144
13,015,2000,Bartow County,Georgia,Ga.,76019
13,017,2000,Ben Hill County,Georgia,Ga.,17484
13,019,2000,Berrien County,Georgia,Ga.,16235
13,021,2000,Bibb County,Georgia,Ga.,153887
13,023,2000,Bleckley County,Georgia,Ga.,11666
13,025,2000,Brantley County,Georgia,Ga.,14629
13,027,2000,Brooks County,Georgia,Ga.,16450
13,029,2000,Bryan County,Georgia,Ga.,23417
13,031,2000,Bulloch County,Georgia,Ga.,55983
13,033,2000,Burke County,Georgia,Ga.,22243
13,035,2000,Butts County,Georgia,Ga.,19522
13,037,2000,Calhoun County,Georgia,Ga.,6320
13,039,2000,Camden County,Georgia,Ga.,43664
13,043,2000,Candler County,Georgia,Ga.,9577
13,045,2000,Carroll County,Georgia,Ga.,87268
13,047,2000,Catoosa County,Georgia,Ga.,53282
13,049,2000,Charlton County,Georgia,Ga.,10282
13,051,2000,Chatham County,Georgia,Ga.,232048
13,053,2000,Chattahoochee County,Georgia,Ga.,14882
13,055,2000,Chattooga County,Georgia,Ga.,25470
13,057,2000,Cherokee County,Georgia,Ga.,141903
13,059,2000,Clarke County,Georgia,Ga.,101489
13,061,2000,Clay County,Georgia,Ga.,3357
13,063,2000,Clayton County,Georgia,Ga.,236517
13,065,2000,Clinch County,Georgia,Ga.,6878
13,067,2000,Cobb County,Georgia,Ga.,607751
13,069,2000,Coffee County,Georgia,Ga.,37413
13,071,2000,Colquitt County,Georgia,Ga.,42053
13,073,2000,Columbia County,Georgia,Ga.,89288
13,075,2000,Cook County,Georgia,Ga.,15771
13,077,2000,Coweta County,Georgia,Ga.,89215
13,079,2000,Crawford County,Georgia,Ga.,12495
13,081,2000,Crisp County,Georgia,Ga.,21996
13,083,2000,Dade County,Georgia,Ga.,15154
13,085,2000,Dawson County,Georgia,Ga.,15999
13,087,2000,Decatur County,Georgia,Ga.,28240
13,089,2000,DeKalb County,Georgia,Ga.,665865
13,091,2000,Dodge County,Georgia,Ga.,19171
13,093,2000,Dooly County,Georgia,Ga.,11525
13,095,2000,Dougherty County,Georgia,Ga.,96065
13,097,2000,Douglas County,Georgia,Ga.,92174
13,099,2000,Early County,Georgia,Ga.,12354
13,101,2000,Echols County,Georgia,Ga.,3754
13,103,2000,Effingham County,Georgia,Ga.,37535
13,105,2000,Elbert County,Georgia,Ga.,20511
13,107,2000,Emanuel County,Georgia,Ga.,21837
13,109,2000,Evans County,Georgia,Ga.,10495
13,111,2000,Fannin County,Georgia,Ga.,19798
13,113,2000,Fayette County,Georgia,Ga.,91263
13,115,2000,Floyd County,Georgia,Ga.,90565
13,117,2000,Forsyth County,Georgia,Ga.,98407
13,119,2000,Franklin County,Georgia,Ga.,20285
13,121,2000,Fulton County,Georgia,Ga.,816006
13,123,2000,Gilmer County,Georgia,Ga.,23456
13,125,2000,Glascock County,Georgia,Ga.,2556
13,127,2000,Glynn County,Georgia,Ga.,67568
13,129,2000,Gordon County,Georgia,Ga.,44104
13,131,2000,Grady County,Georgia,Ga.,23659
13,133,2000,Greene County,Georgia,Ga.,14406
13,135,2000,Gwinnett County,Georgia,Ga.,588448
13,137,2000,Habersham County,Georgia,Ga.,35902
13,139,2000,Hall County,Georgia,Ga.,139277
13,141,2000,Hancock County,Georgia,Ga.,10076
13,143,2000,Haralson County,Georgia,Ga.,25690
13,145,2000,Harris County,Georgia,Ga.,23695
13,147,2000,Hart County,Georgia,Ga.,22997
13,149,2000,Heard County,Georgia,Ga.,11012
13,151,2000,Henry County,Georgia,Ga.,119341
13,153,2000,Houston County,Georgia,Ga.,110765
13,155,2000,Irwin County,Georgia,Ga.,9931
13,157,2000,Jackson County,Georgia,Ga.,41589
13,159,2000,Jasper County,Georgia,Ga.,11426
13,161,2000,Jeff Davis County,Georgia,Ga.,12684
13,163,2000,Jefferson County,Georgia,Ga.,17266
13,165,2000,Jenkins County,Georgia,Ga.,8575
13,167,2000,Johnson County,Georgia,Ga.,8560
13,169,2000,Jones County,Georgia,Ga.,23639
13,171,2000,Lamar County,Georgia,Ga.,15912
13,173,2000,Lanier County,Georgia,Ga.,7241
13,175,2000,Laurens County,Georgia,Ga.,44874
13,177,2000,Lee County,Georgia,Ga.,24757
13,179,2000,Liberty County,Georgia,Ga.,61610
13,181,2000,Lincoln County,Georgia,Ga.,8348
13,183,2000,Long County,Georgia,Ga.,10304
13,185,2000,Lowndes County,Georgia,Ga.,92115
13,187,2000,Lumpkin County,Georgia,Ga.,21016
13,189,2000,McDuffie County,Georgia,Ga.,21231
13,191,2000,McIntosh County,Georgia,Ga.,10847
13,193,2000,Macon County,Georgia,Ga.,14074
13,195,2000,Madison County,Georgia,Ga.,25730
13,197,2000,Marion County,Georgia,Ga.,7144
13,199,2000,Meriwether County,Georgia,Ga.,22534
13,201,2000,Miller County,Georgia,Ga.,6383
13,205,2000,Mitchell County,Georgia,Ga.,23932
13,207,2000,Monroe County,Georgia,Ga.,21757
13,209,2000,Montgomery County,Georgia,Ga.,8270
13,211,2000,Morgan County,Georgia,Ga.,15457
13,213,2000,Murray County,Georgia,Ga.,36506
13,215,2000,Muscogee County,Georgia,Ga.,186291
13,217,2000,Newton County,Georgia,Ga.,62001
13,219,2000,Oconee County,Georgia,Ga.,26225
13,221,2000,Oglethorpe County,Georgia,Ga.,12635
13,223,2000,Paulding County,Georgia,Ga.,81678
13,225,2000,Peach County,Georgia,Ga.,23668
13,227,2000,Pickens County,Georgia,Ga.,22983
13,229,2000,Pierce County,Georgia,Ga.,15636
13,231,2000,Pike County,Georgia,Ga.,13688
13,233,2000,Polk County,Georgia,Ga.,38127
13,235,2000,Pulaski County,Georgia,Ga.,9588
13,237,2000,Putnam County,Georgia,Ga.,18812
13,239,2000,Quitman County,Georgia,Ga.,2598
13,241,2000,Rabun County,Georgia,Ga.,15050
13,243,2000,Randolph County,Georgia,Ga.,7791
13,245,2000,Richmond County,Georgia,Ga.,199775
13,247,2000,Rockdale County,Georgia,Ga.,70111
13,249,2000,Schley County,Georgia,Ga.,3766
13,251,2000,Screven County,Georgia,Ga.,15374
13,253,2000,Seminole County,Georgia,Ga.,9369
13,255,2000,Spalding County,Georgia,Ga.,58417
13,257,2000,Stephens County,Georgia,Ga.,25435
13,259,2000,Stewart County,Georgia,Ga.,5252
13,261,2000,Sumter County,Georgia,Ga.,33200
13,263,2000,Talbot County,Georgia,Ga.,6498
13,265,2000,Taliaferro County,Georgia,Ga.,2077
13,267,2000,Tattnall County,Georgia,Ga.,22305
13,269,2000,Taylor County,Georgia,Ga.,8815
13,271,2000,Telfair County,Georgia,Ga.,11794
13,273,2000,Terrell County,Georgia,Ga.,10970
13,275,2000,Thomas County,Georgia,Ga.,42737
13,277,2000,Tift County,Georgia,Ga.,38407
13,279,2000,Toombs County,Georgia,Ga.,26067
13,281,2000,Towns County,Georgia,Ga.,9319
13,283,2000,Treutlen County,Georgia,Ga.,6854
13,285,2000,Troup County,Georgia,Ga.,58779
13,287,2000,Turner County,Georgia,Ga.,9504
13,289,2000,Twiggs County,Georgia,Ga.,10590
13,291,2000,Union County,Georgia,Ga.,17289
13,293,2000,Upson County,Georgia,Ga.,27597
13,295,2000,Walker County,Georgia,Ga.,61053
13,297,2000,Walton County,Georgia,Ga.,60687
13,299,2000,Ware County,Georgia,Ga.,35483
13,301,2000,Warren County,Georgia,Ga.,6336
