zip,donation_amount_sum,donation_amount_count,zip3
48616,150.0,1,486
48618,20.0,1,486
48623,130.0,3,486
48624,75.0,3,486
48625,75.0,2,486
48626,100.0,1,486
48634,10.0,1,486
48638,45.0,3,486
48640,350.0,4,486
48642,1270.0,11,486
48650,10.0,1,486
48651,20.0,1,486
48653,55.0,2,486
48654,100.0,1,486
48657,270.0,4,486
48658,50.0,1,486
48661,50.0,1,486
48706,120.0,5,487
48708,200.0,5,487
48723,25.0,1,487
48725,2000.0,2,487
48726,45.0,1,487
48727,50.0,1,487
48729,30.0,1,487
48730,100.0,1,487
48732,10.0,1,487
48734,75.0,3,487
48737,40.0,1,487
48740,50.0,1,487
48742,80.0,2,487
48744,215.0,3,487
48746,100.0,1,487
48750,20.0,2,487
48755,25.0,1,487
48757,125.0,2,487
48768,100.0,2,487
48770,25.0,1,487
48801,70.0,3,488
48808,100.0,2,488
48809,150.0,2,488
48811,250.0,2,488
48813,320.0,5,488
48817,100.0,1,488
48820,87.0,3,488
48821,175.0,3,488
48823,250.0,3,488
48827,295.0,4,488
48831,50.0,1,488
48835,10.0,1,488
48836,385.0,7,488
48837,135.0,3,488
48838,82.0,4,488
48840,570.0,3,488
48842,730.0,9,488
48843,425.0,14,488
48844,10000.0,2,488
48845,20.0,1,488
48847,125.0,2,488
48848,10.0,1,488
48849,50.0,1,488
48850,120.0,2,488
48854,276.0,3,488
48855,290.0,7,488
48858,150.0,2,488
48860,100.0,1,488
48864,375.0,7,488
48867,100.0,3,488
48872,70.0,2,488
48875,150.0,3,488
48879,50.0,1,488
48880,100.0,2,488
48881,120.0,2,488
48889,50.0,2,488
48892,70.0,2,488
48894,25.0,1,488
48895,140.0,3,488
48906,255.0,5,489
48910,355.0,5,489
48911,70.0,4,489
48912,25.0,1,489
48913,25.0,1,489
48917,431.0,6,489
49001,50.0,3,490
49002,100.0,3,490
49008,100.0,1,490
49009,175.0,5,490
49010,350.0,6,490
49011,230.0,2,490
49012,50.0,1,490
49013,25.0,1,490
49014,40.0,2,490
49015,95.0,3,490
49017,108.0,2,490
49022,625.0,4,490
49024,45.0,2,490
49026,20.0,1,490
49028,50.0,1,490
49031,50.0,1,490
49034,20.0,1,490
49036,50.0,1,490
49037,10.0,1,490
49038,150.0,3,490
49046,98.0,1,490
49047,20.0,1,490
49048,75.0,2,490
49056,50.0,1,490
49057,15.0,1,490
49058,240.0,4,490
49064,50.0,1,490
49065,25.0,1,490
49068,30.0,1,490
49070,10.0,1,490
49071,20.0,1,490
49072,105.0,2,490
49073,25.0,1,490
49078,75.0,2,490
49079,35.0,2,490
49080,100.0,2,490
49082,50.0,1,490
49083,60.0,2,490
49085,280.0,8,490
49087,100.0,1,490
49089,120.0,2,490
49090,245.0,6,490
49091,270.0,2,490
49093,250.0,3,490
49096,100.0,1,490
49097,125.0,2,490
49099,25.0,1,490
49102,25.0,1,491
49103,200.0,1,491
49106,65.0,2,491
49107,100.0,1,491
49120,415.0,5,491
49125,20.0,1,491
49127,130.0,3,491
49128,20.0,1,491
49201,340.0,8,492
49202,140.0,3,492
49203,1305.0,6,492
49204,150.0,2,492
49220,30.0,1,492
49221,105.0,4,492
49224,100.0,4,492
49227,100.0,1,492
49228,100.0,1,492
49230,20.0,1,492
49232,50.0,1,492
49233,50.0,1,492
49234,250.0,1,492
49236,100.0,1,492
49238,100.0,1,492
49240,315.0,4,492
49242,60.0,2,492
49242t,10.0,1,492
49246,100.0,1,492
49247,20.0,1,492
49249,10.0,1,492
49250,10.0,1,492
49251,25.0,1,492
49254,25.0,1,492
49259,10.0,1,492
49265,25.0,1,492
49267,175.0,3,492
49269,150.0,2,492
49270,140.0,2,492
49277,50.0,1,492
49279,40.0,1,492
49284,45.0,2,492
49285,40.0,2,492
49286,334.0,5,492
49287,85.0,2,492
49301,675.0,10,493
49302,565.0,10,493
49304,125.0,2,493
49306,605.0,7,493
49307,235.0,5,493
49309,10.0,1,493
49310,110.0,3,493
49315,230.0,6,493
49316,195.0,4,493
49318,190.0,2,493
49319,230.0,5,493
49321,75.0,2,493
49323,150.0,4,493
49327,10.0,1,493
49329,135.0,2,493
49330,120.0,2,493
49331,270.0,6,493
49332,100.0,2,493
49333,175.0,3,493
49337,370.0,5,493
49341,940.0,14,493
49343,25.0,1,493
49344,140.0,2,493
49345,50.0,2,493
49346,100.0,1,493
49348,1080.0,5,493
49371,20.0,1,493
49404,170.0,4,494
49405,100.0,1,494
49408,150.0,4,494
49412,25.0,1,494
49415,20.0,1,494
49417,205.0,6,494
49418,753.0,11,494
49419,450.0,2,494
49420,120.0,2,494
49421,50.0,1,494
49423,385.0,9,494
49424,335.0,6,494
49426,235.0,11,494
49428,670.0,7,494
49431,20.0,1,494
49435,100.0,2,494
49437,75.0,2,494
49441,400.0,6,494
49442,25.0,1,494
49445,80.0,2,494
49448,10.0,1,494
49453,100.0,1,494
49454,50.0,1,494
49456,270.0,6,494
49457,50.0,1,494
49460,100.0,1,494
49461,200.0,3,494
49464,260.0,4,494
49503,360.0,10,495
49504,170.0,3,495
49505,252.0,7,495
49506,374.0,6,495
49507,50.0,1,495
49508,340.0,7,495
49509,20.0,1,495
49512,30.0,1,495
49525,865.0,6,495
49534,70.0,2,495
49544,130.0,3,495
49546,625.0,7,495
49548,25.0,2,495
49601,10.0,1,496
49612,140.0,3,496
49613,100.0,1,496
49616,10.0,1,496
49617,50.0,2,496
49618,25.0,1,496
49621,260.0,3,496
49623,200.0,1,496
49628,100.0,1,496
49629,110.0,2,496
49633,100.0,1,496
49637,525.0,2,496
49640,250.0,1,496
49644,50.0,1,496
49646,80.0,2,496
49648,200.0,2,496
49649,100.0,1,496
49650,10.0,1,496
49659,200.0,1,496
49660,50.0,3,496
49664,20.0,1,496
49675,50.0,1,496
49676,650.0,3,496
49677,100.0,1,496
49680,50.0,1,496
49682,120.0,2,496
49684,490.0,9,496
49685,531.0,8,496
49686,235.0,4,496
49690,50.0,1,496
49696,270.0,2,496
49707,250.0,4,497
49709,50.0,2,497
"49709Wake up, Snowflakes",20.0,1,497
49712,300.0,3,497
49713,300.0,1,497
49720,50.0,1,497
49726,20.0,1,497
49727,75.0,2,497
49729,100.0,1,497
49735,45.0,2,497
49736,20.0,1,497
49738,110.0,2,497
49740,215.0,6,497
49744,40.0,2,497
49749,250.0,1,497
49755,45.0,2,497
49756,10.0,1,497
49759,50.0,1,497
49766,20.0,1,497
49770,420.0,5,497
49776,10.0,1,497
49783,370.0,6,497
49796,100.0,1,497
49801,110.0,3,498
49802,30.0,1,498
49825,250.0,1,498
49829,105.0,4,498
49833,200.0,1,498
49834,50.0,1,498
49837,120.0,2,498
49841,20.0,1,498
49847,100.0,1,498
49849,50.0,1,498
49854,120.0,2,498
49855,1260.0,5,498
49858,225.0,3,498
49866,200.0,1,498
49868,20.0,1,498
49870,25.0,1,498
49885,30.0,2,498
49891,50.0,1,498
49892,13.0,1,498
49895,23.0,1,498
49905,220.0,2,499
49911,14.0,1,499
49913,150.0,1,499
49916,25.0,1,499
49930,150.0,3,499
49938,27.0,1,499
49945,70.0,2,499
49946,120.0,2,499
49948,150.0,1,499
49950,25.0,1,499
49962,20.0,1,499
49964,100.0,2,499
49968,120.0,2,499
49969,185.0,4,499
50002,100.0,1,500
50003,95.0,3,500
50007,100.0,1,500
50009,15.0,1,500
50010,305.0,6,500
50014,100.0,2,500
50021,306.0,5,500
50023,450.0,8,500
50025,50.0,1,500
50028,50.0,1,500
50036,50.0,1,500
50047,10.0,1,500
50049,15.0,1,500
50063,10.0,1,500
50065,20.0,1,500
50076,100.0,1,500
50111,192.0,5,501
50115,50.0,2,501
50117,20.0,1,501
50122,25.0,1,501
50123,100.0,1,501
50124,25.0,1,501
50125,175.0,3,501
50126,100.0,2,501
50129,45.0,1,501
50131,160.0,3,501
50136,10.0,1,501
50140,100.0,2,501
50143,100.0,1,501
50144,100.0,1,501
50156,40.0,1,501
50158,20.0,1,501
50170,20.0,1,501
50201,50.0,1,502
50208,20.0,1,502
50210,25.0,1,502
50211,10.0,1,502
50219,1200.0,3,502
50237,25.0,1,502
50247,10.0,1,502
50250,100.0,1,502
50256,50.0,1,502
50263,10.0,1,502
50265,105.0,3,502
50266,465.0,8,502
50273,50.0,1,502
50305,20.0,1,503
50309,20.0,1,503
50310,100.0,3,503
50312,100.0,1,503
50316,10.0,1,503
50317,1025.0,3,503
50320,60.0,2,503
50322,110.0,2,503
50323,70.0,2,503
50324,100.0,1,503
50325,50.0,1,503
50327,19.0,1,503
50333,20.0,1,503
50401,50.0,2,504
50423,80.0,2,504
50436,100.0,1,504
50441,20.0,1,504
50450,20.0,1,504
50459,230.0,3,504
50468,100.0,2,504
50469,50.0,1,504
50501,120.0,2,505
50514,75.0,1,505
50516,50.0,1,505
50532,500.0,1,505
50534,100.0,1,505
50536,100.0,1,505
50574,200.0,1,505
50590,20.0,1,505
50613,480.0,10,506
50616,100.0,1,506
50632,50.0,1,506
50647,23.0,1,506
50659,50.0,1,506
50670,50.0,1,506
50701,395.0,6,507
50702,20.0,1,507
50840,50.0,1,508
51031,200.0,2,510
51035,20.0,1,510
51038,20.0,1,510
51054,75.0,2,510
51104,60.0,2,511
51106,20.0,1,511
51109,50.0,1,511
51239,500.0,1,512
51250,100.0,1,512
51301,90.0,2,513
51355,25.0,1,513
51358,25.0,1,513
51360,100.0,1,513
51364,300.0,2,513
51366,30.0,1,513
51455,100.0,1,514
51501,125.0,2,515
51503,127.0,4,515
51510,100.0,1,515
51525,20.0,1,515
51526,60.0,2,515
51529,50.0,1,515
51537,105.0,3,515
51555,30.0,1,515
51559,100.0,1,515
51565,350.0,2,515
51566,50.0,1,515
51579,100.0,1,515
52001,545.0,7,520
52002,50.0,2,520
52057,200.0,2,520
52060,50.0,2,520
52065,120.0,2,520
52070,50.0,1,520
52073,10.0,1,520
52136,20.0,1,521
52160,50.0,1,521
52175,10.0,1,521
52203,25.0,1,522
52205,10.0,1,522
52214,170.0,3,522
52223,25.0,1,522
52227,25.0,1,522
52236,25.0,1,522
52240,25.0,1,522
52241,55.0,3,522
52244,100.0,1,522
52245,120.0,2,522
52246,10.0,1,522
52247,85.0,2,522
52253,10.0,1,522
52302,380.0,7,523
52313,20.0,1,523
52314,100.0,1,523
52317,70.0,2,523
52321,20.0,1,523
52324,50.0,1,523
52332,100.0,1,523
52333,30.0,2,523
52338,54.0,1,523
52345,50.0,1,523
52351,100.0,1,523
52353,150.0,1,523
52358,10.0,1,523
52361,90.0,1,523
52402,210.0,6,524
52403,275.0,5,524
52404,120.0,4,524
52405,100.0,2,524
52406,100.0,1,524
52411,50.0,1,524
52531,50.0,2,525
52536,10.0,1,525
52551,50.0,1,525
52556,394.0,8,525
52577,100.0,1,525
52591,25.0,1,525
52594,25.0,1,525
52601,55.0,2,526
52625,30.0,1,526
52627,100.0,1,526
52637,70.0,2,526
52639,25.0,1,526
52641,50.0,2,526
52649,20.0,1,526
52722,765.0,9,527
52731,27.0,1,527
52732,149.0,5,527
52742,10.0,1,527
52748,50.0,1,527
52751,70.0,2,527
52753,200.0,2,527
52761,75.0,3,527
52772,100.0,1,527
52801,100.0,1,528
52803,325.0,5,528
52804,100.0,1,528
52806,25.0,1,528
52807,150.0,2,528
53002,30.0,1,530
53004,100.0,1,530
53005,410.0,6,530
53006,20.0,1,530
53011,125.0,2,530
53012,170.0,4,530
53013,150.0,2,530
53017,20.0,1,530
53018,150.0,2,530
53019,25.0,1,530
53022,50.0,2,530
53024,650.0,9,530
53027,260.0,5,530
53029,410.0,9,530
53033,100.0,1,530
53037,220.0,5,530
53038,25.0,1,530
53040,100.0,2,530
53042,120.0,3,530
53044,5.0,1,530
53045,335.0,5,530
53051,270.0,7,530
53058,100.0,1,530
53063,20.0,1,530
53065,28.0,1,530
53066,497.0,8,530
53069,20.0,1,530
53070,110.0,2,530
53072,400.0,8,530
53073,1310.0,4,530
53074,200.0,4,530
53076,25.0,1,530
53080,600.0,2,530
53081,160.0,3,530
53083,220.0,4,530
53085,375.0,3,530
53086,140.0,2,530
53089,245.0,5,530
53090,300.0,3,530
53091,100.0,1,530
53092,812.0,13,530
53093,50.0,1,530
53094,50.0,1,530
53095,560.0,6,530
53097,100.0,1,530
53098,100.0,2,530
53103,100.0,1,531
53104,125.0,2,531
53105,505.0,10,531
53108,33.0,1,531
53114,40.0,1,531
53118,370.0,5,531
53119,25.0,1,531
53120,145.0,2,531
53121,20.0,1,531
53122,100.0,1,531
53125,275.0,3,531
53126,270.0,6,531
53127,25.0,1,531
53128,200.0,2,531
53129,50.0,1,531
53130,135.0,4,531
53132,280.0,6,531
53140,150.0,2,531
53142,560.0,9,531
53143,230.0,6,531
53146,250.0,2,531
53147,180.0,4,531
53149,435.0,8,531
53150,360.0,5,531
53151,580.0,12,531
53154,210.0,3,531
53157,22.0,1,531
53158,725.0,14,531
53159,125.0,2,531
53168,200.0,4,531
53172,85.0,2,531
53177,328.0,5,531
53179,208.0,3,531
53185,150.0,4,531
53186,450.0,6,531
53188,685.0,14,531
53189,320.0,9,531
53190,10.0,1,531
53191,100.0,1,531
53202,190.0,4,532
53207,300.0,3,532
53208,75.0,3,532
53209,110.0,2,532
53211,175.0,4,532
53213,15.0,1,532
53214,35.0,2,532
53215,100.0,4,532
53217,520.0,10,532
53219,245.0,5,532
53220,295.0,5,532
53221,95.0,3,532
53222,90.0,3,532
53223,210.0,4,532
53224,10.0,1,532
53225,190.0,2,532
53226,162.0,6,532
53227,110.0,3,532
53228,120.0,2,532
53231,22.0,1,532
53233,50.0,1,532
53235,50.0,1,532
53250,50.0,1,532
53325,10.0,1,533
53402,185.0,7,534
53403,45.0,2,534
53404,100.0,1,534
53405,10.0,1,534
53406,75.0,2,534
53510,100.0,1,535
53511,239.0,8,535
53517,25.0,1,535
53520,20.0,1,535
53527,105.0,2,535
53528,50.0,1,535
53531,25.0,1,535
53532,190.0,5,535
53533,110.0,3,535
53536,110.0,2,535
53538,265.0,3,535
53545,150.0,3,535
53546,170.0,4,535
53548,50.0,1,535
53550,20.0,1,535
53551,25.0,1,535
53555,525.0,4,535
53558,170.0,3,535
53559,50.0,1,535
53561,10.0,1,535
53562,420.0,7,535
53563,50.0,1,535
53565,50.0,1,535
53566,20.0,1,535
53570,500.0,1,535
53572,325.0,3,535
53575,105.0,3,535
53578,100.0,1,535
53581,40.0,2,535
53585,40.0,2,535
53589,315.0,4,535
53590,170.0,3,535
53593,265.0,6,535
53594,100.0,1,535
53597,72.0,2,535
53703,190.0,2,537
53704,195.0,6,537
53705,270.0,2,537
53711,280.0,8,537
53713,90.0,3,537
53714,20.0,1,537
53716,65.0,3,537
53717,265.0,2,537
53719,130.0,5,537
53805,100.0,1,538
53809,50.0,1,538
53910,70.0,2,539
53913,20.0,1,539
53916,101.0,5,539
53925,120.0,3,539
53929,25.0,1,539
53934,25.0,1,539
53948,20.0,1,539
53952,60.0,2,539
53954,50.0,2,539
53955,330.0,5,539
53959,50.0,1,539
53963,5.0,1,539
54001,60.0,3,540
54002,85.0,3,540
54004,15.0,1,540
54011,145.0,3,540
54016,1215.0,13,540
54017,110.0,3,540
54021,50.0,1,540
54022,64.0,2,540
54023,25.0,1,540
54024,40.0,2,540
54025,20.0,1,540
54026,25.0,1,540
54027,20.0,1,540
54082,275.0,2,540
54101,20.0,1,541
54104,25.0,1,541
54110,40.0,2,541
54112,200.0,2,541
54114,50.0,1,541
54115,658.0,9,541
54124,175.0,2,541
54126,125.0,2,541
54130,9.0,1,541
54136,10.0,1,541
54141,150.0,2,541
54143,190.0,4,541
54149,50.0,1,541
54151,1020.0,2,541
54153,20.0,1,541
54154,100.0,1,541
54155,40.0,2,541
54166,146.0,3,541
54169,175.0,3,541
54171,35.0,2,541
54173,190.0,4,541
54175,20.0,1,541
54177,5.0,1,541
54209,110.0,2,542
54217,50.0,1,542
54220,430.0,7,542
54228,107.0,1,542
54229,225.0,2,542
54230,500.0,1,542
54235,175.0,3,542
54247,100.0,1,542
54301,45.0,2,543
54302,175.0,3,543
54303,25.0,2,543
54311,200.0,3,543
54313,444.0,9,543
54401,352.0,7,544
54403,65.0,3,544
54406,25.0,1,544
54407,100.0,1,544
54409,100.0,1,544
54411,70.0,2,544
54416,50.0,1,544
54426,90.0,3,544
54433,100.0,1,544
54436,100.0,1,544
54440,50.0,1,544
54443,10.0,1,544
54446,200.0,2,544
54448,140.0,2,544
54449,135.0,5,544
54452,500.0,1,544
54454,20.0,1,544
54455,250.0,5,544
54467,65.0,2,544
54470,45.0,2,544
54471,20.0,1,544
54474,45.0,2,544
54476,145.0,4,544
54479,20.0,1,544
54481,135.0,4,544
54486,140.0,3,544
54487,200.0,3,544
54489,150.0,2,544
54490,20.0,1,544
54491,150.0,2,544
54494,20.0,1,544
54501,525.0,2,545
54512,20.0,1,545
54520,50.0,1,545
54521,25.0,1,545
54531,500.0,1,545
54534,100.0,1,545
54541,200.0,2,545
54542,95.0,2,545
54555,10.0,1,545
54562,100.0,2,545
54563,50.0,1,545
54568,70.0,2,545
54601,90.0,5,546
54612,50.0,1,546
54615,50.0,1,546
54630,100.0,1,546
54631,40.0,2,546
54635,20.0,1,546
54636,100.0,3,546
54638,10.0,1,546
54646,20.0,1,546
54650,92.0,4,546
54652,50.0,1,546
54656,100.0,2,546
54660,20.0,2,546
54661,200.0,1,546
54665,250.0,4,546
54701,335.0,7,547
54703,80.0,4,547
54720,125.0,2,547
54724,100.0,1,547
54725,10.0,1,547
54728,110.0,4,547
54729,100.0,1,547
54730,120.0,2,547
54733,20.0,1,547
54738,75.0,2,547
54739,110.0,3,547
54741,30.0,1,547
54745,15.0,1,547
54749,100.0,1,547
54750,50.0,1,547
54751,155.0,4,547
547515679,50.0,1,547
54758,50.0,1,547
54759,50.0,1,547
54763,20.0,1,547
54766,133.0,2,547
54767,450.0,3,547
54768,100.0,1,547
54769,20.0,1,547
54773,70.0,2,547
54801,225.0,3,548
54806,20.0,1,548
54817,50.0,1,548
54827,95.0,1,548
54829,100.0,1,548
54830,100.0,2,548
54837,150.0,3,548
54840,50.0,1,548
54843,205.0,4,548
54846,20.0,1,548
54848,25.0,1,548
54849,100.0,1,548
54853,70.0,3,548
54855,5.0,1,548
54856,102.0,3,548
54858,50.0,1,548
54868,195.0,4,548
54871,20.0,1,548
54872,25.0,1,548
54873,65.0,2,548
54880,255.0,5,548
54883,30.0,1,548
54891,50.0,1,548
54893,50.0,1,548
54901,380.0,11,549
54902,199.0,4,549
54904,200.0,3,549
5490w,25.0,1,549
54913,525.0,7,549
54914,250.0,5,549
54915,165.0,5,549
54921,50.0,1,549
54923,100.0,1,549
54929,35.0,2,549
54935,160.0,5,549
54942,50.0,1,549
54943,100.0,2,549
54944,170.0,3,549
54945,35.0,2,549
54947,100.0,1,549
54950,25.0,1,549
54952,270.0,3,549
54956,730.0,9,549
54957,100.0,1,549
54960,20.0,1,549
54961,200.0,3,549
54963,230.0,4,549
54971,50.0,1,549
54981,180.0,3,549
54983,24.0,1,549
55001,50.0,1,550
55003,25.0,1,550
55005,550.0,2,550
55006,40.0,2,550
55008,165.0,3,550
55009,100.0,1,550
55011,497.0,8,550
55013,600.0,2,550
55014,480.0,10,550
55016,200.0,5,550
55019,25.0,1,550
55020,40.0,2,550
55021,555.0,8,550
55024,400.0,5,550
55025,350.0,5,550
55032,150.0,2,550
55033,470.0,8,550
55038,718.0,7,550
55040,235.0,4,550
55041,105.0,2,550
55042,775.0,7,550
55043,100.0,2,550
55044,790.0,11,550
55045,150.0,2,550
55046,100.0,1,550
55051,140.0,2,550
55056,165.0,5,550
55057,825.0,11,550
55060,30.0,2,550
55063,30.0,2,550
55066,262.0,4,550
55068,535.0,9,550
55069,100.0,1,550
55070,250.0,3,550
55071,175.0,3,550
55073,330.0,4,550
55075,288.0,4,550
55076,50.0,1,550
55076Thank,10.0,1,550
55077,120.0,3,550
55079,85.0,3,550
55082,879.0,17,550
55085,50.0,1,550
55088,50.0,2,550
55092,95.0,3,550
55101,200.0,3,551
55102,185.0,5,551
55103,50.0,1,551
55104,350.0,6,551
55105,150.0,2,551
55106,18.0,1,551
55107,70.0,2,551
55108,185.0,5,551
55109,1405.0,9,551
55110,920.0,10,551
55112,335.0,9,551
55113,445.0,11,551
55115,825.0,5,551
55116,1115.0,10,551
55117,140.0,5,551
55118,1875.0,13,551
55119,95.0,3,551
55120,50.0,1,551
55121,520.0,7,551
55122,435.0,8,551
55123,355.0,8,551
55124,543.0,14,551
55125,720.0,15,551
55126,348.0,11,551
55127,595.0,9,551
55128,425.0,7,551
55129,185.0,4,551
55301,550.0,2,553
55302,100.0,1,553
55303,534.0,11,553
55304,1190.0,19,553
55305,470.0,7,553
55306,55.0,2,553
55308,90.0,3,553
55309,310.0,6,553
55311,655.0,7,553
55313,785.0,3,553
55316,174.0,4,553
55317,1120.0,13,553
55318,285.0,5,553
5531q,50.0,1,553
55320,200.0,1,553
55321,130.0,3,553
55322,200.0,2,553
55324,50.0,1,553
55325,50.0,1,553
55327,50.0,1,553
55328,70.0,3,553
55330,440.0,11,553
55331,510.0,9,553
55332,25.0,1,553
55334,20.0,1,553
55336,30.0,2,553
55337,668.0,13,553
55340,100.0,1,553
55343,188.0,3,553
55344,320.0,5,553
55345,1500.0,12,553
55346,675.0,6,553
55347,1615.0,12,553
55349,25.0,1,553
55350,500.0,1,553
55352,45.0,2,553
55355,125.0,2,553
55356,10.0,1,553
55358,110.0,5,553
55359,200.0,3,553
55360,20.0,1,553
55362,395.0,5,553
55363,150.0,2,553
55364,579.0,8,553
55368,100.0,1,553
55369,930.0,13,553
55371,120.0,2,553
55372,1098.0,11,553
55374,440.0,7,553
55376,30.0,1,553
55378,345.0,8,553
55379,765.0,10,553
55382,50.0,1,553
55386,160.0,3,553
55387,25.0,1,553
55388,40.0,2,553
55391,1025.0,9,553
55395,50.0,1,553
55396,30.0,1,553
55398,850.0,12,553
55401,35.0,2,554
55403,20.0,1,554
55404,45.0,2,554
55405,75.0,2,554
55406,37.0,2,554
55407,595.0,5,554
55408,155.0,4,554
55410,235.0,6,554
55411,200.0,1,554
55412,275.0,3,554
55413,55.0,2,554
55414,30.0,1,554
55415,50.0,1,554
55416,315.0,8,554
55417,370.0,6,554
55418,200.0,5,554
55419,372.0,5,554
55420,175.0,4,554
55421,105.0,5,554
55422,265.0,4,554
55423,550.0,7,554
55424,160.0,3,554
55426,240.0,6,554
55427,325.0,7,554
55428,1302.0,4,554
55429,225.0,3,554
55430,40.0,2,554
55431,185.0,5,554
55432,65.0,3,554
55433,270.0,5,554
55434,380.0,5,554
55435,650.0,2,554
55436,350.0,5,554
55437,50.0,2,554
55438,1210.0,4,554
55439,395.0,4,554
55441,757.0,12,554
55442,1975.0,6,554
55443,120.0,2,554
55444,600.0,5,554
55445,145.0,3,554
55446,525.0,7,554
55447,685.0,8,554
55448,180.0,5,554
55449,320.0,5,554
55455,5.0,1,554
55555,35.0,3,555
55602,50.0,1,556
55604,100.0,1,556
55612,25.0,1,556
55614,525.0,2,556
55616,665.0,4,556
55706,50.0,1,557
55719,25.0,1,557
55726,25.0,1,557
55731,209.0,3,557
55733,75.0,2,557
55734,300.0,2,557
55735,100.0,1,557
55736,50.0,1,557
55741,20.0,1,557
55744,210.0,7,557
55746,325.0,6,557
55771,100.0,1,557
55783,300.0,3,557
55790,100.0,1,557
55792,69.0,3,557
55797,25.0,1,557
55802,50.0,1,558
55803,1390.0,13,558
55804,420.0,4,558
55805,220.0,3,558
55806,50.0,1,558
55807,27.0,1,558
55808,100.0,1,558
55810,20.0,1,558
55811,1175.0,4,558
55812,40.0,2,558
55812^,15.0,1,558
55816,200.0,1,558
55901,600.0,11,559
55902,755.0,10,559
55903,50.0,1,559
55904,40.0,2,559
55906,395.0,8,559
55912,455.0,6,559
55918,50.0,1,559
55920,25.0,1,559
55921,30.0,1,559
55927,50.0,1,559
55944,110.0,2,559
55947,85.0,4,559
55949,200.0,1,559
55970,200.0,1,559
55972,50.0,1,559
55974,30.0,1,559
55987,300.0,5,559
56001,220.0,5,560
56003,100.0,1,560
56007,20.0,1,560
56011,70.0,2,560
56013,110.0,2,560
56016,50.0,1,560
56031,150.0,3,560
56048,20.0,1,560
56050,100.0,1,560
56055,200.0,2,560
56057,75.0,2,560
56058,60.0,2,560
56071,360.0,6,560
56080,70.0,2,560
56082,25.0,2,560
56085,200.0,1,560
56093,300.0,3,560
56098,100.0,1,560
56101,50.0,1,561
56132,5.0,1,561
56143,50.0,1,561
56147,50.0,1,561
56150,45.0,2,561
56151,100.0,1,561
56152,250.0,1,561
56156,30.0,2,561
56164,50.0,1,561
56168,10.0,1,561
56175,25.0,1,561
56180,25.0,1,561
56187,120.0,2,561
56188,50.0,1,561
56201,60.0,2,562
56208,200.0,1,562
56209,100.0,1,562
56215,200.0,2,562
56218,50.0,1,562
56244,50.0,1,562
56248,200.0,1,562
56252,25.0,1,562
56258,35.0,2,562
56267,100.0,1,562
56271,25.0,1,562
56278,60.0,2,562
56288,50.0,1,562
56289,300.0,1,562
56301,390.0,6,563
56302,350.0,2,563
56303,150.0,2,563
56304,20.0,1,563
56307,200.0,1,563
56308,447.0,7,563
56320,50.0,1,563
56324,37.0,1,563
56330,150.0,2,563
56334,100.0,1,563
56340,50.0,1,563
56343,15.0,1,563
56345,150.0,2,563
56347,10.0,1,563
56352,100.0,1,563
56353,200.0,2,563
56362,20.0,1,563
56367,300.0,2,563
56368,25.0,1,563
56373,70.0,2,563
56375,100.0,1,563
56377,50.0,2,563
56379,90.0,3,563
56401,662.0,10,564
56431,175.0,3,564
56432,20.0,1,564
56438,75.0,2,564
56442,100.0,1,564
56444,25.0,1,564
56448,100.0,1,564
56452,100.0,1,564
56461,25.0,1,564
56466,3200.0,2,564
56467,50.0,1,564
56468,130.0,3,564
56470,525.0,5,564
56474,250.0,1,564
56482,10.0,1,564
56501,10.0,1,565
56511,50.0,1,565
56514,20.0,1,565
56515,50.0,1,565
56520,450.0,2,565
56537,20.0,1,565
56540,50.0,1,565
56554,20.0,1,565
56557,24.0,1,565
56560,100.0,1,565
56570,50.0,1,565
56571,20.0,1,565
56573,50.0,1,565
56580,200.0,1,565
56584,10.0,1,565
56586,50.0,1,565
56590,100.0,1,565
56601,925.0,9,566
56621,225.0,4,566
56636,150.0,3,566
56649,160.0,3,566
56657,25.0,1,566
56662,50.0,1,566
56672,50.0,1,566
56683,25.0,1,566
56686,100.0,1,566
56701,1075.0,3,567
56716,100.0,2,567
56721,10.0,1,567
56723,50.0,1,567
56726,500.0,1,567
56732,20.0,1,567
56737,125.0,2,567
56738,100.0,1,567
56751,100.0,1,567
56763,210.0,2,567
57005,100.0,1,570
57006,520.0,2,570
57010,50.0,1,570
57013,60.0,2,570
57014,45.0,1,570
57020,25.0,1,570
57025,100.0,1,570
57030,350.0,2,570
57032,120.0,2,570
57033,300.0,2,570
57034,100.0,1,570
57042,10.0,1,570
57046,20.0,1,570
57058,50.0,1,570
57064,250.0,3,570
57068,86.0,2,570
57069,250.0,1,570
57076,50.0,1,570
57077,125.0,2,570
57103,800.0,14,571
57104,437.0,14,571
57105,100.0,1,571
57106,665.0,10,571
57107,265.0,4,571
57108,880.0,11,571
57110,65.0,3,571
57186,25.0,1,571
57201,170.0,3,572
57231,25.0,1,572
57233,25.0,1,572
57242,275.0,3,572
57248,25.0,1,572
57249,25.0,1,572
57252,100.0,1,572
57260,150.0,2,572
57276,100.0,1,572
57301,120.0,2,573
57315,25.0,1,573
57319,45.0,1,573
57325,100.0,1,573
57332,350.0,2,573
57350,20.0,1,573
57368,18.0,1,573
57380,200.0,1,573
57401,200.0,4,574
57438,50.0,1,574
57465,50.0,1,574
57501,300.0,3,575
57521,100.0,1,575
57601,100.0,1,576
57638,100.0,1,576
