zip,donation_amount_sum,donation_amount_count,city,state,x,y
55115,825.0,5,Saint Paul,MN,-93.1,44.94
55116,1115.0,10,Saint Paul,MN,-93.1,44.94
55117,140.0,5,Saint Paul,MN,-93.1,44.94
55118,1875.0,13,Saint Paul,MN,-93.1,44.94
55119,95.0,3,Saint Paul,MN,-93.1,44.94
55120,50.0,1,Saint Paul,MN,-93.1,44.94
55121,520.0,7,Saint Paul,MN,-93.1,44.94
55122,435.0,8,Saint Paul,MN,-93.1,44.94
55123,355.0,8,Saint Paul,MN,-93.1,44.94
55124,543.0,14,Saint Paul,MN,-93.1,44.94
55125,720.0,15,Saint Paul,MN,-93.1,44.94
55126,348.0,11,Saint Paul,MN,-93.1,44.94
55127,595.0,9,Saint Paul,MN,-93.1,44.94
55128,425.0,7,Saint Paul,MN,-93.1,44.94
55129,185.0,4,Saint Paul,MN,-93.1,44.94
55301,550.0,2,Albertville,MN,-93.66,45.23
55302,100.0,1,Annandale,MN,-94.11,45.26
55303,534.0,11,Anoka,MN,-93.39,45.21
55304,1190.0,19,Andover,MN,-93.33,45.25
55305,470.0,7,Hopkins,MN,-93.4,44.92
55306,55.0,2,Burnsville,MN,-93.27,44.76
55308,90.0,3,Becker,MN,-93.87,45.37
55309,310.0,6,Big Lake,MN,-93.74,45.33
55311,655.0,7,Osseo,MN,-93.39,45.11
55313,785.0,3,Buffalo,MN,-93.86,45.17
55316,174.0,4,Champlin,MN,-93.38,45.16
55317,1120.0,13,Chanhassen,MN,-93.55,44.85
55318,285.0,5,Chaska,MN,-93.6,44.82
55320,200.0,1,Clearwater,MN,-94.04,45.41
55321,130.0,3,Cokato,MN,-94.18,45.07
55322,200.0,2,Cologne,MN,-93.78,44.77
55324,50.0,1,Darwin,MN,-94.4,45.09
55325,50.0,1,Dassel,MN,-94.3,45.08
55327,50.0,1,Dayton,MN,-93.47,45.18
55328,70.0,3,Delano,MN,-93.78,45.04
55330,440.0,11,Elk River,MN,-93.56,45.33
55331,510.0,9,Excelsior,MN,-93.56,44.9
55332,25.0,1,Fairfax,MN,-94.72,44.52
55334,20.0,1,Gaylord,MN,-94.21,44.55
55336,30.0,2,Glencoe,MN,-94.14,44.76
55337,668.0,13,Burnsville,MN,-93.27,44.76
55340,100.0,1,Hamel,MN,-93.58,45.07
55343,188.0,3,Hopkins,MN,-93.4,44.92
55344,320.0,5,Eden Prairie,MN,-93.45,44.84
55345,1500.0,12,Minnetonka,MN,-93.46,44.93
55346,675.0,6,Eden Prairie,MN,-93.45,44.84
55347,1615.0,12,Eden Prairie,MN,-93.45,44.84
55349,25.0,1,Howard Lake,MN,-94.06,45.05
55350,500.0,1,Hutchinson,MN,-94.37,44.88
55352,45.0,2,Jordan,MN,-93.63,44.66
55355,125.0,2,Litchfield,MN,-94.52,45.11
55356,10.0,1,Long Lake,MN,-93.56,44.98
55358,110.0,5,Maple Lake,MN,-94.0,45.23
55359,200.0,3,Maple Plain,MN,-93.66,45.0
55360,20.0,1,Mayer,MN,-93.88,44.88
55362,395.0,5,Monticello,MN,-93.8,45.3
55363,150.0,2,Montrose,MN,-93.91,45.06
55364,579.0,8,Mound,MN,-93.66,44.93
55368,100.0,1,Norwood Young America,MN,-93.92,44.76
55369,930.0,13,Osseo,MN,-93.39,45.11
55371,120.0,2,Princeton,MN,-93.59,45.57
55372,1098.0,11,Prior Lake,MN,-93.43,44.72
55374,440.0,7,Rogers,MN,-93.55,45.19
55376,30.0,1,Saint Michael,MN,-93.66,45.21
55378,345.0,8,Savage,MN,-93.35,44.75
55379,765.0,10,Shakopee,MN,-93.47,44.77
55382,50.0,1,South Haven,MN,-94.21,45.29
55386,160.0,3,Victoria,MN,-93.65,44.86
55387,25.0,1,Waconia,MN,-93.79,44.84
55388,40.0,2,Watertown,MN,-93.84,44.96
55391,1025.0,9,Wayzata,MN,-93.51,44.97
55395,50.0,1,Winsted,MN,-94.04,44.96
55396,30.0,1,Winthrop,MN,-94.36,44.54
55398,850.0,12,Zimmerman,MN,-93.59,45.44
55401,35.0,2,Minneapolis,MN,-93.26,44.96
55403,20.0,1,Minneapolis,MN,-93.26,44.96
55404,45.0,2,Minneapolis,MN,-93.26,44.96
55405,75.0,2,Minneapolis,MN,-93.26,44.96
55406,37.0,2,Minneapolis,MN,-93.26,44.96
55407,595.0,5,Minneapolis,MN,-93.26,44.96
55408,155.0,4,Minneapolis,MN,-93.26,44.96
55410,235.0,6,Minneapolis,MN,-93.26,44.96
55411,200.0,1,Minneapolis,MN,-93.26,44.96
55412,275.0,3,Minneapolis,MN,-93.26,44.96
55413,55.0,2,Minneapolis,MN,-93.26,44.96
55414,30.0,1,Minneapolis,MN,-93.26,44.96
55415,50.0,1,Minneapolis,MN,-93.26,44.96
55416,315.0,8,Minneapolis,MN,-93.26,44.96
55417,370.0,6,Minneapolis,MN,-93.26,44.96
55418,200.0,5,Minneapolis,MN,-93.26,44.96
55419,372.0,5,Minneapolis,MN,-93.26,44.96
55420,175.0,4,Minneapolis,MN,-93.26,44.96
55421,105.0,5,Minneapolis,MN,-93.26,44.96
55422,265.0,4,Minneapolis,MN,-93.26,44.96
55423,550.0,7,Minneapolis,MN,-93.26,44.96
55424,160.0,3,Minneapolis,MN,-93.26,44.96
55426,240.0,6,Minneapolis,MN,-93.26,44.96
55427,325.0,7,Minneapolis,MN,-93.26,44.96
55428,1302.0,4,Minneapolis,MN,-93.26,44.96
55429,225.0,3,Minneapolis,MN,-93.26,44.96
55430,40.0,2,Minneapolis,MN,-93.26,44.96
55431,185.0,5,Minneapolis,MN,-93.26,44.96
55432,65.0,3,Minneapolis,MN,-93.26,44.96
55433,270.0,5,Minneapolis,MN,-93.26,44.96
55434,380.0,5,Minneapolis,MN,-93.26,44.96
55435,650.0,2,Minneapolis,MN,-93.26,44.96
55436,350.0,5,Minneapolis,MN,-93.26,44.96
55437,50.0,2,Minneapolis,MN,-93.26,44.96
55438,1210.0,4,Minneapolis,MN,-93.26,44.96
55439,395.0,4,Minneapolis,MN,-93.26,44.96
55441,757.0,12,Minneapolis,MN,-93.26,44.96
55442,1975.0,6,Minneapolis,MN,-93.26,44.96
55443,120.0,2,Minneapolis,MN,-93.26,44.96
55444,600.0,5,Minneapolis,MN,-93.26,44.96
55445,145.0,3,Minneapolis,MN,-93.26,44.96
55446,525.0,7,Minneapolis,MN,-93.26,44.96
55447,685.0,8,Minneapolis,MN,-93.26,44.96
55448,180.0,5,Minneapolis,MN,-93.26,44.96
55449,320.0,5,Minneapolis,MN,-93.26,44.96
55455,5.0,1,Minneapolis,MN,-93.26,44.96
55555,35.0,3,Young America,MN,-93.91,44.78
55602,50.0,1,Brimson,MN,-91.86,47.27
55604,100.0,1,Grand Marais,MN,-90.34,47.75
55612,25.0,1,Lutsen,MN,-90.71,47.63
55614,525.0,2,Silver Bay,MN,-91.27,47.29
55616,665.0,4,Two Harbors,MN,-91.67,47.03
55706,50.0,1,Babbitt,MN,-91.94,47.64
55719,25.0,1,Chisholm,MN,-92.87,47.48
55726,25.0,1,Cromwell,MN,-92.87,46.67
55731,209.0,3,Ely,MN,-91.85,47.9
55733,75.0,2,Esko,MN,-92.36,46.7
55734,300.0,2,Eveleth,MN,-92.54,47.46
55735,100.0,1,Finlayson,MN,-92.92,46.2
55736,50.0,1,Floodwood,MN,-92.91,46.92
55741,20.0,1,Gilbert,MN,-92.46,47.49
55744,210.0,7,Grand Rapids,MN,-93.52,47.22
55746,325.0,6,Hibbing,MN,-92.94,47.4
55771,100.0,1,Orr,MN,-92.82,48.06
55783,300.0,3,Sturgeon Lake,MN,-92.82,46.38
55790,100.0,1,Tower,MN,-92.29,47.81
55792,69.0,3,Virginia,MN,-92.5,47.51
55797,25.0,1,Wrenshall,MN,-92.38,46.61
55802,50.0,1,Duluth,MN,-92.11,46.78
55803,1390.0,13,Duluth,MN,-92.11,46.78
55804,420.0,4,Duluth,MN,-92.11,46.78
55805,220.0,3,Duluth,MN,-92.11,46.78
55806,50.0,1,Duluth,MN,-92.11,46.78
55807,27.0,1,Duluth,MN,-92.11,46.78
55808,100.0,1,Duluth,MN,-92.11,46.78
55810,20.0,1,Duluth,MN,-92.11,46.78
55811,1175.0,4,Duluth,MN,-92.11,46.78
55812,40.0,2,Duluth,MN,-92.11,46.78
55816,200.0,1,Duluth,MN,-92.11,46.78
55901,600.0,11,Rochester,MN,-92.47,44.01
55902,755.0,10,Rochester,MN,-92.47,44.01
55903,50.0,1,Rochester,MN,-92.47,44.01
55904,40.0,2,Rochester,MN,-92.47,44.01
55906,395.0,8,Rochester,MN,-92.47,44.01
55912,455.0,6,Austin,MN,-92.97,43.67
55918,50.0,1,Brownsdale,MN,-92.86,43.74
55920,25.0,1,Byron,MN,-92.64,44.03
55921,30.0,1,Caledonia,MN,-91.5,43.63
55927,50.0,1,Dodge Center,MN,-92.84,44.02
55944,110.0,2,Kasson,MN,-92.75,44.02
55947,85.0,4,La Crescent,MN,-91.3,43.82
55949,200.0,1,Lanesboro,MN,-91.97,43.71
55970,200.0,1,Rose Creek,MN,-92.82,43.6
55972,50.0,1,Saint Charles,MN,-92.06,43.96
55974,30.0,1,Spring Grove,MN,-91.63,43.56
55987,300.0,5,Winona,MN,-91.65,44.04
56001,220.0,5,Mankato,MN,-93.99,44.16
56003,100.0,1,Mankato,MN,-93.99,44.16
56007,20.0,1,Albert Lea,MN,-93.36,43.65
56011,70.0,2,Belle Plaine,MN,-93.76,44.62
56013,110.0,2,Blue Earth,MN,-94.09,43.63
56016,50.0,1,Clarks Grove,MN,-93.32,43.76
56031,150.0,3,Fairmont,MN,-94.45,43.64
56048,20.0,1,Janesville,MN,-93.7,44.11
56050,100.0,1,Kasota,MN,-93.96,44.29
56055,200.0,2,Lake Crystal,MN,-94.21,44.1
56057,75.0,2,Le Center,MN,-93.73,44.38
56058,60.0,2,Le Sueur,MN,-93.9,44.46
56071,360.0,6,New Prague,MN,-93.57,44.54
56080,70.0,2,Saint Clair,MN,-93.85,44.08
56082,25.0,2,Saint Peter,MN,-93.96,44.32
56085,200.0,1,Sleepy Eye,MN,-94.72,44.29
56093,300.0,3,Waseca,MN,-93.5,44.08
56098,100.0,1,Winnebago,MN,-94.16,43.76
56101,50.0,1,Windom,MN,-95.11,43.86
56132,5.0,1,Garvin,MN,-95.76,44.21
56143,50.0,1,Jackson,MN,-94.98,43.62
56147,50.0,1,Kenneth,MN,-96.07,43.75
56150,45.0,2,Lakefield,MN,-95.17,43.67
56151,100.0,1,Lake Wilson,MN,-95.95,43.99
56152,250.0,1,Lamberton,MN,-95.26,44.22
56156,30.0,2,Luverne,MN,-96.2,43.65
56164,50.0,1,Pipestone,MN,-96.31,44.0
56168,10.0,1,Rushmore,MN,-95.79,43.62
56175,25.0,1,Tracy,MN,-95.61,44.23
56180,25.0,1,Walnut Grove,MN,-95.46,44.22
56187,120.0,2,Worthington,MN,-95.59,43.62
56201,60.0,2,Willmar,MN,-95.04,45.12
56208,200.0,1,Appleton,MN,-96.02,45.2
56209,100.0,1,Atwater,MN,-94.77,45.13
56215,200.0,2,Benson,MN,-95.6,45.31
56218,50.0,1,Boyd,MN,-95.9,44.85
56244,50.0,1,Hancock,MN,-95.79,45.49
56248,200.0,1,Herman,MN,-96.13,45.81
56252,25.0,1,Kerkhoven,MN,-95.32,45.19
56258,35.0,2,Marshall,MN,-95.78,44.45
56267,100.0,1,Morris,MN,-95.9,45.58
56271,25.0,1,Murdock,MN,-95.39,45.22
56278,60.0,2,Ortonville,MN,-96.44,45.3
56288,50.0,1,Spicer,MN,-94.93,45.23
56289,300.0,1,Sunburg,MN,-95.23,45.34
56301,390.0,6,Saint Cloud,MN,-94.17,45.55
56302,350.0,2,Saint Cloud,MN,-94.17,45.55
56303,150.0,2,Saint Cloud,MN,-94.17,45.55
56304,20.0,1,Saint Cloud,MN,-94.17,45.55
56307,200.0,1,Albany,MN,-94.56,45.63
56308,447.0,7,Alexandria,MN,-95.37,45.87
56320,50.0,1,Cold Spring,MN,-94.43,45.45
56324,37.0,1,Dalton,MN,-95.91,46.17
56330,150.0,2,Foreston,MN,-93.7,45.73
56334,100.0,1,Glenwood,MN,-95.38,45.65
56340,50.0,1,Holdingford,MN,-94.47,45.73
56343,15.0,1,Kensington,MN,-95.69,45.77
56345,150.0,2,Little Falls,MN,-94.36,45.97
56347,10.0,1,Long Prairie,MN,-94.86,45.97
56352,100.0,1,Melrose,MN,-94.81,45.67
56353,200.0,2,Milaca,MN,-93.65,45.75
56362,20.0,1,Paynesville,MN,-94.71,45.37
56367,300.0,2,Rice,MN,-94.22,45.74
56368,25.0,1,Richmond,MN,-94.51,45.45
56373,70.0,2,Royalton,MN,-94.28,45.83
56375,100.0,1,Saint Stephen,MN,-94.27,45.7
56377,50.0,2,Sartell,MN,-94.2,45.62
56379,90.0,3,Sauk Rapids,MN,-94.16,45.59
56401,662.0,10,Brainerd,MN,-94.19,46.35
56431,175.0,3,Aitkin,MN,-93.71,46.53
56438,75.0,2,Browerville,MN,-94.86,46.08
56442,100.0,1,Crosslake,MN,-94.09,46.68
56444,25.0,1,Deerwood,MN,-93.89,46.47
56448,100.0,1,Fifty Lakes,MN,-94.09,46.74
56452,100.0,1,Hackensack,MN,-94.51,46.92
56461,25.0,1,Laporte,MN,-94.75,47.21
56466,3200.0,2,Motley,MN,-94.64,46.33
56467,50.0,1,Nevis,MN,-94.84,46.96
56468,130.0,3,Nisswa,MN,-94.29,46.5
56470,525.0,5,Park Rapids,MN,-95.06,46.91
56474,250.0,1,Pine River,MN,-94.39,46.72
56482,10.0,1,Wadena,MN,-95.13,46.43
56501,10.0,1,Detroit Lakes,MN,-95.84,46.81
56511,50.0,1,Audubon,MN,-95.98,46.86
56514,20.0,1,Barnesville,MN,-96.41,46.64
56515,50.0,1,Battle Lake,MN,-95.71,46.28
56520,450.0,2,Breckenridge,MN,-96.58,46.26
56537,20.0,1,Fergus Falls,MN,-96.06,46.28
56540,50.0,1,Fertile,MN,-96.29,47.53
56554,20.0,1,Lake Park,MN,-96.09,46.88
56557,24.0,1,Mahnomen,MN,-95.96,47.31
56560,100.0,1,Moorhead,MN,-96.75,46.86
56570,50.0,1,Osage,MN,-95.25,46.92
56571,20.0,1,Ottertail,MN,-95.55,46.42
56573,50.0,1,Perham,MN,-95.57,46.59
56580,200.0,1,Sabin,MN,-96.65,46.78
56584,10.0,1,Twin Valley,MN,-96.25,47.25
56586,50.0,1,Underwood,MN,-95.87,46.28
56590,100.0,1,Wendell,MN,-96.1,46.03
56601,925.0,9,Bemidji,MN,-94.87,47.48
56621,225.0,4,Bagley,MN,-95.4,47.52
56636,150.0,3,Deer River,MN,-93.79,47.33
56649,160.0,3,International Falls,MN,-93.4,48.58
56657,25.0,1,Marcell,MN,-93.69,47.59
56662,50.0,1,Outing,MN,-93.94,46.82
56672,50.0,1,Remer,MN,-93.91,47.05
56683,25.0,1,Tenstrike,MN,-94.68,47.66
56686,100.0,1,Williams,MN,-94.95,48.76
56701,1075.0,3,Thief River Falls,MN,-96.17,48.11
56716,100.0,2,Crookston,MN,-96.6,47.77
56721,10.0,1,East Grand Forks,MN,-97.01,47.93
56723,50.0,1,Fisher,MN,-96.79,47.79
56726,500.0,1,Greenbush,MN,-96.18,48.69
56732,20.0,1,Karlstad,MN,-96.51,48.57
56737,125.0,2,Middle River,MN,-96.16,48.43
56738,100.0,1,Newfolden,MN,-96.32,48.35
56751,100.0,1,Roseau,MN,-95.76,48.84
56763,210.0,2,Warroad,MN,-95.32,48.9
57005,100.0,1,Brandon,SD,-96.57,43.59
57006,520.0,2,Brookings,SD,-96.78,44.3
57010,50.0,1,Burbank,SD,-96.83,42.76
57013,60.0,2,Canton,SD,-96.58,43.3
57014,45.0,1,Centerville,SD,-96.95,43.11
57020,25.0,1,Crooks,SD,-96.8,43.66
57025,100.0,1,Elk Point,SD,-96.68,42.68
57030,350.0,2,Garretson,SD,-96.5,43.71
57032,120.0,2,Harrisburg,SD,-96.69,43.43
57033,300.0,2,Hartford,SD,-96.94,43.62
57034,100.0,1,Hudson,SD,-96.45,43.12
57042,10.0,1,Madison,SD,-97.1,44.0
57046,20.0,1,Mission Hill,SD,-97.27,42.92
57058,50.0,1,Salem,SD,-97.38,43.72
57064,250.0,3,Tea,SD,-96.83,43.44
57068,86.0,2,Valley Springs,SD,-96.46,43.58
57069,250.0,1,Vermillion,SD,-96.92,42.78
57076,50.0,1,Winfred,SD,-97.36,43.99
57077,125.0,2,Worthing,SD,-96.76,43.32
57103,800.0,14,Sioux Falls,SD,-96.73,43.54
57104,437.0,14,Sioux Falls,SD,-96.73,43.54
57105,100.0,1,Sioux Falls,SD,-96.73,43.54
57106,665.0,10,Sioux Falls,SD,-96.73,43.54
57107,265.0,4,Sioux Falls,SD,-96.73,43.54
57108,880.0,11,Sioux Falls,SD,-96.73,43.54
57110,65.0,3,Sioux Falls,SD,-96.73,43.54
57186,25.0,1,Sioux Falls,SD,-96.7,43.55
57201,170.0,3,Watertown,SD,-97.16,44.91
57231,25.0,1,De Smet,SD,-97.54,44.38
57233,25.0,1,Erwin,SD,-97.44,44.48
57242,275.0,3,Hazel,SD,-97.38,44.75
57248,25.0,1,Lake Norden,SD,-97.2,44.57
57249,25.0,1,Lake Preston,SD,-97.37,44.36
57252,100.0,1,Milbank,SD,-96.63,45.21
57260,150.0,2,Rosholt,SD,-96.73,45.86
57276,100.0,1,White,SD,-96.64,44.43
57301,120.0,2,Mitchell,SD,-98.03,43.73
57315,25.0,1,Avon,SD,-98.05,43.0
57319,45.0,1,Bridgewater,SD,-97.49,43.55
57325,100.0,1,Chamberlain,SD,-99.32,43.8
57332,350.0,2,Emery,SD,-97.62,43.6
57350,20.0,1,Huron,SD,-98.21,44.36
57368,18.0,1,Plankinton,SD,-98.48,43.71
57380,200.0,1,Wagner,SD,-98.3,43.07
57401,200.0,4,Aberdeen,SD,-98.48,45.46
57438,50.0,1,Faulkton,SD,-99.12,45.03
57465,50.0,1,Northville,SD,-98.57,45.15
57501,300.0,3,Pierre,SD,-100.32,44.37
57521,100.0,1,Belvidere,SD,-101.27,43.83
57601,100.0,1,Mobridge,SD,-100.43,45.54
57638,100.0,1,Lemmon,SD,-102.15,45.93
57657,25.0,1,Trail City,SD,-100.73,45.47
57701,425.0,9,Rapid City,SD,-103.23,44.07
57702,830.0,15,Rapid City,SD,-103.23,44.07
57703,95.0,3,Rapid City,SD,-103.23,44.07
57706,60.0,1,Ellsworth Afb,SD,-103.07,44.14
57709,20.0,1,Rapid City,SD,-103.23,44.07
57717,250.0,3,Belle Fourche,SD,-103.85,44.66
57718,25.0,1,Black Hawk,SD,-103.25,44.16
57719,565.0,10,Box Elder,SD,-103.07,44.11
57730,425.0,4,Custer,SD,-103.6,43.76
57735,125.0,2,Edgemont,SD,-103.82,43.29
57747,275.0,4,Hot Springs,SD,-103.48,43.43
57760,40.0,1,Newell,SD,-103.41,44.71
57769,20.0,1,Piedmont,SD,-103.4,44.23
57783,490.0,7,Spearfish,SD,-103.84,44.48
57785,120.0,4,Sturgis,SD,-103.51,44.41
58002,100.0,1,Absaraka,ND,-97.39,46.97
58005,100.0,1,Argusville,ND,-96.94,47.05
58021,25.0,1,Davenport,ND,-97.06,46.71
58042,30.0,1,Harwood,ND,-96.87,46.98
58047,100.0,1,Horace,ND,-96.9,46.75
58051,200.0,2,Kindred,ND,-97.02,46.65
58052,20.0,1,Leonard,ND,-97.24,46.65
58054,250.0,1,Lisbon,ND,-97.68,46.43
58075,25.0,1,Wahpeton,ND,-96.6,46.26
58078,580.0,11,West Fargo,ND,-96.89,46.87
58079,50.0,1,Wheatland,ND,-97.34,46.9
58081,100.0,1,Wyndmere,ND,-97.13,46.26
58102,1100.0,11,Fargo,ND,-96.81,46.87
58103,550.0,13,Fargo,ND,-96.81,46.87
58104,415.0,5,Fargo,ND,-96.81,46.87
58201,1460.0,6,Grand Forks,ND,-97.07,47.91
58203,10.0,1,Grand Forks,ND,-97.07,47.91
58210,10.0,1,Adams,ND,-98.07,48.41
58228,50.0,1,Emerado,ND,-97.36,47.92
58235,50.0,1,Gilby,ND,-97.46,48.08
58237,375.0,4,Grafton,ND,-97.4,48.41
58249,50.0,1,Langdon,ND,-98.37,48.76
58251,169.0,5,Larimore,ND,-97.62,47.9
58261,50.0,1,Minto,ND,-97.37,48.29
58265,100.0,2,Neche,ND,-97.55,48.98
58282,290.0,3,Walhalla,ND,-97.91,48.92
58318,50.0,1,Bottineau,ND,-100.44,48.82
58344,250.0,1,Lakota,ND,-98.34,48.04
58352,15.0,1,Munich,ND,-98.83,48.66
58366,100.0,1,Rolette,ND,-99.84,48.66
58377,100.0,1,Starkweather,ND,-98.87,48.45
58382,100.0,1,Webster,ND,-98.87,48.28
58401,260.0,6,Jamestown,ND,-98.69,46.91
58413,15.0,1,Ashley,ND,-99.37,46.03
58415,100.0,1,Berlin,ND,-98.48,46.37
58433,111.0,1,Edgeley,ND,-98.71,46.36
58461,25.0,1,Litchville,ND,-98.19,46.65
58501,155.0,2,Bismarck,ND,-100.76,46.8
58503,545.0,7,Bismarck,ND,-100.75,46.91
58504,150.0,3,Bismarck,ND,-100.76,46.8
58521,200.0,1,Baldwin,ND,-100.75,46.97
58530,7.0,1,Center,ND,-101.29,47.11
58554,280.0,5,Mandan,ND,-100.88,46.82
58563,50.0,1,New Salem,ND,-101.41,46.84
58601,335.0,7,Dickinson,ND,-102.78,46.88
58622,100.0,1,Belfield,ND,-103.19,46.88
58623,2018.0,2,Bowman,ND,-103.4,46.18
58630,50.0,1,Gladstone,ND,-102.56,46.86
58640,300.0,2,Killdeer,ND,-102.75,47.36
58655,125.0,2,South Heart,ND,-102.99,46.86
58656,5.0,1,Taylor,ND,-102.42,46.9
58701,65.0,3,Minot,ND,-101.29,48.23
58703,315.0,6,Minot,ND,-101.29,48.23
58759,50.0,1,Max,ND,-101.29,47.81
58765,100.0,1,Noonan,ND,-103.01,48.89
58782,20.0,1,Sherwood,ND,-101.63,48.96
58784,600.0,2,Stanley,ND,-102.38,48.31
58801,720.0,12,Williston,ND,-103.63,48.16
58835,2500.0,1,Arnegard,ND,-103.43,47.8
58852,500.0,1,Tioga,ND,-102.93,48.39
58854,50.0,1,Watford City,ND,-103.27,47.8
59001,150.0,2,Absarokee,MT,-109.56,45.5
59013,40.0,1,Boyd,MT,-109.06,45.43
59029,50.0,1,Fromberg,MT,-108.79,45.39
59030,50.0,1,Gardiner,MT,-110.7,45.03
59044,360.0,4,Laurel,MT,-108.68,45.6
59046,40.0,1,Lavina,MT,-109.0,46.44
59047,88.0,3,Livingston,MT,-110.53,45.7
59052,500.0,1,Mc Leod,MT,-110.2,45.44
59058,100.0,1,Mosby,MT,-107.8,47.08
59063,100.0,1,Park City,MT,-108.97,45.65
59064,100.0,1,Pompeys Pillar,MT,-107.93,45.91
59068,200.0,1,Red Lodge,MT,-109.24,45.19
59072,100.0,2,Roundup,MT,-108.51,46.44
59079,140.0,2,Shepherd,MT,-108.38,46.05
59083,100.0,1,Sumatra,MT,-107.55,46.61
59085,50.0,1,Two Dot,MT,-110.07,46.47
59086,200.0,2,Wilsall,MT,-110.59,46.06
59087,200.0,1,Winnett,MT,-108.22,47.11
59101,110.0,2,Billings,MT,-108.38,45.65
59102,1065.0,10,Billings,MT,-108.57,45.76
59105,242.0,6,Billings,MT,-108.47,45.87
59106,581.0,6,Billings,MT,-108.66,45.8
59212,10.0,1,Bainville,MT,-104.27,48.17
59215,350.0,2,Circle,MT,-105.77,47.56
59230,120.0,2,Glasgow,MT,-106.89,48.18
59254,235.0,3,Plentywood,MT,-104.57,48.72
59263,100.0,1,Scobey,MT,-105.6,48.78
59270,470.0,8,Sidney,MT,-104.28,47.75
59301,65.0,2,Miles City,MT,-105.6,46.22
59323,100.0,2,Colstrip,MT,-106.68,45.92
59327,20.0,1,Forsyth,MT,-106.67,46.26
59337,100.0,1,Jordan,MT,-106.81,47.38
59349,25.0,1,Terry,MT,-105.43,46.91
59401,141.0,2,Great Falls,MT,-111.27,47.51
59404,1025.0,9,Great Falls,MT,-111.38,47.65
59405,295.0,5,Great Falls,MT,-111.34,47.29
59412,120.0,2,Belt,MT,-110.87,47.26
59425,50.0,1,Conrad,MT,-111.85,48.2
59427,220.0,3,Cut Bank,MT,-112.84,48.65
59436,75.0,1,Fairfield,MT,-112.12,47.64
59442,120.0,2,Fort Benton,MT,-110.8,47.98
59454,250.0,1,Kevin,MT,-112.01,48.73
59457,480.0,4,Lewistown,MT,-109.34,47.01
59464,20.0,1,Moore,MT,-109.61,46.88
59474,260.0,3,Shelby,MT,-111.73,48.51
59477,50.0,1,Simms,MT,-111.96,47.43
59482,100.0,1,Sunburst,MT,-111.89,48.86
59484,30.0,1,Sweet Grass,MT,-111.52,48.94
59486,150.0,2,Valier,MT,-112.36,48.3
59487,50.0,1,Vaughn,MT,-111.64,47.59
59501,340.0,4,Havre,MT,-109.73,48.56
59526,50.0,1,Harlem,MT,-108.65,48.49
59530,45.0,1,Inverness,MT,-110.7,48.61
59538,125.0,2,Malta,MT,-107.87,48.16
59601,455.0,6,Helena,MT,-112.12,46.51
59602,895.0,8,Helena,MT,-112.01,46.76
59604,25.0,1,Helena,MT,-111.96,46.61
59634,20.0,1,Clancy,MT,-112.01,46.43
59635,250.0,4,East Helena,MT,-111.77,46.53
59639,100.0,1,Lincoln,MT,-112.68,47.16
59644,100.0,1,Townsend,MT,-111.34,46.48
59701,215.0,7,Butte,MT,-112.44,46.0
59702,10.0,1,Butte,MT,-112.49,45.9
59711,100.0,1,Anaconda,MT,-112.97,46.12
59714,450.0,6,Belgrade,MT,-111.15,45.81
59715,956.0,12,Bozeman,MT,-110.93,45.77
59718,1163.0,18,Bozeman,MT,-111.17,45.65
59725,30.0,2,Dillon,MT,-112.82,45.05
59729,10.0,1,Ennis,MT,-111.71,45.28
59730,45.0,1,Gallatin Gateway,MT,-111.14,45.26
59740,135.0,2,Mc Allister,MT,-111.74,45.47
59741,120.0,2,Manhattan,MT,-111.37,45.77
59749,5.0,1,Sheridan,MT,-112.12,45.43
59752,72.0,3,Three Forks,MT,-111.43,45.91
59759,150.0,2,Whitehall,MT,-112.24,45.86
59771,20.0,1,Bozeman,MT,-111.14,45.67
59801,270.0,7,Missoula,MT,-113.99,46.85
59802,375.0,7,Missoula,MT,-113.85,46.94
59803,130.0,3,Missoula,MT,-113.97,46.76
59804,25.0,1,Missoula,MT,-114.21,46.89
59806,200.0,1,Missoula,MT,-114.15,46.91
59808,500.0,7,Missoula,MT,-114.12,46.98
59820,50.0,1,Alberton,MT,-114.59,46.86
59821,40.0,2,Arlee,MT,-114.0,47.16
59823,45.0,2,Bonner,MT,-113.57,46.95
59825,320.0,4,Clinton,MT,-113.59,46.61
59828,310.0,3,Corvallis,MT,-113.95,46.34
59829,225.0,2,Darby,MT,-114.24,45.78
59831,40.0,1,Dixon,MT,-114.35,47.25
59833,100.0,1,Florence,MT,-114.07,46.65
59834,20.0,1,Frenchtown,MT,-114.22,47.07
59840,220.0,4,Hamilton,MT,-114.14,46.16
59846,68.0,2,Huson,MT,-114.53,47.13
59847,45.0,2,Lolo,MT,-114.36,46.73
59848,100.0,1,Lonepine,MT,-114.64,47.7
59853,50.0,1,Noxon,MT,-115.82,48.03
59858,180.0,3,Philipsburg,MT,-113.45,46.29
59859,85.0,3,Plains,MT,-114.73,47.57
59860,495.0,7,Polson,MT,-114.21,47.72
59864,170.0,3,Ronan,MT,-114.13,47.53
59870,180.0,5,Stevensville,MT,-114.1,46.5
59873,120.0,2,Thompson Falls,MT,-115.44,47.56
59875,310.0,4,Victor,MT,-114.26,46.39
59901,1263.0,21,Kalispell,MT,-114.38,48.19
