notice_date,effective_date,received_date,company,city,employees,layoff_closure
12/15/2016,02/28/2017,12/15/2016,Global Paratransit Inc.,Gardena,105,Layoff Permanent
12/07/2016,02/15/2017,12/16/2016,Pfizer Inc,San Francisco,200,Layoff Unknown at this time
12/14/2016,12/15/2016,12/16/2016,"SunEdison, Inc.",Belmont,16,Layoff Permanent
12/19/2016,02/25/2017,12/19/2016,"GBW Railcar Services, LLC",Mira Loma,142,Closure Permanent
10/19/2016,01/13/2017,12/20/2016,Ryder,Rialto,28,Layoff Permanent
12/16/2016,02/17/2017,12/21/2016,Boeing Company,El Segundo,9,Layoff Unknown at this time
12/16/2016,02/17/2017,12/21/2016,Boeing Company,Huntington Beach,13,Layoff Unknown at this time
12/20/2016,02/18/2017,12/22/2016,"OneRoof Energy, Inc.",San Diego,63,Layoff Permanent
12/21/2016,03/03/2017,12/22/2016,"Teva Pharmaceuticals USA, Inc.",Corona,49,Layoff Permanent
12/20/2016,02/21/2017,12/29/2016,XOMA Corporation,Berkeley,57,Layoff Permanent
12/29/2016,01/28/2017,12/29/2016,Bristol Farms,San Francisco,82,Closure Permanent
12/29/2016,03/04/2017,12/29/2016,Louis Vuitton USA Inc.,San Francisco,37,Closure Permanent
12/30/2016,02/28/2017,12/30/2016,Freeport-McMoRan Oil & Gas LLC,Bakersfield,31,Layoff Permanent
12/30/2016,02/28/2017,12/30/2016,Freeport-McMoRan Oil & Gas LLC,Goleta,4,Layoff Permanent
12/30/2016,02/28/2017,12/30/2016,Freeport-McMoRan Oil & Gas LLC,Los Angeles,13,Layoff Permanent
12/30/2016,02/28/2017,12/30/2016,Freeport-McMoRan Oil & Gas LLC,Newport Beach,2,Layoff Permanent
12/30/2016,02/28/2017,12/30/2016,Freeport-McMoRan Oil & Gas LLC,Oxnard,1,Layoff Permanent
01/02/2017,03/06/2017,01/03/2017,TGI Friday's,Yorba Linda,42,Closure Permanent
01/03/2017,03/06/2017,01/04/2017,"CKE Restaurants Holdings, Inc.",Carpinteria,25,Closure Permanent
01/04/2017,03/06/2017,01/06/2017,Macy's,Santa Barbara,96,Closure Permanent
01/04/2017,03/06/2017,01/09/2017,Macy's,San Diego,193,Closure Permanent
01/04/2017,03/06/2017,01/09/2017,Macy's,San Francisco,16,Closure Permanent
01/06/2017,01/28/2017,01/09/2017,Verizon Wireless,Rancho Cordova,1070,Layoff Permanent
08/10/2016,10/11/2016,01/10/2017,"Alaska Air Group, Inc.",Burlingame,275,Layoff Permanent
10/21/2016,01/09/2017,01/10/2017,National Steel and Shipbuilding,San Diego,844,Layoff Permanent
01/06/2017,02/22/2017,01/10/2017,"GKN Aerospace Chem-tronics, Inc. DBA",Santa Ana,15,Layoff Permanent
01/10/2017,03/11/2017,01/11/2017,Glu Mobile Inc.,Long Beach,70,Layoff Permanent
01/10/2017,03/31/2017,01/11/2017,"Rakuten Commerce LLC, dba",Aliso Viejo,73,Closure Permanent
01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Antioch,107,Layoff Permanent
01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Auburn,8,Layoff Permanent
01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Bakersfield,1,Layoff Permanent
01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Chico,4,Layoff Permanent
01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Clovis,6,Layoff Permanent
01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Fremont,2,Layoff Permanent
01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Hollister,1,Layoff Permanent
01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Merced,2,Layoff Permanent
01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Oakland,3,Layoff Permanent
01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Rancho Cordova,11,Layoff Permanent
01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Salinas,2,Layoff Permanent
01/04/2017,03/04/2017,01/13/2017,Atmel Corporation,San Jose,9,Layoff Permanent
01/06/2017,03/08/2017,01/13/2017,"Theranos, Inc.",Newark,53,Layoff Permanent
01/06/2017,03/08/2017,01/13/2017,"Theranos, Inc.",Palo Alto,97,Layoff Permanent
01/09/2017,04/03/2017,01/13/2017,"Morton Salt, Inc.",Newark,70,Closure Permanent
01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Davis,9,Layoff Permanent
01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Fairfield,9,Layoff Permanent
01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Lodi,4,Layoff Permanent
01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Marysville,1,Layoff Permanent
01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Modesto,1,Layoff Permanent
01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Pismo Beach,3,Layoff Permanent
01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,San Carlos,1,Layoff Permanent
01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,San Francisco,132,Layoff Permanent
01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,San Jose,4,Layoff Permanent
01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Santa Rosa,6,Layoff Permanent
01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Ukiah,1,Layoff Permanent
01/12/2017,01/13/2017,01/13/2017,"Pandora Media, Inc.",Oakland,91,Layoff Permanent
01/12/2017,03/13/2017,01/13/2017,Crownpeak Technology/TriNet PEO,Los Angeles,20,Closure Unknown at this time
01/12/2017,03/13/2017,01/13/2017,Google Inc.,Mountain View,94,Layoff Permanent
01/12/2017,03/14/2017,01/13/2017,Sungevity,Oakland,66,Layoff Permanent
01/12/2017,03/20/2017,01/13/2017,Visa Inc.,Foster City,58,Layoff Permanent
01/13/2017,02/24/2017,01/13/2017,Intel Corporation,Santa Clara,54,Layoff Permanent
01/11/2017,01/12/2017,01/17/2017,"SunEdison, Inc.",Belmont,2,Layoff Permanent
01/12/2017,03/17/2017,01/17/2017,Nordstrom Main Place Store,Santa Ana,195,Closure Permanent
01/13/2017,01/17/2017,01/17/2017,"Cisco Systems, Inc.",San Jose,25,Layoff Permanent
01/09/2017,12/31/2016,01/18/2017,Sears Hometown and Outlet,San Leandro,1,Closure Permanent
01/09/2017,04/09/2017,01/19/2017,Sears Holdings Corporation,Santa Monica,80,Closure Permanent
01/18/2017,03/20/2017,01/19/2017,"Oracle America, Inc.",Santa Clara,441,Layoff Permanent
01/19/2017,02/09/2017,01/19/2017,"Moran Foods, LLC d/b/a Save-A-Lot, Ltd.",Los Angeles,35,Closure Permanent
01/19/2017,03/20/2017,01/19/2017,Pacific Life Insurance Company,Newport Beach,95,Layoff Permanent
01/20/2017,03/21/2017,01/23/2017,"The Wet Seal, LLC",Irvine,148,Closure Permanent
01/20/2017,03/24/2017,01/23/2017,Boeing Company,El Segundo,6,Layoff Unknown at this time
01/20/2017,03/24/2017,01/23/2017,Boeing Company,Huntington Beach,5,Layoff Unknown at this time
01/20/2017,03/24/2017,01/23/2017,Boeing Company,Long Beach,3,Layoff Unknown at this time
01/23/2017,03/28/2017,01/24/2017,AOL Inc.,San Jose,80,Layoff Permanent
01/26/2017,04/04/2017,01/26/2017,"iHeartMedia, Inc.",Aliso Viejo,72,Closure Permanent
01/24/2017,03/31/2017,01/27/2017,"San Diego Sportservice, Inc.",San Diego,1130,Closure Permanent
01/24/2017,03/31/2017,01/27/2017,"Walmart Stores, Inc.",San Bruno,174,Layoff Permanent
01/26/2017,01/09/2017,01/27/2017,"DoubleDutch, Inc.",San Francisco,57,Layoff Permanent
01/26/2017,03/27/2017,01/27/2017,Verizon,San Jose,60,Layoff Permanent
01/26/2017,03/28/2017,01/27/2017,Memorial Health Services,Long Beach,422,Layoff Permanent
01/27/2017,03/31/2017,01/30/2017,The Armor All/STP Products Company,Pleasanton,4,Closure Permanent
01/30/2017,02/28/2017,01/30/2017,"National Distribution Centers, LLC",Chino,102,Closure Permanent
01/30/2017,03/31/2017,01/30/2017,"Enphase Energy, Inc.",Petaluma,60,Layoff Permanent
01/30/2017,04/01/2017,01/31/2017,"Penske Vehicle Services, Inc.",Westlake Village,5,Closure Permanent
01/23/2017,01/24/2017,02/01/2017,Stanford Health Care,Atherton,129,Layoff Permanent
01/23/2017,01/24/2017,02/01/2017,Stanford Health Care,Newark,12,Layoff Permanent
01/23/2017,01/24/2017,02/01/2017,Stanford Health Care,Oakland,1,Layoff Permanent
01/23/2017,03/31/2017,02/01/2017,Gap Inc.,San Francisco,216,Layoff Permanent
01/31/2017,03/31/2017,02/01/2017,Freeport-McMoRan Oil & Gas LLC,Bakersfield,2,Layoff Permanent
01/31/2017,03/31/2017,02/01/2017,Freeport-McMoRan Oil & Gas LLC,Los Angeles,3,Layoff Permanent
01/31/2017,04/03/2017,02/01/2017,Google,Mountain View,104,Layoff Permanent
01/30/2017,03/31/2017,02/02/2017,"Bay City Television, Inc.",San Diego,127,Layoff Permanent
01/30/2017,04/30/2017,02/02/2017,"Live Nation Worldwide, Inc.",Irvine,905,Closure Permanent
02/01/2017,04/03/2017,02/02/2017,Western Health Resources,San Diego,52,Closure Unknown at this time
01/30/2017,03/31/2017,02/03/2017,Atmel Corporation,San Jose,14,Layoff Permanent
02/01/2017,11/15/2016,02/03/2017,"Veritas Technologies, LLC",Mountain View,64,Layoff Permanent
02/03/2017,04/03/2017,02/03/2017,"Shutterfly, Inc.",Santa Clara,87,Closure Permanent
01/30/2017,04/03/2017,02/07/2017,"Fitbit, Inc.",San Francisco,90,Layoff Permanent
01/30/2017,04/03/2017,02/07/2017,"Fitbit, Inc.",South San,2,Layoff Permanent
02/03/2017,04/07/2017,02/07/2017,Boeing Company,El Segundo,16,Layoff Unknown at this time
02/03/2017,04/07/2017,02/07/2017,Boeing Company,Huntington Beach,9,Layoff Unknown at this time
02/06/2017,04/03/2017,02/07/2017,Bank of the West,San Ramon,47,Layoff Permanent
02/09/2017,02/09/2017,02/09/2017,"YourPeople, Inc. d/b/a Zenefits FTW",San Francisco,254,Layoff Permanent
02/08/2017,02/09/2017,02/10/2017,"SunEdison, Inc.",Redwood City,3,Layoff Permanent
02/09/2017,06/30/2017,02/10/2017,Dignity Health,Monterey Park,290,Closure Permanent
02/10/2017,04/17/2017,02/10/2017,"The Ritz-Carlton, Lake Tahoe",Truckee,225,Closure Temporary
02/10/2017,07/31/2017,02/10/2017,"Oakley, Inc.",Ontario,78,Closure Unknown at this time
02/07/2017,04/10/2017,02/13/2017,"VF Contemporary Brands, Inc.",Los Angeles,22,Layoff Permanent
02/07/2017,04/10/2017,02/13/2017,"VF Contemporary Brands, Inc.",Vernon,66,Layoff Permanent
02/10/2017,02/10/2017,02/13/2017,Nasty Gal Inc.,Los Angeles,75,Closure Unknown at this time
02/10/2017,02/20/2017,02/13/2017,Nasty Gal Inc.,Santa Monica,23,Closure Unknown at this time
02/15/2017,04/17/2017,02/15/2017,Wing Inflatables,Arcata,100,Layoff Temporary
02/15/2017,04/30/2017,02/15/2017,"Elite Line Services, Inc.",Los Angeles,65,Closure Permanent
02/15/2017,04/17/2017,02/16/2017,"Storm8, Inc.",Redwood City,131,Layoff Permanent
02/10/2017,02/28/2017,02/17/2017,SP Plus Corporation,Glendale,84,Closure Unknown at this time
02/13/2017,04/14/2017,02/17/2017,Valley CAPS,Stockton,32,Closure Permanent
02/16/2017,02/26/2017,02/17/2017,"Puglia Engineering, Inc.",San Francisco,184,Closure Unknown at this time
02/10/2017,02/28/2017,02/21/2017,SP Plus Corporation,Los Angeles,101,Closure Unknown at this time
02/16/2017,04/21/2017,02/21/2017,LPL Financial LLC,San Diego,133,Layoff Permanent
02/09/2017,02/09/2017,02/22/2017,"Space Systems/Loral, LLC",Palo Alto,161,Layoff Permanent
02/16/2017,04/21/2017,02/22/2017,"VF Outdoor, LLC",Alameda,52,Closure Permanent
02/17/2017,04/21/2017,02/23/2017,Boeing Company,El Segundo,78,Layoff Unknown at this time
02/17/2017,04/21/2017,02/23/2017,Boeing Company,Huntington Beach,16,Layoff Unknown at this time
02/21/2017,04/28/2017,02/23/2017,"Rockwell Collins, Inc.",Irvine,44,Layoff Permanent
02/22/2017,05/01/2017,02/23/2017,"Teva Pharmaceuticals USA, Inc.",Corona,1,Layoff Permanent
02/23/2017,02/01/2017,02/23/2017,Symantec Corporation,Mountain View,3,Layoff Permanent
02/22/2017,02/22/2017,02/27/2017,"Quixey, Inc.",Mountain View,48,Closure Permanent
02/23/2017,02/23/2017,02/27/2017,"Maker Studios, Inc.",Culver City,75,Layoff Unknown at this time
03/01/2017,04/30/2017,03/01/2017,"Quantum Health, Inc. d/b/a Promise",San Diego,257,Closure Permanent
03/01/2017,05/01/2017,03/01/2017,"Marvell Semiconductor, Inc.",Aliso Viejo,1,Layoff Permanent
03/01/2017,05/01/2017,03/01/2017,"Marvell Semiconductor, Inc.",Santa Clara,29,Layoff Permanent
03/01/2017,05/01/2017,03/02/2017,"Juniper Networks, Inc.",Sunnyvale,99,Layoff Permanent
03/01/2017,05/02/2017,03/02/2017,"Mastec North America, Inc.",Anaheim,61,Layoff Permanent
03/01/2017,05/02/2017,03/02/2017,"Mastec North America, Inc.",Santa Clarita,13,Layoff Permanent
03/02/2017,04/30/2017,03/02/2017,"Global Sulfur Systems, Inc.",Cerritos,15,Closure Permanent
03/02/2017,05/01/2017,03/02/2017,"Banc of California, N.A.",Irvine,45,Layoff Permanent
03/02/2017,05/01/2017,03/02/2017,"Banc of California, N.A.",Santa Ana,94,Layoff Permanent
03/02/2017,05/01/2017,03/02/2017,"The Nature's Bounty Co., Inc.",Garden Grove,213,Closure Permanent
03/02/2017,05/01/2017,03/02/2017,"The Nature's Bounty Co., Inc.",Santa Fe Springs,10,Closure Permanent
02/14/2017,04/28/2017,03/03/2017,Pfizer,Palo Alto,38,Closure Unknown at this time
02/27/2017,04/28/2017,03/03/2017,Hitachi Data Systems,Santa Clara,118,Layoff Permanent
02/28/2017,04/30/2017,03/03/2017,"Paramedics Plus, LLC",San Leandro,465,Closure Permanent
02/22/2017,04/23/2017,03/06/2017,"Beachbody, LLC",El Segundo,55,Layoff Permanent
02/22/2017,04/23/2017,03/06/2017,"Beachbody, LLC",Santa Monica,142,Layoff Permanent
03/02/2017,05/05/2017,03/06/2017,PL Developments,Lynwood,53,Closure Permanent
03/06/2017,04/01/2017,03/06/2017,"SiftMill, Inc.",Riverside,3,Closure Permanent
03/06/2017,05/08/2017,03/06/2017,Byer California,San Francisco,99,Layoff Permanent
02/24/2017,05/01/2017,03/07/2017,Chemring Energetic Devices,Torrance,93,Closure Permanent
03/01/2017,02/24/2017,03/07/2017,City National Bank,San Diego,4,Closure Permanent
03/02/2017,05/01/2017,03/07/2017,DSSD,Menlo Park,68,Layoff Permanent
03/06/2017,06/30/2017,03/07/2017,Medtronic,Sunnyvale,17,Closure Permanent
03/07/2017,03/09/2017,03/08/2017,"Cisco Systems, Inc.",San Jose,115,Layoff Permanent
03/08/2017,03/09/2017,03/10/2017,"SunEdison, Inc.",Redwood City,3,Layoff Permanent
03/09/2017,12/16/2016,03/10/2017,"PayPal, Inc.",San Jose,5,Layoff Permanent
03/13/2017,05/11/2017,03/13/2017,"BCBG Max Azria Group, LLC",Vernon,116,Layoff Permanent
03/14/2017,03/14/2017,03/14/2017,"GoPro, Inc.",San Mateo,94,Layoff Permanent
03/10/2017,05/12/2017,03/15/2017,"McLane/Suneast, Inc. d/b/a McLane",San Bernardino,86,Layoff Permanent
03/14/2017,05/31/2017,03/15/2017,"North Coast Rehab, Inc.",Fountain Valley,465,Closure Permanent
03/07/2017,04/14/2017,03/16/2017,"Diamond Foods, LLC",Stockton,240,Layoff Permanent
03/15/2017,05/17/2017,03/16/2017,Northrop Grumman Technology,Fort Irwin,462,Layoff Permanent
03/15/2017,03/08/2017,03/17/2017,"GREE International Entertainment, Inc.",San Francisco,85,Layoff Unknown at this time
03/16/2017,05/19/2017,03/17/2017,"Conagra Brands, Inc.",Fresno,73,Closure Permanent
03/16/2017,05/19/2017,03/17/2017,"Meadowbrook Meat Company, Inc.",Ontario,171,Closure Permanent
03/17/2017,05/17/2017,03/17/2017,Coca-Cola Refreshments,San Diego,102,Layoff Permanent
03/17/2017,05/31/2017,03/20/2017,Nasco Education LLC,Modesto,46,Layoff Permanent
03/20/2017,05/19/2017,03/20/2017,"Technicolor, Inc.",Ontario,71,Closure Permanent
03/15/2017,05/15/2017,03/21/2017,Gateway One Lending & Finance,Anaheim,54,Layoff Permanent
03/15/2017,05/15/2017,03/21/2017,Gateway One Lending & Finance,Rocklin,4,Layoff Permanent
03/17/2017,06/01/2017,03/22/2017,"Mi Pueblo, LLC",San Jose,39,Layoff Permanent
03/23/2017,05/22/2017,03/24/2017,Stagecoach Vineyards,Napa,100,Closure Permanent
03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Brea,10,Closure Permanent
03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Brisbane,136,Closure Permanent
03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Cabazon,13,Closure Permanent
03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Camarillo,14,Closure Permanent
03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",El Segundo,12,Closure Permanent
03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Folsom,10,Closure Permanent
03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Los Angeles,160,Closure Permanent
03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",San Diego,14,Closure Permanent
03/24/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Torrance,10,Closure Permanent
03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Arcadia,10,Closure Permanent
03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Canoga Park,11,Closure Permanent
03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Concord,11,Closure Permanent
03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Livermore,12,Closure Permanent
03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Modesto,10,Closure Permanent
03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Pleasanton,10,Closure Permanent
03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Rancho,13,Closure Permanent
03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",San Diego,7,Closure Permanent
03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",San Diego,10,Closure Permanent
03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Santa Clara,15,Closure Permanent
03/25/2017,05/27/2017,03/27/2017,"bebe stores, Inc.",Sherman Oaks,15,Closure Permanent
03/24/2017,05/27/2017,03/29/2017,"bebe stores, Inc",Los Angeles,18,Closure Permanent
03/24/2017,05/27/2017,03/29/2017,"bebe stores, Inc.",Emeryville,8,Closure Permanent
03/24/2017,05/27/2017,03/29/2017,"bebe stores, Inc.",Fresno,11,Closure Permanent
03/24/2017,05/27/2017,03/29/2017,"bebe stores, Inc.",Glendale,15,Closure Permanent
03/24/2017,05/27/2017,03/29/2017,"bebe stores, Inc.",Irvine,8,Closure Permanent
03/24/2017,05/27/2017,03/29/2017,"bebe stores, Inc.",Sacramento,18,Closure Permanent
03/22/2017,06/01/2017,03/30/2017,"ProPortion Foods, LLC",Los Angeles,70,Closure Permanent
03/25/2017,05/27/2017,03/30/2017,"bebe stores, Inc.",San Ysidro,27,Closure Permanent
03/23/2017,07/31/2017,04/02/2017,"Meadowbrook Meat Company, Inc.,",Pleasanton,92,Closure Permanent
03/29/2017,06/01/2017,04/02/2017,"United Launch Alliance, LLC",Vandenberg AFB,48,Layoff Permanent
03/29/2017,06/02/2017,04/02/2017,"Western Digital Technology, Inc.",San Jose,131,Layoff Permanent
03/24/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Cerritos,10,Closure Permanent
03/24/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",San Mateo,8,Closure Permanent
03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Chula Vista,10,Closure Permanent
03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Mission Viejo,7,Closure Permanent
03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Newport Beach,14,Closure Permanent
03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Ontario,20,Closure Permanent
03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Roseville,12,Closure Permanent
03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",San Francisco,8,Closure Permanent
03/25/2017,05/27/2017,04/03/2017,"bebe stores, Inc.",Santa Ana,9,Closure Permanent
03/29/2017,06/02/2017,04/04/2017,"Western Digital Technology, Inc.",Irvine,51,Layoff Permanent
03/17/2017,05/19/2017,04/05/2017,Boeing Company,El Segundo,27,Layoff Unknown at this time
03/17/2017,05/19/2017,04/05/2017,Boeing Company,Huntington Beach,47,Layoff Unknown at this time
03/17/2017,06/01/2017,04/05/2017,"Vose Technical Systems, Inc.",Fort Irwin,60,Layoff Permanent
03/28/2017,03/28/2017,04/05/2017,"Vanguard Space Technologies, Inc.",San Diego,53,Closure Permanent
03/29/2017,12/29/2016,04/05/2017,"PayPal, Inc.",San Francisco,4,Layoff Permanent
03/29/2017,12/29/2016,04/05/2017,"PayPal, Inc.",San Jose,32,Layoff Permanent
03/22/2017,05/22/2017,04/06/2017,Western Tube and Conduit,Carson,236,Closure Temporary
03/27/2017,06/08/2017,04/06/2017,Roman Catholic Welfare Corporation,Union City,22,Closure Permanent
03/27/2017,06/15/2017,04/06/2017,Roman Catholic Welfare Corporation,El Cerrito,15,Closure Permanent
03/27/2017,06/15/2017,04/06/2017,Roman Catholic Welfare Corporation,Oakland,89,Closure Permanent
03/29/2017,05/31/2017,04/06/2017,Nortek Distribution Services,Eastvale,49,Closure Permanent
03/22/2017,05/15/2017,04/07/2017,Rideout Health Group,Marysville,17,Layoff Permanent
03/22/2017,05/15/2017,04/07/2017,Rideout Health Group,Yuba City,54,Closure Permanent
03/22/2017,06/30/2017,04/07/2017,Rideout Health Group,Grass Valley,18,Closure Permanent
03/28/2017,05/26/2017,04/07/2017,JBS USA Food Company,Commerce,34,Closure Unknown at this time
03/30/2017,03/31/2017,04/07/2017,"SunEdison, Inc. (""SunEdison"")",Redwood City,5,Layoff Permanent
03/30/2017,05/30/2017,04/07/2017,"Advanced Call Center Technologies,",North Highlands,135,Layoff Permanent
03/31/2017,05/31/2017,04/07/2017,"Long Beach Golden Sails, Inc. and",Long Beach,80,Closure Permanent
03/31/2017,05/31/2017,04/07/2017,"Toshiba America, Inc. and Toshiba",Irvine,49,Layoff Permanent
03/31/2017,06/02/2017,04/07/2017,Symantec Corporation,Mountain View,36,Layoff Permanent
04/04/2017,06/09/2017,04/07/2017,"Marvell Semicondutor, Inc.",Santa Clara,12,Layoff Permanent
04/05/2017,06/05/2017,04/07/2017,"Mastec North America, Inc.",Hayward,109,Closure Permanent
03/28/2017,06/01/2017,04/10/2017,"HL Weilding, Inc",National City,5,Layoff Permanent
03/30/2017,06/30/2017,04/10/2017,Dollar Express,Farmersville,8,Closure Permanent
03/30/2017,06/30/2017,04/10/2017,Dollar Express,Fresno,11,Closure Permanent
03/30/2017,06/30/2017,04/10/2017,Dollar Express,Inglewood,16,Closure Permanent
03/30/2017,06/30/2017,04/10/2017,Dollar Express,Lemoore,13,Closure Permanent
03/30/2017,06/30/2017,04/10/2017,Dollar Express,San Bernardino,14,Closure Permanent
04/07/2017,06/07/2017,04/10/2017,Zazzle Inc.,San Jose,117,Closure Permanent
04/11/2017,04/18/2017,04/11/2017,Abbott Laboratories,Carlsbad,60,Closure Permanent
11/17/2016,05/12/2017,04/12/2017,Lockheed Martin Corporation Rotary &,San Diego,117,Closure Permanent
04/11/2017,06/16/2017,04/12/2017,Amgen,Thousand Oaks,494,Layoff Permanent
04/11/2017,06/30/2017,04/12/2017,CEVA Logistics,Mira Loma,99,Layoff Unknown at this time
04/06/2017,06/07/2017,04/13/2017,Randstad General Partner (US) LLC,San Jose,60,Closure Permanent
04/13/2017,06/29/2017,04/13/2017,Vishay Siliconix,Santa Clara,71,Layoff Permanent
03/24/2017,05/27/2017,04/14/2017,"bebe stores, Inc.",Milpitas,7,Closure Permanent
04/14/2017,06/30/2017,04/14/2017,"Railex, LLC",Delano,79,Closure Unknown at this time
04/12/2017,04/13/2017,04/17/2017,"SunEdison, Inc.",Redwood City,1,Layoff Permanent
04/14/2017,07/05/2017,04/17/2017,"NDC Technologies, Inc.",Irwindale,42,Closure Permanent
04/06/2017,07/02/2017,04/18/2017,"Sears, Roebuck and Co.",Carson,105,Closure Permanent
04/17/2017,10/01/2017,04/18/2017,"Meadowbrook Meat Company, Inc.",Tracy,55,Closure Permanent
04/13/2017,06/15/2017,04/19/2017,"United Launch Alliance, LLC",Vandenberg AFB,7,Layoff Permanent
04/10/2017,06/30/2017,04/20/2017,First Transit,Oceanside,538,Closure Permanent
04/10/2017,06/30/2017,04/20/2017,First Transit,Pomona,372,Closure Permanent
04/14/2017,06/15/2017,04/20/2017,"MUFG Union Bank, N.A.",Monterey Park,61,Layoff Unknown at this time
04/17/2017,06/19/2017,04/20/2017,"Marvell Semiconductor, Inc.",Santa Clara,1,Layoff Permanent
04/18/2017,07/31/2017,04/20/2017,"Dr. Fresh, LLC",Buena Park,15,Layoff Permanent
04/19/2017,06/23/2017,04/20/2017,"Rockwell Collins, Inc.",Irvine,1,Layoff Permanent
04/10/2017,09/01/2017,04/21/2017,Arcturus Manufacturing,Oxnard,32,Closure Permanent
04/19/2017,06/19/2017,04/21/2017,DaVita Rx,Corona,5,Layoff Permanent
04/19/2017,06/19/2017,04/21/2017,DaVita Rx,Mission Viejo,5,Layoff Permanent
04/19/2017,06/19/2017,04/21/2017,DaVita Rx,San Bruno,5,Layoff Permanent
04/19/2017,06/20/2017,04/21/2017,Texas Instruments Incorporated,Santa Clara,78,Layoff Permanent
04/20/2017,06/22/2017,04/21/2017,"An Beverly Hills, LLC",Beverly Hills,64,Closure Temporary
04/24/2017,04/25/2017,04/24/2017,"OncoMed Pharmaceuticals, Inc.",Redwood City,62,Layoff Permanent
04/24/2017,06/30/2017,04/24/2017,"Transdev Services, Inc.",Modesto,138,Closure Unknown at this time
04/24/2017,07/13/2017,04/24/2017,"United Launch Alliance, LLC",Vandenberg AFB,16,Layoff Permanent
04/21/2017,02/02/2018,04/25/2017,"Burleigh Point, Ltd. dba Billabong",Irvine,60,Closure Permanent
04/24/2017,06/23/2017,04/26/2017,"Nelco Products, Inc.",Fullerton,62,Layoff Permanent
04/21/2017,06/23/2017,04/27/2017,Boeing Company,El Segundo,43,Layoff Unknown at this time
04/21/2017,06/23/2017,04/27/2017,Boeing Company,Huntington Beach,21,Layoff Unknown at this time
04/20/2017,06/24/2017,04/28/2017,Raley's,Vallejo,65,Closure Permanent
04/28/2017,06/30/2017,04/28/2017,"Sodexo, Inc.",Davis,136,Closure Permanent
04/21/2017,06/23/2017,05/01/2017,Boeing Company,Long Beach,2,Layoff Unknown at this time
04/28/2017,04/28/2017,05/01/2017,Branan Medical Corporation,Irvine,63,Closure Permanent
04/24/2017,06/23/2017,05/02/2017,New-Indy TriPAQ LLC,Cerritos,12,Layoff Unknown at this time
04/24/2017,06/23/2017,05/02/2017,New-Indy TriPAQ LLC,Santa Ana,56,Closure Permanent
