notice_date,effective_date,received_date,company,city,employees,layoff_closure
02/04/2015,0  4  / 0  3  / 2  0  15,0  2  / 0  9  / 2  0  15,"Citrix Systems, Inc",Santa Clara,99,Layoff Permanent
02/03/2015,0  4  / 0  4  / 2  0  15,0  2  / 1  0  / 2  0  15,"International Coffee & Tea, LLC",Santa Monica,69,Closure Permanent
02/04/2015,0  4  / 0  8  / 2  0  15,0  2  / 1  0  / 2  0  15,Menzies Aviation LAX,Los Angeles,134,Layoff Permanent
02/05/2015,0  2  / 1  3  / 2  0  15,0  2  / 1  0  / 2  0  15,Hewlett-Packard Company,Palo Alto,52,Layoff Permanent
02/09/2015,0  4  / 1  0  / 2  0  15,0  2  / 1  0  / 2  0  15,United Technologies Corporation,San Diego,4,Layoff Permanent
02/04/2015,0  5  / 0  5  / 2  0  15,0  2  / 1  2  / 2  0  15,Pfizer Inc.,Foothill Ranch,70,Closure Unknown at this time
02/10/2015,0  4  / 1  3  / 2  0  15,0  2  / 1  2  / 2  0  15,"VPM Maintenance Management, LLC",San Francisco,35,Layoff Permanent
01/29/2015,0  3  / 2  9  / 2  0  15,0  2  / 1  3  / 2  0  15,Sutter Roseville Medical Center,Roseville,1,Layoff Permanent
02/05/2015,0  4  / 3  0  / 2  0  15,0  2  / 1  3  / 2  0  15,Staples,La Mirada,59,Layoff Permanent
02/05/2015,0  5  / 0  1  / 2  0  15,0  2  / 1  3  / 2  0  15,Farmer Brothers,Torrance,271,Closure Permanent
02/06/2015,0  4  / 1  0  / 2  0  15,0  2  / 1  3  / 2  0  15,Boeing Company,El Segundo,9,Layoff Temporary
02/09/2015,0  4  / 1  0  / 2  0  15,0  2  / 1  3  / 2  0  15,Staples,Los Angeles,97,Layoff Permanent
02/12/2015,0  2  / 2  8  / 2  0  15,0  2  / 1  3  / 2  0  15,Fireman's Fund Insurance Company,Novato,23,Layoff Permanent
02/13/2015,0  4  / 1  5  / 2  0  15,0  2  / 1  3  / 2  0  15,Green Diamond Resource Company,Korbel,12,Closure Permanent
02/03/2015,0  2  / 2  8  / 2  0  15,0  2  / 1  7  / 2  0  15,Anthem,Diamond Bar,3,Closure Permanent
02/09/2015,0  4  / 1  3  / 2  0  15,0  2  / 1  7  / 2  0  15,AT&T,San Ramon,74,Layoff Permanent
02/13/2015,0  4  / 1  5  / 2  0  15,0  2  / 1  7  / 2  0  15,PennySaver USA Printing LLC,Vista,131,Closure Permanent
02/13/2015,0  4  / 1  9  / 2  0  15,0  2  / 1  7  / 2  0  15,Marriott International Inc.,Truckee,259,Closure Temporary
02/13/2015,0  4  / 3  0  / 2  0  15,0  2  / 1  7  / 2  0  15,Courtesy Motors,Chico,91,Closure Permanent
02/09/2015,0  4  / 0  9  / 2  0  15,0  2  / 1  8  / 2  0  15,El Centro Regional Medical Center,El Centro,20,Layoff Permanent
02/10/2015,0  4  / 1  0  / 2  0  15,0  2  / 1  8  / 2  0  15,Staples,La Mirada,99,Layoff Permanent
02/16/2015,0  2  / 1  6  / 2  0  15,0  2  / 1  8  / 2  0  15,Halliburton Energy Services Inc.,Bakersfield,52,Layoff Permanent
02/17/2015,0  3  / 2  7  / 2  0  15,0  2  / 1  8  / 2  0  15,Mandarin Oriental San Francisco Inc.,San Francisco,193,Layoff Permanent
02/10/2015,0  4  / 1  0  / 2  0  15,0  2  / 1  9  / 2  0  15,Nabors Completion & Production,Compton,136,Layoff Unknown at this time
02/13/2015,0  4  / 1  4  / 2  0  15,0  2  / 1  9  / 2  0  15,Wallenius Wilhelmsen Logistics,Wilmington,104,Layoff Unknown at this time
02/11/2015,0  4  / 1  3  / 2  0  15,0  2  / 2  0  / 2  0  15,Daybreak Game Company,San Diego,140,Layoff Permanent
02/13/2015,0  4  / 1  4  / 2  0  15,0  2  / 2  3  / 2  0  15,Doctors Medical Center,San Pablo,709,Layoff Permanent
02/13/2015,0  4  / 2  4  / 2  0  15,0  2  / 2  3  / 2  0  15,Marriott,San Francisco,24,Layoff Permanent
02/16/2015,0  4  / 0  3  / 2  0  15,0  2  / 2  3  / 2  0  15,DreamWorks Animation,Glendale,13,Layoff Permanent
02/16/2015,0  4  / 0  3  / 2  0  15,0  2  / 2  3  / 2  0  15,DreamWorks Animation,Glendale,101,Layoff Permanent
02/16/2015,0  4  / 0  3  / 2  0  15,0  2  / 2  3  / 2  0  15,DreamWorks Animation,Redwood City,403,Closure Unknown at this time
02/16/2015,0  8  / 1  4  / 2  0  15,0  2  / 2  3  / 2  0  15,Centrex,Modesto,163,Closure Permanent
02/21/2015,0  4  / 2  5  / 2  0  15,0  2  / 2  3  / 2  0  15,Safeway Inc.,West Sacramento,213,Closure Unknown at this time
02/03/2015,0  3  / 0  4  / 2  0  15,0  2  / 2  4  / 2  0  15,DynCorp International LLC,El Centro,12,Closure Permanent
02/03/2015,0  3  / 0  4  / 2  0  15,0  2  / 2  4  / 2  0  15,DynCorp International LLC,San Diego,81,Closure Permanent
02/17/2015,0  4  / 2  0  / 2  0  15,0  2  / 2  4  / 2  0  15,Trulia Inc,San Francisco,140,Layoff Permanent
02/20/2015,0  4  / 2  4  / 2  0  15,0  2  / 2  5  / 2  0  15,Boeing Company,Huntington Beach,59,Layoff Unknown at this time
02/23/2015,0  4  / 2  4  / 2  0  15,0  2  / 2  5  / 2  0  15,Safeway Inc.,Dublin,3,Layoff Unknown at this time
02/23/2015,0  4  / 2  4  / 2  0  15,0  2  / 2  5  / 2  0  15,Safeway Inc.,Pleasanton,129,Layoff Unknown at this time
02/20/2015,0  4  / 2  4  / 2  0  15,0  2  / 2  6  / 2  0  15,Boeing Company,Long Beach,71,Layoff Unknown at this time
02/17/2015,0  5  / 1  5  / 2  0  15,0  2  / 2  7  / 2  0  15,DialAmerica,San Diego,227,Closure Permanent
02/20/2015,0  4  / 2  4  / 2  0  15,0  2  / 2  7  / 2  0  15,Boeing Company,El Segundo,35,Layoff Unknown at this time
02/24/2015,0  4  / 2  4  / 2  0  15,0  2  / 2  7  / 2  0  15,"Bienvenidos Children Center, Inc.",Los Angeles,15,Layoff Unknown at this time
02/24/2015,0  4  / 3  0  / 2  0  15,0  2  / 2  7  / 2  0  15,Panasonic Disc Manufacturing,Torrance,87,Closure Permanent
02/25/2015,0  5  / 0  1  / 2  0  15,0  2  / 2  7  / 2  0  15,"Midland Credit Management, Inc.",San Diego,40,Layoff Permanent
02/23/2015,0  4  / 2  6  / 2  0  15,0  3  / 0  2  / 2  0  15,USS-POSCO Industries,Pittsburg,666,Closure Temporary
02/25/2015,0  4  / 2  6  / 2  0  15,0  3  / 0  2  / 2  0  15,"Better Bakery, LLC",Valencia,45,Layoff Permanent
02/23/2015,0  4  / 2  4  / 2  0  15,0  3  / 0  3  / 2  0  15,"RealPage, Inc.",San Francisco,89,Closure Permanent
02/26/2015,0  2  / 2  6  / 2  0  15,0  3  / 0  3  / 2  0  15,Baker Hughes Oilfield Operations Inc.,Shafter,50,Layoff Permanent
02/27/2015,0  4  / 2  9  / 2  0  15,0  3  / 0  3  / 2  0  15,"V&L Produce, Inc.",Vernon,87,Layoff Permanent
02/26/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  4  / 2  0  15,Active Network,San Diego,53,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  4  / 2  0  15,Scarbrough Management Corporation,Clovis,19,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  4  / 2  0  15,Scarbrough Management Corporation,Clovis,23,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  4  / 2  0  15,Scarbrough Management Corporation,Coalinga,22,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  4  / 2  0  15,Scarbrough Management Corporation,Fresno,22,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  4  / 2  0  15,Scarbrough Management Corporation,Fresno,24,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  4  / 2  0  15,Scarbrough Management Corporation,Fresno,27,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  4  / 2  0  15,Scarbrough Management Corporation,Fresno,28,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  4  / 2  0  15,Scarbrough Management Corporation,Fresno,29,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  4  / 2  0  15,Scarbrough Management Corporation,Kerman,23,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  4  / 2  0  15,Scarbrough Management Corporation,Selma,22,Layoff Permanent
02/27/2015,0  4  / 1  5  / 2  0  15,0  3  / 0  5  / 2  0  15,Symantec Corporation,Mountain View,7,Layoff Permanent
03/02/2015,0  5  / 0  2  / 2  0  15,0  3  / 0  5  / 2  0  15,CP Costa Mesa LLC,Costa Mesa,85,Closure Temporary
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Arvin,20,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Bakersfield,12,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Bakersfield,20,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Bakersfield,21,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Delano,24,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Escalon,23,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Galt,22,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Manteca,28,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Modesto,23,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Modesto,25,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Modesto,27,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Oakdale,31,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Riverbank,21,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Salida,25,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Sonora,18,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Stockton,25,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Stockton,28,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Stockton,29,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Stockton,36,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Taft,21,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Tehachapi,24,Layoff Permanent
03/02/2015,0  5  / 0  1  / 2  0  15,0  3  / 0  6  / 2  0  15,Scarbrough Management Corporation,Wasco,17,Layoff Permanent
03/05/2014,0  5  / 0  4  / 2  0  15,0  3  / 0  9  / 2  0  15,"The Fresh Market, Inc.",Laguna Hills,65,Closure Permanent
03/05/2014,0  5  / 0  4  / 2  0  15,0  3  / 0  9  / 2  0  15,"The Fresh Market, Inc.",Palo Alto,54,Closure Permanent
03/05/2014,0  5  / 0  4  / 2  0  15,0  3  / 0  9  / 2  0  15,"The Fresh Market, Inc.",Santa Barbara,60,Closure Permanent
03/09/2015,0  5  / 0  8  / 2  0  15,0  3  / 0  9  / 2  0  15,Safeway Inc.,Pleasanton,113,Layoff Unknown at this time
11/13/2014,0  1  / 1  4  / 2  0  15,0  3  / 0  9  / 2  0  15,Scarbrough Management Corporation,Antioch,21,Layoff Permanent
11/13/2014,0  1  / 1  4  / 2  0  15,0  3  / 0  9  / 2  0  15,Scarbrough Management Corporation,Antioch,23,Layoff Permanent
11/13/2014,0  1  / 1  4  / 2  0  15,0  3  / 0  9  / 2  0  15,Scarbrough Management Corporation,Concord,20,Layoff Permanent
11/13/2014,0  1  / 1  4  / 2  0  15,0  3  / 0  9  / 2  0  15,Scarbrough Management Corporation,Concord,22,Layoff Permanent
11/13/2014,0  1  / 1  4  / 2  0  15,0  3  / 0  9  / 2  0  15,Scarbrough Management Corporation,Concord,24,Layoff Permanent
11/13/2014,0  1  / 1  4  / 2  0  15,0  3  / 0  9  / 2  0  15,Scarbrough Management Corporation,Concord,25,Layoff Permanent
11/13/2014,0  1  / 1  4  / 2  0  15,0  3  / 0  9  / 2  0  15,Scarbrough Management Corporation,Danville,23,Layoff Permanent
11/13/2014,0  1  / 1  4  / 2  0  15,0  3  / 0  9  / 2  0  15,Scarbrough Management Corporation,Martinez,21,Layoff Permanent
11/13/2014,0  1  / 1  4  / 2  0  15,0  3  / 0  9  / 2  0  15,Scarbrough Management Corporation,Oakley,28,Layoff Permanent
11/13/2014,0  1  / 1  4  / 2  0  15,0  3  / 0  9  / 2  0  15,Scarbrough Management Corporation,Pleasant Hill,22,Layoff Permanent
11/13/2014,0  1  / 1  4  / 2  0  15,0  3  / 0  9  / 2  0  15,Scarbrough Management Corporation,San Ramon,15,Layoff Permanent
11/13/2014,0  1  / 1  4  / 2  0  15,0  3  / 0  9  / 2  0  15,Scarbrough Management Corporation,Walnut Creek,23,Layoff Permanent
02/23/2015,0  4  / 2  5  / 2  0  15,0  3  / 1  0  / 2  0  15,Warner Bros. Advanced Media,Burbank,25,Layoff Permanent
03/06/2015,0  5  / 1  7  / 2  0  15,0  3  / 1  1  / 2  0  15,"United Airlines, Inc.",Ontario,57,Layoff Permanent
03/06/2015,0  5  / 1  9  / 2  0  15,0  3  / 1  1  / 2  0  15,United Industries Corporation,Terminal Island,136,Closure Permanent
03/09/2015,0  5  / 0  8  / 2  0  15,0  3  / 1  1  / 2  0  15,"Life Sales, LLC",Novato,8,Layoff Permanent
03/04/2015,0  5  / 0  4  / 2  0  15,0  3  / 1  3  / 2  0  15,Electronic Arts Inc.,Emeryville,71,Layoff Permanent
03/05/2015,0  5  / 0  9  / 2  0  15,0  3  / 1  3  / 2  0  15,Unilever Company,Sunnyvale,57,Closure Permanent
03/06/2015,0  5  / 1  7  / 2  0  15,0  3  / 1  3  / 2  0  15,"United Airlines, Inc.",Sacramento,60,Layoff Permanent
03/11/2015,0  3  / 1  0  / 2  0  15,0  3  / 1  3  / 2  0  15,"eHealthInsurance Services, Inc.",Gold River,72,Layoff Permanent
03/12/2015,0  3  / 1  6  / 2  0  15,0  3  / 1  6  / 2  0  15,Exide Technologies,Vernon,84,Closure Permanent
03/13/2015,0  4  / 1  6  / 2  0  15,0  3  / 1  7  / 2  0  15,"Service America Corporation, d/b/a",San Diego,831,Layoff Unknown at this time
03/17/2015,0  5  / 2  2  / 2  0  15,0  3  / 1  7  / 2  0  15,"Tatung Co. of America, Inc.",Carson,98,Closure Permanent
03/09/2015,0  4  / 3  0  / 2  0  15,0  3  / 1  8  / 2  0  15,"Fairbanks Ranch Country Club, Inc.",Rancho Santa Fe,152,Layoff Permanent
03/12/2015,0  3  / 1  2  / 2  0  15,0  3  / 1  9  / 2  0  15,"Mattel, Inc.",El Segundo,107,Layoff Permanent
03/17/2015,0  3  / 3  1  / 2  0  15,0  3  / 1  9  / 2  0  15,Sony Electronics Inc.,San Diego,75,Layoff Unknown at this time
03/18/2015,0  3  / 1  8  / 2  0  15,0  3  / 1  9  / 2  0  15,"Halliburton Energy Services, Inc.",Bakersfield,39,Layoff Permanent
03/18/2015,0  5  / 2  2  / 2  0  15,0  3  / 1  9  / 2  0  15,"Compass Group, USA, Inc.",San Francisco,66,Layoff Permanent
03/17/2015,0  5  / 2  9  / 2  0  15,0  3  / 2  3  / 2  0  15,ITT Cannon LLC,Santa Ana,56,Layoff Permanent
03/23/2015,0  5  / 2  2  / 2  0  15,0  3  / 2  3  / 2  0  15,Safeway Inc.,Pleasanton,72,Layoff Permanent
02/27/2015,0  4  / 2  6  / 2  0  15,0  3  / 2  4  / 2  0  15,Bank of America,Simi Valley,114,Layoff Permanent
03/20/2015,0  5  / 2  5  / 2  0  15,0  3  / 2  4  / 2  0  15,Boeing Company,El Segundo,45,Layoff Unknown at this time
03/20/2015,0  5  / 2  5  / 2  0  15,0  3  / 2  4  / 2  0  15,Boeing Company,Huntington Beach,32,Layoff Unknown at this time
03/20/2015,0  5  / 2  5  / 2  0  15,0  3  / 2  4  / 2  0  15,Boeing Company,Long Beach,119,Layoff Unknown at this time
03/24/2015,0  6  / 0  1  / 2  0  15,0  3  / 2  4  / 2  0  15,"The Patina Group NewCo, LLC (Nick",Los Angeles,75,Closure Temporary
03/19/2015,0  5  / 0  8  / 2  0  15,0  3  / 2  5  / 2  0  15,Keck Medicine of USC-Healthcare,Los Angeles,5,Layoff Temporary
03/19/2015,0  5  / 0  8  / 2  0  15,0  3  / 2  5  / 2  0  15,Keck Medicine of USC-Healthcare,Los Angeles,1,Layoff Temporary
03/19/2015,0  5  / 0  8  / 2  0  15,0  3  / 2  5  / 2  0  15,Keck Medicine of USC-Keck Hospital,Los Angeles,39,Layoff Temporary
03/19/2015,0  5  / 0  8  / 2  0  15,0  3  / 2  5  / 2  0  15,Keck Medicine of USC-Soto Street,Los Angeles,24,Layoff Temporary
03/19/2015,0  5  / 0  8  / 2  0  15,0  3  / 2  5  / 2  0  15,Keck Medicine of USC-USC Norris,Los Angeles,3,Layoff Temporary
03/24/2015,0  5  / 2  3  / 2  0  15,0  3  / 2  5  / 2  0  15,"Technicolor Creative Services USA,",Burbank,167,Layoff Unknown at this time
03/24/2015,0  5  / 2  3  / 2  0  15,0  3  / 2  5  / 2  0  15,"Technicolor Creative Services USA,",Glendale,5,Layoff Unknown at this time
03/19/2015,0  5  / 0  8  / 2  0  15,0  3  / 2  6  / 2  0  15,Keck Medicine of USC-Pasadena,Pasadena,1,Layoff Temporary
03/19/2015,0  5  / 0  8  / 2  0  15,0  3  / 2  6  / 2  0  15,Keck Medicine of USC-USC Verdugo,Glendale,21,Layoff Temporary
03/26/2015,0  2  / 0  4  / 2  0  15,0  3  / 2  6  / 2  0  15,"Dex Media, Inc.",Los Alamitos,49,Closure Permanent
03/26/2015,0  5  / 3  1  / 2  0  15,0  3  / 2  6  / 2  0  15,"Greatwide Distribution Logistics, LLC",Pico Rivera,156,Layoff Permanent
03/23/2015,0  3  / 0  6  / 2  0  15,0  3  / 2  7  / 2  0  15,BAE Systems,San Francisco,201,Layoff Temporary
03/27/2015,0  3  / 1  6  / 2  0  15,0  3  / 2  7  / 2  0  15,"Cryptic Studios, Inc.",Los Gatos,27,Layoff Permanent
03/27/2015,0  3  / 1  6  / 2  0  15,0  3  / 2  7  / 2  0  15,"Perfect World Co., Ltd",Redwood City,31,Layoff Permanent
03/26/2015,0  5  / 2  9  / 2  0  15,0  3  / 3  0  / 2  0  15,"Brice Manufacturing Company, Inc.",Pacoima,19,Layoff Permanent
03/30/2015,0  5  / 2  9  / 2  0  15,0  4  / 0  1  / 2  0  15,"Lightspeed, Inc. dba SkilledUp",San Francisco,27,Layoff Permanent
03/30/2015,0  5  / 3  1  / 2  0  15,0  4  / 0  1  / 2  0  15,"Sutton Place Management, LLC",San Francisco,98,Closure Unknown at this time
03/30/2015,0  6  / 1  2  / 2  0  15,0  4  / 0  1  / 2  0  15,"Apollo Education Group, Inc.",San Francisco,4,Layoff Permanent
03/30/2015,0  8  / 3  1  / 2  0  15,0  4  / 0  1  / 2  0  15,"Apollo Education Group, Inc.",San Francisco,34,Layoff Permanent
04/01/2015,0  5  / 3  1  / 2  0  15,0  4  / 0  1  / 2  0  15,East Bay Perinatal Medical Associates,Berkeley,34,Layoff Permanent
04/01/2015,0  5  / 3  0  / 2  0  15,0  4  / 0  2  / 2  0  15,WorleyParsons Group Inc.,Arcadia,82,Layoff Unknown at this time
04/01/2015,0  5  / 3  0  / 2  0  15,0  4  / 0  2  / 2  0  15,WorleyParsons Group Inc.,Monrovia,8,Layoff Unknown at this time
03/26/2015,0  5  / 3  1  / 2  0  15,0  4  / 0  3  / 2  0  15,"Schenker, Inc.",Hawthorne,29,Layoff Permanent
03/30/2015,0  5  / 3  1  / 2  0  15,0  4  / 0  3  / 2  0  15,Northrop Grumman Corporation,Fort Irwin,476,Layoff Permanent
03/31/2015,0  5  / 1  5  / 2  0  15,0  4  / 0  3  / 2  0  15,Symantec Corporation,Mountain View,30,Layoff Permanent
04/02/2015,0  6  / 0  1  / 2  0  15,0  4  / 0  3  / 2  0  15,"OnLive, Inc.",Mountain View,98,Closure Unknown at this time
04/03/2015,0  9  / 0  1  / 2  0  15,0  4  / 0  3  / 2  0  15,"Dex Media, Inc.",Los Alamitos,25,Closure Permanent
04/02/2015,0  6  / 0  4  / 2  0  15,0  4  / 0  6  / 2  0  15,"Allergan, Inc.",Irvine,577,Layoff Permanent
04/06/2015,0  6  / 0  8  / 2  0  15,0  4  / 0  6  / 2  0  15,"Jerry's Famous Deli, Inc.",Sherman Oaks,60,Closure Permanent
04/03/2015,0  6  / 0  5  / 2  0  15,0  4  / 0  7  / 2  0  15,Boeing Company,El Segundo,1,Layoff Unknown at this time
04/03/2015,0  6  / 0  5  / 2  0  15,0  4  / 0  7  / 2  0  15,Boeing Company,Long Beach,8,Layoff Unknown at this time
04/01/2015,0  6  / 0  1  / 2  0  15,0  4  / 1  0  / 2  0  15,Rolling Hills Country Club,Rolling Hills Estate,50,Layoff Temporary
04/09/2015,0  6  / 1  2  / 2  0  15,0  4  / 1  3  / 2  0  15,Deluxe 3D LLC d/b/a Stereo D,Burbank,227,Layoff Permanent
04/10/2015,0  6  / 1  5  / 2  0  15,0  4  / 1  3  / 2  0  15,"NYC Food and Beverage, LLC",San Jose,144,Closure Permanent
04/13/2015,0  6  / 1  2  / 2  0  15,0  4  / 1  3  / 2  0  15,Safeway Inc.,Pleasanton,96,Layoff Unknown at this time
04/13/2015,0  6  / 1  3  / 2  0  15,0  4  / 1  4  / 2  0  15,"MV Transportation, Inc.",Irvine,436,Closure Permanent
04/14/2015,0  5  / 1  6  / 2  0  15,0  4  / 1  4  / 2  0  15,Vons Companies Inc.,Bakersfield,56,Closure Permanent
04/14/2015,0  5  / 1  6  / 2  0  15,0  4  / 1  4  / 2  0  15,Vons Companies Inc.,Riverside,61,Closure Permanent
03/08/2015,0  5  / 3  1  / 2  0  15,0  4  / 1  5  / 2  0  15,"Vose Technical Systems, Inc.",Fort Irwin,60,Layoff Unknown at this time
04/13/2015,0  6  / 1  9  / 2  0  15,0  4  / 1  5  / 2  0  15,"Walmart Stores, Inc.",Pico Rivera,533,Layoff Permanent
04/16/2015,0  6  / 1  5  / 2  0  15,0  4  / 1  6  / 2  0  15,"Advanced Micro Devices, Inc.",Sunnyvale,85,Layoff Unknown at this time
04/15/2015,0  1  / 0  2  / 2  0  15,0  4  / 2  0  / 2  0  15,Cypress Semiconductor Company,Sunnyvale,95,Layoff Permanent
04/17/2015,0  6  / 1  9  / 2  0  15,0  4  / 2  0  / 2  0  15,"Western Digital Technologies, Inc.",Irvine,115,Layoff Permanent
04/13/2015,0  6  / 1  9  / 2  0  15,0  4  / 2  1  / 2  0  15,"Ortho Organizers, Inc.",Carlsbad,97,Layoff Permanent
04/21/2015,0  4  / 2  0  / 2  0  15,0  4  / 2  1  / 2  0  15,"Halliburton Energy Services, Inc.",Bakersfield,14,Layoff Permanent
04/21/2015,0  6  / 2  0  / 2  0  15,0  4  / 2  1  / 2  0  15,SanDisk Corporation,Milpitas,61,Layoff Permanent
04/21/2015,0  6  / 3  0  / 2  0  15,0  4  / 2  1  / 2  0  15,"Riverbed Technology, Inc.",San Francisco,85,Layoff Permanent
04/21/2015,0  6  / 3  0  / 2  0  15,0  4  / 2  1  / 2  0  15,"Riverbed Technology, Inc.",Sunnyvale,75,Layoff Permanent
04/17/2015,0  6  / 1  9  / 2  0  15,0  4  / 2  2  / 2  0  15,Boeing Company,El Segundo,49,Layoff Unknown at this time
04/17/2015,0  6  / 1  9  / 2  0  15,0  4  / 2  2  / 2  0  15,Boeing Company,Huntington Beach,28,Layoff Unknown at this time
04/17/2015,0  6  / 1  9  / 2  0  15,0  4  / 2  2  / 2  0  15,Boeing Company,Long Beach,48,Layoff Unknown at this time
04/17/2015,0  6  / 1  9  / 2  0  15,0  4  / 2  2  / 2  0  15,Staples,Ontario,41,Closure Permanent
04/17/2015,0  6  / 1  9  / 2  0  15,0  4  / 2  2  / 2  0  15,Staples,Poway,53,Closure Permanent
04/22/2015,0  6  / 2  1  / 2  0  15,0  4  / 2  2  / 2  0  15,"Technicolor USA, Inc.",Burbank,106,Closure Unknown at this time
04/24/2015,0  6  / 3  0  / 2  0  15,0  4  / 2  4  / 2  0  15,"United Brothers Motor Group, Inc. dba",City of Industry,72,Layoff Permanent
04/27/2015,06/26/2015,04/27/2015,"Health Net, Inc. (CANCELLED)**",Woodland Hills,1217,Layoff Unknown at this time
04/27/2015,0  6  / 2  6  / 2  0  15,0  4  / 2  7  / 2  0  15,Safeway Inc.,Dublin,1,Layoff Unknown at this time
04/27/2015,0  6  / 2  6  / 2  0  15,0  4  / 2  7  / 2  0  15,Safeway Inc.,Pleasanton,20,Layoff Unknown at this time
04/21/2015,0  6  / 2  6  / 2  0  15,0  4  / 2  8  / 2  0  15,"Apollo Education Group, Inc.",San Francisco,60,Layoff Permanent
04/24/2015,0  7  / 0  4  / 2  0  15,0  4  / 2  8  / 2  0  15,"Prospect Enterprises, Inc. - American",Los Angeles,85,Layoff Permanent
04/24/2015,0  7  / 0  4  / 2  0  15,0  4  / 2  8  / 2  0  15,"Prospect Enterprises, Inc. - American",Sacramento,19,Layoff Permanent
04/24/2015,0  7  / 0  4  / 2  0  15,0  4  / 2  8  / 2  0  15,"Prospect Enterprises, Inc. - Cactus",Thousand Palms,5,Layoff Permanent
04/24/2015,0  7  / 0  4  / 2  0  15,0  4  / 2  8  / 2  0  15,"Prospect Enterprises, Inc. -",San Diego,57,Layoff Permanent
04/24/2015,0  7  / 0  4  / 2  0  15,0  4  / 2  8  / 2  0  15,"Prospect Enterprises, Inc. - Los",Los Angeles,23,Layoff Permanent
04/27/2015,06/26/2015,04/28/2015,"Health Net, Inc. (CANCELLED)**",Rancho Cordova,385,Layoff Unknown at this time
04/27/2015,06/26/2015,04/28/2015,"Health Net, Inc. (CANCELLED)**",Rancho Cordova,520,Layoff Unknown at this time
04/27/2015,0  6  / 2  9  / 2  0  15,0  4  / 3  0  / 2  0  15,"Nestle USA, Inc.",Modesto,56,Layoff Temporary
04/30/2015,0  6  / 3  0  / 2  0  15,0  4  / 3  0  / 2  0  15,Hamilton Sundstrand Corporation,San Diego,3,Closure Permanent
