,flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved,date,month,day,weekday,year
2189,716773983,10693662,N303SY,E75L,SKW3562,DL3562,LAX,PHX,PHX,,2022-02-06,2,6,Sunday,2022
2190,716773957,11024827,N629XB,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2191,716774097,11220211,N821DX,B752,DAL1846,DL1846,LAX,PTY,PTY,,2022-02-06,2,6,Sunday,2022
2192,716774087,10764864,N3737C,B738,DAL1821,DL1821,LAX,,,,2022-02-06,2,6,Sunday,2022
2193,716774021,10926353,N532NK,A319,NKS591,NK591,LAX,IAH,IAH,,2022-02-06,2,6,Sunday,2022
2194,716774192,11132137,N73445,B739,UAL1137,UA1137,IAH,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2195,716774127,10766767,N3757D,B738,DAL1824,DL1824,LAX,,,,2022-02-06,2,6,Sunday,2022
2196,716774225,10694320,N304FE,DC10,FDX323,FX323,LAX,,,,2022-02-06,2,6,Sunday,2022
2197,716774244,10766006,N375DN,A321,DAL383,DL383,ATL,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2198,716774274,10602766,N214HA,A21N,HAL62,HA62,KOA,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2199,716774255,11172221,N774SK,CRJ7,SKW6260,AA6260,SAT,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2200,716774287,11252013,N8520Q,B738,SWA2645,WN2645,LAX,HOU,HOU,,2022-02-06,2,6,Sunday,2022
2201,716774449,11142839,N745SK,CRJ7,SKW6254,AA6254,LAX,OKC,OKC,,2022-02-06,2,6,Sunday,2022
2202,716774572,10909642,N516AS,B738,ASA250,AS250,LAX,,,,2022-02-06,2,6,Sunday,2022
2203,716774580,11295222,N895XB,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2204,716774576,854119,XAVLF,A320,VOI920,Y4920,MLM,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2205,716774693,854872,XAVIN,A20N,VIV146,VB146,MEX,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2206,716775008,11325145,N924US,A321,AAL2190,AA2190,PVR,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2207,716775033,10723462,N33266,B738,UAL633,UA633,DEN,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2208,716775038,15204930,CCCXG,B763,LPE2477,LA2477,LAX,LIM,LIM,,2022-02-06,2,6,Sunday,2022
2209,716775105,853198,XAUKF,LJ35,XAUKF,,MZT,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2210,716775101,11321341,N920US,A321,AAL482,AA482,CLT,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2211,716775219,9015587,B16782,B77L,EVA610,BR610,TPE,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2212,716775561,11320884,N920AK,B39M,ASA866,AS866,HNL,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2213,716775714,11378559,N977UY,A321,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2214,716775808,10572079,N184SY,E75L,SKW3333,AS3333,LAX,,,,2022-02-06,2,6,Sunday,2022
2215,716776006,11051139,N655NK,A320,NKS1301,NK1301,ATL,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2216,716776104,11304018,N903WN,B737,SWA889,WN889,PHX,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2217,716776220,11163278,N76502,B738,UAL1004,UA1004,LAX,ITO,ITO,,2022-02-06,2,6,Sunday,2022
2218,716776227,11001635,N606SK,CRJ7,SKW6250,AA6250,LAX,SEA,SEA,,2022-02-06,2,6,Sunday,2022
2219,716776258,11039784,N644AS,B737,ASA213,AS213,SFO,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2220,716776470,11100493,N703SK,CRJ7,SKW238P,,LAX,SJC,SJC,,2022-02-06,2,6,Sunday,2022
2221,716776633,11273390,N8736J,B38M,SWA1395,WN1395,HNL,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2222,716776762,10856988,N464SW,CRJ2,SKW5752,UA5752,LAX,SMF,SMF,,2022-02-06,2,6,Sunday,2022
2223,716776884,10825296,N433AN,A21N,AAL2188,AA2188,LAX,,,,2022-02-06,2,6,Sunday,2022
2224,716776901,10593853,N205SY,E75L,SKW5531,UA5531,YVR,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2225,716776932,5046546,LXVCI,B748,CLX38F,CV7757,LAX,SEA,SEA,,2022-02-06,2,6,Sunday,2022
2226,716776942,11234505,N835VA,A320,ASA198,AS198,LAX,AUS,AUS,,2022-02-06,2,6,Sunday,2022
2227,716777068,11317841,N917SW,CRJ2,SKW5410,UA5410,MRY,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2228,716776979,11084749,N68834,B739,UAL1467,UA1467,LAX,DEN,DEN,,2022-02-06,2,6,Sunday,2022
2229,716777167,10951533,N557WN,B737,SWA2535,WN2535,LAX,ABQ,ABQ,,2022-02-06,2,6,Sunday,2022
2230,716777162,10661984,N27205,B738,UAL1956,UA1956,LAX,LAS,LAS,,2022-02-06,2,6,Sunday,2022
2231,716777128,11305527,N905EV,CRJ2,SKW5015,UA5015,LAX,PRC,PRC,,2022-02-06,2,6,Sunday,2022
2232,716777216,4341942,VPBIG,B744,ABW604,RU604,LAX,ORD,ORD,,2022-02-06,2,6,Sunday,2022
2233,716777279,11266019,N8663A,B738,SWA2509,WN2509,DEN,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2234,716777200,11370298,N969SW,CRJ2,SKW5529,UA5529,LAX,RDD,RDD,,2022-02-06,2,6,Sunday,2022
2235,716777205,11215730,N817AW,A319,AAL2546,AA2546,LAX,,,,2022-02-06,2,6,Sunday,2022
2236,716777244,10667483,N278SY,E75L,SKW3805,DL3805,LAS,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2237,716777267,10827202,N435AS,B739,ASA133,AS133,LAX,,,,2022-02-06,2,6,Sunday,2022
2238,716777349,10491081,N104NN,A321,AAL341,AA341,LAX,,,,2022-02-06,2,6,Sunday,2022
2239,716777411,10584092,N196SY,E75L,SKW3331,AS3331,SJC,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2240,716777549,10497498,N110SY,E75L,SKW5977,UA5977,LAX,BOI,BOI,,2022-02-06,2,6,Sunday,2022
2241,716777513,11024827,N629XB,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2242,716777669,10756855,N366DX,A321,DAL2174,DL2174,LAX,,,,2022-02-06,2,6,Sunday,2022
2243,716777719,11147905,N750EV,CRJ7,SKW3282,AA3282,OMA,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2244,716777737,10859437,N467AS,B739,ASA431,AS431,LAX,SEA,SEA,,2022-02-06,2,6,Sunday,2022
2245,716777731,3949962,DAALJ,B77L,BOX488,3S488,SEA,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2246,716777798,4960580,TCLJD,B77W,THY10,TK10,LAX,IST,IST,,2022-02-06,2,6,Sunday,2022
2247,716777881,10753042,N362DN,A321,DAL2212,DL2212,DTW,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2248,716777826,11231884,N8323C,B738,SWA438,WN438,LAX,SJC,SJC,,2022-02-06,2,6,Sunday,2022
2249,716777891,11014661,N619UX,E75L,SKW5432,UA5432,LAX,ACV,ACV,,2022-02-06,2,6,Sunday,2022
2250,716778006,705308,HK5068,F2TH,HK5068,,LAX,SAN,SAN,,2022-02-06,2,6,Sunday,2022
2251,716778106,11188639,N790SK,CRJ7,SKW5591,UA5591,LAX,FAT,FAT,,2022-02-06,2,6,Sunday,2022
2252,716778050,11340706,N94JL,GLF4,N94JL,,LAX,LGB,LGB,,2022-02-06,2,6,Sunday,2022
2253,716778145,10651903,N26210,B738,UAL1479,UA1479,LAX,SFO,SFO,,2022-02-06,2,6,Sunday,2022
2254,716778189,10850711,N458UA,A320,UAL2149,UA2149,LAX,AUS,AUS,,2022-02-06,2,6,Sunday,2022
2255,716778207,11369239,N968NN,B738,AAL1713,AA1713,AUS,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2256,716778247,10797303,N405UA,A320,UAL1482,UA1482,SFO,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2257,716778401,7455348,HL8274,B77W,KAL8016,KE8016,LAX,ICN,ICN,,2022-02-06,2,6,Sunday,2022
2258,716778591,11318681,N918NK,A20N,MX56C,NK2206,LAX,,,,2022-02-06,2,6,Sunday,2022
2259,716778571,11029858,N634JB,A320,JBU2531,B62531,SLC,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2260,716778919,11273539,N874AS,CRJ2,SKW5288,UA5288,LAX,MRY,MRY,,2022-02-06,2,6,Sunday,2022
2261,716778904,11312975,N912NK,A20N,NKS561,NK561,LAS,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2262,716779054,11253468,N854GT,B748,QFA7552,QF7552,ORD,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2263,716779129,10813721,N421UA,A320,UAL2223,UA2223,LAX,PHX,PHX,,2022-02-06,2,6,Sunday,2022
2264,716779288,10905293,N511SY,E75L,SKW6243,AA6243,LAX,TUS,TUS,,2022-02-06,2,6,Sunday,2022
2265,716779464,10687705,N298SY,E75L,SKW3860,DL3860,LAX,RNO,RNO,,2022-02-06,2,6,Sunday,2022
2266,716779542,10677594,N288SY,E75L,SKW4097,DL4097,SFO,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2267,716779629,10936621,N542US,B752,DAL630,DL630,LAX,,,,2022-02-06,2,6,Sunday,2022
2268,716779568,11007053,N611UX,E75L,SKW4759,UA4759,EUG,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2269,716779650,10501302,N114SY,E75L,SKW4764,UA4764,LAX,SEA,SEA,,2022-02-06,2,6,Sunday,2022
2270,716779849,3248065,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2271,716779846,3246721,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2272,716779855,3245125,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2273,716779852,3246005,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2274,716779851,3244700,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2275,716779848,3244875,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2276,716779850,3246236,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2277,716779884,3244815,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2278,716779961,3246331,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2279,716779910,3245806,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2280,716779897,3244758,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2281,716779885,10926727,N5322P,C172,N5322P,,LAX,,,,2022-02-06,2,6,Sunday,2022
2282,716779860,3246723,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2283,716779857,3244223,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2284,716779874,3246517,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2285,716779888,794868,HP9907CMP,B39M,CMP362,CM362,LAX,PTY,PTY,,2022-02-06,2,6,Sunday,2022
2286,716779898,3246015,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2287,716779925,3247660,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2288,716779856,3246141,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2289,716779932,3245203,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2290,716779933,3247627,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2291,716779890,3247925,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2292,716779919,3244411,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2293,716780014,3244665,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2294,716780022,3244939,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2295,716780020,3244384,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2296,716779967,3247358,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2297,716780049,7867791,B2094,B77L,CAO8416,CAO8416,LAX,PVG,PVG,,2022-02-06,2,6,Sunday,2022
2298,716779970,3247374,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2299,716779964,3244410,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2300,716779990,3245697,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2301,716780072,7405985,HZMS4A,GLF4,MEDVC4A,,LAX,SDF,SDF,,2022-02-06,2,6,Sunday,2022
2302,716780181,8145185,VHOQB,A388,QFA12,QF12,LAX,SYD,SYD,,2022-02-06,2,6,Sunday,2022
2303,716780253,10904958,N511DN,A359,DAL8969,DL8969,TCM,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2304,716780235,4224665,GVPRD,A35K,VIR24M,VS24,LAX,LHR,LHR,,2022-02-06,2,6,Sunday,2022
2305,716780351,11267887,N8682B,B738,SWA3252,WN3252,SJC,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2306,716780436,10505947,N119NN,A321,AAL1763,AA1763,LAX,LAS,LAS,,2022-02-06,2,6,Sunday,2022
2307,716780588,10671888,N282SY,E75L,SKW3598,DL3598,LAX,SJC,SJC,,2022-02-06,2,6,Sunday,2022
2308,716780654,11323289,N922WN,B737,SWA3263,WN3263,HOU,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2309,716780666,11024827,N629XB,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2310,716780777,5046548,LXVCK,B748,CLX43X,,ANC,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2311,716781029,10572079,N184SY,E75L,SKW3340,AS3340,LAX,GEG,GEG,,2022-02-06,2,6,Sunday,2022
2312,716780991,7867877,B5973,A332,CES7578,MU7578,LAX,PVG,PVG,,2022-02-06,2,6,Sunday,2022
2313,716781019,10708122,N318AS,B739,ASA113,AS113,LAX,SEA,SEA,,2022-02-06,2,6,Sunday,2022
2314,716781053,10527421,N140AN,A321,AAL990,AA990,LAX,,,,2022-02-06,2,6,Sunday,2022
2315,716781045,10917851,N524AS,B738,ASA310,AS310,LAX,,,,2022-02-06,2,6,Sunday,2022
2316,716781129,10530110,N14250,B738,UAL2545,UA2545,LAX,PHX,PHX,,2022-02-06,2,6,Sunday,2022
2317,716781204,10563870,N176SY,E75L,SKW3489,AS3489,LAX,BOI,BOI,,2022-02-06,2,6,Sunday,2022
2318,716781276,11013548,N618NK,A320,NKS339,NK339,FLL,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2319,716781456,10917369,N523VL,A320,VOI900,Y4900,BJX,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2320,716781374,11137734,N740CK,B744,CKS339,K4339,LAX,ICN,ICN,,2022-02-06,2,6,Sunday,2022
2321,716781404,11158317,N760SW,B737,SWA1570,WN1570,LAX,SMF,SMF,,2022-02-06,2,6,Sunday,2022
2322,716781416,10918144,N524NK,A319,NKS706,NK706,DTW,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2323,716781490,12595322,CFSJH,B38M,ACA558,AC558,YVR,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2324,716781499,10727710,N337PJ,B738,AAL739,AA739,LAS,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2325,716781668,11369439,N968WN,B737,SWA1266,WN1266,LAS,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2326,716781714,11337762,N937EV,CRJ2,SKW5864,UA5864,SMF,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2327,716781794,10494885,N108NN,A321,AAL117,AA117,JFK,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2328,716781849,11324203,N923VA,A21N,ASA229,AS229,LAX,SFO,SFO,,2022-02-06,2,6,Sunday,2022
2329,716782210,11002250,N607CZ,E75S,SKW4143,DL4143,LAX,TUS,TUS,,2022-02-06,2,6,Sunday,2022
2330,716782164,11287703,N888LR,GLF5,N888LR,,BZN,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2331,716782261,11378291,N977JE,A321,JBU1387,B61387,BOS,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2332,716782387,10966617,N572FE,MD11,FDX3013,FX3013,LAX,,,,2022-02-06,2,6,Sunday,2022
2333,716782495,11230508,N831MH,B764,DAL563,DL563,LAX,,,,2022-02-06,2,6,Sunday,2022
2334,716782451,854461,XAVLS,A320,VOI914,Y4914,GDL,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2335,716782464,11042992,N647QX,E75L,QXE2305,AS2305,LAX,RDM,RDM,,2022-02-06,2,6,Sunday,2022
2336,716782540,3245299,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2337,716782539,3246678,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2338,716782674,854050,XAEFR,B762,TNO1302,6R1302,MEX,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2339,716782694,11305426,N905AU,A321,AAL1799,AA1799,LAX,,,,2022-02-06,2,6,Sunday,2022
2340,716782838,11023876,N628XB,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2341,716782783,10683901,N294SY,E75L,SKW4145,DL4145,LAX,DEN,DEN,,2022-02-06,2,6,Sunday,2022
2342,716782868,10691432,N301DV,A321,DAL1049,DL1049,SLC,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2343,716782960,13116473,ZKNZL,B789,ANZ1003,NZ1003,LAX,AKL,AKL,,2022-02-06,2,6,Sunday,2022
2344,716782879,11028126,N632QX,E75L,QXE2214,AS2214,LAX,LAS,LAS,,2022-02-06,2,6,Sunday,2022
2345,716783115,10675692,N286SY,E75L,SKW3692,DL3692,LAX,,,,2022-02-06,2,6,Sunday,2022
2346,716783158,11100493,N703SK,CRJ7,SKW3090,AA3090,SJC,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2347,716783214,10932216,N538US,B752,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2348,716783341,7866923,BKPZ,B77W,CPA884,CX884,HKG,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2349,716783320,10690809,N300SY,E75L,SKW3618,DL3618,LAX,SFO,SFO,,2022-02-06,2,6,Sunday,2022
2350,716783650,7453186,HL7202,B77W,KAL012,KE12,LAX,ICN,ICN,,2022-02-06,2,6,Sunday,2022
2351,716783800,11318681,N918NK,A20N,NKS562,NK562,LAX,LAS,LAS,,2022-02-06,2,6,Sunday,2022
2352,716783749,4921632,HBJNK,B77W,SWR41,LX41,LAX,ZRH,ZRH,,2022-02-06,2,6,Sunday,2022
2353,716783788,11023876,N628XB,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2354,716783791,11024827,N629XB,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2355,716783754,854583,XAUYR,A306,TNO1300,6R1300,GDL,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2356,716783983,11319789,N919US,A321,AAL2437,AA2437,LAX,,,,2022-02-06,2,6,Sunday,2022
2357,716784135,3247920,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2358,716784129,3244754,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2359,716784133,3246304,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2360,716784134,3244285,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2361,716784136,3245228,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2362,716784606,10752479,N361VA,A320,ASA584,AS584,PDX,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2363,716784515,10827202,N435AS,B739,ASA193,AS193,LAX,ANC,ANC,,2022-02-06,2,6,Sunday,2022
2364,716784682,11103382,N706TW,B752,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2365,716784806,11390317,N989JT,A321,JBU100,B6100,LAX,FLL,FLL,,2022-02-06,2,6,Sunday,2022
2366,716784949,11230192,N8309C,B738,SWA1241,WN1241,SMF,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2367,716785029,11152907,N755QS,CL35,EJA755,1I755,TEB,LAX,VNY,,2022-02-06,2,6,Sunday,2022
2368,716785072,11023876,N628XB,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2369,716785063,10491849,N105FE,B763,FDX3745,FX3745,LAX,,,,2022-02-06,2,6,Sunday,2022
2370,716785183,11226792,N828AW,A319,AAL1442,AA1442,LAX,AUS,AUS,,2022-02-06,2,6,Sunday,2022
2371,716785350,10558164,N170SY,E75L,SKW3327,AS3327,LAX,SFO,SFO,,2022-02-06,2,6,Sunday,2022
2372,716785312,11215730,N817AW,A319,AAL2630,AA2630,LAX,SFO,SFO,,2022-02-06,2,6,Sunday,2022
2373,716785264,11026328,N630VA,A320,ASA705,AS705,LAX,SEA,SEA,,2022-02-06,2,6,Sunday,2022
2374,716785639,9004157,A6EUS,A388,UAE215,EK215,DXB,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2375,716785763,10828149,N436AN,A21N,AAL336,AA336,LAX,PHL,PHL,,2022-02-06,2,6,Sunday,2022
2376,716785807,3244932,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2377,716785871,3244853,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2378,716785803,3244754,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2379,716785872,3245289,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2380,716785808,3247590,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2381,716785884,3247131,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2382,716785861,7869377,B1266,B77W,CCA656,CA656,LAX,PEK,PEK,,2022-02-06,2,6,Sunday,2022
2383,716785806,3244708,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2384,716785880,3244138,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2385,716785876,3247730,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2386,716785802,3247596,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2387,716785883,3244818,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2388,716785878,10901627,N508JL,A320,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2389,716785804,3245722,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2390,716785809,3244216,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2391,716785805,3248066,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2392,716785973,4595539,OHLWL,A359,FIN4,AY4,LAX,ARN,ARN,,2022-02-06,2,6,Sunday,2022
2393,716785957,3244578,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2394,716785956,3246256,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2395,716785967,3247191,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2396,716785951,3246265,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2397,716785897,3246401,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2398,716785944,3244911,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2399,716785923,10984937,N590FE,MD11,FDX3729,FX3729,LAX,,,,2022-02-06,2,6,Sunday,2022
2400,716785916,10488228,N101NN,A321,AAL10,AA10,LAX,JFK,JFK,,2022-02-06,2,6,Sunday,2022
2401,716785941,3245078,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2402,716785893,3245215,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2403,716785955,3246716,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2404,716785895,3246864,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2405,716785929,11304018,N903WN,B737,SWA889,WN889,LAX,,,,2022-02-06,2,6,Sunday,2022
2406,716785947,3248122,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2407,716785942,3246491,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2408,716785972,3247146,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2409,716786030,10670524,N281AK,B739,ASA290,AS290,LAX,,,,2022-02-06,2,6,Sunday,2022
2410,716786078,10507316,N120FE,B763,FDX912,FX912,LAX,,,,2022-02-06,2,6,Sunday,2022
2411,716786005,4219420,GSTBB,B77W,BAW268,BA268,LAX,LHR,LHR,,2022-02-06,2,6,Sunday,2022
2412,716786035,11234042,N835AN,B789,N835AN,,LAX,,,,2022-02-06,2,6,Sunday,2022
2413,716786029,3246250,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2414,716786013,3247012,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2415,716786050,3246847,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2416,716786009,3246180,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2417,716786036,3245443,,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2418,716786184,8131697,VHEBN,A332,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2419,716786362,434476,A7ANP,A35K,QTR55U,QR739,DOH,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2420,716786394,11317841,N917SW,CRJ2,SKW4793,UA4793,LAX,RNO,RNO,,2022-02-06,2,6,Sunday,2022
2421,716786447,10525328,N138SY,E75L,SKW5744,UA5744,LAX,SLC,SLC,,2022-02-06,2,6,Sunday,2022
2422,716786512,7454577,HL7771,A359,HL7771,OZ7771,LAX,,,,2022-02-06,2,6,Sunday,2022
2423,716786615,11192046,N794AN,B772,AAL2289,AA2289,MIA,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2424,716786531,10584092,N196SY,E75L,SKW3320,AS3320,LAX,SJC,SJC,,2022-02-06,2,6,Sunday,2022
2425,716786719,11023876,N628XB,,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2426,716786851,10906244,N512SY,E75L,SKW6253,AA6253,LAX,PDX,PDX,,2022-02-06,2,6,Sunday,2022
2427,716786773,8131697,VHEBN,A332,QFA16,QF16,LAX,BNE,BNE,,2022-02-06,2,6,Sunday,2022
2428,716787042,11386513,N985JT,A321,JBU24,B624,LAX,JFK,JFK,,2022-02-06,2,6,Sunday,2022
2429,716787007,10643457,N254SY,E75L,SKW3990,DL3990,LAX,SMF,SMF,,2022-02-06,2,6,Sunday,2022
2430,716787087,11094789,N69813,B739,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2431,716787074,10856584,N464AS,B739,ASA370,AS370,SEA,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2432,716787075,11039784,N644AS,B737,ASA543,AS543,LAX,PDX,PDX,,2022-02-06,2,6,Sunday,2022
2433,716788008,11165971,N768US,A319,N768US,,LAX,,,,2022-02-06,2,6,Sunday,2022
2434,716788096,11064426,N66808,B739,UAL1277,UA1277,LAX,,,,2022-02-06,2,6,Sunday,2022
2435,716788042,11343311,N942NN,B738,AAL1247,AA1247,DFW,LAX,LAX,,2022-02-06,2,6,Sunday,2022
2436,716788166,9015603,B16788,B77L,EVA629,BR629,LAX,TPE,TPE,,2022-02-06,2,6,Sunday,2022
2437,716788239,10527538,N140FE,B763,FDX900,FX900,LAX,,,,2022-02-06,2,6,Sunday,2022
2438,716788426,11231815,N8321D,B738,SWA2156,WN2156,LAX,LAS,LAS,,2022-02-06,2,6,Sunday,2022
2439,716788376,853198,XAUKF,LJ35,XAUKF,,LAX,,,,2022-02-06,2,6,Sunday,2022
2440,716788412,10795914,N404AN,A21N,AAL2091,AA2091,LAX,MCO,MCO,,2022-02-06,2,6,Sunday,2022
2441,716788689,10548264,N16009,B78X,UAL1882,UA1882,LAX,EWR,EWR,,2022-02-06,2,6,Sunday,2022
2442,716788889,10932216,N538US,B752,,,LAX,,,,2022-02-06,2,6,Sunday,2022
2443,716788895,7701116,RPC7772,B77W,PAL103,PR103,LAX,MNL,MNL,,2022-02-06,2,6,Sunday,2022
