,tract,geometry,geoid,tract10,state10,county10,place_name10,state_name10,universe10,white_alone10,white_pct10,black_alone10,black_pct10,asian_alone10,asian_pct10,latino_alone10,latino_pct10,white_alone_moe_10,black_alone_moe_10,asian_alone_moe_10,latino_alone_moe_10,tract17,state17,county17,place_name17,state_name17,universe17,white_alone17,white_pct17,black_alone17,black_pct17,asian_alone17,asian_pct17,latino_alone17,latino_pct17,white_alone_moe_17,black_alone_moe_17,asian_alone_moe_17,latino_alone_moe_17,black_change,white_change,latino_change,asian_change,black_significant,index_right,DISTRICT
11,228410,"POLYGON ((-118.2652641873681 34.01537785046761, -118.2654251882558 34.01536985069168, -118.2672581881106 34.01620685057012, -118.2694231887535 34.01719385027464, -118.2699421886537 34.01637985070169, -118.2704221887659 34.01562785058548, -118.2709311888445 34.01488985004216, -118.2720191884733 34.01317584982166, -118.2728291892132 34.01190084949674, -118.2728271885082 34.01114184981322, -118.272268188609 34.01114384947406, -118.2716391886672 34.01114584993668, -118.2712591883605 34.0111468496574, -118.270452187961 34.01114984965144, -118.2702421878797 34.01114985030242, -118.2692631877047 34.01115284957038, -118.269120187817 34.01115385004076, -118.2679591881611 34.01115685040964, -118.266343187929 34.01368585018908, -118.2663021877007 34.01374985091626, -118.2658221873781 34.01450185073505, -118.2652641873681 34.01537785046761))",06037228410,228410,06,037,Los Angeles County,California,3226,18,0.558,187,5.797,0,0.0,3021,93.645,26.0,104.0,132.0,775.0,228410,06,037,Los Angeles County,California,3517,69,1.962,43,1.223,13,0.37,3392,96.446,78.0,37.0,21.0,366.0,-77,283,12,0,True,0,2
26,601802,"POLYGON ((-118.3439141948893 33.94183783810987, -118.3439741952515 33.94183883808093, -118.3443171945929 33.94183483831434, -118.3444501946917 33.94183283849208, -118.3456611957235 33.9418188376126, -118.3482591956108 33.94181983790715, -118.3504261959518 33.941816838014, -118.3520101960813 33.94181783806331, -118.3520911963301 33.94181783781884, -118.3525231959856 33.94181983759066, -118.3527091966132 33.94182083808669, -118.3532271960754 33.94182283802868, -118.3537701963571 33.94182483723991, -118.353898196442 33.94182583743681, -118.3548271973782 33.94182783722803, -118.3558851969036 33.94183083762739, -118.356685197246 33.94183283767975, -118.3569731969115 33.94183283752355, -118.3569681972872 33.94129183721512, -118.3569701965831 33.93934483702909, -118.3569671974088 33.93820683746431, -118.3559141969006 33.9381968369974, -118.355874197072 33.93819783673176, -118.3548221961717 33.93820083731242, -118.3537601966473 33.93820383731082, -118.3532241960095 33.93820483683403, -118.3526951957966 33.93820483714933, -118.3525021962829 33.93820483707188, -118.3513871960394 33.93820583716614, -118.3510271961584 33.93820583707879, -118.3504371958202 33.93820983741421, -118.3503611961922 33.93820983735639, -118.3497951962384 33.93821283715284, -118.349379195583 33.93821583707373, -118.3482331956636 33.93822383775726, -118.3479681949409 33.93822583775357, -118.3471641955596 33.93822083719001, -118.3460691950647 33.9382138376812, -118.3454461945592 33.93820983783024, -118.3453631944321 33.9382108373381, -118.3453301950006 33.93821083807632, -118.3449231949168 33.9382118378369, -118.3446531951043 33.9382128378419, -118.343897194693 33.9382168378192, -118.343899194942 33.9387958380453, -118.3438991943652 33.93910083780302, -118.3438981943614 33.93980083772946, -118.3439001947455 33.94000383765749, -118.3439071950364 33.94080483803405, -118.3439081947407 33.94092083815327, -118.3439141948893 33.94183783810987))",06037601802,601802,06,037,Los Angeles County,California,4311,218,5.057,198,4.593,0,0.0,3895,90.35,159.0,113.0,132.0,426.0,601802,06,037,Los Angeles County,California,4018,76,1.891,8,0.199,0,0.0,3928,97.76,64.0,13.0,12.0,392.0,-95,-65,0,0,True,0,2
30,602700,"POLYGON ((-118.3089471885237 33.93090683908907, -118.3090331882181 33.93090783849093, -118.3091221880946 33.93090883915597, -118.3098991886251 33.93091483867792, -118.3101071882284 33.9309078391333, -118.3105581889861 33.93090783875617, -118.3107021889063 33.93091283910302, -118.3112231882802 33.93091183908324, -118.3117161884579 33.93092583843649, -118.3119311885941 33.93092083886691, -118.3123071885458 33.93092583917111, -118.3125111885135 33.93092783854413, -118.3134041886627 33.93091683840979, -118.3141331896725 33.93091983865308, -118.3143681894624 33.93091283895067, -118.3166731893145 33.9309098388491, -118.3168291898115 33.93090983837441, -118.3168521891733 33.93091083813775, -118.3171771896799 33.9309098386026, -118.3177651895475 33.9309058384443, -118.3183061902471 33.93090383826409, -118.3188391902609 33.93090083808801, -118.3194571896144 33.93089683870547, -118.3206211901126 33.93089383783313, -118.3216901907229 33.93089983840363, -118.3221091908005 33.93090283809043, -118.3221101901317 33.93080183850987, -118.3221111901947 33.93057583802247, -118.3220841902852 33.92904483824901, -118.326259191269 33.92909783741496, -118.3264321911009 33.92909983759565, -118.3264341909347 33.92879283778433, -118.3262661913289 33.92878883802055, -118.3257461907482 33.92879383732992, -118.3255221913343 33.92879583778597, -118.325528190776 33.92857683764966, -118.3255541908549 33.92671983782446, -118.3256611906036 33.92674883762263, -118.3257741904159 33.92675083758645, -118.3260831909616 33.92672383742995, -118.3264391906861 33.92677383738189, -118.3264391913799 33.92653083775978, -118.3264421912865 33.92614383763295, -118.3264441908665 33.92586483744597, -118.3264411909712 33.9257338369372, -118.3264431912323 33.92555383766216, -118.3264441910091 33.92541183764776, -118.3264461905614 33.92521583722312, -118.3264481907302 33.92501083688217, -118.3264561902817 33.92428883756143, -118.3264571906592 33.92414283749737, -118.3264571911235 33.92399583674579, -118.326457190323 33.92393983676314, -118.3264571905911 33.92387883692412, -118.3264581907549 33.92373583713859, -118.3265181904617 33.92373783743544, -118.3265091902555 33.922889836712, -118.3265011906277 33.92233383701704, -118.326501190095 33.92129983662166, -118.3265001900536 33.92070983690454, -118.3265031905632 33.92006083696543, -118.326501190807 33.91971383678637, -118.3265021906512 33.91951083702823, -118.3265081897887 33.91880383670974, -118.3265071897092 33.91847083633084, -118.3265161896527 33.91799283663668, -118.3265161903727 33.9171898367693, -118.3265131899186 33.91645083614063, -118.3263311895429 33.91645283622986, -118.3258981899068 33.91645483681565, -118.3258321904745 33.91645583648344, -118.325759189958 33.91645783679055, -118.3256951899343 33.91645883639031, -118.3250751897367 33.91647483663881, -118.3244041896579 33.91647183609148, -118.3237591900396 33.91646783612955, -118.3229621892031 33.91647183621154, -118.3219111887997 33.91646583632081, -118.3212601888967 33.91647083621565, -118.3210521887594 33.91646783645721, -118.320434189309 33.91647083638917, -118.320242188904 33.91646983646369, -118.3197361893533 33.91646783654154, -118.3191451887895 33.91646283657764, -118.3184611886908 33.91646283673511, -118.3177901885393 33.91645883655236, -118.3174531886924 33.91646483687474, -118.3171261885678 33.91646583715032, -118.3156251886447 33.91646283680417, -118.3153121882586 33.91646083671056, -118.3150001876237 33.9164578370091, -118.3146301883632 33.91645583710014, -118.3142591883007 33.9164548366507, -118.3139251880685 33.91645683726414, -118.3137281875773 33.91645783685844, -118.3124851879837 33.91645283753148, -118.3101451873464 33.91646383704006, -118.3099901876123 33.91646283739294, -118.3091601876646 33.91644883757268, -118.3090841868824 33.91644783700942, -118.3090091867947 33.91644783722889, -118.3090181874217 33.91741483757789, -118.3090261871571 33.91834583733815, -118.3090261874354 33.91858783776306, -118.3090201869777 33.91927083735763, -118.309015187901 33.9198638380417, -118.3090131877802 33.92022583730553, -118.3090061879716 33.92214583813657, -118.3090051874896 33.92245283835982, -118.3089981874451 33.92302383814152, -118.3089981874445 33.92308483794177, -118.309055187171 33.92308383811523, -118.3090561871931 33.9236678381352, -118.3090591878345 33.92388383824886, -118.3090661876289 33.92403883822706, -118.3090701875373 33.92459083822933, -118.3090671877673 33.92500283781928, -118.3090661878631 33.92515483821197, -118.3090621879135 33.92545283817739, -118.3090631876347 33.92564383788363, -118.3090641873637 33.9258348384946, -118.3090671874722 33.92629783818949, -118.3090551882337 33.92713283885439, -118.3090571884288 33.92725583857163, -118.3089881884958 33.92733883841487, -118.3089731885327 33.92874583866449, -118.3089741877694 33.92926083901201, -118.3089471885237 33.93090683908907))",06037602700,602700,06,037,Los Angeles County,California,3499,151,4.316,2690,76.879,114,3.258,400,11.432,145.0,400.0,80.0,155.0,602700,06,037,Los Angeles County,California,3737,84,2.248,2086,55.82,234,6.262,1133,30.318,53.0,358.0,131.0,344.0,-22,-44,183,105,True,0,2
47,228600,"POLYGON ((-118.256491184901 34.00394284983936, -118.2564941857351 34.00484984994403, -118.2564971853675 34.00575784989719, -118.2565001852492 34.00666485010647, -118.2587771857962 34.00665084998978, -118.2608761861523 34.0066378498904, -118.2652501867276 34.00660684948647, -118.2652481872982 34.00570285008471, -118.2652451868458 34.00479584994356, -118.2652411874117 34.00388784955, -118.2652371864942 34.002520848848, -118.265234187227 34.00160184954869, -118.2652311861477 34.00069284915287, -118.260858186131 34.00073284912239, -118.26075918589 34.00079584906229, -118.2591071856302 34.00080584934931, -118.2564801855689 34.00082184984314, -118.2564811847876 34.00110984975922, -118.2564831856522 34.00183184931603, -118.2564841852935 34.00205284950916, -118.2564871851354 34.0028878498908, -118.2564871858697 34.00299585021681, -118.256491184901 34.00394284983936))",06037228600,228600,06,037,Los Angeles County,California,4915,0,0.0,752,15.3,0,0.0,4153,84.496,132.0,323.0,132.0,641.0,228600,06,037,Los Angeles County,California,4973,17,0.342,306,6.153,8,0.161,4435,89.182,20.0,134.0,9.0,522.0,-59,0,6,0,True,0,2
48,229200,"POLYGON ((-118.2564631848535 33.99584284938744, -118.2564641847261 33.99596184888038, -118.2564651844517 33.99664084926938, -118.2564671844553 33.99712484897075, -118.2564691852988 33.99763384894479, -118.2564701846654 33.99801484947996, -118.2564721844667 33.99847084958186, -118.256473184509 33.99892484952897, -118.2564741846228 33.99930784968242, -118.2564761849497 33.99983784991394, -118.2564781851721 34.00029784924503, -118.2564791855412 34.00056184958068, -118.2564801855689 34.00082184984314, -118.2591071856302 34.00080584934931, -118.26075918589 34.00079584906229, -118.260858186131 34.00073284912239, -118.2652311861477 34.00069284915287, -118.2652301861635 33.99977484896719, -118.2652271861183 33.99882684858325, -118.2652261864831 33.99864284896098, -118.2652251866161 33.9984208490447, -118.2652231866143 33.99757084891804, -118.2652191866116 33.99658184848726, -118.2652171865283 33.99574784877395, -118.2608431854123 33.99577584891453, -118.260743185818 33.9958038491886, -118.2586481848858 33.99582284856082, -118.2564631848535 33.99584284938744))",06037229200,229200,06,037,Los Angeles County,California,4912,42,0.855,1261,25.672,0,0.0,3575,72.781,52.0,304.0,132.0,873.0,229200,06,037,Los Angeles County,California,4656,20,0.43,737,15.829,48,1.031,3851,82.71,28.0,290.0,38.0,432.0,-41,-52,7,0,True,0,2
54,231710,"POLYGON ((-118.2871391904685 34.00371984804231, -118.2871441910888 34.00461884860623, -118.2871791901714 34.00538284875131, -118.2871831905182 34.0055158480728, -118.2872001902012 34.006207848117, -118.2872051909536 34.00643584816434, -118.2872201913011 34.00703184830089, -118.2872221910677 34.00738184857559, -118.2872241910912 34.00780984823015, -118.287226190755 34.00828884828588, -118.2872281910066 34.00871784866086, -118.2872301908977 34.00919784853834, -118.2872321908226 34.00962484844525, -118.2872341911274 34.01010684884113, -118.2872361907285 34.01053184918118, -118.2872391910339 34.01107684877584, -118.2900051914854 34.01093484860463, -118.290118191803 34.01092884873915, -118.2908281918834 34.01089284866368, -118.2915511914815 34.01086884842532, -118.2915511920755 34.010217848855, -118.2915511916334 34.00996284865388, -118.291551191965 34.00911284830822, -118.2915521914754 34.00826284829788, -118.2915521912435 34.00731384844679, -118.2915521919018 34.00640084849974, -118.2915531917958 34.00549284787246, -118.2915531915019 34.00457584794776, -118.2915541917876 34.00367884787616, -118.2900141911355 34.00369284821924, -118.2896571910857 34.00369684825593, -118.2889981909788 34.00370284821433, -118.2878001901367 34.00371384805784, -118.2871391904685 34.00371984804231))",06037231710,231710,06,037,Los Angeles County,California,4785,0,0.0,963,20.125,0,0.0,3781,79.018,132.0,211.0,132.0,463.0,231710,06,037,Los Angeles County,California,3893,19,0.488,451,11.585,2,0.051,3339,85.769,31.0,229.0,5.0,472.0,-53,0,-11,0,True,0,2
56,236400,"POLYGON ((-118.3516452017882 34.01189384578768, -118.3523092022783 34.01190284511748, -118.353321202279 34.01231684514514, -118.3554002022581 34.01282684569834, -118.3554582027739 34.01248484498676, -118.3555012029193 34.01231984545196, -118.3555652027028 34.01213084569186, -118.3556452024373 34.01194584482906, -118.3557412030409 34.01176584533096, -118.3558512026513 34.01159184474507, -118.3559432024017 34.0114658450669, -118.356078202334 34.01130384475344, -118.3561862031143 34.01118984484455, -118.3565122032077 34.01086284462031, -118.3569052029084 34.01046984538023, -118.357036202991 34.01031784478516, -118.3571542025885 34.01015884516596, -118.3572592027567 34.00999384455274, -118.3573502032779 34.00982284503943, -118.3574262027888 34.00964684491361, -118.3574872023964 34.00946684490007, -118.3575332032112 34.00928384481644, -118.3575552030629 34.00914984460601, -118.3575642031616 34.00909784468633, -118.3575792029834 34.0089118450725, -118.3575782028349 34.00872484437987, -118.3575632024817 34.00855184446903, -118.3574772028588 34.00783684444298, -118.3574702031049 34.0076398446224, -118.3574782027819 34.00744384435286, -118.3575042026005 34.00724784486232, -118.3575452025888 34.00705484450174, -118.3590622024825 34.00200884430345, -118.3590912021088 34.00191184348719, -118.3591172021215 34.00178984403332, -118.3591352029481 34.00163584420944, -118.3591372018864 34.00148184422103, -118.3591222021308 34.00132684363189, -118.3590922028931 34.00117484379075, -118.3590452028539 34.00102484363092, -118.3589822022355 34.00087784356109, -118.3589232021237 34.00076584340164, -118.3587452019252 34.00049284377832, -118.3584472026403 33.99992284406704, -118.3583522020017 33.99970984392012, -118.3582712020392 33.99949384331837, -118.358203202503 33.99927484345542, -118.3581492023673 33.99905284409325, -118.358121202555 33.99890484360635, -118.3578832019139 33.99747484353059, -118.3578202018142 33.99716984341065, -118.3578172014573 33.99714984374397, -118.3578012022914 33.99715584308198, -118.3576982020767 33.99722884330455, -118.3576362013639 33.99725084318544, -118.3575612015751 33.99728284345818, -118.3574432020215 33.99734184386331, -118.3574172021319 33.99735484340218, -118.3572842020146 33.99743984313232, -118.3571812016407 33.99751984329549, -118.3571222021826 33.99757384376247, -118.3570872018992 33.99760584346915, -118.3570542015372 33.99764284344621, -118.3569862014045 33.99771884347268, -118.3569002022383 33.99783884358666, -118.356830201335 33.99796584360043, -118.3567842014421 33.99807684348296, -118.3567442016519 33.99821284397912, -118.3565512018739 33.99938084379816, -118.356529202169 33.99949584399383, -118.3564812018378 33.99968184348064, -118.3564172021684 33.99986484392969, -118.3563592012984 33.99999984358045, -118.3562692016546 34.00017584370792, -118.3561642018059 34.00034484347899, -118.3560462018773 34.00050884376008, -118.3559482020934 34.00062584405618, -118.3558062015531 34.00077584379942, -118.355652202311 34.00091784429557, -118.3554872014393 34.00104984386861, -118.3552662014468 34.00120084374505, -118.3548022016691 34.00150184405366, -118.3545382021194 34.00168784379856, -118.3542862013764 34.0018858440754, -118.3540922013758 34.00205484453154, -118.353970201777 34.00216584452703, -118.3537802015497 34.00235284442643, -118.3520492011451 34.00407184433514, -118.3518582015123 34.00423584427565, -118.3516862014807 34.00436184493768, -118.3515502017991 34.0044498446661, -118.3513612017108 34.00455784483787, -118.3512132018427 34.00463084429592, -118.3510612016609 34.00469784470408, -118.3509052013199 34.00475784444636, -118.3506922008218 34.00482784441683, -118.350528201571 34.0048718449129, -118.3503622016343 34.00490884520022, -118.3500812007491 34.00495384459362, -118.3499102012595 34.00497084478362, -118.3497392007522 34.00497984455293, -118.3495672009127 34.00498284458449, -118.3492812008955 34.00496984491175, -118.3491112005307 34.00495184456803, -118.3489412013731 34.00492684449939, -118.3473722008647 34.00465884503373, -118.3469482005649 34.00458584522458, -118.3466062007132 34.00453984460203, -118.3462622009575 34.00450984460159, -118.3459162004143 34.00449384471231, -118.3456992002721 34.00449184480244, -118.3426021999953 34.00450384546571, -118.3424291997449 34.00451084546838, -118.3423141996729 34.00451984531004, -118.3420841994303 34.00454684554209, -118.3419151996814 34.00457684502693, -118.3416911999179 34.004627845176, -118.3415272002078 34.00467384564501, -118.3412601993453 34.00476684544633, -118.3412371993221 34.00477684533863, -118.341054199677 34.00485484550384, -118.3408561993369 34.00495484542457, -118.3406671995742 34.00506684512654, -118.3400681991022 34.00546984509432, -118.3399741993835 34.00552984529849, -118.3397361996351 34.00566284566525, -118.3395871996862 34.00573484557533, -118.3395241996134 34.00576084534347, -118.3394331991638 34.00579984545946, -118.3392451991073 34.00586884524257, -118.3393471998928 34.0059638457346, -118.3401791992507 34.00673884537181, -118.3403011992563 34.00684284547335, -118.3404721996407 34.00697184550955, -118.3406071993898 34.00706284552999, -118.3407971992667 34.00717384563026, -118.3409941998942 34.00727384591774, -118.3410961995769 34.00731984587919, -118.3412442000492 34.00737884559543, -118.3414672002132 34.00745484589149, -118.3415762002299 34.00748684561337, -118.3417991999227 34.00754084525441, -118.3420251995171 34.00758184583268, -118.3422542002295 34.00760884572721, -118.342485200376 34.00762284575701, -118.342716200421 34.00762384527704, -118.3428321997029 34.0076188459209, -118.343111200643 34.00759384522974, -118.3427942007552 34.00835584586778, -118.3427022002357 34.00854884530995, -118.342607200336 34.00871584584669, -118.34348720062 34.00914084600275, -118.3436772002062 34.00924784602534, -118.3437282005022 34.00927984577067, -118.3439032006347 34.0093978453561, -118.3443602007836 34.00973884543167, -118.3445882008588 34.00988484580927, -118.3446052004733 34.00989384593861, -118.3447812007012 34.0099888460669, -118.3449832004643 34.01008184596351, -118.3451022002407 34.01013084565469, -118.3456162009442 34.01032084564677, -118.3466582006021 34.0107058456577, -118.3477002012219 34.01109084572219, -118.3487752010119 34.01148784543325, -118.349439201354 34.01173184544812, -118.3496412016721 34.01179084536474, -118.3498492018907 34.01183584571272, -118.3498832017592 34.0118408453198, -118.350061201597 34.01186484545448, -118.3502752020867 34.01187884565869, -118.3505552018484 34.01187284538796, -118.3509172017531 34.01185084553861, -118.3511472016938 34.01184984579226, -118.3513772020703 34.01186184568163, -118.3516052022493 34.01188784542347, -118.3516452017882 34.01189384578768))",06037236400,236400,06,037,Los Angeles County,California,4634,74,1.597,4201,90.656,38,0.82,98,2.115,68.0,529.0,56.0,84.0,236400,06,037,Los Angeles County,California,4500,359,7.978,3557,79.044,27,0.6,410,9.111,174.0,341.0,38.0,302.0,-15,385,318,-28,True,0,2
57,236202,"POLYGON ((-118.3524152033836 34.0215178461736, -118.3556272030974 34.02153684647531, -118.3555742036129 34.0183208459633, -118.3554912033561 34.01824184581395, -118.3554002022581 34.01282684569834, -118.353321202279 34.01231684514514, -118.3523092022783 34.01190284511748, -118.3516452017882 34.01189384578768, -118.351484202036 34.012250845845, -118.3514062024418 34.01245784537391, -118.3513502017548 34.01264084517533, -118.3513012022689 34.01284584537061, -118.3512772020285 34.01297684545776, -118.3512522022849 34.01317384592405, -118.3512372019338 34.01343884591579, -118.3512472016735 34.01405384576054, -118.3512362023438 34.01431184545459, -118.3512092020216 34.01458484540355, -118.3511752020955 34.01478784560179, -118.3511182023573 34.01504184559434, -118.3510462016822 34.01529384541846, -118.3506952018858 34.01632084590918, -118.3506532027295 34.01644584620517, -118.3505792021985 34.01670384585383, -118.35052120217 34.01696584597192, -118.35047220183 34.0172808461949, -118.3504512027048 34.01758984656121, -118.3504452025119 34.01827584626688, -118.3504422024462 34.01867484654428, -118.3504302023708 34.01872584584208, -118.3504202027633 34.01874884588571, -118.3503842024474 34.01879684603433, -118.3503562020366 34.01882184652923, -118.3503272020898 34.01884084662196, -118.3502772018947 34.0188648462339, -118.3502072025726 34.01891084621496, -118.3501712022509 34.01894284592378, -118.3494392025892 34.01974984606201, -118.349779202768 34.01985884638638, -118.3524152033836 34.0215178461736))",06037236202,236202,06,037,Los Angeles County,California,5687,132,2.321,3193,56.146,46,0.809,2103,36.979,115.0,626.0,53.0,489.0,236202,06,037,Los Angeles County,California,5672,229,4.037,2279,40.18,199,3.508,2780,49.013,207.0,414.0,151.0,608.0,-28,73,32,332,True,0,2
58,234200,"POLYGON ((-118.3283471989747 34.02134184761967, -118.3292771990959 34.0215458479638, -118.3295601992389 34.02159184802495, -118.329911199028 34.02164084761678, -118.3301471988079 34.02168584782811, -118.3304931992037 34.02176084782994, -118.3308321992142 34.02184784737116, -118.3310151991484 34.02189884746822, -118.331326199724 34.02196984810346, -118.33325219966 34.02235984808978, -118.3351101998365 34.02268084794433, -118.3351101997348 34.02252884712131, -118.3351102002044 34.02241484763039, -118.3351101996435 34.02143984735322, -118.3351102001121 34.01989884714204, -118.3351092000564 34.018225846815, -118.3348952002025 34.01822784709044, -118.3348952000322 34.01642484705239, -118.3348941992393 34.01461284639658, -118.3348971991321 34.01183684640664, -118.3351081994913 34.01168784635916, -118.3351081994427 34.01092984594781, -118.3341161993398 34.01092384660591, -118.3337841992935 34.0109208461991, -118.3326231985837 34.01091484653827, -118.3314181989147 34.0109068460454, -118.3302141983536 34.01089984681455, -118.329530198694 34.01089584626602, -118.3290521984304 34.01089284639541, -118.3280951977345 34.01088684639871, -118.327088197726 34.01088084629855, -118.3270891976006 34.01460484755805, -118.3270901985807 34.01825984739703, -118.3275271981956 34.01968084766032, -118.3275361982373 34.01971784729881, -118.3273601984491 34.02025984798721, -118.3272911986759 34.02046584820796, -118.3271631988315 34.0208448479527, -118.3271591987765 34.02106684809033, -118.3283471989747 34.02134184761967))",06037234200,234200,06,037,Los Angeles County,California,2980,35,1.174,2442,81.946,301,10.101,172,5.772,32.0,355.0,83.0,137.0,234200,06,037,Los Angeles County,California,2359,166,7.037,1801,76.346,158,6.698,130,5.511,74.0,186.0,90.0,109.0,-26,374,-24,-47,True,0,2
