,geoid,tract,state,county,place_name,state_name,universe,white_alone,white_pct,black_alone,black_pct,asian_alone,asian_pct,latino_alone,latino_pct
5227,06037106114,106114,06,037,Los Angeles County,California,6346,420,6.618,195,3.073,167,2.632,5555,87.535
5229,06037650101,650101,06,037,Los Angeles County,California,5750,1075,18.696,93,1.617,3109,54.07,985,17.13
5230,06037297601,297601,06,037,Los Angeles County,California,2706,1424,52.624,218,8.056,46,1.7,657,24.279
5232,06037231900,231900,06,037,Los Angeles County,California,5271,118,2.239,559,10.605,21,0.398,4441,84.253
5238,06037401901,401901,06,037,Los Angeles County,California,4025,1780,44.224,221,5.491,980,24.348,784,19.478
5240,06037602802,602802,06,037,Los Angeles County,California,4514,36,0.798,2986,66.15,26,0.576,1380,30.572
5242,06037600201,600201,06,037,Los Angeles County,California,4673,124,2.654,1689,36.144,0,0.0,2847,60.924
5244,06037115302,115302,06,037,Los Angeles County,California,4364,484,11.091,309,7.081,392,8.983,3117,71.425
5249,06037271400,271400,06,037,Los Angeles County,California,3728,2575,69.072,63,1.69,384,10.3,569,15.263
5252,06037143200,143200,06,037,Los Angeles County,California,4295,2592,60.349,400,9.313,206,4.796,802,18.673
5260,06037214700,214700,06,037,Los Angeles County,California,2625,1985,75.619,72,2.743,159,6.057,274,10.438
5262,06037271500,271500,06,037,Los Angeles County,California,3174,2008,63.264,66,2.079,425,13.39,542,17.076
5266,06037431600,431600,06,037,Los Angeles County,California,4202,824,19.61,54,1.285,2691,64.041,443,10.543
5267,06037601900,601900,06,037,Los Angeles County,California,5124,39,0.761,1059,20.667,10,0.195,3950,77.088
5270,06037481101,481101,06,037,Los Angeles County,California,4391,427,9.724,50,1.139,1915,43.612,1897,43.202
5281,06037192510,192510,06,037,Los Angeles County,California,3796,246,6.481,37,0.975,1307,34.431,2189,57.666
5284,06037228310,228310,06,037,Los Angeles County,California,4533,6,0.132,120,2.647,0,0.0,4380,96.625
5287,06037433601,433601,06,037,Los Angeles County,California,5209,176,3.379,0,0.0,3219,61.797,1773,34.037
5291,06037620102,620102,06,037,Los Angeles County,California,3728,2536,68.026,15,0.402,181,4.855,691,18.535
5292,06037211122,211122,06,037,Los Angeles County,California,3380,635,18.787,190,5.621,1235,36.538,1298,38.402
5296,06037141500,141500,06,037,Los Angeles County,California,2948,2395,81.242,52,1.764,234,7.938,244,8.277
5297,06037533902,533902,06,037,Los Angeles County,California,4000,84,2.1,0,0.0,0,0.0,3916,97.9
5304,06037554515,554515,06,037,Los Angeles County,California,3784,688,18.182,309,8.166,2153,56.897,362,9.567
5307,06037405203,405203,06,037,Los Angeles County,California,3808,317,8.325,36,0.945,707,18.566,2734,71.796
5310,06037211202,211202,06,037,Los Angeles County,California,2500,166,6.64,136,5.44,533,21.32,1647,65.88
5311,06037542700,542700,06,037,Los Angeles County,California,5977,56,0.937,1277,21.365,3,0.05,4606,77.062
5313,06037192001,192001,06,037,Los Angeles County,California,2357,1682,71.362,190,8.061,186,7.891,198,8.401
5317,06037930101,930101,06,037,Los Angeles County,California,61,27,44.262,0,0.0,4,6.557,18,29.508
5321,06037501600,501600,06,037,Los Angeles County,California,7898,2625,33.236,110,1.393,685,8.673,4301,54.457
5326,06037137104,137104,06,037,Los Angeles County,California,2952,2093,70.901,45,1.524,183,6.199,331,11.213
5330,06037113322,113322,06,037,Los Angeles County,California,4214,1966,46.654,42,0.997,914,21.69,1159,27.504
5332,06037433402,433402,06,037,Los Angeles County,California,4582,193,4.212,0,0.0,1068,23.309,3048,66.521
5337,06037143800,143800,06,037,Los Angeles County,California,5586,3904,69.889,93,1.665,441,7.895,1045,18.707
5345,06037552200,552200,06,037,Los Angeles County,California,5633,309,5.486,344,6.107,284,5.042,4650,82.549
5349,06037209103,209103,06,037,Los Angeles County,California,3581,45,1.257,115,3.211,62,1.731,3338,93.214
5351,06037543703,543703,06,037,Los Angeles County,California,3348,307,9.17,69,2.061,905,27.031,1755,52.419
5355,06037400302,400302,06,037,Los Angeles County,California,3140,1291,41.115,57,1.815,372,11.847,1220,38.854
5361,06037910209,910209,06,037,Los Angeles County,California,4764,2203,46.243,585,12.28,585,12.28,1265,26.553
5362,06037104401,104401,06,037,Los Angeles County,California,3775,76,2.013,0,0.0,0,0.0,3699,97.987
5363,06037300800,300800,06,037,Los Angeles County,California,8070,5126,63.519,14,0.173,1401,17.361,1014,12.565
5367,06037602600,602600,06,037,Los Angeles County,California,8663,301,3.475,5564,64.227,223,2.574,1628,18.793
5370,06037139402,139402,06,037,Los Angeles County,California,2899,2386,82.304,126,4.346,140,4.829,94,3.242
5376,06037900705,900705,06,037,Los Angeles County,California,3960,1651,41.692,413,10.429,98,2.475,1495,37.753
5383,06037183402,183402,06,037,Los Angeles County,California,3192,726,22.744,28,0.877,893,27.976,1378,43.17
5384,06037910403,910403,06,037,Los Angeles County,California,2188,93,4.25,98,4.479,10,0.457,1904,87.02
5386,06037188100,188100,06,037,Los Angeles County,California,4147,1096,26.429,84,2.026,354,8.536,2349,56.643
5389,06037212900,212900,06,037,Los Angeles County,California,4631,294,6.349,246,5.312,1158,25.005,2834,61.196
5390,06037535607,535607,06,037,Los Angeles County,California,5075,50,0.985,31,0.611,0,0.0,4994,98.404
5391,06037533503,533503,06,037,Los Angeles County,California,2279,33,1.448,108,4.739,0,0.0,2133,93.594
5393,06037115301,115301,06,037,Los Angeles County,California,4524,2351,51.967,301,6.653,904,19.982,915,20.225
5406,06037241120,241120,06,037,Los Angeles County,California,5006,22,0.439,1615,32.261,0,0.0,3304,66.001
5407,06037294200,294200,06,037,Los Angeles County,California,5201,381,7.326,0,0.0,209,4.018,4593,88.31
5413,06037241110,241110,06,037,Los Angeles County,California,3416,27,0.79,986,28.864,0,0.0,2403,70.345
5414,06037185100,185100,06,037,Los Angeles County,California,6334,1756,27.723,285,4.5,848,13.388,3362,53.079
5415,06037530202,530202,06,037,Los Angeles County,California,4429,185,4.177,0,0.0,271,6.119,3973,89.704
5434,06037201110,201110,06,037,Los Angeles County,California,2329,179,7.686,8,0.343,225,9.661,1917,82.31
5436,06037980024,980024,06,037,Los Angeles County,California,258,148,57.364,18,6.977,20,7.752,46,17.829
5443,06037670416,670416,06,037,Los Angeles County,California,4213,1932,45.858,251,5.958,1470,34.892,362,8.592
5445,06037297201,297201,06,037,Los Angeles County,California,4121,859,20.844,199,4.829,296,7.183,2723,66.076
5446,06037550100,550100,06,037,Los Angeles County,California,7723,617,7.989,383,4.959,820,10.618,5894,76.317
5451,06037181000,181000,06,037,Los Angeles County,California,6277,2455,39.111,27,0.43,1603,25.538,2005,31.942
5453,06037430002,430002,06,037,Los Angeles County,California,6892,1704,24.724,695,10.084,1571,22.795,2725,39.539
5459,06037701601,701601,06,037,Los Angeles County,California,4728,3445,72.864,41,0.867,647,13.684,260,5.499
5464,06037920013,920013,06,037,Los Angeles County,California,5221,2459,47.098,183,3.505,640,12.258,1648,31.565
5467,06037620702,620702,06,037,Los Angeles County,California,7261,4518,62.223,23,0.317,1065,14.667,1192,16.416
5469,06037540000,540000,06,037,Los Angeles County,California,7184,99,1.378,225,3.132,119,1.656,6728,93.653
5470,06037502004,502004,06,037,Los Angeles County,California,4165,191,4.586,112,2.689,130,3.121,3676,88.259
5473,06037267902,267902,06,037,Los Angeles County,California,3586,2686,74.902,232,6.47,474,13.218,140,3.904
5475,06037221810,221810,06,037,Los Angeles County,California,2747,403,14.671,310,11.285,730,26.574,1275,46.414
5476,06037404703,404703,06,037,Los Angeles County,California,3348,94,2.808,15,0.448,270,8.065,2928,87.455
5477,06037127102,127102,06,037,Los Angeles County,California,5717,1348,23.579,247,4.32,239,4.181,3768,65.909
5482,06037218300,218300,06,037,Los Angeles County,California,5289,597,11.288,1440,27.226,200,3.781,2997,56.665
5486,06037273200,273200,06,037,Los Angeles County,California,3249,1595,49.092,262,8.064,53,1.631,1214,37.365
5490,06037186302,186302,06,037,Los Angeles County,California,5251,1324,25.214,134,2.552,762,14.512,2860,54.466
5493,06037462100,462100,06,037,Los Angeles County,California,5879,1088,18.507,854,14.526,357,6.072,3513,59.755
5498,06037554105,554105,06,037,Los Angeles County,California,4376,694,15.859,1124,25.686,216,4.936,2268,51.828
5500,06037224600,224600,06,037,Los Angeles County,California,3317,89,2.683,251,7.567,53,1.598,2910,87.73
5504,06037700200,700200,06,037,Los Angeles County,California,7181,5401,75.212,342,4.763,309,4.303,751,10.458
5508,06037141101,141101,06,037,Los Angeles County,California,4857,3045,62.693,508,10.459,435,8.956,661,13.609
5522,06037910402,910402,06,037,Los Angeles County,California,3765,267,7.092,430,11.421,33,0.876,2699,71.687
5523,06037701702,701702,06,037,Los Angeles County,California,3427,1522,44.412,150,4.377,399,11.643,1178,34.374
5524,06037430803,430803,06,037,Los Angeles County,California,5411,1287,23.785,0,0.0,3338,61.689,718,13.269
5525,06037920042,920042,06,037,Los Angeles County,California,7444,3024,40.623,642,8.624,963,12.937,2491,33.463
5527,06037199300,199300,06,037,Los Angeles County,California,3545,1035,29.196,46,1.298,409,11.537,2005,56.559
5529,06037143603,143603,06,037,Los Angeles County,California,2361,1665,70.521,72,3.05,229,9.699,228,9.657
5531,06037134101,134101,06,037,Los Angeles County,California,5276,1041,19.731,275,5.212,1488,28.203,2196,41.622
5535,06037550602,550602,06,037,Los Angeles County,California,4526,840,18.559,10,0.221,426,9.412,3198,70.658
5543,06037540502,540502,06,037,Los Angeles County,California,6682,180,2.694,589,8.815,46,0.688,5858,87.668
5545,06037269602,269602,06,037,Los Angeles County,California,2944,950,32.269,536,18.207,139,4.721,929,31.556
5548,06037127605,127605,06,037,Los Angeles County,California,4465,344,7.704,127,2.844,466,10.437,3385,75.812
5549,06037310800,310800,06,037,Los Angeles County,California,5224,2807,53.733,61,1.168,521,9.973,1640,31.394
5557,06037106113,106113,06,037,Los Angeles County,California,3722,497,13.353,132,3.546,296,7.953,2797,75.148
5558,06037190801,190801,06,037,Los Angeles County,California,2605,998,38.311,193,7.409,237,9.098,1145,43.954
5561,06037185202,185202,06,037,Los Angeles County,California,4088,1059,25.905,133,3.253,399,9.76,2475,60.543
5562,06037302505,302505,06,037,Los Angeles County,California,4347,1943,44.697,302,6.947,428,9.846,1595,36.692
5567,06037132002,132002,06,037,Los Angeles County,California,3413,1339,39.232,120,3.516,107,3.135,1678,49.165
5571,06037267901,267901,06,037,Los Angeles County,California,2235,1563,69.933,17,0.761,540,24.161,30,1.342
5573,06037183820,183820,06,037,Los Angeles County,California,3902,212,5.433,56,1.435,169,4.331,3403,87.212
5579,06037139600,139600,06,037,Los Angeles County,California,5019,3982,79.339,66,1.315,406,8.089,491,9.783
5585,06037601700,601700,06,037,Los Angeles County,California,5330,61,1.144,317,5.947,5,0.094,4897,91.876
5590,06037533202,533202,06,037,Los Angeles County,California,2626,30,1.142,0,0.0,7,0.267,2589,98.591
5598,06037231220,231220,06,037,Los Angeles County,California,4635,219,4.725,790,17.044,161,3.474,3415,73.679
5599,06037218600,218600,06,037,Los Angeles County,California,3193,231,7.235,857,26.84,73,2.286,1979,61.979
5600,06037462700,462700,06,037,Los Angeles County,California,5268,1427,27.088,260,4.935,962,18.261,2406,45.672
5605,06037192002,192002,06,037,Los Angeles County,California,2651,1913,72.161,136,5.13,144,5.432,247,9.317
5612,06037920020,920020,06,037,Los Angeles County,California,6929,4055,58.522,104,1.501,403,5.816,2039,29.427
5617,06037113401,113401,06,037,Los Angeles County,California,6013,1961,32.613,126,2.095,875,14.552,2862,47.597
5618,06037240300,240300,06,037,Los Angeles County,California,5214,156,2.992,1348,25.853,7,0.134,3696,70.886
5619,06037554700,554700,06,037,Los Angeles County,California,4528,262,5.786,58,1.281,639,14.112,3546,78.313
5630,06037310501,310501,06,037,Los Angeles County,California,4005,1107,27.64,230,5.743,834,20.824,1763,44.02
5631,06037920023,920023,06,037,Los Angeles County,California,2865,974,33.997,85,2.967,0,0.0,1723,60.14
5643,06037270200,270200,06,037,Los Angeles County,California,3465,623,17.98,198,5.714,184,5.31,2206,63.665
5650,06037573800,573800,06,037,Los Angeles County,California,4386,2939,67.009,9,0.205,337,7.684,701,15.983
5672,06037576700,576700,06,037,Los Angeles County,California,3920,2140,54.592,346,8.827,390,9.949,885,22.577
5674,06037277000,277000,06,037,Los Angeles County,California,5422,3815,70.361,113,2.084,747,13.777,562,10.365
5678,06037122420,122420,06,037,Los Angeles County,California,4370,707,16.178,118,2.7,281,6.43,3258,74.554
5681,06037215101,215101,06,037,Los Angeles County,California,2930,1637,55.87,217,7.406,430,14.676,481,16.416
5685,06037910705,910705,06,037,Los Angeles County,California,12653,2082,16.455,1185,9.365,395,3.122,8727,68.972
5690,06037408625,408625,06,037,Los Angeles County,California,4042,509,12.593,0,0.0,2112,52.251,1395,34.513
5696,06037575802,575802,06,037,Los Angeles County,California,5684,516,9.078,555,9.764,316,5.559,4020,70.725
5711,06037320100,320100,06,037,Los Angeles County,California,7567,475,6.277,298,3.938,30,0.396,6742,89.097
5712,06037910602,910602,06,037,Los Angeles County,California,4038,747,18.499,662,16.394,207,5.126,2363,58.519
5714,06037900506,900506,06,037,Los Angeles County,California,4458,894,20.054,1538,34.5,77,1.727,1753,39.323
5716,06037273902,273902,06,037,Los Angeles County,California,3999,3266,81.67,93,2.326,99,2.476,463,11.578
5717,06037195804,195804,06,037,Los Angeles County,California,2482,756,30.459,88,3.546,420,16.922,1155,46.535
5720,06037480303,480303,06,037,Los Angeles County,California,3856,116,3.008,81,2.101,1700,44.087,1851,48.003
5721,06037530006,530006,06,037,Los Angeles County,California,4091,539,13.175,24,0.587,814,19.897,2594,63.407
5722,06037201501,201501,06,037,Los Angeles County,California,5712,407,7.125,15,0.263,399,6.985,4866,85.189
5733,06037536103,536103,06,037,Los Angeles County,California,5610,117,2.086,7,0.125,18,0.321,5434,96.863
5735,06037604100,604100,06,037,Los Angeles County,California,7039,1362,19.349,724,10.286,592,8.41,4023,57.153
5736,06037236203,236203,06,037,Los Angeles County,California,3269,74,2.264,1924,58.856,164,5.017,890,27.225
5738,06037207502,207502,06,037,Los Angeles County,California,2827,791,27.98,169,5.978,1617,57.198,101,3.573
5741,06037104704,104704,06,037,Los Angeles County,California,4294,218,5.077,474,11.039,245,5.706,3357,78.179
5742,06037535802,535802,06,037,Los Angeles County,California,6557,347,5.292,0,0.0,0,0.0,6172,94.128
5746,06037400206,400206,06,037,Los Angeles County,California,5318,2901,54.551,159,2.99,903,16.98,1224,23.016
5748,06037542602,542602,06,037,Los Angeles County,California,5548,115,2.073,1177,21.215,9,0.162,4223,76.118
5753,06037553000,553000,06,037,Los Angeles County,California,5037,816,16.2,149,2.958,251,4.983,3759,74.628
5754,06037120105,120105,06,037,Los Angeles County,California,2857,207,7.245,42,1.47,559,19.566,2049,71.719
5755,06037432402,432402,06,037,Los Angeles County,California,6863,599,8.728,55,0.801,2364,34.446,3831,55.821
5756,06037301602,301602,06,037,Los Angeles County,California,4186,1651,39.441,97,2.317,402,9.603,1929,46.082
5762,06037229100,229100,06,037,Los Angeles County,California,5108,53,1.038,335,6.558,0,0.0,4695,91.915
5766,06037302504,302504,06,037,Los Angeles County,California,4210,2021,48.005,48,1.14,518,12.304,1493,35.463
5767,06037106645,106645,06,037,Los Angeles County,California,3425,2199,64.204,125,3.65,373,10.891,581,16.964
5769,06037294410,294410,06,037,Los Angeles County,California,5048,539,10.677,1228,24.326,781,15.471,1970,39.025
5776,06037405600,405600,06,037,Los Angeles County,California,5803,872,15.027,113,1.947,1143,19.697,3654,62.967
5777,06037213402,213402,06,037,Los Angeles County,California,4519,163,3.607,215,4.758,948,20.978,3137,69.418
5778,06037501900,501900,06,037,Los Angeles County,California,4204,991,23.573,52,1.237,55,1.308,2966,70.552
5781,06037143100,143100,06,037,Los Angeles County,California,4362,3056,70.06,269,6.167,292,6.694,533,12.219
5782,06037576801,576801,06,037,Los Angeles County,California,3917,1713,43.732,505,12.893,344,8.782,1308,33.393
5783,06037543100,543100,06,037,Los Angeles County,California,6787,77,1.135,3197,47.105,128,1.886,3342,49.241
5785,06037241002,241002,06,037,Los Angeles County,California,3956,21,0.531,1528,38.625,0,0.0,2349,59.378
5788,06037800328,800328,06,037,Los Angeles County,California,2989,2007,67.146,127,4.249,532,17.799,243,8.13
5789,06037542103,542103,06,037,Los Angeles County,California,4065,28,0.689,561,13.801,5,0.123,3451,84.895
5801,06037532302,532302,06,037,Los Angeles County,California,4869,21,0.431,26,0.534,23,0.472,4769,97.946
5806,06037273700,273700,06,037,Los Angeles County,California,2899,1944,67.058,146,5.036,94,3.242,618,21.318
5817,06037482202,482202,06,037,Los Angeles County,California,5079,45,0.886,41,0.807,3861,76.019,1121,22.071
5820,06037980033,980033,06,037,Los Angeles County,California,12,0,0.0,0,0.0,0,0.0,0,0.0
5823,06037602301,602301,06,037,Los Angeles County,California,6620,1806,27.281,258,3.897,351,5.302,3996,60.363
5826,06037670328,670328,06,037,Los Angeles County,California,4936,3253,65.904,18,0.365,995,20.158,499,10.109
5827,06037217001,217001,06,037,Los Angeles County,California,3240,2784,85.926,55,1.698,125,3.858,95,2.932
5828,06037670702,670702,06,037,Los Angeles County,California,5551,3859,69.519,54,0.973,814,14.664,577,10.395
5830,06037540201,540201,06,037,Los Angeles County,California,2072,6,0.29,59,2.847,21,1.014,1975,95.319
5834,06037300501,300501,06,037,Los Angeles County,California,3217,1710,53.155,0,0.0,805,25.023,473,14.703
5839,06037401001,401001,06,037,Los Angeles County,California,3282,2405,73.278,9,0.274,265,8.074,517,15.753
5840,06037910808,910808,06,037,Los Angeles County,California,3420,2310,67.544,18,0.526,139,4.064,661,19.327
5851,06037701801,701801,06,037,Los Angeles County,California,6779,2147,31.671,737,10.872,1206,17.79,2572,37.941
5857,06037553300,553300,06,037,Los Angeles County,California,3367,557,16.543,86,2.554,307,9.118,2376,70.567
5868,06037540203,540203,06,037,Los Angeles County,California,5792,52,0.898,715,12.345,65,1.122,4947,85.411
5870,06037702502,702502,06,037,Los Angeles County,California,4171,2162,51.834,538,12.899,654,15.68,687,16.471
5877,06037621204,621204,06,037,Los Angeles County,California,3160,2110,66.772,135,4.272,443,14.019,382,12.089
5878,06037534803,534803,06,037,Los Angeles County,California,4632,18,0.389,0,0.0,57,1.231,4504,97.237
5880,06037481604,481604,06,037,Los Angeles County,California,3750,425,11.333,42,1.12,2207,58.853,1047,27.92
5883,06037503802,503802,06,037,Los Angeles County,California,4879,1416,29.022,103,2.111,1325,27.157,1945,39.865
5884,06037209402,209402,06,037,Los Angeles County,California,3808,243,6.381,28,0.735,22,0.578,3515,92.306
5886,06037269500,269500,06,037,Los Angeles County,California,4056,3399,83.802,65,1.603,441,10.873,98,2.416
5889,06037123205,123205,06,037,Los Angeles County,California,2547,431,16.922,147,5.771,39,1.531,1918,75.304
5891,06037204700,204700,06,037,Los Angeles County,California,5271,198,3.756,0,0.0,77,1.461,4996,94.783
5893,06037123010,123010,06,037,Los Angeles County,California,4247,450,10.596,67,1.578,30,0.706,3655,86.061
5896,06037134305,134305,06,037,Los Angeles County,California,4534,245,5.404,36,0.794,275,6.065,3954,87.208
5897,06037119320,119320,06,037,Los Angeles County,California,4938,160,3.24,242,4.901,870,17.618,3632,73.552
5899,06037502401,502401,06,037,Los Angeles County,California,5254,419,7.975,38,0.723,127,2.417,4650,88.504
5901,06037132700,132700,06,037,Los Angeles County,California,5313,1726,32.486,17,0.32,424,7.98,3084,58.046
5905,06037301802,301802,06,037,Los Angeles County,California,4016,2405,59.885,52,1.295,888,22.112,553,13.77
5906,06037403801,403801,06,037,Los Angeles County,California,6624,1438,21.709,316,4.771,945,14.266,3807,57.473
5908,06037901007,901007,06,037,Los Angeles County,California,2077,1104,53.154,52,2.504,91,4.381,716,34.473
5909,06037186401,186401,06,037,Los Angeles County,California,3672,142,3.867,0,0.0,482,13.126,3041,82.816
5910,06037106648,106648,06,037,Los Angeles County,California,4393,80,1.821,17,0.387,14,0.319,4272,97.246
5914,06037203500,203500,06,037,Los Angeles County,California,3071,131,4.266,10,0.326,471,15.337,2454,79.909
5918,06037920312,920312,06,037,Los Angeles County,California,5154,3020,58.595,327,6.345,354,6.868,1155,22.41
5919,06037405900,405900,06,037,Los Angeles County,California,3876,637,16.434,165,4.257,462,11.92,2475,63.854
5920,06037113301,113301,06,037,Los Angeles County,California,2418,1573,65.054,19,0.786,351,14.516,403,16.667
5922,06037407200,407200,06,037,Los Angeles County,California,7447,348,4.673,62,0.833,410,5.506,6627,88.989
5924,06037531102,531102,06,037,Los Angeles County,California,3438,69,2.007,0,0.0,0,0.0,3359,97.702
5925,06037570603,570603,06,037,Los Angeles County,California,4938,297,6.015,2319,46.962,241,4.881,1942,39.328
5927,06037141304,141304,06,037,Los Angeles County,California,2953,2378,80.528,92,3.115,143,4.843,240,8.127
5929,06037701502,701502,06,037,Los Angeles County,California,3783,2668,70.526,112,2.961,400,10.574,399,10.547
5931,06037271600,271600,06,037,Los Angeles County,California,4755,2197,46.204,303,6.372,1431,30.095,534,11.23
5934,06037460900,460900,06,037,Los Angeles County,California,7181,637,8.871,1578,21.975,400,5.57,4411,61.426
5935,06037543802,543802,06,037,Los Angeles County,California,6667,279,4.185,678,10.169,2957,44.353,2340,35.098
5940,06037192610,192610,06,037,Los Angeles County,California,4432,459,10.356,270,6.092,447,10.086,3169,71.503
5941,06037609900,609900,06,037,Los Angeles County,California,2090,596,28.517,47,2.249,117,5.598,1223,58.517
5947,06037602200,602200,06,037,Los Angeles County,California,7829,2012,25.699,1158,14.791,529,6.757,3522,44.987
5948,06037600100,600100,06,037,Los Angeles County,California,7411,136,1.835,2605,35.15,20,0.27,4474,60.37
5949,06037542900,542900,06,037,Los Angeles County,California,3171,42,1.325,591,18.638,27,0.851,2490,78.524
5952,06037920035,920035,06,037,Los Angeles County,California,7462,2712,36.344,35,0.469,879,11.78,3715,49.786
5956,06037700502,700502,06,037,Los Angeles County,California,4313,3230,74.89,76,1.762,428,9.923,509,11.802
5961,06037702801,702801,06,037,Los Angeles County,California,5066,2286,45.124,201,3.968,876,17.292,1556,30.715
5964,06037534802,534802,06,037,Los Angeles County,California,2877,49,1.703,0,0.0,0,0.0,2806,97.532
5969,06037103200,103200,06,037,Los Angeles County,California,6285,3286,52.283,383,6.094,348,5.537,2069,32.92
5971,06037139401,139401,06,037,Los Angeles County,California,2871,2081,72.483,76,2.647,150,5.225,495,17.241
5974,06037531603,531603,06,037,Los Angeles County,California,3232,41,1.269,16,0.495,25,0.774,3045,94.214
5975,06037534001,534001,06,037,Los Angeles County,California,5384,43,0.799,0,0.0,149,2.767,5176,96.137
5977,06037236204,236204,06,037,Los Angeles County,California,2944,115,3.906,1633,55.469,38,1.291,1115,37.874
5980,06037464000,464000,06,037,Los Angeles County,California,5974,3143,52.611,183,3.063,1501,25.126,1004,16.806
5982,06037503105,503105,06,037,Los Angeles County,California,4336,589,13.584,2,0.046,359,8.28,3386,78.09
5983,06037480500,480500,06,037,Los Angeles County,California,5077,2429,47.843,66,1.3,1315,25.901,883,17.392
5991,06037206032,206032,06,037,Los Angeles County,California,5446,450,8.263,84,1.542,1251,22.971,3624,66.544
5992,06037213310,213310,06,037,Los Angeles County,California,4005,54,1.348,57,1.423,920,22.971,2974,74.257
5995,06037651304,651304,06,037,Los Angeles County,California,4677,3449,73.744,180,3.849,240,5.131,425,9.087
5997,06037131600,131600,06,037,Los Angeles County,California,4913,1494,30.409,50,1.018,546,11.113,2708,55.119
5998,06037602103,602103,06,037,Los Angeles County,California,6748,304,4.505,1357,20.11,253,3.749,4611,68.331
6001,06037406402,406402,06,037,Los Angeles County,California,2267,528,23.291,18,0.794,142,6.264,1523,67.181
6007,06037224320,224320,06,037,Los Angeles County,California,3340,98,2.934,220,6.587,45,1.347,2961,88.653
6014,06037211703,211703,06,037,Los Angeles County,California,4556,645,14.157,211,4.631,1880,41.264,1693,37.16
6015,06037980018,980018,06,037,Los Angeles County,California,0,0,,0,,0,,0,
6017,06037120030,120030,06,037,Los Angeles County,California,2500,81,3.24,113,4.52,138,5.52,2168,86.72
6021,06037197420,197420,06,037,Los Angeles County,California,3426,1032,30.123,153,4.466,378,11.033,1780,51.956
6024,06037920336,920336,06,037,Los Angeles County,California,6630,931,14.042,61,0.92,128,1.931,5335,80.468
6031,06037502601,502601,06,037,Los Angeles County,California,7084,434,6.126,6,0.085,122,1.722,6509,91.883
6033,06037540202,540202,06,037,Los Angeles County,California,7000,402,5.743,297,4.243,95,1.357,6202,88.6
6038,06037403304,403304,06,037,Los Angeles County,California,5016,765,15.251,98,1.954,3173,63.258,799,15.929
6041,06037302103,302103,06,037,Los Angeles County,California,5958,3590,60.255,41,0.688,944,15.844,1316,22.088
6042,06037405002,405002,06,037,Los Angeles County,California,3106,84,2.704,15,0.483,369,11.88,2638,84.932
6046,06037122410,122410,06,037,Los Angeles County,California,3571,540,15.122,147,4.116,175,4.901,2654,74.321
6051,06037980023,980023,06,037,Los Angeles County,California,0,0,,0,,0,,0,
6053,06037576001,576001,06,037,Los Angeles County,California,5456,2159,39.571,729,13.361,1589,29.124,793,14.534
6054,06037211410,211410,06,037,Los Angeles County,California,2709,316,11.665,121,4.467,1341,49.502,784,28.941
6055,06037531502,531502,06,037,Los Angeles County,California,3403,13,0.382,0,0.0,62,1.822,3328,97.796
6058,06037533103,533103,06,037,Los Angeles County,California,3156,68,2.155,0,0.0,53,1.679,3035,96.166
6059,06037237300,237300,06,037,Los Angeles County,California,5080,124,2.441,2983,58.72,155,3.051,1802,35.472
6061,06037920102,920102,06,037,Los Angeles County,California,5610,2797,49.857,239,4.26,394,7.023,1984,35.365
6063,06037311100,311100,06,037,Los Angeles County,California,4064,1891,46.531,44,1.083,649,15.969,1243,30.586
6064,06037124105,124105,06,037,Los Angeles County,California,2645,802,30.321,150,5.671,183,6.919,1485,56.144
6065,06037482600,482600,06,037,Los Angeles County,California,6714,422,6.285,0,0.0,4834,71.999,1307,19.467
6073,06037620701,620701,06,037,Los Angeles County,California,6654,4496,67.568,123,1.849,731,10.986,897,13.481
6075,06037218210,218210,06,037,Los Angeles County,California,3763,377,10.019,586,15.573,190,5.049,2610,69.36
6086,06037543321,543321,06,037,Los Angeles County,California,5806,538,9.266,3589,61.815,607,10.455,811,13.968
6091,06037294620,294620,06,037,Los Angeles County,California,4540,119,2.621,83,1.828,6,0.132,4313,95.0
6092,06037221402,221402,06,037,Los Angeles County,California,2857,208,7.28,575,20.126,431,15.086,1578,55.233
6096,06037228100,228100,06,037,Los Angeles County,California,5120,0,0.0,466,9.102,0,0.0,4654,90.898
6097,06037670201,670201,06,037,Los Angeles County,California,3825,2334,61.02,21,0.549,929,24.288,398,10.405
6100,06037464100,464100,06,037,Los Angeles County,California,7370,2601,35.292,54,0.733,3502,47.517,989,13.419
6108,06037205110,205110,06,037,Los Angeles County,California,3916,66,1.685,11,0.281,127,3.243,3712,94.791
6113,06037239310,239310,06,037,Los Angeles County,California,4043,100,2.473,472,11.674,0,0.0,3465,85.704
6115,06037503601,503601,06,037,Los Angeles County,California,4202,1296,30.842,242,5.759,376,8.948,2064,49.119
6122,06037271901,271901,06,037,Los Angeles County,California,3300,1473,44.636,386,11.697,440,13.333,866,26.242
6124,06037482521,482521,06,037,Los Angeles County,California,5745,307,5.344,37,0.644,3040,52.916,2288,39.826
6125,06037189300,189300,06,037,Los Angeles County,California,3111,2316,74.446,60,1.929,470,15.108,239,7.682
6134,06037209810,209810,06,037,Los Angeles County,California,2664,274,10.285,165,6.194,341,12.8,1805,67.755
6135,06037277100,277100,06,037,Los Angeles County,California,3201,1735,54.202,157,4.905,385,12.027,621,19.4
6153,06037701602,701602,06,037,Los Angeles County,California,4019,2635,65.564,122,3.036,309,7.688,799,19.881
