,geoid,tract,state,county,place_name,state_name,universe,white_alone,white_pct,black_alone,black_pct,asian_alone,asian_pct,latino_alone,latino_pct,white_alone_moe,black_alone_moe,asian_alone_moe,latino_alone_moe
3560,06037127520,127520,06,037,Los Angeles County,California,3872,202,5.217,314,8.11,157,4.055,3192,82.438,98.0,208.0,99.0,427.0
3561,06059052511,052511,06,059,Orange County,California,5361,3711,69.222,124,2.313,1144,21.339,205,3.824,349.0,125.0,262.0,101.0
3562,06107001400,001400,06,107,Tulare County,California,5570,2730,49.013,18,0.323,0,0.0,2604,46.75,410.0,29.0,132.0,359.0
3563,06067008113,008113,06,067,Sacramento County,California,3921,2649,67.559,23,0.587,71,1.811,1037,26.447,307.0,26.0,64.0,381.0
3564,06071000824,000824,06,071,San Bernardino County,California,5372,1995,37.137,266,4.952,122,2.271,2959,55.082,335.0,131.0,108.0,618.0
3565,06013347000,347000,06,013,Contra Costa County,California,5893,4708,79.891,0,0.0,547,9.282,443,7.517,336.0,132.0,142.0,222.0
3566,06013367100,367100,06,013,Contra Costa County,California,4553,334,7.336,2261,49.66,957,21.019,876,19.24,143.0,366.0,280.0,170.0
3567,06029003400,003400,06,029,Kern County,California,3735,2288,61.258,0,0.0,23,0.616,1248,33.414,343.0,132.0,26.0,475.0
3568,06037407301,407301,06,037,Los Angeles County,California,4314,172,3.987,53,1.229,625,14.488,3464,80.297,112.0,45.0,292.0,480.0
3569,06095252910,252910,06,095,Solano County,California,5611,3162,56.354,524,9.339,300,5.347,1246,22.206,258.0,149.0,132.0,311.0
3570,06073008358,008358,06,073,San Diego County,California,6725,2330,34.647,75,1.115,2547,37.874,1305,19.405,373.0,72.0,641.0,524.0
3571,06037651101,651101,06,037,Los Angeles County,California,5561,2347,42.205,89,1.6,2304,41.431,481,8.65,404.0,55.0,438.0,190.0
3572,06087101200,101200,06,087,Santa Cruz County,California,3542,2548,71.937,81,2.287,153,4.32,605,17.081,446.0,79.0,120.0,308.0
3573,06037532900,532900,06,037,Los Angeles County,California,6315,39,0.618,282,4.466,0,0.0,5994,94.917,47.0,107.0,132.0,546.0
3574,06071000808,000808,06,071,San Bernardino County,California,6103,2777,45.502,48,0.786,791,12.961,2281,37.375,479.0,75.0,484.0,547.0
3575,06037189600,189600,06,037,Los Angeles County,California,3721,2643,71.029,393,10.562,238,6.396,250,6.719,332.0,223.0,148.0,127.0
3576,06037219800,219800,06,037,Los Angeles County,California,3421,18,0.526,667,19.497,15,0.438,2701,78.954,20.0,169.0,18.0,400.0
3577,06081602800,602800,06,081,San Mateo County,California,4276,1178,27.549,71,1.66,2139,50.023,667,15.599,158.0,86.0,264.0,204.0
3578,06083003004,003004,06,083,Santa Barbara County,California,4933,2833,57.43,57,1.155,249,5.048,1686,34.178,246.0,52.0,93.0,361.0
3579,06037232600,232600,06,037,Los Angeles County,California,5960,106,1.779,1864,31.275,55,0.923,3845,64.513,148.0,303.0,63.0,540.0
3580,06037127603,127603,06,037,Los Angeles County,California,3062,610,19.922,184,6.009,0,0.0,2258,73.743,134.0,167.0,132.0,650.0
3581,06059076201,076201,06,059,Orange County,California,5559,3230,58.104,237,4.263,852,15.326,1170,21.047,273.0,244.0,178.0,313.0
3582,06101050201,050201,06,101,Sutter County,California,3575,1265,35.385,74,2.07,111,3.105,1803,50.434,259.0,71.0,100.0,424.0
3583,06059032057,032057,06,059,Orange County,California,6424,4929,76.728,33,0.514,659,10.258,743,11.566,502.0,51.0,216.0,273.0
3584,06053013900,013900,06,053,Monterey County,California,2544,950,37.343,88,3.459,166,6.525,1128,44.34,202.0,63.0,110.0,423.0
3585,06037530003,530003,06,037,Los Angeles County,California,2925,892,30.496,16,0.547,492,16.821,1518,51.897,189.0,23.0,134.0,229.0
3586,06001435103,435103,06,001,Alameda County,California,6311,2356,37.332,373,5.91,2569,40.707,685,10.854,346.0,111.0,444.0,248.0
3587,06029004402,004402,06,029,Kern County,California,5038,143,2.838,287,5.697,21,0.417,4569,90.691,199.0,212.0,45.0,598.0
3588,06037404402,404402,06,037,Los Angeles County,California,4995,387,7.748,35,0.701,496,9.93,4077,81.622,129.0,57.0,173.0,470.0
3589,06037400204,400204,06,037,Los Angeles County,California,7013,4931,70.312,296,4.221,576,8.213,1073,15.3,560.0,251.0,385.0,534.0
3590,06059088902,088902,06,059,Orange County,California,4707,653,13.873,54,1.147,2504,53.197,1470,31.23,251.0,74.0,303.0,332.0
3591,06037530901,530901,06,037,Los Angeles County,California,3855,38,0.986,0,0.0,21,0.545,3786,98.21,45.0,132.0,25.0,522.0
3592,06085511909,511909,06,085,Santa Clara County,California,8664,4458,51.454,38,0.439,3275,37.8,407,4.698,412.0,43.0,323.0,266.0
3593,06001450745,450745,06,001,Alameda County,California,5543,2363,42.63,67,1.209,2506,45.21,315,5.683,271.0,77.0,311.0,290.0
3594,06013367200,367200,06,013,Contra Costa County,California,4927,427,8.667,751,15.243,1438,29.186,2063,41.871,128.0,313.0,252.0,316.0
3595,06037910605,910605,06,037,Los Angeles County,California,3876,629,16.228,474,12.229,127,3.277,2472,63.777,228.0,163.0,74.0,591.0
3596,06037501803,501803,06,037,Los Angeles County,California,4877,441,9.042,0,0.0,124,2.543,4193,85.975,358.0,132.0,135.0,452.0
3597,06059075902,075902,06,059,Orange County,California,7336,3043,41.48,156,2.126,388,5.289,3592,48.964,446.0,139.0,306.0,967.0
3598,06065042733,042733,06,065,Riverside County,California,3137,1637,52.184,21,0.669,138,4.399,1235,39.369,367.0,27.0,124.0,357.0
3599,06075025702,025702,06,075,San Francisco County,California,3635,585,16.094,101,2.779,2144,58.982,698,19.202,165.0,117.0,394.0,161.0
3600,06111007505,007505,06,111,Ventura County,California,3232,2352,72.772,9,0.278,140,4.332,665,20.575,280.0,14.0,96.0,181.0
3601,06097151309,151309,06,097,Sonoma County,California,5029,3776,75.085,17,0.338,267,5.309,768,15.271,347.0,21.0,154.0,267.0
3602,06085507001,507001,06,085,Santa Clara County,California,6812,6168,90.546,8,0.117,324,4.756,254,3.729,407.0,13.0,128.0,104.0
3603,06037111302,111302,06,037,Los Angeles County,California,4410,2053,46.553,386,8.753,1121,25.42,726,16.463,367.0,256.0,320.0,215.0
3604,06083002808,002808,06,083,Santa Barbara County,California,6317,4828,76.429,38,0.602,177,2.802,1017,16.099,454.0,40.0,91.0,340.0
3605,06037204600,204600,06,037,Los Angeles County,California,4638,56,1.207,9,0.194,0,0.0,4564,98.404,44.0,15.0,132.0,504.0
3606,06037910201,910201,06,037,Los Angeles County,California,4042,1067,26.398,413,10.218,145,3.587,2187,54.107,173.0,226.0,142.0,495.0
3607,06073000300,000300,06,073,San Diego County,California,5108,3670,71.848,131,2.565,317,6.206,659,12.901,409.0,95.0,191.0,239.0
3608,06071010015,010015,06,071,San Bernardino County,California,4920,1851,37.622,83,1.687,0,0.0,2915,59.248,273.0,56.0,132.0,487.0
3609,06071002401,002401,06,071,San Bernardino County,California,9336,779,8.344,255,2.731,34,0.364,8099,86.75,231.0,225.0,42.0,796.0
3610,06037139503,139503,06,037,Los Angeles County,California,4919,3927,79.833,193,3.924,166,3.375,576,11.71,466.0,123.0,89.0,202.0
3611,06037532101,532101,06,037,Los Angeles County,California,6456,154,2.385,0,0.0,343,5.313,5959,92.302,115.0,132.0,182.0,497.0
3612,06037650502,650502,06,037,Los Angeles County,California,4600,2368,51.478,85,1.848,1150,25.0,765,16.63,484.0,73.0,214.0,334.0
3613,06067004006,004006,06,067,Sacramento County,California,4906,1665,33.938,1350,27.517,969,19.751,704,14.35,251.0,346.0,228.0,345.0
3614,06019004801,004801,06,019,Fresno County,California,4545,1457,32.057,165,3.63,77,1.694,2732,60.11,278.0,186.0,73.0,651.0
3615,06037106111,106111,06,037,Los Angeles County,California,4829,1310,27.128,383,7.931,155,3.21,2913,60.323,250.0,215.0,128.0,427.0
3616,06055200704,200704,06,055,Napa County,California,4302,2393,55.625,0,0.0,35,0.814,1773,41.213,356.0,132.0,102.0,445.0
3617,06047002202,002202,06,047,Merced County,California,10334,1412,13.664,317,3.068,185,1.79,8058,77.976,304.0,183.0,149.0,917.0
3618,06073008310,008310,06,073,San Diego County,California,5812,4287,73.761,0,0.0,367,6.315,1001,17.223,420.0,132.0,142.0,728.0
3619,06111980000,980000,06,111,Ventura County,California,0,0,,0,,0,,0,,132.0,132.0,132.0,132.0
3620,06037212306,212306,06,037,Los Angeles County,California,3363,82,2.438,22,0.654,1432,42.581,1827,54.326,81.0,35.0,191.0,403.0
3621,06059099406,099406,06,059,Orange County,California,4327,2990,69.101,13,0.3,482,11.139,669,15.461,379.0,20.0,144.0,291.0
3622,06067008510,008510,06,067,Sacramento County,California,4181,3066,73.332,109,2.607,629,15.044,296,7.08,349.0,129.0,158.0,157.0
3623,06037276604,276604,06,037,Los Angeles County,California,4245,2526,59.505,467,11.001,537,12.65,561,13.216,395.0,232.0,186.0,192.0
3624,06067007903,007903,06,067,Sacramento County,California,4326,3336,77.115,21,0.485,294,6.796,460,10.633,283.0,23.0,154.0,172.0
3625,06071008402,008402,06,071,San Bernardino County,California,6463,4106,63.531,173,2.677,336,5.199,1612,24.942,478.0,147.0,139.0,374.0
3626,06111004716,004716,06,111,Ventura County,California,4274,367,8.587,0,0.0,535,12.518,3302,77.258,110.0,132.0,157.0,430.0
3627,06053011204,011204,06,053,Monterey County,California,3045,269,8.834,0,0.0,305,10.016,2471,81.149,149.0,132.0,464.0,442.0
3628,06059052425,052425,06,059,Orange County,California,5433,3494,64.311,231,4.252,793,14.596,694,12.774,348.0,161.0,167.0,358.0
3629,06113010312,010312,06,113,Yolo County,California,4674,2834,60.633,188,4.022,386,8.258,1151,24.626,317.0,115.0,168.0,375.0
3630,06037209403,209403,06,037,Los Angeles County,California,3843,44,1.145,150,3.903,675,17.564,2940,76.503,32.0,141.0,143.0,398.0
3631,06067007426,007426,06,067,Sacramento County,California,2135,1219,57.096,451,21.124,145,6.792,213,9.977,293.0,303.0,120.0,215.0
3632,06037134306,134306,06,037,Los Angeles County,California,3430,753,21.953,115,3.353,737,21.487,1488,43.382,203.0,109.0,189.0,607.0
3633,06075031400,031400,06,075,San Francisco County,California,6133,475,7.745,1506,24.556,2629,42.866,1377,22.452,212.0,525.0,431.0,589.0
3634,06113011204,011204,06,113,Yolo County,California,4801,2780,57.905,0,0.0,237,4.936,1596,33.243,339.0,132.0,167.0,284.0
3635,06039000509,000509,06,039,Madera County,California,6035,3606,59.751,335,5.551,537,8.898,1501,24.872,311.0,206.0,473.0,291.0
3636,06029000504,000504,06,029,Kern County,California,4355,3189,73.226,0,0.0,35,0.804,1013,23.261,438.0,132.0,32.0,393.0
3637,06073003101,003101,06,073,San Diego County,California,3653,148,4.051,1416,38.763,66,1.807,1813,49.63,148.0,219.0,64.0,358.0
3638,06111007202,007202,06,111,Ventura County,California,4416,3610,81.748,124,2.808,256,5.797,319,7.224,292.0,87.0,116.0,156.0
3639,06037401202,401202,06,037,Los Angeles County,California,4507,2374,52.674,61,1.353,398,8.831,1568,34.79,326.0,51.0,274.0,316.0
3640,06065042508,042508,06,065,Riverside County,California,4468,1004,22.471,126,2.82,106,2.372,3131,70.076,518.0,95.0,92.0,446.0
3641,06115040301,040301,06,115,Yuba County,California,3712,1791,48.249,59,1.589,470,12.662,1116,30.065,406.0,69.0,151.0,450.0
3642,06001424002,424002,06,001,Alameda County,California,2108,441,20.92,1038,49.241,219,10.389,271,12.856,116.0,199.0,149.0,191.0
3643,06067000100,000100,06,067,Sacramento County,California,3637,2801,77.014,78,2.145,205,5.637,375,10.311,295.0,121.0,121.0,144.0
3644,06007001500,001500,06,007,Butte County,California,5300,4471,84.358,9,0.17,206,3.887,430,8.113,490.0,15.0,152.0,183.0
3645,06037191500,191500,06,037,Los Angeles County,California,5613,1090,19.419,90,1.603,985,17.549,3448,61.429,269.0,86.0,320.0,575.0
3646,06095251802,251802,06,095,Solano County,California,2411,775,32.144,632,26.213,381,15.803,580,24.056,178.0,229.0,138.0,218.0
3647,06037430701,430701,06,037,Los Angeles County,California,5503,1838,33.4,146,2.653,2656,48.265,559,10.158,263.0,169.0,411.0,228.0
3648,06065042744,042744,06,065,Riverside County,California,3569,1740,48.753,48,1.345,8,0.224,1600,44.83,473.0,57.0,15.0,652.0
3649,06037406102,406102,06,037,Los Angeles County,California,6022,1945,32.298,268,4.45,402,6.676,3242,53.836,293.0,216.0,142.0,535.0
3650,06037267800,267800,06,037,Los Angeles County,California,2919,2215,75.882,48,1.644,415,14.217,82,2.809,273.0,38.0,95.0,71.0
3651,06073011602,011602,06,073,San Diego County,California,3536,387,10.945,192,5.43,163,4.61,2764,78.167,312.0,111.0,134.0,624.0
3652,06033000701,000701,06,033,Lake County,California,4300,3428,79.721,222,5.163,14,0.326,410,9.535,605.0,130.0,24.0,296.0
3653,06053010604,010604,06,053,Monterey County,California,5983,527,8.808,68,1.137,698,11.666,4665,77.971,242.0,99.0,138.0,613.0
3654,06059099223,099223,06,059,Orange County,California,4940,845,17.105,0,0.0,2814,56.964,1212,24.534,195.0,132.0,528.0,583.0
3655,06071002301,002301,06,071,San Bernardino County,California,7896,783,9.916,588,7.447,275,3.483,6132,77.66,261.0,124.0,231.0,773.0
3656,06037535606,535606,06,037,Los Angeles County,California,2064,0,0.0,0,0.0,0,0.0,2064,100.0,132.0,132.0,132.0,177.0
3657,06037542800,542800,06,037,Los Angeles County,California,3292,0,0.0,1636,49.696,0,0.0,1629,49.484,132.0,501.0,132.0,373.0
3658,06065042206,042206,06,065,Riverside County,California,5198,2535,48.769,502,9.658,703,13.524,1245,23.952,400.0,173.0,369.0,311.0
3659,06073009802,009802,06,073,San Diego County,California,6360,3983,62.626,134,2.107,266,4.182,1671,26.274,399.0,125.0,142.0,573.0
3660,06111004505,004505,06,111,Ventura County,California,2187,240,10.974,151,6.904,346,15.821,1426,65.203,118.0,182.0,263.0,330.0
3661,06071004404,004404,06,071,San Bernardino County,California,5178,571,11.027,881,17.014,109,2.105,3580,69.139,218.0,346.0,144.0,675.0
3662,06075025600,025600,06,075,San Francisco County,California,5681,798,14.047,53,0.933,3414,60.095,999,17.585,216.0,49.0,429.0,218.0
3663,06065042745,042745,06,065,Riverside County,California,4145,2636,63.595,57,1.375,257,6.2,1081,26.08,467.0,47.0,112.0,217.0
3664,06037143902,143902,06,037,Los Angeles County,California,2717,2006,73.831,82,3.018,32,1.178,471,17.335,283.0,91.0,29.0,300.0
3665,06037534404,534404,06,037,Los Angeles County,California,3965,198,4.994,0,0.0,0,0.0,3739,94.3,121.0,132.0,132.0,437.0
3666,06059110604,110604,06,059,Orange County,California,8141,2515,30.893,157,1.929,4182,51.37,1153,14.163,403.0,122.0,550.0,305.0
3667,06061021309,021309,06,061,Placer County,California,7737,5660,73.155,133,1.719,725,9.371,972,12.563,520.0,78.0,250.0,326.0
3668,06083002005,002005,06,083,Santa Barbara County,California,4714,3445,73.08,91,1.93,159,3.373,968,20.535,317.0,118.0,96.0,388.0
3669,06071001808,001808,06,071,San Bernardino County,California,4652,1000,21.496,589,12.661,173,3.719,2656,57.094,288.0,327.0,131.0,396.0
3670,06073019905,019905,06,073,San Diego County,California,3815,2732,71.612,181,4.744,270,7.077,535,14.024,320.0,150.0,167.0,315.0
3671,06085503329,503329,06,085,Santa Clara County,California,3336,357,10.701,55,1.649,2243,67.236,518,15.528,145.0,49.0,432.0,178.0
3672,06037119001,119001,06,037,Los Angeles County,California,4084,479,11.729,20,0.49,788,19.295,2712,66.405,150.0,34.0,170.0,362.0
3673,06065042214,042214,06,065,Riverside County,California,6122,2087,34.09,660,10.781,700,11.434,2450,40.02,281.0,166.0,383.0,477.0
3674,06075021800,021800,06,075,San Francisco County,California,4297,3113,72.446,15,0.349,420,9.774,575,13.381,305.0,24.0,143.0,135.0
3675,06037121600,121600,06,037,Los Angeles County,California,2882,1121,38.897,34,1.18,706,24.497,974,33.796,211.0,50.0,125.0,330.0
3676,06065041904,041904,06,065,Riverside County,California,5061,2369,46.809,88,1.739,155,3.063,2349,46.414,339.0,84.0,102.0,424.0
3677,06001437000,437000,06,001,Alameda County,California,2918,584,20.014,127,4.352,924,31.666,1042,35.709,171.0,93.0,280.0,253.0
3678,06059062644,062644,06,059,Orange County,California,7814,6396,81.853,138,1.766,643,8.229,438,5.605,392.0,150.0,120.0,170.0
3679,06073013503,013503,06,073,San Diego County,California,5110,2872,56.204,573,11.213,95,1.859,1388,27.162,413.0,215.0,89.0,288.0
3680,06071007800,007800,06,071,San Bernardino County,California,4458,2105,47.218,274,6.146,849,19.044,1140,25.572,374.0,172.0,346.0,331.0
3681,06073003403,003403,06,073,San Diego County,California,4174,38,0.91,598,14.327,277,6.636,3199,76.641,49.0,216.0,143.0,465.0
3682,06029004401,004401,06,029,Kern County,California,7111,1038,14.597,167,2.348,202,2.841,5697,80.115,223.0,106.0,234.0,572.0
3683,06067005506,005506,06,067,Sacramento County,California,2772,1077,38.853,568,20.491,236,8.514,778,28.066,238.0,214.0,117.0,221.0
3684,06013355108,355108,06,013,Contra Costa County,California,12721,3144,24.715,2647,20.808,3020,23.74,2965,23.308,646.0,487.0,1034.0,601.0
3685,06029003813,003813,06,029,Kern County,California,7556,4817,63.751,356,4.711,572,7.57,1604,21.228,399.0,218.0,171.0,429.0
3686,06059042335,042335,06,059,Orange County,California,4868,3193,65.592,78,1.602,808,16.598,535,10.99,355.0,66.0,188.0,202.0
3687,06029002821,002821,06,029,Kern County,California,4663,2803,60.112,164,3.517,85,1.823,1334,28.608,292.0,114.0,68.0,353.0
3688,06037311400,311400,06,037,Los Angeles County,California,2423,1866,77.012,0,0.0,93,3.838,344,14.197,335.0,132.0,59.0,105.0
3689,06037119900,119900,06,037,Los Angeles County,California,4798,757,15.777,9,0.188,1097,22.864,2897,60.379,177.0,15.0,381.0,367.0
3690,06037577602,577602,06,037,Los Angeles County,California,3281,2258,68.82,221,6.736,467,14.233,286,8.717,316.0,127.0,224.0,140.0
3691,06059011707,011707,06,059,Orange County,California,6152,3411,55.445,89,1.447,1393,22.643,943,15.328,364.0,79.0,364.0,231.0
3692,06087110700,110700,06,087,Santa Cruz County,California,2856,588,20.588,0,0.0,80,2.801,2148,75.21,175.0,132.0,54.0,459.0
3693,06037271701,271701,06,037,Los Angeles County,California,5356,3269,61.034,58,1.083,1477,27.577,341,6.367,453.0,66.0,340.0,157.0
3694,06071000904,000904,06,071,San Bernardino County,California,3151,877,27.832,53,1.682,243,7.712,1949,61.853,232.0,99.0,216.0,337.0
3695,06025012200,012200,06,025,Imperial County,California,7266,89,1.225,0,0.0,85,1.17,7092,97.605,67.0,132.0,77.0,554.0
3696,06037620521,620521,06,037,Los Angeles County,California,4336,2175,50.161,365,8.418,547,12.615,1092,25.185,440.0,204.0,259.0,356.0
3697,06077005113,005113,06,077,San Joaquin County,California,5551,3275,58.998,438,7.89,138,2.486,1545,27.833,469.0,289.0,102.0,431.0
3698,06097153902,153902,06,097,Sonoma County,California,4060,1999,49.236,0,0.0,0,0.0,1942,47.833,303.0,132.0,132.0,444.0
3699,06107000402,000402,06,107,Tulare County,California,6687,1343,20.084,0,0.0,204,3.051,5009,74.907,297.0,132.0,149.0,569.0
3700,06037542200,542200,06,037,Los Angeles County,California,6981,46,0.659,1778,25.469,0,0.0,4984,71.394,34.0,298.0,132.0,821.0
3701,06073008510,008510,06,073,San Diego County,California,6344,3431,54.083,147,2.317,1039,16.378,1573,24.795,691.0,126.0,504.0,453.0
3702,06073009604,009604,06,073,San Diego County,California,3519,2414,68.599,179,5.087,347,9.861,479,13.612,260.0,149.0,199.0,222.0
3703,06097153801,153801,06,097,Sonoma County,California,9399,5309,56.485,24,0.255,336,3.575,3288,34.982,332.0,31.0,181.0,608.0
3704,06037800203,800203,06,037,Los Angeles County,California,5606,4342,77.453,286,5.102,324,5.78,608,10.846,339.0,389.0,101.0,246.0
3705,06081603100,603100,06,081,San Mateo County,California,3134,2150,68.602,92,2.936,350,11.168,306,9.764,253.0,98.0,91.0,133.0
3706,06073019503,019503,06,073,San Diego County,California,4279,1674,39.121,106,2.477,152,3.552,2295,53.634,467.0,101.0,133.0,608.0
3707,06001451403,451403,06,001,Alameda County,California,2329,999,42.894,94,4.036,420,18.033,791,33.963,316.0,136.0,249.0,237.0
3708,06037218500,218500,06,037,Los Angeles County,California,3278,55,1.678,893,27.242,28,0.854,2281,69.585,37.0,194.0,44.0,354.0
3709,06075020700,020700,06,075,San Francisco County,California,5860,3830,65.358,69,1.177,577,9.846,1084,18.498,400.0,68.0,223.0,386.0
3710,06099000803,000803,06,099,Stanislaus County,California,4409,1575,35.722,167,3.788,159,3.606,2331,52.869,405.0,137.0,78.0,560.0
3711,06023010300,010300,06,023,Humboldt County,California,3575,2993,83.72,29,0.811,13,0.364,238,6.657,274.0,30.0,11.0,106.0
3712,06067004009,004009,06,067,Sacramento County,California,5177,1945,37.57,784,15.144,1331,25.71,546,10.547,348.0,308.0,311.0,253.0
3713,06077001700,001700,06,077,San Joaquin County,California,3852,924,23.988,65,1.687,147,3.816,2716,70.509,427.0,72.0,165.0,526.0
3714,06085507002,507002,06,085,Santa Clara County,California,2781,2435,87.558,43,1.546,168,6.041,89,3.2,267.0,42.0,131.0,78.0
3715,06013307101,307101,06,013,Contra Costa County,California,4264,1931,45.286,392,9.193,223,5.23,1520,35.647,243.0,272.0,138.0,427.0
3716,06037534203,534203,06,037,Los Angeles County,California,3635,53,1.458,0,0.0,19,0.523,3563,98.019,39.0,132.0,30.0,351.0
3717,06037533107,533107,06,037,Los Angeles County,California,3435,17,0.495,0,0.0,47,1.368,3371,98.137,29.0,132.0,74.0,315.0
3718,06095253107,253107,06,095,Solano County,California,5477,3023,55.194,364,6.646,144,2.629,1616,29.505,474.0,337.0,84.0,369.0
3719,06085502102,502102,06,085,Santa Clara County,California,6661,2267,34.034,368,5.525,926,13.902,2982,44.768,256.0,213.0,234.0,548.0
3720,06085509105,509105,06,085,Santa Clara County,California,6786,3096,45.623,109,1.606,2174,32.037,1230,18.126,510.0,104.0,502.0,635.0
3721,06037134423,134423,06,037,Los Angeles County,California,3648,2767,75.85,155,4.249,469,12.856,169,4.633,306.0,221.0,171.0,162.0
3722,06065041600,041600,06,065,Riverside County,California,5688,754,13.256,0,0.0,11,0.193,4596,80.802,231.0,132.0,18.0,706.0
3723,06059063007,063007,06,059,Orange County,California,6917,5397,78.025,15,0.217,1011,14.616,466,6.737,505.0,25.0,434.0,287.0
3724,06067007018,007018,06,067,Sacramento County,California,3778,1217,32.213,605,16.014,1316,34.833,435,11.514,245.0,188.0,323.0,177.0
3725,06081606600,606600,06,081,San Mateo County,California,3334,1810,54.289,63,1.89,609,18.266,717,21.506,246.0,85.0,222.0,255.0
3726,06107001800,001800,06,107,Tulare County,California,4837,2676,55.324,0,0.0,236,4.879,1688,34.898,389.0,132.0,248.0,538.0
3727,06027000400,000400,06,027,Inyo County,California,5764,2783,48.282,0,0.0,143,2.481,1403,24.341,325.0,132.0,88.0,266.0
3728,06017030505,030505,06,017,El Dorado County,California,2088,1801,86.255,0,0.0,0,0.0,147,7.04,379.0,132.0,132.0,97.0
3729,06037104103,104103,06,037,Los Angeles County,California,3526,314,8.905,640,18.151,391,11.089,2110,59.841,139.0,177.0,159.0,359.0
3730,06037119700,119700,06,037,Los Angeles County,California,4331,1054,24.336,70,1.616,977,22.558,2078,47.98,342.0,82.0,321.0,507.0
3731,06037910715,910715,06,037,Los Angeles County,California,6730,1263,18.767,1052,15.632,313,4.651,4029,59.866,369.0,414.0,232.0,496.0
3732,06071003606,003606,06,071,San Bernardino County,California,5468,452,8.266,0,0.0,108,1.975,4649,85.022,227.0,132.0,143.0,795.0
3733,06081613502,613502,06,081,San Mateo County,California,5162,4638,89.849,17,0.329,191,3.7,125,2.422,405.0,27.0,125.0,110.0
3734,06017031000,031000,06,017,El Dorado County,California,5629,3729,66.246,62,1.101,17,0.302,1480,26.292,379.0,78.0,26.0,525.0
3735,06059062626,062626,06,059,Orange County,California,2431,716,29.453,0,0.0,1351,55.574,312,12.834,135.0,132.0,292.0,137.0
3736,06081990100,990100,06,081,San Mateo County,California,0,0,,0,,0,,0,,132.0,132.0,132.0,132.0
3737,06097153806,153806,06,097,Sonoma County,California,2971,2236,75.261,13,0.438,92,3.097,554,18.647,199.0,21.0,68.0,174.0
3738,06037574800,574800,06,037,Los Angeles County,California,2823,2051,72.653,102,3.613,386,13.673,260,9.21,231.0,85.0,164.0,134.0
3739,06061022900,022900,06,061,Placer County,California,4660,2980,63.948,211,4.528,559,11.996,709,15.215,287.0,156.0,164.0,181.0
3740,06085505700,505700,06,085,Santa Clara County,California,5339,2851,53.4,146,2.735,754,14.122,1114,20.865,454.0,101.0,184.0,330.0
3741,06111008001,008001,06,111,Ventura County,California,3102,1963,63.282,18,0.58,38,1.225,991,31.947,252.0,20.0,55.0,222.0
3742,06013338302,338302,06,013,Contra Costa County,California,5715,4374,76.535,67,1.172,732,12.808,447,7.822,307.0,79.0,136.0,277.0
3743,06037121210,121210,06,037,Los Angeles County,California,2665,203,7.617,12,0.45,212,7.955,2238,83.977,106.0,19.0,100.0,352.0
3744,06017031900,031900,06,017,El Dorado County,California,57,57,100.0,0,0.0,0,0.0,0,0.0,32.0,132.0,132.0,132.0
3745,06059088905,088905,06,059,Orange County,California,5048,693,13.728,55,1.09,3480,68.938,728,14.422,173.0,88.0,432.0,237.0
3746,06055201005,201005,06,055,Napa County,California,2713,1073,39.55,0,0.0,721,26.576,698,25.728,316.0,132.0,235.0,311.0
3747,06037123204,123204,06,037,Los Angeles County,California,3180,554,17.421,92,2.893,231,7.264,2231,70.157,258.0,102.0,193.0,389.0
3748,06059063908,063908,06,059,Orange County,California,6511,3160,48.533,154,2.365,1094,16.802,1989,30.548,637.0,112.0,329.0,738.0
3749,06085504418,504418,06,085,Santa Clara County,California,4495,377,8.387,23,0.512,2379,52.925,1523,33.882,276.0,26.0,305.0,654.0
3750,06097153903,153903,06,097,Sonoma County,California,3461,2647,76.481,19,0.549,0,0.0,760,21.959,264.0,24.0,132.0,302.0
3751,06075010700,010700,06,075,San Francisco County,California,5683,766,13.479,169,2.974,4541,79.905,183,3.22,298.0,185.0,607.0,111.0
3752,06099000910,000910,06,099,Stanislaus County,California,7281,4353,59.786,620,8.515,346,4.752,1794,24.639,703.0,500.0,237.0,588.0
3753,06013355302,355302,06,013,Contra Costa County,California,3538,2596,73.375,96,2.713,639,18.061,84,2.374,220.0,95.0,234.0,86.0
3754,06111002600,002600,06,111,Ventura County,California,3338,1976,59.197,14,0.419,47,1.408,1037,31.067,279.0,22.0,47.0,253.0
3755,06037231600,231600,06,037,Los Angeles County,California,7844,44,0.561,2377,30.303,22,0.28,5212,66.446,48.0,485.0,84.0,936.0
3756,06059099513,099513,06,059,Orange County,California,2106,1734,82.336,0,0.0,199,9.449,136,6.458,367.0,132.0,123.0,62.0
3757,06069000701,000701,06,069,San Benito County,California,3297,609,18.471,0,0.0,89,2.699,2501,75.857,164.0,132.0,108.0,335.0
3758,06037532304,532304,06,037,Los Angeles County,California,4969,438,8.815,347,6.983,228,4.588,3939,79.271,223.0,283.0,238.0,625.0
3759,06059099226,099226,06,059,Orange County,California,4044,1138,28.14,12,0.297,2227,55.069,582,14.392,101.0,18.0,183.0,133.0
3760,06037400304,400304,06,037,Los Angeles County,California,6495,3614,55.643,181,2.787,907,13.965,1682,25.897,415.0,187.0,471.0,437.0
3761,06037267600,267600,06,037,Los Angeles County,California,2771,1114,40.202,212,7.651,996,35.944,388,14.002,324.0,207.0,340.0,200.0
3762,06077005135,005135,06,077,San Joaquin County,California,5031,2858,56.808,36,0.716,143,2.842,1653,32.856,479.0,43.0,116.0,356.0
