geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,state,public use microdata area
00102,"Lake County (Northeast)--Gary City & Griffith Town PUMA, Indiana",125334.0,,507.0,,18,00102
08103,"Manatee County (South) PUMA, Florida",122429.0,,2420.0,,12,08103
00300,"Central Idaho--Lewiston City & Nez Perce Reservation PUMA, Idaho",106178.0,,105.0,,16,00300
05901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities PUMA; California",182223.0,,988.0,,06,05901
00129,"Phoenix (Far North) & Peoria (Northwest) Cities PUMA, Arizona",120579.0,,2318.0,,04,00129
03209,"DuPage County (Southwest)--Naperville & Winfield (South) Townships PUMA, Illinois",122033.0,,637.0,,17,03209
04624,"Harris County (Northeast)--Houston City (Far Northeast) PUMA, Texas",125374.0,,2765.0,,48,04624
04003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia",163355.0,,3158.0,,13,04003
01102,"Anoka County (Southwest)--Coon Rapids, Fridley & Columbia Heights Cities PUMA; Minnesota",117194.0,,154.0,,27,01102
00101,"Pickens & Oconee Counties--Easley & Clemson Cities PUMA, South Carolina",199381.0,,94.0,,45,00101
09509,"Orange County (Southeast) PUMA, Florida",150309.0,,3923.0,,12,09509
03303,"Delaware County (Southeast)--Chester City PUMA, Pennsylvania",145744.0,,313.0,,42,03303
01204,"Erie County (Central) PUMA, New York",149982.0,,62.0,,36,01204
05705,"Hillsborough County (North Central)--Tampa City (North) PUMA, Florida",168140.0,,2625.0,,12,05705
00704,"Cayuga & Onondaga (South) Counties PUMA, New York",112737.0,,251.0,,36,00704
01400,"Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties PUMA, Ohio",129087.0,,209.0,,39,01400
00105,"Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities PUMA; South Carolina",167612.0,,1931.0,,45,00105
00902,"Jackson County (Outside Medford & Central Point Cities)--Ashland City PUMA, Oregon",104763.0,,954.0,,41,00902
00303,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns PUMA; Connecticut",162788.0,,91.0,,09,00303
03302,"Delaware County (East)--Yeadon, Darby, Lansdowne Boroughs & Drexel Hill PUMA; Pennsylvania",163663.0,,308.0,,42,03302
01400,"Orange County--Chapel Hill Town PUMA, North Carolina",142947.0,,38.0,,37,01400
00128,"Phoenix City (North) PUMA, Arizona",106299.0,,1948.0,,04,00128
00504,"Middlesex County (South)--Framingham Town, Marlborough City & Natick Town PUMA; Massachusetts",147508.0,,55.0,,25,00504
01600,"Hampden (West & East) & Hampshire (South) Counties--Northampton City PUMA, Massachusetts",145378.0,,221.0,,25,01600
01808,"St. Louis County (South) PUMA, Missouri",137026.0,,1590.0,,29,01808
01803,"St. Louis County (Inner Ring North) PUMA, Missouri",107598.0,,1594.0,,29,01803
00801,"Lancaster County--Lincoln City (North) PUMA, Nebraska",165445.0,,1337.0,,31,00801
01106,"Broward County (Central)--Plantation & Sunrise Cities PUMA, Florida",182782.0,,694.0,,12,01106
00110,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities PUMA; California",233761.0,,755.0,,06,00110
59307,"Fairfax County (Northwest)--Reston (North) & Franklin Farm PUMA, Virginia",168857.0,,1664.0,,51,59307
01802,"Ingham County (Northwest) PUMA, Michigan",116098.0,,604.0,,26,01802
02307,"Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South) PUMA, Indiana",143997.0,,364.0,,18,02307
02800,"Catawba County--Hickory City PUMA, North Carolina",156204.0,,307.0,,37,02800
01101,"Anoka County (Northwest)--Andover, Ramsey, Anoka & East Bethel Cities PUMA; Minnesota",109204.0,,112.0,,27,01101
09904,"Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA, Florida",137014.0,,2483.0,,12,09904
03602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA; Illinois",172005.0,,55.0,,17,03602
01000,"Georgetown, Marion & Dillon Counties PUMA; South Carolina",123794.0,,220.0,,45,01000
08612,"Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village PUMA, Florida",105458.0,,1691.0,,12,08612
10701,"Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village) PUMA, Virginia",112534.0,,1480.0,,51,10701
03701,"Adams & Franklin (Southeast) Counties PUMA, Pennsylvania",127406.0,,22.0,,42,03701
08621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA; Florida",116881.0,,2572.0,,12,08621
01001,"Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City PUMA, Georgia",122746.0,,826.0,,13,01001
05201,"Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities PUMA, Texas",139933.0,,1701.0,,48,05201
07319,"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley PUMA; California",139010.0,,2389.0,,06,07319
05701,"Hillsborough County (Central)--Tampa City (Central) PUMA, Florida",155496.0,,2491.0,,12,05701
00703,"Lane County (West Central)--Eugene City (West & South) PUMA, Oregon",151338.0,,1282.0,,41,00703
01102,"Broward County (North Central)--Margate & Coconut Creek Cities PUMA, Florida",119564.0,,582.0,,12,01102
03527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn PUMA; Illinois",153011.0,,2814.0,,17,03527
06805,"Hidalgo County (Central)--McAllen City PUMA, Texas",140341.0,,1225.0,,48,06805
00704,"Essex County (South)--Lynn City, Swampscott & Nahant Towns PUMA; Massachusetts",111867.0,,73.0,,25,00704
03103,"Westchester County (Northeast) PUMA, New York",137099.0,,203.0,,36,03103
03801,"Heart of Texas COG--McLennan County--Waco City (Central) PUMA, Texas",106480.0,,1677.0,,48,03801
04616,"Houston City (Southwest)--Between Loop I-610 & Beltway TX-8 PUMA, Texas",116817.0,,2572.0,,48,04616
04018,"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",114051.0,,2478.0,,36,04018
11702,"Seminole County (North Central) PUMA, Florida",110855.0,,1713.0,,12,11702
00400,"Southwest Nebraska PUMA, Nebraska",103814.0,,96.0,,31,00400
00905,"Monroe County (North & West) PUMA, New York",104973.0,,91.0,,36,00905
00102,"District of Columbia (North) PUMA, District of Columbia",130839.0,,2355.0,,11,00102
01000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA; Massachusetts",134085.0,,68.0,,25,01000
03301,"Suffolk County (Northwest)--Huntington Town (North) PUMA, New York",101250.0,,1368.0,,36,03301
01302,"Muskogee, Okmulgee, Wagoner (East) & McIntosh Counties PUMA; Oklahoma",147954.0,,371.0,,40,01302
00702,"Butte County (Southeast)--Oroville City & Paradise Town PUMA, California",110250.0,,1000.0,,06,00702
00103,"Providence City PUMA, Rhode Island",179414.0,,272.0,,44,00103
01105,"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham PUMA; Maryland",180360.0,,2167.0,,24,01105
01804,"Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities PUMA, Ohio",107669.0,,1640.0,,39,01804
01000,"Lake County (West)--Eastlake, Wickliffe, Willoughby & Willowick Cities PUMA; Ohio",100684.0,,314.0,,39,01000
03733,"Los Angeles County (Central)--LA City (Central/Koreatown) PUMA, California",115317.0,,2255.0,,06,03733
07317,"San Diego County (South Central)--San Diego City (Central/Mid-City) PUMA, California",174140.0,,2873.0,,06,07317
10701,"Tulare County (Northwest)--Visalia City PUMA, California",144817.0,,1094.0,,06,10701
07902,"San Luis Obispo County (East)--Inland Region PUMA, California",107692.0,,1237.0,,06,07902
00401,"Herkimer (North & Central) & Oneida (Outer) Counties PUMA, New York",113182.0,,425.0,,36,00401
04006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia",210645.0,,2749.0,,13,04006
02901,"Orange County (Northeast)--Greater Newburgh City PUMA, New York",122163.0,,51.0,,36,02901
03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA; Massachusetts",160086.0,,2016.0,,25,03302
01102,"Monmouth County (Southwest)--Freehold Borough PUMA, New Jersey",108977.0,,210.0,,34,01102
03802,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",129467.0,,2717.0,,36,03802
35001,"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna PUMA; Utah",108299.0,,2069.0,,49,35001
03769,"Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities PUMA, California",98928.0,,2031.0,,06,03769
03209,"Detroit City (North Central) PUMA, Michigan",130760.0,,2510.0,,26,03209
01905,"Collin County (Central)--McKinney City PUMA, Texas",148445.0,,1062.0,,48,01905
03105,"Charlotte City (Southwest) PUMA, North Carolina",117806.0,,2101.0,,37,03105
02301,"Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities PUMA, Texas",112553.0,,1651.0,,48,02301
02514,"Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities PUMA, Texas",138226.0,,2484.0,,48,02514
00703,"Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns PUMA; New Jersey",132791.0,,840.0,,34,00703
02202,"Buncombe County (Northwest) PUMA, North Carolina",127136.0,,1634.0,,37,02202
07107,"San Bernardino County (Southwest)--San Bernardino City (East) PUMA, California",113211.0,,2071.0,,06,07107
03708,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga) PUMA; California",133385.0,,2589.0,,06,03708
03105,"Duval County (Southeast)--Jacksonville City (Southeast) PUMA, Florida",141308.0,,3026.0,,12,03105
01305,"Portland City (Central East) PUMA, Oregon",121124.0,,1543.0,,41,01305
11601,"Seattle City (Northwest) PUMA, Washington",157873.0,,2113.0,,53,11601
00901,"Jackson County (Central)--Medford & Central Point Cities PUMA, Oregon",109504.0,,954.0,,41,00901
02401,"Dauphin County (Central)--Harrisburg City & Colonial Park PUMA, Pennsylvania",160763.0,,254.0,,42,02401
06710,"Sacramento County (Central)--Elk Grove City PUMA, California",161867.0,,846.0,,06,06710
01304,"Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town PUMA; California",127705.0,,1327.0,,06,01304
05507,"Hamilton County (East)--Loveland, Montgomery Cities & Forestville PUMA; Ohio",107228.0,,698.0,,39,05507
01301,"Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities PUMA, California",121223.0,,1476.0,,06,01301
01201,"Dorchester (North & West) & Berkeley (Southwest) Counties--Summerville Town & Ladson PUMA, South Carolina",163050.0,,1803.0,,45,01201
02005,"Denton County (Central)--Denton (Central) & Corinth Cities PUMA, Texas",123218.0,,1341.0,,48,02005
01205,"Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns PUMA, North Carolina",118390.0,,1805.0,,37,01205
04301,"Bristol (Outside New Bedford City) & Plymouth (South) Counties PUMA, Massachusetts",109369.0,,60.0,,25,04301
00805,"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter PUMA; New Mexico",127431.0,,2375.0,,35,00805
03705,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",171832.0,,2991.0,,36,03705
03752,"Los Angeles County (South)--South Gate & Lynwood Cities PUMA, California",173964.0,,726.0,,06,03752
07304,"San Diego County (Northwest)--Carlsbad City PUMA, California",122547.0,,1232.0,,06,07304
09902,"Stanislaus County (Central)--Modesto City (West) PUMA, California",124120.0,,2234.0,,06,09902
04503,"Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North) PUMA, Texas",116786.0,,3199.0,,48,04503
02701,"Berks County (Northwest)--Wyomissing Borough PUMA, Pennsylvania",124366.0,,457.0,,42,02701
00803,"Albuquerque City (Southeast Heights) PUMA, New Mexico",104413.0,,2095.0,,35,00803
05910,"San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",124239.0,,2814.0,,48,05910
01801,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities PUMA; Ohio",115857.0,,484.0,,39,01801
00301,"Frederick County (Outside Greater Frederick City) PUMA, Maryland",127599.0,,1027.0,,24,00301
11002,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities PUMA; Utah",122722.0,,458.0,,49,11002
57001,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities PUMA; Utah",143964.0,,1196.0,,49,57001
09701,"Osceola County (West) PUMA, Florida",188009.0,,2754.0,,12,09701
03900,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns PUMA; Massachusetts",135762.0,,44.0,,25,03900
02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA; Louisiana",121476.0,,1550.0,,22,02500
70101,"Waukesha County (West) PUMA, Wisconsin",117264.0,,415.0,,55,70101
01000,"Pulaski County (Central)--Little Rock City PUMA, Arkansas",186661.0,,1018.0,,05,01000
08617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA; Florida",105297.0,,2166.0,,12,08617
03308,"Suffolk County (Central)--Brookhaven Town (West Central) PUMA, New York",111029.0,,1825.0,,36,03308
01600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",117070.0,,1342.0,,01,01600
02702,"Mobile City (West) PUMA, Alabama",108786.0,,1858.0,,01,02702
00701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA; New Jersey",145273.0,,57.0,,34,00701
03003,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA; New York",112777.0,,542.0,,36,03003
00115,"Phoenix City (Northwest Central) PUMA, Arizona",108064.0,,2337.0,,04,00115
00200,"Lakes Region--Belknap, Carroll & Merrimack (Northern) Counties PUMA; New Hampshire",124045.0,,361.0,,33,00200
01800,"River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA, Georgia",163458.0,,152.0,,13,01800
03413,"Cook County (Southeast)--Thornton Township PUMA, Illinois",168298.0,,109.0,,17,03413
00100,"West North Dakota--Minot City PUMA, North Dakota",212512.0,,92.0,,38,00100
03757,"Los Angeles County (South Central)--Compton City & West Rancho Dominguez PUMA, California",161750.0,,1868.0,,06,03757
51215,"Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties PUMA; Virginia",200084.0,,42.0,,51,51215
00500,"Toledo City (East) PUMA, Ohio",134928.0,,1599.0,,39,00500
01321,"Washington County (West)--Forest Grove, Cornelius Cities, Bethany & Oak Hills PUMA; Oregon",113453.0,,1347.0,,41,01321
11101,"Ventura County (Southeast)--Simi Valley City PUMA, California",114520.0,,683.0,,06,11101
00100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",185958.0,,504.0,,01,00100
00504,"Baltimore County--Towson (East & Central), Parkville & Carney PUMA; Maryland",119106.0,,1766.0,,24,00504
01000,"Hawkins & Sullivan (Northwest) Counties--Kingsport City PUMA, Tennessee",105994.0,,824.0,,47,01000
04108,"Columbus (Southeast) & Reynoldsburg Cities PUMA, Ohio",121556.0,,2214.0,,39,04108
08700,"Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA, Florida",111406.0,,2129.0,,12,08700
10101,"Pasco County (East Central) PUMA, Florida",130324.0,,2208.0,,12,10101
01301,"Portland City (North & Northeast) PUMA, Oregon",123877.0,,1743.0,,41,01301
01400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA; Iowa",156324.0,,317.0,,19,01400
02319,"Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities PUMA, Texas",118342.0,,2083.0,,48,02319
03201,"Philadelphia City (Far Northeast) PUMA, Pennsylvania",158567.0,,2157.0,,42,03201
03421,"Cook County (North)--Niles & Evanston Townships PUMA, Illinois",180632.0,,47.0,,17,03421
03107,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships PUMA; Illinois",125838.0,,496.0,,17,03107
01006,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville PUMA; Maryland",122711.0,,2069.0,,24,01006
01902,"St. Louis City (South) PUMA, Missouri",187766.0,,1768.0,,29,01902
00801,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",104559.0,,1108.0,,08,00801
00402,"Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA, Georgia",117987.0,,2191.0,,13,00402
00500,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",125511.0,,856.0,,01,00500
03301,"Escambia County (North) PUMA, Florida",120030.0,,2304.0,,12,03301
03408,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships PUMA; Illinois",191321.0,,49.0,,17,03408
01318,"Clackamas County (Northwest)--Oregon City, Milwaukie & Happy Valley Cities PUMA; Oregon",180404.0,,1675.0,,41,01318
00100,"Northeast Colorado--Eastern Plains Region PUMA, Colorado",108980.0,,466.0,,08,00100
03207,"Dupage County (Northeast)--Addison & Bloomingdale (North) Townships PUMA, Illinois",117784.0,,642.0,,17,03207
02103,"Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA, New Jersey",145017.0,,164.0,,34,02103
11103,"Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities PUMA; Washington",111904.0,,1550.0,,53,11103
01807,"St. Louis County (Inner Ring South) PUMA, Missouri",161163.0,,1569.0,,29,01807
00105,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities PUMA; California",173590.0,,713.0,,06,00105
10307,"Pinellas County (Southeast)--St. Petersburg City (East) PUMA, Florida",158603.0,,1882.0,,12,10307
03007,"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships PUMA; Illinois",118006.0,,825.0,,17,03007
49004,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities PUMA; Utah",162566.0,,1078.0,,49,49004
01701,"Genesee (East) & Lapeer Counties PUMA, Michigan",184467.0,,122.0,,26,01701
02306,"Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast) PUMA, Indiana",161453.0,,79.0,,18,02306
01001,"Mesa County (Central)--Greater Grand Junction & Fruita Cities PUMA, Colorado",131974.0,,866.0,,08,01001
09503,"Orange County (Southwest)--Disney-International Drive Region PUMA, Florida",131262.0,,3177.0,,12,09503
06807,"Hidalgo County (North & West) PUMA, Texas",115165.0,,2807.0,,48,06807
01103,"Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities PUMA, Maryland",110739.0,,1584.0,,24,01103
11701,"Seminole County (West) PUMA, Florida",114665.0,,1772.0,,12,11701
00501,"York County (West & Outside Rock Hill City) PUMA, South Carolina",124166.0,,1421.0,,45,00501
00903,"Brevard County (Southwest)--Melbourne & West Melbourne Cities PUMA, Florida",127048.0,,1798.0,,12,00903
03203,"DuPage County (South Central)--Lisle Township PUMA, Illinois",119866.0,,39.0,,17,03203
01002,"Allen County (Central)--Fort Wayne City (North) PUMA, Indiana",125238.0,,764.0,,18,01002
02702,"Washtenaw County (East Central)--Ann Arbor City Area PUMA, Michigan",121808.0,,193.0,,26,02702
03208,"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York",108922.0,,1162.0,,36,03208
01801,"Allegheny County (West) PUMA, Pennsylvania",108117.0,,163.0,,42,01801
06501,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities PUMA; California",183777.0,,1597.0,,06,06501
00505,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns PUMA; Massachusetts",128970.0,,59.0,,25,00505
06901,"Lake County (North) PUMA, Florida",110404.0,,1991.0,,12,06901
03204,"Shelby County (North)--Bartlett (North & East) & Millington Cities PUMA, Tennessee",102715.0,,1842.0,,47,03204
00501,"South Plains Association of Governments--Lubbock County--Lubbock City (Central) PUMA, Texas",115979.0,,1849.0,,48,00501
01304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA; Alabama",176451.0,,2062.0,,01,01304
07503,"San Francisco County (Central)--South of Market & Potrero PUMA, California",139921.0,,2325.0,,06,07503
05903,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities PUMA; California",211049.0,,2076.0,,06,05903
06101,"Placer County (Southwest)--Roseville City PUMA, California",141476.0,,918.0,,06,06101
11602,"Seattle City (Northeast) PUMA, Washington",133649.0,,1927.0,,53,11602
10504,"Polk County (South) PUMA, Florida",148607.0,,2873.0,,12,10504
00103,"Washoe County (North)--Sparks City PUMA, Nevada",145649.0,,1322.0,,32,00103
00305,"Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs PUMA; New Jersey",105547.0,,656.0,,34,00305
03200,"Stark County (Central)--Canton & North Canton Cities PUMA, Ohio",136655.0,,658.0,,39,03200
06707,"Sacramento County (West)--Sacramento City (Central/Downtown & Midtown) PUMA, California",119251.0,,1933.0,,06,06707
02003,"Burlington County (South & East) PUMA, New Jersey",164969.0,,237.0,,34,02003
07320,"San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East) PUMA, California",156443.0,,2089.0,,06,07320
04112,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",238619.0,,3470.0,,36,04112
51225,"Henrico County (West)--Tuckahoe, Short Pump & Wyndham PUMA; Virginia",178696.0,,1529.0,,51,51225
08502,"Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities PUMA, California",159045.0,,956.0,,06,08502
00109,"Alameda County (South Central)--Fremont City (East) PUMA, California",206011.0,,657.0,,06,00109
08505,"Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock PUMA, California",112008.0,,1530.0,,06,08505
00805,"San Juan Municipio (Este) PUMA, Puerto Rico",87683.0,,2345.0,,72,00805
03205,"Wayne County (Southwest) PUMA, Michigan",110334.0,,60.0,,26,03205
01101,"Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA, New York",105520.0,,66.0,,36,01101
01603,"Knoxville City PUMA, Tennessee",177484.0,,1623.0,,47,01603
04801,"Houston-Galveston Area Council--Brazoria County (North)--Pearland City PUMA, Texas",126812.0,,1881.0,,48,04801
01704,"Guilford County (South)--High Point City PUMA, North Carolina",140544.0,,1182.0,,37,01704
01201,"Tulsa County (Central)--Tulsa City (Central) PUMA, Oklahoma",199276.0,,1540.0,,40,01201
00304,"Bristol, Southington & Burlington Towns PUMA; Connecticut",113678.0,,49.0,,09,00304
00602,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities PUMA; Kansas",153246.0,,1352.0,,20,00602
01600,"Scott County (East)--Shakopee, Savage & Prior Lake Cities PUMA; Minnesota",128025.0,,237.0,,27,01600
01806,"Allegheny County (South Central)--Baldwin & Whitehall Boroughs PUMA, Pennsylvania",124951.0,,145.0,,42,01806
03204,"Nassau County (West Central)--North Hempstead Town (South) PUMA, New York",116273.0,,1029.0,,36,03204
00702,"Hudson County (Northeast)--Union City & Hoboken Cities PUMA, New Jersey",135900.0,,40.0,,34,00702
02201,"Gloucester County (Northeast)--Woodbury City PUMA, New Jersey",127729.0,,84.0,,34,02201
00701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania",109940.0,,57.0,,42,00701
59308,"Fairfax County (Northeast)--McLean & Idylwood PUMA, Virginia",114322.0,,1483.0,,51,59308
08511,"Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA, California",110768.0,,2007.0,,06,08511
09702,"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities PUMA; California",124839.0,,947.0,,06,09702
01113,"Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA, Florida",128495.0,,2359.0,,12,01113
12704,"Volusia County (Southwest Central)--Deltona & Lake Helen Cities PUMA, Florida",127674.0,,1505.0,,12,12704
01801,"Saratoga County (South & Central) PUMA, New York",110905.0,,537.0,,36,01801
05302,"Monterey County (Northeast)--Salinas City PUMA, California",169009.0,,1042.0,,06,05302
03106,"Westchester County (Southwest)--Yonkers City PUMA, New York",199745.0,,69.0,,36,03106
00801,"Bayam�n Municipio (Este) PUMA, Puerto Rico",93679.0,,1855.0,,72,00801
00808,"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",116591.0,,1321.0,,08,00808
00605,"Kershaw, Richland (South) & Calhoun Counties PUMA; South Carolina",109185.0,,1587.0,,45,00605
00802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania",126482.0,,273.0,,42,00802
01802,"Hamilton County (Central)--Carmel City & Fishers Town (West) PUMA, Indiana",130382.0,,44.0,,18,01802
01604,"Knox County (West)--Farragut Town PUMA, Tennessee",154513.0,,1523.0,,47,01604
05700,"Clermont (East) & Brown Counties PUMA, Ohio",113972.0,,533.0,,39,05700
00116,"Phoenix City (Uptown) PUMA, Arizona",111087.0,,1991.0,,04,00116
08619,"Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South) PUMA, Florida",108690.0,,2203.0,,12,08619
01319,"Clackamas County (Northwest)--Lake Oswego, West Linn, Wilsonville & Canby Cities PUMA; Oregon",117295.0,,904.0,,41,01319
08506,"Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities PUMA; California",122502.0,,904.0,,06,08506
00807,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",175554.0,,1301.0,,08,00807
01704,"Genesee (West) & Shiawassee Counties PUMA, Michigan",180724.0,,132.0,,26,01704
10703,"Tulare County (Outside Visalia, Tulare & Porterville Cities) PUMA; California",160434.0,,1671.0,,06,10703
00902,"Brevard County (East)--Beaches & Merritt Island PUMA, Florida",123963.0,,1479.0,,12,00902
01500,"Capital Region Planning Commission 2--East Baton Rouge Parish (South) PUMA, Louisiana",134081.0,,2287.0,,22,01500
09911,"Palm Beach County (West)--Glades & Western Communities PUMA, Florida",142698.0,,2286.0,,12,09911
01702,"St. Charles County (Northwest) PUMA, Missouri",142494.0,,1111.0,,29,01702
07103,"Lee County (Northeast)--Lehigh Acres & North Fort Myers PUMA, Florida",175176.0,,2366.0,,12,07103
02508,"Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820 PUMA; Texas",114655.0,,2358.0,,48,02508
04623,"Harris County (East)--Baytown City PUMA, Texas",112994.0,,1809.0,,48,04623
00104,"District of Columbia (East) PUMA, District of Columbia",161830.0,,2463.0,,11,00104
08302,"Marion County (Central)--Ocala City PUMA, Florida",105571.0,,1989.0,,12,08302
03308,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships PUMA; Illinois",117066.0,,50.0,,17,03308
02400,"Cumberland County (South)--Vineland & Millville Cities PUMA, New Jersey",113224.0,,355.0,,34,02400
06510,"Riverside County (Northwest)--Riverside City (East) PUMA, California",153614.0,,3614.0,,06,06510
03207,"Philadelphia City (Central) PUMA, Pennsylvania",103578.0,,2900.0,,42,03207
10703,"Loudoun County (West & South)--Leesburg Town PUMA, Virginia",134834.0,,1475.0,,51,10703
00306,"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns PUMA; Connecticut",117699.0,,55.0,,09,00306
03200,"Rio Grande COG & Permian Basin Regional Planning Commission (West) PUMA, Texas",119164.0,,191.0,,48,03200
02302,"Regional Planning Commission 5--Jefferson Parish (West Bank) PUMA, Louisiana",134084.0,,1930.0,,22,02302
00503,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns PUMA; Massachusetts",144370.0,,51.0,,25,00503
00507,"Middlesex County (East)--Somerville & Everett Cities PUMA, Massachusetts",126290.0,,53.0,,25,00507
02802,"Dutchess County (Southwest) PUMA, New York",168213.0,,130.0,,36,02802
02510,"Tarrant County (North)--North Richland Hills (North) & Keller Cities PUMA, Texas",124659.0,,1254.0,,48,02510
