geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,state,state legislative district (upper chamber)
24025,"State Senate District 25 (2018), Maryland",118584.0,,2220.0,,24,025
24026,"State Senate District 26 (2018), Maryland",122380.0,,2660.0,,24,026
24027,"State Senate District 27 (2018), Maryland",137550.0,,1913.0,,24,027
24028,"State Senate District 28 (2018), Maryland",139156.0,,1144.0,,24,028
24029,"State Senate District 29 (2018), Maryland",131925.0,,825.0,,24,029
24030,"State Senate District 30 (2018), Maryland",125530.0,,1793.0,,24,030
24031,"State Senate District 31 (2018), Maryland",132989.0,,1752.0,,24,031
24032,"State Senate District 32 (2018), Maryland",145276.0,,2018.0,,24,032
24033,"State Senate District 33 (2018), Maryland",135068.0,,1875.0,,24,033
24034,"State Senate District 34 (2018), Maryland",124779.0,,1309.0,,24,034
24035,"State Senate District 35 (2018), Maryland",129180.0,,1398.0,,24,035
24036,"State Senate District 36 (2018), Maryland",129894.0,,1053.0,,24,036
24037,"State Senate District 37 (2018), Maryland",127414.0,,1389.0,,24,037
24038,"State Senate District 38 (2018), Maryland",129764.0,,1309.0,,24,038
24039,"State Senate District 39 (2018), Maryland",130218.0,,2003.0,,24,039
24040,"State Senate District 40 (2018), Maryland",110341.0,,2759.0,,24,040
24041,"State Senate District 41 (2018), Maryland",116245.0,,2108.0,,24,041
24042,"State Senate District 42 (2018), Maryland",126713.0,,1958.0,,24,042
24043,"State Senate District 43 (2018), Maryland",118068.0,,2190.0,,24,043
24044,"State Senate District 44 (2018), Maryland",117430.0,,2516.0,,24,044
24045,"State Senate District 45 (2018), Maryland",114883.0,,2424.0,,24,045
24046,"State Senate District 46 (2018), Maryland",116800.0,,2095.0,,24,046
24047,"State Senate District 47 (2018), Maryland",127739.0,,2025.0,,24,047
24ZZZ,"State Senate Districts not defined (2018), Maryland",0.0,,12.0,,24,ZZZ
25001,"First Suffolk District (2018), Massachusetts",178854.0,,2821.0,,25,001
25002,"Second Suffolk District (2018), Massachusetts",171663.0,,2807.0,,25,002
25003,"Hampden District (2018), Massachusetts",158926.0,,1365.0,,25,003
25004,"Berkshire, Hampshire, Franklin & Hampden District (2018); Massachusetts",151789.0,,379.0,,25,004
25005,"Second Hampden & Hampshire District (2018), Massachusetts",158887.0,,863.0,,25,005
25006,"Hampshire, Franklin & Worcester District (2018); Massachusetts",158155.0,,362.0,,25,006
25010,"First Worcester District (2018), Massachusetts",174273.0,,1597.0,,25,010
25007,"First Hampden & Hampshire District (2018), Massachusetts",162646.0,,1376.0,,25,007
25008,"Worcester, Hampden, Hampshire & Middlesex District (2018); Massachusetts",166421.0,,267.0,,25,008
25009,"Worcester & Middlesex District (2018), Massachusetts",163311.0,,573.0,,25,009
25011,"Second Worcester District (2018), Massachusetts",176301.0,,1738.0,,25,011
25012,"Worcester & Norfolk District (2018), Massachusetts",170498.0,,671.0,,25,012
25013,"First Middlesex District (2018), Massachusetts",174444.0,,106.0,,25,013
25014,"Middlesex & Worcester District (2018), Massachusetts",179305.0,,521.0,,25,014
25015,"Second Middlesex & Norfolk District (2018), Massachusetts",168824.0,,812.0,,25,015
25019,"First Essex District (2018), Massachusetts",180184.0,,548.0,,25,019
25016,"Third Middlesex District (2018), Massachusetts",178092.0,,678.0,,25,016
25017,"Norfolk, Bristol & Middlesex District (2018); Massachusetts",168639.0,,1535.0,,25,017
25018,"Second Essex & Middlesex District (2018), Massachusetts",177718.0,,58.0,,25,018
25020,"First Essex & Middlesex District (2018), Massachusetts",179250.0,,548.0,,25,020
25021,"Second Essex District (2018), Massachusetts",172080.0,,78.0,,25,021
25022,"Third Essex District (2018), Massachusetts",173360.0,,51.0,,25,022
25023,"Fifth Middlesex District (2018), Massachusetts",174850.0,,366.0,,25,023
25024,"Fourth Middlesex District (2018), Massachusetts",177646.0,,582.0,,25,024
25025,"Second Middlesex District (2018), Massachusetts",183708.0,,887.0,,25,025
25026,"Middlesex & Suffolk District (2018), Massachusetts",187046.0,,1794.0,,25,026
25027,"First Suffolk & Middlesex District (2018), Massachusetts",186282.0,,2030.0,,25,027
25028,"Second Suffolk & Middlesex District (2018), Massachusetts",178399.0,,2129.0,,25,028
25029,"First Middlesex & Norfolk District (2018), Massachusetts",165536.0,,531.0,,25,029
25030,"Norfolk & Suffolk District (2018), Massachusetts",168747.0,,1715.0,,25,030
25031,"Bristol & Norfolk District (2018), Massachusetts",163187.0,,892.0,,25,031
25032,"Norfolk, Bristol & Plymouth District (2018); Massachusetts",165638.0,,1012.0,,25,032
25033,"Norfolk & Plymouth District (2018), Massachusetts",164114.0,,584.0,,25,033
25034,"Plymouth & Norfolk District (2018), Massachusetts",169590.0,,67.0,,25,034
25035,"Second Plymouth & Bristol District (2018), Massachusetts",164111.0,,709.0,,25,035
25036,"First Plymouth & Bristol District (2018), Massachusetts",176460.0,,62.0,,25,036
25037,"First Bristol & Plymouth District (2018), Massachusetts",165933.0,,45.0,,25,037
25038,"Second Bristol & Plymouth District (2018), Massachusetts",162206.0,,62.0,,25,038
25039,"Plymouth & Barnstable District (2018), Massachusetts",162374.0,,84.0,,25,039
25040,"Cape & Islands District (2018), Massachusetts",170746.0,,30.0,,25,040
26001,"State Senate District 1 (2018), Michigan",249358.0,,2518.0,,26,001
26002,"State Senate District 2 (2018), Michigan",231616.0,,2646.0,,26,002
26003,"State Senate District 3 (2018), Michigan",250092.0,,2969.0,,26,003
26004,"State Senate District 4 (2018), Michigan",238115.0,,2617.0,,26,004
26005,"State Senate District 5 (2018), Michigan",258011.0,,2686.0,,26,005
26006,"State Senate District 6 (2018), Michigan",263512.0,,296.0,,26,006
26007,"State Senate District 7 (2018), Michigan",270678.0,,141.0,,26,007
26008,"State Senate District 8 (2018), Michigan",281196.0,,117.0,,26,008
26009,"State Senate District 9 (2018), Michigan",272688.0,,873.0,,26,009
26010,"State Senate District 10 (2018), Michigan",286599.0,,859.0,,26,010
26011,"State Senate District 11 (2018), Michigan",277821.0,,205.0,,26,011
26012,"State Senate District 12 (2018), Michigan",268885.0,,174.0,,26,012
26013,"State Senate District 13 (2018), Michigan",282593.0,,129.0,,26,013
26014,"State Senate District 14 (2018), Michigan",249745.0,,105.0,,26,014
26015,"State Senate District 15 (2018), Michigan",274265.0,,166.0,,26,015
26019,"State Senate District 19 (2018), Michigan",258706.0,,-555555555.0,*****,26,019
26016,"State Senate District 16 (2018), Michigan",248327.0,,-555555555.0,*****,26,016
26017,"State Senate District 17 (2018), Michigan",248173.0,,-555555555.0,*****,26,017
26018,"State Senate District 18 (2018), Michigan",288853.0,,64.0,,26,018
26020,"State Senate District 20 (2018), Michigan",261573.0,,-555555555.0,*****,26,020
26021,"State Senate District 21 (2018), Michigan",267164.0,,-555555555.0,*****,26,021
26025,"State Senate District 25 (2018), Michigan",260706.0,,95.0,,26,025
26022,"State Senate District 22 (2018), Michigan",265590.0,,64.0,,26,022
26023,"State Senate District 23 (2018), Michigan",273334.0,,219.0,,26,023
26024,"State Senate District 24 (2018), Michigan",271774.0,,219.0,,26,024
26026,"State Senate District 26 (2018), Michigan",268786.0,,52.0,,26,026
26027,"State Senate District 27 (2018), Michigan",241394.0,,118.0,,26,027
26028,"State Senate District 28 (2018), Michigan",276654.0,,90.0,,26,028
26029,"State Senate District 29 (2018), Michigan",288222.0,,105.0,,26,029
26030,"State Senate District 30 (2018), Michigan",284034.0,,-555555555.0,*****,26,030
26031,"State Senate District 31 (2018), Michigan",246238.0,,-555555555.0,*****,26,031
26032,"State Senate District 32 (2018), Michigan",258279.0,,124.0,,26,032
26033,"State Senate District 33 (2018), Michigan",248931.0,,-555555555.0,*****,26,033
26034,"State Senate District 34 (2018), Michigan",247602.0,,-555555555.0,*****,26,034
26035,"State Senate District 35 (2018), Michigan",251735.0,,-555555555.0,*****,26,035
26036,"State Senate District 36 (2018), Michigan",242798.0,,-555555555.0,*****,26,036
26037,"State Senate District 37 (2018), Michigan",254654.0,,-555555555.0,*****,26,037
26038,"State Senate District 38 (2018), Michigan",248787.0,,-555555555.0,*****,26,038
26ZZZ,"State Senate Districts not defined (2018), Michigan",0.0,,10.0,,26,ZZZ
27001,"State Senate District 01 (2018), Minnesota",78974.0,,-555555555.0,*****,27,001
27002,"State Senate District 02 (2018), Minnesota",80418.0,,408.0,,27,002
27003,"State Senate District 03 (2018), Minnesota",79195.0,,542.0,,27,003
27004,"State Senate District 04 (2018), Minnesota",83927.0,,285.0,,27,004
27005,"State Senate District 05 (2018), Minnesota",81026.0,,503.0,,27,005
27006,"State Senate District 06 (2018), Minnesota",78586.0,,544.0,,27,006
27007,"State Senate District 07 (2018), Minnesota",78487.0,,469.0,,27,007
27008,"State Senate District 08 (2018), Minnesota",80641.0,,437.0,,27,008
27009,"State Senate District 09 (2018), Minnesota",77990.0,,351.0,,27,009
27010,"State Senate District 10 (2018), Minnesota",79689.0,,-555555555.0,*****,27,010
27011,"State Senate District 11 (2018), Minnesota",78467.0,,293.0,,27,011
27012,"State Senate District 12 (2018), Minnesota",80257.0,,552.0,,27,012
27013,"State Senate District 13 (2018), Minnesota",82583.0,,414.0,,27,013
27014,"State Senate District 14 (2018), Minnesota",82307.0,,362.0,,27,014
27015,"State Senate District 15 (2018), Minnesota",81247.0,,545.0,,27,015
27016,"State Senate District 16 (2018), Minnesota",77041.0,,268.0,,27,016
27017,"State Senate District 17 (2018), Minnesota",77570.0,,131.0,,27,017
27018,"State Senate District 18 (2018), Minnesota",77942.0,,201.0,,27,018
27019,"State Senate District 19 (2018), Minnesota",82610.0,,258.0,,27,019
27020,"State Senate District 20 (2018), Minnesota",82595.0,,408.0,,27,020
27021,"State Senate District 21 (2018), Minnesota",79492.0,,298.0,,27,021
27022,"State Senate District 22 (2018), Minnesota",77690.0,,312.0,,27,022
27023,"State Senate District 23 (2018), Minnesota",77100.0,,372.0,,27,023
27024,"State Senate District 24 (2018), Minnesota",79476.0,,348.0,,27,024
27025,"State Senate District 25 (2018), Minnesota",82179.0,,1031.0,,27,025
27026,"State Senate District 26 (2018), Minnesota",85069.0,,995.0,,27,026
27027,"State Senate District 27 (2018), Minnesota",79037.0,,228.0,,27,027
27028,"State Senate District 28 (2018), Minnesota",78337.0,,244.0,,27,028
27029,"State Senate District 29 (2018), Minnesota",82404.0,,406.0,,27,029
27030,"State Senate District 30 (2018), Minnesota",85478.0,,295.0,,27,030
27031,"State Senate District 31 (2018), Minnesota",82442.0,,296.0,,27,031
27032,"State Senate District 32 (2018), Minnesota",81541.0,,332.0,,27,032
27033,"State Senate District 33 (2018), Minnesota",85908.0,,448.0,,27,033
27034,"State Senate District 34 (2018), Minnesota",90566.0,,62.0,,27,034
27035,"State Senate District 35 (2018), Minnesota",83381.0,,465.0,,27,035
27036,"State Senate District 36 (2018), Minnesota",82370.0,,1094.0,,27,036
27037,"State Senate District 37 (2018), Minnesota",85632.0,,796.0,,27,037
27038,"State Senate District 38 (2018), Minnesota",84472.0,,729.0,,27,038
27039,"State Senate District 39 (2018), Minnesota",82988.0,,335.0,,27,039
27040,"State Senate District 40 (2018), Minnesota",82562.0,,919.0,,27,040
27041,"State Senate District 41 (2018), Minnesota",81978.0,,376.0,,27,041
27042,"State Senate District 42 (2018), Minnesota",84720.0,,629.0,,27,042
27043,"State Senate District 43 (2018), Minnesota",83323.0,,723.0,,27,043
27044,"State Senate District 44 (2018), Minnesota",86239.0,,841.0,,27,044
27045,"State Senate District 45 (2018), Minnesota",81954.0,,679.0,,27,045
27046,"State Senate District 46 (2018), Minnesota",83437.0,,669.0,,27,046
27047,"State Senate District 47 (2018), Minnesota",87736.0,,377.0,,27,047
27048,"State Senate District 48 (2018), Minnesota",82934.0,,535.0,,27,048
27049,"State Senate District 49 (2018), Minnesota",84026.0,,979.0,,27,049
27050,"State Senate District 50 (2018), Minnesota",81854.0,,864.0,,27,050
27051,"State Senate District 51 (2018), Minnesota",81485.0,,608.0,,27,051
27052,"State Senate District 52 (2018), Minnesota",80489.0,,481.0,,27,052
27053,"State Senate District 53 (2018), Minnesota",86788.0,,509.0,,27,053
27054,"State Senate District 54 (2018), Minnesota",82220.0,,455.0,,27,054
27055,"State Senate District 55 (2018), Minnesota",86610.0,,218.0,,27,055
27056,"State Senate District 56 (2018), Minnesota",84110.0,,721.0,,27,056
27057,"State Senate District 57 (2018), Minnesota",87345.0,,666.0,,27,057
27058,"State Senate District 58 (2018), Minnesota",85011.0,,808.0,,27,058
27059,"State Senate District 59 (2018), Minnesota",90348.0,,1784.0,,27,059
27060,"State Senate District 60 (2018), Minnesota",89327.0,,1482.0,,27,060
27061,"State Senate District 61 (2018), Minnesota",84827.0,,1449.0,,27,061
27062,"State Senate District 62 (2018), Minnesota",83548.0,,1791.0,,27,062
27063,"State Senate District 63 (2018), Minnesota",81224.0,,1218.0,,27,063
27064,"State Senate District 64 (2018), Minnesota",78343.0,,1286.0,,27,064
27065,"State Senate District 65 (2018), Minnesota",84100.0,,1642.0,,27,065
27066,"State Senate District 66 (2018), Minnesota",86508.0,,1598.0,,27,066
27067,"State Senate District 67 (2018), Minnesota",87198.0,,1737.0,,27,067
28001,"State Senate District 1 (2018), Mississippi",65314.0,,1238.0,,28,001
28002,"State Senate District 2 (2018), Mississippi",61376.0,,1246.0,,28,002
28003,"State Senate District 3 (2018), Mississippi",59845.0,,565.0,,28,003
28004,"State Senate District 4 (2018), Mississippi",59170.0,,-555555555.0,*****,28,004
28005,"State Senate District 5 (2018), Mississippi",59621.0,,637.0,,28,005
28009,"State Senate District 9 (2018), Mississippi",62911.0,,924.0,,28,009
28006,"State Senate District 6 (2018), Mississippi",61563.0,,1335.0,,28,006
28007,"State Senate District 7 (2018), Mississippi",54499.0,,1564.0,,28,007
28008,"State Senate District 8 (2018), Mississippi",54492.0,,1141.0,,28,008
28010,"State Senate District 10 (2018), Mississippi",55246.0,,839.0,,28,010
28011,"State Senate District 11 (2018), Mississippi",56261.0,,1247.0,,28,011
28012,"State Senate District 12 (2018), Mississippi",49781.0,,760.0,,28,012
28013,"State Senate District 13 (2018), Mississippi",55118.0,,943.0,,28,013
28014,"State Senate District 14 (2018), Mississippi",52161.0,,1510.0,,28,014
28015,"State Senate District 15 (2018), Mississippi",55026.0,,1148.0,,28,015
28016,"State Senate District 16 (2018), Mississippi",52770.0,,1506.0,,28,016
28017,"State Senate District 17 (2018), Mississippi",55388.0,,903.0,,28,017
28018,"State Senate District 18 (2018), Mississippi",54815.0,,842.0,,28,018
28019,"State Senate District 19 (2018), Mississippi",58476.0,,1429.0,,28,019
28020,"State Senate District 20 (2018), Mississippi",62744.0,,1555.0,,28,020
28021,"State Senate District 21 (2018), Mississippi",51690.0,,1385.0,,28,021
28022,"State Senate District 22 (2018), Mississippi",64255.0,,1799.0,,28,022
28023,"State Senate District 23 (2018), Mississippi",54458.0,,923.0,,28,023
28024,"State Senate District 24 (2018), Mississippi",53804.0,,1225.0,,28,024
28025,"State Senate District 25 (2018), Mississippi",61251.0,,1490.0,,28,025
28026,"State Senate District 26 (2018), Mississippi",54387.0,,1702.0,,28,026
28027,"State Senate District 27 (2018), Mississippi",53876.0,,1772.0,,28,027
28028,"State Senate District 28 (2018), Mississippi",54867.0,,1744.0,,28,028
28029,"State Senate District 29 (2018), Mississippi",59865.0,,1731.0,,28,029
28030,"State Senate District 30 (2018), Mississippi",59324.0,,1235.0,,28,030
28031,"State Senate District 31 (2018), Mississippi",57061.0,,970.0,,28,031
28032,"State Senate District 32 (2018), Mississippi",54201.0,,1415.0,,28,032
28033,"State Senate District 33 (2018), Mississippi",54728.0,,1325.0,,28,033
28034,"State Senate District 34 (2018), Mississippi",58365.0,,1713.0,,28,034
28035,"State Senate District 35 (2018), Mississippi",58393.0,,1563.0,,28,035
28036,"State Senate District 36 (2018), Mississippi",55349.0,,1159.0,,28,036
28037,"State Senate District 37 (2018), Mississippi",54484.0,,1342.0,,28,037
28038,"State Senate District 38 (2018), Mississippi",56527.0,,1558.0,,28,038
28039,"State Senate District 39 (2018), Mississippi",55400.0,,725.0,,28,039
28040,"State Senate District 40 (2018), Mississippi",59106.0,,1116.0,,28,040
28041,"State Senate District 41 (2018), Mississippi",54556.0,,822.0,,28,041
28042,"State Senate District 42 (2018), Mississippi",55763.0,,1720.0,,28,042
28043,"State Senate District 43 (2018), Mississippi",57846.0,,-555555555.0,*****,28,043
28044,"State Senate District 44 (2018), Mississippi",58675.0,,960.0,,28,044
28045,"State Senate District 45 (2018), Mississippi",56631.0,,1053.0,,28,045
28046,"State Senate District 46 (2018), Mississippi",60287.0,,1073.0,,28,046
28047,"State Senate District 47 (2018), Mississippi",59066.0,,1817.0,,28,047
28048,"State Senate District 48 (2018), Mississippi",61845.0,,1399.0,,28,048
28049,"State Senate District 49 (2018), Mississippi",67034.0,,1884.0,,28,049
28050,"State Senate District 50 (2018), Mississippi",60113.0,,1291.0,,28,050
28051,"State Senate District 51 (2018), Mississippi",59012.0,,1439.0,,28,051
28052,"State Senate District 52 (2018), Mississippi",59966.0,,1307.0,,28,052
29006,"State Senate District 6 (2018), Missouri",175133.0,,-555555555.0,*****,29,006
29007,"State Senate District 7 (2018), Missouri",181603.0,,2200.0,,29,007
29008,"State Senate District 8 (2018), Missouri",174671.0,,1102.0,,29,008
29009,"State Senate District 9 (2018), Missouri",167566.0,,2240.0,,29,009
29013,"State Senate District 13 (2018), Missouri",167557.0,,2338.0,,29,013
29010,"State Senate District 10 (2018), Missouri",180245.0,,-555555555.0,*****,29,010
29011,"State Senate District 11 (2018), Missouri",168163.0,,1510.0,,29,011
29012,"State Senate District 12 (2018), Missouri",183022.0,,577.0,,29,012
29014,"State Senate District 14 (2018), Missouri",166840.0,,1817.0,,29,014
29015,"State Senate District 15 (2018), Missouri",180470.0,,1746.0,,29,015
29016,"State Senate District 16 (2018), Missouri",182260.0,,-555555555.0,*****,29,016
29017,"State Senate District 17 (2018), Missouri",189253.0,,577.0,,29,017
29018,"State Senate District 18 (2018), Missouri",178873.0,,-555555555.0,*****,29,018
29019,"State Senate District 19 (2018), Missouri",194137.0,,-555555555.0,*****,29,019
29020,"State Senate District 20 (2018), Missouri",185785.0,,1167.0,,29,020
29021,"State Senate District 21 (2018), Missouri",175286.0,,-555555555.0,*****,29,021
29022,"State Senate District 22 (2018), Missouri",175499.0,,1221.0,,29,022
29023,"State Senate District 23 (2018), Missouri",187045.0,,1277.0,,29,023
29024,"State Senate District 24 (2018), Missouri",185610.0,,2000.0,,29,024
29025,"State Senate District 25 (2018), Missouri",165706.0,,-555555555.0,*****,29,025
29026,"State Senate District 26 (2018), Missouri",184086.0,,904.0,,29,026
29027,"State Senate District 27 (2018), Missouri",173993.0,,-555555555.0,*****,29,027
29028,"State Senate District 28 (2018), Missouri",177604.0,,-555555555.0,*****,29,028
29029,"State Senate District 29 (2018), Missouri",182700.0,,-555555555.0,*****,29,029
29030,"State Senate District 30 (2018), Missouri",186919.0,,1167.0,,29,030
29031,"State Senate District 31 (2018), Missouri",173358.0,,-555555555.0,*****,29,031
29032,"State Senate District 32 (2018), Missouri",185030.0,,-555555555.0,*****,29,032
29033,"State Senate District 33 (2018), Missouri",169150.0,,-555555555.0,*****,29,033
29034,"State Senate District 34 (2018), Missouri",187900.0,,-555555555.0,*****,29,034
29001,"State Senate District 1 (2018), Missouri",182841.0,,2029.0,,29,001
29002,"State Senate District 2 (2018), Missouri",202940.0,,1277.0,,29,002
29003,"State Senate District 3 (2018), Missouri",173483.0,,1221.0,,29,003
29004,"State Senate District 4 (2018), Missouri",169814.0,,2128.0,,29,004
29005,"State Senate District 5 (2018), Missouri",175520.0,,1933.0,,29,005
30005,"State Senate District 5 (2018), Montana",21308.0,,1027.0,,30,005
30006,"State Senate District 6 (2018), Montana",19937.0,,1141.0,,30,006
30007,"State Senate District 7 (2018), Montana",19862.0,,383.0,,30,007
30008,"State Senate District 8 (2018), Montana",19542.0,,563.0,,30,008
30009,"State Senate District 9 (2018), Montana",19503.0,,319.0,,30,009
30010,"State Senate District 10 (2018), Montana",21001.0,,831.0,,30,010
30011,"State Senate District 11 (2018), Montana",20251.0,,739.0,,30,011
30012,"State Senate District 12 (2018), Montana",18463.0,,829.0,,30,012
30013,"State Senate District 13 (2018), Montana",20264.0,,799.0,,30,013
30014,"State Senate District 14 (2018), Montana",19855.0,,397.0,,30,014
30015,"State Senate District 15 (2018), Montana",19306.0,,259.0,,30,015
30016,"State Senate District 16 (2018), Montana",20813.0,,463.0,,30,016
30017,"State Senate District 17 (2018), Montana",19736.0,,452.0,,30,017
30018,"State Senate District 18 (2018), Montana",21726.0,,145.0,,30,018
30019,"State Senate District 19 (2018), Montana",20136.0,,183.0,,30,019
30020,"State Senate District 20 (2018), Montana",20234.0,,730.0,,30,020
30021,"State Senate District 21 (2018), Montana",19628.0,,394.0,,30,021
30022,"State Senate District 22 (2018), Montana",21001.0,,931.0,,30,022
30023,"State Senate District 23 (2018), Montana",20739.0,,885.0,,30,023
30024,"State Senate District 24 (2018), Montana",19366.0,,640.0,,30,024
30025,"State Senate District 25 (2018), Montana",20155.0,,1019.0,,30,025
30026,"State Senate District 26 (2018), Montana",20691.0,,1001.0,,30,026
30030,"State Senate District 30 (2018), Montana",19912.0,,135.0,,30,030
30027,"State Senate District 27 (2018), Montana",24857.0,,1011.0,,30,027
30028,"State Senate District 28 (2018), Montana",20952.0,,760.0,,30,028
30029,"State Senate District 29 (2018), Montana",20410.0,,103.0,,30,029
30031,"State Senate District 31 (2018), Montana",22821.0,,746.0,,30,031
30032,"State Senate District 32 (2018), Montana",24050.0,,803.0,,30,032
30033,"State Senate District 33 (2018), Montana",24002.0,,800.0,,30,033
30034,"State Senate District 34 (2018), Montana",22365.0,,693.0,,30,034
30035,"State Senate District 35 (2018), Montana",21725.0,,690.0,,30,035
30036,"State Senate District 36 (2018), Montana",21228.0,,426.0,,30,036
30037,"State Senate District 37 (2018), Montana",20107.0,,635.0,,30,037
30038,"State Senate District 38 (2018), Montana",20488.0,,771.0,,30,038
30039,"State Senate District 39 (2018), Montana",20132.0,,400.0,,30,039
30040,"State Senate District 40 (2018), Montana",21361.0,,814.0,,30,040
30041,"State Senate District 41 (2018), Montana",21070.0,,784.0,,30,041
30042,"State Senate District 42 (2018), Montana",20127.0,,873.0,,30,042
30043,"State Senate District 43 (2018), Montana",20407.0,,667.0,,30,043
30044,"State Senate District 44 (2018), Montana",21495.0,,667.0,,30,044
30045,"State Senate District 45 (2018), Montana",20175.0,,937.0,,30,045
30046,"State Senate District 46 (2018), Montana",20599.0,,1006.0,,30,046
30047,"State Senate District 47 (2018), Montana",20040.0,,896.0,,30,047
30048,"State Senate District 48 (2018), Montana",22394.0,,1456.0,,30,048
30049,"State Senate District 49 (2018), Montana",21332.0,,1279.0,,30,049
30050,"State Senate District 50 (2018), Montana",21507.0,,1120.0,,30,050
30001,"State Senate District 1 (2018), Montana",19358.0,,-555555555.0,*****,30,001
30002,"State Senate District 2 (2018), Montana",20383.0,,813.0,,30,002
30003,"State Senate District 3 (2018), Montana",21849.0,,1222.0,,30,003
30004,"State Senate District 4 (2018), Montana",23069.0,,945.0,,30,004
31003,"State Senate District 3 (2018), Nebraska",42330.0,,1047.0,,31,003
31004,"State Senate District 4 (2018), Nebraska",39584.0,,999.0,,31,004
31005,"State Senate District 5 (2018), Nebraska",38657.0,,1415.0,,31,005
31006,"State Senate District 6 (2018), Nebraska",38221.0,,966.0,,31,006
31007,"State Senate District 7 (2018), Nebraska",40331.0,,1410.0,,31,007
31008,"State Senate District 8 (2018), Nebraska",38393.0,,1328.0,,31,008
31009,"State Senate District 9 (2018), Nebraska",36632.0,,1093.0,,31,009
31010,"State Senate District 10 (2018), Nebraska",43564.0,,999.0,,31,010
31011,"State Senate District 11 (2018), Nebraska",35458.0,,1491.0,,31,011
31012,"State Senate District 12 (2018), Nebraska",39082.0,,839.0,,31,012
31013,"State Senate District 13 (2018), Nebraska",38579.0,,1216.0,,31,013
31014,"State Senate District 14 (2018), Nebraska",40621.0,,659.0,,31,014
31015,"State Senate District 15 (2018), Nebraska",36683.0,,-555555555.0,*****,31,015
31016,"State Senate District 16 (2018), Nebraska",35738.0,,-555555555.0,*****,31,016
31017,"State Senate District 17 (2018), Nebraska",36824.0,,-555555555.0,*****,31,017
31018,"State Senate District 18 (2018), Nebraska",41468.0,,909.0,,31,018
31019,"State Senate District 19 (2018), Nebraska",37453.0,,215.0,,31,019
31020,"State Senate District 20 (2018), Nebraska",38361.0,,775.0,,31,020
31021,"State Senate District 21 (2018), Nebraska",42046.0,,1007.0,,31,021
31022,"State Senate District 22 (2018), Nebraska",38381.0,,275.0,,31,022
31023,"State Senate District 23 (2018), Nebraska",38236.0,,175.0,,31,023
31024,"State Senate District 24 (2018), Nebraska",36181.0,,-555555555.0,*****,31,024
31001,"State Senate District 1 (2018), Nebraska",36518.0,,342.0,,31,001
31002,"State Senate District 2 (2018), Nebraska",38400.0,,552.0,,31,002
31028,"State Senate District 28 (2018), Nebraska",38904.0,,918.0,,31,028
31025,"State Senate District 25 (2018), Nebraska",41747.0,,799.0,,31,025
31026,"State Senate District 26 (2018), Nebraska",40966.0,,1112.0,,31,026
31027,"State Senate District 27 (2018), Nebraska",42218.0,,905.0,,31,027
31029,"State Senate District 29 (2018), Nebraska",41285.0,,1043.0,,31,029
31030,"State Senate District 30 (2018), Nebraska",39049.0,,685.0,,31,030
31031,"State Senate District 31 (2018), Nebraska",37566.0,,688.0,,31,031
31032,"State Senate District 32 (2018), Nebraska",37543.0,,412.0,,31,032
31033,"State Senate District 33 (2018), Nebraska",37726.0,,284.0,,31,033
31034,"State Senate District 34 (2018), Nebraska",37305.0,,811.0,,31,034
31035,"State Senate District 35 (2018), Nebraska",38430.0,,796.0,,31,035
31036,"State Senate District 36 (2018), Nebraska",38181.0,,204.0,,31,036
31037,"State Senate District 37 (2018), Nebraska",41002.0,,344.0,,31,037
31038,"State Senate District 38 (2018), Nebraska",37237.0,,299.0,,31,038
31039,"State Senate District 39 (2018), Nebraska",49096.0,,984.0,,31,039
31040,"State Senate District 40 (2018), Nebraska",36366.0,,-555555555.0,*****,31,040
31041,"State Senate District 41 (2018), Nebraska",37720.0,,61.0,,31,041
31042,"State Senate District 42 (2018), Nebraska",35433.0,,-555555555.0,*****,31,042
31043,"State Senate District 43 (2018), Nebraska",37115.0,,210.0,,31,043
31044,"State Senate District 44 (2018), Nebraska",36104.0,,-555555555.0,*****,31,044
31045,"State Senate District 45 (2018), Nebraska",39752.0,,760.0,,31,045
31046,"State Senate District 46 (2018), Nebraska",40079.0,,1272.0,,31,046
31047,"State Senate District 47 (2018), Nebraska",34726.0,,217.0,,31,047
31048,"State Senate District 48 (2018), Nebraska",36255.0,,-555555555.0,*****,31,048
31049,"State Senate District 49 (2018), Nebraska",45214.0,,815.0,,31,049
32001,"State Senate District 1 (2018), Nevada",151867.0,,2200.0,,32,001
32002,"State Senate District 2 (2018), Nevada",122741.0,,2428.0,,32,002
32003,"State Senate District 3 (2018), Nevada",133986.0,,2952.0,,32,003
32004,"State Senate District 4 (2018), Nevada",128947.0,,2320.0,,32,004
32005,"State Senate District 5 (2018), Nevada",135233.0,,2613.0,,32,005
32006,"State Senate District 6 (2018), Nevada",135358.0,,2502.0,,32,006
32007,"State Senate District 7 (2018), Nevada",137292.0,,2758.0,,32,007
32008,"State Senate District 8 (2018), Nevada",134632.0,,2415.0,,32,008
32009,"State Senate District 9 (2018), Nevada",171895.0,,2830.0,,32,009
32010,"State Senate District 10 (2018), Nevada",129163.0,,2863.0,,32,010
32011,"State Senate District 11 (2018), Nevada",143756.0,,3049.0,,32,011
32012,"State Senate District 12 (2018), Nevada",144105.0,,2455.0,,32,012
32013,"State Senate District 13 (2018), Nevada",136122.0,,2331.0,,32,013
