geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,state,state legislative district (upper chamber)
15022,"State Senate District 22 (2018), Hawaii",54162.0,,1522.0,,15,022
15023,"State Senate District 23 (2018), Hawaii",60161.0,,2093.0,,15,023
15024,"State Senate District 24 (2018), Hawaii",61737.0,,1678.0,,15,024
15025,"State Senate District 25 (2018), Hawaii",51263.0,,1467.0,,15,025
16001,"State Senate District 1 (2018), Idaho",49273.0,,571.0,,16,001
16002,"State Senate District 2 (2018), Idaho",50590.0,,1056.0,,16,002
16003,"State Senate District 3 (2018), Idaho",51554.0,,1010.0,,16,003
16004,"State Senate District 4 (2018), Idaho",51461.0,,505.0,,16,004
16005,"State Senate District 5 (2018), Idaho",48325.0,,-555555555.0,*****,16,005
16006,"State Senate District 6 (2018), Idaho",44000.0,,-555555555.0,*****,16,006
16007,"State Senate District 7 (2018), Idaho",42490.0,,571.0,,16,007
16008,"State Senate District 8 (2018), Idaho",46555.0,,-555555555.0,*****,16,008
16009,"State Senate District 9 (2018), Idaho",45503.0,,893.0,,16,009
16010,"State Senate District 10 (2018), Idaho",51996.0,,1325.0,,16,010
16011,"State Senate District 11 (2018), Idaho",49787.0,,1722.0,,16,011
16012,"State Senate District 12 (2018), Idaho",52916.0,,1995.0,,16,012
16013,"State Senate District 13 (2018), Idaho",49113.0,,1706.0,,16,013
16014,"State Senate District 14 (2018), Idaho",54768.0,,2068.0,,16,014
16015,"State Senate District 15 (2018), Idaho",47249.0,,1843.0,,16,015
16016,"State Senate District 16 (2018), Idaho",46885.0,,1432.0,,16,016
16017,"State Senate District 17 (2018), Idaho",44765.0,,1559.0,,16,017
16018,"State Senate District 18 (2018), Idaho",49747.0,,1307.0,,16,018
16019,"State Senate District 19 (2018), Idaho",44698.0,,1334.0,,16,019
16020,"State Senate District 20 (2018), Idaho",53882.0,,2278.0,,16,020
16021,"State Senate District 21 (2018), Idaho",54200.0,,1913.0,,16,021
16022,"State Senate District 22 (2018), Idaho",49858.0,,1806.0,,16,022
16023,"State Senate District 23 (2018), Idaho",43097.0,,598.0,,16,023
16024,"State Senate District 24 (2018), Idaho",51013.0,,792.0,,16,024
16025,"State Senate District 25 (2018), Idaho",50875.0,,920.0,,16,025
16026,"State Senate District 26 (2018), Idaho",43370.0,,105.0,,16,026
16027,"State Senate District 27 (2018), Idaho",44230.0,,-555555555.0,*****,16,027
16028,"State Senate District 28 (2018), Idaho",47634.0,,737.0,,16,028
16029,"State Senate District 29 (2018), Idaho",45144.0,,737.0,,16,029
16030,"State Senate District 30 (2018), Idaho",54551.0,,1266.0,,16,030
16031,"State Senate District 31 (2018), Idaho",45551.0,,-555555555.0,*****,16,031
16032,"State Senate District 32 (2018), Idaho",46215.0,,569.0,,16,032
16033,"State Senate District 33 (2018), Idaho",45587.0,,910.0,,16,033
16034,"State Senate District 34 (2018), Idaho",46314.0,,716.0,,16,034
16035,"State Senate District 35 (2018), Idaho",44613.0,,105.0,,16,035
17001,"State Senate District 1 (2018), Illinois",212679.0,,3509.0,,17,001
17002,"State Senate District 2 (2018), Illinois",216431.0,,3226.0,,17,002
17003,"State Senate District 3 (2018), Illinois",217809.0,,3808.0,,17,003
17004,"State Senate District 4 (2018), Illinois",216863.0,,2931.0,,17,004
17005,"State Senate District 5 (2018), Illinois",224721.0,,3509.0,,17,005
17006,"State Senate District 6 (2018), Illinois",231764.0,,2861.0,,17,006
17007,"State Senate District 7 (2018), Illinois",224280.0,,3334.0,,17,007
17008,"State Senate District 8 (2018), Illinois",222985.0,,2915.0,,17,008
17009,"State Senate District 9 (2018), Illinois",219560.0,,1664.0,,17,009
17010,"State Senate District 10 (2018), Illinois",224114.0,,3233.0,,17,010
17011,"State Senate District 11 (2018), Illinois",219453.0,,4077.0,,17,011
17012,"State Senate District 12 (2018), Illinois",214514.0,,2603.0,,17,012
17013,"State Senate District 13 (2018), Illinois",227795.0,,3645.0,,17,013
17014,"State Senate District 14 (2018), Illinois",210226.0,,2931.0,,17,014
17015,"State Senate District 15 (2018), Illinois",218518.0,,2219.0,,17,015
17016,"State Senate District 16 (2018), Illinois",210726.0,,3396.0,,17,016
17017,"State Senate District 17 (2018), Illinois",212509.0,,3246.0,,17,017
17018,"State Senate District 18 (2018), Illinois",217459.0,,2248.0,,17,018
17019,"State Senate District 19 (2018), Illinois",220668.0,,2014.0,,17,019
17020,"State Senate District 20 (2018), Illinois",213874.0,,3464.0,,17,020
17021,"State Senate District 21 (2018), Illinois",218731.0,,1721.0,,17,021
17022,"State Senate District 22 (2018), Illinois",217944.0,,2192.0,,17,022
17023,"State Senate District 23 (2018), Illinois",218677.0,,1637.0,,17,023
17024,"State Senate District 24 (2018), Illinois",224236.0,,1400.0,,17,024
17025,"State Senate District 25 (2018), Illinois",227702.0,,1891.0,,17,025
17026,"State Senate District 26 (2018), Illinois",217915.0,,1632.0,,17,026
17027,"State Senate District 27 (2018), Illinois",214893.0,,1891.0,,17,027
17028,"State Senate District 28 (2018), Illinois",219919.0,,2194.0,,17,028
17029,"State Senate District 29 (2018), Illinois",217585.0,,2143.0,,17,029
17030,"State Senate District 30 (2018), Illinois",218096.0,,1528.0,,17,030
17031,"State Senate District 31 (2018), Illinois",217214.0,,1464.0,,17,031
17032,"State Senate District 32 (2018), Illinois",217338.0,,1226.0,,17,032
17033,"State Senate District 33 (2018), Illinois",230704.0,,2447.0,,17,033
17034,"State Senate District 34 (2018), Illinois",210611.0,,905.0,,17,034
17035,"State Senate District 35 (2018), Illinois",214422.0,,1431.0,,17,035
17036,"State Senate District 36 (2018), Illinois",212340.0,,388.0,,17,036
17037,"State Senate District 37 (2018), Illinois",211808.0,,1466.0,,17,037
17038,"State Senate District 38 (2018), Illinois",215272.0,,1808.0,,17,038
17039,"State Senate District 39 (2018), Illinois",213878.0,,2542.0,,17,039
17040,"State Senate District 40 (2018), Illinois",217297.0,,1731.0,,17,040
17044,"State Senate District 44 (2018), Illinois",214494.0,,1686.0,,17,044
17041,"State Senate District 41 (2018), Illinois",219530.0,,1441.0,,17,041
17042,"State Senate District 42 (2018), Illinois",220824.0,,1741.0,,17,042
17043,"State Senate District 43 (2018), Illinois",215487.0,,1567.0,,17,043
17045,"State Senate District 45 (2018), Illinois",210092.0,,934.0,,17,045
17046,"State Senate District 46 (2018), Illinois",212166.0,,1306.0,,17,046
17047,"State Senate District 47 (2018), Illinois",209181.0,,793.0,,17,047
17048,"State Senate District 48 (2018), Illinois",209817.0,,1675.0,,17,048
17049,"State Senate District 49 (2018), Illinois",231618.0,,1833.0,,17,049
17050,"State Senate District 50 (2018), Illinois",214825.0,,1520.0,,17,050
17051,"State Senate District 51 (2018), Illinois",219066.0,,1144.0,,17,051
17052,"State Senate District 52 (2018), Illinois",218611.0,,864.0,,17,052
17053,"State Senate District 53 (2018), Illinois",216683.0,,1028.0,,17,053
17054,"State Senate District 54 (2018), Illinois",213751.0,,963.0,,17,054
17055,"State Senate District 55 (2018), Illinois",211316.0,,424.0,,17,055
17056,"State Senate District 56 (2018), Illinois",215401.0,,1213.0,,17,056
17057,"State Senate District 57 (2018), Illinois",209546.0,,1317.0,,17,057
17058,"State Senate District 58 (2018), Illinois",214319.0,,1459.0,,17,058
17059,"State Senate District 59 (2018), Illinois",211240.0,,1015.0,,17,059
17ZZZ,"State Senate Districts not defined (2018), Illinois",0.0,,11.0,,17,ZZZ
18001,"State Senate District 1 (2018), Indiana",126525.0,,1231.0,,18,001
18002,"State Senate District 2 (2018), Indiana",122448.0,,1907.0,,18,002
18003,"State Senate District 3 (2018), Indiana",126408.0,,1355.0,,18,003
18004,"State Senate District 4 (2018), Indiana",129563.0,,732.0,,18,004
18005,"State Senate District 5 (2018), Indiana",130756.0,,765.0,,18,005
18006,"State Senate District 6 (2018), Indiana",134153.0,,730.0,,18,006
18007,"State Senate District 7 (2018), Indiana",132040.0,,982.0,,18,007
18008,"State Senate District 8 (2018), Indiana",126861.0,,1156.0,,18,008
18009,"State Senate District 9 (2018), Indiana",132651.0,,909.0,,18,009
18010,"State Senate District 10 (2018), Indiana",130155.0,,1157.0,,18,010
18011,"State Senate District 11 (2018), Indiana",130629.0,,1399.0,,18,011
18012,"State Senate District 12 (2018), Indiana",132247.0,,776.0,,18,012
18013,"State Senate District 13 (2018), Indiana",133046.0,,369.0,,18,013
18014,"State Senate District 14 (2018), Indiana",134410.0,,972.0,,18,014
18015,"State Senate District 15 (2018), Indiana",134812.0,,1643.0,,18,015
18016,"State Senate District 16 (2018), Indiana",133545.0,,1466.0,,18,016
18017,"State Senate District 17 (2018), Indiana",126057.0,,612.0,,18,017
18018,"State Senate District 18 (2018), Indiana",126479.0,,491.0,,18,018
18019,"State Senate District 19 (2018), Indiana",127219.0,,504.0,,18,019
18020,"State Senate District 20 (2018), Indiana",150429.0,,790.0,,18,020
18021,"State Senate District 21 (2018), Indiana",125768.0,,724.0,,18,021
18022,"State Senate District 22 (2018), Indiana",144030.0,,781.0,,18,022
18023,"State Senate District 23 (2018), Indiana",131695.0,,664.0,,18,023
18024,"State Senate District 24 (2018), Indiana",141716.0,,551.0,,18,024
18025,"State Senate District 25 (2018), Indiana",128486.0,,807.0,,18,025
18026,"State Senate District 26 (2018), Indiana",130292.0,,852.0,,18,026
18027,"State Senate District 27 (2018), Indiana",124252.0,,688.0,,18,027
18028,"State Senate District 28 (2018), Indiana",133942.0,,1346.0,,18,028
18029,"State Senate District 29 (2018), Indiana",140481.0,,2476.0,,18,029
18030,"State Senate District 30 (2018), Indiana",138853.0,,1748.0,,18,030
18031,"State Senate District 31 (2018), Indiana",143919.0,,1859.0,,18,031
18032,"State Senate District 32 (2018), Indiana",137281.0,,1755.0,,18,032
18036,"State Senate District 36 (2018), Indiana",136244.0,,1757.0,,18,036
18033,"State Senate District 33 (2018), Indiana",142543.0,,2573.0,,18,033
18034,"State Senate District 34 (2018), Indiana",136018.0,,2836.0,,18,034
18035,"State Senate District 35 (2018), Indiana",138803.0,,1332.0,,18,035
18037,"State Senate District 37 (2018), Indiana",132995.0,,958.0,,18,037
18038,"State Senate District 38 (2018), Indiana",127756.0,,255.0,,18,038
18039,"State Senate District 39 (2018), Indiana",127749.0,,626.0,,18,039
18040,"State Senate District 40 (2018), Indiana",138071.0,,297.0,,18,040
18041,"State Senate District 41 (2018), Indiana",138781.0,,878.0,,18,041
18042,"State Senate District 42 (2018), Indiana",125895.0,,760.0,,18,042
18043,"State Senate District 43 (2018), Indiana",130306.0,,657.0,,18,043
18044,"State Senate District 44 (2018), Indiana",133488.0,,1107.0,,18,044
18045,"State Senate District 45 (2018), Indiana",132509.0,,742.0,,18,045
18046,"State Senate District 46 (2018), Indiana",132063.0,,511.0,,18,046
18047,"State Senate District 47 (2018), Indiana",129813.0,,365.0,,18,047
18048,"State Senate District 48 (2018), Indiana",129820.0,,586.0,,18,048
18049,"State Senate District 49 (2018), Indiana",130073.0,,1062.0,,18,049
18050,"State Senate District 50 (2018), Indiana",133351.0,,1029.0,,18,050
19001,"State Senate District 1 (2018), Iowa",60308.0,,-555555555.0,*****,19,001
19002,"State Senate District 2 (2018), Iowa",61145.0,,181.0,,19,002
19003,"State Senate District 3 (2018), Iowa",60768.0,,1165.0,,19,003
19004,"State Senate District 4 (2018), Iowa",58889.0,,-555555555.0,*****,19,004
19005,"State Senate District 5 (2018), Iowa",58844.0,,245.0,,19,005
19006,"State Senate District 6 (2018), Iowa",60197.0,,211.0,,19,006
19007,"State Senate District 7 (2018), Iowa",61400.0,,1198.0,,19,007
19008,"State Senate District 8 (2018), Iowa",60249.0,,423.0,,19,008
19009,"State Senate District 9 (2018), Iowa",58921.0,,393.0,,19,009
19010,"State Senate District 10 (2018), Iowa",65089.0,,468.0,,19,010
19011,"State Senate District 11 (2018), Iowa",61022.0,,480.0,,19,011
19012,"State Senate District 12 (2018), Iowa",58628.0,,-555555555.0,*****,19,012
19013,"State Senate District 13 (2018), Iowa",64806.0,,65.0,,19,013
19014,"State Senate District 14 (2018), Iowa",59791.0,,485.0,,19,014
19015,"State Senate District 15 (2018), Iowa",66831.0,,907.0,,19,015
19016,"State Senate District 16 (2018), Iowa",64577.0,,1251.0,,19,016
19017,"State Senate District 17 (2018), Iowa",63477.0,,1418.0,,19,017
19018,"State Senate District 18 (2018), Iowa",64071.0,,1488.0,,19,018
19019,"State Senate District 19 (2018), Iowa",75909.0,,983.0,,19,019
19020,"State Senate District 20 (2018), Iowa",68542.0,,664.0,,19,020
19021,"State Senate District 21 (2018), Iowa",64038.0,,1229.0,,19,021
19022,"State Senate District 22 (2018), Iowa",75792.0,,671.0,,19,022
19023,"State Senate District 23 (2018), Iowa",68469.0,,634.0,,19,023
19024,"State Senate District 24 (2018), Iowa",59768.0,,670.0,,19,024
19025,"State Senate District 25 (2018), Iowa",59900.0,,632.0,,19,025
19026,"State Senate District 26 (2018), Iowa",59257.0,,273.0,,19,026
19027,"State Senate District 27 (2018), Iowa",59167.0,,260.0,,19,027
19028,"State Senate District 28 (2018), Iowa",58829.0,,330.0,,19,028
19029,"State Senate District 29 (2018), Iowa",63221.0,,474.0,,19,029
19030,"State Senate District 30 (2018), Iowa",63085.0,,838.0,,19,030
19031,"State Senate District 31 (2018), Iowa",60130.0,,884.0,,19,031
19032,"State Senate District 32 (2018), Iowa",61568.0,,469.0,,19,032
19033,"State Senate District 33 (2018), Iowa",61534.0,,1230.0,,19,033
19034,"State Senate District 34 (2018), Iowa",66778.0,,1104.0,,19,034
19035,"State Senate District 35 (2018), Iowa",64541.0,,1155.0,,19,035
19039,"State Senate District 39 (2018), Iowa",67149.0,,646.0,,19,039
19036,"State Senate District 36 (2018), Iowa",60658.0,,355.0,,19,036
19037,"State Senate District 37 (2018), Iowa",65129.0,,811.0,,19,037
19038,"State Senate District 38 (2018), Iowa",60438.0,,-555555555.0,*****,19,038
19040,"State Senate District 40 (2018), Iowa",59920.0,,514.0,,19,040
19041,"State Senate District 41 (2018), Iowa",62476.0,,433.0,,19,041
19042,"State Senate District 42 (2018), Iowa",58423.0,,401.0,,19,042
19043,"State Senate District 43 (2018), Iowa",66511.0,,805.0,,19,043
19044,"State Senate District 44 (2018), Iowa",60050.0,,457.0,,19,044
19045,"State Senate District 45 (2018), Iowa",60993.0,,1205.0,,19,045
19046,"State Senate District 46 (2018), Iowa",62523.0,,1142.0,,19,046
19047,"State Senate District 47 (2018), Iowa",66057.0,,1151.0,,19,047
19048,"State Senate District 48 (2018), Iowa",60493.0,,821.0,,19,048
19049,"State Senate District 49 (2018), Iowa",60823.0,,422.0,,19,049
19050,"State Senate District 50 (2018), Iowa",61315.0,,334.0,,19,050
20001,"State Senate District 1 (2018), Kansas",70665.0,,208.0,,20,001
20005,"State Senate District 5 (2018), Kansas",74997.0,,882.0,,20,005
20002,"State Senate District 2 (2018), Kansas",86298.0,,1227.0,,20,002
20003,"State Senate District 3 (2018), Kansas",76598.0,,1267.0,,20,003
20004,"State Senate District 4 (2018), Kansas",74219.0,,1386.0,,20,004
20006,"State Senate District 6 (2018), Kansas",70089.0,,1509.0,,20,006
20007,"State Senate District 7 (2018), Kansas",73076.0,,1013.0,,20,007
20008,"State Senate District 8 (2018), Kansas",72847.0,,1186.0,,20,008
20009,"State Senate District 9 (2018), Kansas",79805.0,,1091.0,,20,009
20010,"State Senate District 10 (2018), Kansas",73567.0,,433.0,,20,010
20011,"State Senate District 11 (2018), Kansas",75090.0,,1145.0,,20,011
20012,"State Senate District 12 (2018), Kansas",68721.0,,464.0,,20,012
20013,"State Senate District 13 (2018), Kansas",70933.0,,395.0,,20,013
20014,"State Senate District 14 (2018), Kansas",68478.0,,592.0,,20,014
20015,"State Senate District 15 (2018), Kansas",67332.0,,262.0,,20,015
20016,"State Senate District 16 (2018), Kansas",76678.0,,1397.0,,20,016
20017,"State Senate District 17 (2018), Kansas",72851.0,,821.0,,20,017
20018,"State Senate District 18 (2018), Kansas",70478.0,,1190.0,,20,018
20019,"State Senate District 19 (2018), Kansas",69433.0,,1240.0,,20,019
20020,"State Senate District 20 (2018), Kansas",73035.0,,1260.0,,20,020
20021,"State Senate District 21 (2018), Kansas",76544.0,,857.0,,20,021
20022,"State Senate District 22 (2018), Kansas",87096.0,,682.0,,20,022
20023,"State Senate District 23 (2018), Kansas",73147.0,,914.0,,20,023
20027,"State Senate District 27 (2018), Kansas",74577.0,,1726.0,,20,027
20024,"State Senate District 24 (2018), Kansas",69121.0,,332.0,,20,024
20025,"State Senate District 25 (2018), Kansas",72224.0,,1973.0,,20,025
20026,"State Senate District 26 (2018), Kansas",73835.0,,1379.0,,20,026
20028,"State Senate District 28 (2018), Kansas",70786.0,,2237.0,,20,028
20029,"State Senate District 29 (2018), Kansas",68225.0,,1947.0,,20,029
20030,"State Senate District 30 (2018), Kansas",72878.0,,1540.0,,20,030
20031,"State Senate District 31 (2018), Kansas",73554.0,,948.0,,20,031
20032,"State Senate District 32 (2018), Kansas",67589.0,,340.0,,20,032
20033,"State Senate District 33 (2018), Kansas",68480.0,,219.0,,20,033
20034,"State Senate District 34 (2018), Kansas",68781.0,,164.0,,20,034
20035,"State Senate District 35 (2018), Kansas",68253.0,,396.0,,20,035
20036,"State Senate District 36 (2018), Kansas",67277.0,,191.0,,20,036
20037,"State Senate District 37 (2018), Kansas",79728.0,,1175.0,,20,037
20038,"State Senate District 38 (2018), Kansas",69819.0,,77.0,,20,038
20039,"State Senate District 39 (2018), Kansas",69098.0,,112.0,,20,039
20040,"State Senate District 40 (2018), Kansas",72574.0,,183.0,,20,040
21027,"State Senate District 27 (2018), Kentucky",117676.0,,-555555555.0,*****,21,027
21028,"State Senate District 28 (2018), Kentucky",114390.0,,1360.0,,21,028
21029,"State Senate District 29 (2018), Kentucky",102249.0,,-555555555.0,*****,21,029
21030,"State Senate District 30 (2018), Kentucky",113202.0,,-555555555.0,*****,21,030
21031,"State Senate District 31 (2018), Kentucky",108987.0,,-555555555.0,*****,21,031
21032,"State Senate District 32 (2018), Kentucky",126427.0,,-555555555.0,*****,21,032
21033,"State Senate District 33 (2018), Kentucky",109759.0,,2446.0,,21,033
21034,"State Senate District 34 (2018), Kentucky",120627.0,,653.0,,21,034
21035,"State Senate District 35 (2018), Kentucky",120934.0,,2972.0,,21,035
21036,"State Senate District 36 (2018), Kentucky",120804.0,,1345.0,,21,036
21037,"State Senate District 37 (2018), Kentucky",120713.0,,2398.0,,21,037
21038,"State Senate District 38 (2018), Kentucky",126190.0,,1352.0,,21,038
21001,"State Senate District 1 (2018), Kentucky",109378.0,,-555555555.0,*****,21,001
21005,"State Senate District 5 (2018), Kentucky",119489.0,,-555555555.0,*****,21,005
21002,"State Senate District 2 (2018), Kentucky",109381.0,,-555555555.0,*****,21,002
21003,"State Senate District 3 (2018), Kentucky",111462.0,,-555555555.0,*****,21,003
21004,"State Senate District 4 (2018), Kentucky",105167.0,,-555555555.0,*****,21,004
21006,"State Senate District 6 (2018), Kentucky",113561.0,,-555555555.0,*****,21,006
21007,"State Senate District 7 (2018), Kentucky",118051.0,,-555555555.0,*****,21,007
21008,"State Senate District 8 (2018), Kentucky",117987.0,,-555555555.0,*****,21,008
21009,"State Senate District 9 (2018), Kentucky",114198.0,,-555555555.0,*****,21,009
21010,"State Senate District 10 (2018), Kentucky",121052.0,,846.0,,21,010
21011,"State Senate District 11 (2018), Kentucky",129095.0,,-555555555.0,*****,21,011
21012,"State Senate District 12 (2018), Kentucky",117408.0,,1800.0,,21,012
21013,"State Senate District 13 (2018), Kentucky",123091.0,,2095.0,,21,013
21014,"State Senate District 14 (2018), Kentucky",121775.0,,1154.0,,21,014
21015,"State Senate District 15 (2018), Kentucky",118516.0,,-555555555.0,*****,21,015
21016,"State Senate District 16 (2018), Kentucky",117669.0,,-555555555.0,*****,21,016
21017,"State Senate District 17 (2018), Kentucky",125799.0,,553.0,,21,017
21018,"State Senate District 18 (2018), Kentucky",111146.0,,-555555555.0,*****,21,018
21019,"State Senate District 19 (2018), Kentucky",121867.0,,1966.0,,21,019
21020,"State Senate District 20 (2018), Kentucky",118044.0,,1196.0,,21,020
21024,"State Senate District 24 (2018), Kentucky",115093.0,,-555555555.0,*****,21,024
21021,"State Senate District 21 (2018), Kentucky",118860.0,,-555555555.0,*****,21,021
21022,"State Senate District 22 (2018), Kentucky",116661.0,,863.0,,21,022
21023,"State Senate District 23 (2018), Kentucky",117321.0,,553.0,,21,023
21025,"State Senate District 25 (2018), Kentucky",106614.0,,-555555555.0,*****,21,025
21026,"State Senate District 26 (2018), Kentucky",119561.0,,1190.0,,21,026
22001,"State Senate District 1 (2018), Louisiana",125427.0,,2141.0,,22,001
22002,"State Senate District 2 (2018), Louisiana",112260.0,,2492.0,,22,002
22003,"State Senate District 3 (2018), Louisiana",130613.0,,1873.0,,22,003
22004,"State Senate District 4 (2018), Louisiana",125504.0,,2034.0,,22,004
22005,"State Senate District 5 (2018), Louisiana",123325.0,,1933.0,,22,005
22006,"State Senate District 6 (2018), Louisiana",126764.0,,2619.0,,22,006
22007,"State Senate District 7 (2018), Louisiana",115181.0,,2557.0,,22,007
22008,"State Senate District 8 (2018), Louisiana",119313.0,,2100.0,,22,008
22009,"State Senate District 9 (2018), Louisiana",121902.0,,1653.0,,22,009
22010,"State Senate District 10 (2018), Louisiana",120668.0,,1660.0,,22,010
22011,"State Senate District 11 (2018), Louisiana",138025.0,,2362.0,,22,011
22012,"State Senate District 12 (2018), Louisiana",124733.0,,2160.0,,22,012
22013,"State Senate District 13 (2018), Louisiana",127756.0,,2185.0,,22,013
22014,"State Senate District 14 (2018), Louisiana",113873.0,,2493.0,,22,014
22015,"State Senate District 15 (2018), Louisiana",118707.0,,2478.0,,22,015
22016,"State Senate District 16 (2018), Louisiana",119193.0,,2434.0,,22,016
22017,"State Senate District 17 (2018), Louisiana",109051.0,,1765.0,,22,017
22018,"State Senate District 18 (2018), Louisiana",131240.0,,2178.0,,22,018
22019,"State Senate District 19 (2018), Louisiana",111631.0,,1347.0,,22,019
22020,"State Senate District 20 (2018), Louisiana",114894.0,,2051.0,,22,020
22021,"State Senate District 21 (2018), Louisiana",121487.0,,1981.0,,22,021
22022,"State Senate District 22 (2018), Louisiana",122465.0,,1361.0,,22,022
22023,"State Senate District 23 (2018), Louisiana",135957.0,,1893.0,,22,023
22024,"State Senate District 24 (2018), Louisiana",122730.0,,2438.0,,22,024
22025,"State Senate District 25 (2018), Louisiana",124380.0,,1939.0,,22,025
22026,"State Senate District 26 (2018), Louisiana",128036.0,,2451.0,,22,026
22030,"State Senate District 30 (2018), Louisiana",114049.0,,1333.0,,22,030
22027,"State Senate District 27 (2018), Louisiana",120212.0,,1814.0,,22,027
22028,"State Senate District 28 (2018), Louisiana",116789.0,,1171.0,,22,028
22029,"State Senate District 29 (2018), Louisiana",113958.0,,2081.0,,22,029
22031,"State Senate District 31 (2018), Louisiana",110924.0,,1851.0,,22,031
22032,"State Senate District 32 (2018), Louisiana",111804.0,,1503.0,,22,032
22033,"State Senate District 33 (2018), Louisiana",112812.0,,1758.0,,22,033
22034,"State Senate District 34 (2018), Louisiana",112674.0,,1621.0,,22,034
22035,"State Senate District 35 (2018), Louisiana",112295.0,,2306.0,,22,035
22036,"State Senate District 36 (2018), Louisiana",111923.0,,1317.0,,22,036
22037,"State Senate District 37 (2018), Louisiana",116249.0,,1953.0,,22,037
22038,"State Senate District 38 (2018), Louisiana",112534.0,,2339.0,,22,038
22039,"State Senate District 39 (2018), Louisiana",112278.0,,2278.0,,22,039
22ZZZ,"State Senate Districts not defined (2018), Louisiana",0.0,,12.0,,22,ZZZ
23001,"State Senate District 1 (2018), Maine",34459.0,,407.0,,23,001
23002,"State Senate District 2 (2018), Maine",37686.0,,449.0,,23,002
23006,"State Senate District 6 (2018), Maine",35084.0,,260.0,,23,006
23003,"State Senate District 3 (2018), Maine",35615.0,,384.0,,23,003
23004,"State Senate District 4 (2018), Maine",35272.0,,443.0,,23,004
23005,"State Senate District 5 (2018), Maine",38218.0,,424.0,,23,005
23007,"State Senate District 7 (2018), Maine",39492.0,,371.0,,23,007
23008,"State Senate District 8 (2018), Maine",38147.0,,568.0,,23,008
23009,"State Senate District 9 (2018), Maine",37965.0,,35.0,,23,009
23010,"State Senate District 10 (2018), Maine",36339.0,,423.0,,23,010
23011,"State Senate District 11 (2018), Maine",39418.0,,-555555555.0,*****,23,011
23012,"State Senate District 12 (2018), Maine",38358.0,,179.0,,23,012
23013,"State Senate District 13 (2018), Maine",36213.0,,308.0,,23,013
23014,"State Senate District 14 (2018), Maine",37005.0,,287.0,,23,014
23015,"State Senate District 15 (2018), Maine",37798.0,,42.0,,23,015
23016,"State Senate District 16 (2018), Maine",38880.0,,150.0,,23,016
23017,"State Senate District 17 (2018), Maine",36198.0,,219.0,,23,017
23018,"State Senate District 18 (2018), Maine",36829.0,,428.0,,23,018
23019,"State Senate District 19 (2018), Maine",39427.0,,439.0,,23,019
23020,"State Senate District 20 (2018), Maine",39907.0,,52.0,,23,020
23021,"State Senate District 21 (2018), Maine",36097.0,,25.0,,23,021
23022,"State Senate District 22 (2018), Maine",36621.0,,236.0,,23,022
23023,"State Senate District 23 (2018), Maine",37168.0,,233.0,,23,023
23024,"State Senate District 24 (2018), Maine",39243.0,,203.0,,23,024
23025,"State Senate District 25 (2018), Maine",41610.0,,568.0,,23,025
23026,"State Senate District 26 (2018), Maine",38003.0,,169.0,,23,026
23027,"State Senate District 27 (2018), Maine",39562.0,,752.0,,23,027
23028,"State Senate District 28 (2018), Maine",41152.0,,943.0,,23,028
23029,"State Senate District 29 (2018), Maine",37202.0,,312.0,,23,029
23030,"State Senate District 30 (2018), Maine",41517.0,,542.0,,23,030
23031,"State Senate District 31 (2018), Maine",37932.0,,441.0,,23,031
23032,"State Senate District 32 (2018), Maine",38847.0,,266.0,,23,032
23033,"State Senate District 33 (2018), Maine",39159.0,,327.0,,23,033
23034,"State Senate District 34 (2018), Maine",40071.0,,598.0,,23,034
23035,"State Senate District 35 (2018), Maine",40319.0,,652.0,,23,035
24001,"State Senate District 1 (2018), Maryland",120118.0,,791.0,,24,001
24002,"State Senate District 2 (2018), Maryland",131046.0,,791.0,,24,002
24003,"State Senate District 3 (2018), Maryland",128753.0,,1170.0,,24,003
24007,"State Senate District 7 (2018), Maryland",131798.0,,2069.0,,24,007
24004,"State Senate District 4 (2018), Maryland",132688.0,,1245.0,,24,004
24005,"State Senate District 5 (2018), Maryland",127436.0,,838.0,,24,005
24006,"State Senate District 6 (2018), Maryland",123233.0,,1592.0,,24,006
24008,"State Senate District 8 (2018), Maryland",124666.0,,2201.0,,24,008
24009,"State Senate District 9 (2018), Maryland",137525.0,,1782.0,,24,009
24010,"State Senate District 10 (2018), Maryland",122838.0,,2268.0,,24,010
24011,"State Senate District 11 (2018), Maryland",125572.0,,1996.0,,24,011
24012,"State Senate District 12 (2018), Maryland",124670.0,,2346.0,,24,012
24013,"State Senate District 13 (2018), Maryland",137266.0,,2008.0,,24,013
24014,"State Senate District 14 (2018), Maryland",131027.0,,2072.0,,24,014
24015,"State Senate District 15 (2018), Maryland",126120.0,,1770.0,,24,015
24016,"State Senate District 16 (2018), Maryland",126318.0,,1630.0,,24,016
24020,"State Senate District 20 (2018), Maryland",127764.0,,2217.0,,24,020
24017,"State Senate District 17 (2018), Maryland",141731.0,,650.0,,24,017
24018,"State Senate District 18 (2018), Maryland",126981.0,,2017.0,,24,018
24019,"State Senate District 19 (2018), Maryland",129974.0,,2114.0,,24,019
24021,"State Senate District 21 (2018), Maryland",136818.0,,2091.0,,24,021
24022,"State Senate District 22 (2018), Maryland",132534.0,,2232.0,,24,022
24023,"State Senate District 23 (2018), Maryland",125294.0,,1715.0,,24,023
24024,"State Senate District 24 (2018), Maryland",123339.0,,2672.0,,24,024
