geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,state,state legislative district (lower chamber)
13082,"State House District 82 (2018), Georgia",54911.0,,1648.0,,13,082
13083,"State House District 83 (2018), Georgia",57767.0,,1597.0,,13,083
13084,"State House District 84 (2018), Georgia",57444.0,,2208.0,,13,084
13085,"State House District 85 (2018), Georgia",57743.0,,2437.0,,13,085
13086,"State House District 86 (2018), Georgia",57784.0,,2139.0,,13,086
13087,"State House District 87 (2018), Georgia",63788.0,,2760.0,,13,087
13088,"State House District 88 (2018), Georgia",59675.0,,2536.0,,13,088
13089,"State House District 89 (2018), Georgia",57939.0,,1584.0,,13,089
13090,"State House District 90 (2018), Georgia",56932.0,,2694.0,,13,090
13091,"State House District 91 (2018), Georgia",59594.0,,2451.0,,13,091
13092,"State House District 92 (2018), Georgia",57741.0,,1967.0,,13,092
13093,"State House District 93 (2018), Georgia",59131.0,,2174.0,,13,093
13094,"State House District 94 (2018), Georgia",56765.0,,2131.0,,13,094
13095,"State House District 95 (2018), Georgia",58399.0,,892.0,,13,095
13096,"State House District 96 (2018), Georgia",59565.0,,1980.0,,13,096
13097,"State House District 97 (2018), Georgia",62671.0,,2059.0,,13,097
13098,"State House District 98 (2018), Georgia",64304.0,,2453.0,,13,098
13099,"State House District 99 (2018), Georgia",55315.0,,2273.0,,13,099
13100,"State House District 100 (2018), Georgia",59296.0,,1759.0,,13,100
13101,"State House District 101 (2018), Georgia",60483.0,,1999.0,,13,101
13102,"State House District 102 (2018), Georgia",58257.0,,2165.0,,13,102
13103,"State House District 103 (2018), Georgia",63009.0,,2569.0,,13,103
13104,"State House District 104 (2018), Georgia",65131.0,,2645.0,,13,104
13105,"State House District 105 (2018), Georgia",62438.0,,3316.0,,13,105
13106,"State House District 106 (2018), Georgia",57446.0,,2351.0,,13,106
13107,"State House District 107 (2018), Georgia",59738.0,,2317.0,,13,107
13108,"State House District 108 (2018), Georgia",59080.0,,1989.0,,13,108
15001,"State House District 1 (2018), Hawaii",26638.0,,1189.0,,15,001
15002,"State House District 2 (2018), Hawaii",28171.0,,1310.0,,15,002
15003,"State House District 3 (2018), Hawaii",26910.0,,1551.0,,15,003
15004,"State House District 4 (2018), Hawaii",28186.0,,1587.0,,15,004
15005,"State House District 5 (2018), Hawaii",28140.0,,1887.0,,15,005
15006,"State House District 6 (2018), Hawaii",31726.0,,1717.0,,15,006
15007,"State House District 7 (2018), Hawaii",27887.0,,1774.0,,15,007
15008,"State House District 8 (2018), Hawaii",29667.0,,1246.0,,15,008
15009,"State House District 9 (2018), Hawaii",32854.0,,1622.0,,15,009
15010,"State House District 10 (2018), Hawaii",25400.0,,1433.0,,15,010
15011,"State House District 11 (2018), Hawaii",25703.0,,1116.0,,15,011
15012,"State House District 12 (2018), Hawaii",27598.0,,1203.0,,15,012
15013,"State House District 13 (2018), Hawaii",24134.0,,1277.0,,15,013
15014,"State House District 14 (2018), Hawaii",20905.0,,1001.0,,15,014
15015,"State House District 15 (2018), Hawaii",26476.0,,981.0,,15,015
15016,"State House District 16 (2018), Hawaii",23996.0,,1021.0,,15,016
15017,"State House District 17 (2018), Hawaii",24097.0,,775.0,,15,017
15018,"State House District 18 (2018), Hawaii",23754.0,,993.0,,15,018
15019,"State House District 19 (2018), Hawaii",23750.0,,1077.0,,15,019
15020,"State House District 20 (2018), Hawaii",26108.0,,1192.0,,15,020
15021,"State House District 21 (2018), Hawaii",25598.0,,996.0,,15,021
15022,"State House District 22 (2018), Hawaii",20523.0,,965.0,,15,022
15023,"State House District 23 (2018), Hawaii",28143.0,,1006.0,,15,023
15024,"State House District 24 (2018), Hawaii",25898.0,,1007.0,,15,024
15025,"State House District 25 (2018), Hawaii",25764.0,,1248.0,,15,025
15026,"State House District 26 (2018), Hawaii",27474.0,,1230.0,,15,026
15030,"State House District 30 (2018), Hawaii",35405.0,,1474.0,,15,030
15027,"State House District 27 (2018), Hawaii",25109.0,,1008.0,,15,027
15028,"State House District 28 (2018), Hawaii",27451.0,,1404.0,,15,028
15029,"State House District 29 (2018), Hawaii",25265.0,,1090.0,,15,029
15031,"State House District 31 (2018), Hawaii",36798.0,,1526.0,,15,031
15032,"State House District 32 (2018), Hawaii",27745.0,,1179.0,,15,032
15033,"State House District 33 (2018), Hawaii",26218.0,,1338.0,,15,033
15034,"State House District 34 (2018), Hawaii",27651.0,,1125.0,,15,034
15035,"State House District 35 (2018), Hawaii",27791.0,,1543.0,,15,035
15036,"State House District 36 (2018), Hawaii",27187.0,,983.0,,15,036
15037,"State House District 37 (2018), Hawaii",27789.0,,1137.0,,15,037
15038,"State House District 38 (2018), Hawaii",29662.0,,1921.0,,15,038
15039,"State House District 39 (2018), Hawaii",29797.0,,1575.0,,15,039
15040,"State House District 40 (2018), Hawaii",29793.0,,1611.0,,15,040
15041,"State House District 41 (2018), Hawaii",37538.0,,1397.0,,15,041
15042,"State House District 42 (2018), Hawaii",35294.0,,1589.0,,15,042
15043,"State House District 43 (2018), Hawaii",28291.0,,1828.0,,15,043
15044,"State House District 44 (2018), Hawaii",28115.0,,1913.0,,15,044
15045,"State House District 45 (2018), Hawaii",36474.0,,1140.0,,15,045
15046,"State House District 46 (2018), Hawaii",28641.0,,1253.0,,15,046
15047,"State House District 47 (2018), Hawaii",26821.0,,1555.0,,15,047
15048,"State House District 48 (2018), Hawaii",25862.0,,1173.0,,15,048
15049,"State House District 49 (2018), Hawaii",26123.0,,1076.0,,15,049
15050,"State House District 50 (2018), Hawaii",34042.0,,1254.0,,15,050
15051,"State House District 51 (2018), Hawaii",25667.0,,1105.0,,15,051
16001,"State House District 1 (2018), Idaho",49273.0,,571.0,,16,001
16002,"State House District 2 (2018), Idaho",50590.0,,1056.0,,16,002
16003,"State House District 3 (2018), Idaho",51554.0,,1010.0,,16,003
16004,"State House District 4 (2018), Idaho",51461.0,,505.0,,16,004
16005,"State House District 5 (2018), Idaho",48325.0,,-555555555.0,*****,16,005
16006,"State House District 6 (2018), Idaho",44000.0,,-555555555.0,*****,16,006
16007,"State House District 7 (2018), Idaho",42490.0,,571.0,,16,007
16008,"State House District 8 (2018), Idaho",46555.0,,-555555555.0,*****,16,008
16012,"State House District 12 (2018), Idaho",52916.0,,1995.0,,16,012
16009,"State House District 9 (2018), Idaho",45503.0,,893.0,,16,009
16010,"State House District 10 (2018), Idaho",51996.0,,1325.0,,16,010
16011,"State House District 11 (2018), Idaho",49787.0,,1722.0,,16,011
16013,"State House District 13 (2018), Idaho",49113.0,,1706.0,,16,013
16014,"State House District 14 (2018), Idaho",54768.0,,2068.0,,16,014
16015,"State House District 15 (2018), Idaho",47249.0,,1843.0,,16,015
16016,"State House District 16 (2018), Idaho",46885.0,,1432.0,,16,016
16017,"State House District 17 (2018), Idaho",44765.0,,1559.0,,16,017
16018,"State House District 18 (2018), Idaho",49747.0,,1307.0,,16,018
16019,"State House District 19 (2018), Idaho",44698.0,,1334.0,,16,019
16020,"State House District 20 (2018), Idaho",53882.0,,2278.0,,16,020
16021,"State House District 21 (2018), Idaho",54200.0,,1913.0,,16,021
16022,"State House District 22 (2018), Idaho",49858.0,,1806.0,,16,022
16023,"State House District 23 (2018), Idaho",43097.0,,598.0,,16,023
16024,"State House District 24 (2018), Idaho",51013.0,,792.0,,16,024
16025,"State House District 25 (2018), Idaho",50875.0,,920.0,,16,025
16026,"State House District 26 (2018), Idaho",43370.0,,105.0,,16,026
16027,"State House District 27 (2018), Idaho",44230.0,,-555555555.0,*****,16,027
16028,"State House District 28 (2018), Idaho",47634.0,,737.0,,16,028
16029,"State House District 29 (2018), Idaho",45144.0,,737.0,,16,029
16030,"State House District 30 (2018), Idaho",54551.0,,1266.0,,16,030
16031,"State House District 31 (2018), Idaho",45551.0,,-555555555.0,*****,16,031
16032,"State House District 32 (2018), Idaho",46215.0,,569.0,,16,032
16033,"State House District 33 (2018), Idaho",45587.0,,910.0,,16,033
16034,"State House District 34 (2018), Idaho",46314.0,,716.0,,16,034
16035,"State House District 35 (2018), Idaho",44613.0,,105.0,,16,035
17101,"State House District 101 (2018), Illinois",109189.0,,1022.0,,17,101
17102,"State House District 102 (2018), Illinois",109877.0,,760.0,,17,102
17103,"State House District 103 (2018), Illinois",111201.0,,1000.0,,17,103
17104,"State House District 104 (2018), Illinois",107410.0,,988.0,,17,104
17105,"State House District 105 (2018), Illinois",112238.0,,956.0,,17,105
17106,"State House District 106 (2018), Illinois",104445.0,,554.0,,17,106
17107,"State House District 107 (2018), Illinois",104722.0,,394.0,,17,107
17108,"State House District 108 (2018), Illinois",109029.0,,982.0,,17,108
17109,"State House District 109 (2018), Illinois",106432.0,,452.0,,17,109
17110,"State House District 110 (2018), Illinois",104884.0,,381.0,,17,110
17111,"State House District 111 (2018), Illinois",107505.0,,1074.0,,17,111
17112,"State House District 112 (2018), Illinois",107896.0,,1124.0,,17,112
17001,"State House District 1 (2018), Illinois",105230.0,,2490.0,,17,001
17002,"State House District 2 (2018), Illinois",107449.0,,2309.0,,17,002
17003,"State House District 3 (2018), Illinois",108962.0,,2525.0,,17,003
17004,"State House District 4 (2018), Illinois",107469.0,,2421.0,,17,004
17005,"State House District 5 (2018), Illinois",113409.0,,2768.0,,17,005
17006,"State House District 6 (2018), Illinois",104400.0,,2450.0,,17,006
17007,"State House District 7 (2018), Illinois",107179.0,,934.0,,17,007
17008,"State House District 8 (2018), Illinois",109684.0,,2879.0,,17,008
17009,"State House District 9 (2018), Illinois",113529.0,,2344.0,,17,009
17010,"State House District 10 (2018), Illinois",111192.0,,2914.0,,17,010
17011,"State House District 11 (2018), Illinois",118403.0,,2050.0,,17,011
17012,"State House District 12 (2018), Illinois",113361.0,,2034.0,,17,012
17013,"State House District 13 (2018), Illinois",114935.0,,2292.0,,17,013
17014,"State House District 14 (2018), Illinois",109345.0,,2317.0,,17,014
17015,"State House District 15 (2018), Illinois",109261.0,,2192.0,,17,015
17019,"State House District 19 (2018), Illinois",114242.0,,2258.0,,17,019
17016,"State House District 16 (2018), Illinois",113724.0,,2311.0,,17,016
17017,"State House District 17 (2018), Illinois",109767.0,,1372.0,,17,017
17018,"State House District 18 (2018), Illinois",109793.0,,1299.0,,17,018
17020,"State House District 20 (2018), Illinois",109872.0,,1988.0,,17,020
17021,"State House District 21 (2018), Illinois",106276.0,,3016.0,,17,021
17022,"State House District 22 (2018), Illinois",113177.0,,2850.0,,17,022
17023,"State House District 23 (2018), Illinois",108602.0,,2416.0,,17,023
17024,"State House District 24 (2018), Illinois",105912.0,,2843.0,,17,024
17025,"State House District 25 (2018), Illinois",112223.0,,2911.0,,17,025
17026,"State House District 26 (2018), Illinois",115572.0,,2554.0,,17,026
17027,"State House District 27 (2018), Illinois",107136.0,,2271.0,,17,027
17028,"State House District 28 (2018), Illinois",103090.0,,2575.0,,17,028
17029,"State House District 29 (2018), Illinois",109736.0,,1962.0,,17,029
17030,"State House District 30 (2018), Illinois",108782.0,,1450.0,,17,030
17031,"State House District 31 (2018), Illinois",105526.0,,2696.0,,17,031
17032,"State House District 32 (2018), Illinois",105200.0,,2527.0,,17,032
17033,"State House District 33 (2018), Illinois",106193.0,,2736.0,,17,033
17034,"State House District 34 (2018), Illinois",106316.0,,2524.0,,17,034
17035,"State House District 35 (2018), Illinois",109809.0,,1781.0,,17,035
17036,"State House District 36 (2018), Illinois",107650.0,,1549.0,,17,036
17037,"State House District 37 (2018), Illinois",111723.0,,1311.0,,17,037
17038,"State House District 38 (2018), Illinois",108945.0,,1792.0,,17,038
17039,"State House District 39 (2018), Illinois",107378.0,,2388.0,,17,039
17040,"State House District 40 (2018), Illinois",106496.0,,2463.0,,17,040
17041,"State House District 41 (2018), Illinois",110058.0,,1434.0,,17,041
17042,"State House District 42 (2018), Illinois",108673.0,,1349.0,,17,042
17043,"State House District 43 (2018), Illinois",107925.0,,1693.0,,17,043
17044,"State House District 44 (2018), Illinois",110019.0,,1322.0,,17,044
17045,"State House District 45 (2018), Illinois",109139.0,,1461.0,,17,045
17046,"State House District 46 (2018), Illinois",109538.0,,1283.0,,17,046
17047,"State House District 47 (2018), Illinois",114032.0,,1030.0,,17,047
17048,"State House District 48 (2018), Illinois",110204.0,,1102.0,,17,048
17049,"State House District 49 (2018), Illinois",112900.0,,1512.0,,17,049
17050,"State House District 50 (2018), Illinois",114802.0,,1602.0,,17,050
17051,"State House District 51 (2018), Illinois",110928.0,,859.0,,17,051
17052,"State House District 52 (2018), Illinois",106987.0,,1449.0,,17,052
17053,"State House District 53 (2018), Illinois",107425.0,,1466.0,,17,053
17054,"State House District 54 (2018), Illinois",107468.0,,1456.0,,17,054
17055,"State House District 55 (2018), Illinois",111639.0,,1657.0,,17,055
17056,"State House District 56 (2018), Illinois",108280.0,,1436.0,,17,056
17057,"State House District 57 (2018), Illinois",110875.0,,1927.0,,17,057
17058,"State House District 58 (2018), Illinois",106710.0,,892.0,,17,058
17059,"State House District 59 (2018), Illinois",110028.0,,1558.0,,17,059
17060,"State House District 60 (2018), Illinois",108068.0,,867.0,,17,060
17061,"State House District 61 (2018), Illinois",107608.0,,969.0,,17,061
17062,"State House District 62 (2018), Illinois",109606.0,,1278.0,,17,062
17063,"State House District 63 (2018), Illinois",106820.0,,881.0,,17,063
17064,"State House District 64 (2018), Illinois",110518.0,,1529.0,,17,064
17065,"State House District 65 (2018), Illinois",117094.0,,2168.0,,17,065
17066,"State House District 66 (2018), Illinois",113610.0,,1612.0,,17,066
17067,"State House District 67 (2018), Illinois",102231.0,,1428.0,,17,067
17071,"State House District 71 (2018), Illinois",105207.0,,904.0,,17,071
17068,"State House District 68 (2018), Illinois",108380.0,,1595.0,,17,068
17069,"State House District 69 (2018), Illinois",107222.0,,1245.0,,17,069
17070,"State House District 70 (2018), Illinois",107200.0,,1253.0,,17,070
17072,"State House District 72 (2018), Illinois",107133.0,,861.0,,17,072
17073,"State House District 73 (2018), Illinois",106798.0,,1114.0,,17,073
17074,"State House District 74 (2018), Illinois",105010.0,,868.0,,17,074
17075,"State House District 75 (2018), Illinois",110915.0,,1786.0,,17,075
17076,"State House District 76 (2018), Illinois",104357.0,,714.0,,17,076
17077,"State House District 77 (2018), Illinois",107960.0,,1574.0,,17,077
17078,"State House District 78 (2018), Illinois",105918.0,,2040.0,,17,078
17079,"State House District 79 (2018), Illinois",107402.0,,551.0,,17,079
17080,"State House District 80 (2018), Illinois",109895.0,,1579.0,,17,080
17081,"State House District 81 (2018), Illinois",109955.0,,1179.0,,17,081
17082,"State House District 82 (2018), Illinois",109575.0,,1048.0,,17,082
17083,"State House District 83 (2018), Illinois",108867.0,,1636.0,,17,083
17084,"State House District 84 (2018), Illinois",111957.0,,2144.0,,17,084
17085,"State House District 85 (2018), Illinois",107724.0,,1455.0,,17,085
17086,"State House District 86 (2018), Illinois",107763.0,,848.0,,17,086
17087,"State House District 87 (2018), Illinois",104805.0,,1082.0,,17,087
17088,"State House District 88 (2018), Illinois",109689.0,,1337.0,,17,088
17089,"State House District 89 (2018), Illinois",104576.0,,482.0,,17,089
17090,"State House District 90 (2018), Illinois",105516.0,,933.0,,17,090
17091,"State House District 91 (2018), Illinois",104927.0,,866.0,,17,091
17092,"State House District 92 (2018), Illinois",107239.0,,1035.0,,17,092
17093,"State House District 93 (2018), Illinois",102997.0,,798.0,,17,093
17094,"State House District 94 (2018), Illinois",106184.0,,268.0,,17,094
17095,"State House District 95 (2018), Illinois",105049.0,,473.0,,17,095
17096,"State House District 96 (2018), Illinois",104768.0,,1751.0,,17,096
17097,"State House District 97 (2018), Illinois",120671.0,,1991.0,,17,097
17098,"State House District 98 (2018), Illinois",110947.0,,1561.0,,17,098
17099,"State House District 99 (2018), Illinois",110688.0,,1384.0,,17,099
17100,"State House District 100 (2018), Illinois",104137.0,,715.0,,17,100
17113,"State House District 113 (2018), Illinois",103186.0,,1406.0,,17,113
17114,"State House District 114 (2018), Illinois",106360.0,,1754.0,,17,114
17115,"State House District 115 (2018), Illinois",107004.0,,1144.0,,17,115
17116,"State House District 116 (2018), Illinois",107315.0,,972.0,,17,116
17117,"State House District 117 (2018), Illinois",108930.0,,330.0,,17,117
17118,"State House District 118 (2018), Illinois",102310.0,,1083.0,,17,118
17ZZZ,"State House Districts not defined (2018), Illinois",0.0,,11.0,,17,ZZZ
18085,"State House District 85 (2018), Indiana",66410.0,,880.0,,18,085
18086,"State House District 86 (2018), Indiana",66758.0,,1337.0,,18,086
18087,"State House District 87 (2018), Indiana",68359.0,,1875.0,,18,087
18088,"State House District 88 (2018), Indiana",68856.0,,1741.0,,18,088
18089,"State House District 89 (2018), Indiana",66638.0,,1702.0,,18,089
18090,"State House District 90 (2018), Indiana",69674.0,,1154.0,,18,090
18091,"State House District 91 (2018), Indiana",70910.0,,2061.0,,18,091
18092,"State House District 92 (2018), Indiana",67144.0,,1581.0,,18,092
18093,"State House District 93 (2018), Indiana",67851.0,,2012.0,,18,093
18094,"State House District 94 (2018), Indiana",68305.0,,1401.0,,18,094
18095,"State House District 95 (2018), Indiana",68871.0,,1717.0,,18,095
18096,"State House District 96 (2018), Indiana",68591.0,,1510.0,,18,096
18100,"State House District 100 (2018), Indiana",65736.0,,1790.0,,18,100
18097,"State House District 97 (2018), Indiana",66237.0,,1673.0,,18,097
18098,"State House District 98 (2018), Indiana",63902.0,,1810.0,,18,098
18099,"State House District 99 (2018), Indiana",71279.0,,2263.0,,18,099
18001,"State House District 1 (2018), Indiana",61655.0,,884.0,,18,001
18002,"State House District 2 (2018), Indiana",62921.0,,1144.0,,18,002
18003,"State House District 3 (2018), Indiana",62817.0,,1154.0,,18,003
18004,"State House District 4 (2018), Indiana",67236.0,,608.0,,18,004
18005,"State House District 5 (2018), Indiana",64569.0,,975.0,,18,005
18006,"State House District 6 (2018), Indiana",65146.0,,1183.0,,18,006
18007,"State House District 7 (2018), Indiana",65023.0,,1559.0,,18,007
18008,"State House District 8 (2018), Indiana",65785.0,,1079.0,,18,008
18009,"State House District 9 (2018), Indiana",64979.0,,674.0,,18,009
18010,"State House District 10 (2018), Indiana",65295.0,,602.0,,18,010
18011,"State House District 11 (2018), Indiana",66759.0,,672.0,,18,011
18012,"State House District 12 (2018), Indiana",63248.0,,935.0,,18,012
18013,"State House District 13 (2018), Indiana",64827.0,,1208.0,,18,013
18014,"State House District 14 (2018), Indiana",61809.0,,1074.0,,18,014
18015,"State House District 15 (2018), Indiana",64071.0,,708.0,,18,015
18016,"State House District 16 (2018), Indiana",63705.0,,673.0,,18,016
18017,"State House District 17 (2018), Indiana",63571.0,,344.0,,18,017
18018,"State House District 18 (2018), Indiana",64734.0,,955.0,,18,018
18019,"State House District 19 (2018), Indiana",67614.0,,815.0,,18,019
18020,"State House District 20 (2018), Indiana",63647.0,,652.0,,18,020
18021,"State House District 21 (2018), Indiana",67928.0,,1244.0,,18,021
18022,"State House District 22 (2018), Indiana",66330.0,,854.0,,18,022
18023,"State House District 23 (2018), Indiana",63499.0,,450.0,,18,023
18024,"State House District 24 (2018), Indiana",79812.0,,1245.0,,18,024
18025,"State House District 25 (2018), Indiana",66001.0,,799.0,,18,025
18026,"State House District 26 (2018), Indiana",73055.0,,1588.0,,18,026
18027,"State House District 27 (2018), Indiana",69768.0,,1368.0,,18,027
18028,"State House District 28 (2018), Indiana",69374.0,,1165.0,,18,028
18029,"State House District 29 (2018), Indiana",72054.0,,984.0,,18,029
18030,"State House District 30 (2018), Indiana",64267.0,,716.0,,18,030
18031,"State House District 31 (2018), Indiana",61565.0,,763.0,,18,031
18032,"State House District 32 (2018), Indiana",66354.0,,986.0,,18,032
18033,"State House District 33 (2018), Indiana",63165.0,,405.0,,18,033
18034,"State House District 34 (2018), Indiana",63559.0,,442.0,,18,034
18035,"State House District 35 (2018), Indiana",63842.0,,737.0,,18,035
18036,"State House District 36 (2018), Indiana",64401.0,,571.0,,18,036
18037,"State House District 37 (2018), Indiana",77585.0,,1265.0,,18,037
18038,"State House District 38 (2018), Indiana",63676.0,,833.0,,18,038
18039,"State House District 39 (2018), Indiana",71923.0,,963.0,,18,039
18040,"State House District 40 (2018), Indiana",75297.0,,1287.0,,18,040
18041,"State House District 41 (2018), Indiana",66917.0,,453.0,,18,041
18042,"State House District 42 (2018), Indiana",61663.0,,609.0,,18,042
18043,"State House District 43 (2018), Indiana",65074.0,,669.0,,18,043
18044,"State House District 44 (2018), Indiana",64117.0,,678.0,,18,044
18045,"State House District 45 (2018), Indiana",64078.0,,688.0,,18,045
18046,"State House District 46 (2018), Indiana",65783.0,,850.0,,18,046
18047,"State House District 47 (2018), Indiana",70627.0,,948.0,,18,047
18048,"State House District 48 (2018), Indiana",66671.0,,1013.0,,18,048
18052,"State House District 52 (2018), Indiana",66211.0,,783.0,,18,052
18049,"State House District 49 (2018), Indiana",66778.0,,330.0,,18,049
18050,"State House District 50 (2018), Indiana",64490.0,,806.0,,18,050
18051,"State House District 51 (2018), Indiana",66603.0,,371.0,,18,051
18053,"State House District 53 (2018), Indiana",66398.0,,768.0,,18,053
18054,"State House District 54 (2018), Indiana",63290.0,,382.0,,18,054
18055,"State House District 55 (2018), Indiana",64189.0,,661.0,,18,055
18056,"State House District 56 (2018), Indiana",62799.0,,148.0,,18,056
18057,"State House District 57 (2018), Indiana",65293.0,,486.0,,18,057
18058,"State House District 58 (2018), Indiana",69854.0,,656.0,,18,058
18059,"State House District 59 (2018), Indiana",68571.0,,414.0,,18,059
18060,"State House District 60 (2018), Indiana",67018.0,,1046.0,,18,060
18061,"State House District 61 (2018), Indiana",66105.0,,948.0,,18,061
18062,"State House District 62 (2018), Indiana",67243.0,,1028.0,,18,062
18063,"State House District 63 (2018), Indiana",65287.0,,707.0,,18,063
18064,"State House District 64 (2018), Indiana",65144.0,,928.0,,18,064
18065,"State House District 65 (2018), Indiana",64427.0,,707.0,,18,065
18066,"State House District 66 (2018), Indiana",65521.0,,608.0,,18,066
18067,"State House District 67 (2018), Indiana",63477.0,,857.0,,18,067
18068,"State House District 68 (2018), Indiana",63678.0,,515.0,,18,068
18069,"State House District 69 (2018), Indiana",66557.0,,1162.0,,18,069
18070,"State House District 70 (2018), Indiana",66560.0,,503.0,,18,070
18071,"State House District 71 (2018), Indiana",67003.0,,21.0,,18,071
18072,"State House District 72 (2018), Indiana",66663.0,,231.0,,18,072
18073,"State House District 73 (2018), Indiana",64790.0,,720.0,,18,073
18074,"State House District 74 (2018), Indiana",64742.0,,633.0,,18,074
18075,"State House District 75 (2018), Indiana",66913.0,,665.0,,18,075
18076,"State House District 76 (2018), Indiana",64089.0,,776.0,,18,076
18077,"State House District 77 (2018), Indiana",64293.0,,1122.0,,18,077
18078,"State House District 78 (2018), Indiana",65894.0,,1368.0,,18,078
18079,"State House District 79 (2018), Indiana",66335.0,,405.0,,18,079
18080,"State House District 80 (2018), Indiana",69212.0,,1360.0,,18,080
18081,"State House District 81 (2018), Indiana",67412.0,,1042.0,,18,081
18082,"State House District 82 (2018), Indiana",65044.0,,268.0,,18,082
18083,"State House District 83 (2018), Indiana",66919.0,,274.0,,18,083
18084,"State House District 84 (2018), Indiana",69307.0,,1052.0,,18,084
19077,"State House District 77 (2018), Iowa",36639.0,,550.0,,19,077
19078,"State House District 78 (2018), Iowa",30510.0,,217.0,,19,078
19079,"State House District 79 (2018), Iowa",29862.0,,577.0,,19,079
19080,"State House District 80 (2018), Iowa",30058.0,,434.0,,19,080
19081,"State House District 81 (2018), Iowa",30414.0,,317.0,,19,081
19082,"State House District 82 (2018), Iowa",32062.0,,330.0,,19,082
19083,"State House District 83 (2018), Iowa",29160.0,,354.0,,19,083
19084,"State House District 84 (2018), Iowa",29263.0,,490.0,,19,084
19085,"State House District 85 (2018), Iowa",34025.0,,1099.0,,19,085
19086,"State House District 86 (2018), Iowa",32486.0,,1196.0,,19,086
19087,"State House District 87 (2018), Iowa",29664.0,,267.0,,19,087
19088,"State House District 88 (2018), Iowa",30386.0,,510.0,,19,088
19089,"State House District 89 (2018), Iowa",30390.0,,1262.0,,19,089
19090,"State House District 90 (2018), Iowa",30603.0,,1287.0,,19,090
19091,"State House District 91 (2018), Iowa",30890.0,,455.0,,19,091
19092,"State House District 92 (2018), Iowa",31633.0,,1063.0,,19,092
19093,"State House District 93 (2018), Iowa",30976.0,,941.0,,19,093
19094,"State House District 94 (2018), Iowa",35081.0,,992.0,,19,094
19095,"State House District 95 (2018), Iowa",31006.0,,760.0,,19,095
19096,"State House District 96 (2018), Iowa",29487.0,,292.0,,19,096
19097,"State House District 97 (2018), Iowa",31634.0,,496.0,,19,097
19098,"State House District 98 (2018), Iowa",29189.0,,237.0,,19,098
19099,"State House District 99 (2018), Iowa",31417.0,,592.0,,19,099
19100,"State House District 100 (2018), Iowa",29898.0,,650.0,,19,100
19001,"State House District 1 (2018), Iowa",30579.0,,213.0,,19,001
19002,"State House District 2 (2018), Iowa",29729.0,,213.0,,19,002
19003,"State House District 3 (2018), Iowa",29484.0,,318.0,,19,003
19004,"State House District 4 (2018), Iowa",31661.0,,229.0,,19,004
19005,"State House District 5 (2018), Iowa",30167.0,,475.0,,19,005
19006,"State House District 6 (2018), Iowa",30601.0,,1161.0,,19,006
19007,"State House District 7 (2018), Iowa",29325.0,,218.0,,19,007
19008,"State House District 8 (2018), Iowa",29564.0,,218.0,,19,008
19009,"State House District 9 (2018), Iowa",29225.0,,267.0,,19,009
19010,"State House District 10 (2018), Iowa",29619.0,,202.0,,19,010
19011,"State House District 11 (2018), Iowa",30128.0,,-555555555.0,*****,19,011
19012,"State House District 12 (2018), Iowa",30069.0,,211.0,,19,012
19013,"State House District 13 (2018), Iowa",30790.0,,1327.0,,19,013
19014,"State House District 14 (2018), Iowa",30610.0,,880.0,,19,014
19015,"State House District 15 (2018), Iowa",30361.0,,807.0,,19,015
19016,"State House District 16 (2018), Iowa",29888.0,,853.0,,19,016
19017,"State House District 17 (2018), Iowa",29076.0,,445.0,,19,017
19018,"State House District 18 (2018), Iowa",29845.0,,282.0,,19,018
19019,"State House District 19 (2018), Iowa",36082.0,,452.0,,19,019
19020,"State House District 20 (2018), Iowa",29007.0,,358.0,,19,020
19021,"State House District 21 (2018), Iowa",29639.0,,270.0,,19,021
19022,"State House District 22 (2018), Iowa",31383.0,,466.0,,19,022
19023,"State House District 23 (2018), Iowa",29414.0,,112.0,,19,023
19024,"State House District 24 (2018), Iowa",29214.0,,112.0,,19,024
19025,"State House District 25 (2018), Iowa",32739.0,,358.0,,19,025
19026,"State House District 26 (2018), Iowa",32067.0,,362.0,,19,026
19027,"State House District 27 (2018), Iowa",29517.0,,163.0,,19,027
19028,"State House District 28 (2018), Iowa",30274.0,,503.0,,19,028
19029,"State House District 29 (2018), Iowa",30205.0,,278.0,,19,029
19030,"State House District 30 (2018), Iowa",36626.0,,850.0,,19,030
19031,"State House District 31 (2018), Iowa",31827.0,,1023.0,,19,031
19032,"State House District 32 (2018), Iowa",32750.0,,1126.0,,19,032
19033,"State House District 33 (2018), Iowa",32913.0,,1384.0,,19,033
19034,"State House District 34 (2018), Iowa",30564.0,,1041.0,,19,034
19035,"State House District 35 (2018), Iowa",32057.0,,1299.0,,19,035
19036,"State House District 36 (2018), Iowa",32014.0,,891.0,,19,036
19037,"State House District 37 (2018), Iowa",39874.0,,1664.0,,19,037
19038,"State House District 38 (2018), Iowa",36035.0,,1785.0,,19,038
19039,"State House District 39 (2018), Iowa",37996.0,,729.0,,19,039
19040,"State House District 40 (2018), Iowa",30546.0,,330.0,,19,040
19041,"State House District 41 (2018), Iowa",33260.0,,989.0,,19,041
19045,"State House District 45 (2018), Iowa",35727.0,,1119.0,,19,045
19042,"State House District 42 (2018), Iowa",30778.0,,553.0,,19,042
19043,"State House District 43 (2018), Iowa",31956.0,,549.0,,19,043
19044,"State House District 44 (2018), Iowa",43836.0,,324.0,,19,044
