datetime,close,date
2012-07-09 13:30:00,2.099333047866821,2012-07-09
2012-07-10 13:30:00,2.084666967391967,2012-07-10
2012-07-11 13:30:00,2.100666999816894,2012-07-11
2012-07-12 13:30:00,2.180000066757202,2012-07-12
2012-07-13 13:30:00,2.28333306312561,2012-07-13
2012-07-16 13:30:00,2.397332906723022,2012-07-16
2012-07-17 13:30:00,2.2233328819274902,2012-07-17
2012-07-18 13:30:00,2.143332958221435,2012-07-18
2012-07-19 13:30:00,2.151333093643188,2012-07-19
2012-07-20 13:30:00,2.119333028793335,2012-07-20
2012-07-23 13:30:00,2.043999910354614,2012-07-23
2012-07-24 13:30:00,1.989333033561706,2012-07-24
2012-07-25 13:30:00,1.9299999475479122,2012-07-25
2012-07-26 13:30:00,1.875332951545715,2012-07-26
2012-07-27 13:30:00,1.967332959175109,2012-07-27
2012-07-30 13:30:00,1.823333024978637,2012-07-30
2012-07-31 13:30:00,1.8279999494552612,2012-07-31
2012-08-01 13:30:00,1.75,2012-08-01
2012-08-02 13:30:00,1.7400000095367432,2012-08-02
2012-08-03 13:30:00,1.817999958992004,2012-08-03
2012-08-06 13:30:00,1.884667038917541,2012-08-06
2012-08-07 13:30:00,2.016666889190674,2012-08-07
2012-08-08 13:30:00,1.939332962036132,2012-08-08
2012-08-09 13:30:00,1.960667014122009,2012-08-09
2012-08-10 13:30:00,1.996000051498413,2012-08-10
2012-08-13 13:30:00,2.078000068664551,2012-08-13
2012-08-14 13:30:00,1.961333036422729,2012-08-14
2012-08-15 13:30:00,1.9600000381469722,2012-08-15
2012-08-16 13:30:00,2.019999980926513,2012-08-16
2012-08-17 13:30:00,2.000667095184326,2012-08-17
2012-08-20 13:30:00,1.967332959175109,2012-08-20
2012-08-21 13:30:00,1.9406670331954952,2012-08-21
2012-08-22 13:30:00,1.996667027473449,2012-08-22
2012-08-23 13:30:00,2.048666954040527,2012-08-23
2012-08-24 13:30:00,1.9666670560836792,2012-08-24
2012-08-27 13:30:00,1.888000011444091,2012-08-27
2012-08-28 13:30:00,1.912667036056518,2012-08-28
2012-08-29 13:30:00,1.894000053405761,2012-08-29
2012-08-30 13:30:00,1.894000053405761,2012-08-30
2012-08-31 13:30:00,1.901332974433899,2012-08-31
2012-09-04 13:30:00,1.876000046730041,2012-09-04
2012-09-05 13:30:00,1.862666964530944,2012-09-05
2012-09-06 13:30:00,1.903332948684692,2012-09-06
2012-09-07 13:30:00,1.956666946411132,2012-09-07
2012-09-10 13:30:00,1.824666976928711,2012-09-10
2012-09-11 13:30:00,1.8533329963684082,2012-09-11
2012-09-12 13:30:00,1.8853329420089722,2012-09-12
2012-09-13 13:30:00,1.965332984924316,2012-09-13
2012-09-14 13:30:00,2.026000022888183,2012-09-14
2012-09-17 13:30:00,2.169332981109619,2012-09-17
2012-09-18 13:30:00,2.089333057403564,2012-09-18
2012-09-19 13:30:00,2.069999933242798,2012-09-19
2012-09-20 13:30:00,2.059999942779541,2012-09-20
2012-09-21 13:30:00,2.001332998275757,2012-09-21
2012-09-24 13:30:00,2.043999910354614,2012-09-24
2012-09-25 13:30:00,1.843999981880188,2012-09-25
2012-09-26 13:30:00,1.8359999656677242,2012-09-26
2012-09-27 13:30:00,1.899333000183105,2012-09-27
2012-09-28 13:30:00,1.952000021934509,2012-09-28
2012-10-01 13:30:00,1.9440000057220461,2012-10-01
2012-10-02 13:30:00,1.986667037010192,2012-10-02
2012-10-03 13:30:00,1.9533330202102661,2012-10-03
2012-10-04 13:30:00,1.9600000381469722,2012-10-04
2012-10-05 13:30:00,1.925999999046325,2012-10-05
2012-10-08 13:30:00,1.950000047683715,2012-10-08
2012-10-09 13:30:00,1.891332983970642,2012-10-09
2012-10-10 13:30:00,1.893332958221435,2012-10-10
2012-10-11 13:30:00,1.888000011444091,2012-10-11
2012-10-12 13:30:00,1.8426669836044312,2012-10-12
