year,month_year,date,day_count
2022,2022-05,2022-05-01,576105
2022,2022-04,2022-04-30,1291524
2022,2022-04,2022-04-29,1799211
2022,2022-04,2022-04-28,3330786
2022,2022-04,2022-04-27,3310309
2022,2022-04,2022-04-26,5490486
2022,2022-04,2022-04-25,4096949
2022,2022-04,2022-04-24,478423
2022,2022-04,2022-04-23,780188
2022,2022-04,2022-04-22,521045
2022,2022-04,2022-04-21,666343
2022,2022-04,2022-04-20,623424
2022,2022-04,2022-04-19,477582
2022,2022-04,2022-04-18,567675
2022,2022-04,2022-04-17,676554
2022,2022-04,2022-04-16,1108362
2022,2022-04,2022-04-15,1925252
2022,2022-04,2022-04-14,2052518
2022,2022-04,2022-04-13,248444
2022,2022-04,2022-04-12,260288
2022,2022-04,2022-04-11,498008
2022,2022-04,2022-04-10,621731
2022,2022-04,2022-04-09,460515
2022,2022-04,2022-04-08,449649
2022,2022-04,2022-04-07,547293
2022,2022-04,2022-04-06,546997
2022,2022-04,2022-04-05,1287689
2022,2022-04,2022-04-04,733823
2022,2022-04,2022-04-03,332735
2022,2022-04,2022-04-02,122164
2022,2022-04,2022-04-01,152568
2022,2022-03,2022-03-31,129494
2022,2022-03,2022-03-30,193900
2022,2022-03,2022-03-29,229303
2022,2022-03,2022-03-28,311052
2022,2022-03,2022-03-27,469598
2022,2022-03,2022-03-26,371325
2022,2022-03,2022-03-25,290753
2022,2022-03,2022-03-24,140103
2022,2022-03,2022-03-23,127003
2022,2022-03,2022-03-22,188414
2022,2022-03,2022-03-21,189871
2022,2022-03,2022-03-20,132746
2022,2022-03,2022-03-19,237588
2022,2022-03,2022-03-18,162936
2022,2022-03,2022-03-17,242258
2022,2022-03,2022-03-16,252380
2022,2022-03,2022-03-15,387284
2022,2022-03,2022-03-14,761636
2022,2022-03,2022-03-13,165129
2022,2022-03,2022-03-12,115213
2022,2022-03,2022-03-11,139731
2022,2022-03,2022-03-10,163561
2022,2022-03,2022-03-09,282829
2022,2022-03,2022-03-08,156491
2022,2022-03,2022-03-07,312445
2022,2022-03,2022-03-06,412720
2022,2022-03,2022-03-05,659192
2022,2022-03,2022-03-04,163309
2022,2022-03,2022-03-03,227822
2022,2022-03,2022-03-02,206795
2022,2022-03,2022-03-01,240844
2022,2022-02,2022-02-28,315021
2022,2022-02,2022-02-27,443786
2022,2022-02,2022-02-26,255397
2022,2022-02,2022-02-25,114026
2022,2022-02,2022-02-24,100908
2022,2022-02,2022-02-23,198157
2022,2022-02,2022-02-22,230714
2022,2022-02,2022-02-21,182605
2022,2022-02,2022-02-20,181813
2022,2022-02,2022-02-19,194236
2022,2022-02,2022-02-18,243763
2022,2022-02,2022-02-17,247565
2022,2022-02,2022-02-16,142930
2022,2022-02,2022-02-15,168044
2022,2022-02,2022-02-14,151070
2022,2022-02,2022-02-13,178591
2022,2022-02,2022-02-12,205823
2022,2022-02,2022-02-11,247390
2022,2022-02,2022-02-10,211010
2022,2022-02,2022-02-09,144862
2022,2022-02,2022-02-08,244570
2022,2022-02,2022-02-07,233358
2022,2022-02,2022-02-06,228873
2022,2022-02,2022-02-05,245892
2022,2022-02,2022-02-04,129499
2022,2022-02,2022-02-03,165068
2022,2022-02,2022-02-02,165460
2022,2022-02,2022-02-01,195533
2022,2022-01,2022-01-31,366110
2022,2022-01,2022-01-30,393810
2022,2022-01,2022-01-29,325244
2022,2022-01,2022-01-28,610416
2022,2022-01,2022-01-27,384891
2022,2022-01,2022-01-26,267832
2022,2022-01,2022-01-25,405619
2022,2022-01,2022-01-24,111339
2022,2022-01,2022-01-23,124987
2022,2022-01,2022-01-22,101796
2022,2022-01,2022-01-21,196696
2022,2022-01,2022-01-20,240698
2022,2022-01,2022-01-19,343153
2022,2022-01,2022-01-18,217883
2022,2022-01,2022-01-17,263103
2022,2022-01,2022-01-16,301159
2022,2022-01,2022-01-15,272491
2022,2022-01,2022-01-14,257746
2022,2022-01,2022-01-13,135969
2022,2022-01,2022-01-12,128864
2022,2022-01,2022-01-11,137983
2022,2022-01,2022-01-10,153017
2022,2022-01,2022-01-09,161294
2022,2022-01,2022-01-08,132068
2022,2022-01,2022-01-07,185228
2022,2022-01,2022-01-06,208681
2022,2022-01,2022-01-05,165333
2022,2022-01,2022-01-04,201621
2022,2022-01,2022-01-03,210898
2022,2022-01,2022-01-02,204790
2022,2022-01,2022-01-01,120053
2021,2021-12,2021-12-31,139163
2021,2021-12,2021-12-30,225395
2021,2021-12,2021-12-29,144188
2021,2021-12,2021-12-28,131711
2021,2021-12,2021-12-27,184649
2021,2021-12,2021-12-26,250305
2021,2021-12,2021-12-25,195006
2021,2021-12,2021-12-24,163664
2021,2021-12,2021-12-23,205904
2021,2021-12,2021-12-22,220208
2021,2021-12,2021-12-21,259061
2021,2021-12,2021-12-20,358100
2021,2021-12,2021-12-19,231783
2021,2021-12,2021-12-18,261465
2021,2021-12,2021-12-17,252325
2021,2021-12,2021-12-16,323206
2021,2021-12,2021-12-15,404352
2021,2021-12,2021-12-14,519890
2021,2021-12,2021-12-13,377477
2021,2021-12,2021-12-12,195829
2021,2021-12,2021-12-11,204310
2021,2021-12,2021-12-10,397563
2021,2021-12,2021-12-09,211274
2021,2021-12,2021-12-08,303218
2021,2021-12,2021-12-07,241042
2021,2021-12,2021-12-06,144572
2021,2021-12,2021-12-05,138399
2021,2021-12,2021-12-04,203317
2021,2021-12,2021-12-03,177393
2021,2021-12,2021-12-02,259848
2021,2021-12,2021-12-01,245014
2021,2021-11,2021-11-30,291830
2021,2021-11,2021-11-29,222839
2021,2021-11,2021-11-28,93335
2021,2021-11,2021-11-27,114884
2021,2021-11,2021-11-26,129509
2021,2021-11,2021-11-25,190584
2021,2021-11,2021-11-24,168287
2021,2021-11,2021-11-23,212558
2021,2021-11,2021-11-22,241153
2021,2021-11,2021-11-21,141672
2021,2021-11,2021-11-20,189675
2021,2021-11,2021-11-19,222232
2021,2021-11,2021-11-18,214609
2021,2021-11,2021-11-17,183573
2021,2021-11,2021-11-16,200529
2021,2021-11,2021-11-15,529888
2021,2021-11,2021-11-14,363689
2021,2021-11,2021-11-13,211213
2021,2021-11,2021-11-12,119785
2021,2021-11,2021-11-11,142729
2021,2021-11,2021-11-10,132214
2021,2021-11,2021-11-09,180891
2021,2021-11,2021-11-08,238201
2021,2021-11,2021-11-07,253027
2021,2021-11,2021-11-06,209195
2021,2021-11,2021-11-05,131926
2021,2021-11,2021-11-04,171614
2021,2021-11,2021-11-03,264767
2021,2021-11,2021-11-02,398125
2021,2021-11,2021-11-01,397323
2021,2021-10,2021-10-31,282031
2021,2021-10,2021-10-30,167885
2021,2021-10,2021-10-29,327981
2021,2021-10,2021-10-28,231756
2021,2021-10,2021-10-27,279143
2021,2021-10,2021-10-26,256216
2021,2021-10,2021-10-25,290794
2021,2021-10,2021-10-24,242739
2021,2021-10,2021-10-23,152186
2021,2021-10,2021-10-22,191815
2021,2021-10,2021-10-21,243127
2021,2021-10,2021-10-20,167724
2021,2021-10,2021-10-19,265780
2021,2021-10,2021-10-18,325137
2021,2021-10,2021-10-17,163156
2021,2021-10,2021-10-16,92142
2021,2021-10,2021-10-15,117920
2021,2021-10,2021-10-14,228408
2021,2021-10,2021-10-13,98976
2021,2021-10,2021-10-12,106922
2021,2021-10,2021-10-11,115749
2021,2021-10,2021-10-10,108182
2021,2021-10,2021-10-09,138835
2021,2021-10,2021-10-08,134747
2021,2021-10,2021-10-07,136403
2021,2021-10,2021-10-06,91448
2021,2021-10,2021-10-05,103563
2021,2021-10,2021-10-04,158058
2021,2021-10,2021-10-03,140626
2021,2021-10,2021-10-02,97450
2021,2021-10,2021-10-01,71801
2021,2021-09,2021-09-30,94527
2021,2021-09,2021-09-29,95134
2021,2021-09,2021-09-28,94178
2021,2021-09,2021-09-27,97964
2021,2021-09,2021-09-26,93719
2021,2021-09,2021-09-25,112180
2021,2021-09,2021-09-24,179779
2021,2021-09,2021-09-23,79490
2021,2021-09,2021-09-22,91962
2021,2021-09,2021-09-21,85679
2021,2021-09,2021-09-20,118229
2021,2021-09,2021-09-19,138870
2021,2021-09,2021-09-18,121386
2021,2021-09,2021-09-17,132120
2021,2021-09,2021-09-16,132317
2021,2021-09,2021-09-15,99530
2021,2021-09,2021-09-14,111682
2021,2021-09,2021-09-13,170878
2021,2021-09,2021-09-12,118301
2021,2021-09,2021-09-11,78116
2021,2021-09,2021-09-10,93847
2021,2021-09,2021-09-09,98046
2021,2021-09,2021-09-08,70161
2021,2021-09,2021-09-07,76781
2021,2021-09,2021-09-06,83786
2021,2021-09,2021-09-05,80989
2021,2021-09,2021-09-04,97146
2021,2021-09,2021-09-03,178354
2021,2021-09,2021-09-02,114426
2021,2021-09,2021-09-01,107688
2021,2021-08,2021-08-31,217392
2021,2021-08,2021-08-30,116281
2021,2021-08,2021-08-29,114070
2021,2021-08,2021-08-28,102820
2021,2021-08,2021-08-27,99090
2021,2021-08,2021-08-26,96151
2021,2021-08,2021-08-25,88246
2021,2021-08,2021-08-24,110294
2021,2021-08,2021-08-23,110579
2021,2021-08,2021-08-22,83698
2021,2021-08,2021-08-21,147233
2021,2021-08,2021-08-20,211710
2021,2021-08,2021-08-19,92765
2021,2021-08,2021-08-18,108585
2021,2021-08,2021-08-17,92695
2021,2021-08,2021-08-16,83730
2021,2021-08,2021-08-15,93934
2021,2021-08,2021-08-14,141563
2021,2021-08,2021-08-13,130912
2021,2021-08,2021-08-12,91971
2021,2021-08,2021-08-11,116022
2021,2021-08,2021-08-10,113252
2021,2021-08,2021-08-09,128394
2021,2021-08,2021-08-08,102024
2021,2021-08,2021-08-07,161107
2021,2021-08,2021-08-06,195091
2021,2021-08,2021-08-05,175603
2021,2021-08,2021-08-04,180776
2021,2021-08,2021-08-03,154622
2021,2021-08,2021-08-02,213678
2021,2021-08,2021-08-01,257176
2021,2021-07,2021-07-31,221776
2021,2021-07,2021-07-30,230661
2021,2021-07,2021-07-29,187940
2021,2021-07,2021-07-28,166861
2021,2021-07,2021-07-27,195982
2021,2021-07,2021-07-26,230937
2021,2021-07,2021-07-25,330567
2021,2021-07,2021-07-24,232266
2021,2021-07,2021-07-23,128391
2021,2021-07,2021-07-22,172691
2021,2021-07,2021-07-21,201444
2021,2021-07,2021-07-20,158094
2021,2021-07,2021-07-19,144505
2021,2021-07,2021-07-18,193207
2021,2021-07,2021-07-17,216998
2021,2021-07,2021-07-16,117834
2021,2021-07,2021-07-15,175022
2021,2021-07,2021-07-14,189120
2021,2021-07,2021-07-13,303910
2021,2021-07,2021-07-12,139575
2021,2021-07,2021-07-11,185537
2021,2021-07,2021-07-10,187752
2021,2021-07,2021-07-09,204381
2021,2021-07,2021-07-08,199445
2021,2021-07,2021-07-07,183417
2021,2021-07,2021-07-06,165953
2021,2021-07,2021-07-05,172826
2021,2021-07,2021-07-04,160588
2021,2021-07,2021-07-03,178030
2021,2021-07,2021-07-02,241682
2021,2021-07,2021-07-01,336720
2021,2021-06,2021-06-30,102344
2021,2021-06,2021-06-29,155232
2021,2021-06,2021-06-28,237945
2021,2021-06,2021-06-27,128077
2021,2021-06,2021-06-26,131962
2021,2021-06,2021-06-25,308228
2021,2021-06,2021-06-24,97210
2021,2021-06,2021-06-23,75973
2021,2021-06,2021-06-22,92148
2021,2021-06,2021-06-21,109724
2021,2021-06,2021-06-20,106491
2021,2021-06,2021-06-19,74091
2021,2021-06,2021-06-18,81635
2021,2021-06,2021-06-17,134787
2021,2021-06,2021-06-16,132563
2021,2021-06,2021-06-15,161165
2021,2021-06,2021-06-14,291913
2021,2021-06,2021-06-13,178245
2021,2021-06,2021-06-12,86328
2021,2021-06,2021-06-11,151973
2021,2021-06,2021-06-10,117154
2021,2021-06,2021-06-09,155004
2021,2021-06,2021-06-08,122629
2021,2021-06,2021-06-07,197721
2021,2021-06,2021-06-06,353840
2021,2021-06,2021-06-05,422292
2021,2021-06,2021-06-04,475751
2021,2021-06,2021-06-03,106075
2021,2021-06,2021-06-02,237801
2021,2021-06,2021-06-01,106417
2021,2021-05,2021-05-31,100617
2021,2021-05,2021-05-30,121228
2021,2021-05,2021-05-29,115732
2021,2021-05,2021-05-28,128289
2021,2021-05,2021-05-27,110476
2021,2021-05,2021-05-26,152551
2021,2021-05,2021-05-25,229278
2021,2021-05,2021-05-24,296276
2021,2021-05,2021-05-23,160019
2021,2021-05,2021-05-22,244740
2021,2021-05,2021-05-21,210228
2021,2021-05,2021-05-20,451206
2021,2021-05,2021-05-19,433938
2021,2021-05,2021-05-18,241584
2021,2021-05,2021-05-17,408382
2021,2021-05,2021-05-16,552879
2021,2021-05,2021-05-15,180737
2021,2021-05,2021-05-14,454105
2021,2021-05,2021-05-13,1032742
2021,2021-05,2021-05-12,364323
2021,2021-05,2021-05-11,389979
2021,2021-05,2021-05-10,332844
2021,2021-05,2021-05-09,609467
2021,2021-05,2021-05-08,390632
2021,2021-05,2021-05-07,474344
2021,2021-05,2021-05-06,260787
2021,2021-05,2021-05-05,192713
2021,2021-05,2021-05-04,127277
2021,2021-05,2021-05-03,106204
2021,2021-05,2021-05-02,188359
2021,2021-05,2021-05-01,148824
2021,2021-04,2021-04-30,105257
2021,2021-04,2021-04-29,124381
2021,2021-04,2021-04-28,248689
2021,2021-04,2021-04-27,167039
2021,2021-04,2021-04-26,141789
2021,2021-04,2021-04-25,253701
2021,2021-04,2021-04-24,308153
2021,2021-04,2021-04-23,148402
2021,2021-04,2021-04-22,180439
2021,2021-04,2021-04-21,108121
2021,2021-04,2021-04-20,158178
2021,2021-04,2021-04-19,119296
2021,2021-04,2021-04-18,112096
2021,2021-04,2021-04-17,275211
2021,2021-04,2021-04-16,342232
2021,2021-04,2021-04-15,194346
2021,2021-04,2021-04-14,120491
2021,2021-04,2021-04-13,66273
2021,2021-04,2021-04-12,80556
2021,2021-04,2021-04-11,129845
2021,2021-04,2021-04-10,234611
2021,2021-04,2021-04-09,236417
2021,2021-04,2021-04-08,77152
2021,2021-04,2021-04-07,82156
2021,2021-04,2021-04-06,73960
2021,2021-04,2021-04-05,118749
2021,2021-04,2021-04-04,120207
2021,2021-04,2021-04-03,134392
2021,2021-04,2021-04-02,81837
2021,2021-04,2021-04-01,178881
