,prime_awardee_parent_name,subaward_amount,share
3,NORTHROP GRUMMAN CORPORATION,10756557.0,62.383536342816726
1,"L3HARRIS TECHNOLOGIES, INC.",4166879.4299999997,24.166159706822583
0,"L3 TECHNOLOGIES, INC.",800000.0,4.639665747529937
4,PERSPECTA INC.,794223.0,4.606161561250587
2,Maxar Technologies Inc.,724961.99,4.204476641580176
