record_id,date_reported,date_occurred,time_occurred,division_name,reporting_district,crime_code_description,modus_operandi_code,victim_age,victim_sex,premises_description,weapon_description,status_code_description,address,latitude,longitude,division.1,year,quarter,day,month,weekday,monthname,descent_description,hour,minute,geometry,index_right,name
120409186,2012-04-30,2012-04-30,2344,Hollenbeck,453,Criminal homicide,0302 1100 0430 1402 1407 0906 1419,42.0,male,Sidewalk,Semi-automatic pistol,adult_arrest,1800 E  1ST                          ST,34.0469,-118.218,4.0,2012,2,30,4,0,April,hispanic,23,44,POINT (-118.218 34.0469),9,Boyle Heights
120411524,2012-06-29,2012-06-29,51,Hollenbeck,497,Criminal homicide,1309 1402 1100 1409 1407 1240 0430,24.0,male,Street,Hand gun,invest_cont,OLYMPIC                      BL,34.0201,-118.2104,4.0,2012,2,29,6,4,June,hispanic,0,51,POINT (-118.2104 34.0201),9,Boyle Heights
120401252,2012-11-06,2012-11-06,1600,Hollenbeck,497,Criminal homicide,0361 0430 1100,22.0,male,Single family dwelling,Shotgun,adult_arrest,3300    HUNTER                       ST,34.021,-118.208,4.0,2012,4,6,11,1,November,hispanic,16,0,POINT (-118.208 34.021),9,Boyle Heights
120413579,2012-09-04,2012-08-31,915,Hollenbeck,471,Criminal homicide,1414 1402 1409 1218,41.0,male,Parking lot,Unknown weapon/other weapon,invest_cont,600 S  CLARENCE                     ST,34.0391,-118.2231,4.0,2012,3,31,8,4,August,hispanic,9,15,POINT (-118.2231 34.0391),9,Boyle Heights
120401251,2012-11-06,2012-11-06,1600,Hollenbeck,497,Criminal homicide,0554 1402 1100 0430,29.0,male,Single family dwelling,Shotgun,adult_arrest,3300    HUNTER                       ST,34.021,-118.208,4.0,2012,4,6,11,1,November,hispanic,16,0,POINT (-118.208 34.021),9,Boyle Heights
120412745,2012-07-29,2012-07-28,2340,Hollenbeck,489,Criminal homicide,0411 1409 1402 0416,39.0,male,"Multi-unit dwelling (apartment, duplex, etc)",Other knife,adult_arrest,2900    THE MALL,34.0239,-118.2144,4.0,2012,3,28,7,5,July,hispanic,23,40,POINT (-118.2144 34.0239),9,Boyle Heights
120413235,2012-08-12,2012-08-12,115,Hollenbeck,471,Criminal homicide,0411 1218 1402,57.0,female,Street,Unknown weapon/other weapon,invest_cont,RIO                          ST,34.0345,-118.2243,4.0,2012,3,12,8,6,August,white,1,15,POINT (-118.2243 34.0345),9,Boyle Heights
120408060,2012-04-03,2012-04-03,2202,Hollenbeck,461,Criminal homicide,1409 1407 1402 0430 0302 1411 1100 0342 0906,27.0,male,Parking lot,Unknown firearm,invest_cont,GLESS                        ST,34.0429,-118.2227,4.0,2012,2,3,4,1,April,hispanic,22,2,POINT (-118.2227 34.0429),9,Boyle Heights
120409340,2012-05-05,2012-05-05,2149,Hollenbeck,461,Criminal homicide,1402 1100 0430 0906 1407 0302,20.0,male,Street,Semi-automatic pistol,invest_cont,1ST                          ST,34.0474,-118.2229,4.0,2012,2,5,5,5,May,hispanic,21,49,POINT (-118.2229 34.0474),9,Boyle Heights
120410681,2012-06-07,2012-06-07,1520,Hollenbeck,462,Criminal homicide,0302 1100 0430 1407 1402 0906,29.0,male,Sidewalk,Semi-automatic pistol,invest_cont,400 S  BOYLE                        AV,34.0431,-118.2196,4.0,2012,2,7,6,3,June,hispanic,15,20,POINT (-118.2196 34.0431),9,Boyle Heights
120412406,2012-07-20,2012-07-20,815,Hollenbeck,441,Criminal homicide,0430 0342 0326 0309 1100 1309 1402 1407,23.0,male,Sidewalk,Hand gun,invest_cont,500 N  MISSION                      RD,34.0543,-118.2258,4.0,2012,3,20,7,4,July,hispanic,8,15,POINT (-118.2258 34.0543),9,Boyle Heights
130411837,2013-07-23,2013-07-22,2231,Hollenbeck,455,Criminal homicide,1100 0430 0371 0906 1402 1409 1407,42.0,male,Street,Hand gun,adult_arrest,2000    SHERIDAN                     ST,34.0526,-118.2111,4.0,2013,3,22,7,0,July,hispanic,22,31,POINT (-118.2111 34.0526),9,Boyle Heights
130412302,2013-08-13,2013-08-06,1540,Hollenbeck,463,Criminal homicide,1402 1407 0430 1100 0906,18.0,male,Alley,Semi-automatic pistol,invest_cont,2000    PENNSYLVANIA                 AV,34.0464,-118.2144,4.0,2013,3,6,8,1,August,hispanic,15,40,POINT (-118.2144 34.0464),9,Boyle Heights
130407453,2013-03-28,2013-03-28,1831,Hollenbeck,489,Criminal homicide,0202 0302 0342 0430 1100 1313 1309 0906,36.0,male,"Porch, residential",Hand gun,invest_cont,3100    AINTREE                      LN,34.0234,-118.2101,4.0,2013,1,28,3,3,March,hispanic,18,31,POINT (-118.2101 34.0234),9,Boyle Heights
130410643,2013-06-24,2013-06-22,2255,Hollenbeck,443,Criminal homicide,1409 1100 1402 0430,21.0,male,Yard (residential/business),Revolver,invest_cont,1100 N  CHICAGO                      ST,34.056,-118.206,4.0,2013,2,22,6,5,June,hispanic,22,55,POINT (-118.206 34.056),9,Boyle Heights
130412099,2013-07-29,2013-07-29,1005,Hollenbeck,469,Criminal homicide,1816 1100 0430 1409 1410 1407 0345 0906 1402,20.0,male,Sidewalk,Unknown firearm,adult_arrest,3500    LANFRANCO                    ST,34.0301,-118.195,4.0,2013,3,29,7,0,July,hispanic,10,5,POINT (-118.195 34.0301),9,Boyle Heights
130416791,2013-12-02,2013-12-01,200,Hollenbeck,466,Criminal homicide,0411 1402,26.0,male,"Porch, residential",Other knife,invest_cont,2400    MICHIGAN                     AV,34.0453,-118.2088,4.0,2013,4,1,12,6,December,hispanic,2,0,POINT (-118.2088 34.0453),9,Boyle Heights
130407306,2013-03-26,2013-03-24,1650,Hollenbeck,471,Criminal homicide,1822 1100 1300 0430 1402 0906,36.0,male,Parking lot,Hand gun,invest_cont,7TH                          ST,34.0344,-118.2257,4.0,2013,1,24,3,6,March,hispanic,16,50,POINT (-118.2257 34.0344),9,Boyle Heights
130411540,2013-07-15,2013-07-15,10,Hollenbeck,459,Criminal homicide,1402 1100 1820 0430 1419 1407 1416,37.0,male,Single family dwelling,Semi-automatic pistol,adult_arrest,3200    FOLSOM                       ST,34.0434,-118.1954,4.0,2013,3,15,7,0,July,hispanic,0,10,POINT (-118.1954 34.0434),9,Boyle Heights
140409751,2014-05-29,2014-05-29,1030,Hollenbeck,478,Criminal homicide,1309 1100 0430 0906,27.0,male,Street,Hand gun,invest_cont,3000    ATLANTIC                     ST,34.0276,-118.2093,4.0,2014,2,29,5,3,May,hispanic,10,30,POINT (-118.2093 34.0276),9,Boyle Heights
140417184,2014-11-23,2014-11-23,1550,Hollenbeck,499,Criminal homicide,1409 1402 1300 1309 1316 1317 0330,19.0,male,Street,Vehicle,juv_arrest,PICO,34.018,-118.201,4.0,2014,4,23,11,6,November,hispanic,15,50,POINT (-118.201 34.018),9,Boyle Heights
140417606,2014-12-06,2014-12-05,2357,Hollenbeck,448,Criminal homicide,1100 1310 1240 0430 1402 0906 1409,31.0,male,Parking lot,Rifle,invest_cont,1500 N  EVERGREEN                    AV,34.0596,-118.1934,4.0,2014,4,5,12,4,December,hispanic,23,57,POINT (-118.1934 34.0596),9,Boyle Heights
140404702,2014-01-17,2014-01-17,1725,Hollenbeck,457,Criminal homicide,1402 1407 1100 0430 0906 1416,25.0,male,"Porch, residential",Semi-automatic pistol,invest_cont,600 N  FICKETT                      ST,34.0486,-118.2041,4.0,2014,1,17,1,4,January,hispanic,17,25,POINT (-118.2041 34.0486),9,Boyle Heights
140407378,2014-03-26,2014-03-26,1510,Hollenbeck,489,Criminal homicide,0430 1100 0906 0216 1407 1402 0342 0371 0302,26.0,male,Sidewalk,Semi-automatic pistol,adult_arrest,2800    WYNWOOD                      LN,34.026,-118.2162,4.0,2014,1,26,3,2,March,hispanic,15,10,POINT (-118.2162 34.026),9,Boyle Heights
140414167,2014-09-14,2014-09-14,2230,Hollenbeck,465,Criminal homicide,0302 1100 0430 1266 0913 1407 1402,43.0,male,Driveway,Hand gun,adult_arrest,500 S  BERNAL                       AV,34.0328,-118.1993,4.0,2014,3,14,9,6,September,hispanic,22,30,POINT (-118.1993 34.0328),9,Boyle Heights
140400725,2014-04-19,2014-04-19,23,Hollenbeck,497,Criminal homicide,1100 0430 0906,25.0,male,Parking lot,Shotgun,invest_cont,2900    GLENN                        AV,34.0235,-118.2152,4.0,2014,2,19,4,5,April,hispanic,0,23,POINT (-118.2152 34.0235),9,Boyle Heights
140400553,2014-02-03,2014-02-03,55,Hollenbeck,455,Criminal homicide,1100 0302 0430 1419 1402,20.0,male,Sidewalk,Hand gun,juv_arrest,2100 E  CESAR E CHAVEZ               AV,34.0485,-118.2115,4.0,2014,1,3,2,0,February,hispanic,0,55,POINT (-118.2115 34.0485),9,Boyle Heights
140400761,2014-05-03,2014-05-03,2340,Hollenbeck,448,Criminal homicide,0302 1100 0430 0906 1816 1805 1407 1402,25.0,male,Parking lot,Hand gun,adult_arrest,1600 N  SOTO                         ST,34.0623,-118.198,4.0,2014,2,3,5,5,May,hispanic,23,40,POINT (-118.198 34.0623),9,Boyle Heights
150405773,2015-02-10,2015-02-10,536,Hollenbeck,455,Criminal homicide,1100 0430 1251 0906,20.0,male,Driveway,Semi-automatic pistol,adult_arrest,2100    SHERIDAN                     ST,34.0516,-118.2095,4.0,2015,1,10,2,1,February,hispanic,5,36,POINT (-118.2095 34.0516),9,Boyle Heights
150408538,2015-04-08,2015-04-08,2220,Hollenbeck,467,Criminal homicide,1100 0353 0605 0430 0906,29.0,male,Parking lot,Hand gun,adult_other,SOTO                         ST,34.0406,-118.2117,4.0,2015,2,8,4,2,April,hispanic,22,20,POINT (-118.2117 34.0406),9,Boyle Heights
150417864,2015-12-08,2015-12-08,2023,Hollenbeck,455,Criminal homicide,1100 0430 0906 1402 1407 1409 1410,20.0,male,Street,Unknown firearm,invest_cont,700    CORNWELL                     ST,34.0523,-118.2068,4.0,2015,4,8,12,1,December,hispanic,20,23,POINT (-118.2068 34.0523),9,Boyle Heights
160412786,2016-07-22,2016-07-22,2130,Hollenbeck,477,Criminal homicide,2004 0906 1407 1402 1100 0430 1218,25.0,male,Park/playground,Hand gun,invest_cont,900 S  MOTT                         ST,34.0332,-118.213,4.0,2016,3,22,7,4,July,hispanic,21,30,POINT (-118.213 34.0332),9,Boyle Heights
160401151,2016-09-24,2016-09-24,425,Hollenbeck,461,Criminal homicide,1100 1407 0302 0430 0906,53.0,male,Sidewalk,Unknown firearm,adult_arrest,100 S  PECAN                        ST,34.0474,-118.2217,4.0,2016,3,24,9,5,September,hispanic,4,25,POINT (-118.2217 34.0474),9,Boyle Heights
160414666,2016-09-04,2016-09-04,112,Hollenbeck,489,Criminal homicide,1402 1407 1409 1100 0430 0906,34.0,male,Project/tenement/public housing,Unknown firearm,invest_cont,2800    THE MALL,34.0248,-118.2158,4.0,2016,3,4,9,6,September,hispanic,1,12,POINT (-118.2158 34.0248),9,Boyle Heights
160404725,2016-01-18,2016-01-18,1534,Hollenbeck,463,Criminal homicide,1407 1402 1409 1100 0430 0906,37.0,male,Street,Hand gun,adult_arrest,2000 E  2ND                          ST,34.0446,-118.2155,4.0,2016,1,18,1,0,January,hispanic,15,34,POINT (-118.2155 34.0446),9,Boyle Heights
