,arrest_date,year,weekday,total
2146,2016-04-24,2016,Sunday,2
2147,2016-04-25,2016,Monday,46
2148,2016-04-26,2016,Tuesday,32
2149,2016-04-27,2016,Wednesday,22
2150,2016-04-28,2016,Thursday,51
2151,2016-04-29,2016,Friday,18
2152,2016-04-30,2016,Saturday,11
2153,2016-05-01,2016,Sunday,18
2154,2016-05-02,2016,Monday,28
2155,2016-05-03,2016,Tuesday,18
2156,2016-05-04,2016,Wednesday,47
2157,2016-05-05,2016,Thursday,43
2158,2016-05-06,2016,Friday,15
2159,2016-05-07,2016,Saturday,1
2160,2016-05-08,2016,Sunday,4
2161,2016-05-09,2016,Monday,29
2162,2016-05-10,2016,Tuesday,29
2163,2016-05-11,2016,Wednesday,12
2164,2016-05-12,2016,Thursday,34
2165,2016-05-13,2016,Friday,16
2166,2016-05-14,2016,Saturday,4
2167,2016-05-15,2016,Sunday,13
2168,2016-05-16,2016,Monday,27
2169,2016-05-17,2016,Tuesday,17
2170,2016-05-18,2016,Wednesday,42
2171,2016-05-19,2016,Thursday,38
2172,2016-05-20,2016,Friday,6
2173,2016-05-21,2016,Saturday,11
2174,2016-05-22,2016,Sunday,10
2175,2016-05-23,2016,Monday,30
2176,2016-05-24,2016,Tuesday,23
2177,2016-05-25,2016,Wednesday,33
2178,2016-05-26,2016,Thursday,27
2179,2016-05-27,2016,Friday,2
2180,2016-05-28,2016,Saturday,11
2181,2016-05-29,2016,Sunday,3
2182,2016-05-30,2016,Monday,13
2183,2016-05-31,2016,Tuesday,17
2184,2016-06-01,2016,Wednesday,26
2185,2016-06-02,2016,Thursday,47
2186,2016-06-03,2016,Friday,17
2187,2016-06-05,2016,Sunday,3
2188,2016-06-06,2016,Monday,15
2189,2016-06-07,2016,Tuesday,23
2190,2016-06-08,2016,Wednesday,13
2191,2016-06-09,2016,Thursday,21
2192,2016-06-10,2016,Friday,21
2193,2016-06-11,2016,Saturday,2
2194,2016-06-12,2016,Sunday,13
2195,2016-06-13,2016,Monday,13
2196,2016-06-14,2016,Tuesday,16
2197,2016-06-15,2016,Wednesday,19
2198,2016-06-16,2016,Thursday,17
2199,2016-06-17,2016,Friday,25
2200,2016-06-18,2016,Saturday,17
2201,2016-06-19,2016,Sunday,1
2202,2016-06-20,2016,Monday,11
2203,2016-06-21,2016,Tuesday,21
2204,2016-06-22,2016,Wednesday,15
2205,2016-06-23,2016,Thursday,20
2206,2016-06-24,2016,Friday,7
2207,2016-06-25,2016,Saturday,15
2208,2016-06-26,2016,Sunday,3
2209,2016-06-27,2016,Monday,12
2210,2016-06-28,2016,Tuesday,16
2211,2016-06-29,2016,Wednesday,7
2212,2016-06-30,2016,Thursday,16
2213,2016-07-01,2016,Friday,14
2214,2016-07-02,2016,Saturday,4
2215,2016-07-03,2016,Sunday,5
2216,2016-07-04,2016,Monday,2
2217,2016-07-05,2016,Tuesday,4
2218,2016-07-06,2016,Wednesday,11
2219,2016-07-07,2016,Thursday,18
2220,2016-07-08,2016,Friday,1
2221,2016-07-11,2016,Monday,12
2222,2016-07-12,2016,Tuesday,19
2223,2016-07-13,2016,Wednesday,18
2224,2016-07-14,2016,Thursday,14
2225,2016-07-15,2016,Friday,8
2226,2016-07-16,2016,Saturday,6
2227,2016-07-17,2016,Sunday,2
2228,2016-07-18,2016,Monday,15
2229,2016-07-19,2016,Tuesday,10
2230,2016-07-20,2016,Wednesday,9
2231,2016-07-21,2016,Thursday,19
2232,2016-07-22,2016,Friday,4
2233,2016-07-23,2016,Saturday,6
2234,2016-07-24,2016,Sunday,6
2235,2016-07-25,2016,Monday,11
2236,2016-07-26,2016,Tuesday,20
2237,2016-07-27,2016,Wednesday,15
2238,2016-07-28,2016,Thursday,18
2239,2016-07-29,2016,Friday,4
2240,2016-07-30,2016,Saturday,2
2241,2016-07-31,2016,Sunday,2
2242,2016-08-01,2016,Monday,6
2243,2016-08-02,2016,Tuesday,9
2244,2016-08-03,2016,Wednesday,35
2245,2016-08-04,2016,Thursday,11
2246,2016-08-05,2016,Friday,19
2247,2016-08-06,2016,Saturday,11
2248,2016-08-07,2016,Sunday,3
2249,2016-08-08,2016,Monday,21
2250,2016-08-09,2016,Tuesday,18
2251,2016-08-10,2016,Wednesday,33
2252,2016-08-11,2016,Thursday,18
2253,2016-08-12,2016,Friday,10
2254,2016-08-13,2016,Saturday,5
2255,2016-08-14,2016,Sunday,2
2256,2016-08-15,2016,Monday,8
2257,2016-08-16,2016,Tuesday,29
2258,2016-08-17,2016,Wednesday,18
2259,2016-08-18,2016,Thursday,10
2260,2016-08-19,2016,Friday,3
2261,2016-08-20,2016,Saturday,3
2262,2016-08-21,2016,Sunday,6
2263,2016-08-22,2016,Monday,21
2264,2016-08-23,2016,Tuesday,18
2265,2016-08-24,2016,Wednesday,19
2266,2016-08-25,2016,Thursday,17
2267,2016-08-26,2016,Friday,5
2268,2016-08-27,2016,Saturday,10
2269,2016-08-28,2016,Sunday,1
2270,2016-08-29,2016,Monday,1
2271,2016-08-30,2016,Tuesday,18
2272,2016-08-31,2016,Wednesday,12
2273,2016-09-01,2016,Thursday,14
2274,2016-09-02,2016,Friday,4
2275,2016-09-03,2016,Saturday,2
2276,2016-09-04,2016,Sunday,6
2277,2016-09-05,2016,Monday,3
2278,2016-09-06,2016,Tuesday,12
2279,2016-09-07,2016,Wednesday,30
2280,2016-09-08,2016,Thursday,28
2281,2016-09-09,2016,Friday,11
2282,2016-09-10,2016,Saturday,3
2283,2016-09-11,2016,Sunday,4
2284,2016-09-12,2016,Monday,16
2285,2016-09-13,2016,Tuesday,11
2286,2016-09-14,2016,Wednesday,21
2287,2016-09-15,2016,Thursday,37
2288,2016-09-16,2016,Friday,20
2289,2016-09-17,2016,Saturday,7
2290,2016-09-18,2016,Sunday,7
2291,2016-09-19,2016,Monday,6
2292,2016-09-20,2016,Tuesday,10
2293,2016-09-21,2016,Wednesday,15
2294,2016-09-22,2016,Thursday,15
2295,2016-09-23,2016,Friday,13
2296,2016-09-24,2016,Saturday,10
2297,2016-09-25,2016,Sunday,7
2298,2016-09-26,2016,Monday,3
2299,2016-09-27,2016,Tuesday,15
2300,2016-09-28,2016,Wednesday,8
2301,2016-09-29,2016,Thursday,10
2302,2016-09-30,2016,Friday,8
2303,2016-10-01,2016,Saturday,2
2304,2016-10-02,2016,Sunday,15
2305,2016-10-03,2016,Monday,9
2306,2016-10-04,2016,Tuesday,10
2307,2016-10-05,2016,Wednesday,31
2308,2016-10-06,2016,Thursday,4
2309,2016-10-07,2016,Friday,5
2310,2016-10-08,2016,Saturday,1
2311,2016-10-09,2016,Sunday,9
2312,2016-10-10,2016,Monday,11
2313,2016-10-11,2016,Tuesday,3
2314,2016-10-12,2016,Wednesday,18
2315,2016-10-13,2016,Thursday,19
2316,2016-10-14,2016,Friday,1
2317,2016-10-15,2016,Saturday,1
2318,2016-10-16,2016,Sunday,4
2319,2016-10-17,2016,Monday,4
2320,2016-10-18,2016,Tuesday,4
2321,2016-10-19,2016,Wednesday,14
2322,2016-10-20,2016,Thursday,9
2323,2016-10-21,2016,Friday,2
2324,2016-10-22,2016,Saturday,3
2325,2016-10-23,2016,Sunday,5
2326,2016-10-24,2016,Monday,12
2327,2016-10-25,2016,Tuesday,14
2328,2016-10-26,2016,Wednesday,19
2329,2016-10-27,2016,Thursday,9
2330,2016-10-29,2016,Saturday,1
2331,2016-10-30,2016,Sunday,1
2332,2016-10-31,2016,Monday,9
2333,2016-11-01,2016,Tuesday,18
2334,2016-11-02,2016,Wednesday,24
2335,2016-11-03,2016,Thursday,8
2336,2016-11-04,2016,Friday,2
2337,2016-11-05,2016,Saturday,4
2338,2016-11-06,2016,Sunday,3
2339,2016-11-07,2016,Monday,12
2340,2016-11-08,2016,Tuesday,14
2341,2016-11-09,2016,Wednesday,23
2342,2016-11-10,2016,Thursday,16
2343,2016-11-11,2016,Friday,1
2344,2016-11-12,2016,Saturday,2
2345,2016-11-14,2016,Monday,5
2346,2016-11-15,2016,Tuesday,12
2347,2016-11-16,2016,Wednesday,18
2348,2016-11-17,2016,Thursday,5
2349,2016-11-19,2016,Saturday,7
2350,2016-11-21,2016,Monday,14
2351,2016-11-22,2016,Tuesday,11
2352,2016-11-23,2016,Wednesday,17
2353,2016-11-25,2016,Friday,2
2354,2016-11-26,2016,Saturday,1
2355,2016-11-27,2016,Sunday,1
2356,2016-11-28,2016,Monday,9
2357,2016-11-29,2016,Tuesday,16
2358,2016-11-30,2016,Wednesday,15
2359,2016-12-01,2016,Thursday,22
2360,2016-12-02,2016,Friday,9
2361,2016-12-04,2016,Sunday,7
2362,2016-12-05,2016,Monday,12
2363,2016-12-06,2016,Tuesday,21
2364,2016-12-07,2016,Wednesday,13
2365,2016-12-08,2016,Thursday,15
2366,2016-12-09,2016,Friday,6
2367,2016-12-10,2016,Saturday,4
2368,2016-12-11,2016,Sunday,3
2369,2016-12-12,2016,Monday,9
2370,2016-12-13,2016,Tuesday,5
2371,2016-12-14,2016,Wednesday,12
2372,2016-12-15,2016,Thursday,13
2373,2016-12-17,2016,Saturday,1
2374,2016-12-18,2016,Sunday,1
2375,2016-12-19,2016,Monday,22
2376,2016-12-20,2016,Tuesday,5
2377,2016-12-21,2016,Wednesday,7
2378,2016-12-22,2016,Thursday,1
2379,2016-12-24,2016,Saturday,1
2380,2016-12-26,2016,Monday,6
2381,2016-12-27,2016,Tuesday,8
2382,2016-12-28,2016,Wednesday,22
2383,2016-12-29,2016,Thursday,11
2384,2016-12-30,2016,Friday,1
2385,2016-12-31,2016,Saturday,3
2386,2017-01-01,2017,Sunday,1
2387,2017-01-03,2017,Tuesday,25
2388,2017-01-04,2017,Wednesday,29
2389,2017-01-05,2017,Thursday,12
2390,2017-01-06,2017,Friday,2
2391,2017-01-07,2017,Saturday,1
2392,2017-01-08,2017,Sunday,4
2393,2017-01-10,2017,Tuesday,16
2394,2017-01-11,2017,Wednesday,8
2395,2017-01-12,2017,Thursday,1
2396,2017-01-13,2017,Friday,13
2397,2017-01-14,2017,Saturday,2
2398,2017-01-15,2017,Sunday,3
2399,2017-01-16,2017,Monday,7
2400,2017-01-17,2017,Tuesday,9
2401,2017-01-18,2017,Wednesday,2
2402,2017-01-19,2017,Thursday,1
2403,2017-01-20,2017,Friday,6
2404,2017-01-21,2017,Saturday,3
2405,2017-01-23,2017,Monday,11
2406,2017-01-24,2017,Tuesday,11
2407,2017-01-25,2017,Wednesday,10
2408,2017-01-26,2017,Thursday,60
2409,2017-01-27,2017,Friday,1
2410,2017-01-28,2017,Saturday,53
2411,2017-01-29,2017,Sunday,6
2412,2017-01-30,2017,Monday,7
2413,2017-01-31,2017,Tuesday,6
2414,2017-02-01,2017,Wednesday,6
2415,2017-02-02,2017,Thursday,63
2416,2017-02-03,2017,Friday,6
2417,2017-02-04,2017,Saturday,42
2418,2017-02-06,2017,Monday,2
2419,2017-02-07,2017,Tuesday,5
2420,2017-02-08,2017,Wednesday,28
2421,2017-02-09,2017,Thursday,22
2422,2017-02-10,2017,Friday,7
2423,2017-02-11,2017,Saturday,6
2424,2017-02-13,2017,Monday,9
2425,2017-02-14,2017,Tuesday,6
2426,2017-02-15,2017,Wednesday,18
2427,2017-02-16,2017,Thursday,14
2428,2017-02-19,2017,Sunday,2
2429,2017-02-20,2017,Monday,2
2430,2017-02-21,2017,Tuesday,11
2431,2017-02-22,2017,Wednesday,42
2432,2017-02-23,2017,Thursday,14
2433,2017-02-24,2017,Friday,35
2434,2017-02-25,2017,Saturday,24
2435,2017-02-26,2017,Sunday,25
2436,2017-02-27,2017,Monday,15
2437,2017-02-28,2017,Tuesday,21
2438,2017-03-01,2017,Wednesday,11
2439,2017-03-02,2017,Thursday,14
2440,2017-03-03,2017,Friday,8
2441,2017-03-04,2017,Saturday,2
2442,2017-03-06,2017,Monday,12
2443,2017-03-07,2017,Tuesday,16
2444,2017-03-08,2017,Wednesday,54
2445,2017-03-09,2017,Thursday,23
2446,2017-03-10,2017,Friday,8
2447,2017-03-11,2017,Saturday,5
2448,2017-03-13,2017,Monday,17
2449,2017-03-14,2017,Tuesday,9
2450,2017-03-15,2017,Wednesday,9
2451,2017-03-16,2017,Thursday,37
2452,2017-03-17,2017,Friday,18
2453,2017-03-18,2017,Saturday,10
2454,2017-03-19,2017,Sunday,8
2455,2017-03-20,2017,Monday,13
2456,2017-03-21,2017,Tuesday,8
2457,2017-03-22,2017,Wednesday,10
2458,2017-03-23,2017,Thursday,9
2459,2017-03-24,2017,Friday,14
2460,2017-03-25,2017,Saturday,8
2461,2017-03-26,2017,Sunday,1
2462,2017-03-27,2017,Monday,3
2463,2017-03-28,2017,Tuesday,40
2464,2017-03-29,2017,Wednesday,13
2465,2017-03-30,2017,Thursday,9
2466,2017-03-31,2017,Friday,12
2467,2017-04-01,2017,Saturday,6
2468,2017-04-02,2017,Sunday,5
2469,2017-04-03,2017,Monday,5
2470,2017-04-04,2017,Tuesday,23
2471,2017-04-05,2017,Wednesday,35
2472,2017-04-06,2017,Thursday,17
2473,2017-04-07,2017,Friday,15
2474,2017-04-08,2017,Saturday,11
2475,2017-04-09,2017,Sunday,5
2476,2017-04-10,2017,Monday,40
2477,2017-04-11,2017,Tuesday,32
2478,2017-04-12,2017,Wednesday,35
2479,2017-04-13,2017,Thursday,53
2480,2017-04-14,2017,Friday,28
2481,2017-04-15,2017,Saturday,16
2482,2017-04-16,2017,Sunday,7
2483,2017-04-17,2017,Monday,42
2484,2017-04-18,2017,Tuesday,39
2485,2017-04-19,2017,Wednesday,43
2486,2017-04-20,2017,Thursday,36
2487,2017-04-21,2017,Friday,59
2488,2017-04-22,2017,Saturday,17
2489,2017-04-23,2017,Sunday,9
2490,2017-04-24,2017,Monday,31
2491,2017-04-25,2017,Tuesday,46
2492,2017-04-26,2017,Wednesday,43
2493,2017-04-27,2017,Thursday,33
2494,2017-04-28,2017,Friday,11
2495,2017-04-29,2017,Saturday,5
2496,2017-04-30,2017,Sunday,16
2497,2017-05-01,2017,Monday,41
2498,2017-05-02,2017,Tuesday,45
2499,2017-05-03,2017,Wednesday,36
2500,2017-05-04,2017,Thursday,24
2501,2017-05-05,2017,Friday,10
2502,2017-05-07,2017,Sunday,3
2503,2017-05-08,2017,Monday,16
2504,2017-05-09,2017,Tuesday,26
2505,2017-05-10,2017,Wednesday,25
2506,2017-05-11,2017,Thursday,14
2507,2017-05-12,2017,Friday,11
2508,2017-05-13,2017,Saturday,10
2509,2017-05-14,2017,Sunday,3
2510,2017-05-15,2017,Monday,24
2511,2017-05-16,2017,Tuesday,33
2512,2017-05-17,2017,Wednesday,39
2513,2017-05-18,2017,Thursday,12
2514,2017-05-19,2017,Friday,1
2515,2017-05-20,2017,Saturday,12
2516,2017-05-21,2017,Sunday,14
2517,2017-05-22,2017,Monday,22
2518,2017-05-23,2017,Tuesday,20
2519,2017-05-24,2017,Wednesday,25
2520,2017-05-25,2017,Thursday,34
2521,2017-05-26,2017,Friday,29
2522,2017-05-27,2017,Saturday,11
2523,2017-05-28,2017,Sunday,15
2524,2017-05-29,2017,Monday,27
2525,2017-05-30,2017,Tuesday,38
2526,2017-05-31,2017,Wednesday,25
2527,2017-06-01,2017,Thursday,15
2528,2017-06-02,2017,Friday,26
2529,2017-06-04,2017,Sunday,1
2530,2017-06-05,2017,Monday,12
2531,2017-06-06,2017,Tuesday,16
2532,2017-06-07,2017,Wednesday,26
2533,2017-06-08,2017,Thursday,8
2534,2017-06-09,2017,Friday,42
2535,2017-06-10,2017,Saturday,18
2536,2017-06-11,2017,Sunday,23
2537,2017-06-12,2017,Monday,16
2538,2017-06-13,2017,Tuesday,24
2539,2017-06-14,2017,Wednesday,44
2540,2017-06-15,2017,Thursday,19
2541,2017-06-16,2017,Friday,38
2542,2017-06-17,2017,Saturday,17
2543,2017-06-18,2017,Sunday,29
2544,2017-06-19,2017,Monday,19
2545,2017-06-20,2017,Tuesday,30
2546,2017-06-21,2017,Wednesday,15
2547,2017-06-22,2017,Thursday,19
2548,2017-06-23,2017,Friday,6
2549,2017-06-24,2017,Saturday,14
2550,2017-06-25,2017,Sunday,17
2551,2017-06-26,2017,Monday,16
2552,2017-06-27,2017,Tuesday,25
2553,2017-06-28,2017,Wednesday,27
2554,2017-06-29,2017,Thursday,11
2555,2017-06-30,2017,Friday,18
2556,2017-07-01,2017,Saturday,14
2557,2017-07-02,2017,Sunday,8
2558,2017-07-03,2017,Monday,11
2559,2017-07-04,2017,Tuesday,20
2560,2017-07-05,2017,Wednesday,16
2561,2017-07-06,2017,Thursday,16
2562,2017-07-07,2017,Friday,9
2563,2017-07-08,2017,Saturday,1
2564,2017-07-09,2017,Sunday,5
2565,2017-07-10,2017,Monday,8
2566,2017-07-11,2017,Tuesday,27
2567,2017-07-12,2017,Wednesday,36
2568,2017-07-13,2017,Thursday,12
2569,2017-07-14,2017,Friday,35
2570,2017-07-15,2017,Saturday,8
2571,2017-07-16,2017,Sunday,14
2572,2017-07-17,2017,Monday,20
2573,2017-07-18,2017,Tuesday,30
2574,2017-07-19,2017,Wednesday,23
2575,2017-07-20,2017,Thursday,16
2576,2017-07-21,2017,Friday,34
2577,2017-07-22,2017,Saturday,7
2578,2017-07-23,2017,Sunday,7
2579,2017-07-24,2017,Monday,24
2580,2017-07-25,2017,Tuesday,23
2581,2017-07-26,2017,Wednesday,44
2582,2017-07-27,2017,Thursday,25
2583,2017-07-28,2017,Friday,20
2584,2017-07-29,2017,Saturday,4
2585,2017-07-30,2017,Sunday,3
2586,2017-07-31,2017,Monday,19
2587,2017-08-01,2017,Tuesday,30
2588,2017-08-02,2017,Wednesday,13
2589,2017-08-03,2017,Thursday,15
2590,2017-08-04,2017,Friday,14
2591,2017-08-05,2017,Saturday,10
2592,2017-08-06,2017,Sunday,6
2593,2017-08-07,2017,Monday,18
2594,2017-08-08,2017,Tuesday,13
2595,2017-08-09,2017,Wednesday,16
2596,2017-08-10,2017,Thursday,20
2597,2017-08-11,2017,Friday,14
2598,2017-08-12,2017,Saturday,4
2599,2017-08-13,2017,Sunday,3
2600,2017-08-14,2017,Monday,10
2601,2017-08-15,2017,Tuesday,17
2602,2017-08-16,2017,Wednesday,18
2603,2017-08-17,2017,Thursday,14
2604,2017-08-18,2017,Friday,5
2605,2017-08-19,2017,Saturday,7
2606,2017-08-20,2017,Sunday,6
2607,2017-08-21,2017,Monday,7
2608,2017-08-22,2017,Tuesday,36
2609,2017-08-23,2017,Wednesday,10
2610,2017-08-24,2017,Thursday,18
2611,2017-08-25,2017,Friday,14
2612,2017-08-26,2017,Saturday,13
2613,2017-08-27,2017,Sunday,2
2614,2017-08-28,2017,Monday,18
2615,2017-08-29,2017,Tuesday,10
2616,2017-08-30,2017,Wednesday,31
2617,2017-08-31,2017,Thursday,15
2618,2017-09-01,2017,Friday,5
2619,2017-09-02,2017,Saturday,4
2620,2017-09-03,2017,Sunday,3
2621,2017-09-04,2017,Monday,6
2622,2017-09-05,2017,Tuesday,27
2623,2017-09-06,2017,Wednesday,13
2624,2017-09-07,2017,Thursday,27
2625,2017-09-08,2017,Friday,14
2626,2017-09-09,2017,Saturday,2
2627,2017-09-10,2017,Sunday,10
2628,2017-09-11,2017,Monday,22
2629,2017-09-12,2017,Tuesday,37
2630,2017-09-13,2017,Wednesday,35
2631,2017-09-14,2017,Thursday,8
2632,2017-09-15,2017,Friday,28
2633,2017-09-16,2017,Saturday,19
2634,2017-09-17,2017,Sunday,9
2635,2017-09-18,2017,Monday,26
2636,2017-09-19,2017,Tuesday,34
2637,2017-09-20,2017,Wednesday,27
2638,2017-09-21,2017,Thursday,16
2639,2017-09-22,2017,Friday,33
2640,2017-09-23,2017,Saturday,20
2641,2017-09-24,2017,Sunday,3
2642,2017-09-25,2017,Monday,14
2643,2017-09-26,2017,Tuesday,23
2644,2017-09-27,2017,Wednesday,33
2645,2017-09-28,2017,Thursday,15
2646,2017-09-29,2017,Friday,31
2647,2017-09-30,2017,Saturday,11
2648,2017-10-01,2017,Sunday,3
2649,2017-10-02,2017,Monday,23
2650,2017-10-03,2017,Tuesday,32
2651,2017-10-04,2017,Wednesday,23
2652,2017-10-05,2017,Thursday,18
2653,2017-10-06,2017,Friday,11
2654,2017-10-08,2017,Sunday,1
2655,2017-10-09,2017,Monday,8
2656,2017-10-10,2017,Tuesday,41
2657,2017-10-11,2017,Wednesday,30
2658,2017-10-12,2017,Thursday,26
2659,2017-10-13,2017,Friday,4
2660,2017-10-14,2017,Saturday,11
2661,2017-10-15,2017,Sunday,6
2662,2017-10-16,2017,Monday,16
2663,2017-10-17,2017,Tuesday,16
2664,2017-10-18,2017,Wednesday,21
2665,2017-10-19,2017,Thursday,17
2666,2017-10-20,2017,Friday,16
2667,2017-10-21,2017,Saturday,5
2668,2017-10-22,2017,Sunday,4
2669,2017-10-23,2017,Monday,8
2670,2017-10-24,2017,Tuesday,15
2671,2017-10-25,2017,Wednesday,20
2672,2017-10-26,2017,Thursday,4
2673,2017-10-27,2017,Friday,13
2674,2017-10-28,2017,Saturday,1
2675,2017-10-30,2017,Monday,12
2676,2017-10-31,2017,Tuesday,17
2677,2017-11-01,2017,Wednesday,10
2678,2017-11-02,2017,Thursday,5
2679,2017-11-03,2017,Friday,15
2680,2017-11-04,2017,Saturday,19
2681,2017-11-05,2017,Sunday,23
2682,2017-11-06,2017,Monday,17
2683,2017-11-07,2017,Tuesday,7
2684,2017-11-08,2017,Wednesday,15
2685,2017-11-09,2017,Thursday,21
2686,2017-11-10,2017,Friday,13
2687,2017-11-11,2017,Saturday,6
2688,2017-11-12,2017,Sunday,5
2689,2017-11-13,2017,Monday,19
2690,2017-11-14,2017,Tuesday,10
2691,2017-11-15,2017,Wednesday,10
2692,2017-11-16,2017,Thursday,12
2693,2017-11-17,2017,Friday,10
2694,2017-11-18,2017,Saturday,1
2695,2017-11-19,2017,Sunday,4
2696,2017-11-20,2017,Monday,2
2697,2017-11-21,2017,Tuesday,26
2698,2017-11-22,2017,Wednesday,15
2699,2017-11-23,2017,Thursday,2
2700,2017-11-24,2017,Friday,2
2701,2017-11-25,2017,Saturday,5
2702,2017-11-26,2017,Sunday,6
2703,2017-11-27,2017,Monday,13
2704,2017-11-28,2017,Tuesday,46
2705,2017-11-29,2017,Wednesday,24
2706,2017-11-30,2017,Thursday,19
2707,2017-12-01,2017,Friday,8
2708,2017-12-02,2017,Saturday,27
2709,2017-12-03,2017,Sunday,4
2710,2017-12-04,2017,Monday,16
2711,2017-12-05,2017,Tuesday,2
2712,2017-12-06,2017,Wednesday,7
2713,2017-12-07,2017,Thursday,10
2714,2017-12-08,2017,Friday,5
2715,2017-12-09,2017,Saturday,1
2716,2017-12-11,2017,Monday,12
2717,2017-12-12,2017,Tuesday,20
2718,2017-12-13,2017,Wednesday,15
2719,2017-12-14,2017,Thursday,12
2720,2017-12-15,2017,Friday,11
2721,2017-12-16,2017,Saturday,12
2722,2017-12-17,2017,Sunday,15
2723,2017-12-18,2017,Monday,18
2724,2017-12-19,2017,Tuesday,13
2725,2017-12-20,2017,Wednesday,11
2726,2017-12-21,2017,Thursday,25
2727,2017-12-22,2017,Friday,4
2728,2017-12-23,2017,Saturday,2
2729,2017-12-24,2017,Sunday,1
2730,2017-12-25,2017,Monday,1
2731,2017-12-26,2017,Tuesday,5
2732,2017-12-27,2017,Wednesday,6
2733,2017-12-28,2017,Thursday,11
2734,2017-12-29,2017,Friday,1
2735,2017-12-30,2017,Saturday,1
2736,2017-12-31,2017,Sunday,2
2737,2018-01-02,2018,Tuesday,3
2738,2018-01-03,2018,Wednesday,5
2739,2018-01-04,2018,Thursday,17
2740,2018-01-05,2018,Friday,4
2741,2018-01-06,2018,Saturday,5
2742,2018-01-08,2018,Monday,1
2743,2018-01-09,2018,Tuesday,1
2744,2018-01-10,2018,Wednesday,18
2745,2018-01-11,2018,Thursday,22
2746,2018-01-12,2018,Friday,10
2747,2018-01-13,2018,Saturday,3
2748,2018-01-15,2018,Monday,5
2749,2018-01-16,2018,Tuesday,18
2750,2018-01-17,2018,Wednesday,7
2751,2018-01-18,2018,Thursday,6
2752,2018-01-19,2018,Friday,6
2753,2018-01-20,2018,Saturday,7
2754,2018-01-21,2018,Sunday,2
2755,2018-01-22,2018,Monday,6
2756,2018-01-23,2018,Tuesday,22
2757,2018-01-24,2018,Wednesday,22
2758,2018-01-25,2018,Thursday,26
2759,2018-01-26,2018,Friday,19
2760,2018-01-27,2018,Saturday,11
2761,2018-01-28,2018,Sunday,1
2762,2018-01-29,2018,Monday,23
2763,2018-01-30,2018,Tuesday,24
2764,2018-01-31,2018,Wednesday,41
2765,2018-02-01,2018,Thursday,31
2766,2018-02-02,2018,Friday,23
2767,2018-02-03,2018,Saturday,10
2768,2018-02-04,2018,Sunday,12
2769,2018-02-05,2018,Monday,9
2770,2018-02-06,2018,Tuesday,19
2771,2018-02-07,2018,Wednesday,31
2772,2018-02-08,2018,Thursday,20
2773,2018-02-09,2018,Friday,22
2774,2018-02-10,2018,Saturday,17
2775,2018-02-12,2018,Monday,10
2776,2018-02-13,2018,Tuesday,22
2777,2018-02-14,2018,Wednesday,12
2778,2018-02-15,2018,Thursday,16
2779,2018-02-16,2018,Friday,8
2780,2018-02-17,2018,Saturday,21
2781,2018-02-18,2018,Sunday,17
2782,2018-02-19,2018,Monday,13
2783,2018-02-20,2018,Tuesday,12
2784,2018-02-21,2018,Wednesday,40
2785,2018-02-22,2018,Thursday,26
2786,2018-02-23,2018,Friday,11
2787,2018-02-24,2018,Saturday,9
2788,2018-02-25,2018,Sunday,10
2789,2018-02-26,2018,Monday,11
2790,2018-02-27,2018,Tuesday,22
2791,2018-02-28,2018,Wednesday,11
2792,2018-03-01,2018,Thursday,8
2793,2018-03-02,2018,Friday,1
2794,2018-03-03,2018,Saturday,2
2795,2018-03-04,2018,Sunday,3
2796,2018-03-05,2018,Monday,12
2797,2018-03-06,2018,Tuesday,2
2798,2018-03-07,2018,Wednesday,13
2799,2018-03-08,2018,Thursday,22
2800,2018-03-09,2018,Friday,15
2801,2018-03-10,2018,Saturday,1
2802,2018-03-12,2018,Monday,12
2803,2018-03-13,2018,Tuesday,2
2804,2018-03-14,2018,Wednesday,12
2805,2018-03-15,2018,Thursday,17
2806,2018-03-16,2018,Friday,1
2807,2018-03-18,2018,Sunday,1
2808,2018-03-19,2018,Monday,8
2809,2018-03-20,2018,Tuesday,24
2810,2018-03-21,2018,Wednesday,11
2811,2018-03-22,2018,Thursday,2
2812,2018-03-23,2018,Friday,4
2813,2018-03-24,2018,Saturday,3
2814,2018-03-25,2018,Sunday,4
2815,2018-03-26,2018,Monday,7
2816,2018-03-27,2018,Tuesday,10
2817,2018-03-28,2018,Wednesday,12
2818,2018-03-29,2018,Thursday,9
2819,2018-03-30,2018,Friday,3
2820,2018-03-31,2018,Saturday,6
2821,2018-04-01,2018,Sunday,8
2822,2018-04-02,2018,Monday,18
2823,2018-04-03,2018,Tuesday,11
2824,2018-04-04,2018,Wednesday,7
2825,2018-04-05,2018,Thursday,15
2826,2018-04-06,2018,Friday,9
2827,2018-04-07,2018,Saturday,2
2828,2018-04-08,2018,Sunday,9
2829,2018-04-09,2018,Monday,11
2830,2018-04-10,2018,Tuesday,15
2831,2018-04-11,2018,Wednesday,11
2832,2018-04-12,2018,Thursday,5
2833,2018-04-13,2018,Friday,6
2834,2018-04-14,2018,Saturday,1
2835,2018-04-15,2018,Sunday,3
2836,2018-04-16,2018,Monday,6
2837,2018-04-17,2018,Tuesday,12
2838,2018-04-18,2018,Wednesday,8
2839,2018-04-19,2018,Thursday,9
2840,2018-04-20,2018,Friday,2
2841,2018-04-21,2018,Saturday,1
2842,2018-04-22,2018,Sunday,1
2843,2018-04-23,2018,Monday,10
