,report_id,arrest_date,time,area_id,area_name,reporting_district,age,sex_code,descent_code,charge_group_code,charge_group_description,arrest_type_code,charge,charge_description,address,location,year,quarter,day,month,monthname,weekday,hour,minute,night,latitude,longitude,descent_description,arrest_type_description,geometry
450508,190107533,2019-02-20,1230,1,Central,161,28,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,HARBOR                       FY,"34.0483, -118.2631",2019,1,20,2,February,Wednesday,12,30,False,34.0483,-118.2631,White,Misdemeanor,POINT (-118.2631 34.0483)
450537,190105547,2019-01-18,1420,1,Central,165,27,F,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0439, -118.2479",2019,1,18,1,January,Friday,14,20,False,34.0439,-118.2479,Black,Misdemeanor,POINT (-118.2479 34.0439)
450544,190106625,2019-02-07,1545,1,Central,157,28,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH                          ST,"34.0412, -118.2436",2019,1,7,2,February,Thursday,15,45,False,34.0412,-118.2436,Hispanic,Misdemeanor,POINT (-118.2436 34.0412)
450559,190106309,2019-01-31,1700,1,Central,165,42,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH,"34.0433, -118.2488",2019,1,31,1,January,Thursday,17,00,False,34.0433,-118.2488,Hispanic,Misdemeanor,POINT (-118.2488 34.0433)
450589,190105827,2019-01-22,1405,1,Central,155,24,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0439, -118.2479",2019,1,22,1,January,Tuesday,14,05,False,34.0439,-118.2479,Black,Misdemeanor,POINT (-118.2479 34.0439)
450700,190105833,2019-01-24,1115,1,Central,166,53,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0421, -118.2469",2019,1,24,1,January,Thursday,11,15,False,34.0421,-118.2469,White,Misdemeanor,POINT (-118.2469 34.0421)
450772,190105610,2019-01-24,1435,1,Central,148,26,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SAN PEDRO,"34.0442, -118.2439",2019,1,24,1,January,Thursday,14,35,False,34.0442,-118.2439,Hispanic,Misdemeanor,POINT (-118.2439 34.0442)
450803,190105928,2019-01-23,1400,1,Central,156,36,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH                          ST,"34.0435, -118.2471",2019,1,23,1,January,Wednesday,14,00,False,34.0435,-118.2471,Black,Misdemeanor,POINT (-118.2471 34.0435)
450833,190104560,2019-01-03,1430,1,Central,123,56,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,1ST,"34.0541, -118.2451",2019,1,3,1,January,Thursday,14,30,False,34.0541,-118.2451,White,Misdemeanor,POINT (-118.2451 34.0541)
450898,190105537,2019-01-18,1415,1,Central,165,45,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0439, -118.2479",2019,1,18,1,January,Friday,14,15,False,34.0439,-118.2479,White,Misdemeanor,POINT (-118.2479 34.0439)
450981,190504120,2019-01-02,0615,5,Harbor,555,56,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,800 W  MIRAFLORES                   AV,"33.7483, -118.2931",2019,1,2,1,January,Wednesday,06,15,False,33.7483,-118.2931,Hispanic,Misdemeanor,POINT (-118.2931 33.7483)
450990,190207213,2019-02-24,1510,2,Rampart,245,31,M,H,nan,,I,41.18DLAMC,,OAK                          ST,"34.061, -118.2775",2019,1,24,2,February,Sunday,15,10,False,34.061,-118.2775,Hispanic,Infraction,POINT (-118.2775 34.061)
451040,190110524,2019-03-29,2200,1,Central,157,60,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH,"34.0407, -118.2468",2019,1,29,3,March,Friday,22,00,True,34.0407,-118.2468,Black,Misdemeanor,POINT (-118.2468 34.0407)
451053,190605047,2019-01-17,2000,6,Hollywood,646,23,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6700    HOLLYWOOD                    BL,"34.1016, -118.3361",2019,1,17,1,January,Thursday,20,00,False,34.1016,-118.3361,White,Misdemeanor,POINT (-118.3361 34.1016)
451059,190111166,2019-04-10,1415,1,Central,127,56,M,O,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,1ST,"34.0504, -118.2409",2019,2,10,4,April,Wednesday,14,15,False,34.0504,-118.2409,Other,Misdemeanor,POINT (-118.2409 34.0504)
451080,190108224,2019-02-27,1550,1,Central,153,44,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH,"34.0485, -118.2513",2019,1,27,2,February,Wednesday,15,50,False,34.0485,-118.2513,White,Misdemeanor,POINT (-118.2513 34.0485)
451100,190504522,2019-01-07,1240,5,Harbor,566,45,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,8TH,"33.7369, -118.2814",2019,1,7,1,January,Monday,12,40,False,33.7369,-118.2814,Hispanic,Misdemeanor,POINT (-118.2814 33.7369)
451125,190505412,2019-01-31,0840,5,Harbor,566,44,F,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,8TH                          ST,"33.7369, -118.2814",2019,1,31,1,January,Thursday,08,40,False,33.7369,-118.2814,Hispanic,Misdemeanor,POINT (-118.2814 33.7369)
451129,190109033,2019-03-12,1725,1,Central,138,44,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,4TH                          ST,"34.0449, -118.2415",2019,1,12,3,March,Tuesday,17,25,False,34.0449,-118.2415,Hispanic,Misdemeanor,POINT (-118.2415 34.0449)
451133,190207153,2019-02-11,1522,2,Rampart,245,43,M,H,nan,,I,41.18(A)LAM,,2500    WILSHIRE                     BL,"34.0601, -118.2805",2019,1,11,2,February,Monday,15,22,False,34.0601,-118.2805,Hispanic,Infraction,POINT (-118.2805 34.0601)
451144,190504114,2019-01-02,1100,5,Harbor,566,24,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,8TH                          ST,"33.7369, -118.2804",2019,1,2,1,January,Wednesday,11,00,False,33.7369,-118.2804,Hispanic,Misdemeanor,POINT (-118.2804 33.7369)
451157,190206483,2019-02-11,2028,2,Rampart,245,37,F,H,nan,,I,41.18(A)LAM,,2500    WILSHIRE                     BL,"34.0601, -118.2805",2019,1,11,2,February,Monday,20,28,False,34.0601,-118.2805,Hispanic,Infraction,POINT (-118.2805 34.0601)
451175,190308150,2019-03-05,1700,3,Southwest,337,18,M,B,nan,,M,41.18(D)LAM,,BUDLONG                      AV,"34.0255, -118.2959",2019,1,5,3,March,Tuesday,17,00,False,34.0255,-118.2959,Black,Misdemeanor,POINT (-118.2959 34.0255)
451198,190109959,2019-03-25,1125,1,Central,192,32,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,17TH,"34.034, -118.2651",2019,1,25,3,March,Monday,11,25,False,34.034,-118.2651,Hispanic,Misdemeanor,POINT (-118.2651 34.034)
451201,190108405,2019-03-01,1510,1,Central,148,57,F,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,4TH                          ST,"34.0449, -118.2415",2019,1,1,3,March,Friday,15,10,False,34.0449,-118.2415,Black,Misdemeanor,POINT (-118.2415 34.0449)
451279,190308165,2019-03-05,1645,3,Southwest,337,24,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BUDLONG,"34.0255, -118.2959",2019,1,5,3,March,Tuesday,16,45,False,34.0255,-118.2959,Black,Misdemeanor,POINT (-118.2959 34.0255)
451294,190110643,2019-04-02,1505,1,Central,153,49,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH,"34.0459, -118.2545",2019,2,2,4,April,Tuesday,15,05,False,34.0459,-118.2545,Black,Misdemeanor,POINT (-118.2545 34.0459)
451308,190505563,2019-02-04,0950,5,Harbor,566,47,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,8TH                          ST,"33.7369, -118.2814",2019,1,4,2,February,Monday,09,50,False,33.7369,-118.2814,Black,Misdemeanor,POINT (-118.2814 33.7369)
451310,190504724,2019-01-15,0845,5,Harbor,566,23,M,H,nan,,I,41.18DLAMC,,8TH                          ST,"33.7369, -118.2814",2019,1,15,1,January,Tuesday,08,45,False,33.7369,-118.2814,Hispanic,Infraction,POINT (-118.2814 33.7369)
451384,190207125,2019-02-23,1500,2,Rampart,289,27,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,14TH,"34.0453, -118.2738",2019,1,23,2,February,Saturday,15,00,False,34.0453,-118.2738,Hispanic,Misdemeanor,POINT (-118.2738 34.0453)
451403,190605843,2019-01-20,0945,6,Hollywood,646,61,M,B,nan,,I,41.18(D)LAM,,SELMA,"34.0997, -118.3361",2019,1,20,1,January,Sunday,09,45,False,34.0997,-118.3361,Black,Infraction,POINT (-118.3361 34.0997)
451450,190109481,2019-03-19,1350,1,Central,138,36,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH,"34.0468, -118.2415",2019,1,19,3,March,Tuesday,13,50,False,34.0468,-118.2415,Black,Misdemeanor,POINT (-118.2415 34.0468)
451453,190504336,2019-01-04,1200,5,Harbor,500,31,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,8TH                          ST,"33.7369, -118.2814",2019,1,4,1,January,Friday,12,00,False,33.7369,-118.2814,White,Misdemeanor,POINT (-118.2814 33.7369)
451461,190109619,2019-03-20,1800,1,Central,165,23,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH,"34.0433, -118.2488",2019,1,20,3,March,Wednesday,18,00,False,34.0433,-118.2488,White,Misdemeanor,POINT (-118.2488 34.0433)
451466,190108474,2019-03-05,1550,1,Central,156,44,F,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,200 E  6TH                          ST,"34.0437, -118.2455",2019,1,5,3,March,Tuesday,15,50,False,34.0437,-118.2455,Black,Misdemeanor,POINT (-118.2455 34.0437)
451472,190110087,2019-03-28,0920,1,Central,171,36,F,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,OLYMPIC,"34.0467, -118.2687",2019,1,28,3,March,Thursday,09,20,False,34.0467,-118.2687,Hispanic,Misdemeanor,POINT (-118.2687 34.0467)
451489,190111168,2019-04-10,1530,1,Central,148,47,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,4TH,"34.0449, -118.2415",2019,2,10,4,April,Wednesday,15,30,False,34.0449,-118.2415,Hispanic,Misdemeanor,POINT (-118.2415 34.0449)
451547,190308620,2019-03-10,1500,3,Southwest,315,29,F,W,nan,,I,41.18(A)LAM,,ARLINGTON                    AV,"34.0364, -118.3177",2019,1,10,3,March,Sunday,15,00,False,34.0364,-118.3177,White,Infraction,POINT (-118.3177 34.0364)
451554,190110451,2019-04-01,0915,1,Central,171,63,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,GEORGIA,"34.0475, -118.2657",2019,2,1,4,April,Monday,09,15,False,34.0475,-118.2657,Black,Misdemeanor,POINT (-118.2657 34.0475)
451575,190209468,2019-04-06,0920,2,Rampart,261,24,M,B,nan,,I,41.18(D)LAM,,CORONADO,"34.0561, -118.2839",2019,2,6,4,April,Saturday,09,20,False,34.0561,-118.2839,Black,Infraction,POINT (-118.2839 34.0561)
451621,190504115,2019-01-02,1100,5,Harbor,566,37,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,8TH                          ST,"33.7369, -118.2804",2019,1,2,1,January,Wednesday,11,00,False,33.7369,-118.2804,Hispanic,Misdemeanor,POINT (-118.2804 33.7369)
451655,191410518,2019-04-14,1150,14,Pacific,1415,47,F,O,nan,,I,41.18(A)LAM,,3RD,"34.0035, -118.4598",2019,2,14,4,April,Sunday,11,50,False,34.0035,-118.4598,Other,Infraction,POINT (-118.4598 34.0035)
451660,190209450,2019-04-06,0925,2,Rampart,261,36,M,B,nan,,I,41.18(D)LAM,,CORONADO                     AV,"34.0561, -118.2839",2019,2,6,4,April,Saturday,09,25,False,34.0561,-118.2839,Black,Infraction,POINT (-118.2839 34.0561)
451665,190208692,2019-03-09,0935,2,Rampart,219,28,M,B,nan,,I,41.18(D)LAM,,CUSTER                       ST,"34.0645, -118.2484",2019,1,9,3,March,Saturday,09,35,False,34.0645,-118.2484,Black,Infraction,POINT (-118.2484 34.0645)
451668,190605048,2019-01-17,2010,6,Hollywood,646,25,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6700    HOLLYWOOD                    BL,"34.1016, -118.3361",2019,1,17,1,January,Thursday,20,10,False,34.1016,-118.3361,White,Misdemeanor,POINT (-118.3361 34.1016)
451693,190108223,2019-02-27,1545,1,Central,153,60,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH,"34.0485, -118.2513",2019,1,27,2,February,Wednesday,15,45,False,34.0485,-118.2513,Black,Misdemeanor,POINT (-118.2513 34.0485)
451702,190108407,2019-03-01,1445,1,Central,138,49,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,4TH                          ST,"34.0454, -118.2422",2019,1,1,3,March,Friday,14,45,False,34.0454,-118.2422,Hispanic,Misdemeanor,POINT (-118.2422 34.0454)
451713,190111456,2019-04-17,1315,1,Central,176,40,F,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH,"34.0419, -118.2485",2019,2,17,4,April,Wednesday,13,15,False,34.0419,-118.2485,Hispanic,Misdemeanor,POINT (-118.2485 34.0419)
451720,190110646,2019-04-02,1700,1,Central,154,40,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH,"34.0453, -118.2499",2019,2,2,4,April,Tuesday,17,00,False,34.0453,-118.2499,Black,Misdemeanor,POINT (-118.2499 34.0453)
451723,190109957,2019-03-26,1250,1,Central,192,21,F,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,17TH,"34.0345, -118.266",2019,1,26,3,March,Tuesday,12,50,False,34.0345,-118.266,Black,Misdemeanor,POINT (-118.266 34.0345)
451804,190308164,2019-03-05,1645,3,Southwest,337,17,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BUDLONG,"34.0255, -118.2959",2019,1,5,3,March,Tuesday,16,45,False,34.0255,-118.2959,Black,Misdemeanor,POINT (-118.2959 34.0255)
451833,190108227,2019-02-27,1345,1,Central,124,48,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,1ST                          ST,"34.0522, -118.2434",2019,1,27,2,February,Wednesday,13,45,False,34.0522,-118.2434,Hispanic,Misdemeanor,POINT (-118.2434 34.0522)
451926,190110452,2019-04-01,0905,1,Central,171,44,F,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,GEORGIA,"34.0475, -118.2657",2019,2,1,4,April,Monday,09,05,False,34.0475,-118.2657,Hispanic,Misdemeanor,POINT (-118.2657 34.0475)
451943,190111514,2019-04-17,0950,1,Central,195,41,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,18TH                         ST,"34.0322, -118.2637",2019,2,17,4,April,Wednesday,09,50,False,34.0322,-118.2637,White,Misdemeanor,POINT (-118.2637 34.0322)
452093,190110839,2019-04-08,0945,1,Central,171,63,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,JAMES M WOOD,"34.0475, -118.2657",2019,2,8,4,April,Monday,09,45,False,34.0475,-118.2657,Black,Misdemeanor,POINT (-118.2657 34.0475)
452196,190210386,2019-04-23,1530,2,Rampart,235,60,M,H,nan,,I,41.18(D)LAM,,CORONADO,"34.0691, -118.2759",2019,2,23,4,April,Tuesday,15,30,False,34.0691,-118.2759,Hispanic,Infraction,POINT (-118.2759 34.0691)
452222,190504118,2019-01-02,1100,5,Harbor,566,43,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,8TH                          ST,"33.7369, -118.2804",2019,1,2,1,January,Wednesday,11,00,False,33.7369,-118.2804,Hispanic,Misdemeanor,POINT (-118.2804 33.7369)
452240,190108819,2019-02-23,1845,1,Central,182,62,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,8TH,"34.042, -118.2625",2019,1,23,2,February,Saturday,18,45,False,34.042,-118.2625,White,Misdemeanor,POINT (-118.2625 34.042)
452261,190308149,2019-03-05,1645,3,Southwest,337,51,M,B,nan,,M,41.18(D)LAM,,BUDLONG,"34.0255, -118.2959",2019,1,5,3,March,Tuesday,16,45,False,34.0255,-118.2959,Black,Misdemeanor,POINT (-118.2959 34.0255)
452301,190308163,2019-03-05,1645,3,Southwest,337,24,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BUDLONG,"34.0255, -118.2959",2019,1,5,3,March,Tuesday,16,45,False,34.0255,-118.2959,Black,Misdemeanor,POINT (-118.2959 34.0255)
452302,190605051,2019-01-17,2000,6,Hollywood,646,24,M,W,nan,,M,41.18SLAMC,,6700    HOLLYWOOD                    BL,"34.1016, -118.3361",2019,1,17,1,January,Thursday,20,00,False,34.1016,-118.3361,White,Misdemeanor,POINT (-118.3361 34.1016)
452381,190308147,2019-03-05,1700,3,Southwest,337,60,M,B,nan,,M,41.18(D)LAM,,BUDLONG                      AV,"34.0255, -118.2959",2019,1,5,3,March,Tuesday,17,00,False,34.0255,-118.2959,Black,Misdemeanor,POINT (-118.2959 34.0255)
452431,190605845,2019-01-20,1000,6,Hollywood,646,22,M,W,nan,,I,41.18(D)LAM,,SELMA,"34.0997, -118.3361",2019,1,20,1,January,Sunday,10,00,False,34.0997,-118.3361,White,Infraction,POINT (-118.3361 34.0997)
452487,190206482,2019-02-11,1532,2,Rampart,245,51,M,H,nan,,I,41.18(A)LAM,,2500    WILSHIRE                     BL,"34.0601, -118.2805",2019,1,11,2,February,Monday,15,32,False,34.0601,-118.2805,Hispanic,Infraction,POINT (-118.2805 34.0601)
452532,190208690,2019-03-09,0940,2,Rampart,219,29,M,H,nan,,I,41.18LAMC,,CUSTER,"34.0645, -118.2484",2019,1,9,3,March,Saturday,09,40,False,34.0645,-118.2484,Hispanic,Infraction,POINT (-118.2484 34.0645)
452602,190505674,2019-02-06,1400,5,Harbor,566,31,F,W,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,8TH,"33.7369, -118.2814",2019,1,6,2,February,Wednesday,14,00,False,33.7369,-118.2814,White,Misdemeanor,POINT (-118.2814 33.7369)
452647,190504521,2019-01-08,0925,5,Harbor,566,28,F,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,8TH,"33.7369, -118.2814",2019,1,8,1,January,Tuesday,09,25,False,33.7369,-118.2814,Hispanic,Misdemeanor,POINT (-118.2814 33.7369)
452671,190308162,2019-03-05,1645,3,Southwest,337,22,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BUDLONG,"34.0255, -118.2959",2019,1,5,3,March,Tuesday,16,45,False,34.0255,-118.2959,Black,Misdemeanor,POINT (-118.2959 34.0255)
452677,190108381,2019-03-04,1020,1,Central,171,44,F,O,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,JAMES M WOODS                ST,"34.0457, -118.2665",2019,1,4,3,March,Monday,10,20,False,34.0457,-118.2665,Other,Misdemeanor,POINT (-118.2665 34.0457)
452724,190110443,2019-04-02,1416,1,Central,166,33,F,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH,"34.0412, -118.2474",2019,2,2,4,April,Tuesday,14,16,False,34.0412,-118.2474,Black,Misdemeanor,POINT (-118.2474 34.0412)
452728,190111165,2019-04-10,1415,1,Central,127,21,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,1ST,"34.0504, -118.2409",2019,2,10,4,April,Wednesday,14,15,False,34.0504,-118.2409,White,Misdemeanor,POINT (-118.2409 34.0504)
452756,190605043,2019-01-17,2000,6,Hollywood,646,21,M,O,nan,,M,41.18(D)LAM,,6700    HOLLYWOOD                    BL,"34.1016, -118.3361",2019,1,17,1,January,Thursday,20,00,False,34.1016,-118.3361,Other,Misdemeanor,POINT (-118.3361 34.1016)
452759,190110835,2019-04-08,0935,1,Central,171,46,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,JAMES M WOOD,"34.0478, -118.2665",2019,2,8,4,April,Monday,09,35,False,34.0478,-118.2665,Black,Misdemeanor,POINT (-118.2665 34.0478)
452830,190111459,2019-04-17,1156,1,Central,176,42,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH,"34.0419, -118.2485",2019,2,17,4,April,Wednesday,11,56,False,34.0419,-118.2485,White,Misdemeanor,POINT (-118.2485 34.0419)
452854,190207141,2019-02-23,1500,2,Rampart,289,37,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,14TH,"34.0453, -118.2738",2019,1,23,2,February,Saturday,15,00,False,34.0453,-118.2738,Hispanic,Misdemeanor,POINT (-118.2738 34.0453)
452865,190110085,2019-03-28,0920,1,Central,171,38,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,OLYMPIC,"34.0465, -118.2681",2019,1,28,3,March,Thursday,09,20,False,34.0465,-118.2681,White,Misdemeanor,POINT (-118.2681 34.0465)
452892,190308148,2019-03-05,1700,3,Southwest,337,22,M,B,nan,,M,41.18(D)LAM,,BUDLONG                      AV,"34.0255, -118.2959",2019,1,5,3,March,Tuesday,17,00,False,34.0255,-118.2959,Black,Misdemeanor,POINT (-118.2959 34.0255)
452924,190110650,2019-04-02,1600,1,Central,162,50,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,8TH,"34.0459, -118.2579",2019,2,2,4,April,Tuesday,16,00,False,34.0459,-118.2579,Black,Misdemeanor,POINT (-118.2579 34.0459)
453026,190605844,2019-01-20,1000,6,Hollywood,646,24,M,B,nan,,I,41.18(D)LAM,,SELMA,"34.0997, -118.3361",2019,1,20,1,January,Sunday,10,00,False,34.0997,-118.3361,Black,Infraction,POINT (-118.3361 34.0997)
453080,190607896,2019-03-07,1645,6,Hollywood,666,40,M,W,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),IVAR,"34.0944, -118.3277",2019,1,7,3,March,Thursday,16,45,False,34.0944,-118.3277,White,Misdemeanor,POINT (-118.3277 34.0944)
453112,191108740,2019-04-02,1040,11,Northeast,1138,26,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,100 N  AVENUE 61,"34.1117, -118.1884",2019,2,2,4,April,Tuesday,10,40,False,34.1117,-118.1884,Hispanic,Misdemeanor,POINT (-118.1884 34.1117)
453120,190609488,2019-04-05,1440,6,Hollywood,667,36,M,H,nan,,I,41.18DLAMC,,1100 N  GORDON                       ST,"34.0908, -118.3201",2019,2,5,4,April,Friday,14,40,False,34.0908,-118.3201,Hispanic,Infraction,POINT (-118.3201 34.0908)
453172,190606639,2019-02-12,0815,6,Hollywood,676,62,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,LILLIAN,"34.0835, -118.3277",2019,1,12,2,February,Tuesday,08,15,False,34.0835,-118.3277,White,Misdemeanor,POINT (-118.3277 34.0835)
453189,190605976,2019-01-20,0745,6,Hollywood,646,44,M,B,nan,,I,41.18(D)LAM,,SELMA,"34.0997, -118.3361",2019,1,20,1,January,Sunday,07,45,False,34.0997,-118.3361,Black,Infraction,POINT (-118.3361 34.0997)
453196,190609535,2019-03-19,1700,6,Hollywood,645,43,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SUNSET,"34.098, -118.3425",2019,1,19,3,March,Tuesday,17,00,False,34.098,-118.3425,White,Misdemeanor,POINT (-118.3425 34.098)
453253,190806565,2019-02-27,1000,8,West LA,891,21,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,CENTINELA,"34.0278, -118.4527",2019,1,27,2,February,Wednesday,10,00,False,34.0278,-118.4527,Black,Misdemeanor,POINT (-118.4527 34.0278)
453271,191105630,2019-01-31,0900,11,Northeast,1138,40,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,AVENUE 61,"34.1117, -118.1884",2019,1,31,1,January,Thursday,09,00,False,34.1117,-118.1884,Hispanic,Misdemeanor,POINT (-118.1884 34.1117)
453272,190607682,2019-03-05,0910,6,Hollywood,636,40,M,W,nan,,I,41.18(D)LAM,,SANTA MONICA,"34.1034, -118.3325",2019,1,5,3,March,Tuesday,09,10,False,34.1034,-118.3325,White,Infraction,POINT (-118.3325 34.1034)
453291,190608089,2019-03-12,1155,6,Hollywood,668,22,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,FERNWOOD,"34.0958, -118.3092",2019,1,12,3,March,Tuesday,11,55,False,34.0958,-118.3092,Hispanic,Misdemeanor,POINT (-118.3092 34.0958)
453298,190605870,2019-01-20,0830,6,Hollywood,666,32,M,B,nan,,I,41.18(D)LAM,,EL CENTRO,"34.098, -118.3237",2019,1,20,1,January,Sunday,08,30,False,34.098,-118.3237,Black,Infraction,POINT (-118.3237 34.098)
453312,190609395,2019-03-19,1530,6,Hollywood,644,47,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SUNSET,"34.098, -118.3483",2019,1,19,3,March,Tuesday,15,30,False,34.098,-118.3483,White,Misdemeanor,POINT (-118.3483 34.098)
