,report_id,arrest_date,time,area_id,area_name,reporting_district,age,sex_code,descent_code,charge_group_code,charge_group_description,arrest_type_code,charge,charge_description,address,location,year,quarter,day,month,monthname,weekday,hour,minute,night,latitude,longitude,descent_description,arrest_type_description,geometry
15151,190116229,2019-06-17,1601,1,Central,158,57,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,500    STANFORD                     AV,"34.0426, -118.2412",2019,2,17,6,June,Monday,16,01,False,34.0426,-118.2412,Black,Misdemeanor,POINT (-118.2412 34.0426)
15207,191414424,2019-06-14,1645,14,Pacific,1431,30,F,W,nan,,I,41.18(D)LAM,,3RD,"33.988, -118.4703",2019,2,14,6,June,Friday,16,45,False,33.988,-118.4703,White,Infraction,POINT (-118.4703 33.988)
15260,190614017,2019-06-20,1040,6,Hollywood,637,44,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,GOWER                        ST,"34.104, -118.3224",2019,2,20,6,June,Thursday,10,40,False,34.104,-118.3224,White,Misdemeanor,POINT (-118.3224 34.104)
15309,191414427,2019-06-15,1550,14,Pacific,1400,53,M,B,nan,,I,41.18(D)LAM,,MARKET,"33.9883, -118.4727",2019,2,15,6,June,Saturday,15,50,False,33.9883,-118.4727,Black,Infraction,POINT (-118.4727 33.9883)
15374,191414432,2019-06-18,1610,14,Pacific,1431,29,M,W,nan,,I,41.18(D)LAM,,WINDWARD,"33.9879, -118.4719",2019,2,18,6,June,Tuesday,16,10,False,33.9879,-118.4719,White,Infraction,POINT (-118.4719 33.9879)
15601,191414433,2019-06-18,1610,14,Pacific,1431,33,M,W,nan,,I,41.18(D)LAM,,WINDWARD,"33.9879, -118.4719",2019,2,18,6,June,Tuesday,16,10,False,33.9879,-118.4719,White,Infraction,POINT (-118.4719 33.9879)
15620,190116392,2019-06-18,2020,1,Central,129,34,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,TEMPLE,"34.0499, -118.2312",2019,2,18,6,June,Tuesday,20,20,False,34.0499,-118.2312,Hispanic,Misdemeanor,POINT (-118.2312 34.0499)
15625,191414413,2019-06-12,1500,14,Pacific,1413,43,M,B,nan,,I,41.18(D)LAM,,4TH,"33.996, -118.4735",2019,2,12,6,June,Wednesday,15,00,False,33.996,-118.4735,Black,Infraction,POINT (-118.4735 33.996)
15629,191414431,2019-06-14,1645,14,Pacific,1413,28,M,W,nan,,I,41.18(D)LAM,,3RD,"33.997, -118.4761",2019,2,14,6,June,Friday,16,45,False,33.997,-118.4761,White,Infraction,POINT (-118.4761 33.997)
15647,190116375,2019-06-18,1455,1,Central,176,42,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,4TH                          ST,"34.0404, -118.2504",2019,2,18,6,June,Tuesday,14,55,False,34.0404,-118.2504,White,Misdemeanor,POINT (-118.2504 34.0404)
15656,191414426,2019-06-15,1600,14,Pacific,1431,26,M,W,nan,,M,41.18(D)LAM,,WINDWARD,"33.9879, -118.4719",2019,2,15,6,June,Saturday,16,00,False,33.9879,-118.4719,White,Misdemeanor,POINT (-118.4719 33.9879)
15665,191414393,2019-06-17,1615,14,Pacific,1431,56,M,B,nan,,I,41.18(D)LAM,,PACIFIC,"33.9877, -118.4723",2019,2,17,6,June,Monday,16,15,False,33.9877,-118.4723,Black,Infraction,POINT (-118.4723 33.9877)
15780,191313721,2019-06-20,1800,13,Newton,1307,56,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,8TH,"34.0372, -118.2476",2019,2,20,6,June,Thursday,18,00,False,34.0372,-118.2476,Hispanic,Misdemeanor,POINT (-118.2476 34.0372)
15849,190116393,2019-06-17,1850,1,Central,139,43,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,4TH                          ST,"34.0454, -118.2333",2019,2,17,6,June,Monday,18,50,False,34.0454,-118.2333,White,Misdemeanor,POINT (-118.2333 34.0454)
15896,190614015,2019-06-18,2125,6,Hollywood,636,34,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,ROMAINE,"34.1034, -118.3325",2019,2,18,6,June,Tuesday,21,25,False,34.1034,-118.3325,Black,Misdemeanor,POINT (-118.3325 34.1034)
16055,191414392,2019-06-17,1605,14,Pacific,1412,49,M,W,nan,,I,41.18(A)LAM,,PACIFIC,"33.9933, -118.4765",2019,2,17,6,June,Monday,16,05,False,33.9933,-118.4765,White,Infraction,POINT (-118.4765 33.9933)
16077,191414425,2019-06-18,1440,14,Pacific,1413,30,F,W,nan,,I,41.18(D)LAM,,3RD,"33.997, -118.4761",2019,2,18,6,June,Tuesday,14,40,False,33.997,-118.4761,White,Infraction,POINT (-118.4761 33.997)
16130,191414396,2019-06-12,1600,14,Pacific,1412,56,M,W,nan,,I,41.18(D)LAM,,THORNTON,"33.9919, -118.4773",2019,2,12,6,June,Wednesday,16,00,False,33.9919,-118.4773,White,Infraction,POINT (-118.4773 33.9919)
17149,190116713,2019-06-23,1655,1,Central,152,42,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,FLOWER,"34.0494, -118.2581",2019,2,23,6,June,Sunday,16,55,False,34.0494,-118.2581,Black,Misdemeanor,POINT (-118.2581 34.0494)
17173,190116718,2019-06-22,1550,1,Central,157,32,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH,"34.039, -118.2444",2019,2,22,6,June,Saturday,15,50,False,34.039,-118.2444,Black,Misdemeanor,POINT (-118.2444 34.039)
17205,191414819,2019-06-22,2014,14,Pacific,1432,47,M,B,nan,,I,41.18(D)LAM,,VENICE                       BL,"33.9918, -118.457",2019,2,22,6,June,Saturday,20,14,False,33.9918,-118.457,Black,Infraction,POINT (-118.457 33.9918)
17406,190116650,2019-06-19,2130,1,Central,159,51,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,ALAMEDA,"34.0361, -118.2385",2019,2,19,6,June,Wednesday,21,30,False,34.0361,-118.2385,Black,Misdemeanor,POINT (-118.2385 34.0361)
17583,191414818,2019-06-22,1915,14,Pacific,1413,43,M,B,nan,,I,41.18(D)LAM,,SUNSET,"33.996, -118.4735",2019,2,22,6,June,Saturday,19,15,False,33.996,-118.4735,Black,Infraction,POINT (-118.4735 33.996)
17585,190116717,2019-06-22,1725,1,Central,166,29,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0428, -118.2461",2019,2,22,6,June,Saturday,17,25,False,34.0428,-118.2461,Black,Misdemeanor,POINT (-118.2461 34.0428)
17757,190116831,2019-06-20,1630,1,Central,156,39,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH,"34.0428, -118.2461",2019,2,20,6,June,Thursday,16,30,False,34.0428,-118.2461,White,Misdemeanor,POINT (-118.2461 34.0428)
17785,191414817,2019-06-22,1915,14,Pacific,1415,52,F,W,nan,,I,41.18(D)LAM,,LINCOLN                      BL,"34.0008, -118.4667",2019,2,22,6,June,Saturday,19,15,False,34.0008,-118.4667,White,Infraction,POINT (-118.4667 34.0008)
17786,190116800,2019-06-21,1640,1,Central,138,27,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,3RD                          ST,"34.0464, -118.2402",2019,2,21,6,June,Friday,16,40,False,34.0464,-118.2402,White,Misdemeanor,POINT (-118.2402 34.0464)
17821,190116720,2019-06-22,1745,1,Central,166,45,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0428, -118.2461",2019,2,22,6,June,Saturday,17,45,False,34.0428,-118.2461,Black,Misdemeanor,POINT (-118.2461 34.0428)
17833,190213837,2019-06-20,1550,2,Rampart,256,51,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SHATTO,"34.0564, -118.2702",2019,2,20,6,June,Thursday,15,50,False,34.0564,-118.2702,Hispanic,Misdemeanor,POINT (-118.2702 34.0564)
17892,190116715,2019-06-21,1750,1,Central,155,29,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0435, -118.2471",2019,2,21,6,June,Friday,17,50,False,34.0435,-118.2471,White,Misdemeanor,POINT (-118.2471 34.0435)
18017,190116832,2019-06-20,1450,1,Central,135,26,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,3RD,"34.0499, -118.2464",2019,2,20,6,June,Thursday,14,50,False,34.0499,-118.2464,White,Misdemeanor,POINT (-118.2464 34.0499)
18104,191414824,2019-06-06,1330,14,Pacific,1412,55,M,H,nan,,I,41.18(A)LAM,,3RD,"33.9933, -118.4765",2019,2,6,6,June,Thursday,13,30,False,33.9933,-118.4765,Hispanic,Infraction,POINT (-118.4765 33.9933)
18170,190116719,2019-06-22,1725,1,Central,166,28,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0428, -118.2461",2019,2,22,6,June,Saturday,17,25,False,34.0428,-118.2461,Black,Misdemeanor,POINT (-118.2461 34.0428)
18269,191414815,2019-06-23,1655,14,Pacific,1431,59,M,W,nan,,I,41.18(D)LAM,,VENICE,"33.9876, -118.466",2019,2,23,6,June,Sunday,16,55,False,33.9876,-118.466,White,Infraction,POINT (-118.466 33.9876)
18349,191414820,2019-06-22,1640,14,Pacific,1413,61,M,W,nan,,I,41.18(D)LAM,,LINCOLN,"33.9956, -118.4722",2019,2,22,6,June,Saturday,16,40,False,33.9956,-118.4722,White,Infraction,POINT (-118.4722 33.9956)
19288,190117268,2019-06-29,1715,1,Central,163,59,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH                          ST,"34.0438, -118.2547",2019,2,29,6,June,Saturday,17,15,False,34.0438,-118.2547,Black,Misdemeanor,POINT (-118.2547 34.0438)
19302,190315937,2019-06-30,1605,3,Southwest,356,25,M,H,nan,,I,41.18(D)LAM,,S  37TH                         PL,"34.02, -118.3002",2019,2,30,6,June,Sunday,16,05,False,34.02,-118.3002,Hispanic,Infraction,POINT (-118.3002 34.02)
19319,190117298,2019-06-26,1435,1,Central,156,38,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH                          ST,"34.0446, -118.245",2019,2,26,6,June,Wednesday,14,35,False,34.0446,-118.245,Hispanic,Misdemeanor,POINT (-118.245 34.0446)
19338,190117304,2019-06-26,1430,1,Central,156,41,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH                          ST,"34.0446, -118.245",2019,2,26,6,June,Wednesday,14,30,False,34.0446,-118.245,Hispanic,Misdemeanor,POINT (-118.245 34.0446)
19403,190117425,2019-06-30,1845,1,Central,163,41,M,W,nan,,M,41.18(D)LAM,,7TH,"34.0438, -118.2547",2019,2,30,6,June,Sunday,18,45,False,34.0438,-118.2547,White,Misdemeanor,POINT (-118.2547 34.0438)
19469,190512150,2019-07-02,0710,5,Harbor,566,44,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,100 W  8TH                          ST,"33.7369, -118.2804",2019,3,2,7,July,Tuesday,07,10,False,33.7369,-118.2804,Hispanic,Misdemeanor,POINT (-118.2804 33.7369)
19557,190117299,2019-06-26,1600,1,Central,156,34,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0437, -118.2455",2019,2,26,6,June,Wednesday,16,00,False,34.0437,-118.2455,Hispanic,Misdemeanor,POINT (-118.2455 34.0437)
19612,190117327,2019-06-26,0855,1,Central,171,51,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,OLYMPIC,"34.0465, -118.2681",2019,2,26,6,June,Wednesday,08,55,False,34.0465,-118.2681,White,Misdemeanor,POINT (-118.2681 34.0465)
19628,190315832,2019-06-29,1630,3,Southwest,318,45,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,"34.0336, -118.289",2019,2,29,6,June,Saturday,16,30,False,34.0336,-118.289,Hispanic,Misdemeanor,POINT (-118.289 34.0336)
19698,190117303,2019-06-26,1430,1,Central,156,39,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH                          ST,"34.0446, -118.245",2019,2,26,6,June,Wednesday,14,30,False,34.0446,-118.245,Hispanic,Misdemeanor,POINT (-118.245 34.0446)
19709,190117426,2019-06-30,2105,1,Central,111,61,M,H,nan,,M,41.18(D)LAM,,CESAR E CHAVEZ,"34.0583, -118.2378",2019,2,30,6,June,Sunday,21,05,False,34.0583,-118.2378,Hispanic,Misdemeanor,POINT (-118.2378 34.0583)
19851,190315833,2019-06-29,1830,3,Southwest,318,51,M,H,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),1300 W  25TH                         ST,"34.0336, -118.289",2019,2,29,6,June,Saturday,18,30,False,34.0336,-118.289,Hispanic,Misdemeanor,POINT (-118.289 34.0336)
19862,190315828,2019-06-28,2110,3,Southwest,318,45,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,"34.0336, -118.289",2019,2,28,6,June,Friday,21,10,False,34.0336,-118.289,Hispanic,Misdemeanor,POINT (-118.289 34.0336)
19975,190117300,2019-06-26,1550,1,Central,165,31,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0439, -118.2479",2019,2,26,6,June,Wednesday,15,50,False,34.0439,-118.2479,White,Misdemeanor,POINT (-118.2479 34.0439)
20084,190315834,2019-06-29,1630,3,Southwest,318,47,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,"34.0336, -118.289",2019,2,29,6,June,Saturday,16,30,False,34.0336,-118.289,Hispanic,Misdemeanor,POINT (-118.289 34.0336)
20099,190315829,2019-06-28,2110,3,Southwest,318,56,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,"34.0336, -118.289",2019,2,28,6,June,Friday,21,10,False,34.0336,-118.289,Hispanic,Misdemeanor,POINT (-118.289 34.0336)
20203,190117330,2019-06-26,0940,1,Central,171,34,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,JAMES M WOOD,"34.0478, -118.2665",2019,2,26,6,June,Wednesday,09,40,False,34.0478,-118.2665,White,Misdemeanor,POINT (-118.2665 34.0478)
20302,190315938,2019-06-30,1605,3,Southwest,356,26,M,H,nan,,I,41.18(D)LAM,,S  37TH                         PL,"34.02, -118.3002",2019,2,30,6,June,Sunday,16,05,False,34.02,-118.3002,Hispanic,Infraction,POINT (-118.3002 34.02)
20369,190117329,2019-06-26,0850,1,Central,171,44,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,OLYMPIC,"34.0465, -118.2681",2019,2,26,6,June,Wednesday,08,50,False,34.0465,-118.2681,Hispanic,Misdemeanor,POINT (-118.2681 34.0465)
20371,190117424,2019-07-01,1640,1,Central,155,45,F,B,nan,,M,41.18(D)LAM,,5TH,"34.0448, -118.2474",2019,3,1,7,July,Monday,16,40,False,34.0448,-118.2474,Black,Misdemeanor,POINT (-118.2474 34.0448)
20452,190315830,2019-06-28,2110,3,Southwest,318,51,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,"34.0336, -118.289",2019,2,28,6,June,Friday,21,10,False,34.0336,-118.289,Hispanic,Misdemeanor,POINT (-118.289 34.0336)
21022,190316211,2019-06-29,1620,3,Southwest,318,32,M,H,nan,,I,41.18(A)LAM,,1300 W  25TH                         ST,"34.0336, -118.289",2019,2,29,6,June,Saturday,16,20,False,34.0336,-118.289,Hispanic,Infraction,POINT (-118.289 34.0336)
21368,190117901,2019-07-02,1650,1,Central,157,37,M,B,19,Disturbing the Peace,M,41.18CLAMC,ANNOY/MOLEST PERSON IN PED SUBWAY,6TH,"34.0417, -118.2443",2019,3,2,7,July,Tuesday,16,50,False,34.0417,-118.2443,Black,Misdemeanor,POINT (-118.2443 34.0417)
21611,190614983,2019-07-01,0800,6,Hollywood,637,61,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,GOWER                        ST,"34.104, -118.3224",2019,3,1,7,July,Monday,08,00,False,34.104,-118.3224,White,Misdemeanor,POINT (-118.3224 34.104)
21612,190117905,2019-07-02,1500,1,Central,157,23,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH,"34.0416, -118.244",2019,3,2,7,July,Tuesday,15,00,False,34.0416,-118.244,Hispanic,Misdemeanor,POINT (-118.244 34.0416)
21626,190117839,2019-07-01,1720,1,Central,165,55,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH,"34.0433, -118.2488",2019,3,1,7,July,Monday,17,20,False,34.0433,-118.2488,Black,Misdemeanor,POINT (-118.2488 34.0433)
21663,190812529,2019-07-11,1200,8,West LA,884,35,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,COTNER                       AV,"34.0397, -118.4301",2019,3,11,7,July,Thursday,12,00,False,34.0397,-118.4301,White,Misdemeanor,POINT (-118.4301 34.0397)
21666,190117900,2019-07-02,1700,1,Central,157,32,F,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH,"34.0401, -118.2459",2019,3,2,7,July,Tuesday,17,00,False,34.0401,-118.2459,Black,Misdemeanor,POINT (-118.2459 34.0401)
21768,190316214,2019-06-29,1620,3,Southwest,318,56,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,"34.0336, -118.289",2019,2,29,6,June,Saturday,16,20,False,34.0336,-118.289,Hispanic,Misdemeanor,POINT (-118.289 34.0336)
21968,190117904,2019-07-02,1700,1,Central,157,52,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH,"34.0416, -118.244",2019,3,2,7,July,Tuesday,17,00,False,34.0416,-118.244,Hispanic,Misdemeanor,POINT (-118.244 34.0416)
22058,190118282,2019-07-07,1655,1,Central,153,52,F,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH,"34.0467, -118.252",2019,3,7,7,July,Sunday,16,55,False,34.0467,-118.252,Black,Misdemeanor,POINT (-118.252 34.0467)
22129,190117903,2019-07-02,1520,1,Central,165,37,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH,"34.0439, -118.2479",2019,3,2,7,July,Tuesday,15,20,False,34.0439,-118.2479,White,Misdemeanor,POINT (-118.2479 34.0439)
22225,190118295,2019-07-09,1712,1,Central,157,50,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH,"34.0401, -118.2459",2019,3,9,7,July,Tuesday,17,12,False,34.0401,-118.2459,Black,Misdemeanor,POINT (-118.2459 34.0401)
22227,190118289,2019-07-10,0739,1,Central,157,50,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH,"34.0401, -118.2459",2019,3,10,7,July,Wednesday,07,39,False,34.0401,-118.2459,Black,Misdemeanor,POINT (-118.2459 34.0401)
22967,190118296,2019-07-09,1535,1,Central,157,57,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0408, -118.2428",2019,3,9,7,July,Tuesday,15,35,False,34.0408,-118.2428,Black,Misdemeanor,POINT (-118.2428 34.0408)
22990,190812794,2019-07-15,1535,8,West LA,881,49,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,EXPOSITION,"34.0328, -118.4483",2019,3,15,7,July,Monday,15,35,False,34.0328,-118.4483,White,Misdemeanor,POINT (-118.4483 34.0328)
23073,190118452,2019-07-11,1125,1,Central,148,52,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,4TH,"34.0438, -118.2416",2019,3,11,7,July,Thursday,11,25,False,34.0438,-118.2416,Black,Misdemeanor,POINT (-118.2416 34.0438)
23148,190812793,2019-07-15,1430,8,West LA,884,51,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,EXPOSITION,"34.0397, -118.4301",2019,3,15,7,July,Monday,14,30,False,34.0397,-118.4301,White,Misdemeanor,POINT (-118.4301 34.0397)
23168,190812788,2019-07-16,1600,8,West LA,884,49,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,EXPOSITION,"34.0397, -118.4301",2019,3,16,7,July,Tuesday,16,00,False,34.0397,-118.4301,White,Misdemeanor,POINT (-118.4301 34.0397)
23230,191416415,2019-07-13,0915,14,Pacific,1413,37,F,W,nan,,I,41.18(A)LAM,,3RD,"33.9955, -118.4745",2019,3,13,7,July,Saturday,09,15,False,33.9955,-118.4745,White,Infraction,POINT (-118.4745 33.9955)
23237,190812872,2019-07-18,1700,8,West LA,884,53,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,PICO,"34.0362, -118.4367",2019,3,18,7,July,Thursday,17,00,False,34.0362,-118.4367,Black,Misdemeanor,POINT (-118.4367 34.0362)
23316,190214825,2019-07-10,2140,2,Rampart,246,54,F,W,nan,,I,41.18DLAMC,,400 S  ALVARADO                     ST,"34.0613, -118.2738",2019,3,10,7,July,Wednesday,21,40,False,34.0613,-118.2738,White,Infraction,POINT (-118.2738 34.0613)
23438,190812789,2019-07-15,1510,8,West LA,881,55,M,W,nan,,I,41.18DLAMC,,EXPOSITION,"34.0341, -118.4525",2019,3,15,7,July,Monday,15,10,False,34.0341,-118.4525,White,Infraction,POINT (-118.4525 34.0341)
23483,190214798,2019-07-13,1600,2,Rampart,246,47,M,B,nan,,I,41.18(D)LAM,,ALVARADO                     ST,"34.0613, -118.2738",2019,3,13,7,July,Saturday,16,00,False,34.0613,-118.2738,Black,Infraction,POINT (-118.2738 34.0613)
23538,190118445,2019-07-11,1128,1,Central,158,30,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,5TH,"34.0421, -118.2405",2019,3,11,7,July,Thursday,11,28,False,34.0421,-118.2405,Black,Misdemeanor,POINT (-118.2405 34.0421)
23680,190812785,2019-07-16,1650,8,West LA,893,48,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SEPULVEDA,"34.0344, -118.4336",2019,3,16,7,July,Tuesday,16,50,False,34.0344,-118.4336,Hispanic,Misdemeanor,POINT (-118.4336 34.0344)
23710,190214824,2019-07-10,2130,2,Rampart,246,47,M,B,nan,,I,41.18DLAMC,,400 S  ALVARADO                     ST,"34.0613, -118.2738",2019,3,10,7,July,Wednesday,21,30,False,34.0613,-118.2738,Black,Infraction,POINT (-118.2738 34.0613)
23752,191218633,2019-07-09,1440,12,77th Street,1267,33,M,B,nan,,M,41.18(D),,GRAND                        AV,"33.9642, -118.2804",2019,3,9,7,July,Tuesday,14,40,False,33.9642,-118.2804,Black,Misdemeanor,POINT (-118.2804 33.9642)
23806,190812786,2019-07-16,1700,8,West LA,893,36,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SEPULVEDA,"34.0344, -118.4336",2019,3,16,7,July,Tuesday,17,00,False,34.0344,-118.4336,Hispanic,Misdemeanor,POINT (-118.4336 34.0344)
23959,190812795,2019-07-15,1845,8,West LA,883,52,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BELOIT,"34.04, -118.4393",2019,3,15,7,July,Monday,18,45,False,34.04,-118.4393,Hispanic,Misdemeanor,POINT (-118.4393 34.04)
23980,190118456,2019-07-14,1615,1,Central,166,36,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0428, -118.2461",2019,3,14,7,July,Sunday,16,15,False,34.0428,-118.2461,Black,Misdemeanor,POINT (-118.2461 34.0428)
24013,190812874,2019-07-16,0810,8,West LA,897,42,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,BAGLEY,"34.0292, -118.3968",2019,3,16,7,July,Tuesday,08,10,False,34.0292,-118.3968,White,Misdemeanor,POINT (-118.3968 34.0292)
24016,190812784,2019-07-06,1610,8,West LA,884,52,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,EXPOSITION,"34.0397, -118.4301",2019,3,6,7,July,Saturday,16,10,False,34.0397,-118.4301,Hispanic,Misdemeanor,POINT (-118.4301 34.0397)
24035,190812791,2019-07-15,1340,8,West LA,897,31,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,BAGLEY,"34.0292, -118.3968",2019,3,15,7,July,Monday,13,40,False,34.0292,-118.3968,Hispanic,Misdemeanor,POINT (-118.3968 34.0292)
24085,190812787,2019-07-16,1700,8,West LA,893,32,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SEPULVEDA,"34.0344, -118.4336",2019,3,16,7,July,Tuesday,17,00,False,34.0344,-118.4336,Hispanic,Misdemeanor,POINT (-118.4336 34.0344)
24090,190118300,2019-07-10,1439,1,Central,176,42,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH,"34.0419, -118.2485",2019,3,10,7,July,Wednesday,14,39,False,34.0419,-118.2485,White,Misdemeanor,POINT (-118.2485 34.0419)
24166,191218632,2019-07-09,1440,12,77th Street,1267,27,F,B,nan,,M,41.18(D),,GRAND                        AV,"33.9642, -118.2804",2019,3,9,7,July,Tuesday,14,40,False,33.9642,-118.2804,Black,Misdemeanor,POINT (-118.2804 33.9642)
24182,191416438,2019-07-15,0930,14,Pacific,1413,28,M,W,nan,,I,41.18(A)LAM,,3RD,"33.9955, -118.4745",2019,3,15,7,July,Monday,09,30,False,33.9955,-118.4745,White,Infraction,POINT (-118.4745 33.9955)
