,name,geometry,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,unsheltered,unshelteredoutside,2010_rate,2011_rate,2012_rate,2013_rate,2014_rate,2015_rate,2016_rate,2017_rate,2018_rate,2019_rate
84,Elysian Valley,"MULTIPOLYGON (((-118.228006 34.08830999912348, -118.2274060000002 34.08290999912356, -118.229406 34.08390999912353, -118.2311060000002 34.08530999912353, -118.2366000000002 34.08823799912337, -118.2434070000001 34.09460999912348, -118.2440070000002 34.09560899912331, -118.244607 34.09580899912334, -118.249807 34.09930899912341, -118.250807 34.1013089991234, -118.253407 34.10430899912336, -118.255807 34.10540899912328, -118.2565070000001 34.10590899912326, -118.2535070000002 34.1085089991233, -118.2491070000002 34.10860899912322, -118.2464070000001 34.1077089991233, -118.243107 34.10580899912318, -118.242207 34.10460899912327, -118.2424070000001 34.1013089991233, -118.2420070000002 34.09930899912338, -118.240307 34.09660899912335, -118.238407 34.09480899912341, -118.2333070000001 34.09360999912337, -118.232207 34.09320999912347, -118.230606 34.09220999912347, -118.2286060000001 34.08990999912355, -118.228006 34.08830999912348)))",0,0,0,0,0,0,0,1,0,0,65.16600392417939,6.713450358738061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5345424604576021,0.0,0.0
83,Encino,"MULTIPOLYGON (((-118.5239170000001 34.18650399912229, -118.518417 34.18640399912231, -118.518517 34.18250499912232, -118.516417 34.1824049991224, -118.516417 34.18090499912246, -118.518517 34.18090499912231, -118.5185180000001 34.18000199912236, -118.509917 34.18000499912242, -118.507617 34.17990499912238, -118.507617 34.17950499912239, -118.505817 34.17950499912237, -118.5059340000001 34.17212799912235, -118.4996620000001 34.17210799912244, -118.498916 34.17192199912239, -118.498065 34.17113999912251, -118.4962970000001 34.16833799912247, -118.495663 34.16760699912246, -118.4943780000002 34.1669159991226, -118.4925190000001 34.16662499912253, -118.492516 34.16530499912248, -118.4900890000001 34.16511299912258, -118.4774870000001 34.16511299912252, -118.4759680000001 34.16499199912247, -118.474749 34.16458599912259, -118.472215 34.16270499912256, -118.471677 34.16257999912253, -118.47079 34.16276399912256, -118.470332 34.16315099912252, -118.46996 34.16377499912254, -118.469932 34.1588409991227, -118.4688780000002 34.15510299912261, -118.468524 34.15293399912268, -118.4685230000001 34.15165799912272, -118.469134 34.14983099912269, -118.4707810000002 34.14645799912285, -118.4713160000002 34.14462999912281, -118.4717160000001 34.13762299912291, -118.472559 34.13386299912297, -118.474133 34.12984499912297, -118.476115 34.12600599912297, -118.4776370000001 34.12594499912311, -118.478241 34.12618399912304, -118.478519 34.126655999123, -118.479364 34.12951599912305, -118.4799850000001 34.13001299912292, -118.4880670000002 34.12995799912298, -118.490015 34.13060599912304, -118.490415 34.13120599912293, -118.4928150000001 34.13110599912298, -118.494415 34.13010599912297, -118.4960150000001 34.13000599912294, -118.496815 34.1305059991229, -118.500916 34.12910599912313, -118.5022160000001 34.12950599912306, -118.502016 34.13060599912289, -118.5026160000001 34.12840599912297, -118.5041160000001 34.12800599912303, -118.508516 34.13120599912293, -118.5104160000001 34.13070599912292, -118.510716 34.13030599912292, -118.5271160000001 34.12910599912314, -118.526381 34.13256099912293, -118.525955 34.13381899912295, -118.5218670000001 34.14194899912273, -118.5213570000002 34.14316999912286, -118.521267 34.14429099912278, -118.5214590000001 34.14699899912286, -118.5226930000001 34.14762499912268, -118.52324 34.14767499912268, -118.5237560000001 34.14738799912283, -118.5241360000001 34.14640099912278, -118.52598 34.14535399912273, -118.52629 34.14492199912285, -118.526317 34.14420599912277, -118.5271510000001 34.14415599912281, -118.527131 34.14320899912283, -118.527879 34.14217999912288, -118.528283 34.14201399912289, -118.5296140000002 34.14345399912275, -118.528302 34.14347699912278, -118.5281530000001 34.14415199912272, -118.530177 34.14497099912283, -118.5304640000001 34.14684399912277, -118.5304540000001 34.14825199912279, -118.5302290000001 34.14858599912274, -118.530477 34.14891299912274, -118.5305070000001 34.14931799912273, -118.5304560000001 34.14960699912272, -118.5301540000001 34.14986099912284, -118.528688 34.14994199912266, -118.527823 34.14975599912274, -118.527542 34.14920599912274, -118.527745 34.14859299912272, -118.5273810000001 34.14831299912267, -118.527117 34.14770499912274, -118.526717 34.14789299912265, -118.5265450000001 34.14828499912279, -118.526484 34.1505059991227, -118.5257440000001 34.15113999912266, -118.5257150000001 34.15230599912272, -118.525207 34.1535269991227, -118.525504 34.15416999912268, -118.5258970000001 34.15445599912262, -118.528717 34.15450499912269, -118.527317 34.15850499912255, -118.527317 34.18649299912231, -118.5239170000001 34.18650399912229)))",0,0,3,0,0,1,0,0,0,0,78.46044841746101,30.628698904374232,0.0,0.0,3.823582531720994,0.0,0.0,1.2745275105736646,0.0,0.0,0.0,0.0
80,Harbor Gateway,"MULTIPOLYGON (((-118.2890060000001 33.92361499912562, -118.281206 33.92361499912545, -118.2812652780672 33.92319900129804, -118.2814489955988 33.92310400474226, -118.2820859749433 33.92320100010348, -118.2822679947171 33.89731499885771, -118.2832039860523 33.89694800236782, -118.28228 33.87412699912612, -118.282107 33.87285299912622, -118.282247 33.87263899912628, -118.281845 33.87269699912613, -118.281643 33.87201899912623, -118.281555 33.86280199912633, -118.285363 33.86115599912625, -118.2851360000001 33.86068399912625, -118.285211 33.86048099912631, -118.285488 33.86063599912628, -118.285615 33.86104399912632, -118.2905230000002 33.85869899912626, -118.290518 33.85422299912644, -118.2852540000001 33.85415699912642, -118.285275 33.85224999912635, -118.2860360000002 33.85224799912648, -118.2860169948003 33.84625300575102, -118.2992069748046 33.84631900086816, -118.2991809860755 33.82302200232228, -118.2990429825945 33.82221000312056, -118.2992050000002 33.81341599912684, -118.3087923495178 33.81687759425836, -118.3094120000002 33.85743899912633, -118.309279 33.85834799912633, -118.3091500000001 33.85834799912633, -118.309148 33.86560799912633, -118.299319 33.8656979991262, -118.2991430000001 33.87053099912625, -118.299028 33.8705829991262, -118.294349 33.87062799912624, -118.294499 33.86646999912618, -118.298063 33.86642199912639, -118.298068 33.86555299912629, -118.29197 33.86554499912634, -118.29154 33.86566399912626, -118.290624 33.86633299912635, -118.291788 33.89412099912589, -118.2915829860537 33.92333400238584, -118.2915475629645 33.92350208560499, -118.2890060000001 33.92361499912562)))",79,0,1,0,3,0,0,0,1,0,281.51613777679484,91.4287958313763,28.06233440963039,0.0,0.3552194229067138,0.0,1.0656582687201415,0.0,0.0,0.0,0.3552194229067138,0.0
81,Harvard Heights,"MULTIPOLYGON (((-118.3000120000002 34.052907999124, -118.300008 34.04741099912393, -118.3004080000001 34.04561099912404, -118.3003080000001 34.04391099912411, -118.300808 34.04381099912403, -118.3009080000001 34.0401109991242, -118.300408 34.04001099912401, -118.3004080000001 34.03731199912409, -118.3090080000001 34.03741099912408, -118.315308 34.03721099912426, -118.3150080000001 34.03741099912408, -118.313408 34.03751099912417, -118.313408 34.04001099912401, -118.313008 34.04001099912405, -118.3131090000001 34.04961099912397, -118.313409 34.05271099912387, -118.3112090000001 34.05291099912394, -118.3000120000002 34.052907999124)))",3,3,0,1,1,0,2,4,1,0,87.19646877432251,55.345392314670114,3.440506298213117,3.440506298213117,0.0,1.1468354327377057,1.1468354327377057,0.0,2.2936708654754114,4.587341730950823,1.1468354327377057,0.0
89,Reseda,"MULTIPOLYGON (((-118.518518 34.22080299912185, -118.518617 34.19260399912219, -118.518417 34.18640399912231, -118.5623180000001 34.18650399912217, -118.562319 34.19380399912222, -118.5621190000002 34.20100399912202, -118.5622190000001 34.22010399912182, -118.518518 34.22080299912185)))",0,1,8,3,0,0,0,2,0,0,139.9460612560933,56.07837381392882,0.0,0.7145610180268362,5.71648814421469,2.1436830540805083,0.0,0.0,0.0,1.4291220360536725,0.0,0.0
79,Hansen Dam,"MULTIPOLYGON (((-118.368321 34.27334699912117, -118.361095 34.27289699912131, -118.3611130000001 34.2726019991211, -118.3606130000002 34.27220199912128, -118.359313 34.2720019991213, -118.359137 34.27277699912113, -118.3562930000001 34.26716999912133, -118.359996 34.26724699912138, -118.359879 34.26603899912123, -118.3655130000001 34.26610199912149, -118.3710070000001 34.26044799912145, -118.3711130000001 34.26320199912134, -118.372113 34.26130199912136, -118.373313 34.26030199912133, -118.3802140000001 34.25950199912142, -118.3861140000001 34.26060199912139, -118.390679 34.25729999912136, -118.3936160000002 34.25827199912145, -118.39497 34.25914299912147, -118.395414 34.25920199912153, -118.395914 34.2588019991214, -118.3961140000001 34.25920199912144, -118.4018140000001 34.2645019991213, -118.4014140000001 34.26640199912143, -118.400014 34.26810199912133, -118.397314 34.27100199912122, -118.3939140000001 34.27350199912125, -118.391781 34.27333299912138, -118.3823820000001 34.27374299912122, -118.381394 34.27411299912126, -118.368321 34.27334699912117)))",0,0,1,0,0,0,0,0,0,0,53.26546277488093,30.1026124020855,0.0,0.0,1.877389114643312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Hancock Park,"MULTIPOLYGON (((-118.326309 34.0835089991235, -118.325909 34.06200999912372, -118.34411 34.06210999912375, -118.34411 34.08330899912357, -118.326309 34.0835089991235)))",1,0,1,1,0,0,0,1,0,0,21.092392130723578,15.234889361468744,4.741045936384717,0.0,4.741045936384717,4.741045936384717,0.0,0.0,0.0,4.741045936384717,0.0,0.0
77,Green Meadows,"MULTIPOLYGON (((-118.2558979860227 33.96012400240537, -118.2559299895181 33.95306000158186, -118.2540999795598 33.9510320093464, -118.2539849900804 33.9512559996631, -118.253532995379 33.95126000336663, -118.253639316228 33.94333341032043, -118.2541060000002 33.94331499912527, -118.2541060000002 33.93311499912539, -118.2542689860268 33.92938300238534, -118.2534739860263 33.92863200238475, -118.2538039860267 33.92818400238457, -118.2538139767114 33.92730000129795, -118.2535499953424 33.92730000347011, -118.2535939953128 33.92309500455178, -118.2694377868819 33.92310199417098, -118.269506 33.96001399912504, -118.256406 33.9600149991251, -118.256406 33.96017318509527, -118.2558979860227 33.96012400240537)))",2,7,0,2,0,10,0,0,1,0,262.6296780361864,133.60477627585735,0.7615285579889528,2.665349952961335,0.0,0.7615285579889528,0.0,3.8076427899447642,0.0,0.0,0.3807642789944764,0.0
76,Granada Hills,"MULTIPOLYGON (((-118.4901560000002 34.31499299912082, -118.4799170000001 34.30319999912098, -118.472817 34.295800999121, -118.469101 34.29276299912098, -118.468369 34.29116799912103, -118.468244 34.29016299912113, -118.4683810000001 34.28841999912103, -118.469314 34.28012799912108, -118.472002 34.27185399912114, -118.472017 34.25720199912154, -118.489203 34.25721799912139, -118.5131160000002 34.25750699912141, -118.5232320000001 34.25749999912139, -118.5232330000001 34.2570989991214, -118.529393 34.25718999912147, -118.528963 34.26005499912139, -118.5294560000002 34.26094599912138, -118.5283190000001 34.2645019991213, -118.527719 34.26496199912127, -118.5275110000001 34.26611399912135, -118.526631 34.26836999912132, -118.5258630000001 34.26886599912135, -118.5251430000001 34.26966599912125, -118.5249830000001 34.27035399912135, -118.525495 34.2712979991212, -118.526103 34.27185799912126, -118.526519 34.27210199912127, -118.5270080000001 34.27207599912121, -118.5264470000001 34.27315399912126, -118.526662 34.27478399912124, -118.526327 34.27646299912116, -118.526495 34.27726399912117, -118.5269190000001 34.27780099912118, -118.527519 34.27930099912126, -118.527519 34.28130099912112, -118.528019 34.28210099912109, -118.5276190000001 34.28330099912122, -118.528419 34.28460099912115, -118.5288190000001 34.28600099912119, -118.5301190000001 34.28650099912105, -118.5336190000001 34.29030099912107, -118.5348190000001 34.29200099912099, -118.539019 34.29570099912101, -118.5409452396471 34.29879363870781, -118.5408210002321 34.29881399889549, -118.5415569998087 34.30021999896285, -118.5425930001022 34.30136099921408, -118.5433349997744 34.30325799897984, -118.5442959997555 34.30393999900208, -118.5436719998254 34.30571499901334, -118.5470970002149 34.3133509991732, -118.5455109999157 34.31565799917272, -118.5462959998205 34.31733199894586, -118.5340110001175 34.31453099930415, -118.5078401323249 34.33426630318251, -118.50637 34.33303499912057, -118.5034360000001 34.32671799912063, -118.5033300000001 34.32594699912065, -118.5037510000002 34.32471399912053, -118.5036960000001 34.32429999912059, -118.503347 34.32378999912054, -118.4974160000001 34.31978799912066, -118.4946760000001 34.31867699912072, -118.4923500000001 34.31552199912069, -118.4901560000002 34.31499299912082)))",0,1,1,1,0,0,0,1,6,0,65.21451587447493,14.187977647706132,0.0,1.5334009408653784,1.5334009408653784,1.5334009408653784,0.0,0.0,0.0,1.5334009408653784,9.20040564519227,0.0
88,Leimert Park,"MULTIPOLYGON (((-118.318108 34.01461199912431, -118.318008 34.01091199912451, -118.3170080000001 34.01091199912446, -118.3170080000001 34.00361299912463, -118.322308 34.00351299912455, -118.3292080000002 34.00361299912457, -118.3324692252428 34.00338903404319, -118.3339099860695 34.00462500244279, -118.3353469860701 34.00677300244443, -118.3356714163091 34.00802810642058, -118.3350090000001 34.00831199912448, -118.335109 34.02271199912422, -118.3283090000001 34.02151199912432, -118.317708 34.01901199912423, -118.3180080000001 34.01831199912425, -118.318108 34.01461199912431)))",0,0,1,0,0,0,4,0,2,0,123.70667312728943,47.706785958505755,0.0,0.0,0.8083638293069592,0.0,0.0,0.0,3.2334553172278366,0.0,1.6167276586139183,0.0
92,Mid-Wilshire,"MULTIPOLYGON (((-118.36151 34.07150899912353, -118.35331 34.07030899912363, -118.34741 34.06910999912373, -118.34411 34.0689099991237, -118.34411 34.06210999912371, -118.338609 34.06200999912369, -118.327509 34.06210999912371, -118.324509 34.06190999912386, -118.319309 34.06190999912381, -118.320609 34.05920999912379, -118.326709 34.04801099912402, -118.329509 34.048310999124, -118.330109 34.04821099912382, -118.332609 34.04841099912393, -118.334809 34.04871099912383, -118.3370089999999 34.04871099912397, -118.344709 34.04770999912399, -118.347009 34.04770999912391, -118.35381 34.04820999912388, -118.35681 34.04860999912391, -118.35981 34.04960999912385, -118.36001 34.04980999912393, -118.36221 34.05060999912383, -118.36691 34.0515099991239, -118.36381 34.05840999912381, -118.36151 34.06300999912374, -118.36161 34.0658099991237, -118.36151 34.07150899912353)))",0,1,3,2,0,0,0,1,1,0,72.12856517876294,58.03699288024893,0.0,1.3864132712492019,4.159239813747606,2.7728265424984038,0.0,0.0,0.0,1.3864132712492019,1.3864132712492019,0.0
90,Lincoln Heights,"MULTIPOLYGON (((-118.212306 34.08370999912346, -118.2121060000001 34.08310999912351, -118.211206 34.08320999912352, -118.2120060000001 34.08238899912361, -118.2120060000001 34.07920999912348, -118.210406 34.07920999912363, -118.211006 34.07990999912359, -118.208406 34.08160999912358, -118.206306 34.08360999912347, -118.2057060000001 34.08300999912352, -118.205306 34.08370999912341, -118.205006 34.08510999912346, -118.203506 34.08410999912361, -118.2039060000002 34.08260999912355, -118.2043570000001 34.08212499912359, -118.2043320000001 34.08134099912347, -118.20498 34.08135799912342, -118.2068060000001 34.0791099991236, -118.2064060000001 34.07830999912363, -118.206006 34.07800999912354, -118.2058060000002 34.07560999912364, -118.2054060000001 34.07550999912355, -118.2054060000002 34.07440999912369, -118.204605 34.07490999912363, -118.204105 34.07550999912355, -118.204105 34.07720999912362, -118.2029050000001 34.07720999912362, -118.2029050000001 34.07870999912364, -118.2018050000001 34.07870999912354, -118.2018050000001 34.08040999912359, -118.201005 34.08050999912348, -118.200892 34.08107999912353, -118.2001080000001 34.08283099912352, -118.199118 34.08280899912359, -118.198905 34.08260999912364, -118.197105 34.08200999912356, -118.198005 34.08040999912359, -118.197405 34.08000999912364, -118.197805 34.07940999912358, -118.196605 34.07880999912371, -118.196505 34.08040999912359, -118.1962050000001 34.08050999912348, -118.195105 34.07960999912369, -118.193805 34.07920999912363, -118.1937050000001 34.07960999912369, -118.193305 34.07860999912354, -118.1940050000001 34.07580999912377, -118.1953050000001 34.0690099991236, -118.196105 34.06630999912371, -118.197305 34.06481099912375, -118.202105 34.06571099912376, -118.2048050000001 34.06571099912376, -118.2075060000001 34.06521099912367, -118.213506 34.06141099912384, -118.219306 34.05691099912389, -118.2258060000001 34.05441099912397, -118.226606 34.05471099912388, -118.227306 34.05511099912379, -118.226634 34.05575499912381, -118.226506 34.05673099912393, -118.227106 34.06181099912381, -118.224706 34.06771099912369, -118.2248060000002 34.07060999912368, -118.2266180000001 34.07994599912364, -118.2259060000001 34.08020999912356, -118.2235060000001 34.08200999912356, -118.219306 34.08470999912355, -118.214506 34.08630999912341, -118.212906 34.0864099991235, -118.213006 34.08560999912344, -118.2115060000001 34.08520999912344, -118.212306 34.0842099991235, -118.212306 34.08370999912346)))",0,0,0,1,1,0,0,0,0,0,285.1435394758454,112.45886118627222,0.0,0.0,0.0,0.35070056359622004,0.35070056359622004,0.0,0.0,0.0,0.0,0.0
91,Del Rey,"MULTIPOLYGON (((-118.441698 33.99397799912478, -118.4424909672167 33.99366434702838, -118.4369706614168 33.99634003849492, -118.437123 33.99626599912467, -118.441698 33.99397799912478)), ((-118.411641 34.0017719991245, -118.4096370000001 34.00048799912467, -118.409077 34.00121199912461, -118.405889 33.99923599912474, -118.4027679999999 34.0034649991245, -118.400175 34.00203999912465, -118.400425 34.00143499912458, -118.400663 34.0014289991246, -118.400758 34.00121999912471, -118.401288 33.9995049991247, -118.403027 33.99630499912475, -118.403732 33.99532999912483, -118.4041890000001 33.99505899912476, -118.405518 33.9935969991248, -118.406002 33.99327899912472, -118.406119 33.99297999912476, -118.406416 33.99297499912475, -118.407856 33.99211699912483, -118.405149 33.99050099912473, -118.406203 33.98940399912489, -118.40441 33.98831199912488, -118.408138 33.9881139991248, -118.411045 33.98719199912485, -118.413808 33.98546199912479, -118.41801 33.98249099912478, -118.420615 33.98133399912471, -118.42311 33.98081099912483, -118.4283100000001 33.9773109991247, -118.4321924943672 33.97492238490894, -118.4333989861432 33.97634900243616, -118.436543986145 33.97850900243791, -118.4398199861467 33.98134200244036, -118.4418110000001 33.9835109991248, -118.442711 33.98491099912471, -118.447811 33.99051099912464, -118.447211 33.99081099912475, -118.447023 33.99051899912475, -118.437174 33.99527599912467, -118.432463 33.99145299912465, -118.4308740000001 33.98919199912488, -118.429717 33.98975599912471, -118.430182 33.99012499912479, -118.431102 33.99638099912475, -118.4284370000002 33.9965559991247, -118.419674 33.99760799912473, -118.419016 33.99803699912461, -118.418053 33.99920199912465, -118.416058 34.00049899912457, -118.41436 34.0036619991246, -118.414231 34.00343299912464, -118.411641 34.0017719991245)))",6,0,10,1,0,1,1,5,1,0,105.28406193172424,44.959653394393406,5.6988682711453,0.0,9.498113785242166,0.9498113785242167,0.0,0.9498113785242167,0.9498113785242167,4.749056892621083,0.9498113785242167,0.0
74,Larchmont,"MULTIPOLYGON (((-118.312609 34.08360899912363, -118.309309 34.08360899912347, -118.309309 34.07640999912364, -118.3262090000001 34.07630999912357, -118.326309 34.0835089991235, -118.312609 34.08360899912363)))",0,2,0,0,1,0,0,0,0,0,3.229615376484084,3.1294608100103467,0.0,61.92687880305107,0.0,0.0,30.963439401525534,0.0,0.0,0.0,0.0,0.0
93,Mission Hills,"MULTIPOLYGON (((-118.455616 34.28010099912111, -118.4552160000001 34.27950099912121, -118.4544160000001 34.27990099912114, -118.452462 34.28132099912131, -118.448707 34.27773399912125, -118.4470660453232 34.27645903626253, -118.4503030000001 34.27411299912133, -118.4476670000001 34.27094499912125, -118.444053 34.26747599912134, -118.4423000000001 34.26449699912131, -118.447916 34.25740199912136, -118.451816 34.25170199912146, -118.451816 34.25000299912155, -118.472025 34.24999999912156, -118.472002 34.27185399912114, -118.469314 34.28012799912108, -118.468244 34.29016299912113, -118.468369 34.29116799912103, -118.46868 34.29205899912097, -118.4696300000001 34.29332299912097, -118.4677550000002 34.29166599912096, -118.4655420000002 34.28834499912107, -118.4642030000002 34.28694999912104, -118.462966 34.2859019991212, -118.457826 34.28314799912123, -118.456964 34.28220699912114, -118.455616 34.28010099912111)))",0,1,0,0,0,0,0,2,3,0,84.54727849505397,18.560829272614427,0.0,1.1827701823169863,0.0,0.0,0.0,0.0,0.0,2.3655403646339725,3.5483105469509586,0.0
94,Montecito Heights,"MULTIPOLYGON (((-118.176005 34.1123079991231, -118.1758233898305 34.11243386352999, -118.175535 34.11222399912318, -118.1769930000001 34.11219799912326, -118.176886 34.11205699912325, -118.177021 34.11092799912333, -118.177333 34.11084699912331, -118.177207 34.11039199912337, -118.177995 34.11024399912323, -118.1779943710353 34.10275336728524, -118.1841050000002 34.08770899912359, -118.184305 34.08690899912342, -118.184305 34.08580999912346, -118.1874050000002 34.08620999912353, -118.190805 34.08320999912352, -118.193205 34.08070999912356, -118.193805 34.07920999912363, -118.195105 34.07960999912369, -118.1962050000001 34.08050999912348, -118.196505 34.08040999912359, -118.196605 34.07880999912371, -118.197805 34.07940999912358, -118.197405 34.08000999912364, -118.198005 34.08040999912359, -118.197105 34.08200999912356, -118.198905 34.08260999912364, -118.199118 34.08280899912359, -118.2001080000001 34.08283099912352, -118.200892 34.08107999912353, -118.201005 34.08050999912348, -118.2018050000001 34.08040999912359, -118.2018050000001 34.07870999912354, -118.2029050000001 34.07870999912364, -118.2029050000001 34.07720999912362, -118.204105 34.07720999912362, -118.204105 34.07550999912355, -118.204605 34.07490999912363, -118.2054060000002 34.07440999912369, -118.2054060000001 34.07550999912355, -118.2058060000002 34.07560999912364, -118.206006 34.07800999912354, -118.2064060000001 34.07830999912363, -118.2068060000001 34.0791099991236, -118.20498 34.08135799912342, -118.2043320000001 34.08134099912347, -118.2043570000001 34.08212499912359, -118.2039060000002 34.08260999912355, -118.203506 34.08410999912361, -118.205006 34.08510999912346, -118.205306 34.08370999912341, -118.2057060000001 34.08300999912352, -118.206306 34.08360999912347, -118.208406 34.08160999912358, -118.211006 34.07990999912359, -118.210406 34.07920999912363, -118.2120060000001 34.07920999912348, -118.2120060000001 34.08238899912361, -118.211206 34.08320999912352, -118.2121060000001 34.08310999912351, -118.212306 34.0842099991235, -118.2115060000001 34.08520999912344, -118.213006 34.08560999912344, -118.212906 34.0864099991235, -118.210106 34.0873099991235, -118.2069060000001 34.09070899912351, -118.2062060000002 34.0925089991234, -118.2064060000001 34.09320899912336, -118.2062060000002 34.09420899912352, -118.2049060000001 34.09610899912336, -118.2006060000001 34.10120899912325, -118.199606 34.1018089991233, -118.1975050000001 34.10260899912341, -118.192505 34.1031089991234, -118.1861050000002 34.10760899912323, -118.184305 34.1109079991232, -118.183205 34.11160799912319, -118.180505 34.1111079991232, -118.177005 34.11290799912313, -118.176005 34.1123079991231)))",23,4,1,4,1,0,0,0,0,0,60.3002592005945,20.619954022723416,38.14245627616347,6.633470656724081,1.6583676641810203,6.633470656724081,1.6583676641810203,0.0,0.0,0.0,0.0,0.0
95,North Hollywood,"MULTIPOLYGON (((-118.396015 34.20120399912209, -118.3947120000002 34.20093299912205, -118.394278 34.20110899912203, -118.3703120167037 34.2011165212272, -118.370313 34.19637899912225, -118.361151 34.1946509991223, -118.36119 34.19397099912228, -118.3608240000001 34.19248499912225, -118.3577580000001 34.17216199912258, -118.354727 34.16490899912252, -118.361612 34.16480599912259, -118.361601 34.15761299912263, -118.370237 34.15761299912263, -118.3676090000001 34.15302299912265, -118.3761200000002 34.15302499912271, -118.37724 34.15316099912279, -118.377796 34.15348099912264, -118.378982 34.15675099912264, -118.3842310000001 34.1686089991226, -118.38497 34.16944799912243, -118.3868700000001 34.17103999912247, -118.3916730000001 34.17358799912236, -118.392281 34.17404899912251, -118.393567 34.1757529991224, -118.3951700000001 34.17930299912229, -118.396153 34.18086699912234, -118.3970510000001 34.18192999912227, -118.400999 34.18571699912221, -118.401504 34.18641999912236, -118.4018260000001 34.18747899912215, -118.403408 34.1996939991221, -118.4038050000001 34.20109199912213, -118.4046 34.20285399912205, -118.396015 34.20120399912209)))",3,7,10,56,63,68,28,16,78,0,586.6295873368149,255.28085228527505,0.5113959583285632,1.1932572360999807,1.704653194428544,9.546057888799846,10.739315124899827,11.5916417221141,4.773028944399923,2.7274451110856703,13.296294916542642,0.0
96,Northridge,"MULTIPOLYGON (((-118.5131160000002 34.25750699912141, -118.5024180000001 34.25740199912151, -118.5024180000001 34.25010299912157, -118.4914180000001 34.25010299912153, -118.492218 34.24640299912159, -118.493118 34.24360299912157, -118.495118 34.2412029991216, -118.497518 34.23720299912173, -118.496418 34.23560299912165, -118.4965180000002 34.23190299912172, -118.4969140000001 34.22834699912176, -118.497622 34.2268189991219, -118.498418 34.2243029991218, -118.498718 34.22070299912187, -118.502518 34.22100299912184, -118.523018 34.22080299912185, -118.5622190000001 34.22010399912182, -118.5622200000001 34.23380299912176, -118.56322 34.23410299912167, -118.5634200000001 34.2348029991218, -118.56432 34.23530299912171, -118.56452 34.2425029991216, -118.5634200000001 34.24710299912152, -118.56282 34.24840299912152, -118.56222 34.24900299912151, -118.5596470000001 34.25340899912148, -118.55982 34.25550199912147, -118.5584200000001 34.25720199912154, -118.5232330000001 34.2570989991214, -118.5232320000001 34.25749999912139, -118.5131160000002 34.25750699912141)))",0,3,4,1,5,1,1,0,0,0,84.92105836751375,23.224370159087936,0.0,3.5326926650123323,4.71025688668311,1.1775642216707776,5.887821108353887,1.1775642216707776,1.1775642216707776,0.0,0.0,0.0
