county,mail_returned,mail_rejected,rejected_pct,state,fips
ROBESON,3677.0,173.0,4.704922491161271,North Carolina,37
SAMPSON,1958.0,78.0,3.98365679264556,North Carolina,37
GUILFORD,50400.0,1311.0,2.60119047619048,North Carolina,37
CUMBERLAND,23580.0,593.0,2.51484308736217,North Carolina,37
PASQUOTANK,2487.0,42.0,1.68878166465621,North Carolina,37
DUPLIN,1718.0,27.0,1.57159487776484,North Carolina,37
WILSON,4637.0,64.0,1.3802027172741,North Carolina,37
CALDWELL,4728.0,62.0,1.3113367174280899,North Carolina,37
BRUNSWICK,18533.0,230.0,1.24102951491933,North Carolina,37
SCOTLAND,1590.0,18.0,1.13207547169811,North Carolina,37
DURHAM,47974.0,535.0,1.1151873931713,North Carolina,37
EDGECOMBE,2282.0,24.0,1.05170902716915,North Carolina,37
RICHMOND,1811.0,19.0,1.04914411927112,North Carolina,37
RANDOLPH,7633.0,77.0,1.00877767588104,North Carolina,37
BUNCOMBE,36280.0,365.0,1.00606394707828,North Carolina,37
HARNETT,8686.0,86.0,0.99009900990099,North Carolina,37
VANCE,2511.0,24.0,0.9557945041816011,North Carolina,37
FRANKLIN,4729.0,45.0,0.951575385916684,North Carolina,37
ALAMANCE,15549.0,139.0,0.8939481638690591,North Carolina,37
JOHNSTON,15879.0,138.0,0.869072359720385,North Carolina,37
WAYNE,6961.0,60.0,0.8619451228271799,North Carolina,37
WAKE,173232.0,1480.0,0.8543456174378871,North Carolina,37
CATAWBA,10430.0,89.0,0.853307766059444,North Carolina,37
AVERY,943.0,8.0,0.8483563096500529,North Carolina,37
UNION,19000.0,161.0,0.8473684210526321,North Carolina,37
ALEXANDER,1799.0,15.0,0.833796553640912,North Carolina,37
LENOIR,3173.0,25.0,0.787897888433659,North Carolina,37
MARTIN,1155.0,9.0,0.7792207792207789,North Carolina,37
LEE,4077.0,31.0,0.7603630120186411,North Carolina,37
PITT,10920.0,82.0,0.750915750915751,North Carolina,37
HALIFAX,1876.0,14.0,0.746268656716418,North Carolina,37
DAVIDSON,11616.0,86.0,0.740358126721763,North Carolina,37
COLUMBUS,2050.0,15.0,0.731707317073171,North Carolina,37
CLEVELAND,5685.0,41.0,0.721196130167106,North Carolina,37
FORSYTH,42650.0,282.0,0.661195779601407,North Carolina,37
NEW HANOVER,26802.0,176.0,0.6566674128796359,North Carolina,37
GRANVILLE,4443.0,27.0,0.607697501688049,North Carolina,37
GASTON,16451.0,99.0,0.6017871254027111,North Carolina,37
JACKSON,2871.0,17.0,0.592128178335075,North Carolina,37
RUTHERFORD,4280.0,25.0,0.58411214953271,North Carolina,37
BERTIE,700.0,4.0,0.571428571428571,North Carolina,37
BURKE,5187.0,28.0,0.539811066126856,North Carolina,37
SWAIN,752.0,4.0,0.531914893617021,North Carolina,37
BEAUFORT,2982.0,15.0,0.503018108651911,North Carolina,37
CRAVEN,9073.0,45.0,0.49597707483743,North Carolina,37
DARE,3853.0,18.0,0.46716844017648596,North Carolina,37
HYDE,219.0,1.0,0.45662100456621,North Carolina,37
STANLY,3530.0,16.0,0.453257790368272,North Carolina,37
MECKLENBURG,132992.0,534.0,0.401527911453321,North Carolina,37
STOKES,2555.0,10.0,0.391389432485323,North Carolina,37
WILKES,4388.0,17.0,0.38742023701002704,North Carolina,37
DAVIE,3118.0,12.0,0.384862091084028,North Carolina,37
IREDELL,16695.0,62.0,0.371368673255466,North Carolina,37
CASWELL,1357.0,5.0,0.368459837877671,North Carolina,37
YADKIN,2174.0,8.0,0.367985280588776,North Carolina,37
MONTGOMERY,1102.0,4.0,0.362976406533575,North Carolina,37
CARTERET,5127.0,18.0,0.351082504388531,North Carolina,37
GREENE,893.0,3.0,0.335946248600224,North Carolina,37
YANCEY,1581.0,5.0,0.316255534471853,North Carolina,37
ORANGE,25757.0,80.0,0.310595178009861,North Carolina,37
MOORE,11295.0,35.0,0.30987162461266,North Carolina,37
MITCHELL,1015.0,3.0,0.295566502463054,North Carolina,37
TRANSYLVANIA,3950.0,11.0,0.278481012658228,North Carolina,37
CABARRUS,21278.0,58.0,0.272582009587367,North Carolina,37
LINCOLN,6311.0,17.0,0.269370939629219,North Carolina,37
GRAHAM,373.0,1.0,0.268096514745308,North Carolina,37
NASH,5647.0,15.0,0.265627766955906,North Carolina,37
CLAY,776.0,2.0,0.25773195876288696,North Carolina,37
HENDERSON,15203.0,38.0,0.249950667631389,North Carolina,37
HAYWOOD,6174.0,15.0,0.242954324586978,North Carolina,37
NORTHAMPTON,977.0,2.0,0.204708290685773,North Carolina,37
CHEROKEE,2060.0,4.0,0.194174757281553,North Carolina,37
CAMDEN,518.0,1.0,0.193050193050193,North Carolina,37
CHATHAM,12206.0,20.0,0.163853842372604,North Carolina,37
ROCKINGHAM,4432.0,7.0,0.157942238267148,North Carolina,37
MCDOWELL,2671.0,4.0,0.14975664545114198,North Carolina,37
SURRY,4885.0,7.0,0.143295803480041,North Carolina,37
HOKE,2798.0,4.0,0.14295925661186598,North Carolina,37
PERSON,2331.0,3.0,0.128700128700129,North Carolina,37
ANSON,807.0,1.0,0.12391573729863699,North Carolina,37
WATAUGA,5189.0,6.0,0.115629215648487,North Carolina,37
HERTFORD,1017.0,1.0,0.0983284169124877,North Carolina,37
PAMLICO,1075.0,1.0,0.0930232558139535,North Carolina,37
ROWAN,9943.0,9.0,0.0905159408629186,North Carolina,37
ONSLOW,8754.0,7.0,0.07996344528215671,North Carolina,37
POLK,2583.0,1.0,0.0387146728610143,North Carolina,37
PENDER,4332.0,1.0,0.023084025854109,North Carolina,37
WARREN,0.0,0.0,0.0,North Carolina,37
CURRITUCK,0.0,0.0,0.0,North Carolina,37
ALLEGHANY,0.0,0.0,0.0,North Carolina,37
WASHINGTON,0.0,0.0,0.0,North Carolina,37
MACON,0.0,0.0,0.0,North Carolina,37
GATES,0.0,0.0,0.0,North Carolina,37
TYRRELL,0.0,0.0,0.0,North Carolina,37
ASHE,0.0,0.0,0.0,North Carolina,37
MADISON,0.0,0.0,0.0,North Carolina,37
JONES,0.0,0.0,0.0,North Carolina,37
BLADEN,0.0,0.0,0.0,North Carolina,37
PERQUIMANS,0.0,0.0,0.0,North Carolina,37
CHOWAN,0.0,0.0,0.0,North Carolina,37
