employer,type,year,overtime,adjusted_overtime,wages
CHULA VISTA,CITY,2011,2702457.0,3071508.4945207373,8897342.0
CHULA VISTA,CITY,2012,4166574.0,4639554.209247629,12939065.0
CHULA VISTA,CITY,2013,2783435.0,3054660.910790405,9610065.0
CHULA VISTA,CITY,2014,3145157.0,3396532.0151941404,10773002.0
CHULA VISTA,CITY,2015,2836335.0,3059396.149200269,8779671.0
CHULA VISTA,CITY,2016,2378801.0,2533914.1244088714,8259091.0
CHULA VISTA,CITY,2017,2994206.0,3122918.257759464,9201394.0
CHULA VISTA,CITY,2018,38603.0,39302.47731445161,584517.0
CHULA VISTA,CITY,2019,30059.0,30059.0,937083.0
