employer,type,year,overtime,adjusted_overtime,wages
SANTA CLARA,COUNTY,2011,5594997.0,6245884.047137226,40188721.0
SANTA CLARA,COUNTY,2012,5305950.0,5803118.490248002,38524896.0
SANTA CLARA,COUNTY,2013,4466965.080000002,4814992.46789562,37083122.680000044
SANTA CLARA,COUNTY,2016,7513738.0,7861238.247076129,44426318.0
SANTA CLARA,COUNTY,2017,9389745.0,9619087.376448268,47327036.0
SANTA CLARA,COUNTY,2018,4410034.0,4410034.0,23816644.0
