employer,type,year,overtime,adjusted_overtime,wages
CORONA,CITY,2011,4062834.0,4617660.574369052,14711609.0
CORONA,CITY,2012,4494839.0,5005083.121610319,13967627.0
CORONA,CITY,2013,5055162.0,5547751.52252991,14426888.0
CORONA,CITY,2014,5495149.0,5934345.88695002,15559362.0
CORONA,CITY,2015,5876953.0,6339140.960863568,16164630.0
CORONA,CITY,2016,5719719.0,6092681.465053104,16059396.0
CORONA,CITY,2017,6676433.0,6963433.5487965075,17430619.0
CORONA,CITY,2018,5422884.0,5521145.387376697,15551942.0
CORONA,CITY,2019,5866947.0,5866947.0,15574486.0
