employer,type,year,overtime,adjusted_overtime,wages
EL SEGUNDO,CITY,2011,747692.0,849797.916964155,8108987.0
EL SEGUNDO,CITY,2012,1122262.0,1249658.6850440348,8020713.0
EL SEGUNDO,CITY,2013,1232520.0,1352620.293187155,7680938.0
EL SEGUNDO,CITY,2014,1511656.0,1632474.3089010543,7861860.0
EL SEGUNDO,CITY,2015,2160801.0,2330735.3534008116,8771364.0
EL SEGUNDO,CITY,2016,1963855.0,2091910.9764923516,7881737.0
EL SEGUNDO,CITY,2017,2265568.0,2362958.217101828,7893215.0
EL SEGUNDO,CITY,2018,2448129.0,2492488.523828489,8009421.0
EL SEGUNDO,CITY,2019,2108530.0,2108530.0,8206397.0
