index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,basewages,adjusted_overtime,adjusted_wages,adjusted_benefits,adjusted_basewages,employerfull
8022902,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,BUSINESS SERVICES DEPARTMENT,ASSISTANT PURCHASING AGENT,4239.0,94462.0,27616.0,ORANGE,90223.0,4239.0,94462.0,27616.0,90223.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8022903,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,BUSINESS SERVICES DEPARTMENT,ASSISTANT PURCHASING AGENT,0.0,99480.0,31563.0,ORANGE,99480.0,0.0,99480.0,31563.0,99480.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8022904,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,BUSINESS SERVICES DEPARTMENT,ASSISTANT PURCHASING AGENT,0.0,107115.0,15245.0,ORANGE,107115.0,0.0,107115.0,15245.0,107115.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8022905,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,BUSINESS SERVICES DEPARTMENT,ASSISTANT TREASURER,0.0,89430.0,11171.0,ORANGE,89430.0,0.0,89430.0,11171.0,89430.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8022961,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMAND AND EMERGENCY PLANNING,FIRE BATTALION CHIEF,57744.0,239750.0,75625.0,ORANGE,182006.0,57744.0,239750.0,75625.0,182006.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8022962,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMAND AND EMERGENCY PLANNING,FIRE BATTALION CHIEF,85401.0,291943.0,83152.0,ORANGE,206542.0,85401.0,291943.0,83152.0,206542.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8022963,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMAND AND EMERGENCY PLANNING,FIRE BATTALION CHIEF,210879.0,415188.0,81509.0,ORANGE,204309.0,210879.0,415188.0,81509.0,204309.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8023009,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMAND AND EMERGENCY PLANNING,FIRE DIVISION CHIEF,27531.0,275702.0,92443.0,ORANGE,248171.0,27531.0,275702.0,92443.0,248171.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8023015,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMUNITY RISK REDUCTION DEPARTMENT,ASSISTANT FIRE MARSHAL,659.0,26575.0,869.0,ORANGE,25916.0,659.0,26575.0,869.0,25916.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8023016,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMUNITY RISK REDUCTION DEPARTMENT,ASSISTANT FIRE MARSHAL,1794.0,113738.0,33306.0,ORANGE,111944.0,1794.0,113738.0,33306.0,111944.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8023017,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMUNITY RISK REDUCTION DEPARTMENT,ASSISTANT FIRE MARSHAL,3338.0,114041.0,18018.0,ORANGE,110703.0,3338.0,114041.0,18018.0,110703.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8023018,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMUNITY RISK REDUCTION DEPARTMENT,ASSISTANT FIRE MARSHAL,2176.0,119022.0,33061.0,ORANGE,116846.0,2176.0,119022.0,33061.0,116846.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8023019,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMUNITY RISK REDUCTION DEPARTMENT,ASSISTANT FIRE MARSHAL,5726.0,131186.0,38967.0,ORANGE,125460.0,5726.0,131186.0,38967.0,125460.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8023020,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMUNITY RISK REDUCTION DEPARTMENT,ASSISTANT FIRE MARSHAL,3166.0,133732.0,36308.0,ORANGE,130566.0,3166.0,133732.0,36308.0,130566.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8023021,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMUNITY RISK REDUCTION DEPARTMENT,ASSISTANT FIRE MARSHAL,0.0,138059.0,31502.0,ORANGE,138059.0,0.0,138059.0,31502.0,138059.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8023022,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMUNITY RISK REDUCTION DEPARTMENT,ASSISTANT FIRE MARSHAL,21648.0,159018.0,49806.0,ORANGE,137370.0,21648.0,159018.0,49806.0,137370.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8023023,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMUNITY RISK REDUCTION DEPARTMENT,ASSISTANT FIRE MARSHAL,6059.0,136850.0,36541.0,ORANGE,130791.0,6059.0,136850.0,36541.0,130791.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8023024,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMUNITY RISK REDUCTION DEPARTMENT,DEPUTY FIRE MARSHAL,0.0,170619.0,20244.0,ORANGE,170619.0,0.0,170619.0,20244.0,170619.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
8023025,2019,SPECIAL DISTRICT,0.0,OC FIRE AUTHORITY,COMMUNITY RISK REDUCTION DEPARTMENT,DEPUTY FIRE MARSHAL,10859.0,173617.0,51130.0,ORANGE,162758.0,10859.0,173617.0,51130.0,162758.0,OC_FIRE_AUTHORITY_SPECIAL_DISTRICT
