index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,basewages,adjusted_overtime,adjusted_wages,adjusted_benefits,adjusted_basewages,fire,employerfull
1651641,2013,CITY,212721.0,SAN BERNARDINO,FIRE,ADMINISTRATIVE ANALYST II,0.0,70353.0,18402.0,SAN BERNARDINO,70353.0,0.0,75834.29890924077,19835.725108067156,75834.29890924077,True,SAN_BERNARDINO_CITY
1651642,2013,CITY,212721.0,SAN BERNARDINO,FIRE,ADMINISTRATIVE ASSISTANT,0.0,42598.0,13808.0,SAN BERNARDINO,42598.0,0.0,45916.86871826131,14883.800254982678,45916.86871826131,True,SAN_BERNARDINO_CITY
1651643,2013,CITY,212721.0,SAN BERNARDINO,FIRE,BATTALION CHIEF,56036.0,200339.0,49491.0,SAN BERNARDINO,144303.0,60401.84176478921,215947.68679627572,53346.91182063643,155545.84503148647,True,SAN_BERNARDINO_CITY
1651644,2013,CITY,212721.0,SAN BERNARDINO,FIRE,BATTALION CHIEF,5786.0,50935.0,14061.0,SAN BERNARDINO,45149.0,6236.795211133385,54903.415844984265,15156.511832655811,48666.620633850885,True,SAN_BERNARDINO_CITY
1651645,2013,CITY,212721.0,SAN BERNARDINO,FIRE,BATTALION CHIEF,26600.0,179237.0,51652.0,SAN BERNARDINO,152637.0,28672.44255377602,193201.60097786286,55676.27830028718,164529.15842408687,True,SAN_BERNARDINO_CITY
1651646,2013,CITY,212721.0,SAN BERNARDINO,FIRE,BATTALION CHIEF,51900.0,212489.0,53222.0,SAN BERNARDINO,160589.0,55943.6003210893,229044.3099928313,57368.59915778449,173100.70967174202,True,SAN_BERNARDINO_CITY
1651647,2013,CITY,212721.0,SAN BERNARDINO,FIRE,BATTALION CHIEF,62391.0,217140.0,53222.0,SAN BERNARDINO,154749.0,67251.96854784359,234057.67579424527,57368.59915778449,166805.7072464017,True,SAN_BERNARDINO_CITY
1651648,2013,CITY,212721.0,SAN BERNARDINO,FIRE,BATTALION CHIEF,79454.0,234203.0,53222.0,SAN BERNARDINO,154749.0,85644.37032585414,252450.07757225583,57368.59915778449,166805.7072464017,True,SAN_BERNARDINO_CITY
1651649,2013,CITY,212721.0,SAN BERNARDINO,FIRE,BATTALION CHIEF,82592.0,226900.0,49414.0,SAN BERNARDINO,144308.0,89026.85621810034,244578.09080645783,53263.91264482287,155551.2345883575,True,SAN_BERNARDINO_CITY
1651650,2013,CITY,212721.0,SAN BERNARDINO,FIRE,COMMUNITY FIRE RISK REDUCTION SUPERVISOR,0.0,69163.0,21198.0,SAN BERNARDINO,69163.0,0.0,74551.58437394026,22849.565310336242,74551.58437394026,True,SAN_BERNARDINO_CITY
1651651,2013,CITY,212721.0,SAN BERNARDINO,FIRE,DEPUTY FIRE CHIEF,762.0,60158.0,19597.0,SAN BERNARDINO,59396.0,821.3684671420048,64844.99244925029,21123.82920023867,64023.623982108285,True,SAN_BERNARDINO_CITY
1651652,2013,CITY,212721.0,SAN BERNARDINO,FIRE,EXECUTIVE ASSISTANT TO DIRECTOR,0.0,47838.0,8266.0,SAN BERNARDINO,47838.0,0.0,51565.12431908034,8910.015419154608,51565.12431908034,True,SAN_BERNARDINO_CITY
1651653,2013,CITY,212721.0,SAN BERNARDINO,FIRE,FIRE CAPTAIN,85896.0,201710.0,42352.0,SAN BERNARDINO,115814.0,92588.2753984641,217425.5032903068,45651.7025202076,124837.2278918427,True,SAN_BERNARDINO_CITY
1651654,2013,CITY,212721.0,SAN BERNARDINO,FIRE,FIRE CAPTAIN,38108.0,152428.0,41883.0,SAN BERNARDINO,114320.0,41077.046648093856,164303.8749468786,45146.162085706805,123226.82829878475,True,SAN_BERNARDINO_CITY
