employer,type,year,overtime,adjusted_overtime,wages
ANAHEIM,CITY,2011,5679159.0,6454713.28877162,30562382.0
ANAHEIM,CITY,2012,6871567.0,7651611.995605284,30798818.0
ANAHEIM,CITY,2013,9326011.0,10234764.33087223,32694852.0
ANAHEIM,CITY,2014,9550872.0,10314220.409671534,32801193.0
ANAHEIM,CITY,2015,10313365.0,11124450.802284226,33848988.0
ANAHEIM,CITY,2016,11176966.0,11905776.067623027,37076738.0
ANAHEIM,CITY,2017,12162232.0,12685051.184823759,38465681.0
ANAHEIM,CITY,2018,11227272.0,11430707.537838452,37830992.0
ANAHEIM,CITY,2019,10355495.0,10355495.0,38522401.0
