index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,basewages,adjusted_overtime,adjusted_wages,adjusted_benefits,adjusted_basewages,fire,employerfull
889269,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,23226.0,139241.0,37957.0,LOS ANGELES,116015.0,23226.0,139241.0,37957.0,116015.0,True,BURBANK_CITY
889270,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,88863.0,212836.0,34717.0,LOS ANGELES,123973.0,88863.0,212836.0,34717.0,123973.0,True,BURBANK_CITY
889271,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,36698.0,154096.0,37201.0,LOS ANGELES,117398.0,36698.0,154096.0,37201.0,117398.0,True,BURBANK_CITY
889272,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,76677.0,203810.0,29031.0,LOS ANGELES,127133.0,76677.0,203810.0,29031.0,127133.0,True,BURBANK_CITY
889273,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,71782.0,185424.0,26403.0,LOS ANGELES,113642.0,71782.0,185424.0,26403.0,113642.0,True,BURBANK_CITY
889274,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,48077.0,184423.0,37618.0,LOS ANGELES,136346.0,48077.0,184423.0,37618.0,136346.0,True,BURBANK_CITY
889275,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,17416.0,115154.0,37831.0,LOS ANGELES,97738.0,17416.0,115154.0,37831.0,97738.0,True,BURBANK_CITY
889276,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,55580.0,181030.0,21234.0,LOS ANGELES,125450.0,55580.0,181030.0,21234.0,125450.0,True,BURBANK_CITY
889277,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,19255.0,118107.0,33244.0,LOS ANGELES,98852.0,19255.0,118107.0,33244.0,98852.0,True,BURBANK_CITY
889278,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,18473.0,156597.0,38084.0,LOS ANGELES,138124.0,18473.0,156597.0,38084.0,138124.0,True,BURBANK_CITY
889279,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,54239.0,180008.0,38982.0,LOS ANGELES,125769.0,54239.0,180008.0,38982.0,125769.0,True,BURBANK_CITY
889280,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,76089.0,199715.0,37237.0,LOS ANGELES,123626.0,76089.0,199715.0,37237.0,123626.0,True,BURBANK_CITY
889281,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,34704.0,153589.0,38259.0,LOS ANGELES,118885.0,34704.0,153589.0,38259.0,118885.0,True,BURBANK_CITY
889282,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,50335.0,169286.0,33632.0,LOS ANGELES,118951.0,50335.0,169286.0,33632.0,118951.0,True,BURBANK_CITY
889283,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,28749.0,145776.0,30145.0,LOS ANGELES,117027.0,28749.0,145776.0,30145.0,117027.0,True,BURBANK_CITY
889284,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,38994.0,156917.0,37582.0,LOS ANGELES,117923.0,38994.0,156917.0,37582.0,117923.0,True,BURBANK_CITY
889285,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,24444.0,135847.0,37517.0,LOS ANGELES,111403.0,24444.0,135847.0,37517.0,111403.0,True,BURBANK_CITY
889286,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,24364.0,159693.0,35257.0,LOS ANGELES,135329.0,24364.0,159693.0,35257.0,135329.0,True,BURBANK_CITY
889287,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,52681.0,171858.0,37517.0,LOS ANGELES,119177.0,52681.0,171858.0,37517.0,119177.0,True,BURBANK_CITY
889288,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,29616.0,151464.0,38991.0,LOS ANGELES,121848.0,29616.0,151464.0,38991.0,121848.0,True,BURBANK_CITY
889289,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,37096.0,151845.0,20327.0,LOS ANGELES,114749.0,37096.0,151845.0,20327.0,114749.0,True,BURBANK_CITY
889290,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,21718.0,138735.0,38503.0,LOS ANGELES,117017.0,21718.0,138735.0,38503.0,117017.0,True,BURBANK_CITY
889291,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,22641.0,141604.0,20669.0,LOS ANGELES,118963.0,22641.0,141604.0,20669.0,118963.0,True,BURBANK_CITY
889292,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,69031.0,194655.0,34169.0,LOS ANGELES,125624.0,69031.0,194655.0,34169.0,125624.0,True,BURBANK_CITY
889293,2018,CITY,105952.0,BURBANK,FIRE,FIRE ENGINEER,86522.0,216619.0,34665.0,LOS ANGELES,130097.0,86522.0,216619.0,34665.0,130097.0,True,BURBANK_CITY
889294,2018,CITY,105952.0,BURBANK,FIRE,FIRE EQUIPMENT SPECIALIST,448.0,83575.0,20751.0,LOS ANGELES,83127.0,448.0,83575.0,20751.0,83127.0,True,BURBANK_CITY
889295,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,35987.0,156516.0,31243.0,LOS ANGELES,120529.0,35987.0,156516.0,31243.0,120529.0,True,BURBANK_CITY
889296,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,105186.0,228997.0,37209.0,LOS ANGELES,123811.0,105186.0,228997.0,37209.0,123811.0,True,BURBANK_CITY
889297,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,20026.0,121565.0,35212.0,LOS ANGELES,101539.0,20026.0,121565.0,35212.0,101539.0,True,BURBANK_CITY
889298,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,52833.0,160927.0,35532.0,LOS ANGELES,108094.0,52833.0,160927.0,35532.0,108094.0,True,BURBANK_CITY
889299,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,27194.0,140204.0,26860.0,LOS ANGELES,113010.0,27194.0,140204.0,26860.0,113010.0,True,BURBANK_CITY
889300,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,26927.0,130355.0,34557.0,LOS ANGELES,103428.0,26927.0,130355.0,34557.0,103428.0,True,BURBANK_CITY
889301,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,42073.0,158780.0,37173.0,LOS ANGELES,116707.0,42073.0,158780.0,37173.0,116707.0,True,BURBANK_CITY
889302,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,40593.0,141965.0,24614.0,LOS ANGELES,101372.0,40593.0,141965.0,24614.0,101372.0,True,BURBANK_CITY
889303,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,50554.0,169215.0,20022.0,LOS ANGELES,118661.0,50554.0,169215.0,20022.0,118661.0,True,BURBANK_CITY
889304,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,5641.0,52089.0,19834.0,LOS ANGELES,46448.0,5641.0,52089.0,19834.0,46448.0,True,BURBANK_CITY
889305,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,44025.0,159056.0,33280.0,LOS ANGELES,115031.0,44025.0,159056.0,33280.0,115031.0,True,BURBANK_CITY
889306,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,32116.0,137453.0,35530.0,LOS ANGELES,105337.0,32116.0,137453.0,35530.00000000001,105337.0,True,BURBANK_CITY
889307,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,56714.0,157950.0,34625.0,LOS ANGELES,101236.0,56714.0,157950.0,34625.0,101236.0,True,BURBANK_CITY
889308,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,27103.0,140037.0,19183.0,LOS ANGELES,112934.0,27103.0,140037.0,19183.0,112934.0,True,BURBANK_CITY
889309,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,43796.0,158720.0,26785.0,LOS ANGELES,114924.0,43796.0,158720.0,26785.0,114924.0,True,BURBANK_CITY
889310,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,22537.0,122415.0,34465.0,LOS ANGELES,99878.0,22537.0,122415.0,34465.0,99878.0,True,BURBANK_CITY
889311,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,7604.0,69112.0,10363.0,LOS ANGELES,61508.0,7604.0,69112.0,10363.0,61508.0,True,BURBANK_CITY
889312,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,44800.0,148914.0,17782.0,LOS ANGELES,104114.0,44800.0,148914.0,17782.0,104114.0,True,BURBANK_CITY
889313,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,4248.0,61061.0,22165.0,LOS ANGELES,56813.0,4248.0,61061.0,22165.0,56813.0,True,BURBANK_CITY
889314,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,30000.0,154917.0,18348.0,LOS ANGELES,124917.0,30000.0,154917.0,18348.0,124917.0,True,BURBANK_CITY
889315,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,15471.0,105536.0,28152.0,LOS ANGELES,90065.0,15471.0,105535.99999999999,28152.0,90065.0,True,BURBANK_CITY
889316,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,25328.0,140751.0,37452.0,LOS ANGELES,115423.0,25328.0,140751.0,37452.0,115423.0,True,BURBANK_CITY
889317,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,59391.0,171586.0,35944.0,LOS ANGELES,112195.0,59391.0,171586.0,35944.0,112195.0,True,BURBANK_CITY
889318,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,47184.0,129216.0,21043.0,LOS ANGELES,82032.0,47184.0,129216.0,21043.0,82032.0,True,BURBANK_CITY
889319,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,31737.0,146291.0,37375.0,LOS ANGELES,114554.0,31737.0,146291.0,37375.0,114554.0,True,BURBANK_CITY
889320,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,41773.0,141904.0,34576.0,LOS ANGELES,100131.0,41773.0,141904.0,34576.0,100131.0,True,BURBANK_CITY
889321,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,7015.0,66282.0,15431.0,LOS ANGELES,59267.0,7015.0,66282.0,15431.0,59267.0,True,BURBANK_CITY
889322,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,29493.0,111080.0,31326.0,LOS ANGELES,81587.0,29493.0,111080.0,31326.0,81587.0,True,BURBANK_CITY
889323,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,6844.0,65477.0,15098.0,LOS ANGELES,58633.0,6844.0,65477.0,15098.0,58633.0,True,BURBANK_CITY
889324,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,63645.0,184277.0,36981.0,LOS ANGELES,120632.0,63645.0,184277.0,36981.0,120632.0,True,BURBANK_CITY
889325,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,38118.0,130026.0,32724.0,LOS ANGELES,91908.0,38118.0,130026.0,32724.0,91908.0,True,BURBANK_CITY
889326,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,29777.0,156469.0,20292.0,LOS ANGELES,126692.0,29777.0,156469.0,20292.0,126692.0,True,BURBANK_CITY
889327,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,48787.0,140724.0,22724.0,LOS ANGELES,91937.0,48787.0,140724.0,22724.0,91937.0,True,BURBANK_CITY
889328,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,56121.0,161492.0,17811.0,LOS ANGELES,105371.0,56121.0,161492.0,17811.0,105371.0,True,BURBANK_CITY
889329,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,37139.0,154544.0,20208.0,LOS ANGELES,117405.0,37139.0,154544.0,20208.0,117405.0,True,BURBANK_CITY
889330,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,11942.0,71818.0,15431.0,LOS ANGELES,59876.0,11941.999999999998,71818.0,15431.0,59876.0,True,BURBANK_CITY
889331,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,15384.0,76146.0,15308.0,LOS ANGELES,60762.0,15384.0,76146.0,15308.0,60762.0,True,BURBANK_CITY
889332,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,29871.0,138213.0,36429.0,LOS ANGELES,108342.0,29871.0,138213.0,36429.0,108342.0,True,BURBANK_CITY
889333,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,67833.0,152308.0,21239.0,LOS ANGELES,84475.0,67833.0,152308.0,21239.0,84475.0,True,BURBANK_CITY
889334,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,47750.0,150546.0,24596.0,LOS ANGELES,102796.0,47750.0,150546.0,24596.0,102796.0,True,BURBANK_CITY
889335,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,57592.0,141922.0,21117.0,LOS ANGELES,84330.0,57592.0,141922.0,21117.0,84330.0,True,BURBANK_CITY
889336,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,60732.0,147576.0,31119.0,LOS ANGELES,86844.0,60732.0,147576.0,31119.0,86844.0,True,BURBANK_CITY
889337,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,26873.0,137366.0,36519.0,LOS ANGELES,110493.0,26873.0,137366.0,36519.0,110493.0,True,BURBANK_CITY
889338,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,21655.0,120805.0,35388.0,LOS ANGELES,99150.0,21655.0,120805.0,35388.0,99150.0,True,BURBANK_CITY
889339,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,29084.0,129281.0,32291.0,LOS ANGELES,100197.0,29084.0,129281.0,32291.0,100197.0,True,BURBANK_CITY
889340,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,43106.0,145189.0,24584.0,LOS ANGELES,102083.0,43106.0,145189.0,24584.0,102083.0,True,BURBANK_CITY
889341,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,48267.0,147898.0,24322.0,LOS ANGELES,99631.0,48267.0,147898.0,24322.0,99631.0,True,BURBANK_CITY
889342,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,35010.0,147460.0,37087.0,LOS ANGELES,112450.0,35010.0,147460.0,37087.0,112450.0,True,BURBANK_CITY
889343,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,56090.0,146335.0,17442.0,LOS ANGELES,90245.0,56090.0,146335.0,17442.0,90245.0,True,BURBANK_CITY
889344,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,59719.0,175005.0,36070.0,LOS ANGELES,115286.0,59719.0,175005.0,36070.0,115285.99999999999,True,BURBANK_CITY
889345,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,19396.0,112759.0,33725.0,LOS ANGELES,93363.0,19396.0,112759.0,33725.0,93363.0,True,BURBANK_CITY
889346,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,22211.0,115728.0,28828.0,LOS ANGELES,93517.0,22211.0,115728.0,28828.0,93517.0,True,BURBANK_CITY
889347,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,25747.0,105961.0,21219.0,LOS ANGELES,80214.0,25747.0,105961.0,21219.0,80214.0,True,BURBANK_CITY
889348,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER,45832.0,145390.0,24348.0,LOS ANGELES,99558.0,45832.0,145390.0,24348.0,99558.0,True,BURBANK_CITY
889349,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER RECRUIT,0.0,16108.0,1591.0,LOS ANGELES,16108.0,0.0,16108.0,1591.0,16108.0,True,BURBANK_CITY
889350,2018,CITY,105952.0,BURBANK,FIRE,FIRE FIGHTER RECRUIT,0.0,15234.0,3414.0,LOS ANGELES,15234.0,0.0,15234.0,3414.0,15234.0,True,BURBANK_CITY
889351,2018,CITY,105952.0,BURBANK,FIRE,FIRE INSPECTION MANAGER,0.0,114162.0,28936.0,LOS ANGELES,114162.0,0.0,114162.0,28936.0,114162.0,True,BURBANK_CITY
889352,2018,CITY,105952.0,BURBANK,FIRE,FIRE INSPECTOR I,1796.0,76603.0,7047.0,LOS ANGELES,74807.0,1796.0,76603.0,7047.0,74807.0,True,BURBANK_CITY
889353,2018,CITY,105952.0,BURBANK,FIRE,FIRE INSPECTOR I,3418.0,53526.0,23349.0,LOS ANGELES,50108.0,3418.0,53526.0,23349.0,50108.0,True,BURBANK_CITY
889354,2018,CITY,105952.0,BURBANK,FIRE,INTERMEDIATE CLERK,0.0,36383.0,17189.0,LOS ANGELES,36383.0,0.0,36383.0,17189.0,36383.0,True,BURBANK_CITY
889355,2018,CITY,105952.0,BURBANK,FIRE,INTERMEDIATE CLERK,0.0,33822.0,5397.0,LOS ANGELES,33822.0,0.0,33822.0,5397.0,33822.0,True,BURBANK_CITY
889356,2018,CITY,105952.0,BURBANK,FIRE,INTERMEDIATE CLERK,0.0,49630.0,4679.0,LOS ANGELES,49630.0,0.0,49630.0,4679.0,49630.0,True,BURBANK_CITY
889357,2018,CITY,105952.0,BURBANK,FIRE,PRINCIPAL CLERK,0.0,52231.0,23504.0,LOS ANGELES,52231.0,0.0,52231.0,23504.0,52231.0,True,BURBANK_CITY
889358,2018,CITY,105952.0,BURBANK,FIRE,SENIOR CLERK,0.0,47421.0,12513.0,LOS ANGELES,47421.0,0.0,47421.0,12513.0,47421.0,True,BURBANK_CITY
1469046,2013,CITY,105543.0,BURBANK,FIRE DEPARTMENT,CLERICAL WORKER,0.0,1183.0,43946.0,LOS ANGELES,1183.0,0.0,1275.1691556810915,47369.893250685745,1275.1691556810915,True,BURBANK_CITY
1469047,2013,CITY,105543.0,BURBANK,FIRE DEPARTMENT,CLERICAL WORKER,165.0,41856.0,8995.0,LOS ANGELES,41691.0,177.85537674334748,45117.05847860335,9695.812810947942,44939.20310186,True,BURBANK_CITY
1469048,2013,CITY,105543.0,BURBANK,FIRE DEPARTMENT,DEPUTY FIRE MARSHAL,18551.0,132996.0,34370.0,LOS ANGELES,114445.0,19996.33390282327,143357.9011233833,37047.81393132638,123361.56722056001,True,BURBANK_CITY
1469049,2013,CITY,105543.0,BURBANK,FIRE DEPARTMENT,EMERGENCY MANAGEMENT COORDINATOR,0.0,29603.0,29877.0,LOS ANGELES,29603.0,0.0,31909.41041050494,32204.75812703632,31909.41041050494,True,BURBANK_CITY
1469050,2013,CITY,105543.0,BURBANK,FIRE DEPARTMENT,EMERGENCY MEDICAL SERVICES NURSE SPECIALIST,0.0,109589.0,25146.0,LOS ANGELES,109589.0,0.0,118127.22958743459,27105.15941568616,118127.22958743459,True,BURBANK_CITY
