employer,type,year,overtime,adjusted_overtime,wages
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2011,5279443.0,5893620.4633300565,23188337.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2012,5619209.0,6145729.916125856,23309493.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2013,6527258.0,7035805.640551686,21125228.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2014,5586310.0,5925425.559146054,19817005.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2015,6503613.0,6890234.6649860535,21297132.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2016,7751758.0,8110266.351006428,25030640.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2017,6259689.0,6412580.473739389,21726048.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2018,6006200.0,6006200.0,21819153.0
