employer,type,year,overtime,adjusted_overtime,wages
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2011,15303329.0,17393174.070094563,75016953.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2012,13842149.0,15413478.953687822,71669288.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2013,14089310.0,15462212.883364752,71311794.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2014,19429529.0,20982423.862669837,78686095.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2015,19107425.0,20610112.15746127,77630146.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2016,17321859.0,18451355.611973815,76310642.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2017,21494171.0,22418143.257779866,83129140.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2018,23760407.0,24190940.00724395,88382692.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2019,23049847.0,23049847.0,90081592.0
