employer,type,year,overtime,adjusted_overtime,wages
OC FIRE AUTHORITY,SPECIAL DISTRICT,2011,30883034.0,34475773.51476619,117575939.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2012,34043463.0,37233341.74038086,126918889.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2013,33738337.0,36366937.198963754,138423791.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2014,37302532.0,39566972.92732836,141806744.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2015,37465333.0,39692542.61774895,149354761.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2016,41666954.0,43593994.41715446,152390889.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2017,52809914.0,54099784.08452186,170985515.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2018,53421120.0,53421120.0,175276805.0
