index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,basewages,adjusted_overtime,adjusted_wages,adjusted_benefits,adjusted_basewages,employerfull
1103267,2019,CITY,1430489.0,SAN DIEGO,EMERGENCY MEDICAL SERVICES,DEPUTY FIRE CHIEF,0.0,150699.0,32643.0,SAN DIEGO,150699.0,0.0,150699.0,32643.0,150699.0,SAN_DIEGO_CITY
1103268,2019,CITY,1430489.0,SAN DIEGO,EMERGENCY MEDICAL SERVICES,FIRE BATTALION CHIEF,67503.0,221367.0,29391.0,SAN DIEGO,153864.0,67503.0,221367.0,29391.0,153864.0,SAN_DIEGO_CITY
1103269,2019,CITY,1430489.0,SAN DIEGO,EMERGENCY MEDICAL SERVICES,FIRE CAPTAIN,73648.0,210699.0,38322.0,SAN DIEGO,137051.0,73648.0,210699.0,38322.0,137051.0,SAN_DIEGO_CITY
1103270,2019,CITY,1430489.0,SAN DIEGO,EMERGENCY MEDICAL SERVICES,FIRE FIGHTER 2,15798.0,109618.0,27750.0,SAN DIEGO,93820.0,15798.0,109618.0,27750.0,93820.0,SAN_DIEGO_CITY
1104625,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,AIR OPERATIONS CHIEF,82599.0,219051.0,40232.0,SAN DIEGO,136452.0,82599.0,219051.0,40232.0,136452.0,SAN_DIEGO_CITY
1104630,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,ASSISTANT FIRE MARSHAL/CIV,15148.0,147348.0,20618.0,SAN DIEGO,132200.0,15148.0,147348.0,20618.0,132200.0,SAN_DIEGO_CITY
1104631,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,ASSISTANT FIRE MARSHAL/CIV,27576.0,139443.0,15880.0,SAN DIEGO,111867.0,27576.0,139443.0,15880.0,111867.0,SAN_DIEGO_CITY
1104632,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,ASSISTANT FIRE MARSHAL/CIV,42005.0,132076.0,11988.0,SAN DIEGO,90071.0,42005.0,132076.0,11988.0,90071.0,SAN_DIEGO_CITY
1104655,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,158769.0,39504.0,SAN DIEGO,158769.0,0.0,158769.0,39504.0,158769.0,SAN_DIEGO_CITY
1104656,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,175664.0,12301.0,SAN DIEGO,175664.0,0.0,175664.0,12301.0,175664.0,SAN_DIEGO_CITY
1104657,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,173285.0,26574.0,SAN DIEGO,173285.0,0.0,173285.0,26574.0,173285.0,SAN_DIEGO_CITY
1104658,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,155137.0,42973.0,SAN DIEGO,155137.0,0.0,155137.0,42973.0,155137.0,SAN_DIEGO_CITY
1104659,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,166934.0,39518.0,SAN DIEGO,166934.0,0.0,166934.0,39518.0,166934.0,SAN_DIEGO_CITY
1104660,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,151313.0,47572.0,SAN DIEGO,151313.0,0.0,151313.0,47572.0,151313.0,SAN_DIEGO_CITY
1104661,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,193136.0,20038.0,SAN DIEGO,193136.0,0.0,193136.0,20038.0,193136.0,SAN_DIEGO_CITY
1104681,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,63824.0,175835.0,40066.0,SAN DIEGO,112011.0,63824.0,175835.0,40066.0,112011.0,SAN_DIEGO_CITY
1104682,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,42845.0,171067.0,13317.0,SAN DIEGO,128222.0,42845.0,171067.0,13317.0,128222.0,SAN_DIEGO_CITY
1104683,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,29683.0,130265.0,30204.0,SAN DIEGO,100582.0,29683.0,130265.0,30204.0,100582.0,SAN_DIEGO_CITY
1104684,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,0.0,32448.0,1932.0,SAN DIEGO,32448.0,0.0,32448.0,1932.0,32448.0,SAN_DIEGO_CITY
1104685,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,71595.0,170220.0,38185.0,SAN DIEGO,98625.0,71595.0,170220.0,38185.0,98625.0,SAN_DIEGO_CITY
1104686,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,61959.0,173916.0,8351.0,SAN DIEGO,111957.0,61959.0,173916.0,8351.0,111957.0,SAN_DIEGO_CITY
1104687,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,51889.0,138706.0,21567.0,SAN DIEGO,86817.0,51889.0,138706.0,21567.0,86817.0,SAN_DIEGO_CITY
1104688,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,83051.0,238415.0,22077.0,SAN DIEGO,155364.0,83051.0,238415.0,22077.0,155364.0,SAN_DIEGO_CITY
1104689,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,37539.0,131396.0,33827.0,SAN DIEGO,93857.0,37539.0,131396.0,33827.0,93857.0,SAN_DIEGO_CITY
1104690,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,73540.0,212352.0,31487.0,SAN DIEGO,138812.0,73540.0,212352.0,31487.0,138812.0,SAN_DIEGO_CITY
1104691,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,80889.0,182036.0,40036.0,SAN DIEGO,101147.0,80889.0,182036.0,40036.0,101147.0,SAN_DIEGO_CITY
1104692,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,59663.0,151515.0,21567.0,SAN DIEGO,91852.0,59663.0,151515.0,21567.0,91852.0,SAN_DIEGO_CITY
1104693,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,69469.0,175153.0,11767.0,SAN DIEGO,105684.0,69469.0,175153.0,11767.0,105684.0,SAN_DIEGO_CITY
1104694,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,25808.0,132797.0,15266.0,SAN DIEGO,106989.0,25808.0,132797.0,15266.0,106989.0,SAN_DIEGO_CITY
1104695,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,152102.0,290636.0,36581.0,SAN DIEGO,138534.0,152102.0,290636.0,36581.0,138534.0,SAN_DIEGO_CITY
1104696,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,52094.0,200531.0,26231.0,SAN DIEGO,148437.0,52094.0,200531.0,26231.0,148437.0,SAN_DIEGO_CITY
1104697,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,43325.0,170375.0,19893.0,SAN DIEGO,127050.0,43325.0,170375.0,19893.0,127050.0,SAN_DIEGO_CITY
1104698,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,110633.0,240484.0,17426.0,SAN DIEGO,129851.0,110633.0,240484.0,17426.0,129851.0,SAN_DIEGO_CITY
1104699,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,45053.0,145597.0,27932.0,SAN DIEGO,100544.0,45053.0,145597.0,27932.0,100544.0,SAN_DIEGO_CITY
1104700,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,0.0,6010.0,0.0,SAN DIEGO,6010.0,0.0,6010.0,0.0,6010.0,SAN_DIEGO_CITY
1104701,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,47085.0,146346.0,10142.0,SAN DIEGO,99261.0,47085.0,146346.0,10142.0,99261.0,SAN_DIEGO_CITY
1104702,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,73091.0,225580.0,37378.0,SAN DIEGO,152489.0,73091.0,225580.0,37378.0,152489.0,SAN_DIEGO_CITY
1104703,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,22120.0,173960.0,33553.0,SAN DIEGO,151840.0,22120.0,173960.0,33553.0,151840.0,SAN_DIEGO_CITY
1104704,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,33933.0,128925.0,11999.0,SAN DIEGO,94992.0,33933.0,128925.0,11999.0,94992.0,SAN_DIEGO_CITY
1104705,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,65199.0,219098.0,40660.0,SAN DIEGO,153899.0,65199.0,219098.0,40660.0,153899.0,SAN_DIEGO_CITY
1104706,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,66297.0,162371.0,32559.0,SAN DIEGO,96074.0,66297.0,162371.0,32559.0,96074.0,SAN_DIEGO_CITY
1104707,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,78235.0,171512.0,26248.0,SAN DIEGO,93277.0,78235.0,171512.0,26248.0,93277.0,SAN_DIEGO_CITY
1104708,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,101549.0,228706.0,37378.0,SAN DIEGO,127157.0,101549.0,228706.0,37378.0,127157.0,SAN_DIEGO_CITY
1104709,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,38966.0,171983.0,34164.0,SAN DIEGO,133017.0,38966.0,171983.0,34164.0,133017.0,SAN_DIEGO_CITY
1104710,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,85741.0,181015.0,38437.0,SAN DIEGO,95274.0,85741.0,181015.0,38437.0,95274.0,SAN_DIEGO_CITY
1104711,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,54809.0,186371.0,39066.0,SAN DIEGO,131562.0,54809.0,186371.0,39066.0,131562.0,SAN_DIEGO_CITY
1104712,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,51834.0,182911.0,40462.0,SAN DIEGO,131077.0,51834.0,182911.0,40462.0,131077.0,SAN_DIEGO_CITY
1104713,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,70063.0,174483.0,18313.0,SAN DIEGO,104420.0,70063.0,174483.0,18313.0,104420.0,SAN_DIEGO_CITY
1104714,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,56032.0,155698.0,37333.0,SAN DIEGO,99666.0,56032.0,155698.0,37333.0,99666.0,SAN_DIEGO_CITY
1104715,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,92550.0,208027.0,38102.0,SAN DIEGO,115477.0,92550.0,208027.0,38102.0,115477.0,SAN_DIEGO_CITY
1104716,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,131447.0,230547.0,34335.0,SAN DIEGO,99100.0,131447.00000000003,230547.0,34335.0,99100.0,SAN_DIEGO_CITY
1104717,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,65119.0,152202.0,36185.0,SAN DIEGO,87083.0,65119.0,152202.0,36185.0,87083.0,SAN_DIEGO_CITY
1104718,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,56028.0,148948.0,21566.0,SAN DIEGO,92920.0,56028.0,148948.0,21566.0,92920.0,SAN_DIEGO_CITY
1104719,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,120682.0,175766.0,34628.0,SAN DIEGO,55084.0,120682.0,175766.0,34628.0,55084.0,SAN_DIEGO_CITY
1104720,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,73907.0,158490.0,29036.0,SAN DIEGO,84583.0,73907.0,158490.0,29036.0,84583.0,SAN_DIEGO_CITY
1104721,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,148388.0,221726.0,8314.0,SAN DIEGO,73338.0,148388.0,221726.0,8314.0,73338.0,SAN_DIEGO_CITY
1104722,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,49305.0,113833.0,21075.0,SAN DIEGO,64528.0,49305.0,113833.0,21075.0,64528.0,SAN_DIEGO_CITY
1104723,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,101392.0,171452.0,35692.0,SAN DIEGO,70060.0,101392.0,171452.0,35692.0,70060.0,SAN_DIEGO_CITY
1104724,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,86970.0,153720.0,35692.0,SAN DIEGO,66750.0,86970.0,153720.0,35692.0,66750.0,SAN_DIEGO_CITY
1104725,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,70432.0,159352.0,28449.0,SAN DIEGO,88920.0,70432.0,159352.0,28449.0,88920.0,SAN_DIEGO_CITY
1104726,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,21080.0,107839.0,29203.0,SAN DIEGO,86759.0,21080.0,107839.0,29203.0,86759.0,SAN_DIEGO_CITY
1104727,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,202798.0,305891.0,26650.0,SAN DIEGO,103093.0,202798.0,305891.0,26650.0,103093.0,SAN_DIEGO_CITY
1104728,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,50366.0,158751.0,36404.0,SAN DIEGO,108385.0,50366.0,158751.0,36404.0,108385.0,SAN_DIEGO_CITY
1104729,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,100311.0,177688.0,22959.0,SAN DIEGO,77377.0,100311.0,177688.0,22959.0,77377.0,SAN_DIEGO_CITY
1104730,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,101789.0,197649.0,9607.0,SAN DIEGO,95860.0,101789.0,197649.0,9607.0,95860.0,SAN_DIEGO_CITY
1104731,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,139529.0,209419.0,37119.0,SAN DIEGO,69890.0,139529.0,209419.0,37119.0,69890.0,SAN_DIEGO_CITY
1104732,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,122451.0,272847.0,31596.0,SAN DIEGO,150396.0,122451.0,272847.0,31596.0,150396.0,SAN_DIEGO_CITY
1104733,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,77547.0,156311.0,20601.0,SAN DIEGO,78764.0,77547.0,156311.0,20601.0,78764.0,SAN_DIEGO_CITY
1104734,2019,CITY,1430489.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,8869.0,102833.0,21075.0,SAN DIEGO,93964.0,8869.0,102833.0,21075.0,93964.0,SAN_DIEGO_CITY
