employer,type,year,overtime,adjusted_overtime,wages
FREMONT,CITY,2011,3664374.0,4164786.2919191434,19442015.0
FREMONT,CITY,2012,3816498.0,4249738.36069758,20779799.0
FREMONT,CITY,2013,4789753.0,5256480.306326921,20119076.0
FREMONT,CITY,2014,3893022.0,4204169.731067519,20200032.0
FREMONT,CITY,2015,6268872.0,6761882.096659732,24576792.0
FREMONT,CITY,2016,6157211.0,6558700.757173751,24567975.0
FREMONT,CITY,2017,5357538.0,5587843.066522516,25009090.0
FREMONT,CITY,2018,6341326.0,6456229.341205145,25991032.0
FREMONT,CITY,2019,6988667.0,6988667.0,26344269.0
