index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employerfull,fire
2544000,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,3293.0,0.0,SAN BERNARDINO,0.0,3293.0,0.0,SAN_BERNARDINO_COUNTY,True
2544001,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,12893.0,54299.0,37838.0,SAN BERNARDINO,12893.0,54299.0,37838.0,SAN_BERNARDINO_COUNTY,True
2544002,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,30629.0,80478.0,43331.0,SAN BERNARDINO,30629.0,80478.0,43331.0,SAN_BERNARDINO_COUNTY,True
2544003,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,31937.0,80402.0,36046.0,SAN BERNARDINO,31937.0,80402.0,36046.0,SAN_BERNARDINO_COUNTY,True
2544004,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,31116.0,85607.0,33577.0,SAN BERNARDINO,31116.0,85607.0,33577.0,SAN_BERNARDINO_COUNTY,True
2544005,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,29892.0,81006.0,37139.0,SAN BERNARDINO,29892.0,81006.0,37139.0,SAN_BERNARDINO_COUNTY,True
2544006,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,40556.0,90708.0,41961.0,SAN BERNARDINO,40556.0,90708.0,41961.0,SAN_BERNARDINO_COUNTY,True
2544007,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,5881.0,21543.0,9500.0,SAN BERNARDINO,5881.0,21543.0,9500.0,SAN_BERNARDINO_COUNTY,True
2544008,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,9537.0,52399.0,35232.0,SAN BERNARDINO,9537.0,52399.0,35232.0,SAN_BERNARDINO_COUNTY,True
2544009,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,36076.0,100412.0,66118.0,SAN BERNARDINO,36076.0,100412.0,66118.0,SAN_BERNARDINO_COUNTY,True
2544010,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,46057.0,116469.0,50432.0,SAN BERNARDINO,46057.0,116469.0,50432.0,SAN_BERNARDINO_COUNTY,True
2544011,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,3296.0,0.0,SAN BERNARDINO,0.0,3296.0,0.0,SAN_BERNARDINO_COUNTY,True
2544012,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,2688.0,38892.0,15291.0,SAN BERNARDINO,2688.0,38892.0,15291.0,SAN_BERNARDINO_COUNTY,True
2544013,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,843.0,0.0,SAN BERNARDINO,0.0,843.0,0.0,SAN_BERNARDINO_COUNTY,True
2544014,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,1987.0,0.0,SAN BERNARDINO,0.0,1987.0,0.0,SAN_BERNARDINO_COUNTY,True
2544015,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,2584.0,0.0,SAN BERNARDINO,0.0,2584.0,0.0,SAN_BERNARDINO_COUNTY,True
2544016,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,2880.0,0.0,SAN BERNARDINO,0.0,2880.0,0.0,SAN_BERNARDINO_COUNTY,True
2544017,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,36666.0,101907.0,52315.0,SAN BERNARDINO,36666.0,101907.0,52315.0,SAN_BERNARDINO_COUNTY,True
2544018,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,3300.0,0.0,SAN BERNARDINO,0.0,3300.0,0.0,SAN_BERNARDINO_COUNTY,True
2544019,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,9899.0,51889.0,33028.0,SAN BERNARDINO,9899.0,51889.0,33028.0,SAN_BERNARDINO_COUNTY,True
2544020,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,44689.0,98545.0,45387.0,SAN BERNARDINO,44689.0,98545.0,45387.0,SAN_BERNARDINO_COUNTY,True
2544021,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,53662.0,98488.0,46666.0,SAN BERNARDINO,53662.0,98488.0,46666.0,SAN_BERNARDINO_COUNTY,True
2544022,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,39360.0,91389.0,32170.0,SAN BERNARDINO,39360.0,91389.0,32170.0,SAN_BERNARDINO_COUNTY,True
2544023,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,13323.0,59521.0,32548.0,SAN BERNARDINO,13323.000000000002,59521.0,32548.0,SAN_BERNARDINO_COUNTY,True
2544024,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,415.0,0.0,SAN BERNARDINO,0.0,415.0,0.0,SAN_BERNARDINO_COUNTY,True
2544025,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,4871.0,1959.0,SAN BERNARDINO,0.0,4871.0,1959.0,SAN_BERNARDINO_COUNTY,True
2544026,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,46274.0,106967.0,61098.0,SAN BERNARDINO,46274.0,106967.0,61098.0,SAN_BERNARDINO_COUNTY,True
2544027,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,3690.0,0.0,SAN BERNARDINO,0.0,3690.0,0.0,SAN_BERNARDINO_COUNTY,True
2544028,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,20654.0,87330.0,64546.0,SAN BERNARDINO,20654.0,87330.0,64546.0,SAN_BERNARDINO_COUNTY,True
2544029,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,29954.0,85503.0,37486.0,SAN BERNARDINO,29954.0,85503.0,37486.0,SAN_BERNARDINO_COUNTY,True
2544030,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,72056.0,136070.0,54753.0,SAN BERNARDINO,72056.0,136070.0,54753.0,SAN_BERNARDINO_COUNTY,True
2544031,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,86216.0,149598.0,63807.0,SAN BERNARDINO,86216.0,149598.0,63807.0,SAN_BERNARDINO_COUNTY,True
2544032,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,2409.0,0.0,SAN BERNARDINO,0.0,2409.0,0.0,SAN_BERNARDINO_COUNTY,True
2544033,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,5122.0,0.0,SAN BERNARDINO,0.0,5122.0,0.0,SAN_BERNARDINO_COUNTY,True
2544034,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,13369.0,67330.0,36750.0,SAN BERNARDINO,13369.0,67330.0,36750.0,SAN_BERNARDINO_COUNTY,True
2544035,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,0.0,7435.0,36597.0,SAN BERNARDINO,0.0,7435.0,36597.0,SAN_BERNARDINO_COUNTY,True
2544036,2018,COUNTY,2192203.0,SAN BERNARDINO,BOARD GOVERNED,BG FIREFIGHTER,35828.0,85155.0,36628.0,SAN BERNARDINO,35828.0,85155.0,36628.0,SAN_BERNARDINO_COUNTY,True
