Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI
20001024AZPIG,http://tucsoncitizen.com/morgue2/2000/10/25/84611-teen-holds-class-teacher-hostage-at-his-former-glendale-school/,,,2,2000-10-24,Fall,Pioneer Elementary School,Glendale,AZ,Elementary,Classroom,Inside School Building,Yes,Morning Classes,11:15 AM,Held elementary school class hostage until surrendering,14YOM male former student dressed in camouflage held elementary school class hostage at gunpoint before releasing the students and then surrendering. Shooter was upset with his family.,Hostage/Standoff,Random Shooting,No,Yes,No,No,No,No,No,No,0,Yes
20001005MNMIM,https://www.newspapers.com/image/195721847/?terms=shooting%2Bhomecoming%2BMinneapolis,,,2,2000-10-05,Fall,Minneapolis North High School,Minneapolis,MN,High,Beside Building,Outside on School Property,No,Night,11:00 PM,"Two non-student shot outside school, likely gang related","Two non-students were refused entry to the homecoming dance. When the dance was ending, they were shot outside of the school by an unknown shooter. 4 police officers were working at the dance. Police said the shooting was likely related to gang activity in the area.",Illegal Activity,,No,No,No,No,No,No,Yes,No,,
20000926LACAN,http://abcnews.go.com/US/story?id=95621&page=1,,,2,2000-09-26,Fall,Carter G. Woodson Middle School,New Orleans,LA,Middle,Field (General),Outside on School Property,Yes,Lunch,12:00 PM,Multiple prior fights between shooter and victim,Two students 13YOM and 15 YOM had been in multiple fights together. The 13 YO got a handgun from another 13 YO who was suspended. The school had metal detectors so they passed the gun through the fence. The 13 YO fired at the 15 YO. The 15 YO took the gun away and fired at the 13 YO. Both were critically injured.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,,
20000918OHMOM,https://www.newspapers.com/image/324100036/?terms=Mount%2BHealthy%2C%2BOhio%2Bschool%2Bgun,,,2,2000-09-18,Fall,Mount Healthy North Junior High,Mount Healthy,OH,Junior High,Classroom,Inside School Building,Yes,,,"Fired shot into classroom ceiling, surrendered gun to SRO after 25 minutes, motive unclear",14YOM fired shot into the ceiling of the classroom. He was upset about issues with his family. Surrendered the gun to the SRO after 25 minutes. No one was injured. Motive or plan is unknown.,Hostage/Standoff,Neither,,No,No,No,No,No,No,No,1,Yes
20000907ILLOR,https://qctimes.com/news/local/moline-man-found-guilty-in-ri-slaying/article_30961c01-7d6a-59dc-87db-9e72888bbe7a.html; https://www.newspapers.com/image/307889974/?terms=termaine%2Ba%2Bgilmore; https://www.newspapers.com/image/339216185/?terms=termaine%2Ba%2Bgilmore; https://www.newspapers.com/image/340757935/?terms=termaine%2Ba%2Bgilmore,,,4,2000-09-07,Fall,Longfellow Elementary School,Rock Island,IL,Elementary,Parking Lot,Outside on School Property,No,Evening,6:58 PM,Robbery,"Shooter confronted victim in school parking lot over prior robbery. Shooter stated he only meant to rob victim, and the shooting was accidental.",Illegal Activity,Victims Targeted,No,No,No,No,No,No,No,No,1,No
20000905OHBIB,https://www.cbsnews.com/news/school-cook-shot-killed-in-ohio/ https://abcnews.go.com/US/story?id=95885&page=1,,,3,2000-09-05,Fall,Bidwell Porter Elementary School,Bidwell,OH,Elementary,Parking Lot,Outside on School Property,No,Before School,6:30 AM,"Cafeteria worker shot by estranged husband, fled, later commit suicide at home",66YOM shot his estranged wife in her car in the school parking lot before the school day. He fled and drove to his house where he commit suicide.,Murder/Suicide,Victims Targeted,No,No,No,No,No,Yes,No,No,,
20000726OHTIC,http://enquirer.com/editions/2000/11/14/loc_driver_in_fatal.html,,,2,2000-07-26,Summer,Timken Senior High School,Canton,OH,High,Parking Lot,Outside on School Property,Yes,Dismissal,,"Ongoing feud with victim, shot him in parking lot of school",18YOM had ongoing conflict with 17YOM student. Shot him in parking lot when he knew he was leaving the school. 18YOM who drove him was also charged.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,,
20000717WADIR,https://products.kitsapsun.com/archive/2000/10-19/0036_cafeteria__teen_pleads_guilty_to_.html,,,2,2000-07-17,Summer,Dimmitt Middle School,Renton,WA,Middle,Cafeteria,Inside School Building,Yes,Lunch,10:30 AM,"Jumped on cafeteria table, fired one shot into ceiling, ordered students to go to the stage but they fled, then shooter fled",13YOM got on cafeteria table and fired gun into the ceiling. Made prior warning to students that today was their last day at school. He ordered the students to get on the stage in the cafeteria (possible attempting to take hostages) but the students fled the area. Shooter then fled and was later arrested. Shooter had 116 round of ammunition and a knife. 12YOM student was also arrested. Possible copycat of the movie they had recently seen that involves hostages according to a relative.,Hostage/Standoff,Neither,Yes,Yes,No,No,,No,No,Yes,1,Yes
20000526FLLAL,https://www.palmbeachpost.com/news/crime--law/decade-after-lake-worth-middle-school-shooting-nathaniel-brazill-regretful-ambitious/EzBEbmEMvehutHQ5QXBFEM/ https://www.palmbeachpost.com/news/20200521/teen-teacher-gun-2000-school-shooting-staggered-palm-beach-county,,,5,2000-05-26,Spring,Lake Worth Middle School,Lake Worth,FL,Middle,Classroom,Inside School Building,Yes,After School,3:00 PM,Teacher had given F on assignment (possibly throwing water balloons),Shooter had received an F on an assignment and been suspended from school earlier that day for throwing a water balloon. Shooter got the gun after leaving the school and returned to the teachers classroom and fired multiple shots killing him. Shooter said it was a stupid decision that he made because he was angry. No history of violence or mental illness. Shooter was an honor student and completed an undergraduate degree while in prison. Shooter's family had frequent domestic issues and police responded to multiple calls to the home.,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,No,2,
20000510AZCAS,http://tucsoncitizen.com/morgue2/2000/05/11/58653-sierra-vista-shootings-prompt-safety-review/,,,2,2000-05-10,Spring,Carmichael Elementary School,Sierra Vista,AZ,Elementary,Classroom,Inside School Building,Yes,Afternoon Classes,1:30 PM,"Killed estranged wife in preschool classroom, students were present","39YOM killed estranged wife at preschool. Shooter walked into classroom with a gun, struck wife, and forced her into bathroom where he shot her and shot himself. Preschool students were present in the classroom at the time of the shooting.",Murder/Suicide,Victims Targeted,No,No,No,No,No,Yes,No,No,2,
20000502COTHD,https://www.newspapers.com/image/340040843/?terms=high%2Bschool%2Bsuicide%2Bdenver,,,2,2000-05-02,Spring,Thomas Jefferson High School,Denver,CO,High,Parking Lot,Outside on School Property,Yes,,,Shot self in parking lot,16YOM student shot himself in his car in the school parking lot. In critical condition.,Murder/Suicide,Victims Targeted,No,No,No,No,No,No,No,No,,
20000410AZLAT,https://www.cbsnews.com/news/fear-turns-to-outrage-at-tucson-school/,,,2,2000-04-10,Spring,La Cima Middle School,Tucson,AZ,Middle,Classroom,Inside School Building,No,Before School,,Teacher shot herself and made up story about being shot by unknown student,35YOF teacher said she was shot by student with a shaved head but it was later determined that she shot herself. She was trying to make a statement about school security. Sent to mental institution following the shooting.,Psychosis,Victims Targeted,,No,No,No,No,No,No,No,1,
20000406OKHUH,https://www.newspapers.com/image/454563845/?terms=Hugo%2BHigh%2BSchool%2Bshooting,,,2,2000-04-06,Spring,Hugo High School,Hugo,OK,High,Football Field/Track,Outside on School Property,Yes,Sport Event,12:00 PM,Feud between parents turned into shooting at track meet.,Fight between 33 YOF and 35YOF parents in the stands at a track meet turned into a shooting. A police officer was working at the event and grabbed the gun.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1,
20000323OHMCL,https://www.cbsnews.com/news/boy-charged-in-school-gun-scare/,,,2,2000-03-23,Spring,McKinley Elementary School,Lisbon,OH,Elementary,Classroom,Inside School Building,Yes,Morning Classes,8:45 AM,"Took class hostage, wanted to go to jail to be with mother",13YOM pointed loaded handgun at teachers and students in classroom and told them to get on the floor. Held them hostage for 5 minutes before surrendering. Shooter's mother was in jail and he wanted to be with her. Gun was locked at home but shooter found the key.,Hostage/Standoff,,No,Yes,No,No,,No,No,No,0,Yes
20000310GABES,https://www.newspapers.com/image/162901684/?terms=ramone%2Bkimble  https://www.newspapers.com/image/107652223/?terms=student%2Bshoots  https://www.newspapers.com/image/109008981/?terms=ramone%2Bkimble    https://www.newspapers.com/image/70483618/?terms=ramone%2Bkimble,,,2,2000-03-10,Spring,Beach High School,Savannah,GA,High,Gym,Inside School Building,No,School Event,11:15 PM,Shots fired during fight at school dance,Argument between two teenage groups during high school dance to celebrate championship game. ,Escalation of Dispute,,No,No,No,No,,No,No,No,,
20000229MIBUF,"https://www.upi.com/Voices/2021/12/21/parents-liable-child-crimes-OXford-school-shooting/5261640091029/ http://content.time.com/time/magazine/article/0,9171,40342,00.html https://www.abc12.com/content/news/20-Years-Later-Revisiting-the-Buell-Elementary-School-shooting-568359981.html https://www.mlive.com/news/flint/2020/02/first-grader-kayla-rolland-was-fatally-shot-at-school-20-years-ago-heres-how-it-happened.html",100,National,4,2000-02-29,Winter,Buell Elementary School,Flint,MI,Elementary,Classroom,Inside School Building,Yes,Morning Classes,10:00:00,1st grader shot classmate inside school,6 year old shooter shot another 6 year old classmate in the chest with a single shot in their classroom while students were lining up to go to the library. The shooter and victim had an altercation on the playground. The shooter's father was in prison for drug related crimes. The shooters mother was a drug addict and living in a crack house where the boy found the gun in a shoebox. Shooter and brothers were physically abused by mother. Placed in foster care following the shootings. Uncle plead guilty to involuntary manslaughter for leaving the gun in an accessible place.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1,No
20000214ILDUC,http://articles.chicagotribune.com/2000-03-30/news/0003300274_1_metal-detectors-elementary-schools-west-side-school,2,Local,2,2000-02-14,Winter,Duke Ellington Elementary School,Chicago,IL,Elementary,Bathroom,Inside School Building,Yes,Afternoon Classes,3:00 PM,"Accident discharge in bathroom, round went through wall and struck student in a classroom",Shooter was playing with gun in the bathroom. Accidental discharge. Round when through the wall and struck another student in the classroom next door causing minor injuries. Student ditched the gun in the stairwell and fled the scene.,Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,
20000210PAPEY,"Philadelphia Inquirer - Man, Still at Large, is Charged with Beating in Delco Schoolyard; https://www.columbine-angels.com/School_Violence_1999-2000.htm",,,1,2000-02-10,Winter,Penn Wood East Junior High School,Yeadon,PA,Junior High,Beside Building,Outside on School Property,Yes,Dismissal,2:15 PM,"Ongoing fight, fired gun and missed, pointed at principal and misfired",13YOM had ongoing fight with 14YOM student. Got handgun from 25YOM and confronted 14YOM. Fired shot that hit the ground. Principal heard the shot and ran over. 13YOM pointed the gun at the principal and fired but the gun jammed.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,1,
20000126NESOO,Lincoln Journal Star - Omaha Teen Grazed by Gunfire at School; https://www.columbine-angels.com/School_Violence_1999-2000.htm,,,1,2000-01-26,Winter,South High School,Omaha,NE,High,Front of School,Outside on School Property,Yes,Dismissal,,"Shooter targeted victim he was fighting with, missed and hit female student",Shooter fired at 17YOM student he had ongoing fight with as students lined up for the school buses. Shot missed striking a female student.,Escalation of Dispute,Both,No,No,No,No,No,No,No,No,1,
