year,month_year,date,day_count
2022,2022-05,2022-05-16,305
2022,2022-05,2022-05-15,139
2022,2022-05,2022-05-14,42
2022,2022-05,2022-05-13,38
2022,2022-05,2022-05-12,12
2022,2022-05,2022-05-11,10
2022,2022-05,2022-05-10,8
2022,2022-05,2022-05-09,6
2022,2022-05,2022-05-08,16
2022,2022-05,2022-05-07,22
2022,2022-05,2022-05-06,98
2022,2022-05,2022-05-05,17
2022,2022-05,2022-05-04,17
2022,2022-05,2022-05-03,22
2022,2022-05,2022-05-02,39
2022,2022-05,2022-05-01,30
2022,2022-04,2022-04-30,11
2022,2022-04,2022-04-29,18
2022,2022-04,2022-04-28,59
2022,2022-04,2022-04-27,10
2022,2022-04,2022-04-26,13
2022,2022-04,2022-04-25,15
2022,2022-04,2022-04-24,11
2022,2022-04,2022-04-23,8
2022,2022-04,2022-04-22,2
2022,2022-04,2022-04-21,5
2022,2022-04,2022-04-20,11
2022,2022-04,2022-04-19,4
2022,2022-04,2022-04-18,137
2022,2022-04,2022-04-17,17
2022,2022-04,2022-04-16,8
2022,2022-04,2022-04-15,8
2022,2022-04,2022-04-14,29
2022,2022-04,2022-04-13,5
2022,2022-04,2022-04-12,5
2022,2022-04,2022-04-11,11
2022,2022-04,2022-04-10,4
2022,2022-04,2022-04-09,4
2022,2022-04,2022-04-08,13
2022,2022-04,2022-04-07,2
2022,2022-04,2022-04-06,7
2022,2022-04,2022-04-05,13
2022,2022-04,2022-04-04,10
2022,2022-04,2022-04-03,8
2022,2022-04,2022-04-02,8
2022,2022-04,2022-04-01,3
2022,2022-03,2022-03-31,23
2022,2022-03,2022-03-30,23
2022,2022-03,2022-03-29,10
2022,2022-03,2022-03-28,10
2022,2022-03,2022-03-27,8
2022,2022-03,2022-03-26,3
2022,2022-03,2022-03-25,7
2022,2022-03,2022-03-24,5
2022,2022-03,2022-03-23,41
2022,2022-03,2022-03-22,10
2022,2022-03,2022-03-21,11
2022,2022-03,2022-03-20,6
2022,2022-03,2022-03-19,11
2022,2022-03,2022-03-18,17
2022,2022-03,2022-03-17,67
2022,2022-03,2022-03-16,8
2022,2022-03,2022-03-15,19
2022,2022-03,2022-03-14,11
2022,2022-03,2022-03-13,14
2022,2022-03,2022-03-12,6
2022,2022-03,2022-03-11,10
2022,2022-03,2022-03-10,30
2022,2022-03,2022-03-09,8
2022,2022-03,2022-03-08,26
2022,2022-03,2022-03-07,86
2022,2022-03,2022-03-06,6
2022,2022-03,2022-03-05,2
2022,2022-03,2022-03-04,8
