month_year,day_count
2022-11,3474036
2022-10,9081815
2022-09,1195468
2022-08,1470338
2022-07,2495966
2022-06,2225356
2022-05,6762498
2022-04,14237704
2022-03,1775772
2022-02,1557413
2022-01,1603258
2021-12,2282263
2021-11,2917224
2021-10,1897843
2021-09,760964
2021-08,855282
2021-07,1153413
2021-06,1437848
2021-05,2792256
2021-04,937431
2021-03,945080
2021-02,1448457
2021-01,1362025
2020-12,511731
2020-11,380555
2020-10,300645
2020-09,405010
2020-08,557165
2020-07,1249387
2020-06,317035
2020-05,1772302
2020-04,430491
2020-03,296516
2020-02,192503
2020-01,318915
2019-12,255804
2019-11,418856
2019-10,215238
2019-09,168873
2019-08,161312
2019-07,209052
2019-06,260288
2019-05,187568
2019-04,283146
2019-03,214539
2019-02,210630
2019-01,183036
2018-12,240903
2018-11,216318
2018-10,312370
2018-09,549607
2018-08,495114
2018-07,776255
2018-06,279806
2018-05,476572
2018-04,224629
2018-03,293332
2018-02,538639
2018-01,155941
2017-12,220608
2017-11,236525
2017-10,203476
2017-09,192225
2017-08,217028
2017-07,248475
2017-06,228582
2017-05,175362
2017-04,175146
2017-03,198645
2017-02,184848
2017-01,121270
2016-12,116578
2016-11,140912
2016-10,157701
2016-09,231349
2016-08,96786
2016-07,141898
2016-06,193779
2016-05,97749
2016-04,132758
2016-03,56925
2016-02,83848
2016-01,97214
2015-12,125797
2015-11,72279
2015-10,115622
2015-09,99294
2015-08,67080
2015-07,72714
2015-06,73950
2015-05,136014
2015-04,65629
2015-03,79784
2015-02,60491
2015-01,133534
2014-12,46182
2014-11,55448
2014-10,87441
2014-09,37944
2014-08,47191
2014-07,43572
2014-06,71524
2014-05,46721
2014-04,37427
2014-03,48919
2014-02,40173
2014-01,28448
2013-12,31554
2013-11,45904
2013-10,47396
2013-09,51688
2013-08,108112
2013-07,36973
2013-06,24553
2013-05,48702
2013-04,30345
2013-03,47442
2013-02,42986
2013-01,22467
2012-12,22972
2012-11,34570
2012-10,23081
2012-09,29243
2012-08,20179
2012-07,15482
2012-06,17878
2012-05,28587
2012-04,21623
2012-03,19320
2012-02,19118
2012-01,13358
2011-12,15729
2011-11,15916
2011-10,14727
2011-09,14885
2011-08,11697
2011-07,7724
2011-06,6873
2011-05,10180
2011-04,11274
2011-03,7069
2011-02,6533
2011-01,6561
2010-12,7644
2010-11,5536
2010-10,5460
2010-09,5115
2010-08,4677
2010-07,4552
2010-06,5560
2010-05,5405
2010-04,4071
2010-03,3077
2010-02,3783
2010-01,2200
2009-12,1982
2009-11,2361
2009-10,1806
2009-09,2132
2009-08,1309
2009-07,1035
2009-06,1636
2009-05,1672
2009-04,1415
2009-03,737
2009-02,326
2009-01,284
2008-12,172
2008-11,305
2008-10,273
2008-09,226
2008-08,121
2008-07,28
2008-06,46
2008-05,63
2008-04,32
2008-03,33
2008-02,42
2008-01,16
2007-12,11
2007-11,23
2007-10,19
2007-09,13
2007-08,4
2007-07,2
2007-06,0
2007-05,5
2007-04,2
2007-03,6
