month_year,day_count
2022-11,127743
2022-10,507190
2022-09,491279
2022-08,239149
2022-07,182221
2022-06,229183
2022-05,318573
2022-04,210862
2022-03,439704
2022-02,357738
2022-01,265081
2021-12,150307
2021-11,132856
2021-10,219363
2021-09,232986
2021-08,181488
2021-07,167744
2021-06,244009
2021-05,199749
2021-04,157659
2021-03,330822
2021-02,262054
2021-01,282735
2020-12,140575
2020-11,200165
2020-10,423885
2020-09,270780
2020-08,238503
2020-07,232421
2020-06,409365
2020-05,328048
2020-04,620264
2020-03,415462
2020-02,230616
2020-01,340475
2019-12,563018
2019-11,223103
2019-10,246363
2019-09,220856
2019-08,350945
2019-07,528776
2019-06,502187
2019-05,396290
2019-04,286514
2019-03,500205
2019-02,622459
2019-01,314482
2018-12,228902
2018-11,262126
2018-10,221978
2018-09,343711
2018-08,419735
2018-07,868631
2018-06,2143768
2018-05,1583449
2018-04,1001167
2018-03,993491
2018-02,791379
2018-01,891747
2017-12,804158
2017-11,893300
2017-10,860889
2017-09,2291829
2017-08,2784597
2017-07,1229294
2017-06,578507
2017-05,707884
2017-04,1883680
2017-03,602889
2017-02,426075
2017-01,185116
2016-12,93441
2016-11,112162
2016-10,128862
2016-09,379134
2016-08,233317
2016-07,380774
2016-06,154882
2016-05,226489
2016-04,240551
2016-03,357041
2016-02,342994
2016-01,467387
2015-12,111822
2015-11,79961
2015-10,122010
2015-09,115421
2015-08,282084
2015-07,105030
2015-06,113054
2015-05,185762
2015-04,106118
2015-03,132268
2015-02,120611
2015-01,244738
2014-12,873948
2014-11,150142
2014-10,203128
2014-09,133294
2014-08,111403
2014-07,183278
2014-06,148628
2014-05,116805
2014-04,145680
2014-03,202383
2014-02,168967
2014-01,187983
2013-12,201833
2013-11,103241
2013-10,73676
2013-09,109121
2013-08,96529
2013-07,104312
2013-06,101089
2013-05,189008
2013-04,2013639
2013-03,726796
2013-02,364322
2013-01,303735
2012-12,228134
2012-11,55412
2012-10,64167
2012-09,67604
2012-08,87222
2012-07,163187
2012-06,60192
2012-05,67465
2012-04,308326
2012-03,109707
2012-02,72648
2012-01,82623
2011-12,305004
2011-11,30458
2011-10,34017
2011-09,33051
2011-08,39653
2011-07,36919
2011-06,36255
2011-05,34396
2011-04,26188
2011-03,25592
2011-02,34072
2011-01,44038
2010-12,81076
2010-11,151368
2010-10,29674
2010-09,32591
2010-08,67418
2010-07,63178
2010-06,135411
2010-05,58000
2010-04,18985
2010-03,21736
2010-02,19799
2010-01,21548
2009-12,22359
2009-11,12560
2009-10,16778
2009-09,11448
2009-08,40507
2009-07,35054
2009-06,47518
2009-05,30550
2009-04,20191
2009-03,6902
2009-02,3052
2009-01,1264
2008-12,918
2008-11,726
2008-10,1758
2008-09,1347
2008-08,526
2008-07,540
2008-06,787
2008-05,323
2008-04,499
2008-03,646
2008-02,1592
2008-01,1682
2007-12,954
2007-11,151
2007-10,252
2007-09,323
2007-08,141
2007-07,291
2007-06,238
2007-05,57
2007-04,106
2007-03,72
2007-02,24
2007-01,2
2006-12,1
2006-11,1
2006-10,1
