year,month_year,date,day_count
2022,2022-05,2022-05-16,93985
2022,2022-05,2022-05-15,170459
2022,2022-05,2022-05-14,24986
2022,2022-05,2022-05-13,903
2022,2022-05,2022-05-12,1979
2022,2022-05,2022-05-11,841
2022,2022-05,2022-05-10,2053
2022,2022-05,2022-05-09,705
2022,2022-05,2022-05-08,1121
2022,2022-05,2022-05-07,1051
2022,2022-05,2022-05-06,1688
2022,2022-05,2022-05-05,957
2022,2022-05,2022-05-04,590
2022,2022-05,2022-05-03,653
2022,2022-05,2022-05-02,1263
2022,2022-05,2022-05-01,820
2022,2022-04,2022-04-30,637
2022,2022-04,2022-04-29,852
2022,2022-04,2022-04-28,1078
2022,2022-04,2022-04-27,890
2022,2022-04,2022-04-26,484
2022,2022-04,2022-04-25,443
2022,2022-04,2022-04-24,529
2022,2022-04,2022-04-23,466
2022,2022-04,2022-04-22,894
2022,2022-04,2022-04-21,480
2022,2022-04,2022-04-20,422
2022,2022-04,2022-04-19,554
2022,2022-04,2022-04-18,403
2022,2022-04,2022-04-17,300
2022,2022-04,2022-04-16,340
2022,2022-04,2022-04-15,445
2022,2022-04,2022-04-14,528
2022,2022-04,2022-04-13,530
2022,2022-04,2022-04-12,962
2022,2022-04,2022-04-11,814
2022,2022-04,2022-04-10,458
2022,2022-04,2022-04-09,571
2022,2022-04,2022-04-08,615
2022,2022-04,2022-04-07,1162
2022,2022-04,2022-04-06,1505
2022,2022-04,2022-04-05,888
2022,2022-04,2022-04-04,737
2022,2022-04,2022-04-03,320
2022,2022-04,2022-04-02,405
2022,2022-04,2022-04-01,446
2022,2022-03,2022-03-31,741
2022,2022-03,2022-03-30,869
2022,2022-03,2022-03-29,850
2022,2022-03,2022-03-28,561
2022,2022-03,2022-03-27,293
2022,2022-03,2022-03-26,293
2022,2022-03,2022-03-25,428
2022,2022-03,2022-03-24,486
2022,2022-03,2022-03-23,462
2022,2022-03,2022-03-22,385
2022,2022-03,2022-03-21,517
2022,2022-03,2022-03-20,395
2022,2022-03,2022-03-19,309
2022,2022-03,2022-03-18,474
2022,2022-03,2022-03-17,459
2022,2022-03,2022-03-16,558
2022,2022-03,2022-03-15,553
2022,2022-03,2022-03-14,509
2022,2022-03,2022-03-13,385
2022,2022-03,2022-03-12,1570
2022,2022-03,2022-03-11,741
2022,2022-03,2022-03-10,410
2022,2022-03,2022-03-09,349
2022,2022-03,2022-03-08,425
2022,2022-03,2022-03-07,448
2022,2022-03,2022-03-06,309
2022,2022-03,2022-03-05,407
2022,2022-03,2022-03-04,595
2022,2022-03,2022-03-03,302
2022,2022-03,2022-03-02,329
2022,2022-03,2022-03-01,561
2022,2022-02,2022-02-28,383
2022,2022-02,2022-02-27,399
2022,2022-02,2022-02-26,450
2022,2022-02,2022-02-25,426
2022,2022-02,2022-02-24,333
2022,2022-02,2022-02-23,599
2022,2022-02,2022-02-22,602
2022,2022-02,2022-02-21,375
2022,2022-02,2022-02-20,401
2022,2022-02,2022-02-19,437
2022,2022-02,2022-02-18,600
2022,2022-02,2022-02-17,825
2022,2022-02,2022-02-16,1940
2022,2022-02,2022-02-15,2066
2022,2022-02,2022-02-14,739
2022,2022-02,2022-02-13,729
2022,2022-02,2022-02-12,381
2022,2022-02,2022-02-11,429
2022,2022-02,2022-02-10,447
2022,2022-02,2022-02-09,492
2022,2022-02,2022-02-08,564
2022,2022-02,2022-02-07,467
2022,2022-02,2022-02-06,334
2022,2022-02,2022-02-05,398
